"religion","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"evangelisch","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","172","0.406282848018453","0.347700031079982","0.464865664956925"
"islamische Religionsgemeinschaft","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","33","0.771806773058663","0.63658304762438","0.907030498492945"
"islamische Religionsgemeinschaft","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","107","0.433271092857726","0.355511615706404","0.511030570009048"
"islamische Religionsgemeinschaft","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","54","0.100339352767493","0.0645015629038161","0.13617714263117"
"andere","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","34","0.254372477003744","0.186031400320131","0.322713553687358"
"andere","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1347","0.302570492162294","0.290969233649293","0.314171750675295"
"katholisch","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.0377461002776023","0.0270122161186398","0.0484799844365649"
"katholisch","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3666","0.307077897356893","0.299267405501658","0.314888389212128"
"katholisch","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","167","0.035147729801943","0.0290702375722218","0.0412252220316641"
"katholisch","2019","66 und älter","Westdeutschland, alte Bundeslaender","1357","0.337300712541478","0.322545464348481","0.352055960734474"
"katholisch","2019","66 und älter","Ostdeutschland, neue Bundeslaender","53","0.0390957501043715","0.0286079112541184","0.0495835889546246"
"evangelisch","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1402","0.293741497556161","0.282238629019729","0.305244366092592"
"evangelisch","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","171","0.187477834249888","0.165495763965906","0.209459904533869"
"evangelisch","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3400","0.268923054457673","0.261415344964403","0.276430763950942"
"evangelisch","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","598","0.164317290103858","0.152087818257624","0.176546761950093"
"evangelisch","2019","66 und älter","Westdeutschland, alte Bundeslaender","1521","0.407442279514065","0.392107483093174","0.422777075934957"
"evangelisch","2019","66 und älter","Ostdeutschland, neue Bundeslaender","315","0.252486488119021","0.228978808239933","0.275994167998108"
"islamische Religionsgemeinschaft","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1548","0.108235101352753","0.10038905426121","0.116081148444296"
"islamische Religionsgemeinschaft","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","222","0.0333325832018394","0.0232226323237523","0.0434425340799265"
"islamische Religionsgemeinschaft","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1776","0.0571985619109551","0.0532665523013881","0.0611305715205221"
"islamische Religionsgemeinschaft","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","228","0.008233519198435","0.00525127758800347","0.0112157608088665"
"islamische Religionsgemeinschaft","2019","66 und älter","Westdeutschland, alte Bundeslaender","54","0.0132919443572638","0.00971783174439875","0.0168660569701289"
"islamische Religionsgemeinschaft","2019","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1185","0.250629664691485","0.239684907165457","0.261574422217513"
"konfessionslos","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","724","0.727353180150187","0.702271945650909","0.752434414649466"
"konfessionslos","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3693","0.317450973301646","0.309569323128867","0.325332623474424"
"konfessionslos","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","2450","0.779448655903052","0.765765257504292","0.793132054301813"
"konfessionslos","2019","66 und älter","Westdeutschland, alte Bundeslaender","888","0.205422517121514","0.192813774260091","0.218031259982937"
"konfessionslos","2019","66 und älter","Ostdeutschland, neue Bundeslaender","935","0.702295419904307","0.677553474191775","0.727037365616838"
"andere","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","541","0.0448232442373077","0.0395976561192126","0.0500488323554028"
"andere","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.0140903021204829","0.00745203473808557","0.0207285695028803"
"andere","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","864","0.0493495129728333","0.045682066613705","0.0530169593319615"
"andere","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","84","0.0128528049927113","0.00913543937105223","0.0165701706143705"
"andere","2019","66 und älter","Westdeutschland, alte Bundeslaender","124","0.0365425464656791","0.0306866240758821","0.0423984688554761"
"andere","2019","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
