"religion","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"katholisch","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1281","0.390618992965492","0.374336435149248","0.406901550781735"
"katholisch","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","61","0.0507813766997901","0.0381469815149648","0.0634157718846155"
"katholisch","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1848","0.394312568556554","0.380159195858097","0.408465941255011"
"katholisch","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","85","0.0419495043132721","0.0332393970975168","0.0506596115290274"
"katholisch","1997","66 und älter","Westdeutschland, alte Bundeslaender","491","0.407234299685359","0.378997079431207","0.435471519939512"
"katholisch","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1021","0.346204090739885","0.330326350562746","0.362081830917024"
"evangelisch","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","209","0.168548783124885","0.147006075180699","0.190091491069072"
"evangelisch","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1418","0.362961816551165","0.349035747184944","0.376887885917387"
"evangelisch","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","482","0.242277773808674","0.22366214610974","0.260893401507609"
"evangelisch","1997","66 und älter","Westdeutschland, alte Bundeslaender","546","0.491022609414323","0.462291114440325","0.519754104388322"
"evangelisch","1997","66 und älter","Ostdeutschland, neue Bundeslaender","181","0.429863910139011","0.383607011486362","0.476120808791659"
"islamische Religionsgemeinschaft","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","481","0.163019781222842","0.150692161079195","0.175347401366489"
"konfessionslos","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","879","0.768213713633252","0.743930621205244","0.79249680606126"
"konfessionslos","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","716","0.177005163264402","0.165951483594582","0.188058842934223"
"konfessionslos","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1455","0.708706543449385","0.688965756109845","0.728447330788925"
"konfessionslos","1997","66 und älter","Westdeutschland, alte Bundeslaender","79","0.0782105274539451","0.0627790782716304","0.0936419766362598"
"konfessionslos","1997","66 und älter","Ostdeutschland, neue Bundeslaender","229","0.50605047877735","0.459335091106082","0.552765866448617"
"andere","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","666","0.100157135071781","0.0901381027145184","0.110176167429043"
"andere","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","598","0.0657204516278784","0.0585440945054416","0.0728968087503152"
"andere","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","66 und älter","Westdeutschland, alte Bundeslaender","47","0.0235325634463723","0.0148204858434168","0.0322446410493277"
"andere","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
