year,age_gr,migback,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,17-29 y.,Direct migration background,Yes,0.12464,78,653,0.09929,0.15000
1991,17-29 y.,Direct migration background,No,0.83470,575,653,0.80619,0.86321
1991,17-29 y.,Indirect migration background,No,0.92440,289,289,0.89387,0.95493
1991,30-45 y.,No migration background,Yes,0.07384,190,1980,0.06232,0.08536
1991,30-45 y.,No migration background,No,0.69863,1790,1980,0.67842,0.71885
1991,30-45 y.,Direct migration background,Yes,0.10458,86,809,0.08348,0.12568
1991,30-45 y.,Direct migration background,No,0.85611,723,809,0.83191,0.88032
1991,46-65 y.,No migration background,Yes,0.08891,225,1918,0.07617,0.10165
1991,46-65 y.,No migration background,No,0.66991,1693,1918,0.64886,0.69096
1991,46-65 y.,Direct migration background,Yes,0.09951,105,915,0.08011,0.11892
1991,46-65 y.,Direct migration background,No,0.78722,810,915,0.76069,0.81375
1991,66 and older,No migration background,Yes,0.17025,197,946,0.14629,0.19421
1991,66 and older,No migration background,No,0.64452,749,946,0.61400,0.67504
1991,66 and older,Direct migration background,No,0.69885,83,83,0.59956,0.79815
1992,17-29 y.,No migration background,Yes,0.11377,291,2570,0.10149,0.12605
1992,17-29 y.,No migration background,No,0.88413,2279,2570,0.87176,0.89651
1992,17-29 y.,Direct migration background,Yes,0.11463,72,628,0.08969,0.13957
1992,17-29 y.,Direct migration background,No,0.88405,556,628,0.85899,0.90911
1992,17-29 y.,Indirect migration background,Yes,0.09049,32,369,0.06118,0.11980
1992,17-29 y.,Indirect migration background,No,0.90837,337,369,0.87890,0.93785
1992,30-45 y.,No migration background,Yes,0.09429,312,3432,0.08451,0.10407
1992,30-45 y.,No migration background,No,0.90097,3120,3432,0.89098,0.91097
1992,30-45 y.,Direct migration background,Yes,0.11905,85,787,0.09641,0.14169
1992,30-45 y.,Direct migration background,No,0.87772,702,787,0.85481,0.90062
1992,46-65 y.,No migration background,Yes,0.10222,303,3018,0.09141,0.11303
1992,46-65 y.,No migration background,No,0.89396,2715,3018,0.88298,0.90495
1992,46-65 y.,Direct migration background,Yes,0.10244,105,990,0.08354,0.12134
1992,46-65 y.,Direct migration background,No,0.89249,885,990,0.87319,0.91180
1992,66 and older,No migration background,Yes,0.20524,258,1296,0.18324,0.22724
1992,66 and older,No migration background,No,0.78178,1038,1296,0.75928,0.80428
1992,66 and older,Direct migration background,No,0.84528,118,118,0.77975,0.91081
1994,17-29 y.,No migration background,Yes,0.10225,246,2380,0.09008,0.11443
1994,17-29 y.,No migration background,No,0.89587,2134,2380,0.88360,0.90814
1994,17-29 y.,Direct migration background,Yes,0.10345,59,520,0.07725,0.12965
1994,17-29 y.,Direct migration background,No,0.89518,461,520,0.86883,0.92154
1994,17-29 y.,Indirect migration background,Yes,0.09916,38,434,0.07101,0.12731
1994,17-29 y.,Indirect migration background,No,0.88964,396,434,0.86012,0.91915
1994,30-45 y.,No migration background,Yes,0.09490,322,3388,0.08503,0.10477
1994,30-45 y.,No migration background,No,0.90250,3066,3388,0.89251,0.91249
1994,30-45 y.,Direct migration background,Yes,0.09434,70,711,0.07284,0.11584
1994,30-45 y.,Direct migration background,No,0.90185,641,711,0.87996,0.92373
1994,30-45 y.,Indirect migration background,No,0.90995,36,36,0.81512,1.00479
1994,46-65 y.,No migration background,Yes,0.12425,338,2918,0.11228,0.13622
1994,46-65 y.,No migration background,No,0.86923,2580,2918,0.85700,0.88147
1994,46-65 y.,Direct migration background,Yes,0.09754,100,948,0.07864,0.11643
1994,46-65 y.,Direct migration background,No,0.89682,848,948,0.87745,0.91620
1994,66 and older,No migration background,Yes,0.23024,286,1311,0.20745,0.25304
1994,66 and older,No migration background,No,0.75986,1025,1311,0.73672,0.78299
1994,66 and older,Direct migration background,No,0.80264,142,142,0.73695,0.86834
1995,17-29 y.,No migration background,Yes,0.11207,263,2297,0.09917,0.12497
1995,17-29 y.,No migration background,No,0.88294,2034,2297,0.86979,0.89609
1995,17-29 y.,Direct migration background,Yes,0.10245,62,600,0.07816,0.12673
1995,17-29 y.,Direct migration background,No,0.89472,538,600,0.87014,0.91930
1995,17-29 y.,Indirect migration background,Yes,0.05577,37,442,0.03435,0.07718
1995,17-29 y.,Indirect migration background,No,0.94179,405,442,0.91994,0.96364
1995,30-45 y.,No migration background,Yes,0.09239,340,3456,0.08273,0.10205
1995,30-45 y.,No migration background,No,0.90287,3116,3456,0.89299,0.91274
1995,30-45 y.,Direct migration background,Yes,0.10277,88,919,0.08313,0.12242
1995,30-45 y.,Direct migration background,No,0.88320,831,919,0.86242,0.90398
1995,30-45 y.,Indirect migration background,No,0.86606,40,40,0.75916,0.97295
1995,46-65 y.,No migration background,Yes,0.12261,339,2896,0.11066,0.13456
1995,46-65 y.,No migration background,No,0.86937,2557,2896,0.85709,0.88164
1995,46-65 y.,Direct migration background,Yes,0.12292,135,1034,0.10289,0.14294
1995,46-65 y.,Direct migration background,No,0.87214,899,1034,0.85178,0.89251
1995,66 and older,No migration background,Yes,0.20635,263,1299,0.18433,0.22837
1995,66 and older,No migration background,No,0.78574,1036,1299,0.76342,0.80806
1995,66 and older,Direct migration background,Yes,0.16339,34,212,0.11350,0.21328
1995,66 and older,Direct migration background,No,0.83661,178,212,0.78672,0.88650
1996,17-29 y.,No migration background,Yes,0.09897,229,2160,0.08638,0.11157
1996,17-29 y.,No migration background,No,0.89707,1931,2160,0.88426,0.90989
1996,17-29 y.,Direct migration background,Yes,0.09775,58,534,0.07254,0.12296
1996,17-29 y.,Direct migration background,No,0.90208,476,534,0.87685,0.92731
1996,17-29 y.,Indirect migration background,Yes,0.08087,43,462,0.05598,0.10576
1996,17-29 y.,Indirect migration background,No,0.91766,419,462,0.89257,0.94276
1996,30-45 y.,No migration background,Yes,0.09574,361,3510,0.08601,0.10548
1996,30-45 y.,No migration background,No,0.90131,3149,3510,0.89144,0.91118
1996,30-45 y.,Direct migration background,Yes,0.11212,85,850,0.09090,0.13335
1996,30-45 y.,Direct migration background,No,0.88446,765,850,0.86296,0.90596
1996,30-45 y.,Indirect migration background,No,0.84168,54,54,0.74340,0.93996
1996,46-65 y.,No migration background,Yes,0.11963,350,2894,0.10780,0.13145
1996,46-65 y.,No migration background,No,0.86900,2544,2894,0.85671,0.88130
1996,46-65 y.,Direct migration background,Yes,0.13892,132,981,0.11727,0.16058
1996,46-65 y.,Direct migration background,No,0.86071,849,981,0.83903,0.88239
1996,66 and older,No migration background,Yes,0.21600,269,1309,0.19370,0.23831
1996,66 and older,No migration background,No,0.77880,1040,1309,0.75630,0.80129
1996,66 and older,Direct migration background,Yes,0.19574,49,224,0.14366,0.24781
1996,66 and older,Direct migration background,No,0.77487,175,224,0.72005,0.82969
1997,17-29 y.,No migration background,Yes,0.10657,217,2070,0.09327,0.11986
1997,17-29 y.,No migration background,No,0.89112,1853,2070,0.87770,0.90454
1997,17-29 y.,Direct migration background,Yes,0.11512,55,472,0.08629,0.14394
1997,17-29 y.,Direct migration background,No,0.87353,417,472,0.84351,0.90355
1997,17-29 y.,Indirect migration background,Yes,0.08529,46,474,0.06012,0.11046
1997,17-29 y.,Indirect migration background,No,0.91284,428,474,0.88742,0.93826
1997,30-45 y.,No migration background,Yes,0.09752,352,3465,0.08764,0.10740
1997,30-45 y.,No migration background,No,0.89932,3113,3465,0.88930,0.90934
1997,30-45 y.,Direct migration background,Yes,0.10661,81,814,0.08539,0.12782
1997,30-45 y.,Direct migration background,No,0.88632,733,814,0.86449,0.90814
1997,30-45 y.,Indirect migration background,No,0.78392,56,56,0.67515,0.89269
1997,46-65 y.,No migration background,Yes,0.12867,371,2889,0.11646,0.14088
1997,46-65 y.,No migration background,No,0.86688,2518,2889,0.85449,0.87927
1997,46-65 y.,Direct migration background,Yes,0.09906,103,935,0.07991,0.11822
1997,46-65 y.,Direct migration background,No,0.89664,832,935,0.87711,0.91616
1997,66 and older,No migration background,Yes,0.19931,256,1334,0.17786,0.22075
1997,66 and older,No migration background,No,0.79025,1078,1334,0.76839,0.81210
1997,66 and older,Direct migration background,Yes,0.20991,52,233,0.15751,0.26232
1997,66 and older,Direct migration background,No,0.79009,181,233,0.73768,0.84249
1998,17-29 y.,No migration background,Yes,0.10324,241,2241,0.09064,0.11584
1998,17-29 y.,No migration background,No,0.89445,2000,2241,0.88173,0.90718
1998,17-29 y.,Direct migration background,Yes,0.15433,61,434,0.12030,0.18836
1998,17-29 y.,Direct migration background,No,0.84385,373,434,0.80966,0.87804
1998,17-29 y.,Indirect migration background,Yes,0.06806,36,485,0.04562,0.09050
1998,17-29 y.,Indirect migration background,No,0.93194,449,485,0.90950,0.95438
1998,30-45 y.,No migration background,Yes,0.10104,404,3947,0.09163,0.11044
1998,30-45 y.,No migration background,No,0.89551,3543,3947,0.88597,0.90506
1998,30-45 y.,Direct migration background,Yes,0.10592,79,785,0.08438,0.12746
1998,30-45 y.,Direct migration background,No,0.89099,706,785,0.86917,0.91280
1998,30-45 y.,Indirect migration background,No,0.95389,80,80,0.90764,1.00014
1998,46-65 y.,No migration background,Yes,0.12503,428,3439,0.11398,0.13609
1998,46-65 y.,No migration background,No,0.87268,3011,3439,0.86154,0.88382
1998,46-65 y.,Direct migration background,Yes,0.11767,109,929,0.09693,0.13840
1998,46-65 y.,Direct migration background,No,0.88199,820,929,0.86124,0.90275
1998,66 and older,No migration background,Yes,0.19369,309,1598,0.17431,0.21307
1998,66 and older,No migration background,No,0.80371,1289,1598,0.78423,0.82319
1998,66 and older,Direct migration background,Yes,0.19809,54,248,0.14839,0.24780
1998,66 and older,Direct migration background,No,0.80191,194,248,0.75220,0.85161
1999,17-29 y.,No migration background,Yes,0.09555,211,2123,0.08304,0.10806
1999,17-29 y.,No migration background,No,0.90372,1912,2123,0.89117,0.91627
1999,17-29 y.,Direct migration background,Yes,0.09661,37,368,0.06639,0.12684
1999,17-29 y.,Direct migration background,No,0.90339,331,368,0.87316,0.93361
1999,17-29 y.,Indirect migration background,Yes,0.07944,33,480,0.05522,0.10366
1999,17-29 y.,Indirect migration background,No,0.91645,447,480,0.89167,0.94123
1999,30-45 y.,No migration background,Yes,0.09413,373,3872,0.08493,0.10333
1999,30-45 y.,No migration background,No,0.90508,3499,3872,0.89584,0.91431
1999,30-45 y.,Direct migration background,Yes,0.14738,94,740,0.12182,0.17293
1999,30-45 y.,Direct migration background,No,0.85132,646,740,0.82567,0.87697
1999,30-45 y.,Indirect migration background,No,0.88611,90,90,0.82011,0.95211
1999,46-65 y.,No migration background,Yes,0.13345,447,3316,0.12188,0.14503
1999,46-65 y.,No migration background,No,0.86355,2869,3316,0.85186,0.87523
1999,46-65 y.,Direct migration background,Yes,0.12691,106,842,0.10441,0.14940
1999,46-65 y.,Direct migration background,No,0.86812,736,842,0.84525,0.89099
1999,66 and older,No migration background,Yes,0.20634,309,1542,0.18614,0.22655
1999,66 and older,No migration background,No,0.79110,1233,1542,0.77080,0.81140
1999,66 and older,Direct migration background,Yes,0.17086,45,248,0.12392,0.21780
1999,66 and older,Direct migration background,No,0.82914,203,248,0.78220,0.87608
2000,17-29 y.,No migration background,Yes,0.09456,339,3364,0.08467,0.10445
2000,17-29 y.,No migration background,No,0.90001,3025,3364,0.88987,0.91015
2000,17-29 y.,Direct migration background,Yes,0.09217,61,588,0.06877,0.11558
2000,17-29 y.,Direct migration background,No,0.89937,527,588,0.87503,0.92371
2000,17-29 y.,Indirect migration background,Yes,0.09109,55,609,0.06821,0.11396
2000,17-29 y.,Indirect migration background,No,0.90099,554,609,0.87725,0.92473
2000,30-45 y.,No migration background,Yes,0.08949,623,6818,0.08271,0.09627
2000,30-45 y.,No migration background,No,0.90845,6195,6818,0.90160,0.91529
2000,30-45 y.,Direct migration background,Yes,0.08458,99,1172,0.06864,0.10051
2000,30-45 y.,Direct migration background,No,0.91185,1073,1172,0.89561,0.92809
2000,30-45 y.,Indirect migration background,No,0.92160,142,142,0.87723,0.96597
2000,46-65 y.,No migration background,Yes,0.12375,826,6541,0.11577,0.13173
2000,46-65 y.,No migration background,No,0.87302,5715,6541,0.86495,0.88109
2000,46-65 y.,Direct migration background,Yes,0.11239,136,1182,0.09438,0.13040
2000,46-65 y.,Direct migration background,No,0.88761,1046,1182,0.86960,0.90562
2000,66 and older,No migration background,Yes,0.19108,612,3221,0.17750,0.20466
2000,66 and older,No migration background,No,0.80738,2609,3221,0.79376,0.82100
2000,66 and older,Direct migration background,Yes,0.20488,77,354,0.16277,0.24698
2000,66 and older,Direct migration background,No,0.79163,277,354,0.74926,0.83400
2001,17-29 y.,No migration background,Yes,0.08896,295,3043,0.07885,0.09908
2001,17-29 y.,No migration background,No,0.90655,2748,3043,0.89621,0.91689
2001,17-29 y.,Direct migration background,Yes,0.11112,58,497,0.08346,0.13878
2001,17-29 y.,Direct migration background,No,0.88888,439,497,0.86122,0.91654
2001,17-29 y.,Indirect migration background,Yes,0.09520,51,547,0.07059,0.11982
2001,17-29 y.,Indirect migration background,No,0.90480,496,547,0.88018,0.92941
2001,30-45 y.,No migration background,Yes,0.09416,575,6109,0.08684,0.10149
2001,30-45 y.,No migration background,No,0.90360,5534,6109,0.89619,0.91100
2001,30-45 y.,Direct migration background,Yes,0.08995,105,1039,0.07255,0.10736
2001,30-45 y.,Direct migration background,No,0.90854,934,1039,0.89100,0.92607
2001,30-45 y.,Indirect migration background,No,0.89406,148,148,0.84431,0.94381
2001,46-65 y.,No migration background,Yes,0.12448,738,5992,0.11612,0.13284
2001,46-65 y.,No migration background,No,0.87062,5254,5992,0.86212,0.87912
2001,46-65 y.,Direct migration background,Yes,0.11359,117,1040,0.09429,0.13288
2001,46-65 y.,Direct migration background,No,0.87670,923,1040,0.85671,0.89669
2001,66 and older,No migration background,Yes,0.19671,587,3039,0.18257,0.21084
2001,66 and older,No migration background,No,0.80005,2452,3039,0.78583,0.81427
2001,66 and older,Direct migration background,Yes,0.19187,67,330,0.14932,0.23442
2001,66 and older,Direct migration background,No,0.79161,263,330,0.74772,0.83549
2002,17-29 y.,No migration background,Yes,0.08474,254,3170,0.07504,0.09443
2002,17-29 y.,No migration background,No,0.91138,2916,3170,0.90149,0.92128
2002,17-29 y.,Direct migration background,Yes,0.10980,55,440,0.08056,0.13905
2002,17-29 y.,Direct migration background,No,0.88500,385,440,0.85516,0.91485
2002,17-29 y.,Indirect migration background,Yes,0.08944,57,523,0.06496,0.11392
2002,17-29 y.,Indirect migration background,No,0.91056,466,523,0.88608,0.93504
2002,30-45 y.,No migration background,Yes,0.08657,539,6272,0.07961,0.09353
2002,30-45 y.,No migration background,No,0.91109,5733,6272,0.90405,0.91814
2002,30-45 y.,Direct migration background,Yes,0.08836,87,967,0.07046,0.10626
2002,30-45 y.,Direct migration background,No,0.90866,880,967,0.89050,0.92683
2002,30-45 y.,Indirect migration background,No,0.90354,168,168,0.85876,0.94832
2002,46-65 y.,No migration background,Yes,0.12553,835,6760,0.11763,0.13343
2002,46-65 y.,No migration background,No,0.87187,5925,6760,0.86390,0.87983
2002,46-65 y.,Direct migration background,Yes,0.11070,112,1037,0.09160,0.12981
2002,46-65 y.,Direct migration background,No,0.88863,925,1037,0.86947,0.90778
2002,46-65 y.,Indirect migration background,No,0.91402,39,39,0.82488,1.00315
2002,66 and older,No migration background,Yes,0.21362,665,3220,0.19946,0.22778
2002,66 and older,No migration background,No,0.78273,2555,3220,0.76848,0.79698
2002,66 and older,Direct migration background,Yes,0.19869,70,347,0.15665,0.24074
2002,66 and older,Direct migration background,No,0.79606,277,347,0.75361,0.83852
2003,17-29 y.,No migration background,Yes,0.08585,270,3111,0.07601,0.09570
2003,17-29 y.,No migration background,No,0.91131,2841,3111,0.90132,0.92130
2003,17-29 y.,Direct migration background,Yes,0.08677,37,377,0.05832,0.11523
2003,17-29 y.,Direct migration background,No,0.90290,340,377,0.87297,0.93283
2003,17-29 y.,Indirect migration background,Yes,0.12099,49,501,0.09240,0.14957
2003,17-29 y.,Indirect migration background,No,0.86298,452,501,0.83284,0.89312
2003,30-45 y.,No migration background,Yes,0.09135,568,5820,0.08394,0.09875
2003,30-45 y.,No migration background,No,0.90664,5252,5820,0.89917,0.91412
2003,30-45 y.,Direct migration background,Yes,0.10704,82,881,0.08661,0.12747
2003,30-45 y.,Direct migration background,No,0.87366,799,881,0.85171,0.89561
2003,30-45 y.,Indirect migration background,No,0.92885,195,195,0.89268,0.96503
2003,46-65 y.,No migration background,Yes,0.12120,782,6518,0.11328,0.12913
2003,46-65 y.,No migration background,No,0.87365,5736,6518,0.86558,0.88171
2003,46-65 y.,Direct migration background,Yes,0.14134,124,983,0.11955,0.16313
2003,46-65 y.,Direct migration background,No,0.85359,859,983,0.83148,0.87570
2003,46-65 y.,Indirect migration background,No,0.95727,40,40,0.89379,1.02075
2003,66 and older,No migration background,Yes,0.19184,619,3268,0.17834,0.20534
2003,66 and older,No migration background,No,0.80322,2649,3268,0.78959,0.81685
2003,66 and older,Direct migration background,Yes,0.17617,61,355,0.13649,0.21586
2003,66 and older,Direct migration background,No,0.81546,294,355,0.77505,0.85587
2004,17-29 y.,No migration background,Yes,0.07008,232,3063,0.06104,0.07912
2004,17-29 y.,No migration background,No,0.92831,2831,3063,0.91917,0.93744
2004,17-29 y.,Direct migration background,No,0.91899,340,340,0.88995,0.94804
2004,17-29 y.,Indirect migration background,Yes,0.07669,42,509,0.05355,0.09983
2004,17-29 y.,Indirect migration background,No,0.91178,467,509,0.88712,0.93644
2004,30-45 y.,No migration background,Yes,0.09340,515,5448,0.08567,0.10113
2004,30-45 y.,No migration background,No,0.90303,4933,5448,0.89517,0.91089
2004,30-45 y.,Direct migration background,Yes,0.09071,80,843,0.07131,0.11011
2004,30-45 y.,Direct migration background,No,0.90535,763,843,0.88558,0.92512
2004,30-45 y.,Indirect migration background,No,0.89914,198,198,0.85709,0.94119
2004,46-65 y.,No migration background,Yes,0.12361,761,6349,0.11552,0.13171
2004,46-65 y.,No migration background,No,0.87237,5588,6349,0.86416,0.88058
2004,46-65 y.,Direct migration background,Yes,0.12738,115,949,0.10616,0.14861
2004,46-65 y.,Direct migration background,No,0.86962,834,949,0.84818,0.89105
2004,46-65 y.,Indirect migration background,No,0.91159,40,40,0.82249,1.00069
2004,66 and older,No migration background,Yes,0.21818,691,3380,0.20425,0.23210
2004,66 and older,No migration background,No,0.77893,2689,3380,0.76494,0.79292
2004,66 and older,Direct migration background,Yes,0.23028,76,359,0.18667,0.27389
2004,66 and older,Direct migration background,No,0.75984,283,359,0.71559,0.80410
2005,17-29 y.,No migration background,Yes,0.06890,203,2982,0.05981,0.07799
2005,17-29 y.,No migration background,No,0.92493,2779,2982,0.91547,0.93439
2005,17-29 y.,Direct migration background,No,0.91781,289,289,0.88609,0.94953
2005,17-29 y.,Indirect migration background,Yes,0.07866,33,516,0.05541,0.10191
2005,17-29 y.,Indirect migration background,No,0.91022,483,516,0.88552,0.93491
2005,30-45 y.,No migration background,Yes,0.09067,446,5034,0.08274,0.09860
2005,30-45 y.,No migration background,No,0.90538,4588,5034,0.89730,0.91347
2005,30-45 y.,Direct migration background,Yes,0.09264,67,795,0.07247,0.11281
2005,30-45 y.,Direct migration background,No,0.90154,728,795,0.88082,0.92227
2005,30-45 y.,Indirect migration background,No,0.85881,216,216,0.81226,0.90536
2005,46-65 y.,No migration background,Yes,0.11465,678,6056,0.10662,0.12267
2005,46-65 y.,No migration background,No,0.87854,5378,6056,0.87031,0.88676
2005,46-65 y.,Direct migration background,Yes,0.10799,92,886,0.08754,0.12843
2005,46-65 y.,Direct migration background,No,0.88329,794,886,0.86214,0.90444
2005,46-65 y.,Indirect migration background,No,0.95773,45,45,0.89828,1.01718
2005,66 and older,No migration background,Yes,0.19062,633,3380,0.17737,0.20386
2005,66 and older,No migration background,No,0.80548,2747,3380,0.79214,0.81883
2005,66 and older,Direct migration background,Yes,0.19583,73,363,0.15495,0.23671
2005,66 and older,Direct migration background,No,0.79392,290,363,0.75225,0.83559
2006,17-29 y.,No migration background,Yes,0.08206,237,2882,0.07204,0.09208
2006,17-29 y.,No migration background,No,0.85199,2645,2882,0.83902,0.86496
2006,17-29 y.,Direct migration background,No,0.91967,295,295,0.88861,0.95074
2006,17-29 y.,Indirect migration background,No,0.86154,440,440,0.82923,0.89385
