year,age_gr,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,1st Quintile,No,0.80605,965,1131,0.78300,0.82911
2013,17-29 y.,2nd Quintile,Yes,0.07907,87,798,0.06034,0.09781
2013,17-29 y.,2nd Quintile,No,0.81665,711,798,0.78979,0.84352
2013,17-29 y.,3rd Quintile,Yes,0.09108,75,673,0.06933,0.11284
2013,17-29 y.,3rd Quintile,No,0.83052,598,673,0.80216,0.85889
2013,17-29 y.,4th Quintile,Yes,0.09667,54,581,0.07262,0.12072
2013,17-29 y.,4th Quintile,No,0.83912,527,581,0.80921,0.86902
2013,17-29 y.,5th Quintile,No,0.86177,423,423,0.82884,0.89470
2013,30-45 y.,1st Quintile,Yes,0.13804,239,1782,0.12202,0.15406
2013,30-45 y.,1st Quintile,No,0.86064,1543,1782,0.84456,0.87673
2013,30-45 y.,2nd Quintile,Yes,0.12790,195,1790,0.11243,0.14338
2013,30-45 y.,2nd Quintile,No,0.87085,1595,1790,0.85531,0.88639
2013,30-45 y.,3rd Quintile,Yes,0.11222,150,1572,0.09661,0.12782
2013,30-45 y.,3rd Quintile,No,0.88763,1422,1572,0.87202,0.90325
2013,30-45 y.,4th Quintile,Yes,0.10840,168,1517,0.09275,0.12405
2013,30-45 y.,4th Quintile,No,0.89160,1349,1517,0.87595,0.90725
2013,30-45 y.,5th Quintile,Yes,0.09013,131,1385,0.07504,0.10521
2013,30-45 y.,5th Quintile,No,0.90987,1254,1385,0.89479,0.92496
2013,46-65 y.,1st Quintile,Yes,0.19504,245,1444,0.17460,0.21549
2013,46-65 y.,1st Quintile,No,0.80001,1199,1444,0.77937,0.82065
2013,46-65 y.,2nd Quintile,Yes,0.13867,181,1380,0.12043,0.15691
2013,46-65 y.,2nd Quintile,No,0.86133,1199,1380,0.84309,0.87957
2013,46-65 y.,3rd Quintile,Yes,0.12807,195,1629,0.11184,0.14430
2013,46-65 y.,3rd Quintile,No,0.87160,1434,1629,0.85535,0.88785
2013,46-65 y.,4th Quintile,Yes,0.11400,217,1918,0.09977,0.12822
2013,46-65 y.,4th Quintile,No,0.88470,1701,1918,0.87040,0.89899
2013,46-65 y.,5th Quintile,Yes,0.09618,253,2649,0.08495,0.10741
2013,46-65 y.,5th Quintile,No,0.90074,2396,2649,0.88935,0.91213
2013,66 and older,1st Quintile,Yes,0.22711,183,824,0.19849,0.25574
2013,66 and older,1st Quintile,No,0.76801,641,824,0.73917,0.79684
2013,66 and older,2nd Quintile,Yes,0.23096,260,1220,0.20730,0.25462
2013,66 and older,2nd Quintile,No,0.76567,960,1220,0.74189,0.78945
2013,66 and older,3rd Quintile,Yes,0.23911,252,1054,0.21334,0.26487
2013,66 and older,3rd Quintile,No,0.76087,802,1054,0.73511,0.78664
2013,66 and older,4th Quintile,Yes,0.21607,185,871,0.18872,0.24342
2013,66 and older,4th Quintile,No,0.78393,686,871,0.75658,0.81128
2013,66 and older,5th Quintile,Yes,0.19007,184,981,0.16550,0.21463
2013,66 and older,5th Quintile,No,0.80907,797,981,0.78446,0.83368
2014,17-29 y.,1st Quintile,Yes,0.13334,216,1453,0.11586,0.15083
2014,17-29 y.,1st Quintile,No,0.80056,1237,1453,0.78001,0.82111
2014,17-29 y.,2nd Quintile,Yes,0.08555,103,874,0.06700,0.10411
2014,17-29 y.,2nd Quintile,No,0.81810,771,874,0.79251,0.84369
2014,17-29 y.,3rd Quintile,Yes,0.08644,82,757,0.06641,0.10648
2014,17-29 y.,3rd Quintile,No,0.84378,675,757,0.81790,0.86966
2014,17-29 y.,4th Quintile,Yes,0.07635,50,725,0.05701,0.09570
2014,17-29 y.,4th Quintile,No,0.87315,675,725,0.84891,0.89739
2014,17-29 y.,5th Quintile,No,0.86913,443,443,0.83769,0.90057
2014,30-45 y.,1st Quintile,Yes,0.14793,276,1886,0.13190,0.16395
2014,30-45 y.,1st Quintile,No,0.84978,1610,1886,0.83365,0.86591
2014,30-45 y.,2nd Quintile,Yes,0.09934,196,1925,0.08598,0.11271
2014,30-45 y.,2nd Quintile,No,0.89923,1729,1925,0.88578,0.91268
2014,30-45 y.,3rd Quintile,Yes,0.08377,177,1702,0.07061,0.09694
2014,30-45 y.,3rd Quintile,No,0.91623,1525,1702,0.90306,0.92939
2014,30-45 y.,4th Quintile,Yes,0.09250,153,1559,0.07812,0.10689
2014,30-45 y.,4th Quintile,No,0.90649,1406,1559,0.89203,0.92094
2014,30-45 y.,5th Quintile,Yes,0.08898,118,1437,0.07426,0.10371
2014,30-45 y.,5th Quintile,No,0.91102,1319,1437,0.89629,0.92574
2014,46-65 y.,1st Quintile,Yes,0.19159,286,1643,0.17255,0.21063
2014,46-65 y.,1st Quintile,No,0.80426,1357,1643,0.78507,0.82345
2014,46-65 y.,2nd Quintile,Yes,0.16216,217,1451,0.14319,0.18113
2014,46-65 y.,2nd Quintile,No,0.83283,1234,1451,0.81362,0.85203
2014,46-65 y.,3rd Quintile,Yes,0.12612,190,1656,0.11013,0.14212
2014,46-65 y.,3rd Quintile,No,0.87008,1466,1656,0.85388,0.88628
2014,46-65 y.,4th Quintile,Yes,0.10897,207,1965,0.09519,0.12275
2014,46-65 y.,4th Quintile,No,0.88793,1758,1965,0.87398,0.90188
2014,46-65 y.,5th Quintile,Yes,0.10917,243,2577,0.09713,0.12122
2014,46-65 y.,5th Quintile,No,0.89026,2334,2577,0.87819,0.90233
2014,66 and older,1st Quintile,Yes,0.21636,184,803,0.18786,0.24486
2014,66 and older,1st Quintile,No,0.77237,619,803,0.74335,0.80139
2014,66 and older,2nd Quintile,Yes,0.20350,255,1262,0.18127,0.22572
2014,66 and older,2nd Quintile,No,0.79237,1007,1262,0.76998,0.81476
2014,66 and older,3rd Quintile,Yes,0.20490,226,1056,0.18054,0.22925
2014,66 and older,3rd Quintile,No,0.79295,830,1056,0.76850,0.81740
2014,66 and older,4th Quintile,Yes,0.19359,176,904,0.16782,0.21936
2014,66 and older,4th Quintile,No,0.80114,728,904,0.77511,0.82717
2014,66 and older,5th Quintile,Yes,0.19673,163,914,0.17095,0.22252
2014,66 and older,5th Quintile,No,0.79349,751,914,0.76723,0.81974
2015,17-29 y.,1st Quintile,Yes,0.12124,166,1233,0.10301,0.13947
2015,17-29 y.,1st Quintile,No,0.80496,1067,1233,0.78283,0.82708
2015,17-29 y.,2nd Quintile,Yes,0.08943,101,863,0.07038,0.10848
2015,17-29 y.,2nd Quintile,No,0.82324,762,863,0.79777,0.84870
2015,17-29 y.,3rd Quintile,Yes,0.08784,76,741,0.06744,0.10823
2015,17-29 y.,3rd Quintile,No,0.81277,665,741,0.78466,0.84087
2015,17-29 y.,4th Quintile,Yes,0.08394,50,622,0.06213,0.10575
2015,17-29 y.,4th Quintile,No,0.84810,572,622,0.81987,0.87633
2015,17-29 y.,5th Quintile,No,0.87551,421,421,0.84393,0.90708
2015,30-45 y.,1st Quintile,Yes,0.11066,190,1563,0.09510,0.12622
2015,30-45 y.,1st Quintile,No,0.87250,1373,1563,0.85596,0.88904
2015,30-45 y.,2nd Quintile,Yes,0.12608,190,1653,0.11008,0.14209
2015,30-45 y.,2nd Quintile,No,0.87073,1463,1653,0.85455,0.88691
2015,30-45 y.,3rd Quintile,Yes,0.10301,168,1528,0.08777,0.11826
2015,30-45 y.,3rd Quintile,No,0.89135,1360,1528,0.87574,0.90696
2015,30-45 y.,4th Quintile,Yes,0.10096,131,1358,0.08493,0.11698
2015,30-45 y.,4th Quintile,No,0.89064,1227,1358,0.87403,0.90724
2015,30-45 y.,5th Quintile,Yes,0.05348,104,1244,0.04097,0.06599
2015,30-45 y.,5th Quintile,No,0.94638,1140,1244,0.93385,0.95890
2015,46-65 y.,1st Quintile,Yes,0.18324,237,1468,0.16344,0.20304
2015,46-65 y.,1st Quintile,No,0.80568,1231,1468,0.78544,0.82593
2015,46-65 y.,2nd Quintile,Yes,0.14917,186,1475,0.13098,0.16736
2015,46-65 y.,2nd Quintile,No,0.84829,1289,1475,0.82998,0.86661
2015,46-65 y.,3rd Quintile,Yes,0.10800,181,1554,0.09256,0.12344
2015,46-65 y.,3rd Quintile,No,0.89156,1373,1554,0.87610,0.90703
2015,46-65 y.,4th Quintile,Yes,0.12467,209,1898,0.10981,0.13954
2015,46-65 y.,4th Quintile,No,0.87497,1689,1898,0.86008,0.88985
2015,46-65 y.,5th Quintile,Yes,0.09699,242,2471,0.08532,0.10866
2015,46-65 y.,5th Quintile,No,0.89925,2229,2471,0.88738,0.91112
2015,66 and older,1st Quintile,Yes,0.20627,158,727,0.17683,0.23570
2015,66 and older,1st Quintile,No,0.78694,569,727,0.75716,0.81673
2015,66 and older,2nd Quintile,Yes,0.21410,287,1286,0.19167,0.23653
2015,66 and older,2nd Quintile,No,0.78023,999,1286,0.75759,0.80287
2015,66 and older,3rd Quintile,Yes,0.24468,235,1045,0.21860,0.27076
2015,66 and older,3rd Quintile,No,0.75173,810,1045,0.72553,0.77794
2015,66 and older,4th Quintile,Yes,0.21380,188,884,0.18675,0.24084
2015,66 and older,4th Quintile,No,0.78178,696,884,0.75453,0.80902
2015,66 and older,5th Quintile,Yes,0.22490,193,929,0.19804,0.25176
2015,66 and older,5th Quintile,No,0.77322,736,929,0.74628,0.80017
2016,17-29 y.,1st Quintile,Yes,0.10314,159,1257,0.08632,0.11996
2016,17-29 y.,1st Quintile,No,0.81565,1098,1257,0.79420,0.83709
2016,17-29 y.,2nd Quintile,Yes,0.08862,101,845,0.06945,0.10779
2016,17-29 y.,2nd Quintile,No,0.79592,744,845,0.76873,0.82311
2016,17-29 y.,3rd Quintile,Yes,0.08573,60,693,0.06487,0.10659
2016,17-29 y.,3rd Quintile,No,0.83322,633,693,0.80544,0.86099
2016,17-29 y.,4th Quintile,Yes,0.08760,47,569,0.06435,0.11085
2016,17-29 y.,4th Quintile,No,0.83093,522,569,0.80010,0.86175
2016,17-29 y.,5th Quintile,No,0.88103,395,395,0.84907,0.91300
2016,30-45 y.,1st Quintile,Yes,0.14942,254,1612,0.13201,0.16683
2016,30-45 y.,1st Quintile,No,0.83765,1358,1612,0.81964,0.85566
2016,30-45 y.,2nd Quintile,Yes,0.11198,187,1592,0.09648,0.12747
2016,30-45 y.,2nd Quintile,No,0.87432,1405,1592,0.85803,0.89061
2016,30-45 y.,3rd Quintile,Yes,0.09810,151,1383,0.08242,0.11379
2016,30-45 y.,3rd Quintile,No,0.89872,1232,1383,0.88282,0.91463
2016,30-45 y.,4th Quintile,Yes,0.07691,116,1347,0.06268,0.09114
2016,30-45 y.,4th Quintile,No,0.91990,1231,1347,0.90540,0.93440
2016,30-45 y.,5th Quintile,Yes,0.08898,101,1104,0.07217,0.10578
2016,30-45 y.,5th Quintile,No,0.90161,1003,1104,0.88404,0.91919
2016,46-65 y.,1st Quintile,Yes,0.18268,236,1402,0.16245,0.20292
2016,46-65 y.,1st Quintile,No,0.81282,1166,1402,0.79239,0.83324
2016,46-65 y.,2nd Quintile,Yes,0.15988,199,1485,0.14123,0.17853
2016,46-65 y.,2nd Quintile,No,0.83938,1286,1485,0.82070,0.85806
2016,46-65 y.,3rd Quintile,Yes,0.12407,171,1533,0.10757,0.14058
2016,46-65 y.,3rd Quintile,No,0.87583,1362,1533,0.85931,0.89234
2016,46-65 y.,4th Quintile,Yes,0.07225,167,1828,0.06037,0.08412
2016,46-65 y.,4th Quintile,No,0.92436,1661,1828,0.91223,0.93648
2016,46-65 y.,5th Quintile,Yes,0.09925,237,2335,0.08712,0.11138
2016,46-65 y.,5th Quintile,No,0.89904,2098,2335,0.88682,0.91127
2016,66 and older,1st Quintile,Yes,0.23093,150,691,0.19949,0.26238
2016,66 and older,1st Quintile,No,0.76904,541,691,0.73759,0.80048
2016,66 and older,2nd Quintile,Yes,0.19557,247,1201,0.17312,0.21801
2016,66 and older,2nd Quintile,No,0.80316,954,1201,0.78066,0.82566
2016,66 and older,3rd Quintile,Yes,0.24907,241,1032,0.22267,0.27547
2016,66 and older,3rd Quintile,No,0.75037,791,1032,0.72395,0.77679
2016,66 and older,4th Quintile,Yes,0.21262,182,831,0.18478,0.24045
2016,66 and older,4th Quintile,No,0.78686,649,831,0.75900,0.81472
2016,66 and older,5th Quintile,Yes,0.17191,151,953,0.14795,0.19588
2016,66 and older,5th Quintile,No,0.82755,802,953,0.80355,0.85155
2017,17-29 y.,1st Quintile,Yes,0.10291,165,1169,0.08548,0.12034
2017,17-29 y.,1st Quintile,No,0.77109,1004,1169,0.74700,0.79519
2017,17-29 y.,2nd Quintile,Yes,0.07351,81,774,0.05511,0.09191
2017,17-29 y.,2nd Quintile,No,0.82144,693,774,0.79444,0.84844
2017,17-29 y.,3rd Quintile,Yes,0.05062,43,662,0.03391,0.06733
2017,17-29 y.,3rd Quintile,No,0.85304,619,662,0.82605,0.88003
2017,17-29 y.,4th Quintile,Yes,0.06890,46,584,0.04834,0.08946
2017,17-29 y.,4th Quintile,No,0.85717,538,584,0.82877,0.88557
2017,17-29 y.,5th Quintile,No,0.82176,383,383,0.78338,0.86014
2017,30-45 y.,1st Quintile,Yes,0.13842,211,1434,0.12054,0.15630
2017,30-45 y.,1st Quintile,No,0.81824,1223,1434,0.79827,0.83821
2017,30-45 y.,2nd Quintile,Yes,0.11579,159,1472,0.09943,0.13214
2017,30-45 y.,2nd Quintile,No,0.87025,1313,1472,0.85308,0.88742
2017,30-45 y.,3rd Quintile,Yes,0.08182,112,1226,0.06647,0.09717
2017,30-45 y.,3rd Quintile,No,0.91487,1114,1226,0.89924,0.93050
2017,30-45 y.,4th Quintile,Yes,0.07955,94,1136,0.06380,0.09529
2017,30-45 y.,4th Quintile,No,0.91154,1042,1136,0.89502,0.92806
2017,30-45 y.,5th Quintile,Yes,0.09079,88,986,0.07285,0.10874
2017,30-45 y.,5th Quintile,No,0.90409,898,986,0.88570,0.92248
2017,46-65 y.,1st Quintile,Yes,0.19295,248,1333,0.17175,0.21414
2017,46-65 y.,1st Quintile,No,0.79488,1085,1333,0.77320,0.81657
2017,46-65 y.,2nd Quintile,Yes,0.17737,199,1411,0.15743,0.19731
2017,46-65 y.,2nd Quintile,No,0.81934,1212,1411,0.79925,0.83942
2017,46-65 y.,3rd Quintile,Yes,0.11367,159,1474,0.09746,0.12988
2017,46-65 y.,3rd Quintile,No,0.88420,1315,1474,0.86786,0.90055
2017,46-65 y.,4th Quintile,Yes,0.10579,183,1772,0.09146,0.12011
2017,46-65 y.,4th Quintile,No,0.88913,1589,1772,0.87451,0.90376
2017,46-65 y.,5th Quintile,Yes,0.10563,237,2236,0.09289,0.11837
2017,46-65 y.,5th Quintile,No,0.89144,1999,2236,0.87855,0.90434
2017,66 and older,1st Quintile,Yes,0.24783,168,675,0.21523,0.28042
2017,66 and older,1st Quintile,No,0.74695,507,675,0.71413,0.77977
2017,66 and older,2nd Quintile,Yes,0.24283,287,1161,0.21815,0.26750
2017,66 and older,2nd Quintile,No,0.75572,874,1161,0.73099,0.78045
2017,66 and older,3rd Quintile,Yes,0.21278,226,1029,0.18776,0.23780
2017,66 and older,3rd Quintile,No,0.78722,803,1029,0.76220,0.81224
2017,66 and older,4th Quintile,Yes,0.21615,186,824,0.18803,0.24428
2017,66 and older,4th Quintile,No,0.78005,638,824,0.75175,0.80835
2017,66 and older,5th Quintile,Yes,0.20726,183,909,0.18089,0.23363
2017,66 and older,5th Quintile,No,0.79274,726,909,0.76637,0.81911
2018,17-29 y.,1st Quintile,Yes,0.11175,147,1215,0.09403,0.12947
2018,17-29 y.,1st Quintile,No,0.75406,1068,1215,0.72984,0.77829
2018,17-29 y.,2nd Quintile,Yes,0.06917,86,918,0.05274,0.08559
2018,17-29 y.,2nd Quintile,No,0.84409,832,918,0.82061,0.86757
2018,17-29 y.,3rd Quintile,Yes,0.09971,64,757,0.07836,0.12107
2018,17-29 y.,3rd Quintile,No,0.82905,693,757,0.80221,0.85588
2018,17-29 y.,4th Quintile,Yes,0.08032,48,607,0.05868,0.10196
2018,17-29 y.,4th Quintile,No,0.85387,559,607,0.82574,0.88199
2018,17-29 y.,5th Quintile,Yes,0.06967,36,471,0.04666,0.09269
2018,17-29 y.,5th Quintile,No,0.84461,435,471,0.81186,0.87736
2018,30-45 y.,1st Quintile,Yes,0.15072,199,1316,0.13138,0.17006
2018,30-45 y.,1st Quintile,No,0.79379,1117,1316,0.77193,0.81566
2018,30-45 y.,2nd Quintile,Yes,0.10664,153,1478,0.09090,0.12238
2018,30-45 y.,2nd Quintile,No,0.88227,1325,1478,0.86584,0.89871
2018,30-45 y.,3rd Quintile,Yes,0.10002,136,1290,0.08364,0.11640
2018,30-45 y.,3rd Quintile,No,0.88922,1154,1290,0.87209,0.90635
2018,30-45 y.,4th Quintile,Yes,0.10284,115,1191,0.08558,0.12010
2018,30-45 y.,4th Quintile,No,0.89066,1076,1191,0.87293,0.90839
2018,30-45 y.,5th Quintile,Yes,0.09061,103,1068,0.07339,0.10784
2018,30-45 y.,5th Quintile,No,0.90102,965,1068,0.88310,0.91894
2018,46-65 y.,1st Quintile,Yes,0.19349,244,1419,0.17293,0.21405
2018,46-65 y.,1st Quintile,No,0.79491,1175,1419,0.77389,0.81593
2018,46-65 y.,2nd Quintile,Yes,0.13474,222,1642,0.11822,0.15126
2018,46-65 y.,2nd Quintile,No,0.86451,1420,1642,0.84795,0.88107
2018,46-65 y.,3rd Quintile,Yes,0.11701,195,1670,0.10159,0.13243
2018,46-65 y.,3rd Quintile,No,0.88196,1475,1670,0.86648,0.89744
2018,46-65 y.,4th Quintile,Yes,0.10965,206,1954,0.09580,0.12351
2018,46-65 y.,4th Quintile,No,0.88895,1748,1954,0.87501,0.90288
2018,46-65 y.,5th Quintile,Yes,0.10011,255,2568,0.08849,0.11172
2018,46-65 y.,5th Quintile,No,0.89770,2313,2568,0.88597,0.90942
2018,66 and older,1st Quintile,Yes,0.21211,146,689,0.18156,0.24266
2018,66 and older,1st Quintile,No,0.78643,543,689,0.75581,0.81705
2018,66 and older,2nd Quintile,Yes,0.23521,266,1188,0.21108,0.25934
2018,66 and older,2nd Quintile,No,0.76191,922,1188,0.73768,0.78614
2018,66 and older,3rd Quintile,Yes,0.23053,228,1025,0.20473,0.25632
2018,66 and older,3rd Quintile,No,0.76509,797,1025,0.73913,0.79106
2018,66 and older,4th Quintile,Yes,0.17908,163,849,0.15327,0.20489
2018,66 and older,4th Quintile,No,0.81704,686,849,0.79102,0.84307
2018,66 and older,5th Quintile,Yes,0.18882,177,964,0.16410,0.21354
2018,66 and older,5th Quintile,No,0.80024,787,964,0.77499,0.82550
2019,17-29 y.,1st Quintile,Yes,0.10991,146,1108,0.09148,0.12833
2019,17-29 y.,1st Quintile,No,0.76956,962,1108,0.74475,0.79437
2019,17-29 y.,2nd Quintile,Yes,0.07339,80,849,0.05584,0.09094
2019,17-29 y.,2nd Quintile,No,0.83455,769,849,0.80954,0.85956
2019,17-29 y.,3rd Quintile,Yes,0.08620,64,696,0.06534,0.10707
2019,17-29 y.,3rd Quintile,No,0.81467,632,696,0.78578,0.84356
2019,17-29 y.,4th Quintile,Yes,0.08689,37,559,0.06352,0.11026
2019,17-29 y.,4th Quintile,No,0.83701,522,559,0.80637,0.86766
2019,17-29 y.,5th Quintile,Yes,0.06521,33,425,0.04171,0.08871
2019,17-29 y.,5th Quintile,No,0.84603,392,425,0.81168,0.88039
2019,30-45 y.,1st Quintile,Yes,0.12747,176,1222,0.10877,0.14618
2019,30-45 y.,1st Quintile,No,0.80901,1046,1222,0.78696,0.83106
2019,30-45 y.,2nd Quintile,Yes,0.09329,119,1241,0.07710,0.10948
2019,30-45 y.,2nd Quintile,No,0.90228,1122,1241,0.88575,0.91881
2019,30-45 y.,3rd Quintile,Yes,0.10012,130,1227,0.08332,0.11692
2019,30-45 y.,3rd Quintile,No,0.89719,1097,1227,0.88019,0.91419
2019,30-45 y.,4th Quintile,Yes,0.08018,101,1034,0.06362,0.09674
2019,30-45 y.,4th Quintile,No,0.91978,933,1034,0.90322,0.93635
2019,30-45 y.,5th Quintile,Yes,0.09785,81,930,0.07875,0.11696
2019,30-45 y.,5th Quintile,No,0.90032,849,930,0.88106,0.91958
2019,46-65 y.,1st Quintile,Yes,0.19565,255,1324,0.17427,0.21702
2019,46-65 y.,1st Quintile,No,0.78440,1069,1324,0.76224,0.80656
2019,46-65 y.,2nd Quintile,Yes,0.13172,213,1461,0.11437,0.14907
2019,46-65 y.,2nd Quintile,No,0.85940,1248,1461,0.84157,0.87723
2019,46-65 y.,3rd Quintile,Yes,0.12377,207,1616,0.10771,0.13984
2019,46-65 y.,3rd Quintile,No,0.87599,1409,1616,0.85992,0.89207
2019,46-65 y.,4th Quintile,Yes,0.12405,205,1830,0.10894,0.13916
2019,46-65 y.,4th Quintile,No,0.87585,1625,1830,0.86074,0.89096
2019,46-65 y.,5th Quintile,Yes,0.11857,250,2479,0.10584,0.13130
2019,46-65 y.,5th Quintile,No,0.88143,2229,2479,0.86870,0.89416
2019,66 and older,1st Quintile,Yes,0.22710,175,735,0.19679,0.25741
2019,66 and older,1st Quintile,No,0.76533,560,735,0.73467,0.79599
2019,66 and older,2nd Quintile,Yes,0.20069,253,1206,0.17808,0.22330
2019,66 and older,2nd Quintile,No,0.79928,953,1206,0.77666,0.82189
2019,66 and older,3rd Quintile,Yes,0.22053,189,959,0.19428,0.24678
2019,66 and older,3rd Quintile,No,0.77947,770,959,0.75322,0.80572
2019,66 and older,4th Quintile,Yes,0.19832,170,841,0.17136,0.22529
2019,66 and older,4th Quintile,No,0.80048,671,841,0.77345,0.82750
2019,66 and older,5th Quintile,Yes,0.20325,181,943,0.17755,0.22895
2019,66 and older,5th Quintile,No,0.78993,762,943,0.76391,0.81594
2020,17-29 y.,1st Quintile,Yes,0.12808,206,1692,0.11215,0.14401
2020,17-29 y.,1st Quintile,No,0.81604,1486,1692,0.79757,0.83450
2020,17-29 y.,2nd Quintile,Yes,0.07307,73,801,0.05504,0.09111
2020,17-29 y.,2nd Quintile,No,0.82208,728,801,0.79558,0.84858
2020,17-29 y.,3rd Quintile,Yes,0.10546,78,693,0.08257,0.12834
2020,17-29 y.,3rd Quintile,No,0.83660,615,693,0.80906,0.86415
2020,17-29 y.,4th Quintile,Yes,0.05966,43,607,0.04080,0.07852
2020,17-29 y.,4th Quintile,No,0.87697,564,607,0.85082,0.90312
2020,17-29 y.,5th Quintile,No,0.83863,447,447,0.80449,0.87277
2020,30-45 y.,1st Quintile,Yes,0.14188,328,2352,0.12777,0.15598
2020,30-45 y.,1st Quintile,No,0.85649,2024,2352,0.84231,0.87066
2020,30-45 y.,2nd Quintile,Yes,0.11079,131,1244,0.09334,0.12824
2020,30-45 y.,2nd Quintile,No,0.88921,1113,1244,0.87176,0.90666
2020,30-45 y.,3rd Quintile,Yes,0.11512,129,1121,0.09643,0.13381
2020,30-45 y.,3rd Quintile,No,0.87770,992,1121,0.85851,0.89689
2020,30-45 y.,4th Quintile,Yes,0.10929,114,1063,0.09053,0.12806
2020,30-45 y.,4th Quintile,No,0.89071,949,1063,0.87194,0.90947
2020,30-45 y.,5th Quintile,Yes,0.08458,94,1138,0.06841,0.10075
2020,30-45 y.,5th Quintile,No,0.91371,1044,1138,0.89739,0.93004
2020,46-65 y.,1st Quintile,Yes,0.18833,319,1775,0.17013,0.20652
2020,46-65 y.,1st Quintile,No,0.81143,1456,1775,0.79323,0.82963
2020,46-65 y.,2nd Quintile,Yes,0.15276,205,1493,0.13451,0.17102
2020,46-65 y.,2nd Quintile,No,0.84401,1288,1493,0.82560,0.86242
2020,46-65 y.,3rd Quintile,Yes,0.13143,206,1597,0.11486,0.14801
2020,46-65 y.,3rd Quintile,No,0.86832,1391,1597,0.85173,0.88491
2020,46-65 y.,4th Quintile,Yes,0.11596,202,1968,0.10181,0.13011
2020,46-65 y.,4th Quintile,No,0.88404,1766,1968,0.86989,0.89819
2020,46-65 y.,5th Quintile,Yes,0.11380,333,3212,0.10281,0.12478
2020,46-65 y.,5th Quintile,No,0.88509,2879,3212,0.87405,0.89612
2020,66 and older,1st Quintile,Yes,0.19440,155,793,0.16684,0.22196
2020,66 and older,1st Quintile,No,0.80353,638,793,0.77586,0.83120
2020,66 and older,2nd Quintile,Yes,0.25032,274,1160,0.22538,0.27526
2020,66 and older,2nd Quintile,No,0.74627,886,1160,0.72121,0.77132
2020,66 and older,3rd Quintile,Yes,0.20164,199,988,0.17661,0.22668
2020,66 and older,3rd Quintile,No,0.79389,789,988,0.76865,0.81913
2020,66 and older,4th Quintile,Yes,0.18692,152,789,0.15970,0.21414
2020,66 and older,4th Quintile,No,0.81308,637,789,0.78586,0.84030
2020,66 and older,5th Quintile,Yes,0.21063,212,1161,0.18717,0.23410
2020,66 and older,5th Quintile,No,0.78244,949,1161,0.75870,0.80619
2021,17-29 y.,1st Quintile,Yes,0.09492,85,843,0.07512,0.11471
2021,17-29 y.,1st Quintile,No,0.78726,758,843,0.75962,0.81491
2021,17-29 y.,2nd Quintile,Yes,0.07987,52,577,0.05773,0.10201
2021,17-29 y.,2nd Quintile,No,0.81926,525,577,0.78783,0.85069
2021,17-29 y.,3rd Quintile,Yes,0.05549,33,459,0.03453,0.07646
2021,17-29 y.,3rd Quintile,No,0.87093,426,459,0.84022,0.90163
2021,17-29 y.,4th Quintile,Yes,0.07097,33,455,0.04735,0.09459
2021,17-29 y.,4th Quintile,No,0.87146,422,455,0.84067,0.90225
2021,17-29 y.,5th Quintile,No,0.87967,289,289,0.84209,0.91724
2021,30-45 y.,1st Quintile,Yes,0.12486,96,833,0.10240,0.14733
2021,30-45 y.,1st Quintile,No,0.80920,737,833,0.78250,0.83590
2021,30-45 y.,2nd Quintile,Yes,0.08153,85,904,0.06369,0.09938
2021,30-45 y.,2nd Quintile,No,0.90273,819,904,0.88340,0.92206
2021,30-45 y.,3rd Quintile,Yes,0.08207,74,810,0.06315,0.10098
2021,30-45 y.,3rd Quintile,No,0.91538,736,810,0.89620,0.93456
2021,30-45 y.,4th Quintile,Yes,0.08394,53,787,0.06455,0.10332
2021,30-45 y.,4th Quintile,No,0.91493,734,787,0.89542,0.93443
2021,30-45 y.,5th Quintile,Yes,0.07608,66,807,0.05777,0.09438
2021,30-45 y.,5th Quintile,No,0.92229,741,807,0.90381,0.94077
2021,46-65 y.,1st Quintile,Yes,0.17424,137,904,0.14950,0.19899
2021,46-65 y.,1st Quintile,No,0.80783,767,904,0.78213,0.83353
2021,46-65 y.,2nd Quintile,Yes,0.12201,138,1076,0.10245,0.14158
2021,46-65 y.,2nd Quintile,No,0.86850,938,1076,0.84830,0.88870
2021,46-65 y.,3rd Quintile,Yes,0.12487,129,1106,0.10537,0.14436
2021,46-65 y.,3rd Quintile,No,0.87304,977,1106,0.85342,0.89267
2021,46-65 y.,4th Quintile,Yes,0.10856,130,1372,0.09209,0.12503
2021,46-65 y.,4th Quintile,No,0.89012,1242,1372,0.87357,0.90668
2021,46-65 y.,5th Quintile,Yes,0.09594,215,2323,0.08396,0.10792
2021,46-65 y.,5th Quintile,No,0.89858,2108,2323,0.88631,0.91086
2021,66 and older,1st Quintile,Yes,0.19585,129,598,0.16401,0.22768
2021,66 and older,1st Quintile,No,0.79276,469,598,0.76025,0.82528
2021,66 and older,2nd Quintile,Yes,0.19154,169,820,0.16459,0.21849
2021,66 and older,2nd Quintile,No,0.80581,651,820,0.77871,0.83290
2021,66 and older,3rd Quintile,Yes,0.19153,128,634,0.16087,0.22218
2021,66 and older,3rd Quintile,No,0.80349,506,634,0.77254,0.83445
2021,66 and older,4th Quintile,Yes,0.22559,117,625,0.19280,0.25839
2021,66 and older,4th Quintile,No,0.76487,508,625,0.73159,0.79814
2021,66 and older,5th Quintile,Yes,0.17450,168,857,0.14908,0.19993
