year,age_gr,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,46-65 y.,1st Quintile,No,0.84848,440,503,0.81711,0.87985
1988,46-65 y.,2nd Quintile,Yes,0.12061,59,508,0.09226,0.14896
1988,46-65 y.,2nd Quintile,No,0.87349,449,508,0.84455,0.90242
1988,46-65 y.,3rd Quintile,Yes,0.10143,66,621,0.07766,0.12519
1988,46-65 y.,3rd Quintile,No,0.88613,555,621,0.86112,0.91113
1988,46-65 y.,4th Quintile,Yes,0.10502,81,731,0.08278,0.12726
1988,46-65 y.,4th Quintile,No,0.89452,650,731,0.87223,0.91680
1988,46-65 y.,5th Quintile,Yes,0.12568,96,731,0.10163,0.14972
1988,46-65 y.,5th Quintile,No,0.87432,635,731,0.85028,0.89837
1988,66 and older,1st Quintile,Yes,0.17323,49,279,0.12874,0.21772
1988,66 and older,1st Quintile,No,0.82677,230,279,0.78228,0.87126
1988,66 and older,2nd Quintile,Yes,0.20047,52,264,0.15209,0.24886
1988,66 and older,2nd Quintile,No,0.79953,212,264,0.75114,0.84791
1988,66 and older,3rd Quintile,No,0.82105,148,148,0.75908,0.88301
1988,66 and older,4th Quintile,No,0.84440,132,132,0.78233,0.90647
1988,66 and older,5th Quintile,Yes,0.20824,33,155,0.14411,0.27237
1988,66 and older,5th Quintile,No,0.77178,122,155,0.70549,0.83806
1989,17-29 y.,1st Quintile,Yes,0.08825,64,639,0.06624,0.11026
1989,17-29 y.,1st Quintile,No,0.90593,575,639,0.88328,0.92858
1989,17-29 y.,2nd Quintile,Yes,0.12954,87,601,0.10267,0.15641
1989,17-29 y.,2nd Quintile,No,0.86822,514,601,0.84115,0.89528
1989,17-29 y.,3rd Quintile,Yes,0.12470,64,530,0.09654,0.15285
1989,17-29 y.,3rd Quintile,No,0.87421,466,530,0.84595,0.90246
1989,17-29 y.,4th Quintile,Yes,0.10926,70,628,0.08484,0.13368
1989,17-29 y.,4th Quintile,No,0.89074,558,628,0.86632,0.91516
1989,17-29 y.,5th Quintile,Yes,0.10170,42,422,0.07282,0.13057
1989,17-29 y.,5th Quintile,No,0.89830,380,422,0.86943,0.92718
1989,30-45 y.,1st Quintile,Yes,0.13211,59,507,0.10261,0.16162
1989,30-45 y.,1st Quintile,No,0.86078,448,507,0.83062,0.89094
1989,30-45 y.,2nd Quintile,Yes,0.12703,72,615,0.10069,0.15337
1989,30-45 y.,2nd Quintile,No,0.87175,543,615,0.84531,0.89820
1989,30-45 y.,3rd Quintile,Yes,0.10599,67,591,0.08115,0.13083
1989,30-45 y.,3rd Quintile,No,0.89339,524,591,0.86848,0.91829
1989,30-45 y.,4th Quintile,Yes,0.10427,61,533,0.07830,0.13024
1989,30-45 y.,4th Quintile,No,0.89573,472,533,0.86976,0.92170
1989,30-45 y.,5th Quintile,Yes,0.06112,40,590,0.04177,0.08047
1989,30-45 y.,5th Quintile,No,0.93888,550,590,0.91953,0.95823
1989,46-65 y.,1st Quintile,Yes,0.12247,58,476,0.09299,0.15195
1989,46-65 y.,1st Quintile,No,0.87063,418,476,0.84045,0.90081
1989,46-65 y.,2nd Quintile,Yes,0.12984,62,526,0.10109,0.15860
1989,46-65 y.,2nd Quintile,No,0.86350,464,526,0.83413,0.89287
1989,46-65 y.,3rd Quintile,Yes,0.11464,63,584,0.08878,0.14050
1989,46-65 y.,3rd Quintile,No,0.88402,521,584,0.85803,0.91001
1989,46-65 y.,4th Quintile,Yes,0.10927,87,711,0.08632,0.13222
1989,46-65 y.,4th Quintile,No,0.88725,624,711,0.86399,0.91052
1989,46-65 y.,5th Quintile,Yes,0.09654,65,671,0.07418,0.11890
1989,46-65 y.,5th Quintile,No,0.90194,606,671,0.87942,0.92446
1989,66 and older,1st Quintile,Yes,0.20165,57,283,0.15482,0.24848
1989,66 and older,1st Quintile,No,0.78381,226,283,0.73577,0.83186
1989,66 and older,2nd Quintile,Yes,0.22187,43,213,0.16594,0.27780
1989,66 and older,2nd Quintile,No,0.77813,170,213,0.72220,0.83406
1989,66 and older,3rd Quintile,Yes,0.16487,32,184,0.11110,0.21863
1989,66 and older,3rd Quintile,No,0.82429,152,184,0.76915,0.87943
1989,66 and older,4th Quintile,No,0.80875,130,130,0.74088,0.87662
1989,66 and older,5th Quintile,No,0.86854,143,143,0.81296,0.92412
1991,17-29 y.,1st Quintile,Yes,0.21811,104,603,0.18512,0.25110
1991,17-29 y.,1st Quintile,No,0.77848,499,603,0.74531,0.81166
1991,17-29 y.,2nd Quintile,Yes,0.12848,68,546,0.10038,0.15657
1991,17-29 y.,2nd Quintile,No,0.87152,478,546,0.84343,0.89962
1991,17-29 y.,3rd Quintile,Yes,0.13998,75,548,0.11090,0.16906
1991,17-29 y.,3rd Quintile,No,0.85781,473,548,0.82855,0.88708
1991,17-29 y.,4th Quintile,Yes,0.11723,60,565,0.09068,0.14378
1991,17-29 y.,4th Quintile,No,0.88277,505,565,0.85622,0.90932
1991,17-29 y.,5th Quintile,Yes,0.10752,43,419,0.07782,0.13722
1991,17-29 y.,5th Quintile,No,0.89248,376,419,0.86278,0.92218
1991,30-45 y.,1st Quintile,Yes,0.14711,60,454,0.11449,0.17973
1991,30-45 y.,1st Quintile,No,0.85023,394,454,0.81737,0.88309
1991,30-45 y.,2nd Quintile,Yes,0.09538,64,626,0.07235,0.11841
1991,30-45 y.,2nd Quintile,No,0.89676,562,626,0.87290,0.92061
1991,30-45 y.,3rd Quintile,Yes,0.09105,61,602,0.06805,0.11405
1991,30-45 y.,3rd Quintile,No,0.90895,541,602,0.88595,0.93195
1991,30-45 y.,4th Quintile,Yes,0.08913,42,516,0.06452,0.11374
1991,30-45 y.,4th Quintile,No,0.90805,474,516,0.88310,0.93301
1991,30-45 y.,5th Quintile,Yes,0.08295,50,612,0.06108,0.10482
1991,30-45 y.,5th Quintile,No,0.91705,562,612,0.89518,0.93892
1991,46-65 y.,1st Quintile,Yes,0.12279,57,471,0.09312,0.15246
1991,46-65 y.,1st Quintile,No,0.86988,414,471,0.83946,0.90029
1991,46-65 y.,2nd Quintile,Yes,0.12860,64,469,0.09827,0.15893
1991,46-65 y.,2nd Quintile,No,0.86359,405,469,0.83249,0.89468
1991,46-65 y.,3rd Quintile,Yes,0.12229,64,562,0.09518,0.14941
1991,46-65 y.,3rd Quintile,No,0.87479,498,562,0.84740,0.90217
1991,46-65 y.,4th Quintile,Yes,0.10372,72,682,0.08082,0.12662
1991,46-65 y.,4th Quintile,No,0.89094,610,682,0.86753,0.91436
1991,46-65 y.,5th Quintile,Yes,0.11012,74,658,0.08618,0.13406
1991,46-65 y.,5th Quintile,No,0.88500,584,658,0.86060,0.90939
1991,66 and older,1st Quintile,Yes,0.24163,70,302,0.19327,0.28999
1991,66 and older,1st Quintile,No,0.74273,232,302,0.69335,0.79212
1991,66 and older,2nd Quintile,Yes,0.17204,41,241,0.12429,0.21979
1991,66 and older,2nd Quintile,No,0.82169,200,241,0.77327,0.87012
1991,66 and older,3rd Quintile,Yes,0.16365,31,183,0.10990,0.21740
1991,66 and older,3rd Quintile,No,0.82419,152,183,0.76888,0.87949
1991,66 and older,4th Quintile,Yes,0.20808,36,175,0.14776,0.26840
1991,66 and older,4th Quintile,No,0.79192,139,175,0.73160,0.85224
1991,66 and older,5th Quintile,Yes,0.22241,33,144,0.15425,0.29058
1991,66 and older,5th Quintile,No,0.77759,111,144,0.70942,0.84575
1992,17-29 y.,1st Quintile,Yes,0.14848,105,694,0.12201,0.17496
1992,17-29 y.,1st Quintile,No,0.84599,589,694,0.81911,0.87286
1992,17-29 y.,2nd Quintile,Yes,0.11524,82,809,0.09322,0.13726
1992,17-29 y.,2nd Quintile,No,0.88174,727,809,0.85948,0.90401
1992,17-29 y.,3rd Quintile,Yes,0.12962,84,765,0.10580,0.15343
1992,17-29 y.,3rd Quintile,No,0.87038,681,765,0.84657,0.89420
1992,17-29 y.,4th Quintile,Yes,0.08697,72,737,0.06661,0.10733
1992,17-29 y.,4th Quintile,No,0.91303,665,737,0.89267,0.93339
1992,17-29 y.,5th Quintile,Yes,0.08660,51,561,0.06331,0.10989
1992,17-29 y.,5th Quintile,No,0.91157,510,561,0.88806,0.93509
1992,30-45 y.,1st Quintile,Yes,0.12031,73,823,0.09807,0.14255
1992,30-45 y.,1st Quintile,No,0.87751,750,823,0.85510,0.89993
1992,30-45 y.,2nd Quintile,Yes,0.08405,81,1016,0.06698,0.10111
1992,30-45 y.,2nd Quintile,No,0.90718,935,1016,0.88933,0.92503
1992,30-45 y.,3rd Quintile,Yes,0.10981,90,893,0.08930,0.13033
1992,30-45 y.,3rd Quintile,No,0.88263,803,893,0.86151,0.90375
1992,30-45 y.,4th Quintile,Yes,0.09865,90,771,0.07759,0.11971
1992,30-45 y.,4th Quintile,No,0.89670,681,771,0.87521,0.91820
1992,30-45 y.,5th Quintile,Yes,0.08313,67,739,0.06321,0.10305
1992,30-45 y.,5th Quintile,No,0.91687,672,739,0.89695,0.93679
1992,46-65 y.,1st Quintile,Yes,0.12937,84,749,0.10532,0.15342
1992,46-65 y.,1st Quintile,No,0.86701,665,749,0.84268,0.89135
1992,46-65 y.,2nd Quintile,Yes,0.09459,77,719,0.07318,0.11599
1992,46-65 y.,2nd Quintile,No,0.90365,642,719,0.88206,0.92523
1992,46-65 y.,3rd Quintile,Yes,0.10472,75,770,0.08308,0.12636
1992,46-65 y.,3rd Quintile,No,0.88555,695,770,0.86305,0.90805
1992,46-65 y.,4th Quintile,Yes,0.09440,90,899,0.07528,0.11353
1992,46-65 y.,4th Quintile,No,0.90541,809,899,0.88627,0.92455
1992,46-65 y.,5th Quintile,Yes,0.09457,82,879,0.07522,0.11393
1992,46-65 y.,5th Quintile,No,0.90070,797,879,0.88092,0.92048
1992,66 and older,1st Quintile,Yes,0.17526,84,504,0.14203,0.20848
1992,66 and older,1st Quintile,No,0.80942,420,504,0.77510,0.84374
1992,66 and older,2nd Quintile,Yes,0.18503,53,293,0.14049,0.22957
1992,66 and older,2nd Quintile,No,0.80152,240,293,0.75577,0.84727
1992,66 and older,3rd Quintile,Yes,0.22671,50,230,0.17248,0.28095
1992,66 and older,3rd Quintile,No,0.76575,180,230,0.71089,0.82060
1992,66 and older,4th Quintile,Yes,0.20045,44,216,0.14694,0.25396
1992,66 and older,4th Quintile,No,0.78862,172,216,0.73405,0.84320
1992,66 and older,5th Quintile,Yes,0.27304,47,191,0.20969,0.33639
1992,66 and older,5th Quintile,No,0.71798,144,191,0.65400,0.78197
1994,17-29 y.,1st Quintile,Yes,0.12012,87,686,0.09577,0.14447
1994,17-29 y.,1st Quintile,No,0.87857,599,686,0.85411,0.90303
1994,17-29 y.,2nd Quintile,Yes,0.10938,76,698,0.08621,0.13256
1994,17-29 y.,2nd Quintile,No,0.88664,622,698,0.86310,0.91017
1994,17-29 y.,3rd Quintile,Yes,0.11402,81,716,0.09072,0.13732
1994,17-29 y.,3rd Quintile,No,0.88260,635,716,0.85901,0.90620
1994,17-29 y.,4th Quintile,Yes,0.08763,57,716,0.06691,0.10836
1994,17-29 y.,4th Quintile,No,0.90888,659,716,0.88778,0.92997
1994,17-29 y.,5th Quintile,Yes,0.07951,42,514,0.05610,0.10292
1994,17-29 y.,5th Quintile,No,0.92049,472,514,0.89708,0.94390
1994,30-45 y.,1st Quintile,Yes,0.12446,85,723,0.10038,0.14854
1994,30-45 y.,1st Quintile,No,0.87554,638,723,0.85146,0.89962
1994,30-45 y.,2nd Quintile,Yes,0.08561,78,939,0.06770,0.10351
1994,30-45 y.,2nd Quintile,No,0.91321,861,939,0.89520,0.93123
1994,30-45 y.,3rd Quintile,Yes,0.10892,96,940,0.08899,0.12885
1994,30-45 y.,3rd Quintile,No,0.89006,844,940,0.87006,0.91007
1994,30-45 y.,4th Quintile,Yes,0.08944,74,771,0.06928,0.10959
1994,30-45 y.,4th Quintile,No,0.90801,697,771,0.88759,0.92842
1994,30-45 y.,5th Quintile,Yes,0.07484,64,767,0.05620,0.09347
1994,30-45 y.,5th Quintile,No,0.91771,703,767,0.89825,0.93717
1994,46-65 y.,1st Quintile,Yes,0.12506,80,699,0.10052,0.14960
1994,46-65 y.,1st Quintile,No,0.86317,619,699,0.83767,0.88866
1994,46-65 y.,2nd Quintile,Yes,0.13138,79,666,0.10571,0.15706
1994,46-65 y.,2nd Quintile,No,0.86201,587,666,0.83580,0.88822
1994,46-65 y.,3rd Quintile,Yes,0.11227,84,762,0.08984,0.13470
1994,46-65 y.,3rd Quintile,No,0.87279,678,762,0.84911,0.89646
1994,46-65 y.,4th Quintile,Yes,0.13546,111,834,0.11222,0.15870
1994,46-65 y.,4th Quintile,No,0.86454,723,834,0.84130,0.88778
1994,46-65 y.,5th Quintile,Yes,0.10692,86,911,0.08684,0.12700
1994,46-65 y.,5th Quintile,No,0.89079,825,911,0.87052,0.91105
1994,66 and older,1st Quintile,Yes,0.27453,101,399,0.23068,0.31837
1994,66 and older,1st Quintile,No,0.71737,298,399,0.67313,0.76160
1994,66 and older,2nd Quintile,Yes,0.20100,74,386,0.16097,0.24103
1994,66 and older,2nd Quintile,No,0.79643,312,386,0.75621,0.83666
1994,66 and older,3rd Quintile,Yes,0.17689,46,275,0.13170,0.22207
1994,66 and older,3rd Quintile,No,0.79861,229,275,0.75113,0.84610
1994,66 and older,4th Quintile,Yes,0.19533,37,219,0.14270,0.24796
1994,66 and older,4th Quintile,No,0.80467,182,219,0.75204,0.85730
1994,66 and older,5th Quintile,Yes,0.28627,58,205,0.22424,0.34830
1994,66 and older,5th Quintile,No,0.70363,147,205,0.64096,0.76629
1995,17-29 y.,1st Quintile,Yes,0.15025,111,756,0.12476,0.17573
1995,17-29 y.,1st Quintile,No,0.84398,645,756,0.81809,0.86986
1995,17-29 y.,2nd Quintile,Yes,0.08964,67,716,0.06870,0.11058
1995,17-29 y.,2nd Quintile,No,0.90628,649,716,0.88492,0.92765
1995,17-29 y.,3rd Quintile,Yes,0.10009,72,693,0.07772,0.12245
