year,age_gr,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,17-29 y.,No,0.92202,3551,3811,0.91351,0.93054
2005,30-45 y.,Yes,0.09239,537,6069,0.08510,0.09967
2005,30-45 y.,No,0.90332,5532,6069,0.89588,0.91075
2005,46-65 y.,Yes,0.11312,773,6990,0.10569,0.12054
2005,46-65 y.,No,0.87983,6217,6990,0.87221,0.88746
2005,66 and older,Yes,0.19152,710,3755,0.17893,0.20411
2005,66 and older,No,0.80397,3045,3755,0.79127,0.81667
2006,17-29 y.,Yes,0.07727,294,3674,0.06864,0.08591
2006,17-29 y.,No,0.86124,3380,3674,0.85006,0.87242
2006,30-45 y.,Yes,0.08212,519,6275,0.07532,0.08891
2006,30-45 y.,No,0.91568,5756,6275,0.90880,0.92255
2006,46-65 y.,Yes,0.11675,836,7562,0.10951,0.12399
2006,46-65 y.,No,0.88114,6726,7562,0.87385,0.88843
2006,66 and older,Yes,0.21609,903,4418,0.20395,0.22823
2006,66 and older,No,0.77991,3515,4418,0.76769,0.79213
2007,17-29 y.,Yes,0.08077,281,3383,0.07159,0.08996
2007,17-29 y.,No,0.83356,3102,3383,0.82101,0.84611
2007,30-45 y.,Yes,0.08543,478,5698,0.07817,0.09269
2007,30-45 y.,No,0.91144,5220,5698,0.90406,0.91882
2007,46-65 y.,Yes,0.10694,774,7044,0.09973,0.11416
2007,46-65 y.,No,0.88904,6270,7044,0.88170,0.89637
2007,66 and older,Yes,0.21378,902,4327,0.20157,0.22600
2007,66 and older,No,0.78114,3425,4327,0.76881,0.79346
2008,17-29 y.,Yes,0.06398,234,3139,0.05541,0.07254
2008,17-29 y.,No,0.85906,2905,3139,0.84689,0.87124
2008,30-45 y.,Yes,0.07798,420,5161,0.07066,0.08530
2008,30-45 y.,No,0.91958,4741,5161,0.91216,0.92700
2008,46-65 y.,Yes,0.10974,737,6674,0.10224,0.11724
2008,46-65 y.,No,0.88509,5937,6674,0.87744,0.89274
2008,66 and older,Yes,0.20102,854,4276,0.18900,0.21303
2008,66 and older,No,0.79157,3422,4276,0.77939,0.80374
2009,17-29 y.,Yes,0.07321,223,2849,0.06364,0.08278
2009,17-29 y.,No,0.85844,2626,2849,0.84564,0.87124
2009,30-45 y.,Yes,0.09487,442,4668,0.08647,0.10328
2009,30-45 y.,No,0.90299,4226,4668,0.89450,0.91148
2009,46-65 y.,Yes,0.11682,754,6308,0.10889,0.12474
2009,46-65 y.,No,0.87931,5554,6308,0.87127,0.88735
2009,66 and older,Yes,0.21682,874,4151,0.20428,0.22935
2009,66 and older,No,0.77985,3277,4151,0.76725,0.79246
2010,17-29 y.,Yes,0.07033,502,3911,0.06231,0.07834
2010,17-29 y.,No,0.87150,3409,3911,0.86101,0.88199
2010,30-45 y.,Yes,0.08791,1118,9063,0.08208,0.09374
2010,30-45 y.,No,0.91092,7945,9063,0.90505,0.91678
2010,46-65 y.,Yes,0.11974,805,6933,0.11210,0.12738
2010,46-65 y.,No,0.87827,6128,6933,0.87058,0.88597
2010,66 and older,Yes,0.21321,846,4016,0.20054,0.22588
2010,66 and older,No,0.78464,3170,4016,0.77192,0.79735
2011,17-29 y.,Yes,0.08157,478,4172,0.07326,0.08988
2011,17-29 y.,No,0.84634,3694,4172,0.83540,0.85729
2011,30-45 y.,Yes,0.10238,1202,9928,0.09642,0.10834
2011,30-45 y.,No,0.89746,8726,9928,0.89149,0.90343
2011,46-65 y.,Yes,0.12505,1136,9118,0.11826,0.13184
2011,46-65 y.,No,0.87398,7982,9118,0.86717,0.88079
2011,66 and older,Yes,0.21541,1084,5134,0.20416,0.22665
2011,66 and older,No,0.78201,4050,5134,0.77071,0.79330
2012,17-29 y.,Yes,0.09142,425,3969,0.08245,0.10038
2012,17-29 y.,No,0.83636,3544,3969,0.82485,0.84787
2012,30-45 y.,Yes,0.09861,969,9062,0.09247,0.10475
2012,30-45 y.,No,0.89941,8093,9062,0.89321,0.90560
2012,46-65 y.,Yes,0.13126,1189,9356,0.12442,0.13811
2012,46-65 y.,No,0.86479,8167,9356,0.85786,0.87172
2012,66 and older,Yes,0.22074,1141,5193,0.20946,0.23202
2012,66 and older,No,0.77667,4052,5193,0.76535,0.78800
2013,17-29 y.,Yes,0.07540,407,3634,0.06681,0.08399
2013,17-29 y.,No,0.69549,3227,3634,0.68053,0.71046
2013,30-45 y.,Yes,0.09522,883,8047,0.08881,0.10164
2013,30-45 y.,No,0.74899,7164,8047,0.73952,0.75847
2013,46-65 y.,Yes,0.12073,1091,9020,0.11400,0.12745
2013,46-65 y.,No,0.82777,7929,9020,0.81998,0.83556
2013,66 and older,Yes,0.22154,1064,4951,0.20997,0.23311
2013,66 and older,No,0.77056,3887,4951,0.75885,0.78228
2014,17-29 y.,Yes,0.09332,481,4284,0.08461,0.10203
2014,17-29 y.,No,0.83559,3803,4284,0.82449,0.84669
2014,30-45 y.,Yes,0.10114,920,8509,0.09473,0.10755
2014,30-45 y.,No,0.89797,7589,8509,0.89154,0.90440
2014,46-65 y.,Yes,0.13331,1146,9297,0.12640,0.14022
2014,46-65 y.,No,0.86373,8151,9297,0.85675,0.87070
2014,66 and older,Yes,0.20339,1004,4939,0.19216,0.21462
2014,66 and older,No,0.79057,3935,4939,0.77922,0.80192
2015,17-29 y.,Yes,0.08865,419,3909,0.07973,0.09756
2015,17-29 y.,No,0.79308,3490,3909,0.78037,0.80578
2015,30-45 y.,Yes,0.09313,783,7346,0.08649,0.09978
2015,30-45 y.,No,0.85806,6563,7346,0.85008,0.86604
2015,46-65 y.,Yes,0.12544,1055,8866,0.11854,0.13233
2015,46-65 y.,No,0.86456,7811,8866,0.85743,0.87168
2015,66 and older,Yes,0.22088,1061,4871,0.20923,0.23253
2015,66 and older,No,0.77390,3810,4871,0.76215,0.78565
2016,17-29 y.,Yes,0.08674,394,3789,0.07778,0.09570
2016,17-29 y.,No,0.81394,3395,3789,0.80154,0.82633
2016,30-45 y.,Yes,0.10267,809,7039,0.09558,0.10976
2016,30-45 y.,No,0.88157,6230,7039,0.87402,0.88911
2016,46-65 y.,Yes,0.11874,1010,8584,0.11190,0.12559
2016,46-65 y.,No,0.87776,7574,8584,0.87083,0.88469
2016,66 and older,Yes,0.21268,971,4708,0.20099,0.22437
2016,66 and older,No,0.78648,3737,4708,0.77478,0.79819
2017,17-29 y.,Yes,0.08378,431,4276,0.07547,0.09208
2017,17-29 y.,No,0.81223,3845,4276,0.80053,0.82394
2017,30-45 y.,Yes,0.10210,778,7206,0.09511,0.10909
2017,30-45 y.,No,0.88045,6428,7206,0.87295,0.88794
2017,46-65 y.,Yes,0.13113,1230,9948,0.12449,0.13776
2017,46-65 y.,No,0.86372,8718,9948,0.85698,0.87047
2017,66 and older,Yes,0.22496,1118,4952,0.21333,0.23659
2017,66 and older,No,0.77302,3834,4952,0.76135,0.78469
2018,17-29 y.,Yes,0.09076,423,4227,0.08210,0.09942
2018,17-29 y.,No,0.81301,3804,4227,0.80125,0.82476
2018,30-45 y.,Yes,0.10960,759,6697,0.10212,0.11708
2018,30-45 y.,No,0.87114,5938,6697,0.86312,0.87917
2018,46-65 y.,Yes,0.12638,1189,9620,0.11974,0.13302
2018,46-65 y.,No,0.86996,8431,9620,0.86324,0.87668
2018,66 and older,Yes,0.21307,1048,4975,0.20169,0.22445
2018,66 and older,No,0.78235,3927,4975,0.77088,0.79382
2019,17-29 y.,Yes,0.08916,379,3824,0.08013,0.09819
2019,17-29 y.,No,0.80874,3445,3824,0.79628,0.82121
2019,30-45 y.,Yes,0.10069,674,6279,0.09325,0.10813
2019,30-45 y.,No,0.88400,5605,6279,0.87608,0.89192
2019,46-65 y.,Yes,0.13474,1327,10407,0.12818,0.14130
2019,46-65 y.,No,0.86053,9080,10407,0.85388,0.86719
2019,66 and older,Yes,0.20925,1062,5166,0.19815,0.22034
2019,66 and older,No,0.78795,4104,5166,0.77680,0.79910
2020,17-29 y.,Yes,0.08841,486,5061,0.08059,0.09623
2020,17-29 y.,No,0.82982,4575,5061,0.81946,0.84017
2020,30-45 y.,Yes,0.11079,886,8023,0.10392,0.11766
2020,30-45 y.,No,0.88184,7137,8023,0.87477,0.88890
2020,46-65 y.,Yes,0.13376,1306,10377,0.12721,0.14031
2020,46-65 y.,No,0.86435,9071,10377,0.85777,0.87094
2020,66 and older,Yes,0.21157,993,4897,0.20013,0.22301
2020,66 and older,No,0.78484,3904,4897,0.77333,0.79635
2021,17-29 y.,Yes,0.07409,237,2693,0.06419,0.08398
2021,17-29 y.,No,0.82974,2456,2693,0.81554,0.84394
2021,30-45 y.,Yes,0.08865,375,4147,0.08000,0.09730
2021,30-45 y.,No,0.89013,3772,4147,0.88062,0.89965
2021,46-65 y.,Yes,0.11873,751,6786,0.11103,0.12643
2021,46-65 y.,No,0.87349,6035,6786,0.86558,0.88140
2021,66 and older,Yes,0.19531,711,3539,0.18225,0.20837
2021,66 and older,No,0.79891,2828,3539,0.78570,0.81211
