year,age_gr,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,30-45 y.,Urban regions,Yes,0.10300,263,2511,0.09110,0.11489
1987,30-45 y.,Urban regions,No,0.89259,2248,2511,0.88048,0.90470
1987,30-45 y.,Rural regions,Yes,0.09778,64,648,0.07490,0.12067
1987,30-45 y.,Rural regions,No,0.89992,584,648,0.87679,0.92304
1987,46-65 y.,Urban regions,Yes,0.10765,273,2540,0.09560,0.11971
1987,46-65 y.,Urban regions,No,0.88719,2267,2540,0.87489,0.89950
1987,46-65 y.,Rural regions,Yes,0.10509,76,657,0.08162,0.12856
1987,46-65 y.,Rural regions,No,0.88949,581,657,0.86550,0.91348
1987,66 and older,Urban regions,Yes,0.19897,150,793,0.17117,0.22678
1987,66 and older,Urban regions,No,0.79592,643,793,0.76785,0.82398
1987,66 and older,Rural regions,Yes,0.19101,52,271,0.14412,0.23789
1987,66 and older,Rural regions,No,0.80412,219,271,0.75679,0.85146
1988,17-29 y.,Urban regions,Yes,0.10692,253,2291,0.09426,0.11957
1988,17-29 y.,Urban regions,No,0.89048,2038,2291,0.87769,0.90327
1988,17-29 y.,Rural regions,Yes,0.13310,76,577,0.10535,0.16084
1988,17-29 y.,Rural regions,No,0.86690,501,577,0.83916,0.89465
1988,30-45 y.,Urban regions,Yes,0.11143,262,2328,0.09864,0.12421
1988,30-45 y.,Urban regions,No,0.88611,2066,2328,0.87320,0.89901
1988,30-45 y.,Rural regions,Yes,0.09234,58,617,0.06948,0.11520
1988,30-45 y.,Rural regions,No,0.90356,559,617,0.88025,0.92688
1988,46-65 y.,Urban regions,Yes,0.11863,300,2466,0.10586,0.13139
1988,46-65 y.,Urban regions,No,0.87442,2166,2466,0.86134,0.88750
1988,46-65 y.,Rural regions,Yes,0.11044,65,628,0.08590,0.13497
1988,46-65 y.,Rural regions,No,0.88678,563,628,0.86197,0.91158
1988,66 and older,Urban regions,Yes,0.19130,145,776,0.16360,0.21899
1988,66 and older,Urban regions,No,0.80403,631,776,0.77608,0.83198
1988,66 and older,Rural regions,Yes,0.15416,42,255,0.10975,0.19856
1988,66 and older,Rural regions,No,0.84171,213,255,0.79683,0.88660
1989,17-29 y.,Urban regions,Yes,0.11386,268,2256,0.10075,0.12697
1989,17-29 y.,Urban regions,No,0.88382,1988,2256,0.87059,0.89705
1989,17-29 y.,Rural regions,Yes,0.09942,59,564,0.07470,0.12414
1989,17-29 y.,Rural regions,No,0.90058,505,564,0.87586,0.92530
1989,30-45 y.,Urban regions,Yes,0.09609,234,2265,0.08395,0.10823
1989,30-45 y.,Urban regions,No,0.90292,2031,2265,0.89072,0.91511
1989,30-45 y.,Rural regions,Yes,0.12363,65,571,0.09660,0.15065
1989,30-45 y.,Rural regions,No,0.87360,506,571,0.84632,0.90088
1989,46-65 y.,Urban regions,Yes,0.10150,252,2382,0.08937,0.11363
1989,46-65 y.,Urban regions,No,0.89450,2130,2382,0.88216,0.90684
1989,46-65 y.,Rural regions,Yes,0.14875,83,587,0.11994,0.17756
1989,46-65 y.,Rural regions,No,0.84925,504,587,0.82028,0.87822
1989,66 and older,Urban regions,Yes,0.19109,138,754,0.16301,0.21917
1989,66 and older,Urban regions,No,0.80018,616,754,0.77162,0.82874
1989,66 and older,Rural regions,Yes,0.17804,46,251,0.13062,0.22546
1989,66 and older,Rural regions,No,0.82196,205,251,0.77454,0.86938
1991,17-29 y.,Urban regions,Yes,0.12760,268,2094,0.11331,0.14189
1991,17-29 y.,Urban regions,No,0.75965,1826,2094,0.74135,0.77796
1991,17-29 y.,Rural regions,Yes,0.08337,82,587,0.06098,0.10575
1991,17-29 y.,Rural regions,No,0.51381,505,587,0.47334,0.55428
1991,30-45 y.,Urban regions,Yes,0.08750,221,2246,0.07581,0.09919
1991,30-45 y.,Urban regions,No,0.80505,2025,2246,0.78866,0.82144
1991,30-45 y.,Rural regions,Yes,0.05498,56,564,0.03615,0.07381
1991,30-45 y.,Rural regions,No,0.52239,508,564,0.48113,0.56365
1991,46-65 y.,Urban regions,Yes,0.10231,263,2254,0.08980,0.11483
1991,46-65 y.,Urban regions,No,0.78195,1991,2254,0.76490,0.79900
1991,46-65 y.,Rural regions,Yes,0.06655,68,588,0.04639,0.08672
1991,46-65 y.,Rural regions,No,0.49830,520,588,0.45785,0.53875
1991,66 and older,Urban regions,Yes,0.18452,156,791,0.15747,0.21157
1991,66 and older,Urban regions,No,0.72656,635,791,0.69547,0.75764
1991,66 and older,Rural regions,Yes,0.13681,55,254,0.09446,0.17915
1991,66 and older,Rural regions,No,0.49070,199,254,0.42910,0.55230
1992,17-29 y.,Urban regions,Yes,0.10910,253,2353,0.09650,0.12170
1992,17-29 y.,Urban regions,No,0.88994,2100,2353,0.87729,0.90259
1992,17-29 y.,Rural regions,Yes,0.11907,132,1177,0.10056,0.13758
1992,17-29 y.,Rural regions,No,0.87682,1045,1177,0.85803,0.89560
1992,30-45 y.,Urban regions,Yes,0.09741,272,2705,0.08623,0.10858
1992,30-45 y.,Urban regions,No,0.89792,2433,2705,0.88651,0.90933
1992,30-45 y.,Rural regions,Yes,0.09771,123,1487,0.08262,0.11281
1992,30-45 y.,Rural regions,No,0.89762,1364,1487,0.88221,0.91304
1992,46-65 y.,Urban regions,Yes,0.10004,268,2642,0.08859,0.11148
1992,46-65 y.,Urban regions,No,0.89514,2374,2642,0.88346,0.90682
1992,46-65 y.,Rural regions,Yes,0.10726,139,1351,0.09076,0.12377
1992,46-65 y.,Rural regions,No,0.89049,1212,1351,0.87383,0.90715
1992,66 and older,Urban regions,Yes,0.21035,185,917,0.18395,0.23674
1992,66 and older,Urban regions,No,0.77759,732,917,0.75066,0.80452
1992,66 and older,Rural regions,Yes,0.18888,92,510,0.15488,0.22289
1992,66 and older,Rural regions,No,0.79908,418,510,0.76427,0.83389
1994,17-29 y.,Urban regions,Yes,0.09809,220,2226,0.08573,0.11045
1994,17-29 y.,Urban regions,No,0.89831,2006,2226,0.88576,0.91087
1994,17-29 y.,Rural regions,Yes,0.11090,123,1108,0.09241,0.12940
1994,17-29 y.,Rural regions,No,0.88884,985,1108,0.87032,0.90735
1994,30-45 y.,Urban regions,Yes,0.09767,266,2688,0.08644,0.10889
1994,30-45 y.,Urban regions,No,0.89982,2422,2688,0.88847,0.91117
1994,30-45 y.,Rural regions,Yes,0.08808,131,1452,0.07349,0.10266
1994,30-45 y.,Rural regions,No,0.90872,1321,1452,0.89390,0.92354
1994,46-65 y.,Urban regions,Yes,0.12628,304,2550,0.11338,0.13917
1994,46-65 y.,Urban regions,No,0.86583,2246,2550,0.85259,0.87906
1994,46-65 y.,Rural regions,Yes,0.10904,137,1325,0.09226,0.12583
1994,46-65 y.,Rural regions,No,0.88789,1188,1325,0.87090,0.90489
1994,66 and older,Urban regions,Yes,0.23030,205,965,0.20373,0.25688
1994,66 and older,Urban regions,No,0.76074,760,965,0.73380,0.78767
1994,66 and older,Rural regions,Yes,0.22332,111,519,0.18745,0.25918
1994,66 and older,Rural regions,No,0.76764,408,519,0.73127,0.80401
1995,17-29 y.,Urban regions,Yes,0.10671,231,2220,0.09386,0.11955
1995,17-29 y.,Urban regions,No,0.88829,1989,2220,0.87518,0.90140
1995,17-29 y.,Rural regions,Yes,0.10664,131,1119,0.08855,0.12473
1995,17-29 y.,Rural regions,No,0.88988,988,1119,0.87153,0.90823
1995,30-45 y.,Urban regions,Yes,0.08782,265,2871,0.07747,0.09818
1995,30-45 y.,Urban regions,No,0.90510,2606,2871,0.89438,0.91582
1995,30-45 y.,Rural regions,Yes,0.10848,169,1550,0.09300,0.12397
1995,30-45 y.,Rural regions,No,0.88754,1381,1550,0.87180,0.90327
1995,46-65 y.,Urban regions,Yes,0.11814,310,2576,0.10567,0.13061
1995,46-65 y.,Urban regions,No,0.87382,2266,2576,0.86100,0.88665
1995,46-65 y.,Rural regions,Yes,0.13124,164,1364,0.11332,0.14917
1995,46-65 y.,Rural regions,No,0.86235,1200,1364,0.84406,0.88064
1995,66 and older,Urban regions,Yes,0.20826,196,1004,0.18313,0.23339
1995,66 and older,Urban regions,No,0.78604,808,1004,0.76066,0.81142
1995,66 and older,Rural regions,Yes,0.18549,101,511,0.15176,0.21923
1995,66 and older,Rural regions,No,0.80446,410,511,0.77004,0.83888
1996,17-29 y.,Urban regions,Yes,0.09388,205,2066,0.08130,0.10646
1996,17-29 y.,Urban regions,No,0.90152,1861,2066,0.88867,0.91437
1996,17-29 y.,Rural regions,Yes,0.10438,125,1090,0.08622,0.12255
1996,17-29 y.,Rural regions,No,0.89524,965,1090,0.87705,0.91343
1996,30-45 y.,Urban regions,Yes,0.09712,295,2895,0.08633,0.10791
1996,30-45 y.,Urban regions,No,0.89959,2600,2895,0.88864,0.91054
1996,30-45 y.,Rural regions,Yes,0.10185,161,1529,0.08668,0.11701
1996,30-45 y.,Rural regions,No,0.89589,1368,1529,0.88058,0.91120
1996,46-65 y.,Urban regions,Yes,0.12326,316,2510,0.11040,0.13613
1996,46-65 y.,Urban regions,No,0.86884,2194,2510,0.85563,0.88205
1996,46-65 y.,Rural regions,Yes,0.12146,167,1375,0.10419,0.13874
1996,46-65 y.,Rural regions,No,0.86540,1208,1375,0.84735,0.88345
1996,66 and older,Urban regions,Yes,0.19668,201,1022,0.17230,0.22107
1996,66 and older,Urban regions,No,0.79329,821,1022,0.76845,0.81813
1996,66 and older,Rural regions,Yes,0.25077,118,517,0.21337,0.28818
1996,66 and older,Rural regions,No,0.74634,399,517,0.70880,0.78389
1997,17-29 y.,Urban regions,Yes,0.09773,194,1962,0.08459,0.11087
1997,17-29 y.,Urban regions,No,0.89845,1768,1962,0.88508,0.91182
1997,17-29 y.,Rural regions,Yes,0.12283,124,1053,0.10300,0.14267
1997,17-29 y.,Rural regions,No,0.87435,929,1053,0.85432,0.89438
1997,30-45 y.,Urban regions,Yes,0.10115,293,2862,0.09011,0.11220
1997,30-45 y.,Urban regions,No,0.89478,2569,2862,0.88354,0.90602
1997,30-45 y.,Rural regions,Yes,0.09649,153,1486,0.08148,0.11151
1997,30-45 y.,Rural regions,No,0.90082,1333,1486,0.88562,0.91602
1997,46-65 y.,Urban regions,Yes,0.12375,302,2464,0.11074,0.13675
1997,46-65 y.,Urban regions,No,0.87289,2162,2464,0.85973,0.88604
1997,46-65 y.,Rural regions,Yes,0.12293,173,1375,0.10557,0.14030
1997,46-65 y.,Rural regions,No,0.87044,1202,1375,0.85268,0.88820
1997,66 and older,Urban regions,Yes,0.19852,209,1044,0.17431,0.22273
1997,66 and older,Urban regions,No,0.78878,835,1044,0.76401,0.81356
1997,66 and older,Rural regions,Yes,0.20301,101,530,0.16873,0.23729
1997,66 and older,Rural regions,No,0.79554,429,530,0.76117,0.82991
1998,17-29 y.,Urban regions,Yes,0.09982,208,2052,0.08685,0.11280
1998,17-29 y.,Urban regions,No,0.89788,1844,2052,0.88477,0.91098
1998,17-29 y.,Rural regions,Yes,0.11828,130,1108,0.09926,0.13730
1998,17-29 y.,Rural regions,No,0.88042,978,1108,0.86131,0.89954
1998,30-45 y.,Urban regions,Yes,0.10145,314,3169,0.09094,0.11197
1998,30-45 y.,Urban regions,No,0.89672,2855,3169,0.88612,0.90732
1998,30-45 y.,Rural regions,Yes,0.10000,178,1652,0.08553,0.11447
1998,30-45 y.,Rural regions,No,0.89312,1474,1652,0.87822,0.90803
1998,46-65 y.,Urban regions,Yes,0.11809,326,2804,0.10615,0.13004
1998,46-65 y.,Urban regions,No,0.87958,2478,2804,0.86753,0.89163
1998,46-65 y.,Rural regions,Yes,0.13549,214,1582,0.11862,0.15236
1998,46-65 y.,Rural regions,No,0.86329,1368,1582,0.84635,0.88022
1998,66 and older,Urban regions,Yes,0.18544,233,1233,0.16373,0.20714
1998,66 and older,Urban regions,No,0.81200,1000,1233,0.79018,0.83382
1998,66 and older,Rural regions,Yes,0.21163,130,618,0.17940,0.24386
1998,66 and older,Rural regions,No,0.78659,488,618,0.75426,0.81892
1999,17-29 y.,Urban regions,Yes,0.08823,167,1923,0.07555,0.10091
1999,17-29 y.,Urban regions,No,0.91023,1756,1923,0.89745,0.92301
1999,17-29 y.,Rural regions,Yes,0.10585,114,1048,0.08721,0.12448
1999,17-29 y.,Rural regions,No,0.89415,934,1048,0.87552,0.91279
1999,30-45 y.,Urban regions,Yes,0.09605,303,3089,0.08566,0.10645
1999,30-45 y.,Urban regions,No,0.90272,2786,3089,0.89227,0.91317
1999,30-45 y.,Rural regions,Yes,0.11320,173,1622,0.09778,0.12863
1999,30-45 y.,Rural regions,No,0.88680,1449,1622,0.87137,0.90222
1999,46-65 y.,Urban regions,Yes,0.13725,367,2669,0.12419,0.15031
1999,46-65 y.,Urban regions,No,0.85911,2302,2669,0.84591,0.87232
1999,46-65 y.,Rural regions,Yes,0.12231,190,1507,0.10576,0.13886
1999,46-65 y.,Rural regions,No,0.87515,1317,1507,0.85845,0.89184
1999,66 and older,Urban regions,Yes,0.19556,226,1179,0.17291,0.21821
1999,66 and older,Urban regions,No,0.80114,953,1179,0.77835,0.82393
1999,66 and older,Rural regions,Yes,0.21574,129,617,0.18325,0.24822
1999,66 and older,Rural regions,No,0.78426,488,617,0.75178,0.81675
2000,17-29 y.,Urban regions,Yes,0.08577,262,2893,0.07557,0.09598
2000,17-29 y.,Urban regions,No,0.90714,2631,2893,0.89656,0.91772
2000,17-29 y.,Rural regions,Yes,0.10986,193,1668,0.09485,0.12488
2000,17-29 y.,Rural regions,No,0.88590,1475,1668,0.87064,0.90117
2000,30-45 y.,Urban regions,Yes,0.08575,481,5368,0.07826,0.09324
2000,30-45 y.,Urban regions,No,0.91209,4887,5368,0.90451,0.91967
2000,30-45 y.,Rural regions,Yes,0.09511,259,2782,0.08420,0.10601
2000,30-45 y.,Rural regions,No,0.90250,2523,2782,0.89148,0.91353
2000,46-65 y.,Urban regions,Yes,0.11784,614,5073,0.10896,0.12671
2000,46-65 y.,Urban regions,No,0.87892,4459,5073,0.86994,0.88790
2000,46-65 y.,Rural regions,Yes,0.13138,352,2678,0.11859,0.14418
2000,46-65 y.,Rural regions,No,0.86689,2326,2678,0.85402,0.87976
2000,66 and older,Urban regions,Yes,0.18400,440,2336,0.16828,0.19971
2000,66 and older,Urban regions,No,0.81467,1896,2336,0.79891,0.83043
2000,66 and older,Rural regions,Yes,0.21102,254,1256,0.18845,0.23360
2000,66 and older,Rural regions,No,0.78649,1002,1256,0.76382,0.80916
2001,17-29 y.,Urban regions,Yes,0.08295,233,2608,0.07237,0.09354
2001,17-29 y.,Urban regions,No,0.91288,2375,2608,0.90205,0.92370
2001,17-29 y.,Rural regions,Yes,0.11271,171,1479,0.09658,0.12883
2001,17-29 y.,Rural regions,No,0.88563,1308,1479,0.86940,0.90186
2001,30-45 y.,Urban regions,Yes,0.09421,468,4840,0.08598,0.10244
2001,30-45 y.,Urban regions,No,0.90334,4372,4840,0.89502,0.91167
2001,30-45 y.,Rural regions,Yes,0.09227,232,2476,0.08087,0.10367
2001,30-45 y.,Rural regions,No,0.90574,2244,2476,0.89423,0.91725
2001,46-65 y.,Urban regions,Yes,0.11864,539,4605,0.10930,0.12798
2001,46-65 y.,Urban regions,No,0.87547,4066,4605,0.86594,0.88501
2001,46-65 y.,Rural regions,Yes,0.13289,321,2458,0.11947,0.14631
2001,46-65 y.,Rural regions,No,0.86238,2137,2458,0.84876,0.87600
2001,66 and older,Urban regions,Yes,0.18443,413,2199,0.16822,0.20065
2001,66 and older,Urban regions,No,0.81102,1786,2199,0.79465,0.82739
2001,66 and older,Rural regions,Yes,0.21920,244,1187,0.19565,0.24274
2001,66 and older,Rural regions,No,0.77674,943,1187,0.75304,0.80044
2002,17-29 y.,Urban regions,Yes,0.08940,236,2656,0.07855,0.10026
2002,17-29 y.,Urban regions,No,0.90718,2420,2656,0.89615,0.91822
2002,17-29 y.,Rural regions,Yes,0.08775,130,1477,0.07332,0.10219
2002,17-29 y.,Rural regions,No,0.90819,1347,1477,0.89346,0.92292
2002,30-45 y.,Urban regions,Yes,0.08196,415,4994,0.07435,0.08957
2002,30-45 y.,Urban regions,No,0.91532,4579,4994,0.90760,0.92304
2002,30-45 y.,Rural regions,Yes,0.09734,230,2432,0.08555,0.10912
2002,30-45 y.,Rural regions,No,0.90038,2202,2432,0.88848,0.91229
2002,46-65 y.,Urban regions,Yes,0.12147,620,5236,0.11262,0.13032
2002,46-65 y.,Urban regions,No,0.87554,4616,5236,0.86660,0.88449
2002,46-65 y.,Rural regions,Yes,0.12724,330,2603,0.11443,0.14004
2002,46-65 y.,Rural regions,No,0.87187,2273,2603,0.85903,0.88471
2002,66 and older,Urban regions,Yes,0.20400,469,2351,0.18770,0.22029
2002,66 and older,Urban regions,No,0.79271,1882,2351,0.77632,0.80910
2002,66 and older,Rural regions,Yes,0.22896,270,1230,0.20547,0.25245
2002,66 and older,Rural regions,No,0.76593,960,1230,0.74226,0.78960
2003,17-29 y.,Urban regions,Yes,0.09216,238,2600,0.08104,0.10328
2003,17-29 y.,Urban regions,No,0.90040,2362,2600,0.88889,0.91192
2003,17-29 y.,Rural regions,Yes,0.08600,118,1389,0.07125,0.10075
2003,17-29 y.,Rural regions,No,0.91293,1271,1389,0.89810,0.92776
2003,30-45 y.,Urban regions,Yes,0.09385,447,4652,0.08547,0.10223
2003,30-45 y.,Urban regions,No,0.90047,4205,4652,0.89187,0.90907
2003,30-45 y.,Rural regions,Yes,0.09030,221,2262,0.07849,0.10211
2003,30-45 y.,Rural regions,No,0.90729,2041,2262,0.89533,0.91924
2003,46-65 y.,Urban regions,Yes,0.12197,591,5029,0.11293,0.13102
2003,46-65 y.,Urban regions,No,0.87234,4438,5029,0.86312,0.88156
2003,46-65 y.,Rural regions,Yes,0.12706,319,2516,0.11404,0.14008
2003,46-65 y.,Rural regions,No,0.86907,2197,2516,0.85588,0.88225
2003,66 and older,Urban regions,Yes,0.17729,430,2388,0.16197,0.19261
2003,66 and older,Urban regions,No,0.81645,1958,2388,0.80092,0.83198
2003,66 and older,Rural regions,Yes,0.21715,252,1248,0.19427,0.24004
2003,66 and older,Rural regions,No,0.77972,996,1248,0.75672,0.80273
2004,17-29 y.,Urban regions,Yes,0.06730,185,2567,0.05760,0.07699
2004,17-29 y.,Urban regions,No,0.92512,2382,2567,0.91494,0.93531
2004,17-29 y.,Rural regions,Yes,0.07443,118,1374,0.06055,0.08832
2004,17-29 y.,Rural regions,No,0.92440,1256,1374,0.91041,0.93838
2004,30-45 y.,Urban regions,Yes,0.09154,413,4420,0.08303,0.10004
2004,30-45 y.,Urban regions,No,0.90424,4007,4420,0.89556,0.91291
2004,30-45 y.,Rural regions,Yes,0.09717,206,2093,0.08448,0.10986
2004,30-45 y.,Rural regions,No,0.90095,1887,2093,0.88815,0.91375
2004,46-65 y.,Urban regions,Yes,0.12253,581,4860,0.11331,0.13175
2004,46-65 y.,Urban regions,No,0.87422,4279,4860,0.86490,0.88354
2004,46-65 y.,Rural regions,Yes,0.12678,303,2486,0.11370,0.13987
2004,46-65 y.,Rural regions,No,0.86814,2183,2486,0.85484,0.88144
2004,66 and older,Urban regions,Yes,0.21875,502,2458,0.20241,0.23510
2004,66 and older,Urban regions,No,0.77666,1956,2458,0.76019,0.79313
2004,66 and older,Rural regions,Yes,0.22026,268,1292,0.19765,0.24286
2004,66 and older,Rural regions,No,0.77842,1024,1292,0.75577,0.80108
2005,17-29 y.,Urban regions,Yes,0.06288,158,2510,0.05338,0.07237
2005,17-29 y.,Urban regions,No,0.93138,2352,2510,0.92149,0.94128
2005,17-29 y.,Rural regions,Yes,0.08830,102,1301,0.07288,0.10372
2005,17-29 y.,Rural regions,No,0.90247,1199,1301,0.88634,0.91860
2005,30-45 y.,Urban regions,Yes,0.09115,363,4126,0.08237,0.09994
2005,30-45 y.,Urban regions,No,0.90607,3763,4126,0.89717,0.91498
2005,30-45 y.,Rural regions,Yes,0.09524,174,1943,0.08218,0.10830
2005,30-45 y.,Rural regions,No,0.89694,1769,1943,0.88341,0.91046
2005,46-65 y.,Urban regions,Yes,0.10597,461,4601,0.09708,0.11487
2005,46-65 y.,Urban regions,No,0.88861,4140,4601,0.87951,0.89770
2005,46-65 y.,Rural regions,Yes,0.12786,312,2389,0.11446,0.14125
2005,46-65 y.,Rural regions,No,0.86174,2077,2389,0.84790,0.87558
2005,66 and older,Urban regions,Yes,0.19491,478,2477,0.17931,0.21052
2005,66 and older,Urban regions,No,0.79906,1999,2477,0.78327,0.81484
2005,66 and older,Rural regions,Yes,0.18426,232,1278,0.16300,0.20553
2005,66 and older,Rural regions,No,0.81447,1046,1278,0.79315,0.83579
2006,17-29 y.,Urban regions,Yes,0.07306,179,2397,0.06264,0.08348
2006,17-29 y.,Urban regions,No,0.87097,2218,2397,0.85755,0.88439
2006,17-29 y.,Rural regions,Yes,0.08595,115,1277,0.07057,0.10133
2006,17-29 y.,Rural regions,No,0.84122,1162,1277,0.82117,0.86127
2006,30-45 y.,Urban regions,Yes,0.07755,343,4220,0.06947,0.08562
2006,30-45 y.,Urban regions,No,0.92042,3877,4220,0.91225,0.92858
2006,30-45 y.,Rural regions,Yes,0.09253,176,2055,0.08000,0.10507
2006,30-45 y.,Rural regions,No,0.90487,1879,2055,0.89218,0.91756
2006,46-65 y.,Urban regions,Yes,0.11073,522,4929,0.10197,0.11949
2006,46-65 y.,Urban regions,No,0.88736,4407,4929,0.87853,0.89619
2006,46-65 y.,Rural regions,Yes,0.12888,314,2633,0.11608,0.14168
2006,46-65 y.,Rural regions,No,0.86862,2319,2633,0.85571,0.88152
2006,66 and older,Urban regions,Yes,0.21726,595,2869,0.20217,0.23236
2006,66 and older,Urban regions,No,0.77904,2274,2869,0.76386,0.79423
2006,66 and older,Rural regions,Yes,0.21368,308,1549,0.19326,0.23410
2006,66 and older,Rural regions,No,0.78170,1241,1549,0.76112,0.80227
2007,17-29 y.,Urban regions,Yes,0.07795,171,2209,0.06677,0.08914
2007,17-29 y.,Urban regions,No,0.83860,2038,2209,0.82325,0.85394
2007,17-29 y.,Rural regions,Yes,0.08651,110,1174,0.07042,0.10260
2007,17-29 y.,Rural regions,No,0.82332,1064,1174,0.80149,0.84514
2007,30-45 y.,Urban regions,Yes,0.08535,310,3812,0.07648,0.09422
2007,30-45 y.,Urban regions,No,0.91138,3502,3812,0.90236,0.92041
2007,30-45 y.,Rural regions,Yes,0.08561,168,1886,0.07298,0.09824
2007,30-45 y.,Rural regions,No,0.91156,1718,1886,0.89874,0.92438
2007,46-65 y.,Urban regions,Yes,0.10395,488,4559,0.09509,0.11281
2007,46-65 y.,Urban regions,No,0.89118,4071,4559,0.88214,0.90022
2007,46-65 y.,Rural regions,Yes,0.11285,286,2485,0.10040,0.12529
2007,46-65 y.,Rural regions,No,0.88483,2199,2485,0.87228,0.89739
2007,66 and older,Urban regions,Yes,0.21118,583,2822,0.19612,0.22625
2007,66 and older,Urban regions,No,0.78658,2239,2822,0.77146,0.80170
2007,66 and older,Rural regions,Yes,0.21915,319,1505,0.19824,0.24006
2007,66 and older,Rural regions,No,0.76990,1186,1505,0.74863,0.79117
2008,17-29 y.,Urban regions,Yes,0.06214,152,2075,0.05175,0.07253
2008,17-29 y.,Urban regions,No,0.86192,1923,2075,0.84707,0.87676
2008,17-29 y.,Rural regions,Yes,0.06773,82,1064,0.05263,0.08284
2008,17-29 y.,Rural regions,No,0.85323,982,1064,0.83195,0.87450
2008,30-45 y.,Urban regions,Yes,0.07748,278,3442,0.06854,0.08641
2008,30-45 y.,Urban regions,No,0.92024,3164,3442,0.91119,0.92929
2008,30-45 y.,Rural regions,Yes,0.07915,142,1719,0.06638,0.09191
2008,30-45 y.,Rural regions,No,0.91804,1577,1719,0.90507,0.93101
2008,46-65 y.,Urban regions,Yes,0.10311,444,4315,0.09404,0.11219
2008,46-65 y.,Urban regions,No,0.89249,3871,4315,0.88325,0.90174
2008,46-65 y.,Rural regions,Yes,0.12303,293,2359,0.10977,0.13629
2008,46-65 y.,Rural regions,No,0.87024,2066,2359,0.85668,0.88381
2008,66 and older,Urban regions,Yes,0.18725,527,2787,0.17276,0.20173
2008,66 and older,Urban regions,No,0.80653,2260,2787,0.79186,0.82119
2008,66 and older,Rural regions,Yes,0.22962,327,1489,0.20825,0.25099
2008,66 and older,Rural regions,No,0.76048,1162,1489,0.73880,0.78217
2009,17-29 y.,Urban regions,Yes,0.06693,134,1870,0.05560,0.07826
2009,17-29 y.,Urban regions,No,0.85762,1736,1870,0.84178,0.87346
2009,17-29 y.,Rural regions,Yes,0.08653,89,979,0.06891,0.10415
2009,17-29 y.,Rural regions,No,0.86017,890,979,0.83844,0.88191
2009,30-45 y.,Urban regions,Yes,0.08945,276,3069,0.07936,0.09955
2009,30-45 y.,Urban regions,No,0.90779,2793,3069,0.89755,0.91802
2009,30-45 y.,Rural regions,Yes,0.10707,166,1599,0.09191,0.12223
