year,pgisced97,quintil_oecd,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Primary Level,2nd Quintile,Never,0.67392,69,69,0.56250,0.78534
2018,Lower Secondary Level,1st Quintile,Very often,0.07371,79,983,0.05737,0.09006
2018,Lower Secondary Level,1st Quintile,Often,0.07421,91,983,0.05782,0.09061
2018,Lower Secondary Level,1st Quintile,Sometimes,0.08298,93,983,0.06572,0.10023
2018,Lower Secondary Level,1st Quintile,Seldom,0.10908,116,983,0.08958,0.12858
2018,Lower Secondary Level,1st Quintile,Never,0.59581,604,983,0.56512,0.62650
2018,Lower Secondary Level,2nd Quintile,Very often,0.04628,51,708,0.03079,0.06177
2018,Lower Secondary Level,2nd Quintile,Often,0.07687,57,708,0.05724,0.09651
2018,Lower Secondary Level,2nd Quintile,Sometimes,0.09767,66,708,0.07579,0.11956
2018,Lower Secondary Level,2nd Quintile,Seldom,0.16295,94,708,0.13573,0.19018
2018,Lower Secondary Level,2nd Quintile,Never,0.59124,440,708,0.55500,0.62747
2018,Lower Secondary Level,3rd Quintile,Often,0.09563,47,423,0.06757,0.12369
2018,Lower Secondary Level,3rd Quintile,Sometimes,0.12113,45,423,0.09000,0.15227
2018,Lower Secondary Level,3rd Quintile,Seldom,0.13675,66,423,0.10397,0.16953
2018,Lower Secondary Level,3rd Quintile,Never,0.58958,265,423,0.54265,0.63652
2018,Lower Secondary Level,4th Quintile,Seldom,0.13111,34,171,0.08037,0.18185
2018,Lower Secondary Level,4th Quintile,Never,0.48722,137,171,0.41208,0.56236
2018,Lower Secondary Level,5th Quintile,Never,0.57718,69,69,0.45977,0.69460
2018,Upper Secondary Level,1st Quintile,Very often,0.05892,169,2204,0.04908,0.06875
2018,Upper Secondary Level,1st Quintile,Often,0.07938,219,2204,0.06809,0.09067
2018,Upper Secondary Level,1st Quintile,Sometimes,0.08024,174,2204,0.06889,0.09158
2018,Upper Secondary Level,1st Quintile,Seldom,0.14543,295,2204,0.13071,0.16015
2018,Upper Secondary Level,1st Quintile,Never,0.62123,1347,2204,0.60097,0.64148
2018,Upper Secondary Level,2nd Quintile,Very often,0.07079,170,2696,0.06111,0.08047
2018,Upper Secondary Level,2nd Quintile,Often,0.09192,264,2696,0.08101,0.10283
2018,Upper Secondary Level,2nd Quintile,Sometimes,0.09830,270,2696,0.08705,0.10954
2018,Upper Secondary Level,2nd Quintile,Seldom,0.14924,407,2696,0.13578,0.16269
2018,Upper Secondary Level,2nd Quintile,Never,0.58409,1585,2696,0.56548,0.60270
2018,Upper Secondary Level,3rd Quintile,Very often,0.05569,164,2381,0.04648,0.06490
2018,Upper Secondary Level,3rd Quintile,Often,0.09529,252,2381,0.08350,0.10709
2018,Upper Secondary Level,3rd Quintile,Sometimes,0.08923,224,2381,0.07778,0.10068
2018,Upper Secondary Level,3rd Quintile,Seldom,0.17166,415,2381,0.15651,0.18681
2018,Upper Secondary Level,3rd Quintile,Never,0.57548,1326,2381,0.55563,0.59534
2018,Upper Secondary Level,4th Quintile,Very often,0.06315,155,2091,0.05272,0.07358
2018,Upper Secondary Level,4th Quintile,Often,0.11084,218,2091,0.09738,0.12430
2018,Upper Secondary Level,4th Quintile,Sometimes,0.12073,247,2091,0.10676,0.13470
2018,Upper Secondary Level,4th Quintile,Seldom,0.19093,390,2091,0.17408,0.20778
2018,Upper Secondary Level,4th Quintile,Never,0.51339,1081,2091,0.49196,0.53482
2018,Upper Secondary Level,5th Quintile,Very often,0.06042,94,1568,0.04862,0.07221
2018,Upper Secondary Level,5th Quintile,Often,0.09805,165,1568,0.08333,0.11278
2018,Upper Secondary Level,5th Quintile,Sometimes,0.12710,205,1568,0.11061,0.14359
2018,Upper Secondary Level,5th Quintile,Seldom,0.19816,292,1568,0.17843,0.21790
2018,Upper Secondary Level,5th Quintile,Never,0.51148,812,1568,0.48673,0.53623
2018,Post-secondary Non-tertiary Level,1st Quintile,Very often,0.11878,38,359,0.08527,0.15230
2018,Post-secondary Non-tertiary Level,1st Quintile,Often,0.13325,38,359,0.09804,0.16845
2018,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.09654,34,359,0.06594,0.12713
2018,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.17635,55,359,0.13687,0.21583
2018,Post-secondary Non-tertiary Level,1st Quintile,Never,0.45173,194,359,0.40018,0.50329
2018,Post-secondary Non-tertiary Level,2nd Quintile,Very often,0.07234,38,438,0.04805,0.09663
2018,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.12264,45,438,0.09189,0.15340
2018,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.14555,58,438,0.11248,0.17861
2018,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.12294,65,438,0.09215,0.15373
2018,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.53568,232,438,0.48892,0.58244
2018,Post-secondary Non-tertiary Level,3rd Quintile,Very often,0.07350,39,458,0.04958,0.09743
2018,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.09982,53,458,0.07234,0.12731
2018,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.09904,57,458,0.07165,0.12643
2018,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.21428,81,458,0.17666,0.25190
2018,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.51247,228,458,0.46664,0.55830
2018,Post-secondary Non-tertiary Level,4th Quintile,Very often,0.04791,31,426,0.02760,0.06821
2018,Post-secondary Non-tertiary Level,4th Quintile,Often,0.07583,35,426,0.05066,0.10100
2018,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.12667,60,426,0.09505,0.15829
2018,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.21419,77,426,0.17518,0.25319
2018,Post-secondary Non-tertiary Level,4th Quintile,Never,0.53537,223,426,0.48795,0.58279
2018,Post-secondary Non-tertiary Level,5th Quintile,Often,0.09159,49,336,0.06070,0.12248
2018,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.16775,46,336,0.12774,0.20776
2018,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.19712,76,336,0.15452,0.23973
2018,Post-secondary Non-tertiary Level,5th Quintile,Never,0.45509,165,336,0.40176,0.50841
2018,First Stage of Tertiary Education,1st Quintile,Never,0.41250,50,50,0.27466,0.55034
2018,First Stage of Tertiary Education,2nd Quintile,Often,0.12162,40,225,0.07881,0.16442
2018,First Stage of Tertiary Education,2nd Quintile,Seldom,0.21131,45,225,0.15785,0.26477
2018,First Stage of Tertiary Education,2nd Quintile,Never,0.56341,140,225,0.49846,0.62836
2018,First Stage of Tertiary Education,3rd Quintile,Often,0.11053,39,278,0.07361,0.14746
2018,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.12162,35,278,0.08313,0.16011
2018,First Stage of Tertiary Education,3rd Quintile,Seldom,0.18289,54,278,0.13736,0.22841
2018,First Stage of Tertiary Education,3rd Quintile,Never,0.50361,150,278,0.44473,0.56249
2018,First Stage of Tertiary Education,4th Quintile,Often,0.08826,33,331,0.05766,0.11887
2018,First Stage of Tertiary Education,4th Quintile,Sometimes,0.17700,54,331,0.13582,0.21818
2018,First Stage of Tertiary Education,4th Quintile,Seldom,0.16443,60,331,0.12444,0.20443
2018,First Stage of Tertiary Education,4th Quintile,Never,0.50597,184,331,0.45203,0.55992
2018,First Stage of Tertiary Education,5th Quintile,Often,0.10837,40,354,0.07594,0.14080
2018,First Stage of Tertiary Education,5th Quintile,Sometimes,0.13196,47,354,0.09665,0.16727
2018,First Stage of Tertiary Education,5th Quintile,Seldom,0.22342,90,354,0.17997,0.26687
2018,First Stage of Tertiary Education,5th Quintile,Never,0.47761,177,354,0.42550,0.52971
2018,Second Stage of Tertiary Education,1st Quintile,Often,0.08617,44,455,0.06036,0.11199
2018,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.10822,59,455,0.07964,0.13680
2018,Second Stage of Tertiary Education,1st Quintile,Seldom,0.15037,72,455,0.11749,0.18324
2018,Second Stage of Tertiary Education,1st Quintile,Never,0.55523,280,455,0.50952,0.60094
2018,Second Stage of Tertiary Education,2nd Quintile,Very often,0.06232,50,696,0.04435,0.08029
2018,Second Stage of Tertiary Education,2nd Quintile,Often,0.09941,78,696,0.07716,0.12166
2018,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.10623,82,696,0.08332,0.12913
2018,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.16631,116,696,0.13862,0.19399
2018,Second Stage of Tertiary Education,2nd Quintile,Never,0.56050,370,696,0.52360,0.59740
2018,Second Stage of Tertiary Education,3rd Quintile,Very often,0.07207,75,946,0.05558,0.08856
2018,Second Stage of Tertiary Education,3rd Quintile,Often,0.09235,118,946,0.07389,0.11081
2018,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.08635,91,946,0.06844,0.10426
2018,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.19660,191,946,0.17126,0.22194
2018,Second Stage of Tertiary Education,3rd Quintile,Never,0.54818,471,946,0.51645,0.57991
2018,Second Stage of Tertiary Education,4th Quintile,Very often,0.07826,108,1429,0.06433,0.09219
2018,Second Stage of Tertiary Education,4th Quintile,Often,0.11771,191,1429,0.10099,0.13442
2018,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.11725,195,1429,0.10057,0.13394
2018,Second Stage of Tertiary Education,4th Quintile,Seldom,0.20369,284,1429,0.18280,0.22458
2018,Second Stage of Tertiary Education,4th Quintile,Never,0.48215,651,1429,0.45623,0.50806
2018,Second Stage of Tertiary Education,5th Quintile,Very often,0.07140,188,2514,0.06134,0.08147
2018,Second Stage of Tertiary Education,5th Quintile,Often,0.09947,254,2514,0.08777,0.11117
2018,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.13430,337,2514,0.12097,0.14764
2018,Second Stage of Tertiary Education,5th Quintile,Seldom,0.22437,552,2514,0.20806,0.24068
2018,Second Stage of Tertiary Education,5th Quintile,Never,0.46985,1183,2514,0.45033,0.48936
