year,bula_h,pgisced97,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Saxony,Lower Secondary Level,Sometimes,0.16903,38,293,0.12604,0.21202
2013,Lower Saxony,Lower Secondary Level,Seldom,0.20738,63,293,0.16087,0.25388
2013,Lower Saxony,Lower Secondary Level,Never,0.47249,153,293,0.41523,0.52975
2013,Lower Saxony,Upper Secondary Level,Very often,0.04543,79,1230,0.03379,0.05707
2013,Lower Saxony,Upper Secondary Level,Often,0.11485,174,1230,0.09702,0.13268
2013,Lower Saxony,Upper Secondary Level,Sometimes,0.11873,144,1230,0.10065,0.13682
2013,Lower Saxony,Upper Secondary Level,Seldom,0.18422,238,1230,0.16255,0.20589
2013,Lower Saxony,Upper Secondary Level,Never,0.53677,595,1230,0.50889,0.56465
2013,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.18373,33,105,0.10930,0.25816
2013,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.45921,72,105,0.36344,0.55499
2013,Lower Saxony,First Stage of Tertiary Education,Seldom,0.22118,36,86,0.13295,0.30942
2013,Lower Saxony,First Stage of Tertiary Education,Never,0.49956,50,86,0.39327,0.60586
2013,Lower Saxony,Second Stage of Tertiary Education,Very often,0.03372,31,483,0.01760,0.04983
2013,Lower Saxony,Second Stage of Tertiary Education,Often,0.15015,89,483,0.11826,0.18204
2013,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.09975,64,483,0.07299,0.12650
2013,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.18753,84,483,0.15268,0.22237
2013,Lower Saxony,Second Stage of Tertiary Education,Never,0.52886,215,483,0.48430,0.57343
2013,Bremen,Upper Secondary Level,Never,0.78912,59,59,0.68413,0.89411
2013,North Rhine-Westphalia,No answer / don't know,Never,0.56172,70,70,0.44465,0.67880
2013,North Rhine-Westphalia,Pre-primary Level,Never,0.71427,80,80,0.61464,0.81389
2013,North Rhine-Westphalia,Primary Level,Never,0.73339,56,56,0.61652,0.85025
2013,North Rhine-Westphalia,Lower Secondary Level,Often,0.04824,41,605,0.03115,0.06533
2013,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.09200,58,605,0.06895,0.11505
2013,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.17862,113,605,0.14807,0.20916
2013,North Rhine-Westphalia,Lower Secondary Level,Never,0.64366,393,605,0.60547,0.68186
2013,North Rhine-Westphalia,Upper Secondary Level,Very often,0.03939,105,2225,0.03131,0.04748
2013,North Rhine-Westphalia,Upper Secondary Level,Often,0.07358,190,2225,0.06273,0.08444
2013,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.06811,165,2225,0.05764,0.07858
2013,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.17070,364,2225,0.15507,0.18634
2013,North Rhine-Westphalia,Upper Secondary Level,Never,0.64821,1401,2225,0.62837,0.66806
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very often,0.03696,32,508,0.02054,0.05338
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.08243,52,508,0.05849,0.10637
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.08069,48,508,0.05698,0.10439
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.16867,83,508,0.13608,0.20127
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.63125,293,508,0.58925,0.67324
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.21978,57,223,0.16531,0.27426
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.57922,166,223,0.51428,0.64416
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Very often,0.05404,61,1108,0.04072,0.06736
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.08060,107,1108,0.06456,0.09664
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.09564,112,1108,0.07831,0.11296
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.17843,197,1108,0.15587,0.20098
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.59130,631,1108,0.56234,0.62026
2013,Hesse,Lower Secondary Level,Never,0.68479,116,116,0.59987,0.76970
2013,Hesse,Upper Secondary Level,Very often,0.05662,59,751,0.04008,0.07316
2013,Hesse,Upper Secondary Level,Often,0.10010,79,751,0.07862,0.12158
2013,Hesse,Upper Secondary Level,Sometimes,0.11341,92,751,0.09071,0.13610
2013,Hesse,Upper Secondary Level,Seldom,0.12784,115,751,0.10394,0.15174
2013,Hesse,Upper Secondary Level,Never,0.60204,406,751,0.56701,0.63707
2013,Hesse,Post-secondary Non-tertiary Level,Never,0.56863,71,71,0.45260,0.68465
2013,Hesse,First Stage of Tertiary Education,Never,0.44338,35,35,0.27639,0.61036
2013,Hesse,Second Stage of Tertiary Education,Very often,0.07812,42,489,0.05431,0.10193
2013,Hesse,Second Stage of Tertiary Education,Often,0.11289,72,489,0.08481,0.14097
2013,Hesse,Second Stage of Tertiary Education,Sometimes,0.09411,48,489,0.06820,0.12001
2013,Hesse,Second Stage of Tertiary Education,Seldom,0.23619,96,489,0.19850,0.27387
2013,Hesse,Second Stage of Tertiary Education,Never,0.47870,231,489,0.43437,0.52302
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.74408,122,122,0.66633,0.82184
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very often,0.04062,39,682,0.02580,0.05545
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.08608,66,682,0.06501,0.10714
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.08942,63,682,0.06799,0.11085
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.16949,102,682,0.14131,0.19767
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.61439,412,682,0.57783,0.65095
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.44978,48,48,0.30756,0.59201
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.42036,49,49,0.28071,0.56000
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Often,0.10665,31,230,0.06667,0.14663
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.11627,39,230,0.07476,0.15779
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.19338,52,230,0.14223,0.24453
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.48982,108,230,0.42508,0.55457
2013,Baden-Wuerttemberg,Lower Secondary Level,Often,0.07370,39,313,0.04471,0.10269
2013,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.11649,47,313,0.08089,0.15209
2013,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.17412,47,313,0.13204,0.21620
2013,Baden-Wuerttemberg,Lower Secondary Level,Never,0.57076,180,313,0.51584,0.62569
2013,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.07850,142,1393,0.06437,0.09263
2013,Baden-Wuerttemberg,Upper Secondary Level,Often,0.10645,191,1393,0.09024,0.12265
2013,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.11390,167,1393,0.09721,0.13059
2013,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.19436,251,1393,0.17358,0.21515
2013,Baden-Wuerttemberg,Upper Secondary Level,Never,0.50679,642,1393,0.48053,0.53305
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.26889,38,122,0.18989,0.34789
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.42407,84,122,0.33602,0.51213
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Often,0.18210,42,180,0.12556,0.23864
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.23322,46,180,0.17127,0.29517
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.42697,92,180,0.35450,0.49943
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very often,0.10097,67,706,0.07872,0.12321
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.12485,110,706,0.10045,0.14925
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.13397,113,706,0.10883,0.15911
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.20608,137,706,0.17622,0.23594
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.43414,279,706,0.39755,0.47072
2013,Bavaria,Lower Secondary Level,Often,0.07206,41,376,0.04589,0.09823
2013,Bavaria,Lower Secondary Level,Sometimes,0.12001,46,376,0.08712,0.15290
2013,Bavaria,Lower Secondary Level,Seldom,0.17188,67,376,0.13369,0.21006
2013,Bavaria,Lower Secondary Level,Never,0.57750,222,376,0.52751,0.62750
2013,Bavaria,Upper Secondary Level,Very often,0.07075,211,2104,0.05979,0.08171
2013,Bavaria,Upper Secondary Level,Often,0.11726,262,2104,0.10350,0.13101
2013,Bavaria,Upper Secondary Level,Sometimes,0.10041,248,2104,0.08756,0.11325
2013,Bavaria,Upper Secondary Level,Seldom,0.19929,391,2104,0.18222,0.21637
2013,Bavaria,Upper Secondary Level,Never,0.51229,992,2104,0.49093,0.53365
2013,Bavaria,Post-secondary Non-tertiary Level,Often,0.13711,40,172,0.08556,0.18867
2013,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.15742,38,172,0.10284,0.21201
2013,Bavaria,Post-secondary Non-tertiary Level,Never,0.50920,94,172,0.43427,0.58413
2013,Bavaria,First Stage of Tertiary Education,Often,0.15150,54,262,0.10800,0.19500
2013,Bavaria,First Stage of Tertiary Education,Sometimes,0.13754,47,262,0.09576,0.17933
2013,Bavaria,First Stage of Tertiary Education,Seldom,0.17642,56,262,0.13018,0.22267
2013,Bavaria,First Stage of Tertiary Education,Never,0.39905,105,262,0.33964,0.45846
2013,Bavaria,Second Stage of Tertiary Education,Very often,0.09535,84,799,0.07497,0.11573
2013,Bavaria,Second Stage of Tertiary Education,Often,0.15695,112,799,0.13171,0.18219
2013,Bavaria,Second Stage of Tertiary Education,Sometimes,0.13778,137,799,0.11387,0.16170
2013,Bavaria,Second Stage of Tertiary Education,Seldom,0.21488,174,799,0.18638,0.24338
2013,Bavaria,Second Stage of Tertiary Education,Never,0.39503,292,799,0.36111,0.42895
2013,Berlin,Lower Secondary Level,Never,0.85065,46,46,0.74650,0.95479
2013,Berlin,Upper Secondary Level,Seldom,0.15860,67,324,0.11876,0.19844
2013,Berlin,Upper Secondary Level,Never,0.68929,257,324,0.63882,0.73976
2013,Berlin,First Stage of Tertiary Education,Never,0.79812,46,46,0.68083,0.91540
2013,Berlin,Second Stage of Tertiary Education,Often,0.08790,41,325,0.05707,0.11873
2013,Berlin,Second Stage of Tertiary Education,Seldom,0.16637,69,325,0.12582,0.20692
2013,Berlin,Second Stage of Tertiary Education,Never,0.64195,215,325,0.58975,0.69416
2013,Brandenburg,Lower Secondary Level,Never,0.50904,39,39,0.35009,0.66800
2013,Brandenburg,Upper Secondary Level,Often,0.06920,42,489,0.04668,0.09172
2013,Brandenburg,Upper Secondary Level,Sometimes,0.12164,60,489,0.09264,0.15064
2013,Brandenburg,Upper Secondary Level,Seldom,0.19303,101,489,0.15801,0.22805
2013,Brandenburg,Upper Secondary Level,Never,0.56550,286,489,0.52152,0.60949
2013,Brandenburg,Post-secondary Non-tertiary Level,Never,0.57665,35,35,0.41057,0.74273
2013,Brandenburg,First Stage of Tertiary Education,Never,0.47101,32,32,0.29529,0.64673
2013,Brandenburg,Second Stage of Tertiary Education,Often,0.12297,31,245,0.08176,0.16418
2013,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.17972,32,245,0.13154,0.22789
2013,Brandenburg,Second Stage of Tertiary Education,Seldom,0.16561,48,245,0.11897,0.21225
2013,Brandenburg,Second Stage of Tertiary Education,Never,0.49061,134,245,0.42788,0.55333
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.20256,54,249,0.15254,0.25258
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.60996,195,249,0.54925,0.67067
2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.21101,31,96,0.12896,0.29306
2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.49859,65,96,0.39804,0.59913
2013,Saxony,Lower Secondary Level,Never,0.65739,58,58,0.53418,0.78059
2013,Saxony,Upper Secondary Level,Very often,0.04299,44,917,0.02985,0.05612
2013,Saxony,Upper Secondary Level,Often,0.07602,80,917,0.05886,0.09318
2013,Saxony,Upper Secondary Level,Sometimes,0.10037,89,917,0.08091,0.11983
2013,Saxony,Upper Secondary Level,Seldom,0.16446,143,917,0.14045,0.18846
2013,Saxony,Upper Secondary Level,Never,0.61617,561,917,0.58468,0.64766
2013,Saxony,Post-secondary Non-tertiary Level,Never,0.60240,36,36,0.44026,0.76454
2013,Saxony,First Stage of Tertiary Education,Never,0.56849,71,71,0.45247,0.68452
2013,Saxony,Second Stage of Tertiary Education,Often,0.10854,52,432,0.07917,0.13791
2013,Saxony,Second Stage of Tertiary Education,Sometimes,0.09253,53,432,0.06518,0.11989
2013,Saxony,Second Stage of Tertiary Education,Seldom,0.23667,97,432,0.19654,0.27680
2013,Saxony,Second Stage of Tertiary Education,Never,0.52335,230,432,0.47620,0.57050
2013,Saxony-Anhalt,Lower Secondary Level,Never,0.62849,47,47,0.48885,0.76813
2013,Saxony-Anhalt,Upper Secondary Level,Often,0.07460,45,493,0.05138,0.09782
2013,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.08609,34,493,0.06131,0.11088
2013,Saxony-Anhalt,Upper Secondary Level,Seldom,0.15185,83,493,0.12014,0.18356
2013,Saxony-Anhalt,Upper Secondary Level,Never,0.61504,331,493,0.57204,0.65804
2013,Saxony-Anhalt,First Stage of Tertiary Education,Never,0.54761,44,44,0.39884,0.69638
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.25092,54,151,0.18154,0.32030
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.46923,97,151,0.38937,0.54910
2013,Thuringa,Lower Secondary Level,Never,0.73197,38,38,0.58924,0.87469
2013,Thuringa,Upper Secondary Level,Often,0.09201,48,562,0.06810,0.11593
2013,Thuringa,Upper Secondary Level,Sometimes,0.10565,83,562,0.08022,0.13109
2013,Thuringa,Upper Secondary Level,Seldom,0.19618,117,562,0.16332,0.22904
2013,Thuringa,Upper Secondary Level,Never,0.57946,314,562,0.53861,0.62031
2013,Thuringa,First Stage of Tertiary Education,Never,0.56358,37,37,0.40157,0.72559
2013,Thuringa,Second Stage of Tertiary Education,Seldom,0.19802,49,149,0.13381,0.26222
2013,Thuringa,Second Stage of Tertiary Education,Never,0.53951,100,149,0.45921,0.61982
2018,Schleswig-Holstein,Lower Secondary Level,Never,0.52119,59,59,0.39262,0.64975
2018,Schleswig-Holstein,Upper Secondary Level,Often,0.09578,43,406,0.06711,0.12444
2018,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.12187,45,406,0.09001,0.15373
2018,Schleswig-Holstein,Upper Secondary Level,Seldom,0.15676,69,406,0.12135,0.19217
2018,Schleswig-Holstein,Upper Secondary Level,Never,0.57650,249,406,0.52838,0.62462
2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Never,0.51083,40,40,0.35394,0.66772
2018,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.22066,34,130,0.14910,0.29222
2018,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.48323,96,130,0.39699,0.56946
2018,Hamburg,Upper Secondary Level,Never,0.74962,127,127,0.67398,0.82527
2018,Hamburg,Second Stage of Tertiary Education,Seldom,0.18109,41,139,0.11684,0.24535
2018,Hamburg,Second Stage of Tertiary Education,Never,0.57121,98,139,0.48864,0.65378
2018,Lower Saxony,Primary Level,Never,0.58267,34,34,0.41442,0.75092
2018,Lower Saxony,Lower Secondary Level,Very often,0.09331,37,311,0.06093,0.12569
2018,Lower Saxony,Lower Secondary Level,Sometimes,0.13556,42,311,0.09745,0.17366
2018,Lower Saxony,Lower Secondary Level,Seldom,0.19433,58,311,0.15028,0.23838
2018,Lower Saxony,Lower Secondary Level,Never,0.51343,174,311,0.45779,0.56907
2018,Lower Saxony,Upper Secondary Level,Very often,0.05412,84,1139,0.04098,0.06727
2018,Lower Saxony,Upper Secondary Level,Often,0.12125,129,1139,0.10229,0.14022
2018,Lower Saxony,Upper Secondary Level,Sometimes,0.10964,117,1139,0.09149,0.12780
2018,Lower Saxony,Upper Secondary Level,Seldom,0.19812,230,1139,0.17496,0.22128
2018,Lower Saxony,Upper Secondary Level,Never,0.51686,579,1139,0.48783,0.54590
2018,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.16947,42,155,0.11021,0.22872
2018,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.55459,113,155,0.47610,0.63309
2018,Lower Saxony,First Stage of Tertiary Education,Never,0.59285,53,53,0.45932,0.72639
2018,Lower Saxony,Second Stage of Tertiary Education,Very often,0.02454,34,534,0.01141,0.03768
2018,Lower Saxony,Second Stage of Tertiary Education,Often,0.12414,73,534,0.09615,0.15214
2018,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.17561,72,534,0.14330,0.20791
2018,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.16988,111,534,0.13800,0.20176
2018,Lower Saxony,Second Stage of Tertiary Education,Never,0.50583,244,534,0.46338,0.54827
2018,Bremen,Upper Secondary Level,Never,0.71572,52,52,0.59192,0.83952
2018,Bremen,Second Stage of Tertiary Education,Never,0.70850,37,37,0.56004,0.85695
2018,North Rhine-Westphalia,No answer / don't know,Seldom,0.17152,35,123,0.10463,0.23841
2018,North Rhine-Westphalia,No answer / don't know,Never,0.56649,88,123,0.47855,0.65443
2018,North Rhine-Westphalia,Pre-primary Level,Never,0.69595,62,62,0.58051,0.81139
2018,North Rhine-Westphalia,Primary Level,Never,0.63219,103,103,0.53861,0.72578
2018,North Rhine-Westphalia,Lower Secondary Level,Very often,0.05656,39,648,0.03876,0.07436
2018,North Rhine-Westphalia,Lower Secondary Level,Often,0.06192,49,648,0.04335,0.08049
2018,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.07364,59,648,0.05352,0.09377
2018,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.13137,78,648,0.10534,0.15740
2018,North Rhine-Westphalia,Lower Secondary Level,Never,0.67651,423,648,0.64046,0.71256
2018,North Rhine-Westphalia,Upper Secondary Level,Very often,0.04873,132,2283,0.03990,0.05756
2018,North Rhine-Westphalia,Upper Secondary Level,Often,0.07085,197,2283,0.06033,0.08138
2018,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.08868,198,2283,0.07701,0.10034
2018,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.15346,357,2283,0.13867,0.16825
2018,North Rhine-Westphalia,Upper Secondary Level,Never,0.63828,1399,2283,0.61856,0.65799
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very often,0.06725,56,611,0.04737,0.08712
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.09922,52,611,0.07549,0.12294
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.11696,63,611,0.09146,0.14246
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.18465,93,611,0.15386,0.21545
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.53192,347,611,0.49232,0.57152
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Often,0.12204,32,218,0.07848,0.16559
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.18817,53,218,0.13616,0.24017
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.52208,133,218,0.45562,0.58854
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Very often,0.06569,75,1174,0.05152,0.07987
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.06903,111,1174,0.05452,0.08353
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.11080,122,1174,0.09284,0.12876
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.25838,231,1174,0.23333,0.28343
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.49610,635,1174,0.46749,0.52472
2018,Hesse,No answer / don't know,Never,0.69610,31,31,0.53151,0.86068
2018,Hesse,Lower Secondary Level,Never,0.59899,119,119,0.51056,0.68742
2018,Hesse,Upper Secondary Level,Very often,0.09083,66,689,0.06936,0.11230
2018,Hesse,Upper Secondary Level,Often,0.12739,75,689,0.10248,0.15230
2018,Hesse,Upper Secondary Level,Sometimes,0.12256,77,689,0.09806,0.14707
2018,Hesse,Upper Secondary Level,Seldom,0.16638,116,689,0.13855,0.19421
2018,Hesse,Upper Secondary Level,Never,0.49284,355,689,0.45548,0.53020
2018,Hesse,Post-secondary Non-tertiary Level,Never,0.46108,62,62,0.33598,0.58617
2018,Hesse,First Stage of Tertiary Education,Never,0.46524,33,33,0.29242,0.63806
2018,Hesse,Second Stage of Tertiary Education,Very often,0.12114,49,486,0.09210,0.15018
2018,Hesse,Second Stage of Tertiary Education,Often,0.11302,55,486,0.08484,0.14119
2018,Hesse,Second Stage of Tertiary Education,Sometimes,0.08642,55,486,0.06142,0.11143
2018,Hesse,Second Stage of Tertiary Education,Seldom,0.25228,114,486,0.21362,0.29093
2018,Hesse,Second Stage of Tertiary Education,Never,0.42714,213,486,0.38312,0.47117
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.12973,33,177,0.08009,0.17937
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.61357,144,177,0.54163,0.68551
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very often,0.06004,52,664,0.04196,0.07813
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.10358,61,664,0.08039,0.12678
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.08288,59,664,0.06190,0.10387
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.17410,96,664,0.14523,0.20296
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.57940,396,664,0.54182,0.61697
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.39580,61,61,0.27206,0.51954
2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.49920,46,46,0.35311,0.64529
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.10666,31,225,0.06623,0.14708
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.18265,57,225,0.13205,0.23324
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.52427,137,225,0.45887,0.58968
2018,Baden-Wuerttemberg,No answer / don't know,Never,0.59571,39,39,0.43968,0.75175
2018,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.16896,43,214,0.11863,0.21928
2018,Baden-Wuerttemberg,Lower Secondary Level,Never,0.64075,171,214,0.57631,0.70518
2018,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.08234,97,1163,0.06654,0.09815
2018,Baden-Wuerttemberg,Upper Secondary Level,Often,0.12700,148,1163,0.10786,0.14615
2018,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.11249,145,1163,0.09432,0.13066
2018,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.17679,181,1163,0.15485,0.19872
2018,Baden-Wuerttemberg,Upper Secondary Level,Never,0.50138,592,1163,0.47263,0.53013
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Often,0.13161,31,179,0.08194,0.18127
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.19063,43,179,0.13293,0.24834
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.45062,105,179,0.37752,0.52371
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.49963,80,80,0.38938,0.60989
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very often,0.08489,71,814,0.06573,0.10405
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.10085,100,814,0.08015,0.12155
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.14771,127,814,0.12332,0.17210
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.19726,152,814,0.16991,0.22461
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.46929,364,814,0.43498,0.50359
2018,Bavaria,No answer / don't know,Never,0.41960,38,38,0.26059,0.57862
2018,Bavaria,Primary Level,Never,0.81153,35,35,0.68007,0.94299
2018,Bavaria,Lower Secondary Level,Very often,0.08882,37,392,0.06062,0.11702
2018,Bavaria,Lower Secondary Level,Often,0.08756,37,392,0.05954,0.11557
2018,Bavaria,Lower Secondary Level,Sometimes,0.13393,35,392,0.10017,0.16769
2018,Bavaria,Lower Secondary Level,Seldom,0.14091,47,392,0.10642,0.17540
2018,Bavaria,Lower Secondary Level,Never,0.54878,236,392,0.49945,0.59810
2018,Bavaria,Upper Secondary Level,Very often,0.08303,164,1890,0.07058,0.09547
2018,Bavaria,Upper Secondary Level,Often,0.10116,229,1890,0.08756,0.11476
2018,Bavaria,Upper Secondary Level,Sometimes,0.12033,229,1890,0.10566,0.13501
2018,Bavaria,Upper Secondary Level,Seldom,0.21009,350,1890,0.19172,0.22846
2018,Bavaria,Upper Secondary Level,Never,0.48539,918,1890,0.46285,0.50793
2018,Bavaria,Post-secondary Non-tertiary Level,Often,0.11671,36,258,0.07746,0.15597
2018,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.13396,44,258,0.09232,0.17561
2018,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.18123,45,258,0.13413,0.22832
2018,Bavaria,Post-secondary Non-tertiary Level,Never,0.49411,133,258,0.43299,0.55524
2018,Bavaria,First Stage of Tertiary Education,Often,0.13803,35,225,0.09286,0.18320
2018,Bavaria,First Stage of Tertiary Education,Sometimes,0.18808,38,225,0.13690,0.23925
2018,Bavaria,First Stage of Tertiary Education,Seldom,0.20891,43,225,0.15567,0.26215
2018,Bavaria,First Stage of Tertiary Education,Never,0.39945,109,225,0.33531,0.46359
2018,Bavaria,Second Stage of Tertiary Education,Very often,0.08581,93,985,0.06831,0.10331
2018,Bavaria,Second Stage of Tertiary Education,Often,0.14567,127,985,0.12363,0.16772
2018,Bavaria,Second Stage of Tertiary Education,Sometimes,0.10824,148,985,0.08883,0.12765
2018,Bavaria,Second Stage of Tertiary Education,Seldom,0.19648,200,985,0.17165,0.22130
2018,Bavaria,Second Stage of Tertiary Education,Never,0.46380,417,985,0.43264,0.49496
2018,Berlin,Lower Secondary Level,Never,0.77571,50,50,0.65892,0.89250
2018,Berlin,Upper Secondary Level,Seldom,0.16040,58,297,0.11859,0.20221
2018,Berlin,Upper Secondary Level,Never,0.69574,239,297,0.64332,0.74815
2018,Berlin,Post-secondary Non-tertiary Level,Never,0.66307,39,39,0.51279,0.81335
2018,Berlin,First Stage of Tertiary Education,Never,0.68274,37,37,0.53070,0.83477
2018,Berlin,Second Stage of Tertiary Education,Often,0.08721,38,403,0.05963,0.11479
2018,Berlin,Second Stage of Tertiary Education,Sometimes,0.08918,35,403,0.06132,0.11704
2018,Berlin,Second Stage of Tertiary Education,Seldom,0.16095,73,403,0.12502,0.19687
2018,Berlin,Second Stage of Tertiary Education,Never,0.62541,257,403,0.57809,0.67272
2018,Brandenburg,Lower Secondary Level,Never,0.60689,60,60,0.48225,0.73152
