year,age_gr,bula_h,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,46-65 y.,Baden-Wuerttemberg,No,0.88438,534,608,0.85894,0.90981
1986,46-65 y.,Bavaria,Yes,0.11996,63,525,0.09214,0.14778
1986,46-65 y.,Bavaria,No,0.88004,462,525,0.85222,0.90786
1986,46-65 y.,Berlin,No,0.88950,104,104,0.82895,0.95004
1986,66 and older,Hamburg,No,0.83701,32,32,0.70699,0.96703
1986,66 and older,Lower Saxony,No,0.82490,101,101,0.75041,0.89939
1986,66 and older,North Rhine-Westphalia,Yes,0.15089,36,235,0.10503,0.19675
1986,66 and older,North Rhine-Westphalia,No,0.84911,199,235,0.80325,0.89497
1986,66 and older,Hesse,No,0.78810,68,68,0.69025,0.88596
1986,66 and older,"Rhineland-Palatinate, Saarland",No,0.76953,75,75,0.67358,0.86548
1986,66 and older,Baden-Wuerttemberg,No,0.82166,132,132,0.75610,0.88721
1986,66 and older,Bavaria,Yes,0.17611,34,186,0.12122,0.23100
1986,66 and older,Bavaria,No,0.82389,152,186,0.76900,0.87878
1987,17-29 y.,Schleswig-Holstein,No,0.88347,77,77,0.81133,0.95561
1987,17-29 y.,Hamburg,No,0.83918,38,38,0.72081,0.95756
1987,17-29 y.,Lower Saxony,Yes,0.10908,38,325,0.07513,0.14302
1987,17-29 y.,Lower Saxony,No,0.89092,287,325,0.85698,0.92487
1987,17-29 y.,North Rhine-Westphalia,Yes,0.11693,99,810,0.09478,0.13907
1987,17-29 y.,North Rhine-Westphalia,No,0.88307,711,810,0.86093,0.90522
1987,17-29 y.,Hesse,Yes,0.12062,36,309,0.08424,0.15699
1987,17-29 y.,Hesse,No,0.87938,273,309,0.84301,0.91576
1987,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.90473,203,203,0.86425,0.94522
1987,17-29 y.,Baden-Wuerttemberg,Yes,0.10544,72,593,0.08070,0.13018
1987,17-29 y.,Baden-Wuerttemberg,No,0.89456,521,593,0.86982,0.91930
1987,17-29 y.,Bavaria,Yes,0.13473,62,494,0.10459,0.16487
1987,17-29 y.,Bavaria,No,0.86527,432,494,0.83513,0.89541
1987,17-29 y.,Berlin,No,0.88937,81,81,0.82064,0.95811
1987,30-45 y.,Schleswig-Holstein,No,0.91585,103,103,0.86197,0.96972
1987,30-45 y.,Hamburg,No,0.90796,70,70,0.83975,0.97617
1987,30-45 y.,Lower Saxony,No,0.90501,274,274,0.87023,0.93979
1987,30-45 y.,North Rhine-Westphalia,Yes,0.09853,95,921,0.07927,0.11778
1987,30-45 y.,North Rhine-Westphalia,No,0.90147,826,921,0.88222,0.92073
1987,30-45 y.,Hesse,No,0.90236,289,289,0.86808,0.93664
1987,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.88807,155,155,0.83827,0.93787
1987,30-45 y.,Baden-Wuerttemberg,Yes,0.14451,82,592,0.11616,0.17285
1987,30-45 y.,Baden-Wuerttemberg,No,0.85549,510,592,0.82715,0.88384
1987,30-45 y.,Bavaria,Yes,0.09149,47,531,0.06694,0.11603
1987,30-45 y.,Bavaria,No,0.90851,484,531,0.88397,0.93306
1987,30-45 y.,Berlin,No,0.94457,103,103,0.90016,0.98898
1987,46-65 y.,Schleswig-Holstein,No,0.92149,87,87,0.86464,0.97834
1987,46-65 y.,Hamburg,No,0.96974,65,65,0.92777,1.01171
1987,46-65 y.,Lower Saxony,Yes,0.12552,44,350,0.09076,0.16028
1987,46-65 y.,Lower Saxony,No,0.87448,306,350,0.83972,0.90924
1987,46-65 y.,North Rhine-Westphalia,Yes,0.11206,97,840,0.09071,0.13340
1987,46-65 y.,North Rhine-Westphalia,No,0.88794,743,840,0.86660,0.90929
1987,46-65 y.,Hesse,Yes,0.10930,36,319,0.07501,0.14360
1987,46-65 y.,Hesse,No,0.89070,283,319,0.85640,0.92499
1987,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.89839,238,238,0.85992,0.93686
1987,46-65 y.,Baden-Wuerttemberg,Yes,0.10002,63,613,0.07625,0.12379
1987,46-65 y.,Baden-Wuerttemberg,No,0.89998,550,613,0.87621,0.92375
1987,46-65 y.,Bavaria,Yes,0.11295,59,506,0.08535,0.14056
1987,46-65 y.,Bavaria,No,0.88705,447,506,0.85944,0.91465
1987,46-65 y.,Berlin,No,0.87068,105,105,0.80619,0.93517
1987,66 and older,Lower Saxony,No,0.84267,105,105,0.77269,0.91265
1987,66 and older,North Rhine-Westphalia,Yes,0.19397,46,242,0.14405,0.24389
1987,66 and older,North Rhine-Westphalia,No,0.80603,196,242,0.75611,0.85595
1987,66 and older,Hesse,No,0.80835,87,87,0.72516,0.89153
1987,66 and older,"Rhineland-Palatinate, Saarland",No,0.84447,88,88,0.76831,0.92062
1987,66 and older,Baden-Wuerttemberg,Yes,0.21533,33,160,0.15144,0.27923
1987,66 and older,Baden-Wuerttemberg,No,0.78467,127,160,0.72077,0.84856
1987,66 and older,Bavaria,Yes,0.21566,36,189,0.15687,0.27445
1987,66 and older,Bavaria,No,0.78434,153,189,0.72555,0.84313
1988,17-29 y.,Schleswig-Holstein,No,0.83320,68,68,0.74394,0.92247
1988,17-29 y.,Hamburg,No,0.97726,37,37,0.92856,1.02596
1988,17-29 y.,Lower Saxony,Yes,0.14460,45,311,0.10545,0.18375
1988,17-29 y.,Lower Saxony,No,0.85540,266,311,0.81625,0.89455
1988,17-29 y.,North Rhine-Westphalia,Yes,0.10715,92,792,0.08559,0.12870
1988,17-29 y.,North Rhine-Westphalia,No,0.89285,700,792,0.87130,0.91441
1988,17-29 y.,Hesse,Yes,0.11574,31,275,0.07786,0.15362
1988,17-29 y.,Hesse,No,0.88426,244,275,0.84638,0.92214
1988,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.88601,190,190,0.84070,0.93132
1988,17-29 y.,Baden-Wuerttemberg,Yes,0.12023,61,579,0.09372,0.14675
1988,17-29 y.,Baden-Wuerttemberg,No,0.87977,518,579,0.85325,0.90628
1988,17-29 y.,Bavaria,Yes,0.09653,50,463,0.06960,0.12346
1988,17-29 y.,Bavaria,No,0.90347,413,463,0.87654,0.93040
1988,17-29 y.,Berlin,No,0.93082,84,84,0.87623,0.98542
1988,30-45 y.,Schleswig-Holstein,No,0.87987,98,98,0.81517,0.94457
1988,30-45 y.,Hamburg,No,0.86816,57,57,0.77954,0.95677
1988,30-45 y.,Lower Saxony,No,0.92884,245,245,0.89658,0.96110
1988,30-45 y.,North Rhine-Westphalia,Yes,0.12411,108,857,0.10202,0.14620
1988,30-45 y.,North Rhine-Westphalia,No,0.87589,749,857,0.85380,0.89798
1988,30-45 y.,Hesse,No,0.91065,278,278,0.87706,0.94424
1988,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.89084,145,145,0.83991,0.94178
1988,30-45 y.,Baden-Wuerttemberg,Yes,0.08249,53,553,0.05954,0.10544
1988,30-45 y.,Baden-Wuerttemberg,No,0.91751,500,553,0.89456,0.94046
1988,30-45 y.,Bavaria,Yes,0.13136,58,502,0.10178,0.16094
1988,30-45 y.,Bavaria,No,0.86864,444,502,0.83906,0.89822
1988,30-45 y.,Berlin,No,0.94969,92,92,0.90478,0.99460
1988,46-65 y.,Schleswig-Holstein,No,0.88469,86,86,0.81679,0.95259
1988,46-65 y.,Hamburg,No,0.89640,53,53,0.81357,0.97923
1988,46-65 y.,Lower Saxony,Yes,0.10351,36,344,0.07128,0.13575
1988,46-65 y.,Lower Saxony,No,0.89649,308,344,0.86425,0.92872
1988,46-65 y.,North Rhine-Westphalia,Yes,0.12772,103,803,0.10462,0.15082
1988,46-65 y.,North Rhine-Westphalia,No,0.87228,700,803,0.84918,0.89538
1988,46-65 y.,Hesse,Yes,0.12786,37,317,0.09104,0.16468
1988,46-65 y.,Hesse,No,0.87214,280,317,0.83532,0.90896
1988,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.87716,226,226,0.83427,0.92005
1988,46-65 y.,Baden-Wuerttemberg,Yes,0.09621,59,585,0.07229,0.12012
1988,46-65 y.,Baden-Wuerttemberg,No,0.90379,526,585,0.87988,0.92771
1988,46-65 y.,Bavaria,Yes,0.11954,63,495,0.09093,0.14815
1988,46-65 y.,Bavaria,No,0.88046,432,495,0.85185,0.90907
1988,46-65 y.,Berlin,No,0.85777,96,96,0.78753,0.92801
1988,66 and older,Lower Saxony,No,0.76275,93,93,0.67582,0.84967
1988,66 and older,North Rhine-Westphalia,Yes,0.16430,38,230,0.11631,0.21229
1988,66 and older,North Rhine-Westphalia,No,0.83570,192,230,0.78771,0.88369
1988,66 and older,Hesse,No,0.90235,93,93,0.84169,0.96301
1988,66 and older,"Rhineland-Palatinate, Saarland",No,0.79135,80,80,0.70175,0.88096
1988,66 and older,Baden-Wuerttemberg,Yes,0.20891,35,161,0.14592,0.27190
1988,66 and older,Baden-Wuerttemberg,No,0.79109,126,161,0.72810,0.85408
1988,66 and older,Bavaria,Yes,0.22029,38,183,0.16008,0.28051
1988,66 and older,Bavaria,No,0.77971,145,183,0.71949,0.83992
1989,17-29 y.,Schleswig-Holstein,No,0.82875,65,65,0.73646,0.92105
1989,17-29 y.,Hamburg,No,0.93788,40,40,0.86213,1.01364
1989,17-29 y.,Lower Saxony,Yes,0.12458,37,288,0.08637,0.16279
1989,17-29 y.,Lower Saxony,No,0.87542,251,288,0.83721,0.91363
1989,17-29 y.,North Rhine-Westphalia,Yes,0.11270,94,777,0.09045,0.13494
1989,17-29 y.,North Rhine-Westphalia,No,0.88730,683,777,0.86506,0.90955
1989,17-29 y.,Hesse,Yes,0.11323,34,283,0.07624,0.15021
1989,17-29 y.,Hesse,No,0.88677,249,283,0.84979,0.92376
1989,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.90151,186,186,0.85857,0.94445
1989,17-29 y.,Baden-Wuerttemberg,Yes,0.12444,65,546,0.09673,0.15215
1989,17-29 y.,Baden-Wuerttemberg,No,0.87556,481,546,0.84785,0.90327
1989,17-29 y.,Bavaria,Yes,0.09650,47,474,0.06989,0.12311
1989,17-29 y.,Bavaria,No,0.90350,427,474,0.87689,0.93011
1989,17-29 y.,Berlin,No,0.97147,87,87,0.93628,1.00665
1989,30-45 y.,Schleswig-Holstein,No,0.85568,85,85,0.78053,0.93083
1989,30-45 y.,Hamburg,No,0.89293,56,56,0.81121,0.97465
1989,30-45 y.,Lower Saxony,No,0.91818,228,228,0.88253,0.95384
1989,30-45 y.,North Rhine-Westphalia,Yes,0.11577,96,833,0.09403,0.13751
1989,30-45 y.,North Rhine-Westphalia,No,0.88423,737,833,0.86249,0.90597
1989,30-45 y.,Hesse,No,0.93481,266,266,0.90509,0.96453
1989,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.90974,144,144,0.86277,0.95671
1989,30-45 y.,Baden-Wuerttemberg,Yes,0.09961,57,540,0.07433,0.12490
1989,30-45 y.,Baden-Wuerttemberg,No,0.90039,483,540,0.87510,0.92567
1989,30-45 y.,Bavaria,Yes,0.10115,49,481,0.07417,0.12812
1989,30-45 y.,Bavaria,No,0.89885,432,481,0.87188,0.92583
1989,30-45 y.,Berlin,No,0.90772,86,86,0.84619,0.96925
1989,46-65 y.,Schleswig-Holstein,No,0.88956,86,86,0.82293,0.95620
1989,46-65 y.,Hamburg,No,0.98351,55,55,0.94954,1.01748
1989,46-65 y.,Lower Saxony,Yes,0.16546,52,331,0.12537,0.20555
1989,46-65 y.,Lower Saxony,No,0.83454,279,331,0.79445,0.87463
1989,46-65 y.,North Rhine-Westphalia,Yes,0.10615,81,766,0.08432,0.12798
1989,46-65 y.,North Rhine-Westphalia,No,0.89385,685,766,0.87202,0.91568
1989,46-65 y.,Hesse,Yes,0.11622,31,317,0.08089,0.15156
1989,46-65 y.,Hesse,No,0.88378,286,317,0.84844,0.91911
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.13729,35,239,0.09357,0.18102
1989,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.86271,204,239,0.81898,0.90643
1989,46-65 y.,Baden-Wuerttemberg,Yes,0.11348,65,560,0.08719,0.13978
1989,46-65 y.,Baden-Wuerttemberg,No,0.88652,495,560,0.86022,0.91281
1989,46-65 y.,Bavaria,Yes,0.09489,46,469,0.06834,0.12144
1989,46-65 y.,Bavaria,No,0.90511,423,469,0.87856,0.93166
1989,46-65 y.,Berlin,No,0.94199,98,98,0.89546,0.98851
1989,66 and older,Lower Saxony,Yes,0.29488,34,122,0.21363,0.37613
1989,66 and older,Lower Saxony,No,0.70512,88,122,0.62387,0.78637
1989,66 and older,North Rhine-Westphalia,Yes,0.14449,34,232,0.09915,0.18983
1989,66 and older,North Rhine-Westphalia,No,0.85551,198,232,0.81017,0.90085
1989,66 and older,Hesse,No,0.77962,80,80,0.68821,0.87102
1989,66 and older,"Rhineland-Palatinate, Saarland",No,0.90146,74,74,0.83308,0.96983
1989,66 and older,Baden-Wuerttemberg,No,0.79395,132,132,0.72469,0.86321
1989,66 and older,Bavaria,Yes,0.19734,33,182,0.13936,0.25533
1989,66 and older,Bavaria,No,0.80266,149,182,0.74467,0.86064
1991,17-29 y.,Schleswig-Holstein,No,0.83738,64,64,0.74626,0.92851
1991,17-29 y.,Hamburg,No,0.97636,34,34,0.92453,1.02820
1991,17-29 y.,Lower Saxony,Yes,0.12459,36,286,0.08624,0.16293
1991,17-29 y.,Lower Saxony,No,0.87541,250,286,0.83707,0.91376
1991,17-29 y.,North Rhine-Westphalia,Yes,0.16152,104,734,0.13488,0.18816
1991,17-29 y.,North Rhine-Westphalia,No,0.83848,630,734,0.81184,0.86512
1991,17-29 y.,Hesse,No,0.88696,221,221,0.84512,0.92880
1991,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.82601,156,156,0.76633,0.88569
1991,17-29 y.,Baden-Wuerttemberg,Yes,0.14794,73,539,0.11794,0.17794
1991,17-29 y.,Baden-Wuerttemberg,No,0.85206,466,539,0.82206,0.88206
1991,17-29 y.,Bavaria,Yes,0.13394,54,459,0.10275,0.16514
1991,17-29 y.,Bavaria,No,0.86606,405,459,0.83486,0.89725
1991,17-29 y.,Berlin,No,0.86177,86,86,0.78839,0.93514
1991,30-45 y.,Schleswig-Holstein,No,0.85811,72,72,0.77694,0.93927
1991,30-45 y.,Hamburg,No,0.90278,39,39,0.80859,0.99698
1991,30-45 y.,Lower Saxony,No,0.91769,226,226,0.88178,0.95360
1991,30-45 y.,North Rhine-Westphalia,Yes,0.10539,85,826,0.08443,0.12634
1991,30-45 y.,North Rhine-Westphalia,No,0.89461,741,826,0.87366,0.91557
1991,30-45 y.,Hesse,No,0.90531,264,264,0.86992,0.94070
1991,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.90006,166,166,0.85430,0.94582
1991,30-45 y.,Baden-Wuerttemberg,Yes,0.09744,57,544,0.07250,0.12238
1991,30-45 y.,Baden-Wuerttemberg,No,0.90256,487,544,0.87762,0.92750
1991,30-45 y.,Bavaria,Yes,0.08963,42,475,0.06391,0.11534
1991,30-45 y.,Bavaria,No,0.91037,433,475,0.88466,0.93609
1991,30-45 y.,Berlin,No,0.95327,86,86,0.90841,0.99814
1991,46-65 y.,Schleswig-Holstein,No,0.90212,88,88,0.83968,0.96456
1991,46-65 y.,Hamburg,No,0.86907,40,40,0.76320,0.97494
1991,46-65 y.,Lower Saxony,Yes,0.09762,31,322,0.06515,0.13009
1991,46-65 y.,Lower Saxony,No,0.90238,291,322,0.86991,0.93485
1991,46-65 y.,North Rhine-Westphalia,Yes,0.10981,82,731,0.08713,0.13249
1991,46-65 y.,North Rhine-Westphalia,No,0.89019,649,731,0.86751,0.91287
1991,46-65 y.,Hesse,Yes,0.13320,38,311,0.09537,0.17103
1991,46-65 y.,Hesse,No,0.86680,273,311,0.82897,0.90463
1991,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88700,180,180,0.84062,0.93338
1991,46-65 y.,Baden-Wuerttemberg,Yes,0.11333,63,539,0.08655,0.14012
1991,46-65 y.,Baden-Wuerttemberg,No,0.88667,476,539,0.85988,0.91345
1991,46-65 y.,Bavaria,Yes,0.13130,52,454,0.10020,0.16240
1991,46-65 y.,Bavaria,No,0.86870,402,454,0.83760,0.89980
1991,46-65 y.,Berlin,No,0.84768,94,94,0.77465,0.92072
1991,66 and older,Lower Saxony,No,0.78245,90,90,0.69673,0.86817
