year,bula_h,migback,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Berlin,Indirect migration background,No,0.37382,38,38,0.21793,0.52972
2010,Brandenburg,No migration background,Yes,0.14237,142,913,0.11969,0.16505
2010,Brandenburg,No migration background,No,0.72680,771,913,0.69788,0.75572
2010,Mecklenburg-Western Pomerania,No migration background,Yes,0.14080,82,572,0.11228,0.16933
2010,Mecklenburg-Western Pomerania,No migration background,No,0.74156,490,572,0.70565,0.77747
2010,Saxony,No migration background,Yes,0.10010,207,1618,0.08547,0.11473
2010,Saxony,No migration background,No,0.77394,1411,1618,0.75355,0.79432
2010,Saxony,Direct migration background,No,0.85092,33,33,0.72752,0.97433
2010,Saxony-Anhalt,No migration background,Yes,0.11616,132,881,0.09499,0.13733
2010,Saxony-Anhalt,No migration background,No,0.76601,749,881,0.73804,0.79398
2010,Thuringa,No migration background,Yes,0.12547,127,924,0.10410,0.14684
2010,Thuringa,No migration background,No,0.75656,797,924,0.72887,0.78425
2011,Schleswig-Holstein,No migration background,Yes,0.10334,115,845,0.08280,0.12388
2011,Schleswig-Holstein,No migration background,No,0.75355,730,845,0.72448,0.78263
2011,Schleswig-Holstein,Direct migration background,No,0.78861,95,95,0.70607,0.87115
2011,Hamburg,No migration background,Yes,0.13326,43,357,0.09796,0.16857
2011,Hamburg,No migration background,No,0.76417,314,357,0.72007,0.80827
2011,Hamburg,Direct migration background,No,0.89348,44,44,0.80127,0.98569
2011,Lower Saxony,No migration background,Yes,0.11775,319,2275,0.10450,0.13100
2011,Lower Saxony,No migration background,No,0.72989,1956,2275,0.71164,0.74814
2011,Lower Saxony,Direct migration background,Yes,0.11900,37,284,0.08127,0.15672
2011,Lower Saxony,Direct migration background,No,0.84973,247,284,0.80810,0.89136
2011,Lower Saxony,Indirect migration background,No,0.30866,68,68,0.19805,0.41927
2011,Bremen,No migration background,No,0.77774,133,133,0.70682,0.84867
2011,North Rhine-Westphalia,No migration background,Yes,0.12562,620,4386,0.11581,0.13543
2011,North Rhine-Westphalia,No migration background,No,0.72436,3766,4386,0.71113,0.73758
2011,North Rhine-Westphalia,Direct migration background,Yes,0.12804,162,981,0.10712,0.14895
2011,North Rhine-Westphalia,Direct migration background,No,0.84445,819,981,0.82176,0.86714
2011,North Rhine-Westphalia,Indirect migration background,Yes,0.04871,40,350,0.02613,0.07130
2011,North Rhine-Westphalia,Indirect migration background,No,0.40808,310,350,0.35652,0.45965
2011,Hesse,No migration background,Yes,0.11230,195,1506,0.09634,0.12825
2011,Hesse,No migration background,No,0.72419,1311,1506,0.70161,0.74677
2011,Hesse,Direct migration background,Yes,0.12138,57,340,0.08662,0.15614
2011,Hesse,Direct migration background,No,0.83722,283,340,0.79792,0.87652
2011,Hesse,Indirect migration background,No,0.38265,106,106,0.28968,0.47562
2011,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.11832,181,1305,0.10079,0.13586
2011,"Rhineland-Palatinate, Saarland",No migration background,No,0.72638,1124,1305,0.70219,0.75058
2011,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.87532,200,200,0.82942,0.92122
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.44420,72,72,0.32862,0.55978
2011,Baden-Wuerttemberg,No migration background,Yes,0.10185,312,2721,0.09049,0.11322
2011,Baden-Wuerttemberg,No migration background,No,0.74686,2409,2721,0.73052,0.76320
2011,Baden-Wuerttemberg,Direct migration background,Yes,0.10695,70,569,0.08153,0.13237
2011,Baden-Wuerttemberg,Direct migration background,No,0.86072,499,569,0.83225,0.88920
2011,Baden-Wuerttemberg,Indirect migration background,No,0.42515,218,218,0.35937,0.49093
2011,Bavaria,No migration background,Yes,0.12233,508,3717,0.11180,0.13287
2011,Bavaria,No migration background,No,0.72907,3209,3717,0.71478,0.74336
2011,Bavaria,Direct migration background,Yes,0.11392,76,511,0.08635,0.14149
2011,Bavaria,Direct migration background,No,0.85516,435,511,0.82461,0.88570
2011,Bavaria,Indirect migration background,No,0.48415,180,180,0.41094,0.55736
2011,Berlin,No migration background,Yes,0.12250,122,873,0.10074,0.14427
2011,Berlin,No migration background,No,0.76967,751,873,0.74172,0.79761
2011,Berlin,Direct migration background,No,0.82174,82,82,0.73839,0.90509
2011,Berlin,Indirect migration background,No,0.47868,42,42,0.32577,0.63159
2011,Brandenburg,No migration background,Yes,0.12235,159,1091,0.10290,0.14181
2011,Brandenburg,No migration background,No,0.74958,932,1091,0.72386,0.77530
2011,Brandenburg,Direct migration background,No,0.80777,32,32,0.66905,0.94649
2011,Mecklenburg-Western Pomerania,No migration background,Yes,0.12397,87,640,0.09841,0.14952
2011,Mecklenburg-Western Pomerania,No migration background,No,0.74898,553,640,0.71536,0.78260
2011,Saxony,No migration background,Yes,0.12515,273,1771,0.10974,0.14057
2011,Saxony,No migration background,No,0.73338,1498,1771,0.71278,0.75398
2011,Saxony,Direct migration background,No,0.77286,33,33,0.62769,0.91803
2011,Saxony-Anhalt,No migration background,Yes,0.13024,175,1063,0.11000,0.15048
2011,Saxony-Anhalt,No migration background,No,0.73681,888,1063,0.71033,0.76330
2011,Thuringa,No migration background,Yes,0.11792,143,1070,0.09859,0.13726
2011,Thuringa,No migration background,No,0.76042,927,1070,0.73483,0.78600
2012,Schleswig-Holstein,No migration background,Yes,0.10349,119,856,0.08307,0.12391
2012,Schleswig-Holstein,No migration background,No,0.75404,737,856,0.72517,0.78291
2012,Schleswig-Holstein,Direct migration background,No,0.90452,93,93,0.84446,0.96457
2012,Hamburg,No migration background,Yes,0.06876,36,365,0.04276,0.09475
2012,Hamburg,No migration background,No,0.83555,329,365,0.79747,0.87363
2012,Hamburg,Direct migration background,No,0.98406,48,48,0.94825,1.01987
2012,Lower Saxony,No migration background,Yes,0.12441,298,2219,0.11067,0.13814
2012,Lower Saxony,No migration background,No,0.72555,1921,2219,0.70698,0.74412
2012,Lower Saxony,Direct migration background,Yes,0.11871,37,270,0.08005,0.15736
2012,Lower Saxony,Direct migration background,No,0.85629,233,270,0.81437,0.89821
2012,Lower Saxony,Indirect migration background,No,0.25566,62,62,0.14619,0.36513
2012,Bremen,No migration background,No,0.77724,136,136,0.70705,0.84743
2012,North Rhine-Westphalia,No migration background,Yes,0.12815,582,4261,0.11812,0.13819
2012,North Rhine-Westphalia,No migration background,No,0.72311,3679,4261,0.70967,0.73655
2012,North Rhine-Westphalia,Direct migration background,Yes,0.12131,116,934,0.10036,0.14226
2012,North Rhine-Westphalia,Direct migration background,No,0.85109,818,934,0.82824,0.87393
2012,North Rhine-Westphalia,Indirect migration background,Yes,0.07098,48,333,0.04336,0.09861
2012,North Rhine-Westphalia,Indirect migration background,No,0.37784,285,333,0.32569,0.43000
2012,Hesse,No migration background,Yes,0.12565,206,1478,0.10875,0.14256
2012,Hesse,No migration background,No,0.71426,1272,1478,0.69122,0.73730
2012,Hesse,Direct migration background,Yes,0.08953,43,306,0.05748,0.12157
2012,Hesse,Direct migration background,No,0.85151,263,306,0.81160,0.89141
2012,Hesse,Indirect migration background,No,0.35947,101,101,0.26542,0.45352
2012,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.13314,194,1283,0.11455,0.15174
2012,"Rhineland-Palatinate, Saarland",No migration background,No,0.70712,1089,1283,0.68221,0.73204
2012,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.90286,181,181,0.85960,0.94613
2012,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.48622,73,73,0.37077,0.60167
2012,Baden-Wuerttemberg,No migration background,Yes,0.10285,302,2585,0.09113,0.11456
2012,Baden-Wuerttemberg,No migration background,No,0.74462,2283,2585,0.72781,0.76144
2012,Baden-Wuerttemberg,Direct migration background,Yes,0.17731,90,523,0.14455,0.21008
2012,Baden-Wuerttemberg,Direct migration background,No,0.79673,433,523,0.76221,0.83126
2012,Baden-Wuerttemberg,Indirect migration background,No,0.41471,198,198,0.34591,0.48350
2012,Bavaria,No migration background,Yes,0.11293,457,3606,0.10259,0.12326
2012,Bavaria,No migration background,No,0.74047,3149,3606,0.72616,0.75478
2012,Bavaria,Direct migration background,Yes,0.11761,66,526,0.09005,0.14517
2012,Bavaria,Direct migration background,No,0.84462,460,526,0.81363,0.87561
2012,Bavaria,Indirect migration background,Yes,0.07970,31,214,0.04333,0.11607
2012,Bavaria,Indirect migration background,No,0.43615,183,214,0.36956,0.50275
2012,Berlin,No migration background,Yes,0.13212,140,910,0.11011,0.15413
2012,Berlin,No migration background,No,0.74598,770,910,0.71768,0.77428
2012,Berlin,Direct migration background,No,0.63821,71,71,0.52564,0.75078
2012,Berlin,Indirect migration background,No,0.42277,35,35,0.25671,0.58882
2012,Brandenburg,No migration background,Yes,0.14570,168,1053,0.12438,0.16702
2012,Brandenburg,No migration background,No,0.72325,885,1053,0.69622,0.75029
2012,Brandenburg,Direct migration background,No,0.76127,31,31,0.60872,0.91382
2012,Mecklenburg-Western Pomerania,No migration background,Yes,0.12931,86,613,0.10272,0.15589
2012,Mecklenburg-Western Pomerania,No migration background,No,0.73353,527,613,0.69850,0.76856
2012,Saxony,No migration background,Yes,0.12109,245,1772,0.10590,0.13628
2012,Saxony,No migration background,No,0.73802,1527,1772,0.71754,0.75850
2012,Saxony,Direct migration background,No,0.85643,45,45,0.75282,0.96004
2012,Saxony-Anhalt,No migration background,Yes,0.17069,169,999,0.14735,0.19403
2012,Saxony-Anhalt,No migration background,No,0.69795,830,999,0.66946,0.72644
2012,Thuringa,No migration background,Yes,0.11240,134,1042,0.09321,0.13159
2012,Thuringa,No migration background,No,0.75600,908,1042,0.72991,0.78209
2013,Schleswig-Holstein,No migration background,Yes,0.11223,110,796,0.09029,0.13418
2013,Schleswig-Holstein,No migration background,No,0.74028,686,796,0.70980,0.77076
2013,Schleswig-Holstein,Direct migration background,No,0.55911,87,87,0.45418,0.66405
2013,Hamburg,No migration background,Yes,0.15904,47,338,0.11999,0.19809
2013,Hamburg,No migration background,No,0.74733,291,338,0.70094,0.79373
2013,Hamburg,Direct migration background,No,0.37670,44,44,0.23187,0.52154
2013,Lower Saxony,No migration background,Yes,0.13419,290,2154,0.11979,0.14859
2013,Lower Saxony,No migration background,No,0.71984,1864,2154,0.70087,0.73881
2013,Lower Saxony,Direct migration background,No,0.43487,216,216,0.36860,0.50113
2013,Lower Saxony,Indirect migration background,No,0.21471,70,70,0.11782,0.31159
2013,Bremen,No migration background,No,0.80602,131,131,0.73805,0.87399
2013,North Rhine-Westphalia,No migration background,Yes,0.13939,580,4002,0.12866,0.15012
2013,North Rhine-Westphalia,No migration background,No,0.70664,3422,4002,0.69253,0.72075
2013,North Rhine-Westphalia,Direct migration background,Yes,0.09496,128,807,0.07472,0.11520
2013,North Rhine-Westphalia,Direct migration background,No,0.46594,679,807,0.43150,0.50038
2013,North Rhine-Westphalia,Indirect migration background,No,0.24026,284,284,0.19048,0.29004
2013,Hesse,No migration background,Yes,0.11532,178,1365,0.09837,0.13227
2013,Hesse,No migration background,No,0.72479,1187,1365,0.70109,0.74849
2013,Hesse,Direct migration background,Yes,0.10198,44,293,0.06727,0.13669
2013,Hesse,Direct migration background,No,0.51676,249,293,0.45944,0.57408
2013,Hesse,Indirect migration background,No,0.19477,91,91,0.11295,0.27659
2013,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.13184,164,1179,0.11252,0.15116
2013,"Rhineland-Palatinate, Saarland",No migration background,No,0.70690,1015,1179,0.68090,0.73289
2013,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.56566,174,174,0.49180,0.63952
2013,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.35024,65,65,0.23336,0.46711
2013,Baden-Wuerttemberg,No migration background,Yes,0.10836,299,2361,0.09582,0.12090
2013,Baden-Wuerttemberg,No migration background,No,0.73702,2062,2361,0.71926,0.75478
2013,Baden-Wuerttemberg,Direct migration background,Yes,0.06750,55,457,0.04447,0.09053
2013,Baden-Wuerttemberg,Direct migration background,No,0.51842,402,457,0.47256,0.56428
2013,Baden-Wuerttemberg,Indirect migration background,No,0.23421,181,181,0.17234,0.29607
2013,Bavaria,No migration background,Yes,0.11852,436,3375,0.10762,0.12943
2013,Bavaria,No migration background,No,0.73084,2939,3375,0.71587,0.74581
2013,Bavaria,Direct migration background,Yes,0.07109,48,472,0.04789,0.09430
2013,Bavaria,Direct migration background,No,0.50917,424,472,0.46402,0.55432
2013,Bavaria,Indirect migration background,No,0.30010,177,177,0.23239,0.36781
2013,Berlin,No migration background,Yes,0.12171,126,871,0.09998,0.14343
2013,Berlin,No migration background,No,0.75577,745,871,0.72722,0.78432
2013,Berlin,Direct migration background,No,0.32479,74,74,0.21736,0.43222
2013,Berlin,Indirect migration background,No,0.19112,32,32,0.05271,0.32953
2013,Brandenburg,No migration background,Yes,0.11752,144,978,0.09733,0.13771
2013,Brandenburg,No migration background,No,0.74806,834,978,0.72084,0.77528
2013,Mecklenburg-Western Pomerania,No migration background,Yes,0.13400,86,563,0.10583,0.16216
2013,Mecklenburg-Western Pomerania,No migration background,No,0.72384,477,563,0.68688,0.76081
2013,Saxony,No migration background,Yes,0.11214,203,1646,0.09689,0.12739
2013,Saxony,No migration background,No,0.74642,1443,1646,0.72540,0.76745
2013,Saxony,Direct migration background,No,0.50603,35,35,0.33798,0.67409
2013,Saxony-Anhalt,No migration background,Yes,0.14586,140,934,0.12322,0.16851
2013,Saxony-Anhalt,No migration background,No,0.72566,794,934,0.69703,0.75429
2013,Thuringa,No migration background,Yes,0.12250,143,965,0.10181,0.14320
2013,Thuringa,No migration background,No,0.74525,822,965,0.71775,0.77276
2014,Schleswig-Holstein,No migration background,Yes,0.11074,102,691,0.08732,0.13415
2014,Schleswig-Holstein,No migration background,No,0.75400,589,691,0.72187,0.78614
2014,Schleswig-Holstein,Direct migration background,No,0.80198,158,158,0.73965,0.86432
2014,Schleswig-Holstein,Indirect migration background,No,0.44976,46,46,0.30441,0.59511
2014,Hamburg,No migration background,Yes,0.17547,44,291,0.13169,0.21925
2014,Hamburg,No migration background,No,0.72091,247,291,0.66928,0.77254
2014,Hamburg,Direct migration background,No,0.87351,104,104,0.80931,0.93770
2014,Hamburg,Indirect migration background,No,0.45673,34,34,0.28677,0.62668
2014,Lower Saxony,No migration background,Yes,0.13431,256,1993,0.11933,0.14928
2014,Lower Saxony,No migration background,No,0.72351,1737,1993,0.70386,0.74315
2014,Lower Saxony,Direct migration background,Yes,0.10529,54,497,0.07828,0.13231
2014,Lower Saxony,Direct migration background,No,0.87053,443,497,0.84098,0.90007
2014,Lower Saxony,Indirect migration background,No,0.30910,96,96,0.21617,0.40203
2014,Bremen,No migration background,No,0.83104,118,118,0.76314,0.89894
2014,Bremen,Direct migration background,No,0.87252,56,56,0.78438,0.96067
2014,North Rhine-Westphalia,No migration background,Yes,0.13257,517,3738,0.12169,0.14344
2014,North Rhine-Westphalia,No migration background,No,0.72270,3221,3738,0.70834,0.73705
2014,North Rhine-Westphalia,Direct migration background,Yes,0.14634,213,1396,0.12779,0.16488
2014,North Rhine-Westphalia,Direct migration background,No,0.81326,1183,1396,0.79281,0.83371
2014,North Rhine-Westphalia,Indirect migration background,Yes,0.06136,62,496,0.04022,0.08250
2014,North Rhine-Westphalia,Indirect migration background,No,0.42048,434,496,0.37700,0.46397
2014,Hesse,No migration background,Yes,0.11565,161,1248,0.09790,0.13340
2014,Hesse,No migration background,No,0.73253,1087,1248,0.70796,0.75710
2014,Hesse,Direct migration background,Yes,0.15958,72,472,0.12651,0.19266
2014,Hesse,Direct migration background,No,0.81976,400,472,0.78505,0.85448
2014,Hesse,Indirect migration background,No,0.44122,141,141,0.35897,0.52347
2014,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.11300,139,1084,0.09414,0.13185
2014,"Rhineland-Palatinate, Saarland",No migration background,No,0.73668,945,1084,0.71045,0.76291
2014,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.12666,53,381,0.09322,0.16010
2014,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.83584,328,381,0.79860,0.87309
2014,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.54152,106,106,0.44621,0.63683
2014,Baden-Wuerttemberg,No migration background,Yes,0.10174,232,2151,0.08896,0.11452
2014,Baden-Wuerttemberg,No migration background,No,0.75310,1919,2151,0.73487,0.77133
2014,Baden-Wuerttemberg,Direct migration background,Yes,0.09958,97,769,0.07841,0.12076
2014,Baden-Wuerttemberg,Direct migration background,No,0.86517,672,769,0.84102,0.88933
2014,Baden-Wuerttemberg,Indirect migration background,Yes,0.06152,39,299,0.03424,0.08880
2014,Baden-Wuerttemberg,Indirect migration background,No,0.44805,260,299,0.39158,0.50451
2014,Bavaria,No migration background,Yes,0.10718,367,3193,0.09644,0.11791
2014,Bavaria,No migration background,No,0.74871,2826,3193,0.73367,0.76376
2014,Bavaria,Direct migration background,Yes,0.14352,133,925,0.12091,0.16612
2014,Bavaria,Direct migration background,No,0.81750,792,925,0.79260,0.84241
2014,Bavaria,Indirect migration background,Yes,0.05639,40,278,0.02922,0.08355
2014,Bavaria,Indirect migration background,No,0.45246,238,278,0.39385,0.51108
2014,Berlin,No migration background,Yes,0.09144,84,791,0.07134,0.11154
2014,Berlin,No migration background,No,0.78502,707,791,0.75637,0.81367
2014,Berlin,Direct migration background,No,0.83321,125,125,0.76760,0.89883
2014,Berlin,Indirect migration background,No,0.35107,47,47,0.21313,0.48900
2014,Brandenburg,No migration background,Yes,0.13147,137,907,0.10947,0.15347
2014,Brandenburg,No migration background,No,0.72895,770,907,0.70000,0.75789
2014,Brandenburg,Direct migration background,No,0.75876,88,88,0.66886,0.84867
2014,Mecklenburg-Western Pomerania,No migration background,Yes,0.15206,72,528,0.12140,0.18272
2014,Mecklenburg-Western Pomerania,No migration background,No,0.70474,456,528,0.66580,0.74369
2014,Saxony,No migration background,Yes,0.09874,189,1505,0.08367,0.11382
2014,Saxony,No migration background,No,0.76131,1316,1505,0.73976,0.78285
2014,Saxony,Direct migration background,No,0.78385,72,72,0.68810,0.87959
2014,Saxony-Anhalt,No migration background,Yes,0.14115,137,874,0.11806,0.16425
2014,Saxony-Anhalt,No migration background,No,0.73195,737,874,0.70256,0.76133
2014,Saxony-Anhalt,Direct migration background,No,0.93745,63,63,0.87717,0.99773
2014,Thuringa,No migration background,Yes,0.13020,144,927,0.10853,0.15188
2014,Thuringa,No migration background,No,0.70718,783,927,0.67787,0.73649
2014,Thuringa,Direct migration background,No,0.72643,37,37,0.58080,0.87205
2015,Schleswig-Holstein,No migration background,Yes,0.11420,94,677,0.09023,0.13818
2015,Schleswig-Holstein,No migration background,No,0.74348,583,677,0.71056,0.77641
2015,Schleswig-Holstein,Direct migration background,No,0.83457,131,131,0.77070,0.89845
2015,Schleswig-Holstein,Indirect migration background,No,0.41463,38,38,0.25588,0.57337
2015,Hamburg,No migration background,Yes,0.13394,37,295,0.09500,0.17287
2015,Hamburg,No migration background,No,0.73829,258,295,0.68804,0.78853
2015,Hamburg,Direct migration background,No,0.65502,86,86,0.55396,0.75608
2015,Lower Saxony,No migration background,Yes,0.12235,252,1878,0.10753,0.13718
2015,Lower Saxony,No migration background,No,0.74450,1626,1878,0.72477,0.76423
2015,Lower Saxony,Direct migration background,Yes,0.10708,61,445,0.07832,0.13584
2015,Lower Saxony,Direct migration background,No,0.72749,384,445,0.68607,0.76890
2015,Lower Saxony,Indirect migration background,No,0.22434,82,82,0.13349,0.31518
2015,Bremen,No migration background,No,0.82352,98,98,0.74765,0.89938
2015,Bremen,Direct migration background,No,0.77361,46,46,0.65134,0.89589
2015,North Rhine-Westphalia,No migration background,Yes,0.12426,478,3515,0.11336,0.13517
2015,North Rhine-Westphalia,No migration background,No,0.73158,3037,3515,0.71693,0.74623
2015,North Rhine-Westphalia,Direct migration background,Yes,0.11254,152,1195,0.09462,0.13047
2015,North Rhine-Westphalia,Direct migration background,No,0.74459,1043,1195,0.71985,0.76932
2015,North Rhine-Westphalia,Indirect migration background,Yes,0.06793,56,443,0.04447,0.09139
2015,North Rhine-Westphalia,Indirect migration background,No,0.42599,387,443,0.37989,0.47209
2015,Hesse,No migration background,Yes,0.11521,134,1182,0.09700,0.13342
2015,Hesse,No migration background,No,0.72776,1048,1182,0.70238,0.75315
2015,Hesse,Direct migration background,Yes,0.10472,60,378,0.07382,0.13563
2015,Hesse,Direct migration background,No,0.72107,318,378,0.67580,0.76634
2015,Hesse,Indirect migration background,No,0.39512,126,126,0.30942,0.48083
2015,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.14546,156,1048,0.12411,0.16682
2015,"Rhineland-Palatinate, Saarland",No migration background,No,0.71832,892,1048,0.69107,0.74556
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.08017,39,336,0.05109,0.10925
2015,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.77424,297,336,0.72947,0.81901
2015,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.55222,97,97,0.45275,0.65169
2015,Baden-Wuerttemberg,No migration background,Yes,0.10432,226,2038,0.09105,0.11760
2015,Baden-Wuerttemberg,No migration background,No,0.75633,1812,2038,0.73768,0.77497
2015,Baden-Wuerttemberg,Direct migration background,Yes,0.11880,90,657,0.09404,0.14357
2015,Baden-Wuerttemberg,Direct migration background,No,0.73927,567,657,0.70568,0.77287
2015,Baden-Wuerttemberg,Indirect migration background,Yes,0.03464,32,284,0.01334,0.05595
2015,Baden-Wuerttemberg,Indirect migration background,No,0.48305,252,284,0.42483,0.54127
2015,Bavaria,No migration background,Yes,0.13038,392,3021,0.11837,0.14239
2015,Bavaria,No migration background,No,0.72184,2629,3021,0.70585,0.73782
2015,Bavaria,Direct migration background,Yes,0.10573,101,742,0.08359,0.12787
2015,Bavaria,Direct migration background,No,0.70757,641,742,0.67481,0.74032
2015,Bavaria,Indirect migration background,Yes,0.06512,35,257,0.03489,0.09534
2015,Bavaria,Indirect migration background,No,0.42487,222,257,0.36432,0.48542
2015,Berlin,No migration background,Yes,0.12043,101,739,0.09695,0.14391
2015,Berlin,No migration background,No,0.75817,638,739,0.72727,0.78906
2015,Berlin,Direct migration background,No,0.58254,110,110,0.48996,0.67512
2015,Berlin,Indirect migration background,No,0.43100,43,43,0.28123,0.58077
2015,Brandenburg,No migration background,Yes,0.13531,138,875,0.11263,0.15798
2015,Brandenburg,No migration background,No,0.71820,737,875,0.68838,0.74803
2015,Brandenburg,Direct migration background,No,0.52150,78,78,0.40992,0.63308
2015,Mecklenburg-Western Pomerania,No migration background,Yes,0.11375,70,527,0.08662,0.14089
2015,Mecklenburg-Western Pomerania,No migration background,No,0.73845,457,527,0.70089,0.77600
2015,Saxony,No migration background,Yes,0.11355,201,1407,0.09696,0.13013
2015,Saxony,No migration background,No,0.73692,1206,1407,0.71390,0.75993
2015,Saxony,Direct migration background,No,0.76344,64,64,0.65850,0.86838
2015,Saxony-Anhalt,No migration background,Yes,0.11912,106,816,0.09688,0.14136
2015,Saxony-Anhalt,No migration background,No,0.75036,710,816,0.72064,0.78007
2015,Saxony-Anhalt,Direct migration background,No,0.80622,47,47,0.69200,0.92045
2015,Thuringa,No migration background,Yes,0.15309,137,862,0.12904,0.17714
2015,Thuringa,No migration background,No,0.69547,725,862,0.66473,0.72621
2015,Thuringa,Direct migration background,No,0.31866,33,33,0.15721,0.48010
2016,Schleswig-Holstein,No migration background,Yes,0.12109,90,629,0.09558,0.14661
2016,Schleswig-Holstein,No migration background,No,0.72919,539,629,0.69443,0.76394
2016,Schleswig-Holstein,Direct migration background,No,0.77394,123,123,0.69971,0.84816
2016,Schleswig-Holstein,Indirect migration background,No,0.37573,33,33,0.20793,0.54354
2016,Hamburg,No migration background,Yes,0.13984,37,281,0.09922,0.18047
2016,Hamburg,No migration background,No,0.73460,244,281,0.68288,0.78632
2016,Hamburg,Direct migration background,No,0.76445,96,96,0.67911,0.84978
2016,Hamburg,Indirect migration background,No,0.48695,31,31,0.30809,0.66581
2016,Lower Saxony,No migration background,Yes,0.11096,218,1770,0.09632,0.12559
2016,Lower Saxony,No migration background,No,0.75952,1552,1770,0.73960,0.77943
2016,Lower Saxony,Direct migration background,Yes,0.11900,64,500,0.09059,0.14741
2016,Lower Saxony,Direct migration background,No,0.79247,436,500,0.75688,0.82805
2016,Lower Saxony,Indirect migration background,No,0.27389,78,78,0.17428,0.37350
2016,Bremen,No migration background,No,0.78869,93,93,0.70527,0.87211
2016,Bremen,Direct migration background,No,0.74154,51,51,0.62019,0.86289
2016,North Rhine-Westphalia,No migration background,Yes,0.11982,455,3299,0.10874,0.13091
2016,North Rhine-Westphalia,No migration background,No,0.73598,2844,3299,0.72094,0.75103
2016,North Rhine-Westphalia,Direct migration background,Yes,0.11047,176,1298,0.09341,0.12753
2016,North Rhine-Westphalia,Direct migration background,No,0.80002,1122,1298,0.77825,0.82179
2016,North Rhine-Westphalia,Indirect migration background,Yes,0.04490,48,427,0.02523,0.06457
2016,North Rhine-Westphalia,Indirect migration background,No,0.47656,379,427,0.42913,0.52399
2016,Hesse,No migration background,Yes,0.12384,132,1083,0.10421,0.14347
2016,Hesse,No migration background,No,0.73081,951,1083,0.70438,0.75724
2016,Hesse,Direct migration background,Yes,0.11469,52,397,0.08330,0.14607
2016,Hesse,Direct migration background,No,0.77767,345,397,0.73671,0.81862
2016,Hesse,Indirect migration background,No,0.39629,106,106,0.30273,0.48985
2016,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.11135,137,978,0.09163,0.13108
2016,"Rhineland-Palatinate, Saarland",No migration background,No,0.73892,841,978,0.71138,0.76646
2016,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.09386,45,390,0.06488,0.12285
2016,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.79649,345,390,0.75648,0.83650
2016,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.55664,104,104,0.46070,0.65258
2016,Baden-Wuerttemberg,No migration background,Yes,0.10639,210,1883,0.09246,0.12032
2016,Baden-Wuerttemberg,No migration background,No,0.74892,1673,1883,0.72933,0.76851
2016,Baden-Wuerttemberg,Direct migration background,Yes,0.12161,94,698,0.09735,0.14587
2016,Baden-Wuerttemberg,Direct migration background,No,0.80650,604,698,0.77717,0.83583
2016,Baden-Wuerttemberg,Indirect migration background,No,0.48575,222,222,0.41985,0.55164
2016,Bavaria,No migration background,Yes,0.12560,366,2768,0.11325,0.13795
2016,Bavaria,No migration background,No,0.73118,2402,2768,0.71466,0.74770
2016,Bavaria,Direct migration background,Yes,0.11749,123,859,0.09595,0.13904
2016,Bavaria,Direct migration background,No,0.80840,736,859,0.78207,0.83474
2016,Bavaria,Indirect migration background,Yes,0.06011,36,240,0.02997,0.09024
2016,Bavaria,Indirect migration background,No,0.45183,204,240,0.38873,0.51492
2016,Berlin,No migration background,Yes,0.13458,95,701,0.10929,0.15986
2016,Berlin,No migration background,No,0.73567,606,701,0.70300,0.76833
2016,Berlin,Direct migration background,No,0.80031,145,145,0.73501,0.86561
2016,Berlin,Indirect migration background,No,0.44102,38,38,0.28103,0.60100
2016,Brandenburg,No migration background,Yes,0.15428,123,815,0.12947,0.17910
2016,Brandenburg,No migration background,No,0.69550,692,815,0.66389,0.72711
2016,Brandenburg,Direct migration background,No,0.72952,87,87,0.63564,0.82341
2016,Mecklenburg-Western Pomerania,No migration background,Yes,0.12307,71,486,0.09384,0.15231
2016,Mecklenburg-Western Pomerania,No migration background,No,0.71308,415,486,0.67282,0.75334
2016,Saxony,No migration background,Yes,0.09310,169,1346,0.07757,0.10863
2016,Saxony,No migration background,No,0.76187,1177,1346,0.73911,0.78464
2016,Saxony,Direct migration background,No,0.77588,61,61,0.67036,0.88139
2016,Saxony-Anhalt,No migration background,Yes,0.11423,97,762,0.09163,0.13683
