year,bula_h,pgisced97,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.89385,202,202,0.85126,0.93643
1984,Hesse,Primary Level,No,0.85134,85,85,0.77526,0.92742
1984,Hesse,Lower Secondary Level,Yes,0.12965,45,354,0.09461,0.16470
1984,Hesse,Lower Secondary Level,No,0.87035,309,354,0.83530,0.90539
1984,Hesse,Upper Secondary Level,Yes,0.11634,64,585,0.09033,0.14234
1984,Hesse,Upper Secondary Level,No,0.88366,521,585,0.85766,0.90967
1984,Hesse,Post-secondary Non-tertiary Level,No,0.90340,31,31,0.79769,1.00911
1984,Hesse,First Stage of Tertiary Education,No,0.93035,48,48,0.85757,1.00312
1984,Hesse,Second Stage of Tertiary Education,No,0.96600,90,90,0.92834,1.00365
1984,"Rhineland-Palatinate, Saarland",Primary Level,No,0.88963,55,55,0.80605,0.97321
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.13072,33,297,0.09232,0.16913
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.86850,264,297,0.83000,0.90700
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.10707,43,392,0.07642,0.13772
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.89293,349,392,0.86228,0.92358
1984,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.79625,32,32,0.65446,0.93804
1984,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.93551,35,35,0.85295,1.01807
1984,Baden-Wuerttemberg,Pre-primary Level,No,0.90410,32,32,0.80045,1.00776
1984,Baden-Wuerttemberg,Primary Level,Yes,0.10378,38,281,0.06805,0.13950
1984,Baden-Wuerttemberg,Primary Level,No,0.89434,243,281,0.85833,0.93034
1984,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.10954,79,690,0.08622,0.13286
1984,Baden-Wuerttemberg,Lower Secondary Level,No,0.88824,611,690,0.86471,0.91177
1984,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.12328,117,937,0.10222,0.14434
1984,Baden-Wuerttemberg,Upper Secondary Level,No,0.87386,820,937,0.85259,0.89513
1984,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.96858,47,47,0.91817,1.01899
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.87823,102,102,0.81445,0.94201
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.92154,116,116,0.87239,0.97069
1984,Bavaria,Primary Level,No,0.85943,90,90,0.78722,0.93164
1984,Bavaria,Lower Secondary Level,Yes,0.11210,61,581,0.08642,0.13777
1984,Bavaria,Lower Secondary Level,No,0.88178,520,581,0.85550,0.90806
1984,Bavaria,Upper Secondary Level,Yes,0.11360,115,1033,0.09424,0.13296
1984,Bavaria,Upper Secondary Level,No,0.88442,918,1033,0.86491,0.90393
1984,Bavaria,Post-secondary Non-tertiary Level,No,0.82901,43,43,0.71514,0.94287
1984,Bavaria,First Stage of Tertiary Education,No,0.84331,110,110,0.77507,0.91156
1984,Bavaria,Second Stage of Tertiary Education,No,0.90959,144,144,0.86259,0.95659
1984,Berlin,Primary Level,No,0.86951,35,35,0.75628,0.98273
1984,Berlin,Lower Secondary Level,No,0.87583,87,87,0.80613,0.94553
1984,Berlin,Upper Secondary Level,No,0.89936,170,170,0.85400,0.94472
1984,Berlin,Second Stage of Tertiary Education,No,0.96010,35,35,0.89431,1.02589
1985,Schleswig-Holstein,Lower Secondary Level,No,0.87373,75,75,0.79806,0.94941
1985,Schleswig-Holstein,Upper Secondary Level,No,0.86497,171,171,0.81360,0.91635
1985,Hamburg,Lower Secondary Level,No,0.85282,50,50,0.75362,0.95202
1985,Hamburg,Upper Secondary Level,No,0.89402,131,131,0.84111,0.94693
1985,Lower Saxony,Primary Level,No,0.73204,40,40,0.59304,0.87104
1985,Lower Saxony,Lower Secondary Level,Yes,0.14080,40,309,0.10196,0.17965
1985,Lower Saxony,Lower Secondary Level,No,0.85920,269,309,0.82035,0.89804
1985,Lower Saxony,Upper Secondary Level,Yes,0.09836,52,542,0.07327,0.12346
1985,Lower Saxony,Upper Secondary Level,No,0.90164,490,542,0.87654,0.92673
1985,Lower Saxony,First Stage of Tertiary Education,No,0.88796,64,64,0.81007,0.96585
1985,Lower Saxony,Second Stage of Tertiary Education,No,0.91233,69,69,0.84510,0.97955
1985,Bremen,Lower Secondary Level,No,0.93969,34,34,0.85847,1.02092
1985,Bremen,Upper Secondary Level,No,0.89242,61,61,0.81401,0.97082
1985,North Rhine-Westphalia,Pre-primary Level,No,0.91052,56,56,0.83508,0.98596
1985,North Rhine-Westphalia,Primary Level,Yes,0.13064,34,252,0.08895,0.17234
1985,North Rhine-Westphalia,Primary Level,No,0.86936,218,252,0.82766,0.91105
1985,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12409,94,751,0.10050,0.14769
1985,North Rhine-Westphalia,Lower Secondary Level,No,0.86765,657,751,0.84340,0.89190
1985,North Rhine-Westphalia,Upper Secondary Level,Yes,0.10575,149,1392,0.08959,0.12191
1985,North Rhine-Westphalia,Upper Secondary Level,No,0.89104,1243,1392,0.87467,0.90742
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.93874,79,79,0.88552,0.99196
1985,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.84224,125,125,0.77808,0.90640
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.87848,194,194,0.83239,0.92458
1985,Hesse,Primary Level,No,0.86717,82,82,0.79326,0.94108
1985,Hesse,Lower Secondary Level,Yes,0.10898,37,326,0.07510,0.14286
1985,Hesse,Lower Secondary Level,No,0.89102,289,326,0.85714,0.92490
1985,Hesse,Upper Secondary Level,Yes,0.10384,55,514,0.07744,0.13023
1985,Hesse,Upper Secondary Level,No,0.89198,459,514,0.86511,0.91884
1985,Hesse,First Stage of Tertiary Education,No,0.93372,49,49,0.86334,1.00410
1985,Hesse,Second Stage of Tertiary Education,No,0.94226,86,86,0.89267,0.99185
1985,"Rhineland-Palatinate, Saarland",Primary Level,No,0.87801,45,45,0.78130,0.97471
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.89207,236,236,0.85240,0.93174
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.11583,41,355,0.08249,0.14917
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.88417,314,355,0.85083,0.91751
1985,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.88953,31,31,0.77736,1.00171
1985,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.86865,32,32,0.74973,0.98756
1985,Baden-Wuerttemberg,Pre-primary Level,No,0.93200,38,38,0.85088,1.01312
1985,Baden-Wuerttemberg,Primary Level,Yes,0.15629,37,244,0.11063,0.20195
1985,Baden-Wuerttemberg,Primary Level,No,0.84371,207,244,0.79805,0.88937
1985,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11584,72,604,0.09029,0.14138
1985,Baden-Wuerttemberg,Lower Secondary Level,No,0.88217,532,604,0.85644,0.90790
1985,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.11143,101,860,0.09038,0.13247
1985,Baden-Wuerttemberg,Upper Secondary Level,No,0.88782,759,860,0.86671,0.90892
1985,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.91268,44,44,0.82830,0.99706
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.91197,100,100,0.85615,0.96778
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.92508,103,103,0.87399,0.97617
1985,Bavaria,Primary Level,No,0.91035,75,75,0.84526,0.97544
1985,Bavaria,Lower Secondary Level,Yes,0.12276,64,532,0.09485,0.15068
1985,Bavaria,Lower Secondary Level,No,0.87314,468,532,0.84483,0.90145
1985,Bavaria,Upper Secondary Level,Yes,0.13021,120,939,0.10868,0.15175
1985,Bavaria,Upper Secondary Level,No,0.86859,819,939,0.84697,0.89021
1985,Bavaria,Post-secondary Non-tertiary Level,No,0.90514,41,41,0.81433,0.99595
1985,Bavaria,First Stage of Tertiary Education,No,0.85767,102,102,0.78953,0.92581
1985,Bavaria,Second Stage of Tertiary Education,No,0.88678,130,130,0.83210,0.94146
1985,Berlin,Lower Secondary Level,No,0.92938,78,78,0.87215,0.98660
1985,Berlin,Upper Secondary Level,No,0.88657,143,143,0.83441,0.93873
1985,Berlin,Second Stage of Tertiary Education,No,0.95674,36,36,0.88935,1.02414
1986,Schleswig-Holstein,Lower Secondary Level,No,0.88183,69,69,0.80511,0.95856
1986,Schleswig-Holstein,Upper Secondary Level,No,0.86981,158,158,0.81717,0.92245
1986,Hamburg,Lower Secondary Level,No,0.79520,50,50,0.68220,0.90819
1986,Hamburg,Upper Secondary Level,No,0.92452,120,120,0.87706,0.97198
1986,Lower Saxony,Primary Level,No,0.92858,49,49,0.85573,1.00144
1986,Lower Saxony,Lower Secondary Level,Yes,0.12806,40,315,0.09110,0.16502
1986,Lower Saxony,Lower Secondary Level,No,0.87194,275,315,0.83498,0.90890
1986,Lower Saxony,Upper Secondary Level,Yes,0.11235,52,533,0.08551,0.13918
1986,Lower Saxony,Upper Secondary Level,No,0.88765,481,533,0.86082,0.91449
1986,Lower Saxony,First Stage of Tertiary Education,No,0.85817,61,61,0.76989,0.94645
1986,Lower Saxony,Second Stage of Tertiary Education,No,0.91083,76,76,0.84633,0.97533
1986,Bremen,Lower Secondary Level,No,0.91105,32,32,0.81084,1.01126
1986,Bremen,Upper Secondary Level,No,0.83003,51,51,0.72592,0.93415
1986,North Rhine-Westphalia,Pre-primary Level,No,0.88666,63,63,0.80775,0.96557
1986,North Rhine-Westphalia,Primary Level,Yes,0.16326,40,245,0.11688,0.20963
1986,North Rhine-Westphalia,Primary Level,No,0.83674,205,245,0.79037,0.88312
1986,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11370,80,704,0.09023,0.13716
1986,North Rhine-Westphalia,Lower Secondary Level,No,0.88530,624,704,0.86174,0.90886
1986,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12744,169,1351,0.10965,0.14523
1986,North Rhine-Westphalia,Upper Secondary Level,No,0.87171,1182,1351,0.85387,0.88955
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.85538,72,72,0.77357,0.93719
1986,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.89944,129,129,0.84734,0.95155
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.87820,195,195,0.83218,0.92422
1986,Hesse,Primary Level,No,0.83504,64,64,0.74339,0.92669
1986,Hesse,Lower Secondary Level,Yes,0.13202,43,294,0.09326,0.17079
1986,Hesse,Lower Secondary Level,No,0.86224,251,294,0.82278,0.90171
1986,Hesse,Upper Secondary Level,Yes,0.13563,60,467,0.10454,0.16672
1986,Hesse,Upper Secondary Level,No,0.85563,407,467,0.82372,0.88754
1986,Hesse,First Stage of Tertiary Education,No,0.87313,45,45,0.77478,0.97147
1986,Hesse,Second Stage of Tertiary Education,No,0.90549,82,82,0.84178,0.96920
1986,"Rhineland-Palatinate, Saarland",Primary Level,No,0.87345,41,41,0.77042,0.97648
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.87731,232,232,0.83500,0.91962
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.17305,55,367,0.13429,0.21180
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.82371,312,367,0.78466,0.86275
1986,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.94167,34,34,0.86170,1.02163
1986,Baden-Wuerttemberg,Primary Level,Yes,0.14613,32,219,0.09924,0.19302
1986,Baden-Wuerttemberg,Primary Level,No,0.85122,187,219,0.80398,0.89846
1986,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12761,77,595,0.10078,0.15445
1986,Baden-Wuerttemberg,Lower Secondary Level,No,0.86951,518,595,0.84242,0.89660
1986,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.11673,107,849,0.09512,0.13834
1986,Baden-Wuerttemberg,Upper Secondary Level,No,0.88082,742,849,0.85901,0.90263
1986,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.95725,42,42,0.89532,1.01917
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.87068,89,89,0.80057,0.94079
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.88542,102,102,0.82330,0.94754
1986,Bavaria,Primary Level,No,0.89647,64,64,0.82124,0.97170
1986,Bavaria,Lower Secondary Level,Yes,0.13502,70,489,0.10470,0.16534
1986,Bavaria,Lower Secondary Level,No,0.86005,419,489,0.82927,0.89083
1986,Bavaria,Upper Secondary Level,Yes,0.12749,112,879,0.10543,0.14955
1986,Bavaria,Upper Secondary Level,No,0.86894,767,879,0.84662,0.89126
1986,Bavaria,Post-secondary Non-tertiary Level,No,0.90062,37,37,0.80289,0.99835
1986,Bavaria,First Stage of Tertiary Education,No,0.88255,95,95,0.81746,0.94763
1986,Bavaria,Second Stage of Tertiary Education,No,0.89232,128,128,0.83841,0.94623
1986,Berlin,Lower Secondary Level,No,0.84346,66,66,0.75512,0.93180
1986,Berlin,Upper Secondary Level,No,0.86845,145,145,0.81324,0.92366
1986,Berlin,Second Stage of Tertiary Education,No,0.89593,31,31,0.78667,1.00520
1987,Schleswig-Holstein,Lower Secondary Level,No,0.86327,65,65,0.77910,0.94745
1987,Schleswig-Holstein,Upper Secondary Level,No,0.86376,163,163,0.81093,0.91658
1987,Hamburg,Lower Secondary Level,No,0.80594,43,43,0.68633,0.92554
1987,Hamburg,Upper Secondary Level,No,0.89931,107,107,0.84203,0.95660
1987,Lower Saxony,Primary Level,No,0.79369,41,41,0.66829,0.91909
1987,Lower Saxony,Lower Secondary Level,Yes,0.15996,47,295,0.11806,0.20186
1987,Lower Saxony,Lower Secondary Level,No,0.83424,248,295,0.79173,0.87674
1987,Lower Saxony,Upper Secondary Level,Yes,0.10463,59,555,0.07914,0.13012
1987,Lower Saxony,Upper Secondary Level,No,0.89537,496,555,0.86988,0.92086
1987,Lower Saxony,First Stage of Tertiary Education,No,0.92269,64,64,0.85674,0.98864
1987,Lower Saxony,Second Stage of Tertiary Education,No,0.88506,70,70,0.80980,0.96032
1987,Bremen,Upper Secondary Level,No,0.85140,50,50,0.75180,0.95099
1987,North Rhine-Westphalia,Pre-primary Level,No,0.89455,73,73,0.82361,0.96550
1987,North Rhine-Westphalia,Primary Level,No,0.91298,202,202,0.87401,0.95194
1987,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11740,81,684,0.09326,0.14154
1987,North Rhine-Westphalia,Lower Secondary Level,No,0.87631,603,684,0.85161,0.90100
1987,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12372,167,1329,0.10601,0.14143
1987,North Rhine-Westphalia,Upper Secondary Level,No,0.87006,1162,1329,0.85197,0.88814
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.81290,73,73,0.72282,0.90298
1987,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.90628,129,129,0.85579,0.95677
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.86886,197,197,0.82160,0.91612
1987,Hesse,Primary Level,No,0.90823,71,71,0.84059,0.97586
1987,Hesse,Lower Secondary Level,No,0.89380,266,266,0.85671,0.93090
1987,Hesse,Upper Secondary Level,Yes,0.14437,64,478,0.11283,0.17591
1987,Hesse,Upper Secondary Level,No,0.84477,414,478,0.81227,0.87727
1987,Hesse,Post-secondary Non-tertiary Level,No,0.95676,31,31,0.88398,1.02955
1987,Hesse,First Stage of Tertiary Education,No,0.84151,40,40,0.72689,0.95613
1987,Hesse,Second Stage of Tertiary Education,No,0.90429,83,83,0.84061,0.96797
1987,"Rhineland-Palatinate, Saarland",Primary Level,No,0.95652,43,43,0.89484,1.01820
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.14667,34,256,0.10324,0.19009
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.84685,222,256,0.80265,0.89106
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.09506,32,367,0.06501,0.12511
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.90494,335,367,0.87489,0.93499
1987,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.90720,34,34,0.80820,1.00620
1987,Baden-Wuerttemberg,Primary Level,No,0.83759,192,192,0.78528,0.88990
1987,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13344,78,599,0.10619,0.16070
1987,Baden-Wuerttemberg,Lower Secondary Level,No,0.86402,521,599,0.83654,0.89149
1987,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.12989,109,829,0.10699,0.15279
1987,Baden-Wuerttemberg,Upper Secondary Level,No,0.86739,720,829,0.84428,0.89049
1987,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.95234,50,50,0.89268,1.01199
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.88314,92,92,0.81714,0.94915
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.84854,94,94,0.77568,0.92141
1987,Bavaria,Primary Level,No,0.80245,55,55,0.69626,0.90865
1987,Bavaria,Lower Secondary Level,Yes,0.14589,59,466,0.11380,0.17797
1987,Bavaria,Lower Secondary Level,No,0.85387,407,466,0.82177,0.88598
1987,Bavaria,Upper Secondary Level,Yes,0.12893,102,871,0.10666,0.15120
1987,Bavaria,Upper Secondary Level,No,0.86710,769,871,0.84454,0.88966
1987,Bavaria,Post-secondary Non-tertiary Level,No,0.87288,37,37,0.76407,0.98170
1987,Bavaria,First Stage of Tertiary Education,No,0.87377,85,85,0.80275,0.94479
1987,Bavaria,Second Stage of Tertiary Education,No,0.89470,126,126,0.84089,0.94851
1987,Berlin,Lower Secondary Level,No,0.89008,74,74,0.81833,0.96184
1987,Berlin,Upper Secondary Level,No,0.86842,148,148,0.81377,0.92306
1987,Berlin,Second Stage of Tertiary Education,No,0.93396,33,33,0.84791,1.02001
1988,Schleswig-Holstein,Lower Secondary Level,No,0.87434,64,64,0.79249,0.95619
1988,Schleswig-Holstein,Upper Secondary Level,No,0.85369,155,155,0.79788,0.90951
1988,Hamburg,Lower Secondary Level,No,0.86641,40,40,0.75963,0.97318
1988,Hamburg,Upper Secondary Level,No,0.86568,89,89,0.79443,0.93692
1988,Lower Saxony,Primary Level,No,0.76814,36,36,0.62833,0.90796
1988,Lower Saxony,Lower Secondary Level,Yes,0.14206,39,277,0.10087,0.18324
1988,Lower Saxony,Lower Secondary Level,No,0.85794,238,277,0.81676,0.89913
1988,Lower Saxony,Upper Secondary Level,Yes,0.12335,61,522,0.09511,0.15159
1988,Lower Saxony,Upper Secondary Level,No,0.87646,461,522,0.84820,0.90471
1988,Lower Saxony,First Stage of Tertiary Education,No,0.88809,62,62,0.80897,0.96720
1988,Lower Saxony,Second Stage of Tertiary Education,No,0.85139,70,70,0.76746,0.93532
1988,Bremen,Upper Secondary Level,No,0.87411,45,45,0.77609,0.97213
1988,North Rhine-Westphalia,Pre-primary Level,No,0.90402,61,61,0.82948,0.97855
1988,North Rhine-Westphalia,Primary Level,Yes,0.18143,35,200,0.12788,0.23497
1988,North Rhine-Westphalia,Primary Level,No,0.81441,165,200,0.76039,0.86842
1988,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10414,79,654,0.08071,0.12756
1988,North Rhine-Westphalia,Lower Secondary Level,No,0.88932,575,654,0.86526,0.91338
1988,North Rhine-Westphalia,Upper Secondary Level,Yes,0.13939,165,1274,0.12036,0.15841
1988,North Rhine-Westphalia,Upper Secondary Level,No,0.85838,1109,1274,0.83923,0.87753
1988,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.89269,77,77,0.82311,0.96228
1988,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.78075,115,115,0.70480,0.85670
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.94316,193,193,0.91041,0.97591
1988,Hesse,Primary Level,No,0.91811,73,73,0.85477,0.98144
1988,Hesse,Lower Secondary Level,Yes,0.14481,40,284,0.10381,0.18581
1988,Hesse,Lower Secondary Level,No,0.85519,244,284,0.81419,0.89619
1988,Hesse,Upper Secondary Level,Yes,0.09509,40,457,0.06816,0.12201
1988,Hesse,Upper Secondary Level,No,0.89969,417,457,0.87211,0.92726
1988,Hesse,First Stage of Tertiary Education,No,0.78113,35,35,0.64214,0.92012
1988,Hesse,Second Stage of Tertiary Education,No,0.89475,74,74,0.82436,0.96515
1988,"Rhineland-Palatinate, Saarland",Primary Level,No,0.95799,42,42,0.89659,1.01940
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.17689,38,237,0.12821,0.22557
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.81046,199,237,0.76045,0.86046
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.12043,41,361,0.08681,0.15405
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.87604,320,361,0.84200,0.91008
1988,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.87582,34,34,0.76330,0.98834
1988,Baden-Wuerttemberg,Primary Level,No,0.87848,180,180,0.83062,0.92635
1988,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12076,61,577,0.09415,0.14737
1988,Baden-Wuerttemberg,Lower Secondary Level,No,0.87924,516,577,0.85263,0.90585
1988,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.11000,88,802,0.08833,0.13167
1988,Baden-Wuerttemberg,Upper Secondary Level,No,0.88095,714,802,0.85853,0.90338
1988,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.92849,48,48,0.85482,1.00216
1988,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.87095,87,87,0.80009,0.94180
1988,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.86291,89,89,0.79105,0.93477
1988,Bavaria,Primary Level,No,0.93747,55,55,0.87289,1.00205
1988,Bavaria,Lower Secondary Level,Yes,0.18334,72,445,0.14735,0.21934
1988,Bavaria,Lower Secondary Level,No,0.81366,373,445,0.77744,0.84988
1988,Bavaria,Upper Secondary Level,Yes,0.10918,85,831,0.08796,0.13039
1988,Bavaria,Upper Secondary Level,No,0.88899,746,831,0.86761,0.91036
1988,Bavaria,Post-secondary Non-tertiary Level,No,0.81503,34,34,0.68255,0.94750
1988,Bavaria,First Stage of Tertiary Education,No,0.79635,72,72,0.70267,0.89002
1988,Bavaria,Second Stage of Tertiary Education,No,0.87614,114,114,0.81540,0.93688
1988,Berlin,Lower Secondary Level,No,0.84405,73,73,0.76024,0.92785
1988,Berlin,Upper Secondary Level,No,0.89996,132,132,0.84858,0.95134
1989,Schleswig-Holstein,Lower Secondary Level,No,0.84256,52,52,0.74259,0.94252
1989,Schleswig-Holstein,Upper Secondary Level,No,0.85494,144,144,0.79722,0.91266
1989,Hamburg,Lower Secondary Level,No,0.81304,35,35,0.68198,0.94409
1989,Hamburg,Upper Secondary Level,No,0.93629,92,92,0.88610,0.98647
1989,Lower Saxony,Primary Level,No,0.71479,35,35,0.56302,0.86656
1989,Lower Saxony,Lower Secondary Level,Yes,0.16543,43,262,0.12035,0.21051
1989,Lower Saxony,Lower Secondary Level,No,0.82927,219,262,0.78362,0.87492
1989,Lower Saxony,Upper Secondary Level,Yes,0.15982,71,500,0.12766,0.19197
1989,Lower Saxony,Upper Secondary Level,No,0.83701,429,500,0.80461,0.86942
1989,Lower Saxony,First Stage of Tertiary Education,No,0.81421,52,52,0.70747,0.92096
1989,Lower Saxony,Second Stage of Tertiary Education,No,0.89457,68,68,0.82103,0.96811
1989,Bremen,Upper Secondary Level,No,0.81184,45,45,0.69635,0.92733
1989,North Rhine-Westphalia,Pre-primary Level,No,0.92744,68,68,0.86533,0.98956
1989,North Rhine-Westphalia,Primary Level,No,0.86274,160,160,0.80925,0.91623
1989,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10706,68,632,0.08293,0.13118
1989,North Rhine-Westphalia,Lower Secondary Level,No,0.89233,564,632,0.86815,0.91652
1989,North Rhine-Westphalia,Upper Secondary Level,Yes,0.12372,153,1247,0.10544,0.14200
1989,North Rhine-Westphalia,Upper Secondary Level,No,0.87524,1094,1247,0.85689,0.89359
1989,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.83967,71,71,0.75372,0.92563
1989,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.88476,120,120,0.82739,0.94213
1989,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.91353,185,185,0.87292,0.95414
1989,Hesse,Primary Level,No,0.89294,68,68,0.81891,0.96698
1989,Hesse,Lower Secondary Level,Yes,0.15627,41,271,0.11296,0.19958
1989,Hesse,Lower Secondary Level,No,0.84373,230,271,0.80042,0.88704
1989,Hesse,Upper Secondary Level,Yes,0.12805,54,469,0.09778,0.15833
1989,Hesse,Upper Secondary Level,No,0.86671,415,469,0.83592,0.89751
1989,Hesse,First Stage of Tertiary Education,No,0.84082,37,37,0.72131,0.96033
1989,Hesse,Second Stage of Tertiary Education,No,0.93050,74,74,0.87216,0.98883
1989,"Rhineland-Palatinate, Saarland",Primary Level,No,0.88640,32,32,0.77469,0.99810
1989,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.87550,194,194,0.82892,0.92208
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.12144,42,338,0.08657,0.15632
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.87337,296,338,0.83786,0.90887
