year,pgisced97,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Post-secondary Non-tertiary Level,2nd Quintile,No,0.90137,46,46,0.81426,0.98849
1985,Post-secondary Non-tertiary Level,3rd Quintile,No,0.93407,48,48,0.86312,1.00502
1985,Post-secondary Non-tertiary Level,4th Quintile,No,0.90784,50,50,0.82685,0.98883
1985,Post-secondary Non-tertiary Level,5th Quintile,No,0.96044,61,61,0.91112,1.00976
1985,First Stage of Tertiary Education,1st Quintile,No,0.94813,59,59,0.89106,1.00520
1985,First Stage of Tertiary Education,2nd Quintile,No,0.87791,65,65,0.79771,0.95812
1985,First Stage of Tertiary Education,3rd Quintile,No,0.82659,92,92,0.74880,0.90438
1985,First Stage of Tertiary Education,4th Quintile,No,0.86856,134,134,0.81113,0.92598
1985,First Stage of Tertiary Education,5th Quintile,No,0.87696,188,188,0.82988,0.92404
1985,Second Stage of Tertiary Education,1st Quintile,No,0.90087,47,47,0.81451,0.98723
1985,Second Stage of Tertiary Education,2nd Quintile,No,0.92758,53,53,0.85713,0.99803
1985,Second Stage of Tertiary Education,3rd Quintile,No,0.90797,90,90,0.84791,0.96803
1985,Second Stage of Tertiary Education,4th Quintile,No,0.91535,164,164,0.87261,0.95808
1985,Second Stage of Tertiary Education,5th Quintile,Yes,0.11089,40,368,0.07876,0.14301
1985,Second Stage of Tertiary Education,5th Quintile,No,0.88911,328,368,0.85699,0.92124
1986,Pre-primary Level,1st Quintile,No,0.94741,41,41,0.87824,1.01659
1986,Pre-primary Level,2nd Quintile,No,0.84972,32,32,0.72393,0.97552
1986,Pre-primary Level,3rd Quintile,No,0.91540,44,44,0.83223,0.99858
1986,Primary Level,1st Quintile,Yes,0.16566,43,264,0.12072,0.21059
1986,Primary Level,1st Quintile,No,0.83434,221,264,0.78941,0.87928
1986,Primary Level,2nd Quintile,No,0.84036,168,168,0.78481,0.89591
1986,Primary Level,3rd Quintile,No,0.88754,121,121,0.83101,0.94407
1986,Primary Level,4th Quintile,No,0.91575,112,112,0.86408,0.96743
1986,Primary Level,5th Quintile,No,0.96367,45,45,0.90839,1.01896
1986,Lower Secondary Level,1st Quintile,Yes,0.12569,103,765,0.10219,0.14920
1986,Lower Secondary Level,1st Quintile,No,0.87319,662,765,0.84960,0.89679
1986,Lower Secondary Level,2nd Quintile,Yes,0.12339,90,700,0.09901,0.14777
1986,Lower Secondary Level,2nd Quintile,No,0.87398,610,700,0.84937,0.89858
1986,Lower Secondary Level,3rd Quintile,Yes,0.14767,80,604,0.11935,0.17599
1986,Lower Secondary Level,3rd Quintile,No,0.84396,524,604,0.81500,0.87293
1986,Lower Secondary Level,4th Quintile,Yes,0.11221,55,507,0.08470,0.13971
1986,Lower Secondary Level,4th Quintile,No,0.88779,452,507,0.86029,0.91530
1986,Lower Secondary Level,5th Quintile,Yes,0.11178,35,321,0.07725,0.14630
1986,Lower Secondary Level,5th Quintile,No,0.88197,286,321,0.84662,0.91732
1986,Upper Secondary Level,1st Quintile,Yes,0.14933,117,795,0.12454,0.17412
1986,Upper Secondary Level,1st Quintile,No,0.85067,678,795,0.82588,0.87546
1986,Upper Secondary Level,2nd Quintile,Yes,0.13475,118,952,0.11305,0.15645
1986,Upper Secondary Level,2nd Quintile,No,0.85930,834,952,0.83720,0.88140
1986,Upper Secondary Level,3rd Quintile,Yes,0.12830,128,1002,0.10758,0.14901
1986,Upper Secondary Level,3rd Quintile,No,0.86609,874,1002,0.84499,0.88719
1986,Upper Secondary Level,4th Quintile,Yes,0.11382,135,1177,0.09567,0.13197
1986,Upper Secondary Level,4th Quintile,No,0.88317,1042,1177,0.86481,0.90153
1986,Upper Secondary Level,5th Quintile,Yes,0.11432,117,1053,0.09509,0.13354
1986,Upper Secondary Level,5th Quintile,No,0.88465,936,1053,0.86535,0.90396
1986,Post-secondary Non-tertiary Level,1st Quintile,No,0.96257,53,53,0.91099,1.01416
1986,Post-secondary Non-tertiary Level,3rd Quintile,No,0.83750,55,55,0.73910,0.93589
1986,Post-secondary Non-tertiary Level,4th Quintile,No,0.89461,38,38,0.79568,0.99355
1986,Post-secondary Non-tertiary Level,5th Quintile,No,0.98848,67,67,0.96274,1.01422
1986,First Stage of Tertiary Education,1st Quintile,No,0.90470,53,53,0.82490,0.98451
1986,First Stage of Tertiary Education,2nd Quintile,No,0.91364,70,70,0.84736,0.97992
1986,First Stage of Tertiary Education,3rd Quintile,No,0.86133,97,97,0.79220,0.93047
1986,First Stage of Tertiary Education,4th Quintile,No,0.87769,127,127,0.82047,0.93490
1986,First Stage of Tertiary Education,5th Quintile,No,0.86450,160,160,0.81129,0.91770
1986,Second Stage of Tertiary Education,1st Quintile,No,0.76139,40,40,0.62762,0.89517
1986,Second Stage of Tertiary Education,2nd Quintile,No,0.97350,55,55,0.93065,1.01634
1986,Second Stage of Tertiary Education,3rd Quintile,No,0.90697,85,85,0.84485,0.96909
1986,Second Stage of Tertiary Education,4th Quintile,No,0.90449,154,154,0.85792,0.95107
1986,Second Stage of Tertiary Education,5th Quintile,Yes,0.10939,38,376,0.07780,0.14099
1986,Second Stage of Tertiary Education,5th Quintile,No,0.88612,338,376,0.85397,0.91827
1987,Pre-primary Level,1st Quintile,No,0.86657,34,34,0.75055,0.98259
1987,Pre-primary Level,2nd Quintile,No,0.87437,36,36,0.76457,0.98417
1987,Pre-primary Level,3rd Quintile,No,0.92811,42,42,0.84904,1.00718
1987,Pre-primary Level,4th Quintile,No,0.97201,36,36,0.91736,1.02666
1987,Primary Level,1st Quintile,Yes,0.14400,32,239,0.09939,0.18860
1987,Primary Level,1st Quintile,No,0.85518,207,239,0.81047,0.89989
1987,Primary Level,2nd Quintile,No,0.81111,165,165,0.75120,0.87101
1987,Primary Level,3rd Quintile,No,0.93393,135,135,0.89187,0.97599
1987,Primary Level,4th Quintile,No,0.92689,108,108,0.87757,0.97622
1987,Primary Level,5th Quintile,No,0.91065,42,42,0.82334,0.99797
1987,Lower Secondary Level,1st Quintile,Yes,0.16716,107,775,0.14087,0.19345
1987,Lower Secondary Level,1st Quintile,No,0.83031,668,775,0.80386,0.85675
1987,Lower Secondary Level,2nd Quintile,Yes,0.13423,89,668,0.10836,0.16010
1987,Lower Secondary Level,2nd Quintile,No,0.86413,579,668,0.83812,0.89013
1987,Lower Secondary Level,3rd Quintile,Yes,0.12974,68,564,0.10198,0.15749
1987,Lower Secondary Level,3rd Quintile,No,0.85862,496,564,0.82984,0.88740
1987,Lower Secondary Level,4th Quintile,Yes,0.09908,48,480,0.07232,0.12584
1987,Lower Secondary Level,4th Quintile,No,0.90092,432,480,0.87416,0.92768
1987,Lower Secondary Level,5th Quintile,Yes,0.10778,39,340,0.07477,0.14079
1987,Lower Secondary Level,5th Quintile,No,0.89222,301,340,0.85921,0.92523
1987,Upper Secondary Level,1st Quintile,Yes,0.15989,123,784,0.13422,0.18557
1987,Upper Secondary Level,1st Quintile,No,0.83090,661,784,0.80465,0.85716
1987,Upper Secondary Level,2nd Quintile,Yes,0.14052,126,954,0.11845,0.16258
1987,Upper Secondary Level,2nd Quintile,No,0.85758,828,954,0.83539,0.87977
1987,Upper Secondary Level,3rd Quintile,Yes,0.11001,106,1065,0.09121,0.12881
1987,Upper Secondary Level,3rd Quintile,No,0.88775,959,1065,0.86878,0.90671
1987,Upper Secondary Level,4th Quintile,Yes,0.09628,112,1123,0.07902,0.11354
1987,Upper Secondary Level,4th Quintile,No,0.89874,1011,1123,0.88108,0.91639
1987,Upper Secondary Level,5th Quintile,Yes,0.11703,120,1023,0.09732,0.13674
1987,Upper Secondary Level,5th Quintile,No,0.87470,903,1023,0.85441,0.89500
1987,Post-secondary Non-tertiary Level,1st Quintile,No,0.89076,44,44,0.79752,0.98400
1987,Post-secondary Non-tertiary Level,2nd Quintile,No,0.88833,41,41,0.79072,0.98594
1987,Post-secondary Non-tertiary Level,3rd Quintile,No,0.91274,56,56,0.83816,0.98733
1987,Post-secondary Non-tertiary Level,4th Quintile,No,0.82878,42,42,0.71347,0.94409
1987,Post-secondary Non-tertiary Level,5th Quintile,No,0.92221,67,67,0.85759,0.98683
1987,First Stage of Tertiary Education,1st Quintile,No,0.81953,38,38,0.69561,0.94345
1987,First Stage of Tertiary Education,2nd Quintile,No,0.79093,69,69,0.69428,0.88758
1987,First Stage of Tertiary Education,3rd Quintile,No,0.87612,102,102,0.81186,0.94037
1987,First Stage of Tertiary Education,4th Quintile,No,0.89257,123,123,0.83762,0.94752
1987,First Stage of Tertiary Education,5th Quintile,No,0.91917,159,159,0.87667,0.96167
1987,Second Stage of Tertiary Education,1st Quintile,No,0.85811,43,43,0.75258,0.96364
1987,Second Stage of Tertiary Education,2nd Quintile,No,0.90559,45,45,0.81919,0.99199
1987,Second Stage of Tertiary Education,3rd Quintile,No,0.82747,69,69,0.73767,0.91728
1987,Second Stage of Tertiary Education,4th Quintile,No,0.90356,166,166,0.85851,0.94860
1987,Second Stage of Tertiary Education,5th Quintile,Yes,0.12475,41,380,0.09149,0.15802
1987,Second Stage of Tertiary Education,5th Quintile,No,0.87525,339,380,0.84198,0.90851
1988,Pre-primary Level,1st Quintile,No,0.92338,37,37,0.83649,1.01027
1988,Pre-primary Level,3rd Quintile,No,0.91939,36,36,0.82920,1.00958
1988,Primary Level,1st Quintile,Yes,0.16682,35,237,0.11925,0.21438
1988,Primary Level,1st Quintile,No,0.83163,202,237,0.78389,0.87937
1988,Primary Level,2nd Quintile,No,0.90231,142,142,0.85331,0.95132
1988,Primary Level,3rd Quintile,No,0.87656,119,119,0.81721,0.93591
1988,Primary Level,4th Quintile,No,0.89545,100,100,0.83518,0.95573
1988,Primary Level,5th Quintile,No,0.78782,33,33,0.64616,0.92948
1988,Lower Secondary Level,1st Quintile,Yes,0.13993,106,754,0.11515,0.16471
1988,Lower Secondary Level,1st Quintile,No,0.85409,648,754,0.82888,0.87930
1988,Lower Secondary Level,2nd Quintile,Yes,0.14974,84,644,0.12216,0.17732
1988,Lower Secondary Level,2nd Quintile,No,0.85026,560,644,0.82268,0.87784
1988,Lower Secondary Level,3rd Quintile,Yes,0.10421,61,564,0.07898,0.12945
1988,Lower Secondary Level,3rd Quintile,No,0.88963,503,564,0.86375,0.91552
1988,Lower Secondary Level,4th Quintile,Yes,0.13517,58,463,0.10399,0.16634
1988,Lower Secondary Level,4th Quintile,No,0.86483,405,463,0.83366,0.89601
1988,Lower Secondary Level,5th Quintile,Yes,0.19230,53,286,0.14655,0.23806
1988,Lower Secondary Level,5th Quintile,No,0.80408,233,286,0.75799,0.85016
1988,Upper Secondary Level,1st Quintile,Yes,0.13627,90,731,0.11138,0.16116
1988,Upper Secondary Level,1st Quintile,No,0.85834,641,731,0.83304,0.88363
1988,Upper Secondary Level,2nd Quintile,Yes,0.13437,117,932,0.11246,0.15627
1988,Upper Secondary Level,2nd Quintile,No,0.86134,815,932,0.83914,0.88354
1988,Upper Secondary Level,3rd Quintile,Yes,0.12912,120,993,0.10825,0.14999
1988,Upper Secondary Level,3rd Quintile,No,0.86545,873,993,0.84421,0.88668
1988,Upper Secondary Level,4th Quintile,Yes,0.09397,105,1102,0.07673,0.11120
1988,Upper Secondary Level,4th Quintile,No,0.90447,997,1102,0.88711,0.92183
1988,Upper Secondary Level,5th Quintile,Yes,0.11195,105,967,0.09207,0.13183
1988,Upper Secondary Level,5th Quintile,No,0.88265,862,967,0.86235,0.90295
1988,Post-secondary Non-tertiary Level,1st Quintile,No,0.93849,41,41,0.86404,1.01295
1988,Post-secondary Non-tertiary Level,2nd Quintile,No,0.89351,41,41,0.79791,0.98910
1988,Post-secondary Non-tertiary Level,3rd Quintile,No,0.93675,45,45,0.86483,1.00867
1988,Post-secondary Non-tertiary Level,4th Quintile,No,0.85574,43,43,0.74948,0.96200
1988,Post-secondary Non-tertiary Level,5th Quintile,No,0.93285,70,70,0.87379,0.99190
1988,First Stage of Tertiary Education,1st Quintile,No,0.67015,39,39,0.52066,0.81964
1988,First Stage of Tertiary Education,2nd Quintile,No,0.83860,74,74,0.75421,0.92300
1988,First Stage of Tertiary Education,3rd Quintile,No,0.85198,84,84,0.77558,0.92838
1988,First Stage of Tertiary Education,4th Quintile,No,0.86320,115,115,0.80011,0.92628
1988,First Stage of Tertiary Education,5th Quintile,No,0.89086,143,143,0.83957,0.94215
1988,Second Stage of Tertiary Education,1st Quintile,No,0.85549,47,47,0.75388,0.95710
1988,Second Stage of Tertiary Education,2nd Quintile,No,0.90100,41,41,0.80844,0.99356
1988,Second Stage of Tertiary Education,3rd Quintile,No,0.89332,82,82,0.82609,0.96055
1988,Second Stage of Tertiary Education,4th Quintile,No,0.89419,134,134,0.84191,0.94646
1988,Second Stage of Tertiary Education,5th Quintile,Yes,0.09971,32,361,0.06876,0.13066
1988,Second Stage of Tertiary Education,5th Quintile,No,0.89792,329,361,0.86664,0.92919
1989,Pre-primary Level,1st Quintile,No,0.94225,43,43,0.87170,1.01280
1989,Pre-primary Level,2nd Quintile,No,0.93518,38,38,0.85585,1.01451
1989,Pre-primary Level,3rd Quintile,No,0.92606,33,33,0.83539,1.01672
1989,Primary Level,1st Quintile,Yes,0.16658,33,230,0.11832,0.21484
1989,Primary Level,1st Quintile,No,0.83137,197,230,0.78288,0.87987
1989,Primary Level,2nd Quintile,No,0.90872,150,150,0.86248,0.95497
1989,Primary Level,3rd Quintile,No,0.88533,109,109,0.82524,0.94542
1989,Primary Level,4th Quintile,No,0.75369,68,68,0.65052,0.85686
1989,Primary Level,5th Quintile,No,0.85344,32,32,0.72894,0.97794
1989,Lower Secondary Level,1st Quintile,Yes,0.14725,99,733,0.12158,0.17292
1989,Lower Secondary Level,1st Quintile,No,0.84901,634,733,0.82307,0.87494
1989,Lower Secondary Level,2nd Quintile,Yes,0.16042,93,640,0.13197,0.18888
1989,Lower Secondary Level,2nd Quintile,No,0.83889,547,640,0.81038,0.86739
1989,Lower Secondary Level,3rd Quintile,Yes,0.10515,53,484,0.07779,0.13250
1989,Lower Secondary Level,3rd Quintile,No,0.89255,431,484,0.86493,0.92017
1989,Lower Secondary Level,4th Quintile,Yes,0.15321,63,437,0.11940,0.18702
1989,Lower Secondary Level,4th Quintile,No,0.84679,374,437,0.81298,0.88060
1989,Lower Secondary Level,5th Quintile,No,0.90701,243,243,0.87042,0.94360
1989,Upper Secondary Level,1st Quintile,Yes,0.14315,85,706,0.11730,0.16900
1989,Upper Secondary Level,1st Quintile,No,0.84727,621,706,0.82071,0.87382
1989,Upper Secondary Level,2nd Quintile,Yes,0.14619,126,913,0.12326,0.16912
1989,Upper Secondary Level,2nd Quintile,No,0.85213,787,913,0.82910,0.87517
1989,Upper Secondary Level,3rd Quintile,Yes,0.13392,127,980,0.11258,0.15525
1989,Upper Secondary Level,3rd Quintile,No,0.86310,853,980,0.84156,0.88463
1989,Upper Secondary Level,4th Quintile,Yes,0.11419,129,1099,0.09538,0.13300
1989,Upper Secondary Level,4th Quintile,No,0.88368,970,1099,0.86472,0.90265
1989,Upper Secondary Level,5th Quintile,Yes,0.09060,84,908,0.07192,0.10928
1989,Upper Secondary Level,5th Quintile,No,0.90940,824,908,0.89072,0.92808
1989,Post-secondary Non-tertiary Level,1st Quintile,No,0.89807,44,44,0.80764,0.98850
1989,Post-secondary Non-tertiary Level,2nd Quintile,No,0.82529,40,40,0.70612,0.94447
1989,Post-secondary Non-tertiary Level,3rd Quintile,No,0.92742,41,41,0.84702,1.00782
1989,Post-secondary Non-tertiary Level,4th Quintile,No,0.84104,59,59,0.74693,0.93514
1989,Post-secondary Non-tertiary Level,5th Quintile,No,0.93478,73,73,0.87775,0.99182
1989,First Stage of Tertiary Education,1st Quintile,No,0.83388,46,46,0.72513,0.94262
1989,First Stage of Tertiary Education,2nd Quintile,No,0.78756,58,58,0.68137,0.89375
1989,First Stage of Tertiary Education,3rd Quintile,No,0.88734,96,96,0.82376,0.95092
1989,First Stage of Tertiary Education,4th Quintile,No,0.92127,109,109,0.87048,0.97206
1989,First Stage of Tertiary Education,5th Quintile,No,0.89535,145,145,0.84535,0.94534
1989,Second Stage of Tertiary Education,1st Quintile,No,0.88223,45,45,0.78699,0.97748
1989,Second Stage of Tertiary Education,2nd Quintile,No,0.82572,47,47,0.71610,0.93535
1989,Second Stage of Tertiary Education,3rd Quintile,No,0.85681,84,84,0.78145,0.93216
1989,Second Stage of Tertiary Education,4th Quintile,No,0.92572,130,130,0.88047,0.97097
1989,Second Stage of Tertiary Education,5th Quintile,No,0.92491,339,339,0.89682,0.95301
1991,Pre-primary Level,1st Quintile,No,0.89479,31,31,0.78500,1.00459
1991,Primary Level,1st Quintile,No,0.83692,200,200,0.78559,0.88825
1991,Primary Level,2nd Quintile,No,0.79726,138,138,0.72994,0.86458
1991,Primary Level,3rd Quintile,No,0.93733,107,107,0.89119,0.98347
1991,Primary Level,4th Quintile,No,0.85890,70,70,0.77676,0.94104
1991,Primary Level,5th Quintile,No,0.89486,33,33,0.78858,1.00114
1991,Lower Secondary Level,1st Quintile,Yes,0.19348,116,707,0.16434,0.22261
1991,Lower Secondary Level,1st Quintile,No,0.80495,591,707,0.77572,0.83418
1991,Lower Secondary Level,2nd Quintile,Yes,0.13446,71,563,0.10626,0.16267
1991,Lower Secondary Level,2nd Quintile,No,0.86332,492,563,0.83492,0.89172
1991,Lower Secondary Level,3rd Quintile,Yes,0.14157,62,466,0.10988,0.17325
1991,Lower Secondary Level,3rd Quintile,No,0.85032,404,466,0.81789,0.88275
1991,Lower Secondary Level,4th Quintile,Yes,0.13322,47,432,0.10114,0.16531
1991,Lower Secondary Level,4th Quintile,No,0.86296,385,432,0.83049,0.89542
1991,Lower Secondary Level,5th Quintile,No,0.88494,198,198,0.84038,0.92950
1991,Upper Secondary Level,1st Quintile,Yes,0.17781,103,667,0.14877,0.20685
1991,Upper Secondary Level,1st Quintile,No,0.81268,564,667,0.78305,0.84231
1991,Upper Secondary Level,2nd Quintile,Yes,0.12838,110,893,0.10643,0.15033
1991,Upper Secondary Level,2nd Quintile,No,0.86338,783,893,0.84084,0.88592
1991,Upper Secondary Level,3rd Quintile,Yes,0.13683,137,1000,0.11552,0.15814
1991,Upper Secondary Level,3rd Quintile,No,0.85810,863,1000,0.83646,0.87974
1991,Upper Secondary Level,4th Quintile,Yes,0.11081,107,1031,0.09164,0.12998
1991,Upper Secondary Level,4th Quintile,No,0.88850,924,1031,0.86928,0.90773
1991,Upper Secondary Level,5th Quintile,Yes,0.10835,96,925,0.08831,0.12840
1991,Upper Secondary Level,5th Quintile,No,0.89002,829,925,0.86985,0.91019
1991,Post-secondary Non-tertiary Level,1st Quintile,No,0.74996,38,38,0.61043,0.88949
1991,Post-secondary Non-tertiary Level,2nd Quintile,No,0.79647,40,40,0.67010,0.92283
1991,Post-secondary Non-tertiary Level,3rd Quintile,No,0.84747,49,49,0.74576,0.94918
1991,Post-secondary Non-tertiary Level,4th Quintile,No,0.88761,53,53,0.80176,0.97346
1991,Post-secondary Non-tertiary Level,5th Quintile,No,0.86566,74,74,0.78743,0.94389
1991,First Stage of Tertiary Education,1st Quintile,No,0.76426,43,43,0.63589,0.89263
1991,First Stage of Tertiary Education,2nd Quintile,No,0.92312,71,71,0.86071,0.98553
1991,First Stage of Tertiary Education,3rd Quintile,No,0.87926,77,77,0.80601,0.95252
1991,First Stage of Tertiary Education,4th Quintile,No,0.86853,106,106,0.80390,0.93317
1991,First Stage of Tertiary Education,5th Quintile,No,0.87572,147,147,0.82220,0.92923
1991,Second Stage of Tertiary Education,1st Quintile,No,0.92188,45,45,0.84258,1.00117
1991,Second Stage of Tertiary Education,2nd Quintile,No,0.83838,48,48,0.73314,0.94362
1991,Second Stage of Tertiary Education,3rd Quintile,No,0.96653,89,89,0.92895,1.00411
1991,Second Stage of Tertiary Education,4th Quintile,No,0.88120,148,148,0.82889,0.93350
1991,Second Stage of Tertiary Education,5th Quintile,Yes,0.10803,34,353,0.07560,0.14046
1991,Second Stage of Tertiary Education,5th Quintile,No,0.89197,319,353,0.85954,0.92440
1992,Pre-primary Level,1st Quintile,No,0.89750,40,40,0.80230,0.99269
1992,Pre-primary Level,2nd Quintile,No,0.96470,37,37,0.90441,1.02498
1992,Pre-primary Level,3rd Quintile,No,0.95849,48,48,0.90147,1.01552
1992,Primary Level,1st Quintile,No,0.87899,147,147,0.82609,0.93189
1992,Primary Level,2nd Quintile,No,0.92413,140,140,0.88012,0.96815
1992,Primary Level,3rd Quintile,No,0.94077,142,142,0.90181,0.97973
1992,Primary Level,4th Quintile,No,0.87688,99,99,0.81183,0.94194
1992,Primary Level,5th Quintile,No,0.96052,34,34,0.89407,1.02696
1992,Lower Secondary Level,1st Quintile,Yes,0.15648,96,727,0.13006,0.18291
1992,Lower Secondary Level,1st Quintile,No,0.83692,631,727,0.81005,0.86380
1992,Lower Secondary Level,2nd Quintile,Yes,0.13580,82,658,0.10961,0.16200
1992,Lower Secondary Level,2nd Quintile,No,0.85101,576,658,0.82378,0.87824
1992,Lower Secondary Level,3rd Quintile,Yes,0.12688,62,544,0.09889,0.15488
1992,Lower Secondary Level,3rd Quintile,No,0.86751,482,544,0.83899,0.89602
