year,age_gr,sex,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,66 and older,male,No,0.78762,339,420,0.74846,0.82679
1987,66 and older,female,Yes,0.19408,121,644,0.16351,0.22465
1987,66 and older,female,No,0.80382,523,644,0.77313,0.83452
1988,17-29 y.,male,Yes,0.08729,127,1491,0.07296,0.10163
1988,17-29 y.,male,No,0.91007,1364,1491,0.89555,0.92460
1988,17-29 y.,female,Yes,0.14039,202,1377,0.12203,0.15874
1988,17-29 y.,female,No,0.85829,1175,1377,0.83986,0.87672
1988,30-45 y.,male,Yes,0.07049,103,1442,0.05727,0.08370
1988,30-45 y.,male,No,0.92746,1339,1442,0.91406,0.94085
1988,30-45 y.,female,Yes,0.14474,217,1503,0.12695,0.16253
1988,30-45 y.,female,No,0.85160,1286,1503,0.83362,0.86958
1988,46-65 y.,male,Yes,0.11975,186,1571,0.10369,0.13581
1988,46-65 y.,male,No,0.87703,1385,1571,0.86079,0.89328
1988,46-65 y.,female,Yes,0.11386,179,1523,0.09790,0.12982
1988,46-65 y.,female,No,0.87756,1344,1523,0.86109,0.89403
1988,66 and older,male,Yes,0.20452,83,414,0.16562,0.24342
1988,66 and older,male,No,0.79259,331,414,0.75349,0.83170
1988,66 and older,female,Yes,0.16920,104,617,0.13960,0.19881
1988,66 and older,female,No,0.82533,513,617,0.79534,0.85531
1989,17-29 y.,male,Yes,0.08142,112,1452,0.06734,0.09549
1989,17-29 y.,male,No,0.91725,1340,1452,0.90307,0.93142
1989,17-29 y.,female,Yes,0.14134,215,1368,0.12287,0.15980
1989,17-29 y.,female,No,0.85640,1153,1368,0.83781,0.87499
1989,30-45 y.,male,Yes,0.06976,100,1376,0.05629,0.08322
1989,30-45 y.,male,No,0.92955,1276,1376,0.91602,0.94307
1989,30-45 y.,female,Yes,0.13574,199,1460,0.11817,0.15332
1989,30-45 y.,female,No,0.86216,1261,1460,0.84447,0.87985
1989,46-65 y.,male,Yes,0.11848,174,1527,0.10227,0.13470
1989,46-65 y.,male,No,0.87798,1353,1527,0.86156,0.89440
1989,46-65 y.,female,Yes,0.10637,161,1442,0.09045,0.12229
1989,46-65 y.,female,No,0.89006,1281,1442,0.87391,0.90621
1989,66 and older,male,Yes,0.16281,63,392,0.12621,0.19940
1989,66 and older,male,No,0.83326,329,392,0.79631,0.87020
1989,66 and older,female,Yes,0.20143,121,613,0.16965,0.23320
1989,66 and older,female,No,0.79066,492,613,0.75843,0.82289
1991,17-29 y.,male,Yes,0.08230,124,1374,0.06777,0.09684
1991,17-29 y.,male,No,0.70206,1250,1374,0.67786,0.72625
1991,17-29 y.,female,Yes,0.14325,226,1307,0.12425,0.16225
1991,17-29 y.,female,No,0.64385,1081,1307,0.61788,0.66982
1991,30-45 y.,male,Yes,0.05347,96,1379,0.04159,0.06535
1991,30-45 y.,male,No,0.73773,1283,1379,0.71451,0.76096
1991,30-45 y.,female,Yes,0.10203,181,1431,0.08634,0.11772
1991,30-45 y.,female,No,0.69536,1250,1431,0.67150,0.71921
1991,46-65 y.,male,Yes,0.07149,149,1453,0.05824,0.08474
1991,46-65 y.,male,No,0.70908,1304,1453,0.68572,0.73244
1991,46-65 y.,female,Yes,0.10872,182,1389,0.09235,0.12510
1991,46-65 y.,female,No,0.66320,1207,1389,0.63834,0.68807
1991,66 and older,male,Yes,0.19953,98,415,0.16104,0.23803
1991,66 and older,male,No,0.63639,317,415,0.59005,0.68273
1991,66 and older,female,Yes,0.15191,113,630,0.12386,0.17996
1991,66 and older,female,No,0.65470,517,630,0.61755,0.69186
1992,17-29 y.,male,Yes,0.07340,135,1796,0.06134,0.08547
1992,17-29 y.,male,No,0.92452,1661,1796,0.91229,0.93674
1992,17-29 y.,female,Yes,0.15509,260,1771,0.13823,0.17196
1992,17-29 y.,female,No,0.84304,1511,1771,0.82609,0.85998
1992,30-45 y.,male,Yes,0.07274,148,2054,0.06151,0.08398
1992,30-45 y.,male,No,0.92283,1906,2054,0.91129,0.93437
1992,30-45 y.,female,Yes,0.12320,253,2189,0.10943,0.13697
1992,30-45 y.,female,No,0.87194,1936,2189,0.85794,0.88594
1992,46-65 y.,male,Yes,0.10299,201,2047,0.08982,0.11616
1992,46-65 y.,male,No,0.89555,1846,2047,0.88229,0.90880
1992,46-65 y.,female,Yes,0.10125,208,1970,0.08792,0.11457
1992,46-65 y.,female,No,0.89227,1762,1970,0.87858,0.90596
1992,66 and older,male,Yes,0.22345,116,545,0.18845,0.25846
1992,66 and older,male,No,0.76888,429,545,0.73346,0.80431
1992,66 and older,female,Yes,0.19239,162,889,0.16647,0.21832
1992,66 and older,female,No,0.79318,727,889,0.76654,0.81982
1994,17-29 y.,male,Yes,0.06431,100,1642,0.05244,0.07617
1994,17-29 y.,male,No,0.93274,1542,1642,0.92062,0.94486
1994,17-29 y.,female,Yes,0.14197,243,1692,0.12533,0.15860
1994,17-29 y.,female,No,0.85592,1449,1692,0.83918,0.87266
1994,30-45 y.,male,Yes,0.06161,128,2029,0.05114,0.07207
1994,30-45 y.,male,No,0.93506,1901,2029,0.92433,0.94578
1994,30-45 y.,female,Yes,0.12931,269,2111,0.11499,0.14362
1994,30-45 y.,female,No,0.86861,1842,2111,0.85420,0.88303
1994,46-65 y.,male,Yes,0.11010,210,1963,0.09625,0.12395
1994,46-65 y.,male,No,0.88456,1753,1963,0.87042,0.89870
1994,46-65 y.,female,Yes,0.13163,231,1912,0.11647,0.14679
1994,46-65 y.,female,No,0.86097,1681,1912,0.84546,0.87648
1994,66 and older,male,Yes,0.24476,130,564,0.20924,0.28027
1994,66 and older,male,No,0.74558,434,564,0.70960,0.78156
1994,66 and older,female,Yes,0.21856,186,920,0.19184,0.24528
1994,66 and older,female,No,0.77284,734,920,0.74575,0.79993
1995,17-29 y.,male,Yes,0.06993,112,1632,0.05755,0.08231
1995,17-29 y.,male,No,0.92718,1520,1632,0.91457,0.93979
1995,17-29 y.,female,Yes,0.14572,250,1707,0.12897,0.16246
1995,17-29 y.,female,No,0.84803,1457,1707,0.83100,0.86507
1995,30-45 y.,male,Yes,0.06669,151,2146,0.05613,0.07725
1995,30-45 y.,male,No,0.92460,1995,2146,0.91343,0.93577
1995,30-45 y.,female,Yes,0.12219,283,2275,0.10873,0.13565
1995,30-45 y.,female,No,0.87430,1992,2275,0.86067,0.88792
1995,46-65 y.,male,Yes,0.11908,233,2017,0.10494,0.13322
1995,46-65 y.,male,No,0.87663,1784,2017,0.86227,0.89098
1995,46-65 y.,female,Yes,0.12567,241,1923,0.11085,0.14049
1995,46-65 y.,female,No,0.86359,1682,1923,0.84825,0.87894
1995,66 and older,male,Yes,0.18977,120,584,0.15794,0.22160
1995,66 and older,male,No,0.80010,464,584,0.76764,0.83257
1995,66 and older,female,Yes,0.20784,177,931,0.18176,0.23392
1995,66 and older,female,No,0.78691,754,931,0.76059,0.81323
1996,17-29 y.,male,Yes,0.06216,98,1530,0.05006,0.07427
1996,17-29 y.,male,No,0.93359,1432,1530,0.92111,0.94607
1996,17-29 y.,female,Yes,0.13349,232,1626,0.11696,0.15003
1996,17-29 y.,female,No,0.86432,1394,1626,0.84767,0.88097
1996,30-45 y.,male,Yes,0.06504,146,2178,0.05468,0.07540
1996,30-45 y.,male,No,0.93171,2032,2178,0.92112,0.94231
1996,30-45 y.,female,Yes,0.13331,310,2245,0.11925,0.14738
1996,30-45 y.,female,No,0.86396,1935,2245,0.84978,0.87815
1996,46-65 y.,male,Yes,0.12349,241,1966,0.10894,0.13803
1996,46-65 y.,male,No,0.86974,1725,1966,0.85486,0.88463
1996,46-65 y.,female,Yes,0.12186,242,1920,0.10722,0.13649
1996,46-65 y.,female,No,0.86573,1678,1920,0.85048,0.88099
1996,66 and older,male,Yes,0.23502,136,601,0.20110,0.26895
1996,66 and older,male,No,0.76426,465,601,0.73030,0.79823
1996,66 and older,female,Yes,0.20002,183,938,0.17441,0.22563
1996,66 and older,female,No,0.78783,755,938,0.76165,0.81401
1997,17-29 y.,male,Yes,0.07067,101,1481,0.05761,0.08373
1997,17-29 y.,male,No,0.92598,1380,1481,0.91265,0.93932
1997,17-29 y.,female,Yes,0.14103,217,1535,0.12361,0.15845
1997,17-29 y.,female,No,0.85531,1318,1535,0.83771,0.87292
1997,30-45 y.,male,Yes,0.07434,165,2147,0.06324,0.08544
1997,30-45 y.,male,No,0.92351,1982,2147,0.91227,0.93476
1997,30-45 y.,female,Yes,0.12653,281,2201,0.11264,0.14043
1997,30-45 y.,female,No,0.86846,1920,2201,0.85433,0.88258
1997,46-65 y.,male,Yes,0.11717,219,1922,0.10278,0.13155
1997,46-65 y.,male,No,0.87974,1703,1922,0.86520,0.89429
1997,46-65 y.,female,Yes,0.12980,256,1917,0.11475,0.14485
1997,46-65 y.,female,No,0.86417,1661,1917,0.84883,0.87951
1997,66 and older,male,Yes,0.20559,131,634,0.17411,0.23708
1997,66 and older,male,No,0.78723,503,634,0.75535,0.81911
1997,66 and older,female,Yes,0.19636,179,940,0.17096,0.22177
1997,66 and older,female,No,0.79310,761,940,0.76719,0.81901
1998,17-29 y.,male,Yes,0.06612,114,1565,0.05381,0.07844
1998,17-29 y.,male,No,0.93269,1451,1565,0.92027,0.94511
1998,17-29 y.,female,Yes,0.14711,224,1595,0.12972,0.16450
1998,17-29 y.,female,No,0.85008,1371,1595,0.83255,0.86760
1998,30-45 y.,male,Yes,0.06759,167,2372,0.05748,0.07769
1998,30-45 y.,male,No,0.92984,2205,2372,0.91956,0.94012
1998,30-45 y.,female,Yes,0.13574,325,2448,0.12217,0.14931
1998,30-45 y.,female,No,0.86008,2123,2448,0.84634,0.87383
1998,46-65 y.,male,Yes,0.11200,249,2187,0.09878,0.12522
1998,46-65 y.,male,No,0.88679,1938,2187,0.87351,0.90008
1998,46-65 y.,female,Yes,0.13540,291,2200,0.12110,0.14970
1998,46-65 y.,female,No,0.86187,1909,2200,0.84745,0.87629
1998,66 and older,male,Yes,0.19251,155,756,0.16439,0.22063
1998,66 and older,male,No,0.80450,601,756,0.77621,0.83279
1998,66 and older,female,Yes,0.19422,208,1095,0.17077,0.21766
1998,66 and older,female,No,0.80389,887,1095,0.78036,0.82742
1999,17-29 y.,male,Yes,0.07148,101,1448,0.05821,0.08475
1999,17-29 y.,male,No,0.92753,1347,1448,0.91417,0.94089
1999,17-29 y.,female,Yes,0.11731,180,1523,0.10114,0.13347
1999,17-29 y.,female,No,0.88155,1343,1523,0.86531,0.89778
1999,30-45 y.,male,Yes,0.06690,165,2330,0.05675,0.07704
1999,30-45 y.,male,No,0.93310,2165,2330,0.92296,0.94325
1999,30-45 y.,female,Yes,0.13673,311,2380,0.12293,0.15054
1999,30-45 y.,female,No,0.86153,2069,2380,0.84765,0.87541
1999,46-65 y.,male,Yes,0.12597,263,2076,0.11169,0.14024
1999,46-65 y.,male,No,0.87296,1813,2076,0.85863,0.88729
1999,46-65 y.,female,Yes,0.13921,294,2101,0.12440,0.15401
1999,46-65 y.,female,No,0.85529,1807,2101,0.84024,0.87034
1999,66 and older,male,Yes,0.19800,159,750,0.16946,0.22654
1999,66 and older,male,No,0.80200,591,750,0.77346,0.83054
1999,66 and older,female,Yes,0.20443,196,1046,0.17998,0.22888
1999,66 and older,female,No,0.79183,850,1046,0.76721,0.81644
2000,17-29 y.,male,Yes,0.06849,158,2213,0.05797,0.07902
2000,17-29 y.,male,No,0.92297,2055,2213,0.91186,0.93409
2000,17-29 y.,female,Yes,0.12039,297,2349,0.10723,0.13356
2000,17-29 y.,female,No,0.87599,2052,2349,0.86266,0.88932
2000,30-45 y.,male,Yes,0.06599,253,3982,0.05827,0.07370
2000,30-45 y.,male,No,0.93138,3729,3982,0.92353,0.93923
2000,30-45 y.,female,Yes,0.11219,487,4166,0.10261,0.12178
2000,30-45 y.,female,No,0.88599,3679,4166,0.87634,0.89564
2000,46-65 y.,male,Yes,0.11662,463,3823,0.10644,0.12680
2000,46-65 y.,male,No,0.88065,3360,3823,0.87037,0.89093
2000,46-65 y.,female,Yes,0.12745,503,3929,0.11702,0.13788
2000,46-65 y.,female,No,0.86974,3426,3929,0.85921,0.88027
2000,66 and older,male,Yes,0.20515,318,1535,0.18494,0.22536
2000,66 and older,male,No,0.79485,1217,1535,0.77464,0.81506
2000,66 and older,female,Yes,0.18471,376,2057,0.16794,0.20149
2000,66 and older,female,No,0.81245,1681,2057,0.79558,0.82932
2001,17-29 y.,male,Yes,0.06105,125,1975,0.05049,0.07161
2001,17-29 y.,male,No,0.93536,1850,1975,0.92451,0.94621
2001,17-29 y.,female,Yes,0.12603,279,2112,0.11187,0.14018
2001,17-29 y.,female,No,0.87090,1833,2112,0.85659,0.88520
2001,30-45 y.,male,Yes,0.06851,245,3536,0.06019,0.07684
2001,30-45 y.,male,No,0.92918,3291,3536,0.92072,0.93763
2001,30-45 y.,female,Yes,0.11976,455,3779,0.10941,0.13012
2001,30-45 y.,female,No,0.87794,3324,3779,0.86750,0.88837
2001,46-65 y.,male,Yes,0.11943,420,3513,0.10871,0.13016
2001,46-65 y.,male,No,0.87691,3093,3513,0.86604,0.88777
2001,46-65 y.,female,Yes,0.12676,440,3551,0.11581,0.13770
2001,46-65 y.,female,No,0.86584,3111,3551,0.85463,0.87706
2001,66 and older,male,Yes,0.19840,287,1471,0.17801,0.21878
2001,66 and older,male,No,0.79643,1184,1471,0.77585,0.81702
2001,66 and older,female,Yes,0.19424,370,1915,0.17652,0.21196
2001,66 and older,female,No,0.80190,1545,1915,0.78404,0.81976
2002,17-29 y.,male,Yes,0.07114,136,2013,0.05990,0.08237
2002,17-29 y.,male,No,0.92577,1877,2013,0.91431,0.93722
2002,17-29 y.,female,Yes,0.10733,230,2120,0.09415,0.12051
2002,17-29 y.,female,No,0.88849,1890,2120,0.87509,0.90189
2002,30-45 y.,male,Yes,0.06801,239,3561,0.05974,0.07628
2002,30-45 y.,male,No,0.93060,3322,3561,0.92225,0.93895
2002,30-45 y.,female,Yes,0.10627,406,3865,0.09655,0.11599
2002,30-45 y.,female,No,0.88992,3459,3865,0.88006,0.89979
2002,46-65 y.,male,Yes,0.12831,492,3923,0.11784,0.13878
2002,46-65 y.,male,No,0.87019,3431,3923,0.85967,0.88071
2002,46-65 y.,female,Yes,0.11833,458,3916,0.10821,0.12844
2002,46-65 y.,female,No,0.87853,3458,3916,0.86829,0.88876
2002,66 and older,male,Yes,0.20290,332,1614,0.18327,0.22252
2002,66 and older,male,No,0.79413,1282,1614,0.77440,0.81386
2002,66 and older,female,Yes,0.21835,407,1967,0.20009,0.23662
2002,66 and older,female,No,0.77714,1560,1967,0.75874,0.79553
2003,17-29 y.,male,Yes,0.05759,118,1920,0.04717,0.06801
2003,17-29 y.,male,No,0.93562,1802,1920,0.92463,0.94660
2003,17-29 y.,female,Yes,0.12401,238,2069,0.10980,0.13821
2003,17-29 y.,female,No,0.87205,1831,2069,0.85765,0.88645
2003,30-45 y.,male,Yes,0.06820,220,3317,0.05962,0.07678
2003,30-45 y.,male,No,0.92777,3097,3317,0.91896,0.93658
2003,30-45 y.,female,Yes,0.11850,448,3596,0.10794,0.12907
2003,30-45 y.,female,No,0.87618,3148,3596,0.86541,0.88694
2003,46-65 y.,male,Yes,0.12903,469,3746,0.11829,0.13976
2003,46-65 y.,male,No,0.86782,3277,3746,0.85697,0.87867
2003,46-65 y.,female,Yes,0.11819,441,3800,0.10792,0.12845
2003,46-65 y.,female,No,0.87478,3359,3800,0.86425,0.88530
2003,66 and older,male,Yes,0.18969,321,1654,0.17079,0.20859
2003,66 and older,male,No,0.80521,1333,1654,0.78612,0.82431
2003,66 and older,female,Yes,0.19048,361,1982,0.17319,0.20777
2003,66 and older,female,No,0.80416,1621,1982,0.78669,0.82164
2004,17-29 y.,male,Yes,0.05150,110,1898,0.04155,0.06145
2004,17-29 y.,male,No,0.94240,1788,1898,0.93192,0.95289
2004,17-29 y.,female,Yes,0.08841,193,2043,0.07610,0.10072
2004,17-29 y.,female,No,0.90676,1850,2043,0.89414,0.91937
2004,30-45 y.,male,Yes,0.06760,209,3113,0.05878,0.07642
2004,30-45 y.,male,No,0.92705,2904,3113,0.91791,0.93618
2004,30-45 y.,female,Yes,0.11989,410,3399,0.10897,0.13081
2004,30-45 y.,female,No,0.87848,2989,3399,0.86749,0.88946
2004,46-65 y.,male,Yes,0.12517,421,3616,0.11438,0.13595
2004,46-65 y.,male,No,0.87002,3195,3616,0.85906,0.88099
2004,46-65 y.,female,Yes,0.12262,463,3730,0.11210,0.13315
2004,46-65 y.,female,No,0.87451,3267,3730,0.86387,0.88514
2004,66 and older,male,Yes,0.22140,350,1715,0.20175,0.24106
2004,66 and older,male,No,0.77756,1365,1715,0.75787,0.79725
2004,66 and older,female,Yes,0.21763,420,2036,0.19970,0.23556
2004,66 and older,female,No,0.77703,1616,2036,0.75895,0.79512
2005,17-29 y.,male,Yes,0.05089,87,1822,0.04079,0.06098
2005,17-29 y.,male,No,0.94099,1735,1822,0.93017,0.95182
2005,17-29 y.,female,Yes,0.09225,173,1989,0.07953,0.10498
2005,17-29 y.,female,No,0.90219,1816,1989,0.88913,0.91525
2005,30-45 y.,male,Yes,0.07471,205,2894,0.06513,0.08429
2005,30-45 y.,male,No,0.92294,2689,2894,0.91322,0.93266
2005,30-45 y.,female,Yes,0.11078,332,3174,0.09985,0.12170
2005,30-45 y.,female,No,0.88291,2842,3174,0.87172,0.89410
2005,46-65 y.,male,Yes,0.11235,378,3418,0.10176,0.12294
2005,46-65 y.,male,No,0.88090,3040,3418,0.87004,0.89176
2005,46-65 y.,female,Yes,0.11379,395,3572,0.10337,0.12420
2005,46-65 y.,female,No,0.87887,3177,3572,0.86816,0.88957
2005,66 and older,male,Yes,0.18497,318,1731,0.16668,0.20327
2005,66 and older,male,No,0.81103,1413,1731,0.79258,0.82948
2005,66 and older,female,Yes,0.19625,392,2025,0.17894,0.21355
2005,66 and older,female,No,0.79887,1633,2025,0.78141,0.81634
2006,17-29 y.,male,Yes,0.06105,95,1759,0.04985,0.07224
2006,17-29 y.,male,No,0.87109,1664,1759,0.85543,0.88676
2006,17-29 y.,female,Yes,0.09456,199,1915,0.08145,0.10767
2006,17-29 y.,female,No,0.85081,1716,1915,0.83484,0.86677
2006,30-45 y.,male,Yes,0.05613,171,2973,0.04785,0.06440
2006,30-45 y.,male,No,0.94254,2802,2973,0.93417,0.95091
2006,30-45 y.,female,Yes,0.10852,348,3301,0.09791,0.11913
2006,30-45 y.,female,No,0.88839,2953,3301,0.87765,0.89913
2006,46-65 y.,male,Yes,0.12265,415,3643,0.11200,0.13330
2006,46-65 y.,male,No,0.87475,3228,3643,0.86400,0.88550
2006,46-65 y.,female,Yes,0.11089,421,3919,0.10106,0.12072
2006,46-65 y.,female,No,0.88748,3498,3919,0.87759,0.89738
2006,66 and older,male,Yes,0.21511,414,2077,0.19743,0.23278
2006,66 and older,male,No,0.78233,1663,2077,0.76458,0.80008
2006,66 and older,female,Yes,0.21676,489,2342,0.20007,0.23345
2006,66 and older,female,No,0.77818,1853,2342,0.76135,0.79501
2007,17-29 y.,male,Yes,0.06755,102,1619,0.05532,0.07978
2007,17-29 y.,male,No,0.84183,1517,1619,0.82405,0.85961
2007,17-29 y.,female,Yes,0.09414,179,1764,0.08051,0.10777
2007,17-29 y.,female,No,0.82519,1585,1764,0.80746,0.84292
2007,30-45 y.,male,Yes,0.06690,166,2701,0.05748,0.07633
2007,30-45 y.,male,No,0.92997,2535,2701,0.92034,0.93959
2007,30-45 y.,female,Yes,0.10477,312,2996,0.09380,0.11574
2007,30-45 y.,female,No,0.89201,2684,2996,0.88090,0.90313
2007,46-65 y.,male,Yes,0.11287,391,3389,0.10221,0.12352
2007,46-65 y.,male,No,0.88272,2998,3389,0.87189,0.89356
2007,46-65 y.,female,Yes,0.10109,383,3655,0.09132,0.11087
2007,46-65 y.,female,No,0.89528,3272,3655,0.88535,0.90521
2007,66 and older,male,Yes,0.20990,415,2033,0.19219,0.22760
2007,66 and older,male,No,0.78481,1618,2033,0.76695,0.80268
2007,66 and older,female,Yes,0.21665,487,2295,0.19979,0.23351
2007,66 and older,female,No,0.77843,1808,2295,0.76143,0.79542
2008,17-29 y.,male,Yes,0.04767,81,1499,0.03688,0.05846
2008,17-29 y.,male,No,0.87596,1418,1499,0.85927,0.89266
2008,17-29 y.,female,Yes,0.08071,153,1640,0.06752,0.09390
2008,17-29 y.,female,No,0.84173,1487,1640,0.82406,0.85941
2008,30-45 y.,male,Yes,0.05816,137,2461,0.04891,0.06741
2008,30-45 y.,male,No,0.93994,2324,2461,0.93055,0.94933
2008,30-45 y.,female,Yes,0.09863,283,2699,0.08738,0.10988
2008,30-45 y.,female,No,0.89835,2416,2699,0.88695,0.90975
2008,46-65 y.,male,Yes,0.11583,378,3187,0.10471,0.12694
2008,46-65 y.,male,No,0.88137,2809,3187,0.87015,0.89260
2008,46-65 y.,female,Yes,0.10382,359,3487,0.09369,0.11394
2008,46-65 y.,female,No,0.88868,3128,3487,0.87824,0.89913
2008,66 and older,male,Yes,0.20617,406,2023,0.18854,0.22381
2008,66 and older,male,No,0.78340,1617,2023,0.76544,0.80135
2008,66 and older,female,Yes,0.19703,448,2254,0.18061,0.21345
2008,66 and older,female,No,0.79784,1806,2254,0.78126,0.81443
2009,17-29 y.,male,Yes,0.05438,81,1396,0.04248,0.06628
2009,17-29 y.,male,No,0.87312,1315,1396,0.85565,0.89058
2009,17-29 y.,female,Yes,0.09243,142,1453,0.07753,0.10733
2009,17-29 y.,female,No,0.84336,1311,1453,0.82466,0.86205
2009,30-45 y.,male,Yes,0.07145,159,2202,0.06069,0.08222
2009,30-45 y.,male,No,0.92739,2043,2202,0.91655,0.93823
2009,30-45 y.,female,Yes,0.11975,283,2465,0.10693,0.13257
2009,30-45 y.,female,No,0.87708,2182,2465,0.86411,0.89004
2009,46-65 y.,male,Yes,0.11292,350,3005,0.10160,0.12423
2009,46-65 y.,male,No,0.88314,2655,3005,0.87165,0.89463
2009,46-65 y.,female,Yes,0.12067,404,3303,0.10956,0.13178
2009,46-65 y.,female,No,0.87553,2899,3303,0.86427,0.88679
2009,66 and older,male,Yes,0.22550,437,1973,0.20705,0.24394
2009,66 and older,male,No,0.76965,1536,1973,0.75106,0.78823
2009,66 and older,female,Yes,0.21002,437,2179,0.19291,0.22712
2009,66 and older,female,No,0.78782,1742,2179,0.77065,0.80499
2010,17-29 y.,male,Yes,0.05737,117,1700,0.04631,0.06842
2010,17-29 y.,male,No,0.88368,1583,1700,0.86844,0.89893
2010,17-29 y.,female,Yes,0.08398,385,2211,0.07241,0.09554
2010,17-29 y.,female,No,0.85932,1826,2211,0.84483,0.87382
2010,30-45 y.,male,Yes,0.06492,263,3932,0.05722,0.07262
2010,30-45 y.,male,No,0.93362,3669,3932,0.92584,0.94140
2010,30-45 y.,female,Yes,0.11164,855,5130,0.10302,0.12026
2010,30-45 y.,female,No,0.88752,4275,5130,0.87887,0.89617
2010,46-65 y.,male,Yes,0.12055,386,3336,0.10950,0.13160
2010,46-65 y.,male,No,0.87749,2950,3336,0.86636,0.88862
2010,46-65 y.,female,Yes,0.11870,419,3597,0.10813,0.12927
2010,46-65 y.,female,No,0.87928,3178,3597,0.86863,0.88993
2010,66 and older,male,Yes,0.23228,427,1918,0.21337,0.25118
2010,66 and older,male,No,0.76720,1491,1918,0.74828,0.78612
2010,66 and older,female,Yes,0.19838,419,2099,0.18131,0.21544
