year,migback,quintil_oecd,hospitalyn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2015,No migration background,2nd Quintile,Yes,0.16483,581,24944,0.16460,0.16506
2015,No migration background,2nd Quintile,No,0.83517,3224,24944,0.83494,0.83540
2015,No migration background,3rd Quintile,Yes,0.14717,520,24944,0.14696,0.14738
2015,No migration background,3rd Quintile,No,0.85283,3258,24944,0.85262,0.85304
2015,No migration background,4th Quintile,Yes,0.13879,491,24944,0.13859,0.13898
2015,No migration background,4th Quintile,No,0.86121,3530,24944,0.86102,0.86141
2015,No migration background,5th Quintile,Yes,0.10891,490,24944,0.10874,0.10908
2015,No migration background,5th Quintile,No,0.89109,3943,24944,0.89092,0.89126
2015,Direct migration background,1st Quintile,Yes,0.15434,234,24944,0.15392,0.15476
2015,Direct migration background,1st Quintile,No,0.84566,1302,24944,0.84524,0.84608
2015,Direct migration background,2nd Quintile,Yes,0.13627,140,24944,0.13582,0.13673
2015,Direct migration background,2nd Quintile,No,0.86373,990,24944,0.86327,0.86418
2015,Direct migration background,3rd Quintile,Yes,0.12540,104,24944,0.12487,0.12593
2015,Direct migration background,3rd Quintile,No,0.87460,697,24944,0.87407,0.87513
2015,Direct migration background,4th Quintile,Yes,0.11654,59,24944,0.11593,0.11715
2015,Direct migration background,4th Quintile,No,0.88346,434,24944,0.88285,0.88407
2015,Direct migration background,5th Quintile,Yes,0.09565,58,24944,0.09511,0.09619
2015,Direct migration background,5th Quintile,No,0.90435,388,24944,0.90381,0.90489
2015,Indirect migration background,1st Quintile,Yes,0.11419,61,24944,0.11353,0.11486
2015,Indirect migration background,1st Quintile,No,0.88581,405,24944,0.88514,0.88647
2015,Indirect migration background,2nd Quintile,Yes,0.14502,43,24944,0.14416,0.14587
2015,Indirect migration background,2nd Quintile,No,0.85498,299,24944,0.85413,0.85584
2015,Indirect migration background,3rd Quintile,Yes,0.11483,36,24944,0.11401,0.11565
2015,Indirect migration background,3rd Quintile,No,0.88517,253,24944,0.88435,0.88599
2015,Indirect migration background,4th Quintile,No,1.00000,220,24944,1.00000,1.00000
2015,Indirect migration background,5th Quintile,No,1.00000,195,24944,1.00000,1.00000
2016,No migration background,1st Quintile,Yes,0.17317,442,24057,0.17291,0.17343
2016,No migration background,1st Quintile,No,0.82683,2362,24057,0.82657,0.82709
2016,No migration background,2nd Quintile,Yes,0.15854,516,24057,0.15832,0.15877
2016,No migration background,2nd Quintile,No,0.84146,2967,24057,0.84123,0.84168
2016,No migration background,3rd Quintile,Yes,0.15792,517,24057,0.15771,0.15813
2016,No migration background,3rd Quintile,No,0.84208,3070,24057,0.84187,0.84229
2016,No migration background,4th Quintile,Yes,0.11199,431,24057,0.11181,0.11216
2016,No migration background,4th Quintile,No,0.88801,3322,24057,0.88784,0.88819
2016,No migration background,5th Quintile,Yes,0.11069,439,24057,0.11052,0.11087
2016,No migration background,5th Quintile,No,0.88931,3704,24057,0.88913,0.88948
2016,Direct migration background,1st Quintile,Yes,0.15737,288,24057,0.15697,0.15778
2016,Direct migration background,1st Quintile,No,0.84263,1457,24057,0.84222,0.84303
2016,Direct migration background,2nd Quintile,Yes,0.13333,166,24057,0.13291,0.13374
2016,Direct migration background,2nd Quintile,No,0.86667,1104,24057,0.86626,0.86709
2016,Direct migration background,3rd Quintile,Yes,0.10955,85,24057,0.10908,0.11002
2016,Direct migration background,3rd Quintile,No,0.89045,699,24057,0.88998,0.89092
2016,Direct migration background,4th Quintile,Yes,0.07836,60,24057,0.07792,0.07881
2016,Direct migration background,4th Quintile,No,0.92164,540,24057,0.92119,0.92208
2016,Direct migration background,5th Quintile,Yes,0.09407,61,24057,0.09356,0.09458
2016,Direct migration background,5th Quintile,No,0.90593,413,24057,0.90542,0.90644
2016,Indirect migration background,1st Quintile,Yes,0.16336,69,24057,0.16262,0.16410
2016,Indirect migration background,1st Quintile,No,0.83664,344,24057,0.83590,0.83738
2016,Indirect migration background,2nd Quintile,Yes,0.11248,52,24057,0.11180,0.11316
2016,Indirect migration background,2nd Quintile,No,0.88752,318,24057,0.88684,0.88820
2016,Indirect migration background,3rd Quintile,No,1.00000,249,24057,1.00000,1.00000
2016,Indirect migration background,4th Quintile,No,1.00000,201,24057,1.00000,1.00000
2016,Indirect migration background,5th Quintile,No,1.00000,181,24057,1.00000,1.00000
2017,No migration background,1st Quintile,Yes,0.17871,470,22611,0.17842,0.17899
2017,No migration background,1st Quintile,No,0.82129,2159,22611,0.82101,0.82158
2017,No migration background,2nd Quintile,Yes,0.18048,535,22611,0.18022,0.18073
2017,No migration background,2nd Quintile,No,0.81952,2829,22611,0.81927,0.81978
2017,No migration background,3rd Quintile,Yes,0.14159,455,22611,0.14136,0.14181
2017,No migration background,3rd Quintile,No,0.85841,2980,22611,0.85819,0.85864
2017,No migration background,4th Quintile,Yes,0.12701,445,22611,0.12680,0.12721
2017,No migration background,4th Quintile,No,0.87299,3139,22611,0.87279,0.87320
2017,No migration background,5th Quintile,Yes,0.12020,460,22611,0.12001,0.12040
2017,No migration background,5th Quintile,No,0.87980,3466,22611,0.87960,0.87999
2017,Direct migration background,1st Quintile,Yes,0.18610,251,22611,0.18564,0.18657
2017,Direct migration background,1st Quintile,No,0.81390,1305,22611,0.81343,0.81436
2017,Direct migration background,2nd Quintile,Yes,0.16137,157,22611,0.16089,0.16186
2017,Direct migration background,2nd Quintile,No,0.83863,1002,22611,0.83814,0.83911
2017,Direct migration background,3rd Quintile,Yes,0.07541,58,22611,0.07500,0.07583
2017,Direct migration background,3rd Quintile,No,0.92459,650,22611,0.92417,0.92500
2017,Direct migration background,4th Quintile,Yes,0.11344,51,22611,0.11288,0.11400
2017,Direct migration background,4th Quintile,No,0.88656,448,22611,0.88600,0.88712
2017,Direct migration background,5th Quintile,Yes,0.10968,49,22611,0.10907,0.11029
2017,Direct migration background,5th Quintile,No,0.89032,371,22611,0.88971,0.89093
2017,Indirect migration background,1st Quintile,Yes,0.15017,71,22611,0.14941,0.15092
2017,Indirect migration background,1st Quintile,No,0.84983,355,22611,0.84908,0.85059
2017,Indirect migration background,2nd Quintile,Yes,0.08573,34,22611,0.08502,0.08644
2017,Indirect migration background,2nd Quintile,No,0.91427,261,22611,0.91356,0.91498
2017,Indirect migration background,3rd Quintile,No,1.00000,221,22611,1.00000,1.00000
2017,Indirect migration background,4th Quintile,No,1.00000,220,22611,1.00000,1.00000
2017,Indirect migration background,5th Quintile,No,1.00000,169,22611,1.00000,1.00000
2018,No migration background,1st Quintile,Yes,0.18071,449,24240,0.18044,0.18098
2018,No migration background,1st Quintile,No,0.81929,2347,24240,0.81902,0.81956
2018,No migration background,2nd Quintile,Yes,0.16677,558,24240,0.16653,0.16700
2018,No migration background,2nd Quintile,No,0.83323,3181,24240,0.83300,0.83347
2018,No migration background,3rd Quintile,Yes,0.15193,507,24240,0.15171,0.15214
2018,No migration background,3rd Quintile,No,0.84807,3250,24240,0.84786,0.84829
2018,No migration background,4th Quintile,Yes,0.12376,462,24240,0.12358,0.12395
2018,No migration background,4th Quintile,No,0.87624,3436,24240,0.87605,0.87642
2018,No migration background,5th Quintile,Yes,0.11340,508,24240,0.11323,0.11358
2018,No migration background,5th Quintile,No,0.88660,3945,24240,0.88642,0.88677
2018,Direct migration background,1st Quintile,Yes,0.17974,235,24240,0.17930,0.18018
2018,Direct migration background,1st Quintile,No,0.82026,1181,24240,0.81982,0.82070
2018,Direct migration background,2nd Quintile,Yes,0.10814,118,24240,0.10774,0.10854
2018,Direct migration background,2nd Quintile,No,0.89186,982,24240,0.89146,0.89226
2018,Direct migration background,3rd Quintile,Yes,0.11999,84,24240,0.11952,0.12047
2018,Direct migration background,3rd Quintile,No,0.88001,614,24240,0.87953,0.88048
2018,Direct migration background,4th Quintile,Yes,0.10468,53,24240,0.10419,0.10518
2018,Direct migration background,4th Quintile,No,0.89532,452,24240,0.89482,0.89581
2018,Direct migration background,5th Quintile,Yes,0.08643,41,24240,0.08593,0.08693
2018,Direct migration background,5th Quintile,No,0.91357,365,24240,0.91307,0.91407
2018,Indirect migration background,1st Quintile,Yes,0.11347,52,24240,0.11282,0.11412
2018,Indirect migration background,1st Quintile,No,0.88653,375,24240,0.88588,0.88718
2018,Indirect migration background,2nd Quintile,Yes,0.10592,51,24240,0.10527,0.10657
2018,Indirect migration background,2nd Quintile,No,0.89408,336,24240,0.89343,0.89473
2018,Indirect migration background,3rd Quintile,Yes,0.10892,32,24240,0.10823,0.10960
2018,Indirect migration background,3rd Quintile,No,0.89108,255,24240,0.89040,0.89177
2018,Indirect migration background,4th Quintile,No,1.00000,181,24240,1.00000,1.00000
2018,Indirect migration background,5th Quintile,No,1.00000,190,24240,1.00000,1.00000
2019,No migration background,1st Quintile,Yes,0.18121,480,22626,0.18094,0.18148
2019,No migration background,1st Quintile,No,0.81879,2212,22626,0.81852,0.81906
2019,No migration background,2nd Quintile,Yes,0.14980,509,22626,0.14957,0.15002
2019,No migration background,2nd Quintile,No,0.85020,2986,22626,0.84998,0.85043
2019,No migration background,3rd Quintile,Yes,0.14600,472,22626,0.14579,0.14622
2019,No migration background,3rd Quintile,No,0.85400,3076,22626,0.85378,0.85421
2019,No migration background,4th Quintile,Yes,0.13195,447,22626,0.13175,0.13214
2019,No migration background,4th Quintile,No,0.86805,3197,22626,0.86786,0.86825
2019,No migration background,5th Quintile,Yes,0.12747,487,22626,0.12728,0.12766
2019,No migration background,5th Quintile,No,0.87253,3657,22626,0.87234,0.87272
2019,Direct migration background,1st Quintile,Yes,0.15897,207,22626,0.15856,0.15938
2019,Direct migration background,1st Quintile,No,0.84103,1071,22626,0.84062,0.84144
2019,Direct migration background,2nd Quintile,Yes,0.09285,126,22626,0.09249,0.09322
2019,Direct migration background,2nd Quintile,No,0.90715,831,22626,0.90678,0.90751
2019,Direct migration background,3rd Quintile,Yes,0.10744,74,22626,0.10702,0.10787
2019,Direct migration background,3rd Quintile,No,0.89256,589,22626,0.89213,0.89298
2019,Direct migration background,4th Quintile,Yes,0.08706,51,22626,0.08658,0.08754
2019,Direct migration background,4th Quintile,No,0.91294,379,22626,0.91246,0.91342
2019,Direct migration background,5th Quintile,Yes,0.14387,44,22626,0.14328,0.14446
2019,Direct migration background,5th Quintile,No,0.85613,381,22626,0.85554,0.85672
2019,Indirect migration background,1st Quintile,Yes,0.16102,65,22626,0.16032,0.16172
2019,Indirect migration background,1st Quintile,No,0.83898,354,22626,0.83828,0.83968
2019,Indirect migration background,2nd Quintile,No,1.00000,275,22626,1.00000,1.00000
2019,Indirect migration background,3rd Quintile,Yes,0.11756,44,22626,0.11686,0.11826
2019,Indirect migration background,3rd Quintile,No,0.88244,243,22626,0.88174,0.88314
2019,Indirect migration background,4th Quintile,No,1.00000,175,22626,1.00000,1.00000
2019,Indirect migration background,5th Quintile,No,1.00000,194,22626,1.00000,1.00000
2020,No migration background,1st Quintile,Yes,0.17151,440,26085,0.17125,0.17177
2020,No migration background,1st Quintile,No,0.82849,2219,26085,0.82823,0.82875
2020,No migration background,2nd Quintile,Yes,0.17660,533,26085,0.17637,0.17683
2020,No migration background,2nd Quintile,No,0.82340,2884,26085,0.82317,0.82363
2020,No migration background,3rd Quintile,Yes,0.14928,502,26085,0.14908,0.14949
2020,No migration background,3rd Quintile,No,0.85072,3004,26085,0.85051,0.85092
2020,No migration background,4th Quintile,Yes,0.12765,450,26085,0.12746,0.12784
2020,No migration background,4th Quintile,No,0.87235,3277,26085,0.87216,0.87254
2020,No migration background,5th Quintile,Yes,0.12622,596,26085,0.12604,0.12641
2020,No migration background,5th Quintile,No,0.87378,4619,26085,0.87359,0.87396
2020,Direct migration background,1st Quintile,Yes,0.15726,515,26085,0.15686,0.15765
2020,Direct migration background,1st Quintile,No,0.84274,3012,26085,0.84235,0.84314
2020,Direct migration background,2nd Quintile,Yes,0.12435,118,26085,0.12391,0.12480
2020,Direct migration background,2nd Quintile,No,0.87565,876,26085,0.87520,0.87609
2020,Direct migration background,3rd Quintile,Yes,0.11732,78,26085,0.11683,0.11781
2020,Direct migration background,3rd Quintile,No,0.88268,531,26085,0.88219,0.88317
2020,Direct migration background,4th Quintile,Yes,0.06897,40,26085,0.06855,0.06940
2020,Direct migration background,4th Quintile,No,0.93103,422,26085,0.93060,0.93145
2020,Direct migration background,5th Quintile,Yes,0.09433,55,26085,0.09382,0.09485
2020,Direct migration background,5th Quintile,No,0.90567,431,26085,0.90515,0.90618
2020,Indirect migration background,1st Quintile,Yes,0.15215,53,26085,0.15146,0.15285
2020,Indirect migration background,1st Quintile,No,0.84785,373,26085,0.84715,0.84854
2020,Indirect migration background,2nd Quintile,Yes,0.09869,32,26085,0.09802,0.09937
2020,Indirect migration background,2nd Quintile,No,0.90131,255,26085,0.90063,0.90198
2020,Indirect migration background,3rd Quintile,Yes,0.11984,32,26085,0.11909,0.12059
2020,Indirect migration background,3rd Quintile,No,0.88016,252,26085,0.87941,0.88091
2020,Indirect migration background,4th Quintile,No,1.00000,217,26085,1.00000,1.00000
2020,Indirect migration background,5th Quintile,No,1.00000,269,26085,1.00000,1.00000
2021,No migration background,1st Quintile,Yes,0.16744,280,17043,0.16719,0.16770
2021,No migration background,1st Quintile,No,0.83256,1645,17043,0.83230,0.83281
2021,No migration background,2nd Quintile,Yes,0.13992,355,17043,0.13971,0.14013
2021,No migration background,2nd Quintile,No,0.86008,2121,17043,0.85987,0.86029
2021,No migration background,3rd Quintile,Yes,0.13013,302,17043,0.12993,0.13033
2021,No migration background,3rd Quintile,No,0.86987,2082,17043,0.86967,0.87007
2021,No migration background,4th Quintile,Yes,0.12294,287,17043,0.12276,0.12312
2021,No migration background,4th Quintile,No,0.87706,2410,17043,0.87688,0.87724
2021,No migration background,5th Quintile,Yes,0.10755,414,17043,0.10737,0.10772
2021,No migration background,5th Quintile,No,0.89245,3279,17043,0.89228,0.89263
2021,Direct migration background,1st Quintile,Yes,0.13843,136,17043,0.13804,0.13882
2021,Direct migration background,1st Quintile,No,0.86157,880,17043,0.86118,0.86196
2021,Direct migration background,2nd Quintile,Yes,0.09372,70,17043,0.09333,0.09411
2021,Direct migration background,2nd Quintile,No,0.90628,635,17043,0.90589,0.90667
2021,Direct migration background,3rd Quintile,Yes,0.09295,49,17043,0.09253,0.09337
2021,Direct migration background,3rd Quintile,No,0.90705,408,17043,0.90663,0.90747
2021,Direct migration background,4th Quintile,Yes,0.08823,32,17043,0.08779,0.08867
2021,Direct migration background,4th Quintile,No,0.91177,360,17043,0.91133,0.91221
2021,Direct migration background,5th Quintile,Yes,0.10150,45,17043,0.10100,0.10200
2021,Direct migration background,5th Quintile,No,0.89850,377,17043,0.89800,0.89900
2021,Indirect migration background,1st Quintile,Yes,0.11267,31,17043,0.11203,0.11332
2021,Indirect migration background,1st Quintile,No,0.88733,206,17043,0.88668,0.88797
2021,Indirect migration background,2nd Quintile,No,1.00000,177,17043,1.00000,1.00000
2021,Indirect migration background,3rd Quintile,No,1.00000,155,17043,1.00000,1.00000
2021,Indirect migration background,4th Quintile,No,1.00000,136,17043,1.00000,1.00000
2021,Indirect migration background,5th Quintile,No,1.00000,171,17043,1.00000,1.00000
