year,bula_h,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Bavaria,Rural regions,Yes,0.13861,192,1508,0.12117,0.15606
2004,Bavaria,Rural regions,No,0.86139,1316,1508,0.84394,0.87883
2004,Berlin,Urban regions,Yes,0.10869,80,803,0.08715,0.13023
2004,Berlin,Urban regions,No,0.89131,723,803,0.86977,0.91285
2004,Brandenburg,Urban regions,No,0.85538,61,61,0.76638,0.94438
2004,Brandenburg,Rural regions,Yes,0.14177,106,829,0.11801,0.16553
2004,Brandenburg,Rural regions,No,0.85823,723,829,0.83447,0.88199
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.89496,67,67,0.82099,0.96893
2004,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16097,65,434,0.12636,0.19559
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.83903,369,434,0.80441,0.87364
2004,Saxony,Urban regions,Yes,0.11257,80,781,0.09039,0.13475
2004,Saxony,Urban regions,No,0.88743,701,781,0.86525,0.90961
2004,Saxony,Rural regions,Yes,0.12812,93,788,0.10477,0.15147
2004,Saxony,Rural regions,No,0.87188,695,788,0.84853,0.89523
2004,Saxony-Anhalt,Urban regions,No,0.84213,155,155,0.78455,0.89972
2004,Saxony-Anhalt,Rural regions,Yes,0.11768,83,744,0.09451,0.14085
2004,Saxony-Anhalt,Rural regions,No,0.88232,661,744,0.85915,0.90549
2004,Thuringa,Urban regions,Yes,0.12381,36,282,0.08530,0.16232
2004,Thuringa,Urban regions,No,0.87619,246,282,0.83768,0.91470
2004,Thuringa,Rural regions,Yes,0.15761,85,660,0.12979,0.18543
2004,Thuringa,Rural regions,No,0.84239,575,660,0.81457,0.87021
2005,Schleswig-Holstein,Urban regions,No,0.88886,248,248,0.84966,0.92806
2005,Schleswig-Holstein,Rural regions,Yes,0.10627,39,368,0.07474,0.13780
2005,Schleswig-Holstein,Rural regions,No,0.89373,329,368,0.86220,0.92526
2005,Hamburg,Urban regions,No,0.93595,266,266,0.90647,0.96543
2005,Lower Saxony,Urban regions,Yes,0.09859,70,854,0.07858,0.11860
2005,Lower Saxony,Urban regions,No,0.90141,784,854,0.88140,0.92142
2005,Lower Saxony,Rural regions,Yes,0.11262,101,926,0.09225,0.13299
2005,Lower Saxony,Rural regions,No,0.88738,825,926,0.86701,0.90775
2005,Bremen,Urban regions,No,0.85484,129,129,0.79382,0.91587
2005,North Rhine-Westphalia,Urban regions,Yes,0.13048,506,4247,0.12035,0.14062
2005,North Rhine-Westphalia,Urban regions,No,0.86952,3741,4247,0.85938,0.87965
2005,North Rhine-Westphalia,Rural regions,No,0.86556,93,93,0.79585,0.93526
2005,Hesse,Urban regions,Yes,0.11094,113,1116,0.09250,0.12937
2005,Hesse,Urban regions,No,0.88906,1003,1116,0.87063,0.90750
2005,Hesse,Rural regions,No,0.87071,225,225,0.82677,0.91465
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09385,92,944,0.07524,0.11246
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90615,852,944,0.88754,0.92476
2005,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12149,32,293,0.08402,0.15897
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87851,261,293,0.84103,0.91598
2005,Baden-Wuerttemberg,Urban regions,Yes,0.11198,249,2297,0.09908,0.12488
2005,Baden-Wuerttemberg,Urban regions,No,0.88802,2048,2297,0.87512,0.90092
2005,Baden-Wuerttemberg,Rural regions,No,0.93833,192,192,0.90422,0.97245
2005,Bavaria,Urban regions,Yes,0.10735,152,1463,0.09148,0.12322
2005,Bavaria,Urban regions,No,0.89265,1311,1463,0.87678,0.90852
2005,Bavaria,Rural regions,Yes,0.11833,153,1420,0.10153,0.13514
2005,Bavaria,Rural regions,No,0.88167,1267,1420,0.86486,0.89847
2005,Berlin,Urban regions,Yes,0.10369,75,753,0.08190,0.12548
2005,Berlin,Urban regions,No,0.89631,678,753,0.87452,0.91810
2005,Brandenburg,Urban regions,No,0.91853,69,69,0.85351,0.98355
2005,Brandenburg,Rural regions,Yes,0.13914,107,801,0.11516,0.16313
2005,Brandenburg,Rural regions,No,0.86086,694,801,0.83687,0.88484
2005,Mecklenburg-Western Pomerania,Urban regions,No,0.94332,64,64,0.88621,1.00042
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14509,60,430,0.11176,0.17842
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.85491,370,430,0.82158,0.88824
2005,Saxony,Urban regions,Yes,0.12791,89,765,0.10422,0.15159
2005,Saxony,Urban regions,No,0.87209,676,765,0.84841,0.89578
2005,Saxony,Rural regions,Yes,0.14019,93,748,0.11529,0.16508
2005,Saxony,Rural regions,No,0.85981,655,748,0.83492,0.88471
2005,Saxony-Anhalt,Urban regions,No,0.89135,162,162,0.84328,0.93942
2005,Saxony-Anhalt,Rural regions,Yes,0.13536,93,715,0.11027,0.16046
2005,Saxony-Anhalt,Rural regions,No,0.86464,622,715,0.83954,0.88973
2005,Thuringa,Urban regions,No,0.91310,250,250,0.87811,0.94809
2005,Thuringa,Rural regions,Yes,0.16577,86,617,0.13640,0.19514
2005,Thuringa,Rural regions,No,0.83423,531,617,0.80486,0.86360
2006,Schleswig-Holstein,Urban regions,Yes,0.12535,37,288,0.08704,0.16366
2006,Schleswig-Holstein,Urban regions,No,0.87465,251,288,0.83634,0.91296
2006,Schleswig-Holstein,Rural regions,Yes,0.14916,60,384,0.11348,0.18484
2006,Schleswig-Holstein,Rural regions,No,0.85084,324,384,0.81516,0.88652
2006,Hamburg,Urban regions,No,0.89282,272,272,0.85599,0.92965
2006,Lower Saxony,Urban regions,Yes,0.11380,106,926,0.09333,0.13426
2006,Lower Saxony,Urban regions,No,0.88620,820,926,0.86574,0.90667
2006,Lower Saxony,Rural regions,Yes,0.15029,132,1032,0.12848,0.17210
2006,Lower Saxony,Rural regions,No,0.84971,900,1032,0.82790,0.87152
2006,Bremen,Urban regions,No,0.88828,129,129,0.83370,0.94285
2006,North Rhine-Westphalia,Urban regions,Yes,0.11658,497,4423,0.10712,0.12604
2006,North Rhine-Westphalia,Urban regions,No,0.88342,3926,4423,0.87396,0.89288
2006,North Rhine-Westphalia,Rural regions,No,0.87331,101,101,0.80811,0.93850
2006,Hesse,Urban regions,Yes,0.11460,134,1208,0.09663,0.13257
2006,Hesse,Urban regions,No,0.88540,1074,1208,0.86743,0.90337
2006,Hesse,Rural regions,Yes,0.12738,40,270,0.08754,0.16722
2006,Hesse,Rural regions,No,0.87262,230,270,0.83278,0.91246
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13501,124,975,0.11355,0.15647
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86499,851,975,0.84353,0.88645
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88448,286,286,0.84737,0.92159
2006,Baden-Wuerttemberg,Urban regions,Yes,0.11671,259,2481,0.10407,0.12934
2006,Baden-Wuerttemberg,Urban regions,No,0.88329,2222,2481,0.87066,0.89593
2006,Baden-Wuerttemberg,Rural regions,No,0.91482,208,208,0.87679,0.95285
2006,Bavaria,Urban regions,Yes,0.13043,189,1542,0.11361,0.14724
2006,Bavaria,Urban regions,No,0.86957,1353,1542,0.85276,0.88639
2006,Bavaria,Rural regions,Yes,0.12498,173,1594,0.10874,0.14122
2006,Bavaria,Rural regions,No,0.87502,1421,1594,0.85878,0.89126
2006,Berlin,Urban regions,Yes,0.08935,68,778,0.06930,0.10941
2006,Berlin,Urban regions,No,0.91065,710,778,0.89059,0.93070
2006,Brandenburg,Urban regions,No,0.89886,68,68,0.82666,0.97106
2006,Brandenburg,Rural regions,Yes,0.14875,123,862,0.12498,0.17252
2006,Brandenburg,Rural regions,No,0.85125,739,862,0.82748,0.87502
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.91410,61,61,0.84320,0.98501
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15915,57,480,0.12639,0.19191
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.84085,423,480,0.80809,0.87361
2006,Saxony,Urban regions,Yes,0.15307,104,816,0.12835,0.17779
2006,Saxony,Urban regions,No,0.84693,712,816,0.82221,0.87165
2006,Saxony,Rural regions,Yes,0.13603,93,762,0.11167,0.16038
2006,Saxony,Rural regions,No,0.86397,669,762,0.83962,0.88833
2006,Saxony-Anhalt,Urban regions,No,0.90465,147,147,0.85701,0.95229
2006,Saxony-Anhalt,Rural regions,Yes,0.11764,80,746,0.09451,0.14078
2006,Saxony-Anhalt,Rural regions,No,0.88236,666,746,0.85922,0.90549
2006,Thuringa,Urban regions,Yes,0.18149,49,274,0.13577,0.22721
2006,Thuringa,Urban regions,No,0.81851,225,274,0.77279,0.86423
2006,Thuringa,Rural regions,Yes,0.11605,83,672,0.09182,0.14029
2006,Thuringa,Rural regions,No,0.88395,589,672,0.85971,0.90818
2007,Schleswig-Holstein,Urban regions,No,0.89703,224,224,0.85714,0.93692
2007,Schleswig-Holstein,Rural regions,Yes,0.11858,42,359,0.08509,0.15207
2007,Schleswig-Holstein,Rural regions,No,0.88142,317,359,0.84793,0.91491
2007,Hamburg,Urban regions,No,0.92427,272,272,0.89277,0.95577
2007,Lower Saxony,Urban regions,Yes,0.11927,103,860,0.09760,0.14095
2007,Lower Saxony,Urban regions,No,0.88073,757,860,0.85905,0.90240
2007,Lower Saxony,Rural regions,Yes,0.12737,114,962,0.10629,0.14845
2007,Lower Saxony,Rural regions,No,0.87263,848,962,0.85155,0.89371
2007,Bremen,Urban regions,No,0.85144,129,129,0.78983,0.91306
2007,North Rhine-Westphalia,Urban regions,Yes,0.13088,505,4092,0.12055,0.14122
2007,North Rhine-Westphalia,Urban regions,No,0.86912,3587,4092,0.85878,0.87945
2007,North Rhine-Westphalia,Rural regions,No,0.89741,96,96,0.83640,0.95843
2007,Hesse,Urban regions,Yes,0.14226,138,1139,0.12196,0.16255
2007,Hesse,Urban regions,No,0.85774,1001,1139,0.83745,0.87804
2007,Hesse,Rural regions,Yes,0.12394,33,247,0.08276,0.16512
2007,Hesse,Rural regions,No,0.87606,214,247,0.83488,0.91724
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12428,119,887,0.10255,0.14600
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87572,768,887,0.85400,0.89745
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.17595,42,283,0.13151,0.22040
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82405,241,283,0.77960,0.86849
2007,Baden-Wuerttemberg,Urban regions,Yes,0.10778,232,2259,0.09499,0.12057
2007,Baden-Wuerttemberg,Urban regions,No,0.89222,2027,2259,0.87943,0.90501
2007,Baden-Wuerttemberg,Rural regions,No,0.90255,199,199,0.86124,0.94386
2007,Bavaria,Urban regions,Yes,0.11269,170,1449,0.09640,0.12897
2007,Bavaria,Urban regions,No,0.88731,1279,1449,0.87103,0.90360
2007,Bavaria,Rural regions,Yes,0.12302,173,1500,0.10639,0.13965
2007,Bavaria,Rural regions,No,0.87698,1327,1500,0.86035,0.89361
2007,Berlin,Urban regions,Yes,0.09590,68,748,0.07478,0.11701
2007,Berlin,Urban regions,No,0.90410,680,748,0.88299,0.92522
2007,Brandenburg,Urban regions,No,0.85895,64,64,0.77299,0.94490
2007,Brandenburg,Rural regions,Yes,0.15803,120,785,0.13249,0.18356
2007,Brandenburg,Rural regions,No,0.84197,665,785,0.81644,0.86751
2007,Mecklenburg-Western Pomerania,Urban regions,No,0.96569,61,61,0.91962,1.01175
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12966,53,443,0.09834,0.16098
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.87034,390,443,0.83902,0.90166
2007,Saxony,Urban regions,Yes,0.11672,80,758,0.09384,0.13959
2007,Saxony,Urban regions,No,0.88328,678,758,0.86041,0.90616
2007,Saxony,Rural regions,Yes,0.12835,104,753,0.10444,0.15226
2007,Saxony,Rural regions,No,0.87165,649,753,0.84774,0.89556
2007,Saxony-Anhalt,Urban regions,No,0.85358,140,140,0.79481,0.91235
2007,Saxony-Anhalt,Rural regions,Yes,0.11841,82,705,0.09455,0.14228
2007,Saxony-Anhalt,Rural regions,No,0.88159,623,705,0.85772,0.90545
2007,Thuringa,Urban regions,Yes,0.14237,36,262,0.09998,0.18476
2007,Thuringa,Urban regions,No,0.85763,226,262,0.81524,0.90002
2007,Thuringa,Rural regions,Yes,0.13370,87,642,0.10735,0.16004
2007,Thuringa,Rural regions,No,0.86630,555,642,0.83996,0.89265
2008,Schleswig-Holstein,Urban regions,No,0.90965,200,200,0.86982,0.94948
2008,Schleswig-Holstein,Rural regions,Yes,0.12937,44,325,0.09282,0.16591
2008,Schleswig-Holstein,Rural regions,No,0.87063,281,325,0.83409,0.90718
2008,Hamburg,Urban regions,No,0.91988,255,255,0.88649,0.95327
2008,Lower Saxony,Urban regions,Yes,0.10645,86,828,0.08543,0.12747
2008,Lower Saxony,Urban regions,No,0.89355,742,828,0.87253,0.91457
2008,Lower Saxony,Rural regions,Yes,0.13672,118,907,0.11435,0.15909
2008,Lower Saxony,Rural regions,No,0.86328,789,907,0.84091,0.88565
2008,Bremen,Urban regions,No,0.92145,126,126,0.87429,0.96862
2008,North Rhine-Westphalia,Urban regions,Yes,0.11389,428,3814,0.10380,0.12397
2008,North Rhine-Westphalia,Urban regions,No,0.88611,3386,3814,0.87603,0.89620
2008,North Rhine-Westphalia,Rural regions,No,0.90513,94,94,0.84558,0.96469
2008,Hesse,Urban regions,Yes,0.10524,114,1089,0.08701,0.12347
2008,Hesse,Urban regions,No,0.89476,975,1089,0.87653,0.91299
2008,Hesse,Rural regions,Yes,0.16168,32,222,0.11314,0.21022
2008,Hesse,Rural regions,No,0.83832,190,222,0.78978,0.88686
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13710,113,822,0.11358,0.16063
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86290,709,822,0.83937,0.88642
2008,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.15948,35,271,0.11581,0.20315
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.84052,236,271,0.79685,0.88419
2008,Baden-Wuerttemberg,Urban regions,Yes,0.10104,234,2134,0.08825,0.11383
2008,Baden-Wuerttemberg,Urban regions,No,0.89896,1900,2134,0.88617,0.91175
2008,Baden-Wuerttemberg,Rural regions,No,0.90124,195,195,0.85926,0.94322
2008,Bavaria,Urban regions,Yes,0.10411,141,1338,0.08774,0.12048
2008,Bavaria,Urban regions,No,0.89589,1197,1338,0.87952,0.91226
2008,Bavaria,Rural regions,Yes,0.10717,159,1408,0.09101,0.12334
2008,Bavaria,Rural regions,No,0.89283,1249,1408,0.87666,0.90899
2008,Berlin,Urban regions,Yes,0.12297,80,716,0.09890,0.14704
2008,Berlin,Urban regions,No,0.87703,636,716,0.85296,0.90110
2008,Brandenburg,Urban regions,No,0.85753,61,61,0.76909,0.94598
2008,Brandenburg,Rural regions,Yes,0.14293,102,755,0.11795,0.16791
2008,Brandenburg,Rural regions,No,0.85707,653,755,0.83209,0.88205
2008,Mecklenburg-Western Pomerania,Urban regions,No,0.88372,57,57,0.79976,0.96768
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14714,64,426,0.11346,0.18082
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.85286,362,426,0.81918,0.88654
2008,Saxony,Urban regions,Yes,0.12709,88,726,0.10284,0.15133
2008,Saxony,Urban regions,No,0.87291,638,726,0.84867,0.89716
2008,Saxony,Rural regions,Yes,0.13059,99,703,0.10567,0.15552
2008,Saxony,Rural regions,No,0.86941,604,703,0.84448,0.89433
2008,Saxony-Anhalt,Urban regions,No,0.87090,143,143,0.81575,0.92605
2008,Saxony-Anhalt,Rural regions,Yes,0.12933,76,646,0.10343,0.15522
2008,Saxony-Anhalt,Rural regions,No,0.87067,570,646,0.84478,0.89657
2008,Thuringa,Urban regions,No,0.91806,227,227,0.88230,0.95382
2008,Thuringa,Rural regions,Yes,0.14408,83,613,0.11626,0.17190
2008,Thuringa,Rural regions,No,0.85592,530,613,0.82810,0.88374
2009,Schleswig-Holstein,Urban regions,No,0.86975,169,169,0.81885,0.92064
2009,Schleswig-Holstein,Rural regions,Yes,0.13283,50,316,0.09535,0.17031
2009,Schleswig-Holstein,Rural regions,No,0.86717,266,316,0.82969,0.90465
2009,Hamburg,Urban regions,No,0.91125,245,245,0.87557,0.94694
2009,Lower Saxony,Urban regions,Yes,0.09531,85,769,0.07454,0.11608
2009,Lower Saxony,Urban regions,No,0.90469,684,769,0.88392,0.92546
2009,Lower Saxony,Rural regions,Yes,0.15222,122,862,0.12822,0.17621
2009,Lower Saxony,Rural regions,No,0.84778,740,862,0.82379,0.87178
2009,Bremen,Urban regions,No,0.94348,115,115,0.90108,0.98587
2009,North Rhine-Westphalia,Urban regions,Yes,0.12922,449,3514,0.11812,0.14031
2009,North Rhine-Westphalia,Urban regions,No,0.87078,3065,3514,0.85969,0.88188
2009,North Rhine-Westphalia,Rural regions,No,0.85170,92,92,0.77868,0.92472
2009,Hesse,Urban regions,Yes,0.12262,120,995,0.10223,0.14301
2009,Hesse,Urban regions,No,0.87738,875,995,0.85699,0.89777
2009,Hesse,Rural regions,Yes,0.18900,37,218,0.13691,0.24109
2009,Hesse,Rural regions,No,0.81100,181,218,0.75891,0.86309
2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13236,118,773,0.10845,0.15626
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86764,655,773,0.84374,0.89155
2009,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14805,33,249,0.10385,0.19225
2009,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85195,216,249,0.80775,0.89615
2009,Baden-Wuerttemberg,Urban regions,Yes,0.10322,205,1911,0.08958,0.11687
2009,Baden-Wuerttemberg,Urban regions,No,0.89678,1706,1911,0.88313,0.91042
2009,Baden-Wuerttemberg,Rural regions,No,0.90312,172,172,0.85879,0.94746
2009,Bavaria,Urban regions,Yes,0.15741,179,1260,0.13729,0.17753
2009,Bavaria,Urban regions,No,0.84259,1081,1260,0.82247,0.86271
2009,Bavaria,Rural regions,Yes,0.13335,167,1344,0.11517,0.15153
2009,Bavaria,Rural regions,No,0.86665,1177,1344,0.84847,0.88483
2009,Berlin,Urban regions,Yes,0.13475,82,681,0.10908,0.16041
2009,Berlin,Urban regions,No,0.86525,599,681,0.83959,0.89092
2009,Brandenburg,Urban regions,No,0.89912,58,58,0.82094,0.97731
2009,Brandenburg,Rural regions,Yes,0.15401,113,721,0.12764,0.18038
2009,Brandenburg,Rural regions,No,0.84599,608,721,0.81962,0.87236
2009,Mecklenburg-Western Pomerania,Urban regions,No,0.89081,51,51,0.80436,0.97726
2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16647,66,412,0.13045,0.20248
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.83353,346,412,0.79752,0.86955
2009,Saxony,Urban regions,Yes,0.11017,74,694,0.08686,0.13348
2009,Saxony,Urban regions,No,0.88983,620,694,0.86652,0.91314
2009,Saxony,Rural regions,Yes,0.10815,81,671,0.08463,0.13167
2009,Saxony,Rural regions,No,0.89185,590,671,0.86833,0.91537
2009,Saxony-Anhalt,Urban regions,No,0.88648,132,132,0.83215,0.94080
2009,Saxony-Anhalt,Rural regions,Yes,0.13715,74,620,0.11005,0.16425
2009,Saxony-Anhalt,Rural regions,No,0.86285,546,620,0.83575,0.88995
2009,Thuringa,Urban regions,Yes,0.10445,40,244,0.06600,0.14291
2009,Thuringa,Urban regions,No,0.89555,204,244,0.85709,0.93400
2009,Thuringa,Rural regions,Yes,0.16103,85,575,0.13096,0.19110
2009,Thuringa,Rural regions,No,0.83897,490,575,0.80890,0.86904
2010,Schleswig-Holstein,Urban regions,Yes,0.11152,37,266,0.07362,0.14942
2010,Schleswig-Holstein,Urban regions,No,0.88848,229,266,0.85058,0.92638
2010,Schleswig-Holstein,Rural regions,Yes,0.14528,65,467,0.11329,0.17727
2010,Schleswig-Holstein,Rural regions,No,0.85472,402,467,0.82273,0.88671
2010,Hamburg,Urban regions,Yes,0.11604,42,383,0.08392,0.14815
2010,Hamburg,Urban regions,No,0.88396,341,383,0.85185,0.91608
2010,Lower Saxony,Urban regions,Yes,0.12180,114,993,0.10145,0.14215
2010,Lower Saxony,Urban regions,No,0.87820,879,993,0.85785,0.89855
2010,Lower Saxony,Rural regions,Yes,0.10941,151,1192,0.09168,0.12714
2010,Lower Saxony,Rural regions,No,0.89059,1041,1192,0.87286,0.90832
2010,Bremen,Urban regions,No,0.90111,149,149,0.85301,0.94920
2010,North Rhine-Westphalia,Urban regions,Yes,0.13027,688,4850,0.12080,0.13974
2010,North Rhine-Westphalia,Urban regions,No,0.86973,4162,4850,0.86026,0.87920
2010,North Rhine-Westphalia,Rural regions,No,0.93535,113,113,0.88980,0.98089
2010,Hesse,Urban regions,Yes,0.12998,183,1337,0.11195,0.14801
2010,Hesse,Urban regions,No,0.87002,1154,1337,0.85199,0.88805
2010,Hesse,Rural regions,Yes,0.13764,51,334,0.10064,0.17465
2010,Hesse,Rural regions,No,0.86236,283,334,0.82535,0.89936
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13122,135,1001,0.11029,0.15215
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86878,866,1001,0.84785,0.88971
2010,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14618,47,334,0.10823,0.18412
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85382,287,334,0.81588,0.89177
2010,Baden-Wuerttemberg,Urban regions,Yes,0.12813,347,2602,0.11528,0.14098
2010,Baden-Wuerttemberg,Urban regions,No,0.87187,2255,2602,0.85902,0.88472
2010,Baden-Wuerttemberg,Rural regions,Yes,0.09095,46,285,0.05751,0.12439
2010,Baden-Wuerttemberg,Rural regions,No,0.90905,239,285,0.87561,0.94249
2010,Bavaria,Urban regions,Yes,0.12399,220,1599,0.10783,0.14015
2010,Bavaria,Urban regions,No,0.87601,1379,1599,0.85985,0.89217
2010,Bavaria,Rural regions,Yes,0.10955,263,1976,0.09577,0.12332
2010,Bavaria,Rural regions,No,0.89045,1713,1976,0.87668,0.90423
2010,Berlin,Urban regions,Yes,0.13361,134,922,0.11164,0.15559
2010,Berlin,Urban regions,No,0.86639,788,922,0.84441,0.88836
2010,Brandenburg,Urban regions,No,0.83902,59,59,0.74444,0.93361
2010,Brandenburg,Rural regions,Yes,0.16353,136,882,0.13910,0.18795
2010,Brandenburg,Rural regions,No,0.83647,746,882,0.81205,0.86090
2010,Mecklenburg-Western Pomerania,Urban regions,No,0.93401,71,71,0.87586,0.99217
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.17077,73,510,0.13808,0.20346
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.82923,437,510,0.79654,0.86192
2010,Saxony,Urban regions,Yes,0.10367,108,876,0.08348,0.12387
2010,Saxony,Urban regions,No,0.89633,768,876,0.87613,0.91652
2010,Saxony,Rural regions,Yes,0.12135,103,800,0.09870,0.14399
2010,Saxony,Rural regions,No,0.87865,697,800,0.85601,0.90130
2010,Saxony-Anhalt,Urban regions,Yes,0.19631,31,159,0.13438,0.25825
2010,Saxony-Anhalt,Urban regions,No,0.80369,128,159,0.74175,0.86562
2010,Saxony-Anhalt,Rural regions,Yes,0.11251,105,749,0.08986,0.13515
2010,Saxony-Anhalt,Rural regions,No,0.88749,644,749,0.86485,0.91014
2010,Thuringa,Urban regions,Yes,0.09123,41,325,0.05988,0.12258
2010,Thuringa,Urban regions,No,0.90877,284,325,0.87742,0.94012
2010,Thuringa,Rural regions,Yes,0.16627,92,630,0.13717,0.19537
2010,Thuringa,Rural regions,No,0.83373,538,630,0.80463,0.86283
2011,Schleswig-Holstein,Urban regions,Yes,0.15257,45,297,0.11161,0.19354
2011,Schleswig-Holstein,Urban regions,No,0.84743,252,297,0.80646,0.88839
2011,Schleswig-Holstein,Rural regions,Yes,0.11699,92,687,0.09294,0.14105
2011,Schleswig-Holstein,Rural regions,No,0.88301,595,687,0.85895,0.90706
2011,Hamburg,Urban regions,Yes,0.13993,52,429,0.10706,0.17280
2011,Hamburg,Urban regions,No,0.86007,377,429,0.82720,0.89294
2011,Lower Saxony,Urban regions,Yes,0.12710,147,1151,0.10785,0.14635
2011,Lower Saxony,Urban regions,No,0.87290,1004,1151,0.85365,0.89215
2011,Lower Saxony,Rural regions,Yes,0.14418,217,1484,0.12630,0.16206
2011,Lower Saxony,Rural regions,No,0.85582,1267,1484,0.83794,0.87370
2011,Bremen,Urban regions,No,0.86735,166,166,0.81559,0.91911
2011,North Rhine-Westphalia,Urban regions,Yes,0.14085,796,5553,0.13170,0.15000
2011,North Rhine-Westphalia,Urban regions,No,0.85915,4757,5553,0.85000,0.86830
2011,North Rhine-Westphalia,Rural regions,No,0.79663,138,138,0.72923,0.86403
2011,Hesse,Urban regions,Yes,0.11675,202,1565,0.10083,0.13266
2011,Hesse,Urban regions,No,0.88325,1363,1565,0.86734,0.89917
2011,Hesse,Rural regions,Yes,0.18526,63,400,0.14714,0.22338
2011,Hesse,Rural regions,No,0.81474,337,400,0.77662,0.85286
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11658,151,1177,0.09824,0.13492
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88342,1026,1177,0.86508,0.90176
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16467,64,434,0.12974,0.19961
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83533,370,434,0.80039,0.87026
2011,Baden-Wuerttemberg,Urban regions,Yes,0.11941,353,3143,0.10807,0.13075
2011,Baden-Wuerttemberg,Urban regions,No,0.88059,2790,3143,0.86925,0.89193
2011,Baden-Wuerttemberg,Rural regions,Yes,0.08343,52,388,0.05588,0.11099
2011,Baden-Wuerttemberg,Rural regions,No,0.91657,336,388,0.88901,0.94412
2011,Bavaria,Urban regions,Yes,0.13517,276,1965,0.12005,0.15030
2011,Bavaria,Urban regions,No,0.86483,1689,1965,0.84970,0.87995
2011,Bavaria,Rural regions,Yes,0.13883,331,2466,0.12518,0.15248
2011,Bavaria,Rural regions,No,0.86117,2135,2466,0.84752,0.87482
2011,Berlin,Urban regions,Yes,0.13343,141,1016,0.11251,0.15435
2011,Berlin,Urban regions,No,0.86657,875,1016,0.84565,0.88749
2011,Brandenburg,Urban regions,No,0.90222,74,74,0.83409,0.97036
2011,Brandenburg,Rural regions,Yes,0.14354,151,1054,0.12237,0.16472
2011,Brandenburg,Rural regions,No,0.85646,903,1054,0.83528,0.87763
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.90019,62,62,0.82497,0.97542
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14957,84,588,0.12072,0.17842
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.85043,504,588,0.82158,0.87928
2011,Saxony,Urban regions,Yes,0.13287,146,966,0.11145,0.15429
2011,Saxony,Urban regions,No,0.86713,820,966,0.84571,0.88855
2011,Saxony,Rural regions,Yes,0.15545,137,871,0.13137,0.17953
2011,Saxony,Rural regions,No,0.84455,734,871,0.82047,0.86863
2011,Saxony-Anhalt,Urban regions,Yes,0.20018,45,225,0.14778,0.25259
2011,Saxony-Anhalt,Urban regions,No,0.79982,180,225,0.74741,0.85222
2011,Saxony-Anhalt,Rural regions,Yes,0.13938,138,876,0.11643,0.16233
2011,Saxony-Anhalt,Rural regions,No,0.86062,738,876,0.83767,0.88357
2011,Thuringa,Urban regions,Yes,0.07885,47,363,0.05109,0.10662
