year,bula_h,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Lower Saxony,Urban regions,Yes,0.12037,58,532,0.09269,0.14804
1987,Lower Saxony,Urban regions,No,0.87963,474,532,0.85196,0.90731
1987,Lower Saxony,Rural regions,Yes,0.11994,73,571,0.09327,0.14661
1987,Lower Saxony,Rural regions,No,0.88006,498,571,0.85339,0.90673
1987,Bremen,Urban regions,No,0.87330,90,90,0.80419,0.94241
1987,North Rhine-Westphalia,Urban regions,Yes,0.12171,329,2744,0.10948,0.13395
1987,North Rhine-Westphalia,Urban regions,No,0.87829,2415,2744,0.86605,0.89052
1987,North Rhine-Westphalia,Rural regions,No,0.86653,61,61,0.78048,0.95258
1987,Hesse,Urban regions,Yes,0.13052,103,908,0.10860,0.15245
1987,Hesse,Urban regions,No,0.86948,805,908,0.84755,0.89140
1987,Hesse,Rural regions,No,0.89827,127,127,0.84548,0.95105
1987,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11412,64,619,0.08905,0.13919
1987,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88588,555,619,0.86081,0.91095
1987,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89259,129,129,0.83894,0.94623
1987,Baden-Wuerttemberg,Urban regions,Yes,0.12504,206,1670,0.10917,0.14091
1987,Baden-Wuerttemberg,Urban regions,No,0.87496,1464,1670,0.85909,0.89083
1987,Baden-Wuerttemberg,Rural regions,Yes,0.16410,44,288,0.12125,0.20695
1987,Baden-Wuerttemberg,Rural regions,No,0.83590,244,288,0.79305,0.87875
1987,Bavaria,Urban regions,Yes,0.13359,110,916,0.11154,0.15563
1987,Bavaria,Urban regions,No,0.86641,806,916,0.84437,0.88846
1987,Bavaria,Rural regions,Yes,0.12885,94,804,0.10568,0.15203
1987,Bavaria,Rural regions,No,0.87115,710,804,0.84797,0.89432
1987,Berlin,Urban regions,Yes,0.12883,43,361,0.09422,0.16344
1987,Berlin,Urban regions,No,0.87117,318,361,0.83656,0.90578
1988,Schleswig-Holstein,Urban regions,No,0.89456,128,128,0.84114,0.94797
1988,Schleswig-Holstein,Rural regions,No,0.86958,154,154,0.81621,0.92294
1988,Hamburg,Urban regions,No,0.88351,173,173,0.83556,0.93145
1988,Lower Saxony,Urban regions,Yes,0.14139,66,517,0.11132,0.17145
1988,Lower Saxony,Urban regions,No,0.85861,451,517,0.82855,0.88868
1988,Lower Saxony,Rural regions,Yes,0.12225,69,530,0.09433,0.15016
1988,Lower Saxony,Rural regions,No,0.87775,461,530,0.84984,0.90567
1988,Bremen,Urban regions,No,0.89575,87,87,0.83116,0.96034
1988,North Rhine-Westphalia,Urban regions,Yes,0.12798,332,2612,0.11516,0.14079
1988,North Rhine-Westphalia,Urban regions,No,0.87202,2280,2612,0.85921,0.88484
1988,North Rhine-Westphalia,Rural regions,No,0.90107,61,61,0.82552,0.97662
1988,Hesse,Urban regions,Yes,0.10856,90,858,0.08774,0.12939
1988,Hesse,Urban regions,No,0.89144,768,858,0.87061,0.91226
1988,Hesse,Rural regions,No,0.88554,127,127,0.82995,0.94113
1988,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14453,82,603,0.11644,0.17262
1988,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85547,521,603,0.82738,0.88356
1988,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90367,120,120,0.85066,0.95668
1988,Baden-Wuerttemberg,Urban regions,Yes,0.12192,188,1628,0.10602,0.13782
1988,Baden-Wuerttemberg,Urban regions,No,0.87808,1440,1628,0.86218,0.89398
1988,Baden-Wuerttemberg,Rural regions,No,0.90620,230,230,0.86843,0.94396
1988,Bavaria,Urban regions,Yes,0.14411,118,887,0.12098,0.16724
1988,Bavaria,Urban regions,No,0.85589,769,887,0.83276,0.87902
1988,Bavaria,Rural regions,Yes,0.12745,91,756,0.10366,0.15123
1988,Bavaria,Rural regions,No,0.87255,665,756,0.84877,0.89634
1988,Berlin,Urban regions,Yes,0.11217,34,333,0.07823,0.14612
1988,Berlin,Urban regions,No,0.88783,299,333,0.85388,0.92177
1989,Schleswig-Holstein,Urban regions,No,0.83519,127,127,0.77041,0.89997
1989,Schleswig-Holstein,Rural regions,No,0.88969,134,134,0.83644,0.94293
1989,Hamburg,Urban regions,No,0.90063,176,176,0.85631,0.94496
1989,Lower Saxony,Urban regions,Yes,0.14954,72,493,0.11803,0.18106
1989,Lower Saxony,Urban regions,No,0.85046,421,493,0.81894,0.88197
1989,Lower Saxony,Rural regions,Yes,0.17235,74,499,0.13918,0.20552
1989,Lower Saxony,Rural regions,No,0.82765,425,499,0.79448,0.86082
1989,Bremen,Urban regions,No,0.87623,92,92,0.80857,0.94390
1989,North Rhine-Westphalia,Urban regions,Yes,0.11517,295,2540,0.10275,0.12759
1989,North Rhine-Westphalia,Urban regions,No,0.88483,2245,2540,0.87241,0.89725
1989,North Rhine-Westphalia,Rural regions,No,0.83912,58,58,0.74374,0.93451
1989,Hesse,Urban regions,Yes,0.11249,89,862,0.09138,0.13359
1989,Hesse,Urban regions,No,0.88751,773,862,0.86641,0.90862
1989,Hesse,Rural regions,No,0.81379,108,108,0.74003,0.88755
1989,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10820,66,577,0.08283,0.13357
1989,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89180,511,577,0.86643,0.91717
1989,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87546,97,97,0.80941,0.94152
1989,Baden-Wuerttemberg,Urban regions,Yes,0.12814,192,1568,0.11159,0.14469
1989,Baden-Wuerttemberg,Urban regions,No,0.87186,1376,1568,0.85531,0.88841
1989,Baden-Wuerttemberg,Rural regions,No,0.86741,215,215,0.82197,0.91285
1989,Bavaria,Urban regions,Yes,0.11771,92,853,0.09607,0.13935
1989,Bavaria,Urban regions,No,0.88229,761,853,0.86065,0.90393
1989,Bavaria,Rural regions,Yes,0.11514,83,753,0.09232,0.13795
1989,Bavaria,Rural regions,No,0.88486,670,753,0.86205,0.90768
1989,Berlin,Urban regions,Yes,0.08853,31,327,0.05770,0.11937
1989,Berlin,Urban regions,No,0.91147,296,327,0.88063,0.94230
1991,Schleswig-Holstein,Urban regions,No,0.87270,125,125,0.81403,0.93136
1991,Schleswig-Holstein,Rural regions,No,0.86223,126,126,0.80180,0.92265
1991,Hamburg,Urban regions,No,0.89310,141,141,0.84191,0.94428
1991,Lower Saxony,Urban regions,Yes,0.10830,48,471,0.08020,0.13639
1991,Lower Saxony,Urban regions,No,0.89170,423,471,0.86361,0.91980
1991,Lower Saxony,Rural regions,Yes,0.13230,64,498,0.10252,0.16209
1991,Lower Saxony,Rural regions,No,0.86770,434,498,0.83791,0.89748
1991,Bremen,Urban regions,No,0.86122,80,80,0.78498,0.93746
1991,North Rhine-Westphalia,Urban regions,Yes,0.14491,323,2468,0.13102,0.15880
1991,North Rhine-Westphalia,Urban regions,No,0.85509,2145,2468,0.84120,0.86898
1991,North Rhine-Westphalia,Rural regions,No,0.95588,63,63,0.90476,1.00700
1991,Hesse,Urban regions,Yes,0.11699,87,822,0.09501,0.13898
1991,Hesse,Urban regions,No,0.88301,735,822,0.86102,0.90499
1991,Hesse,Rural regions,No,0.84624,114,114,0.77974,0.91275
1991,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14891,71,547,0.11905,0.17877
1991,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85109,476,547,0.82123,0.88095
1991,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82025,95,95,0.74262,0.89787
1991,Baden-Wuerttemberg,Urban regions,Yes,0.12911,196,1547,0.11240,0.14583
1991,Baden-Wuerttemberg,Urban regions,No,0.87089,1351,1547,0.85417,0.88760
1991,Baden-Wuerttemberg,Rural regions,No,0.89905,213,213,0.85850,0.93960
1991,Bavaria,Urban regions,Yes,0.12401,92,814,0.10135,0.14667
1991,Bavaria,Urban regions,No,0.87599,722,814,0.85333,0.89865
1991,Bavaria,Rural regions,Yes,0.14916,99,774,0.12405,0.17428
1991,Bavaria,Rural regions,No,0.85084,675,774,0.82572,0.87595
1991,Berlin,Urban regions,Yes,0.12746,41,332,0.09153,0.16338
1991,Berlin,Urban regions,No,0.87254,291,332,0.83662,0.90847
1992,Schleswig-Holstein,Urban regions,No,0.83933,118,118,0.77279,0.90588
1992,Schleswig-Holstein,Rural regions,No,0.83979,109,109,0.77061,0.90897
1992,Hamburg,Urban regions,No,0.87160,136,136,0.81516,0.92803
1992,Lower Saxony,Urban regions,Yes,0.12092,57,466,0.09129,0.15056
1992,Lower Saxony,Urban regions,No,0.87908,409,466,0.84944,0.90871
1992,Lower Saxony,Rural regions,Yes,0.14768,68,491,0.11626,0.17909
1992,Lower Saxony,Rural regions,No,0.85232,423,491,0.82091,0.88374
1992,Bremen,Urban regions,No,0.84845,79,79,0.76887,0.92803
1992,North Rhine-Westphalia,Urban regions,Yes,0.12986,302,2446,0.11654,0.14318
1992,North Rhine-Westphalia,Urban regions,No,0.87014,2144,2446,0.85682,0.88346
1992,North Rhine-Westphalia,Rural regions,No,0.82196,57,57,0.72177,0.92216
1992,Hesse,Urban regions,Yes,0.09892,75,807,0.07831,0.11954
1992,Hesse,Urban regions,No,0.90108,732,807,0.88046,0.92169
1992,Hesse,Rural regions,No,0.84972,116,116,0.78441,0.91503
1992,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13217,75,550,0.10384,0.16050
1992,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86783,475,550,0.83950,0.89616
1992,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88243,98,98,0.81833,0.94653
1992,Baden-Wuerttemberg,Urban regions,Yes,0.11225,167,1515,0.09635,0.12815
1992,Baden-Wuerttemberg,Urban regions,No,0.88775,1348,1515,0.87185,0.90365
1992,Baden-Wuerttemberg,Rural regions,Yes,0.12946,31,239,0.08681,0.17211
1992,Baden-Wuerttemberg,Rural regions,No,0.87054,208,239,0.82789,0.91319
1992,Bavaria,Urban regions,Yes,0.12856,101,839,0.10589,0.15122
1992,Bavaria,Urban regions,No,0.87144,738,839,0.84878,0.89411
1992,Bavaria,Rural regions,Yes,0.13053,92,797,0.10713,0.15393
1992,Bavaria,Rural regions,No,0.86947,705,797,0.84607,0.89287
1992,Berlin,Urban regions,Yes,0.10912,55,581,0.08375,0.13450
1992,Berlin,Urban regions,No,0.89088,526,581,0.86550,0.91625
1992,Brandenburg,Urban regions,No,0.88782,57,57,0.80516,0.97048
1992,Brandenburg,Rural regions,Yes,0.09768,53,579,0.07347,0.12188
1992,Brandenburg,Rural regions,No,0.90232,526,579,0.87812,0.92653
1992,Mecklenburg-Western Pomerania,Urban regions,No,0.90674,44,44,0.81982,0.99366
1992,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11346,36,360,0.08065,0.14627
1992,Mecklenburg-Western Pomerania,Rural regions,No,0.88654,324,360,0.85373,0.91935
1992,Saxony,Urban regions,Yes,0.08984,50,584,0.06663,0.11305
1992,Saxony,Urban regions,No,0.91016,534,584,0.88695,0.93337
1992,Saxony,Rural regions,Yes,0.08374,40,544,0.06044,0.10703
1992,Saxony,Rural regions,No,0.91626,504,544,0.89297,0.93956
1992,Saxony-Anhalt,Urban regions,No,0.84048,154,154,0.78246,0.89850
1992,Saxony-Anhalt,Rural regions,Yes,0.07904,46,582,0.05710,0.10098
1992,Saxony-Anhalt,Rural regions,No,0.92096,536,582,0.89902,0.94290
1992,Thuringa,Urban regions,No,0.89872,161,161,0.85197,0.94547
1992,Thuringa,Rural regions,Yes,0.12569,57,474,0.09582,0.15557
1992,Thuringa,Rural regions,No,0.87431,417,474,0.84443,0.90418
1994,Schleswig-Holstein,Urban regions,No,0.91092,131,131,0.86196,0.95989
1994,Schleswig-Holstein,Rural regions,No,0.87575,126,126,0.81792,0.93358
1994,Hamburg,Urban regions,No,0.83706,117,117,0.76985,0.90427
1994,Lower Saxony,Urban regions,Yes,0.10965,45,476,0.08155,0.13775
1994,Lower Saxony,Urban regions,No,0.89035,431,476,0.86225,0.91845
1994,Lower Saxony,Rural regions,Yes,0.13412,60,488,0.10385,0.16438
1994,Lower Saxony,Rural regions,No,0.86588,428,488,0.83562,0.89615
1994,Bremen,Urban regions,No,0.80920,74,74,0.71906,0.89934
1994,North Rhine-Westphalia,Urban regions,Yes,0.14053,302,2376,0.12655,0.15451
1994,North Rhine-Westphalia,Urban regions,No,0.85947,2074,2376,0.84549,0.87345
1994,North Rhine-Westphalia,Rural regions,No,0.92414,57,57,0.85479,0.99349
1994,Hesse,Urban regions,Yes,0.11493,73,792,0.09271,0.13716
1994,Hesse,Urban regions,No,0.88507,719,792,0.86284,0.90729
1994,Hesse,Rural regions,No,0.75839,96,96,0.67231,0.84447
1994,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.17247,81,521,0.14000,0.20495
1994,"Rhineland-Palatinate, Saarland",Urban regions,No,0.82753,440,521,0.79505,0.86000
1994,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87016,97,97,0.80292,0.93740
1994,Baden-Wuerttemberg,Urban regions,Yes,0.10934,165,1512,0.09361,0.12508
1994,Baden-Wuerttemberg,Urban regions,No,0.89066,1347,1512,0.87492,0.90639
1994,Baden-Wuerttemberg,Rural regions,No,0.85658,185,185,0.80593,0.90722
1994,Bavaria,Urban regions,Yes,0.17037,113,805,0.14438,0.19635
1994,Bavaria,Urban regions,No,0.82963,692,805,0.80365,0.85562
1994,Bavaria,Rural regions,Yes,0.11958,83,778,0.09676,0.14239
1994,Bavaria,Rural regions,No,0.88042,695,778,0.85761,0.90324
1994,Berlin,Urban regions,Yes,0.10682,65,550,0.08098,0.13266
1994,Berlin,Urban regions,No,0.89318,485,550,0.86734,0.91902
1994,Brandenburg,Urban regions,No,0.91140,53,53,0.83416,0.98863
1994,Brandenburg,Rural regions,Yes,0.10144,53,547,0.07612,0.12677
1994,Brandenburg,Rural regions,No,0.89856,494,547,0.87323,0.92388
1994,Mecklenburg-Western Pomerania,Urban regions,No,0.87833,52,52,0.78861,0.96805
1994,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13107,47,355,0.09591,0.16622
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.86893,308,355,0.83378,0.90409
1994,Saxony,Urban regions,Yes,0.11436,61,583,0.08850,0.14022
1994,Saxony,Urban regions,No,0.88564,522,583,0.85978,0.91150
1994,Saxony,Rural regions,Yes,0.10957,53,543,0.08328,0.13587
1994,Saxony,Rural regions,No,0.89043,490,543,0.86413,0.91672
1994,Saxony-Anhalt,Urban regions,No,0.90180,145,145,0.85319,0.95040
1994,Saxony-Anhalt,Rural regions,Yes,0.10085,51,546,0.07557,0.12613
1994,Saxony-Anhalt,Rural regions,No,0.89915,495,546,0.87387,0.92443
1994,Thuringa,Urban regions,No,0.88159,167,167,0.83243,0.93074
1994,Thuringa,Rural regions,Yes,0.13582,56,472,0.10488,0.16676
1994,Thuringa,Rural regions,No,0.86418,416,472,0.83324,0.89512
1995,Schleswig-Holstein,Urban regions,No,0.89901,127,127,0.84640,0.95162
1995,Schleswig-Holstein,Rural regions,No,0.85201,123,123,0.78900,0.91502
1995,Hamburg,Urban regions,No,0.89470,117,117,0.83885,0.95056
1995,Lower Saxony,Urban regions,Yes,0.09484,44,516,0.06954,0.12015
1995,Lower Saxony,Urban regions,No,0.90516,472,516,0.87985,0.93046
1995,Lower Saxony,Rural regions,Yes,0.12418,60,520,0.09581,0.15256
1995,Lower Saxony,Rural regions,No,0.87582,460,520,0.84744,0.90419
1995,Bremen,Urban regions,No,0.81929,81,81,0.73497,0.90361
1995,North Rhine-Westphalia,Urban regions,Yes,0.13232,307,2497,0.11903,0.14562
1995,North Rhine-Westphalia,Urban regions,No,0.86768,2190,2497,0.85438,0.88097
1995,North Rhine-Westphalia,Rural regions,No,0.93407,65,65,0.87326,0.99487
1995,Hesse,Urban regions,Yes,0.14463,102,801,0.12026,0.16900
1995,Hesse,Urban regions,No,0.85537,699,801,0.83100,0.87974
1995,Hesse,Rural regions,No,0.86298,123,123,0.80196,0.92400
1995,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12919,72,573,0.10170,0.15667
1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87081,501,573,0.84333,0.89830
1995,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87959,120,120,0.82111,0.93806
1995,Baden-Wuerttemberg,Urban regions,Yes,0.12423,187,1563,0.10788,0.14059
1995,Baden-Wuerttemberg,Urban regions,No,0.87577,1376,1563,0.85941,0.89212
1995,Baden-Wuerttemberg,Rural regions,No,0.88024,194,194,0.83444,0.92605
1995,Bavaria,Urban regions,Yes,0.12576,97,846,0.10340,0.14812
1995,Bavaria,Urban regions,No,0.87424,749,846,0.85188,0.89660
1995,Bavaria,Rural regions,Yes,0.15173,114,830,0.12730,0.17615
1995,Bavaria,Rural regions,No,0.84827,716,830,0.82385,0.87270
1995,Berlin,Urban regions,Yes,0.09298,55,567,0.06905,0.11690
1995,Berlin,Urban regions,No,0.90702,512,567,0.88310,0.93095
1995,Brandenburg,Rural regions,Yes,0.12900,71,568,0.10141,0.15660
1995,Brandenburg,Rural regions,No,0.87100,497,568,0.84340,0.89859
1995,Mecklenburg-Western Pomerania,Urban regions,No,0.90481,51,51,0.82346,0.98615
1995,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13549,50,361,0.10013,0.17084
1995,Mecklenburg-Western Pomerania,Rural regions,No,0.86451,311,361,0.82916,0.89987
1995,Saxony,Urban regions,Yes,0.12046,61,571,0.09374,0.14719
1995,Saxony,Urban regions,No,0.87954,510,571,0.85281,0.90626
1995,Saxony,Rural regions,Yes,0.08499,47,522,0.06105,0.10894
1995,Saxony,Rural regions,No,0.91501,475,522,0.89106,0.93895
1995,Saxony-Anhalt,Urban regions,No,0.88980,112,112,0.83154,0.94805
1995,Saxony-Anhalt,Rural regions,Yes,0.13885,73,555,0.11006,0.16765
1995,Saxony-Anhalt,Rural regions,No,0.86115,482,555,0.83235,0.88994
1995,Thuringa,Urban regions,No,0.87434,168,168,0.82406,0.92461
1995,Thuringa,Rural regions,Yes,0.13584,62,460,0.10450,0.16719
1995,Thuringa,Rural regions,No,0.86416,398,460,0.83281,0.89550
1996,Schleswig-Holstein,Urban regions,No,0.89381,125,125,0.83958,0.94803
1996,Schleswig-Holstein,Rural regions,No,0.84770,123,123,0.78394,0.91146
1996,Hamburg,Urban regions,No,0.89262,110,110,0.83450,0.95074
1996,Lower Saxony,Urban regions,Yes,0.11260,57,513,0.08522,0.13998
1996,Lower Saxony,Urban regions,No,0.88740,456,513,0.86002,0.91478
1996,Lower Saxony,Rural regions,Yes,0.13035,67,525,0.10152,0.15918
1996,Lower Saxony,Rural regions,No,0.86965,458,525,0.84082,0.89848
1996,Bremen,Urban regions,No,0.83527,85,85,0.75594,0.91460
1996,North Rhine-Westphalia,Urban regions,Yes,0.12366,317,2485,0.11071,0.13660
1996,North Rhine-Westphalia,Urban regions,No,0.87634,2168,2485,0.86340,0.88929
1996,North Rhine-Westphalia,Rural regions,No,0.89224,57,57,0.81103,0.97346
1996,Hesse,Urban regions,Yes,0.10708,80,763,0.08513,0.12904
1996,Hesse,Urban regions,No,0.89292,683,763,0.87096,0.91487
1996,Hesse,Rural regions,No,0.80950,117,117,0.73804,0.88096
1996,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11461,64,554,0.08806,0.14117
1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88539,490,554,0.85883,0.91194
1996,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91443,125,125,0.86519,0.96366
1996,Baden-Wuerttemberg,Urban regions,Yes,0.14210,197,1482,0.12432,0.15988
1996,Baden-Wuerttemberg,Urban regions,No,0.85790,1285,1482,0.84012,0.87568
1996,Baden-Wuerttemberg,Rural regions,No,0.88117,193,193,0.83540,0.92694
1996,Bavaria,Urban regions,Yes,0.11659,89,827,0.09470,0.13848
1996,Bavaria,Urban regions,No,0.88341,738,827,0.86152,0.90530
1996,Bavaria,Rural regions,Yes,0.15144,102,824,0.12695,0.17593
1996,Bavaria,Rural regions,No,0.84856,722,824,0.82407,0.87305
1996,Berlin,Urban regions,Yes,0.15026,70,539,0.12006,0.18045
1996,Berlin,Urban regions,No,0.84974,469,539,0.81955,0.87994
1996,Brandenburg,Rural regions,Yes,0.12634,68,566,0.09894,0.15374
1996,Brandenburg,Rural regions,No,0.87366,498,566,0.84626,0.90106
1996,Mecklenburg-Western Pomerania,Urban regions,No,0.88991,48,48,0.80043,0.97940
1996,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13488,51,344,0.09873,0.17103
1996,Mecklenburg-Western Pomerania,Rural regions,No,0.86512,293,344,0.82897,0.90127
1996,Saxony,Urban regions,Yes,0.12519,58,568,0.09795,0.15243
1996,Saxony,Urban regions,No,0.87481,510,568,0.84757,0.90205
1996,Saxony,Rural regions,Yes,0.11096,58,539,0.08442,0.13750
1996,Saxony,Rural regions,No,0.88904,481,539,0.86250,0.91558
1996,Saxony-Anhalt,Urban regions,No,0.84824,127,127,0.78559,0.91088
1996,Saxony-Anhalt,Rural regions,Yes,0.16563,80,524,0.13377,0.19749
1996,Saxony-Anhalt,Rural regions,No,0.83437,444,524,0.80251,0.86623
1996,Thuringa,Urban regions,No,0.89086,171,171,0.84398,0.93773
