"hlf0094","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Angemessen","1997","Thueringen","Ostdeutschland","198","0.473654466775097","0.425959414120787","0.521349519429407"
"Etwas zu hoch","1997","Schleswig-Holstein","Westdeutschland","","","",""
"Etwas zu hoch","1997","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1997","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Niedersachsen","Westdeutschland","51","0.0693511853475213","0.0502283140304707","0.0884740566645719"
"Etwas zu hoch","1997","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1997","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Nordrhein-Westfalen","Westdeutschland","59","0.0524368219742707","0.0401191101428017","0.0647545338057397"
"Etwas zu hoch","1997","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Hessen","Westdeutschland","","","",""
"Etwas zu hoch","1997","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Rheinland-Pfalz,Saarland","Westdeutschland","55","0.0939973187126427","0.0678907408644362","0.120103896560849"
"Etwas zu hoch","1997","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Baden-Wuerttemberg","Westdeutschland","90","0.104507378621107","0.0852854856852641","0.123729271556949"
"Etwas zu hoch","1997","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Bayern","Westdeutschland","58","0.0423822408411336","0.0302658329278307","0.0544986487544365"
"Etwas zu hoch","1997","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1997","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1997","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1997","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1997","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1997","Sachsen","Ostdeutschland","53","0.112786346808298","0.0847203447178139","0.140852348898781"
"Etwas zu hoch","1997","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1997","Sachsen-Anhalt","Ostdeutschland","46","0.107642776649403","0.0751267706346758","0.140158782664131"
"Etwas zu hoch","1997","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1997","Thueringen","Ostdeutschland","80","0.194960280262221","0.157117000565677","0.232803559958766"
"Viel zu hoch","1997","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1997","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1997","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1997","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1997","Niedersachsen","Westdeutschland","","","",""
"Viel zu hoch","1997","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1997","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1997","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1997","Nordrhein-Westfalen","Westdeutschland","34","0.0224831786560041","0.0142910126172734","0.0306753446947348"
"Viel zu hoch","1997","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1997","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1997","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1997","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1997","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","1997","Baden-Wuerttemberg","Westdeutschland","37","0.026750461982044","0.0166120620870736","0.0368888618770143"
"Viel zu hoch","1997","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","1997","Bayern","Westdeutschland","","","",""
"Viel zu hoch","1997","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","1997","Berlin","Westdeutschland","","","",""
"Viel zu hoch","1997","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","1997","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","1997","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","1997","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","1997","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","1997","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","1997","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","1997","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","1997","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","1997","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","1997","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","1998","Schleswig-Holstein","Westdeutschland","50","0.212189010815663","0.164127418587075","0.260250603044251"
"Sehr guenstig","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","1998","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","1998","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","1998","Niedersachsen","Westdeutschland","149","0.201029374385752","0.173615420408823","0.228443328362682"
"Sehr guenstig","1998","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","1998","Bremen","Westdeutschland","","","",""
"Sehr guenstig","1998","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","1998","Nordrhein-Westfalen","Westdeutschland","270","0.202349988456021","0.181483427600594","0.223216549311447"
"Sehr guenstig","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1998","Hessen","Westdeutschland","77","0.166859769689249","0.133434954426557","0.20028458495194"
"Sehr guenstig","1998","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1998","Rheinland-Pfalz,Saarland","Westdeutschland","80","0.169068420615685","0.137800972904089","0.20033586832728"
"Sehr guenstig","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1998","Baden-Wuerttemberg","Westdeutschland","134","0.129868806393586","0.109660670565568","0.150076942221603"
"Sehr guenstig","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1998","Bayern","Westdeutschland","175","0.156474087114622","0.136500974841728","0.176447199387516"
"Sehr guenstig","1998","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1998","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1998","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1998","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1998","Brandenburg","Ostdeutschland","42","0.124043711316401","0.0866181302215235","0.161469292411278"
"Sehr guenstig","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1998","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr guenstig","1998","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1998","Sachsen","Ostdeutschland","55","0.12310059376018","0.0947247072594175","0.151476480260942"
"Sehr guenstig","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1998","Sachsen-Anhalt","Ostdeutschland","37","0.119596466635092","0.0861234731485814","0.153069460121602"
"Sehr guenstig","1998","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1998","Thueringen","Ostdeutschland","33","0.0591466116772041","0.0385517568675638","0.0797414664868443"
"Guenstig","1998","Schleswig-Holstein","Westdeutschland","88","0.344301074093444","0.288447995273927","0.40015415291296"
"Guenstig","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1998","Hamburg","Westdeutschland","","","",""
"Guenstig","1998","Hamburg","Ostdeutschland","","","",""
"Guenstig","1998","Niedersachsen","Westdeutschland","237","0.296620744523617","0.265376354488551","0.327865134558684"
"Guenstig","1998","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1998","Bremen","Westdeutschland","","","",""
"Guenstig","1998","Bremen","Ostdeutschland","","","",""
"Guenstig","1998","Nordrhein-Westfalen","Westdeutschland","443","0.309764023346042","0.285747652526607","0.333780394165477"
"Guenstig","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1998","Hessen","Westdeutschland","118","0.274729746202446","0.234713447330869","0.314746045074022"
"Guenstig","1998","Hessen","Ostdeutschland","","","",""
"Guenstig","1998","Rheinland-Pfalz,Saarland","Westdeutschland","167","0.320327489270856","0.281402768153881","0.359252210387831"
"Guenstig","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1998","Baden-Wuerttemberg","Westdeutschland","327","0.330248368703629","0.301976228274948","0.358520509132309"
"Guenstig","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1998","Bayern","Westdeutschland","391","0.308714320074074","0.28331731629439","0.334111323853758"
"Guenstig","1998","Bayern","Ostdeutschland","","","",""
"Guenstig","1998","Berlin","Westdeutschland","","","",""
"Guenstig","1998","Berlin","Ostdeutschland","","","",""
"Guenstig","1998","Brandenburg","Westdeutschland","","","",""
"Guenstig","1998","Brandenburg","Ostdeutschland","116","0.415827279608431","0.359868648273394","0.471785910943468"
"Guenstig","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1998","Mecklenburg-Vorpommern","Ostdeutschland","100","0.438561936498336","0.37314076021217","0.503983112784502"
"Guenstig","1998","Sachsen","Westdeutschland","","","",""
"Guenstig","1998","Sachsen","Ostdeutschland","160","0.305320033033615","0.265544636832533","0.345095429234696"
"Guenstig","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1998","Sachsen-Anhalt","Ostdeutschland","105","0.276486089310935","0.230348534332367","0.322623644289503"
"Guenstig","1998","Thueringen","Westdeutschland","","","",""
"Guenstig","1998","Thueringen","Ostdeutschland","142","0.274321229635886","0.235368783003411","0.313273676268361"
"Angemessen","1998","Schleswig-Holstein","Westdeutschland","130","0.418843818619909","0.360847800215127","0.476839837024692"
"Angemessen","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1998","Hamburg","Westdeutschland","","","",""
"Angemessen","1998","Hamburg","Ostdeutschland","","","",""
"Angemessen","1998","Niedersachsen","Westdeutschland","362","0.406006720134834","0.372414872693849","0.439598567575819"
"Angemessen","1998","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1998","Bremen","Westdeutschland","","","",""
"Angemessen","1998","Bremen","Ostdeutschland","","","",""
"Angemessen","1998","Nordrhein-Westfalen","Westdeutschland","614","0.426233303167593","0.400548014281277","0.451918592053908"
"Angemessen","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1998","Hessen","Westdeutschland","207","0.438546144217326","0.394062657024707","0.483029631409945"
"Angemessen","1998","Hessen","Ostdeutschland","","","",""
"Angemessen","1998","Rheinland-Pfalz,Saarland","Westdeutschland","248","0.413664702893118","0.372580411167122","0.454748994619115"
"Angemessen","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1998","Baden-Wuerttemberg","Westdeutschland","472","0.427001359224518","0.397266020956783","0.456736697492252"
"Angemessen","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1998","Bayern","Westdeutschland","580","0.442649117458658","0.415342402079262","0.469955832838054"
"Angemessen","1998","Bayern","Ostdeutschland","","","",""
"Angemessen","1998","Berlin","Westdeutschland","","","",""
"Angemessen","1998","Berlin","Ostdeutschland","","","",""
"Angemessen","1998","Brandenburg","Westdeutschland","","","",""
"Angemessen","1998","Brandenburg","Ostdeutschland","109","0.361454426927114","0.306908455300993","0.416000398553234"
"Angemessen","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1998","Mecklenburg-Vorpommern","Ostdeutschland","95","0.475370366304886","0.409529669905574","0.541211062704197"
"Angemessen","1998","Sachsen","Westdeutschland","","","",""
"Angemessen","1998","Sachsen","Ostdeutschland","243","0.475827052867831","0.432694382838976","0.518959722896685"
"Angemessen","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1998","Sachsen-Anhalt","Ostdeutschland","179","0.512064362114063","0.460501378942165","0.56362734528596"
"Angemessen","1998","Thueringen","Westdeutschland","","","",""
"Angemessen","1998","Thueringen","Ostdeutschland","251","0.524023591261005","0.480422138850507","0.567625043671503"
"Etwas zu hoch","1998","Schleswig-Holstein","Westdeutschland","","","",""
"Etwas zu hoch","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1998","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Niedersachsen","Westdeutschland","66","0.0837664851929677","0.0648162438286671","0.102716726557268"
"Etwas zu hoch","1998","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1998","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Nordrhein-Westfalen","Westdeutschland","76","0.0459954892977359","0.0351155635348612","0.0568754150606105"
"Etwas zu hoch","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Hessen","Westdeutschland","70","0.102599702424344","0.0753977361454238","0.129801668703265"
"Etwas zu hoch","1998","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Rheinland-Pfalz,Saarland","Westdeutschland","49","0.0825369616211183","0.0595809159898262","0.10549300725241"
"Etwas zu hoch","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Baden-Wuerttemberg","Westdeutschland","109","0.0928493448019427","0.0754027534105377","0.110295936193348"
"Etwas zu hoch","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Bayern","Westdeutschland","104","0.0758593806249696","0.0613031478578377","0.0904156133921014"
"Etwas zu hoch","1998","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1998","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1998","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1998","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1998","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1998","Sachsen","Ostdeutschland","44","0.067869927329985","0.0461468459907288","0.0895930086692413"
"Etwas zu hoch","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1998","Sachsen-Anhalt","Ostdeutschland","40","0.0918530819399103","0.0620597268221795","0.121646437057641"
"Etwas zu hoch","1998","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1998","Thueringen","Ostdeutschland","69","0.126247499945375","0.0972514771963724","0.155243522694377"
"Viel zu hoch","1998","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1998","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1998","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1998","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1998","Niedersachsen","Westdeutschland","","","",""
"Viel zu hoch","1998","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1998","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1998","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1998","Nordrhein-Westfalen","Westdeutschland","","","",""
"Viel zu hoch","1998","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1998","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1998","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1998","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1998","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","1998","Baden-Wuerttemberg","Westdeutschland","","","",""
"Viel zu hoch","1998","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","1998","Bayern","Westdeutschland","","","",""
"Viel zu hoch","1998","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","1998","Berlin","Westdeutschland","","","",""
"Viel zu hoch","1998","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","1998","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","1998","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","1998","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","1998","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","1998","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","1998","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","1998","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","1998","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","1998","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","1998","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","1999","Schleswig-Holstein","Westdeutschland","60","0.250961156365816","0.197536313461438","0.304385999270194"
"Sehr guenstig","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","1999","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","1999","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","1999","Niedersachsen","Westdeutschland","147","0.179590108687732","0.153785618769584","0.20539459860588"
"Sehr guenstig","1999","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","1999","Bremen","Westdeutschland","","","",""
"Sehr guenstig","1999","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","1999","Nordrhein-Westfalen","Westdeutschland","264","0.177048681185732","0.157271622831812","0.196825739539652"
"Sehr guenstig","1999","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1999","Hessen","Westdeutschland","77","0.175051358717086","0.140877227313565","0.209225490120607"
"Sehr guenstig","1999","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1999","Rheinland-Pfalz,Saarland","Westdeutschland","72","0.142037145318289","0.112862743736811","0.171211546899766"
"Sehr guenstig","1999","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1999","Baden-Wuerttemberg","Westdeutschland","135","0.146580852770113","0.124949549685707","0.168212155854519"
"Sehr guenstig","1999","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1999","Bayern","Westdeutschland","199","0.167242625723831","0.146620164164386","0.187865087283276"
"Sehr guenstig","1999","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1999","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1999","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1999","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1999","Brandenburg","Ostdeutschland","30","0.101405237376142","0.068279551134944","0.134530923617341"
"Sehr guenstig","1999","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1999","Mecklenburg-Vorpommern","Ostdeutschland","44","0.18579587685789","0.132292061000958","0.239299692714822"
"Sehr guenstig","1999","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1999","Sachsen","Ostdeutschland","56","0.0835854469628602","0.0599335192943259","0.107237374631395"
"Sehr guenstig","1999","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1999","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1999","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1999","Thueringen","Ostdeutschland","37","0.0753119279720587","0.0518018039172953","0.0988220520268221"
"Guenstig","1999","Schleswig-Holstein","Westdeutschland","83","0.337737516195786","0.279461137096948","0.396013895294624"
"Guenstig","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1999","Hamburg","Westdeutschland","","","",""
"Guenstig","1999","Hamburg","Ostdeutschland","","","",""
"Guenstig","1999","Niedersachsen","Westdeutschland","258","0.312961860471788","0.281789136142164","0.344134584801411"
"Guenstig","1999","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1999","Bremen","Westdeutschland","","","",""
"Guenstig","1999","Bremen","Ostdeutschland","","","",""
"Guenstig","1999","Nordrhein-Westfalen","Westdeutschland","457","0.361086097552095","0.336200113005898","0.385972082098292"
"Guenstig","1999","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1999","Hessen","Westdeutschland","162","0.344521481264927","0.301785992936113","0.387256969593741"
"Guenstig","1999","Hessen","Ostdeutschland","","","",""
"Guenstig","1999","Rheinland-Pfalz,Saarland","Westdeutschland","184","0.341915943817304","0.302272889532876","0.381558998101732"
"Guenstig","1999","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1999","Baden-Wuerttemberg","Westdeutschland","294","0.293617829691191","0.265764703569344","0.321470955813038"
"Guenstig","1999","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1999","Bayern","Westdeutschland","410","0.341218606965415","0.315018999450385","0.367418214480445"
"Guenstig","1999","Bayern","Ostdeutschland","","","",""
"Guenstig","1999","Berlin","Westdeutschland","","","",""
"Guenstig","1999","Berlin","Ostdeutschland","","","",""
"Guenstig","1999","Brandenburg","Westdeutschland","","","",""
"Guenstig","1999","Brandenburg","Ostdeutschland","153","0.46222699788531","0.407515336685576","0.516938659085044"
"Guenstig","1999","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1999","Mecklenburg-Vorpommern","Ostdeutschland","63","0.353176424152017","0.287427470595839","0.418925377708196"
"Guenstig","1999","Sachsen","Westdeutschland","","","",""
"Guenstig","1999","Sachsen","Ostdeutschland","180","0.400312309684944","0.358440931236708","0.442183688133179"
"Guenstig","1999","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1999","Sachsen-Anhalt","Ostdeutschland","85","0.298514970521609","0.250710444035755","0.346319497007462"
"Guenstig","1999","Thueringen","Westdeutschland","","","",""
"Guenstig","1999","Thueringen","Ostdeutschland","135","0.290737099096948","0.250281442087039","0.331192756106857"
"Angemessen","1999","Schleswig-Holstein","Westdeutschland","97","0.380113943351004","0.320300243835983","0.439927642866025"
"Angemessen","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1999","Hamburg","Westdeutschland","","","",""
"Angemessen","1999","Hamburg","Ostdeutschland","","","",""
"Angemessen","1999","Niedersachsen","Westdeutschland","368","0.400589214725951","0.367647171642534","0.433531257809368"
"Angemessen","1999","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1999","Bremen","Westdeutschland","","","",""
"Angemessen","1999","Bremen","Ostdeutschland","","","",""
"Angemessen","1999","Nordrhein-Westfalen","Westdeutschland","580","0.381868315430997","0.356695859479499","0.407040771382496"
"Angemessen","1999","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1999","Hessen","Westdeutschland","202","0.438594389208423","0.393970111837377","0.483218666579468"
"Angemessen","1999","Hessen","Ostdeutschland","","","",""
"Angemessen","1999","Rheinland-Pfalz,Saarland","Westdeutschland","238","0.415074617932297","0.373895212821648","0.456254023042946"
"Angemessen","1999","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1999","Baden-Wuerttemberg","Westdeutschland","444","0.416726040681811","0.386573460371204","0.446878620992419"
"Angemessen","1999","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1999","Bayern","Westdeutschland","546","0.415702281403059","0.388467990645844","0.442936572160275"
"Angemessen","1999","Bayern","Ostdeutschland","","","",""
"Angemessen","1999","Berlin","Westdeutschland","","","",""
"Angemessen","1999","Berlin","Ostdeutschland","","","",""
"Angemessen","1999","Brandenburg","Westdeutschland","","","",""
"Angemessen","1999","Brandenburg","Ostdeutschland","121","0.381408049668718","0.32810527595728","0.434710823380157"
"Angemessen","1999","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1999","Mecklenburg-Vorpommern","Ostdeutschland","87","0.421251556164973","0.353328729784873","0.489174382545074"
"Angemessen","1999","Sachsen","Westdeutschland","","","",""
"Angemessen","1999","Sachsen","Ostdeutschland","233","0.425470459176535","0.383218572443334","0.467722345909736"
"Angemessen","1999","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1999","Sachsen-Anhalt","Ostdeutschland","187","0.497502518857794","0.445269954770145","0.549735082945443"
"Angemessen","1999","Thueringen","Westdeutschland","","","",""
"Angemessen","1999","Thueringen","Ostdeutschland","232","0.485243449060965","0.440718216980241","0.52976868114169"
"Etwas zu hoch","1999","Schleswig-Holstein","Westdeutschland","","","",""
"Etwas zu hoch","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1999","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Niedersachsen","Westdeutschland","72","0.101211822181242","0.0809357921534117","0.121487852209072"
"Etwas zu hoch","1999","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1999","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Nordrhein-Westfalen","Westdeutschland","108","0.0669418913513957","0.0539930291527712","0.0798907535500203"
"Etwas zu hoch","1999","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Hessen","Westdeutschland","","","",""
"Etwas zu hoch","1999","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Rheinland-Pfalz,Saarland","Westdeutschland","41","0.0811452985505704","0.0583249723321957","0.103965624768945"
"Etwas zu hoch","1999","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Baden-Wuerttemberg","Westdeutschland","109","0.1012264925398","0.0827790955055861","0.119673889574014"
"Etwas zu hoch","1999","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Bayern","Westdeutschland","85","0.0575366962326395","0.0446686546507449","0.070404737814534"
"Etwas zu hoch","1999","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1999","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1999","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1999","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1999","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1999","Sachsen","Ostdeutschland","41","0.0630228221774962","0.0422560667169086","0.0837895776380838"
"Etwas zu hoch","1999","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1999","Sachsen-Anhalt","Ostdeutschland","58","0.145074117196213","0.108283594311861","0.181864640080565"
"Etwas zu hoch","1999","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1999","Thueringen","Ostdeutschland","68","0.127781436190984","0.0980393138593333","0.157523558522635"
"Viel zu hoch","1999","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1999","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1999","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1999","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1999","Niedersachsen","Westdeutschland","","","",""
"Viel zu hoch","1999","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1999","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1999","Bremen","Ostdeutschland","","","",""
