"hlf0094","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Sehr guenstig","1984","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1984","Sachsen","Ostdeutschland","","","",""
"Sehr guenstig","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1984","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1984","Thueringen","Ostdeutschland","","","",""
"Guenstig","1984","Schleswig-Holstein","Westdeutschland","68","0.271370477608173","0.218330798198315","0.324410157018031"
"Guenstig","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1984","Hamburg","Westdeutschland","","","",""
"Guenstig","1984","Hamburg","Ostdeutschland","","","",""
"Guenstig","1984","Niedersachsen","Westdeutschland","201","0.269961268782721","0.238104453421421","0.301818084144022"
"Guenstig","1984","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1984","Bremen","Westdeutschland","","","",""
"Guenstig","1984","Bremen","Ostdeutschland","","","",""
"Guenstig","1984","Nordrhein-Westfalen","Westdeutschland","407","0.331101136914105","0.30500192241263","0.357200351415581"
"Guenstig","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1984","Hessen","Westdeutschland","140","0.336180877689154","0.292090869548521","0.380270885829787"
"Guenstig","1984","Hessen","Ostdeutschland","","","",""
"Guenstig","1984","Rheinland-Pfalz,Saarland","Westdeutschland","176","0.321241884305046","0.282181589316962","0.36030217929313"
"Guenstig","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1984","Baden-Wuerttemberg","Westdeutschland","334","0.294322486102406","0.267584366913919","0.321060605290893"
"Guenstig","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1984","Bayern","Westdeutschland","337","0.307103890294973","0.280326244915608","0.333881535674337"
"Guenstig","1984","Bayern","Ostdeutschland","","","",""
"Guenstig","1984","Berlin","Westdeutschland","","","",""
"Guenstig","1984","Berlin","Ostdeutschland","","","",""
"Guenstig","1984","Brandenburg","Westdeutschland","","","",""
"Guenstig","1984","Brandenburg","Ostdeutschland","","","",""
"Guenstig","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Guenstig","1984","Sachsen","Westdeutschland","","","",""
"Guenstig","1984","Sachsen","Ostdeutschland","","","",""
"Guenstig","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"Guenstig","1984","Thueringen","Westdeutschland","","","",""
"Guenstig","1984","Thueringen","Ostdeutschland","","","",""
"Angemessen","1984","Schleswig-Holstein","Westdeutschland","85","0.301998758081078","0.24723454077154","0.356762975390615"
"Angemessen","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1984","Hamburg","Westdeutschland","","","",""
"Angemessen","1984","Hamburg","Ostdeutschland","","","",""
"Angemessen","1984","Niedersachsen","Westdeutschland","280","0.366505372240529","0.331928132757503","0.401082611723555"
"Angemessen","1984","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1984","Bremen","Westdeutschland","","","",""
"Angemessen","1984","Bremen","Ostdeutschland","","","",""
"Angemessen","1984","Nordrhein-Westfalen","Westdeutschland","419","0.315089486163801","0.289326230440004","0.340852741887597"
"Angemessen","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1984","Hessen","Westdeutschland","130","0.282941709245181","0.240902502413495","0.324980916076867"
"Angemessen","1984","Hessen","Ostdeutschland","","","",""
"Angemessen","1984","Rheinland-Pfalz,Saarland","Westdeutschland","199","0.359260358822483","0.319126828368256","0.39939388927671"
"Angemessen","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1984","Baden-Wuerttemberg","Westdeutschland","353","0.324373301423946","0.296907520870362","0.351839081977529"
"Angemessen","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1984","Bayern","Westdeutschland","409","0.34151136657095","0.313983510545708","0.369039222596192"
"Angemessen","1984","Bayern","Ostdeutschland","","","",""
"Angemessen","1984","Berlin","Westdeutschland","","","",""
"Angemessen","1984","Berlin","Ostdeutschland","","","",""
"Angemessen","1984","Brandenburg","Westdeutschland","","","",""
"Angemessen","1984","Brandenburg","Ostdeutschland","","","",""
"Angemessen","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Angemessen","1984","Sachsen","Westdeutschland","","","",""
"Angemessen","1984","Sachsen","Ostdeutschland","","","",""
"Angemessen","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"Angemessen","1984","Thueringen","Westdeutschland","","","",""
"Angemessen","1984","Thueringen","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Schleswig-Holstein","Westdeutschland","32","0.100922540685034","0.0649924054887532","0.136852675881316"
"Etwas zu hoch","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1984","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Niedersachsen","Westdeutschland","61","0.0821048053233135","0.0624051098244365","0.10180450082219"
"Etwas zu hoch","1984","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1984","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Nordrhein-Westfalen","Westdeutschland","66","0.048095719292363","0.0362293810395518","0.0599620575451742"
"Etwas zu hoch","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Hessen","Westdeutschland","41","0.0574351124563282","0.0357194459803839","0.0791507789322725"
"Etwas zu hoch","1984","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Rheinland-Pfalz,Saarland","Westdeutschland","47","0.0875549640919633","0.063911796411498","0.111198131772429"
"Etwas zu hoch","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Baden-Wuerttemberg","Westdeutschland","132","0.112454735592442","0.093919414080431","0.130990057104453"
"Etwas zu hoch","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Bayern","Westdeutschland","83","0.07027481021817","0.0554368977427795","0.0851127226935605"
"Etwas zu hoch","1984","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1984","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1984","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1984","Sachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"Etwas zu hoch","1984","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1984","Thueringen","Ostdeutschland","","","",""
"Viel zu hoch","1984","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1984","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1984","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1984","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1984","Niedersachsen","Westdeutschland","","","",""
"Viel zu hoch","1984","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1984","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1984","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1984","Nordrhein-Westfalen","Westdeutschland","44","0.0353575477274721","0.0251153978852056","0.0455996975697387"
"Viel zu hoch","1984","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1984","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1984","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1984","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1984","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","1984","Baden-Wuerttemberg","Westdeutschland","44","0.0318879606344584","0.0215795389262883","0.0421963823426285"
"Viel zu hoch","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","1984","Bayern","Westdeutschland","30","0.025113245146185","0.0160303527670346","0.0341961375253353"
"Viel zu hoch","1984","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","1984","Berlin","Westdeutschland","","","",""
"Viel zu hoch","1984","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","1984","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","1984","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","1984","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","1984","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","1984","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","1984","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","1985","Schleswig-Holstein","Westdeutschland","46","0.21777053159297","0.164661211621229","0.270879851564712"
"Sehr guenstig","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","1985","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","1985","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","1985","Niedersachsen","Westdeutschland","165","0.236585669895556","0.205478329255558","0.267693010535554"
"Sehr guenstig","1985","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","1985","Bremen","Westdeutschland","","","",""
"Sehr guenstig","1985","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","1985","Nordrhein-Westfalen","Westdeutschland","269","0.237077754215299","0.213242466202878","0.26091304222772"
"Sehr guenstig","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1985","Hessen","Westdeutschland","100","0.259456213700022","0.218545580120592","0.300366847279452"
"Sehr guenstig","1985","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1985","Rheinland-Pfalz,Saarland","Westdeutschland","163","0.324168378623774","0.283625209879035","0.364711547368513"
"Sehr guenstig","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1985","Baden-Wuerttemberg","Westdeutschland","160","0.17872373724434","0.155303715839786","0.202143758648894"
"Sehr guenstig","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1985","Bayern","Westdeutschland","223","0.20818548501654","0.18417041409151","0.232200555941569"
"Sehr guenstig","1985","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1985","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1985","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1985","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1985","Brandenburg","Ostdeutschland","","","",""
"Sehr guenstig","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr guenstig","1985","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1985","Sachsen","Ostdeutschland","","","",""
"Sehr guenstig","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1985","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1985","Thueringen","Ostdeutschland","","","",""
"Guenstig","1985","Schleswig-Holstein","Westdeutschland","71","0.314896894348697","0.255129233993861","0.374664554703534"
"Guenstig","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1985","Hamburg","Westdeutschland","32","0.52533859502145","0.386926289350396","0.663750900692503"
"Guenstig","1985","Hamburg","Ostdeutschland","","","",""
"Guenstig","1985","Niedersachsen","Westdeutschland","208","0.294560373415192","0.261194261677723","0.327926485152661"
"Guenstig","1985","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1985","Bremen","Westdeutschland","","","",""
"Guenstig","1985","Bremen","Ostdeutschland","","","",""
"Guenstig","1985","Nordrhein-Westfalen","Westdeutschland","372","0.316000582816267","0.289944647336902","0.342056518295632"
"Guenstig","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1985","Hessen","Westdeutschland","151","0.347282732044895","0.302846938311579","0.391718525778211"
"Guenstig","1985","Hessen","Ostdeutschland","","","",""
"Guenstig","1985","Rheinland-Pfalz,Saarland","Westdeutschland","159","0.306777339746309","0.266832459417977","0.346722220074642"
"Guenstig","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1985","Baden-Wuerttemberg","Westdeutschland","291","0.291068426529837","0.263300001879774","0.318836851179901"
"Guenstig","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1985","Bayern","Westdeutschland","307","0.294991404852996","0.268017190278306","0.321965619427686"
"Guenstig","1985","Bayern","Ostdeutschland","","","",""
"Guenstig","1985","Berlin","Westdeutschland","","","",""
"Guenstig","1985","Berlin","Ostdeutschland","","","",""
"Guenstig","1985","Brandenburg","Westdeutschland","","","",""
"Guenstig","1985","Brandenburg","Ostdeutschland","","","",""
"Guenstig","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Guenstig","1985","Sachsen","Westdeutschland","","","",""
"Guenstig","1985","Sachsen","Ostdeutschland","","","",""
"Guenstig","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"Guenstig","1985","Thueringen","Westdeutschland","","","",""
"Guenstig","1985","Thueringen","Ostdeutschland","","","",""
"Angemessen","1985","Schleswig-Holstein","Westdeutschland","77","0.314071998806231","0.254346749141387","0.373797248471074"
"Angemessen","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1985","Hamburg","Westdeutschland","","","",""
"Angemessen","1985","Hamburg","Ostdeutschland","","","",""
"Angemessen","1985","Niedersachsen","Westdeutschland","232","0.321235418908842","0.287056382778769","0.355414455038914"
"Angemessen","1985","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1985","Bremen","Westdeutschland","","","",""
"Angemessen","1985","Bremen","Ostdeutschland","","","",""
"Angemessen","1985","Nordrhein-Westfalen","Westdeutschland","451","0.346239398696877","0.319574958085024","0.372903839308729"
"Angemessen","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1985","Hessen","Westdeutschland","145","0.325387452294939","0.281659775493801","0.369115129096078"
"Angemessen","1985","Hessen","Ostdeutschland","","","",""
"Angemessen","1985","Rheinland-Pfalz,Saarland","Westdeutschland","170","0.327137731756543","0.286498871700246","0.36777659181284"
"Angemessen","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1985","Baden-Wuerttemberg","Westdeutschland","409","0.38637267996076","0.356607598025025","0.416137761896495"
"Angemessen","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1985","Bayern","Westdeutschland","465","0.408555922870587","0.379480267009543","0.437631578731631"
"Angemessen","1985","Bayern","Ostdeutschland","","","",""
"Angemessen","1985","Berlin","Westdeutschland","","","",""
"Angemessen","1985","Berlin","Ostdeutschland","","","",""
"Angemessen","1985","Brandenburg","Westdeutschland","","","",""
"Angemessen","1985","Brandenburg","Ostdeutschland","","","",""
"Angemessen","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Angemessen","1985","Sachsen","Westdeutschland","","","",""
"Angemessen","1985","Sachsen","Ostdeutschland","","","",""
"Angemessen","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"Angemessen","1985","Thueringen","Westdeutschland","","","",""
"Angemessen","1985","Thueringen","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Schleswig-Holstein","Westdeutschland","","","",""
"Etwas zu hoch","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1985","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Niedersachsen","Westdeutschland","77","0.101797881555554","0.0796646452470403","0.123931117864068"
"Etwas zu hoch","1985","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1985","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Nordrhein-Westfalen","Westdeutschland","107","0.0820143839903244","0.0666364563065007","0.0973923116741481"
"Etwas zu hoch","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Hessen","Westdeutschland","38","0.0520318027379192","0.0313036730739093","0.0727599324019291"
"Etwas zu hoch","1985","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Etwas zu hoch","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Baden-Wuerttemberg","Westdeutschland","136","0.119203384046685","0.0993957025178789","0.139011065575491"
"Etwas zu hoch","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Bayern","Westdeutschland","73","0.0643597788931438","0.049845059837474","0.0788744979488136"
"Etwas zu hoch","1985","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1985","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1985","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1985","Sachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"Etwas zu hoch","1985","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1985","Thueringen","Ostdeutschland","","","",""
"Viel zu hoch","1985","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1985","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1985","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1985","Niedersachsen","Westdeutschland","35","0.0458206562248556","0.0305156267308332","0.0611256857188781"
"Viel zu hoch","1985","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1985","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1985","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1985","Nordrhein-Westfalen","Westdeutschland","","","",""
"Viel zu hoch","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1985","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1985","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1985","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","1985","Baden-Wuerttemberg","Westdeutschland","32","0.0246317722183776","0.0151566751932314","0.0341068692435237"
"Viel zu hoch","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","1985","Bayern","Westdeutschland","30","0.0239074083667329","0.0148717733631774","0.0329430433702885"
"Viel zu hoch","1985","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","1985","Berlin","Westdeutschland","","","",""
"Viel zu hoch","1985","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","1985","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","1985","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","1985","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","1985","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","1985","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","1985","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","1986","Schleswig-Holstein","Westdeutschland","","","",""
"Sehr guenstig","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","1986","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","1986","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","1986","Niedersachsen","Westdeutschland","144","0.220694243799167","0.190733083452761","0.250655404145574"
"Sehr guenstig","1986","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","1986","Bremen","Westdeutschland","","","",""
"Sehr guenstig","1986","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","1986","Nordrhein-Westfalen","Westdeutschland","231","0.19050585155816","0.168595389915982","0.212416313200337"
"Sehr guenstig","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1986","Hessen","Westdeutschland","100","0.260420074941222","0.219131203422246","0.301708946460198"
"Sehr guenstig","1986","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1986","Rheinland-Pfalz,Saarland","Westdeutschland","109","0.220130413525225","0.183957470903159","0.256303356147291"
"Sehr guenstig","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1986","Baden-Wuerttemberg","Westdeutschland","134","0.135358426234782","0.114536571237781","0.156180281231783"
"Sehr guenstig","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1986","Bayern","Westdeutschland","154","0.144863296154862","0.124139220649524","0.165587371660201"
"Sehr guenstig","1986","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1986","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1986","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1986","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1986","Brandenburg","Ostdeutschland","","","",""
"Sehr guenstig","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr guenstig","1986","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1986","Sachsen","Ostdeutschland","","","",""
"Sehr guenstig","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1986","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1986","Thueringen","Ostdeutschland","","","",""
"Guenstig","1986","Schleswig-Holstein","Westdeutschland","72","0.267236088030833","0.211367311761402","0.323104864300263"
"Guenstig","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1986","Hamburg","Westdeutschland","","","",""
"Guenstig","1986","Hamburg","Ostdeutschland","","","",""
"Guenstig","1986","Niedersachsen","Westdeutschland","238","0.305373179736967","0.272099532849073","0.338646826624861"
"Guenstig","1986","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1986","Bremen","Westdeutschland","","","",""
"Guenstig","1986","Bremen","Ostdeutschland","","","",""
"Guenstig","1986","Nordrhein-Westfalen","Westdeutschland","348","0.30162419897447","0.276016639314553","0.327231758634388"
"Guenstig","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1986","Hessen","Westdeutschland","124","0.297129720808234","0.254135125693263","0.340124315923204"
"Guenstig","1986","Hessen","Ostdeutschland","","","",""
"Guenstig","1986","Rheinland-Pfalz,Saarland","Westdeutschland","158","0.329279002972993","0.288250488474318","0.370307517471667"
"Guenstig","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1986","Baden-Wuerttemberg","Westdeutschland","290","0.302034798372941","0.274089799962182","0.329979796783701"
"Guenstig","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1986","Bayern","Westdeutschland","330","0.311315886968367","0.284051930158275","0.33857984377846"
"Guenstig","1986","Bayern","Ostdeutschland","","","",""
"Guenstig","1986","Berlin","Westdeutschland","","","",""
"Guenstig","1986","Berlin","Ostdeutschland","","","",""
"Guenstig","1986","Brandenburg","Westdeutschland","","","",""
"Guenstig","1986","Brandenburg","Ostdeutschland","","","",""
"Guenstig","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Guenstig","1986","Sachsen","Westdeutschland","","","",""
"Guenstig","1986","Sachsen","Ostdeutschland","","","",""
