,Unnamed: 0,year,regtyp,sex,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
38,38,1994,Urban regions,female,Seldom,0.29237,1239,12788,0.27984,0.30258
39,39,1994,Urban regions,female,Never,0.47899,2103,12788,0.4655,0.49455
40,40,1994,Rural regions,male,At least once per week,0.09663,170,12788,0.08769,0.10594
41,41,1994,Rural regions,male,At least once per month,0.08351,144,12788,0.07494,0.09242
42,42,1994,Rural regions,male,Seldom,0.26152,491,12788,0.24196,0.27735
43,43,1994,Rural regions,male,Never,0.55834,1307,12788,0.53643,0.57866
44,44,1994,Rural regions,female,At least once per week,0.13218,221,12788,0.11902,0.14541
45,45,1994,Rural regions,female,At least once per month,0.10611,196,12788,0.09597,0.11636
46,46,1994,Rural regions,female,Seldom,0.25965,573,12788,0.2433,0.27721
47,47,1994,Rural regions,female,Never,0.50205,1279,12788,0.48457,0.52173
48,48,1995,Urban regions,male,At least once per week,0.0982,488,13191,0.09323,0.10491
49,49,1995,Urban regions,male,At least once per month,0.0779,390,13191,0.07106,0.08391
50,50,1995,Urban regions,male,Seldom,0.27132,1082,13191,0.25856,0.2853
51,51,1995,Urban regions,male,Never,0.55258,2210,13191,0.53377,0.57021
52,52,1995,Urban regions,female,At least once per week,0.1424,630,13191,0.13438,0.15092
53,53,1995,Urban regions,female,At least once per month,0.10166,492,13191,0.09447,0.10914
54,54,1995,Urban regions,female,Seldom,0.27502,1222,13191,0.263,0.28496
55,55,1995,Urban regions,female,Never,0.48092,2144,13191,0.46617,0.49559
56,56,1995,Rural regions,male,At least once per week,0.09035,162,13191,0.08043,0.09988
57,57,1995,Rural regions,male,At least once per month,0.0974,166,13191,0.08521,0.10979
58,58,1995,Rural regions,male,Seldom,0.25522,516,13191,0.24318,0.27354
59,59,1995,Rural regions,male,Never,0.55702,1357,13191,0.53623,0.57983
60,60,1995,Rural regions,female,At least once per week,0.13571,238,13191,0.12087,0.14905
61,61,1995,Rural regions,female,At least once per month,0.11357,214,13191,0.10473,0.12394
62,62,1995,Rural regions,female,Seldom,0.27404,603,13191,0.261,0.29383
63,63,1995,Rural regions,female,Never,0.47668,1277,13191,0.45791,0.49663
64,64,1996,Urban regions,male,At least once per week,0.09281,420,13000,0.0864,0.10136
65,65,1996,Urban regions,male,At least once per month,0.07836,364,13000,0.07233,0.08432
66,66,1996,Urban regions,male,Seldom,0.29644,1150,13000,0.28243,0.30996
67,67,1996,Urban regions,male,Never,0.53239,2148,13000,0.51359,0.54936
68,68,1996,Urban regions,female,At least once per week,0.12652,520,13000,0.11874,0.13574
69,69,1996,Urban regions,female,At least once per month,0.09762,469,13000,0.09006,0.10515
70,70,1996,Urban regions,female,Seldom,0.3048,1278,13000,0.28897,0.31805
71,71,1996,Urban regions,female,Never,0.47106,2140,13000,0.45657,0.48848
72,72,1996,Rural regions,male,At least once per week,0.08692,162,13000,0.07712,0.09684
73,73,1996,Rural regions,male,At least once per month,0.09325,159,13000,0.08451,0.10384
74,74,1996,Rural regions,male,Seldom,0.27137,536,13000,0.25459,0.28979
75,75,1996,Rural regions,male,Never,0.54846,1332,13000,0.5253,0.56945
76,76,1996,Rural regions,female,At least once per week,0.12731,219,13000,0.11625,0.13941
77,77,1996,Rural regions,female,At least once per month,0.10232,206,13000,0.09269,0.11111
78,78,1996,Rural regions,female,Seldom,0.30093,646,13000,0.28071,0.32026
79,79,1996,Rural regions,female,Never,0.46944,1251,13000,0.44904,0.48714
80,80,1997,Urban regions,male,At least once per week,0.08949,404,12751,0.08174,0.09587
81,81,1997,Urban regions,male,At least once per month,0.07532,334,12751,0.06921,0.08134
82,82,1997,Urban regions,male,Seldom,0.29759,1165,12751,0.28388,0.3125
83,83,1997,Urban regions,male,Never,0.5376,2121,12751,0.51867,0.55572
84,84,1997,Urban regions,female,At least once per week,0.13272,529,12751,0.12457,0.14227
85,85,1997,Urban regions,female,At least once per month,0.09954,450,12751,0.09274,0.10691
86,86,1997,Urban regions,female,Seldom,0.30236,1292,12751,0.29056,0.31402
87,87,1997,Urban regions,female,Never,0.46538,2018,12751,0.44945,0.48196
88,88,1997,Rural regions,male,At least once per week,0.09499,164,12751,0.08258,0.10797
89,89,1997,Rural regions,male,At least once per month,0.07418,143,12751,0.06697,0.08167
90,90,1997,Rural regions,male,Seldom,0.27753,531,12751,0.25993,0.29687
91,91,1997,Rural regions,male,Never,0.5533,1313,12751,0.53083,0.57662
92,92,1997,Rural regions,female,At least once per week,0.11396,197,12751,0.103,0.123
93,93,1997,Rural regions,female,At least once per month,0.09817,199,12751,0.08779,0.10806
94,94,1997,Rural regions,female,Seldom,0.30316,649,12751,0.28538,0.32359
95,95,1997,Rural regions,female,Never,0.48471,1242,12751,0.46486,0.50819
96,96,1998,Urban regions,male,At least once per week,0.09265,440,14144,0.08722,0.09887
97,97,1998,Urban regions,male,At least once per month,0.08378,375,14144,0.07755,0.0905
98,98,1998,Urban regions,male,Seldom,0.29416,1297,14144,0.28317,0.30418
99,99,1998,Urban regions,male,Never,0.52941,2330,14144,0.51554,0.54582
100,100,1998,Urban regions,female,At least once per week,0.12684,575,14144,0.1204,0.13413
101,101,1998,Urban regions,female,At least once per month,0.11124,525,14144,0.10282,0.11798
102,102,1998,Urban regions,female,Seldom,0.29957,1448,14144,0.2904,0.30923
103,103,1998,Urban regions,female,Never,0.46236,2217,14144,0.44918,0.47711
104,104,1998,Rural regions,male,At least once per week,0.09668,192,14144,0.08637,0.1058
105,105,1998,Rural regions,male,At least once per month,0.08868,181,14144,0.08088,0.0976
106,106,1998,Rural regions,male,Seldom,0.28552,642,14144,0.27092,0.29904
107,107,1998,Rural regions,male,Never,0.52913,1394,14144,0.50944,0.54738
108,108,1998,Rural regions,female,At least once per week,0.11321,236,14144,0.10432,0.1236
109,109,1998,Rural regions,female,At least once per month,0.10854,247,14144,0.10112,0.11703
110,110,1998,Rural regions,female,Seldom,0.31883,742,14144,0.30471,0.3338
111,111,1998,Rural regions,female,Never,0.45942,1303,14144,0.44299,0.47568
112,112,1999,Urban regions,male,At least once per week,0.08468,372,13605,0.07906,0.08998
113,113,1999,Urban regions,male,At least once per month,0.07326,353,13605,0.06764,0.07925
114,114,1999,Urban regions,male,Seldom,0.31834,1324,13605,0.3061,0.3327
115,115,1999,Urban regions,male,Never,0.52371,2210,13605,0.51014,0.54151
116,116,1999,Urban regions,female,At least once per week,0.11786,480,13605,0.1101,0.1255
117,117,1999,Urban regions,female,At least once per month,0.10096,478,13605,0.0943,0.10803
118,118,1999,Urban regions,female,Seldom,0.32276,1463,13605,0.31168,0.33587
119,119,1999,Urban regions,female,Never,0.45842,2149,13605,0.44307,0.47125
120,120,1999,Rural regions,male,At least once per week,0.09451,177,13605,0.08481,0.10615
121,121,1999,Rural regions,male,At least once per month,0.07086,141,13605,0.06386,0.08077
122,122,1999,Rural regions,male,Seldom,0.28974,624,13605,0.27331,0.30659
123,123,1999,Rural regions,male,Never,0.5449,1377,13605,0.52212,0.56875
124,124,1999,Rural regions,female,At least once per week,0.10639,213,13605,0.09615,0.11668
125,125,1999,Rural regions,female,At least once per month,0.09767,217,13605,0.08901,0.10675
126,126,1999,Rural regions,female,Seldom,0.31839,724,13605,0.30142,0.33551
127,127,1999,Rural regions,female,Never,0.47755,1303,13605,0.45681,0.50137
128,128,2001,Urban regions,male,At least once per week,0.08171,564,21751,0.07698,0.08609
129,129,2001,Urban regions,male,At least once per month,0.08144,569,21751,0.0766,0.08489
130,130,2001,Urban regions,male,Seldom,0.29941,2061,21751,0.29382,0.30749
131,131,2001,Urban regions,male,Never,0.53745,3576,21751,0.52547,0.5487
132,132,2001,Urban regions,female,At least once per week,0.11675,800,21751,0.11206,0.12182
133,133,2001,Urban regions,female,At least once per month,0.10536,806,21751,0.10077,0.10994
134,134,2001,Urban regions,female,Seldom,0.30694,2285,21751,0.29948,0.31619
135,135,2001,Urban regions,female,Never,0.47095,3518,21751,0.46122,0.47905
136,136,2001,Rural regions,male,At least once per week,0.08563,288,21751,0.07873,0.09221
137,137,2001,Rural regions,male,At least once per month,0.08437,308,21751,0.0798,0.08903
138,138,2001,Rural regions,male,Seldom,0.28446,987,21751,0.27437,0.29587
139,139,2001,Rural regions,male,Never,0.54553,2095,21751,0.52816,0.55658
140,140,2001,Rural regions,female,At least once per week,0.11065,376,21751,0.10413,0.11756
141,141,2001,Rural regions,female,At least once per month,0.11309,423,21751,0.10715,0.1201
142,142,2001,Rural regions,female,Seldom,0.2933,1109,21751,0.28566,0.30534
143,143,2001,Rural regions,female,Never,0.48296,1986,21751,0.47091,0.49555
144,144,2003,Urban regions,male,At least once per week,0.08561,596,22024,0.081,0.0913
145,145,2003,Urban regions,male,At least once per month,0.0814,605,22024,0.07681,0.08759
146,146,2003,Urban regions,male,Seldom,0.30178,2161,22024,0.29183,0.3107
147,147,2003,Urban regions,male,Never,0.53121,3668,22024,0.5193,0.54394
148,148,2003,Urban regions,female,At least once per week,0.12034,822,22024,0.11476,0.12637
149,149,2003,Urban regions,female,At least once per month,0.10778,846,22024,0.10176,0.11353
150,150,2003,Urban regions,female,Seldom,0.31376,2461,22024,0.30439,0.32525
151,151,2003,Urban regions,female,Never,0.45812,3473,22024,0.44722,0.46953
152,152,2003,Rural regions,male,At least once per week,0.07484,260,22024,0.06824,0.08092
153,153,2003,Rural regions,male,At least once per month,0.0784,269,22024,0.07076,0.08522
154,154,2003,Rural regions,male,Seldom,0.28205,969,22024,0.26965,0.29641
155,155,2003,Rural regions,male,Never,0.56472,2080,22024,0.54667,0.58306
156,156,2003,Rural regions,female,At least once per week,0.10518,357,22024,0.09713,0.11222
157,157,2003,Rural regions,female,At least once per month,0.10308,375,22024,0.09404,0.11057
158,158,2003,Rural regions,female,Seldom,0.29861,1088,22024,0.28776,0.31351
159,159,2003,Rural regions,female,Never,0.49313,1994,22024,0.47611,0.51051
160,160,2005,Urban regions,male,At least once per week,0.07798,518,20584,0.07276,0.08228
161,161,2005,Urban regions,male,At least once per month,0.0703,513,20584,0.06534,0.07644
162,162,2005,Urban regions,male,Seldom,0.30457,2044,20584,0.29418,0.31546
163,163,2005,Urban regions,male,Never,0.54715,3447,20584,0.5332,0.56207
164,164,2005,Urban regions,female,At least once per week,0.10777,708,20584,0.102,0.11415
165,165,2005,Urban regions,female,At least once per month,0.10306,773,20584,0.09743,0.10941
166,166,2005,Urban regions,female,Seldom,0.31333,2308,20584,0.30218,0.32241
167,167,2005,Urban regions,female,Never,0.47584,3362,20584,0.46225,0.48831
168,168,2005,Rural regions,male,At least once per week,0.06639,221,20584,0.05924,0.07422
169,169,2005,Rural regions,male,At least once per month,0.0676,237,20584,0.06081,0.07471
170,170,2005,Rural regions,male,Seldom,0.30244,922,20584,0.28481,0.31988
171,171,2005,Rural regions,male,Never,0.56356,1942,20584,0.54171,0.58315
172,172,2005,Rural regions,female,At least once per week,0.09971,314,20584,0.09184,0.10848
173,173,2005,Rural regions,female,At least once per month,0.10631,375,20584,0.09775,0.1156
174,174,2005,Rural regions,female,Seldom,0.29401,1025,20584,0.27907,0.30817
175,175,2005,Rural regions,female,Never,0.49997,1875,20584,0.48194,0.51961
176,176,2007,Urban regions,male,At least once per week,0.07561,517,20404,0.07079,0.08199
177,177,2007,Urban regions,male,At least once per month,0.07067,483,20404,0.06476,0.07601
178,178,2007,Urban regions,male,Seldom,0.28389,1891,20404,0.27106,0.29343
179,179,2007,Urban regions,male,Never,0.56983,3444,20404,0.55656,0.58766
180,180,2007,Urban regions,female,At least once per week,0.10006,691,20404,0.09238,0.10621
181,181,2007,Urban regions,female,At least once per month,0.09569,701,20404,0.09015,0.10216
182,182,2007,Urban regions,female,Seldom,0.30641,2249,20404,0.29734,0.31642
183,183,2007,Urban regions,female,Never,0.49784,3404,20404,0.48339,0.51118
184,184,2007,Rural regions,male,At least once per week,0.06602,237,20404,0.05943,0.07247
185,185,2007,Rural regions,male,At least once per month,0.07227,258,20404,0.06489,0.08039
186,186,2007,Rural regions,male,Seldom,0.25976,863,20404,0.24768,0.27485
187,187,2007,Rural regions,male,Never,0.60195,2034,20404,0.5819,0.62348
188,188,2007,Rural regions,female,At least once per week,0.09613,319,20404,0.08868,0.10394
189,189,2007,Rural regions,female,At least once per month,0.10883,389,20404,0.10126,0.11829
190,190,2007,Rural regions,female,Seldom,0.27479,997,20404,0.26213,0.29068
191,191,2007,Rural regions,female,Never,0.52024,1927,20404,0.50501,0.54237
192,192,2008,Urban regions,male,At least once per week,0.07175,462,19234,0.06569,0.07807
193,193,2008,Urban regions,male,At least once per month,0.06633,427,19234,0.06156,0.07231
194,194,2008,Urban regions,male,Seldom,0.30071,1861,19234,0.28942,0.31163
195,195,2008,Urban regions,male,Never,0.56121,3227,19234,0.54109,0.5795
196,196,2008,Urban regions,female,At least once per week,0.09438,620,19234,0.08823,0.10053
197,197,2008,Urban regions,female,At least once per month,0.09995,678,19234,0.09417,0.10559
198,198,2008,Urban regions,female,Seldom,0.31013,2125,19234,0.29996,0.32156
199,199,2008,Urban regions,female,Never,0.49554,3213,19234,0.4794,0.50942
200,200,2008,Rural regions,male,At least once per week,0.06682,218,19234,0.06014,0.07442
201,201,2008,Rural regions,male,At least once per month,0.06756,250,19234,0.06067,0.07445
202,202,2008,Rural regions,male,Seldom,0.27941,861,19234,0.26272,0.29525
203,203,2008,Rural regions,male,Never,0.58621,1866,19234,0.56194,0.60902
204,204,2008,Rural regions,female,At least once per week,0.09222,274,19234,0.0845,0.10109
205,205,2008,Rural regions,female,At least once per month,0.11299,390,19234,0.10264,0.12207
206,206,2008,Rural regions,female,Seldom,0.28407,959,19234,0.26761,0.3008
207,207,2008,Rural regions,female,Never,0.51072,1803,19234,0.48952,0.53174
208,208,2009,Urban regions,male,At least once per week,0.06764,409,17925,0.06186,0.0739
209,209,2009,Urban regions,male,At least once per month,0.06708,415,17925,0.06132,0.07261
210,210,2009,Urban regions,male,Seldom,0.2839,1635,17925,0.27222,0.29929
211,211,2009,Urban regions,male,Never,0.58138,3053,17925,0.56339,0.60269
212,212,2009,Urban regions,female,At least once per week,0.08967,552,17925,0.08363,0.09715
213,213,2009,Urban regions,female,At least once per month,0.09263,601,17925,0.08537,0.09959
214,214,2009,Urban regions,female,Seldom,0.30365,1933,17925,0.29029,0.3166
215,215,2009,Urban regions,female,Never,0.51405,3027,17925,0.49806,0.52991
216,216,2009,Rural regions,male,At least once per week,0.05961,197,17925,0.05258,0.06756
217,217,2009,Rural regions,male,At least once per month,0.06698,223,17925,0.05875,0.07753
218,218,2009,Rural regions,male,Seldom,0.28271,797,17925,0.26397,0.30132
219,219,2009,Rural regions,male,Never,0.59069,1832,17925,0.56268,0.61337
220,220,2009,Rural regions,female,At least once per week,0.08255,245,17925,0.07042,0.09322
221,221,2009,Rural regions,female,At least once per month,0.11778,350,17925,0.10492,0.13094
222,222,2009,Rural regions,female,Seldom,0.28777,921,17925,0.27026,0.30816
223,223,2009,Rural regions,female,Never,0.51191,1735,17925,0.48497,0.53932
224,224,2011,Urban regions,male,At least once per week,0.07217,662,28293,0.06622,0.07745
225,225,2011,Urban regions,male,At least once per month,0.06597,657,28293,0.06076,0.07164
226,226,2011,Urban regions,male,Seldom,0.26685,2229,28293,0.25558,0.27798
227,227,2011,Urban regions,male,Never,0.595,4589,28293,0.57777,0.61364
228,228,2011,Urban regions,female,At least once per week,0.09581,984,28293,0.08896,0.10129
229,229,2011,Urban regions,female,At least once per month,0.09614,1033,28293,0.08871,0.10339
230,230,2011,Urban regions,female,Seldom,0.28143,2803,28293,0.27228,0.29164
231,231,2011,Urban regions,female,Never,0.52662,5160,28293,0.51158,0.54275
232,232,2011,Rural regions,male,At least once per week,0.06408,329,28293,0.05727,0.07231
233,233,2011,Rural regions,male,At least once per month,0.07372,396,28293,0.06509,0.08247
234,234,2011,Rural regions,male,Seldom,0.26112,1180,28293,0.2423,0.28029
235,235,2011,Rural regions,male,Never,0.60107,2763,28293,0.5756,0.62426
236,236,2011,Rural regions,female,At least once per week,0.07996,446,28293,0.07107,0.08987
237,237,2011,Rural regions,female,At least once per month,0.11523,649,28293,0.10449,0.12643
238,238,2011,Rural regions,female,Seldom,0.26536,1404,28293,0.25211,0.28188
239,239,2011,Rural regions,female,Never,0.53945,3009,28293,0.51563,0.56081
240,240,2013,Urban regions,male,At least once per week,0.06953,573,25381,0.0623,0.07632
241,241,2013,Urban regions,male,At least once per month,0.06408,557,25381,0.05755,0.07053
242,242,2013,Urban regions,male,Seldom,0.27042,1993,25381,0.25791,0.28176
243,243,2013,Urban regions,male,Never,0.59597,4114,25381,0.57651,0.61653
244,244,2013,Urban regions,female,At least once per week,0.09859,812,25381,0.09111,0.10672
245,245,2013,Urban regions,female,At least once per month,0.08907,884,25381,0.08292,0.09541
246,246,2013,Urban regions,female,Seldom,0.27693,2478,25381,0.26473,0.28806
247,247,2013,Urban regions,female,Never,0.53541,4699,25381,0.51785,0.55365
248,248,2013,Rural regions,male,At least once per week,0.07466,327,25381,0.0659,0.08347
249,249,2013,Rural regions,male,At least once per month,0.07357,360,25381,0.06526,0.08265
250,250,2013,Rural regions,male,Seldom,0.25088,1074,25381,0.23433,0.26801
251,251,2013,Rural regions,male,Never,0.60089,2477,25381,0.57777,0.62397
252,252,2013,Rural regions,female,At least once per week,0.08003,424,25381,0.07187,0.08878
253,253,2013,Rural regions,female,At least once per month,0.11749,562,25381,0.10599,0.12817
254,254,2013,Rural regions,female,Seldom,0.2615,1342,25381,0.24393,0.27434
255,255,2013,Rural regions,female,Never,0.54098,2705,25381,0.51996,0.56189
256,256,2015,Urban regions,male,At least once per week,0.07074,638,26697,0.06509,0.07767
257,257,2015,Urban regions,male,At least once per month,0.06417,627,26697,0.05861,0.07132
258,258,2015,Urban regions,male,Seldom,0.2526,2016,26697,0.24038,0.26689
259,259,2015,Urban regions,male,Never,0.61249,4688,26697,0.59137,0.63255
260,260,2015,Urban regions,female,At least once per week,0.09302,816,26697,0.08581,0.10111
261,261,2015,Urban regions,female,At least once per month,0.08702,945,26697,0.08083,0.09413
262,262,2015,Urban regions,female,Seldom,0.26079,2522,26697,0.24701,0.27483
263,263,2015,Urban regions,female,Never,0.55917,5172,26697,0.54301,0.58039
264,264,2015,Rural regions,male,At least once per week,0.06009,288,26697,0.05261,0.06822
265,265,2015,Rural regions,male,At least once per month,0.0621,355,26697,0.05481,0.07033
266,266,2015,Rural regions,male,Seldom,0.2455,1046,26697,0.22899,0.26456
267,267,2015,Rural regions,male,Never,0.63232,2611,26697,0.60893,0.65999
268,268,2015,Rural regions,female,At least once per week,0.07434,372,26697,0.06591,0.08361
269,269,2015,Rural regions,female,At least once per month,0.09834,529,26697,0.08917,0.10694
270,270,2015,Rural regions,female,Seldom,0.2645,1286,26697,0.24798,0.28262
271,271,2015,Rural regions,female,Never,0.56281,2786,26697,0.54233,0.58445
272,272,2017,Urban regions,male,At least once per week,0.07116,1007,30405,0.06458,0.07657
273,273,2017,Urban regions,male,At least once per month,0.06452,705,30405,0.05857,0.07123
274,274,2017,Urban regions,male,Seldom,0.23334,2116,30405,0.22219,0.24393
275,275,2017,Urban regions,male,Never,0.63097,5563,30405,0.61157,0.65292
276,276,2017,Urban regions,female,At least once per week,0.09065,915,30405,0.08388,0.09783
277,277,2017,Urban regions,female,At least once per month,0.09351,999,30405,0.08724,0.10093
278,278,2017,Urban regions,female,Seldom,0.25134,2566,30405,0.24063,0.26496
279,279,2017,Urban regions,female,Never,0.56449,5964,30405,0.54682,0.58342
280,280,2017,Rural regions,male,At least once per week,0.06149,410,30405,0.05389,0.07129
281,281,2017,Rural regions,male,At least once per month,0.06729,391,30405,0.05702,0.07785
282,282,2017,Rural regions,male,Seldom,0.23526,1147,30405,0.21677,0.25031
283,283,2017,Rural regions,male,Never,0.63597,3132,30405,0.60955,0.66839
284,284,2017,Rural regions,female,At least once per week,0.07768,387,30405,0.06886,0.08718
285,285,2017,Rural regions,female,At least once per month,0.11116,540,30405,0.09887,0.12136
286,286,2017,Rural regions,female,Seldom,0.25317,1347,30405,0.23566,0.26729
287,287,2017,Rural regions,female,Never,0.55799,3216,30405,0.53388,0.58131
288,288,2018,Urban regions,male,At least once per week,0.22172,298,3117,0.19371,0.2589
289,289,2018,Urban regions,male,At least once per month,0.11628,130,3117,0.09365,0.13767
290,290,2018,Urban regions,male,Seldom,0.18268,256,3117,0.1551,0.20955
291,291,2018,Urban regions,male,Never,0.47931,689,3117,0.44296,0.51601
292,292,2018,Urban regions,female,At least once per week,0.13444,116,3117,0.11054,0.15965
293,293,2018,Urban regions,female,At least once per month,0.08222,76,3117,0.0624,0.10763
294,294,2018,Urban regions,female,Seldom,0.16474,172,3117,0.14083,0.19176
295,295,2018,Urban regions,female,Never,0.6186,575,3117,0.56027,0.68382
296,296,2018,Rural regions,male,At least once per week,0.17307,94,3117,0.12716,0.22019
297,297,2018,Rural regions,male,At least once per month,0.111,53,3117,0.08161,0.14924
298,298,2018,Rural regions,male,Seldom,0.14953,80,3117,0.11936,0.18582
299,299,2018,Rural regions,male,Never,0.56639,280,3117,0.48413,0.65887
300,300,2018,Rural regions,female,Seldom,0.23091,60,3117,0.16787,0.31055
301,301,2018,Rural regions,female,Never,0.76909,238,3117,0.65723,0.90003
302,302,2019,Urban regions,male,At least once per week,0.07267,845,28144,0.0652,0.08181
303,303,2019,Urban regions,male,At least once per month,0.05924,647,28144,0.05277,0.06623
304,304,2019,Urban regions,male,Seldom,0.25009,2264,28144,0.23589,0.2633
305,305,2019,Urban regions,male,Never,0.618,5308,28144,0.59637,0.63857
306,306,2019,Urban regions,female,At least once per week,0.08285,721,28144,0.07485,0.09104
307,307,2019,Urban regions,female,At least once per month,0.07643,794,28144,0.06895,0.08322
308,308,2019,Urban regions,female,Seldom,0.26843,2554,28144,0.25596,0.28312
309,309,2019,Urban regions,female,Never,0.57228,5420,28144,0.55004,0.59308
310,310,2019,Rural regions,male,At least once per week,0.05607,345,28144,0.04869,0.06541
311,311,2019,Rural regions,male,At least once per month,0.07726,388,28144,0.06649,0.0891
312,312,2019,Rural regions,male,Seldom,0.24215,1184,28144,0.22172,0.26165
313,313,2019,Rural regions,male,Never,0.62452,2782,28144,0.59388,0.6566
314,314,2019,Rural regions,female,At least once per week,0.07218,336,28144,0.06328,0.08134
315,315,2019,Rural regions,female,At least once per month,0.09456,454,28144,0.08485,0.10551
316,316,2019,Rural regions,female,Seldom,0.25877,1259,28144,0.24327,0.27712
317,317,2019,Rural regions,female,Never,0.57449,2843,28144,0.5527,0.59979
