,Unnamed: 0,year,pgisced97,quintil_oecd,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1363,1363,2015,First Stage of Tertiary Education,4th Quintile,At least once per week,0.07307,33,23792,0.04753,0.09878
1364,1364,2015,First Stage of Tertiary Education,4th Quintile,At least once per month,0.11736,51,23792,0.08214,0.16355
1365,1365,2015,First Stage of Tertiary Education,4th Quintile,Seldom,0.29532,121,23792,0.24185,0.35951
1366,1366,2015,First Stage of Tertiary Education,4th Quintile,Never,0.51425,181,23792,0.44275,0.57923
1367,1367,2015,First Stage of Tertiary Education,5th Quintile,At least once per month,0.07496,39,23792,0.04937,0.10501
1368,1368,2015,First Stage of Tertiary Education,5th Quintile,Seldom,0.37316,154,23792,0.30437,0.43676
1369,1369,2015,First Stage of Tertiary Education,5th Quintile,Never,0.55188,189,23792,0.46513,0.65193
1370,1370,2015,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.04988,44,23792,0.03712,0.06553
1371,1371,2015,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.05674,43,23792,0.03965,0.07951
1372,1372,2015,Second Stage of Tertiary Education,1st Quintile,Seldom,0.21935,100,23792,0.17906,0.26819
1373,1373,2015,Second Stage of Tertiary Education,1st Quintile,Never,0.67404,286,23792,0.60009,0.76861
1374,1374,2015,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.06766,54,23792,0.04047,0.09958
1375,1375,2015,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.07683,67,23792,0.05659,0.09524
1376,1376,2015,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.22813,148,23792,0.19062,0.2718
1377,1377,2015,Second Stage of Tertiary Education,2nd Quintile,Never,0.62738,370,23792,0.55817,0.70793
1378,1378,2015,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.08123,106,23792,0.06268,0.10257
1379,1379,2015,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.08541,91,23792,0.06448,0.10516
1380,1380,2015,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.21391,239,23792,0.18078,0.25222
1381,1381,2015,Second Stage of Tertiary Education,3rd Quintile,Never,0.61945,503,23792,0.56203,0.68117
1382,1382,2015,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.08817,113,23792,0.06992,0.10692
1383,1383,2015,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.11283,160,23792,0.09391,0.1364
1384,1384,2015,Second Stage of Tertiary Education,4th Quintile,Seldom,0.27352,372,23792,0.2386,0.31041
1385,1385,2015,Second Stage of Tertiary Education,4th Quintile,Never,0.52549,680,23792,0.48014,0.57823
1386,1386,2015,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.08162,201,23792,0.06956,0.09537
1387,1387,2015,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.08033,270,23792,0.06901,0.09313
1388,1388,2015,Second Stage of Tertiary Education,5th Quintile,Seldom,0.31783,781,23792,0.29146,0.34534
1389,1389,2015,Second Stage of Tertiary Education,5th Quintile,Never,0.52022,1241,23792,0.48228,0.5522
1390,1390,2017,Pre-primary Level,1st Quintile,Never,1.0,66,23079,0.79673,1.27281
1391,1391,2017,Pre-primary Level,2nd Quintile,Never,1.0,44,23079,0.71084,1.28116
1392,1392,2017,Pre-primary Level,3rd Quintile,Never,1.0,37,23079,0.62291,1.37114
1393,1393,2017,Pre-primary Level,4th Quintile,Never,1.0,31,23079,0.60453,1.50217
1394,1394,2017,Primary Level,1st Quintile,At least once per week,0.11565,107,23079,0.07241,0.17514
1395,1395,2017,Primary Level,1st Quintile,At least once per month,0.09625,67,23079,0.05964,0.13393
1396,1396,2017,Primary Level,1st Quintile,Seldom,0.12936,107,23079,0.07949,0.19972
1397,1397,2017,Primary Level,1st Quintile,Never,0.65874,463,23079,0.54099,0.78215
1398,1398,2017,Primary Level,2nd Quintile,Never,1.0,71,23079,0.71005,1.43045
1399,1399,2017,Primary Level,3rd Quintile,Never,1.0,31,23079,0.65163,1.36974
1400,1400,2017,Lower Secondary Level,1st Quintile,At least once per week,0.12116,160,23079,0.0907,0.15197
1401,1401,2017,Lower Secondary Level,1st Quintile,At least once per month,0.06382,82,23079,0.04624,0.08254
1402,1402,2017,Lower Secondary Level,1st Quintile,Seldom,0.19082,217,23079,0.15551,0.22109
1403,1403,2017,Lower Secondary Level,1st Quintile,Never,0.6242,841,23079,0.56521,0.68386
1404,1404,2017,Lower Secondary Level,2nd Quintile,At least once per week,0.0797,50,23079,0.05966,0.10369
1405,1405,2017,Lower Secondary Level,2nd Quintile,At least once per month,0.11233,62,23079,0.08569,0.14963
1406,1406,2017,Lower Secondary Level,2nd Quintile,Seldom,0.23637,138,23079,0.19219,0.28448
1407,1407,2017,Lower Secondary Level,2nd Quintile,Never,0.5716,371,23079,0.49945,0.63582
1408,1408,2017,Lower Secondary Level,3rd Quintile,At least once per week,0.10503,36,23079,0.0728,0.1441
1409,1409,2017,Lower Secondary Level,3rd Quintile,At least once per month,0.12795,40,23079,0.09901,0.16859
1410,1410,2017,Lower Secondary Level,3rd Quintile,Seldom,0.27101,124,23079,0.22212,0.3192
1411,1411,2017,Lower Secondary Level,3rd Quintile,Never,0.49601,215,23079,0.42826,0.55778
1412,1412,2017,Lower Secondary Level,4th Quintile,Seldom,0.35159,65,23079,0.2837,0.44152
1413,1413,2017,Lower Secondary Level,4th Quintile,Never,0.64841,131,23079,0.53796,0.76031
1414,1414,2017,Lower Secondary Level,5th Quintile,Never,1.0,56,23079,0.72666,1.29952
1415,1415,2017,Upper Secondary Level,1st Quintile,At least once per week,0.07246,208,23079,0.06166,0.08594
1416,1416,2017,Upper Secondary Level,1st Quintile,At least once per month,0.07782,177,23079,0.06423,0.09489
1417,1417,2017,Upper Secondary Level,1st Quintile,Seldom,0.16927,409,23079,0.14652,0.19273
1418,1418,2017,Upper Secondary Level,1st Quintile,Never,0.68045,1625,23079,0.64046,0.73096
1419,1419,2017,Upper Secondary Level,2nd Quintile,At least once per week,0.08939,206,23079,0.07705,0.10175
1420,1420,2017,Upper Secondary Level,2nd Quintile,At least once per month,0.06411,178,23079,0.05241,0.07602
1421,1421,2017,Upper Secondary Level,2nd Quintile,Seldom,0.22679,577,23079,0.20919,0.25455
1422,1422,2017,Upper Secondary Level,2nd Quintile,Never,0.61971,1681,23079,0.58543,0.65297
1423,1423,2017,Upper Secondary Level,3rd Quintile,At least once per week,0.0725,156,23079,0.06201,0.08719
1424,1424,2017,Upper Secondary Level,3rd Quintile,At least once per month,0.10179,220,23079,0.0891,0.11829
1425,1425,2017,Upper Secondary Level,3rd Quintile,Seldom,0.26225,574,23079,0.23036,0.28942
1426,1426,2017,Upper Secondary Level,3rd Quintile,Never,0.56345,1272,23079,0.53178,0.59324
1427,1427,2017,Upper Secondary Level,4th Quintile,At least once per week,0.07036,142,23079,0.06025,0.08036
1428,1428,2017,Upper Secondary Level,4th Quintile,At least once per month,0.08404,190,23079,0.07063,0.09997
1429,1429,2017,Upper Secondary Level,4th Quintile,Seldom,0.28781,572,23079,0.26297,0.31295
1430,1430,2017,Upper Secondary Level,4th Quintile,Never,0.55779,1032,23079,0.52484,0.59873
1431,1431,2017,Upper Secondary Level,5th Quintile,At least once per week,0.05839,87,23079,0.04761,0.07071
1432,1432,2017,Upper Secondary Level,5th Quintile,At least once per month,0.09094,158,23079,0.07354,0.11433
1433,1433,2017,Upper Secondary Level,5th Quintile,Seldom,0.26906,376,23079,0.23839,0.30036
1434,1434,2017,Upper Secondary Level,5th Quintile,Never,0.5816,750,23079,0.53244,0.62558
1435,1435,2017,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.10059,48,23079,0.06045,0.14898
1436,1436,2017,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.20256,80,23079,0.14479,0.27662
1437,1437,2017,Post-secondary Non-tertiary Level,1st Quintile,Never,0.69686,215,23079,0.55896,0.83454
1438,1438,2017,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.09363,47,23079,0.06267,0.12742
1439,1439,2017,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.06277,48,23079,0.04329,0.08725
1440,1440,2017,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.20756,109,23079,0.16633,0.26236
1441,1441,2017,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.63605,238,23079,0.52349,0.74065
1442,1442,2017,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.09395,39,23079,0.06985,0.12691
1443,1443,2017,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.32802,111,23079,0.26508,0.39602
1444,1444,2017,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.57803,227,23079,0.49331,0.67439
1445,1445,2017,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.10386,40,23079,0.0681,0.14647
1446,1446,2017,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.29176,98,23079,0.22812,0.3746
1447,1447,2017,Post-secondary Non-tertiary Level,4th Quintile,Never,0.60437,215,23079,0.50498,0.70066
1448,1448,2017,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.36297,98,23079,0.29096,0.43381
1449,1449,2017,Post-secondary Non-tertiary Level,5th Quintile,Never,0.63703,175,23079,0.52226,0.75408
1450,1450,2017,First Stage of Tertiary Education,1st Quintile,Never,1.0,66,23079,0.72682,1.29748
1451,1451,2017,First Stage of Tertiary Education,2nd Quintile,Seldom,0.31214,71,23079,0.23865,0.39016
1452,1452,2017,First Stage of Tertiary Education,2nd Quintile,Never,0.68786,130,23079,0.55509,0.80585
1453,1453,2017,First Stage of Tertiary Education,3rd Quintile,Seldom,0.31464,81,23079,0.24299,0.40276
1454,1454,2017,First Stage of Tertiary Education,3rd Quintile,Never,0.68536,149,23079,0.58995,0.78455
1455,1455,2017,First Stage of Tertiary Education,4th Quintile,At least once per month,0.11948,36,23079,0.08493,0.16375
1456,1456,2017,First Stage of Tertiary Education,4th Quintile,Seldom,0.34241,97,23079,0.26314,0.41969
1457,1457,2017,First Stage of Tertiary Education,4th Quintile,Never,0.53811,186,23079,0.45845,0.6323
1458,1458,2017,First Stage of Tertiary Education,5th Quintile,At least once per month,0.0597,34,23079,0.03763,0.08783
1459,1459,2017,First Stage of Tertiary Education,5th Quintile,Seldom,0.3367,123,23079,0.29383,0.39778
1460,1460,2017,First Stage of Tertiary Education,5th Quintile,Never,0.6036,165,23079,0.51431,0.72741
1461,1461,2017,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.06302,113,23079,0.04397,0.08419
1462,1462,2017,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.06316,62,23079,0.03539,0.10263
1463,1463,2017,Second Stage of Tertiary Education,1st Quintile,Seldom,0.22512,172,23079,0.15997,0.29498
1464,1464,2017,Second Stage of Tertiary Education,1st Quintile,Never,0.6487,435,23079,0.55887,0.76799
1465,1465,2017,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.06837,65,23079,0.04914,0.09858
1466,1466,2017,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.08633,74,23079,0.0651,0.1106
1467,1467,2017,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.19769,159,23079,0.16008,0.24444
1468,1468,2017,Second Stage of Tertiary Education,2nd Quintile,Never,0.64761,381,23079,0.56584,0.71475
1469,1469,2017,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.0694,86,23079,0.05122,0.08872
1470,1470,2017,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.08639,93,23079,0.06934,0.10359
1471,1471,2017,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.22203,215,23079,0.18426,0.26542
1472,1472,2017,Second Stage of Tertiary Education,3rd Quintile,Never,0.62217,520,23079,0.56839,0.68074
1473,1473,2017,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.08524,114,23079,0.06279,0.10823
1474,1474,2017,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.12706,145,23079,0.10192,0.15614
1475,1475,2017,Second Stage of Tertiary Education,4th Quintile,Seldom,0.27059,358,23079,0.24263,0.31209
1476,1476,2017,Second Stage of Tertiary Education,4th Quintile,Never,0.5171,661,23079,0.47362,0.56262
1477,1477,2017,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.08106,182,23079,0.06991,0.09588
1478,1478,2017,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.08214,242,23079,0.06975,0.09363
1479,1479,2017,Second Stage of Tertiary Education,5th Quintile,Seldom,0.28333,652,23079,0.25843,0.31096
1480,1480,2017,Second Stage of Tertiary Education,5th Quintile,Never,0.55346,1222,23079,0.52057,0.58997
1481,1481,2018,Primary Level,1st Quintile,At least once per week,0.2037,147,2282,0.16524,0.24191
1482,1482,2018,Primary Level,1st Quintile,At least once per month,0.08063,61,2282,0.05857,0.10336
1483,1483,2018,Primary Level,1st Quintile,Seldom,0.14931,145,2282,0.12267,0.18822
1484,1484,2018,Primary Level,1st Quintile,Never,0.56636,488,2282,0.50955,0.61505
1485,1485,2018,Primary Level,2nd Quintile,Never,1.0,48,2282,0.68825,1.35467
1486,1486,2018,Lower Secondary Level,1st Quintile,At least once per week,0.21048,80,2282,0.16285,0.26052
1487,1487,2018,Lower Secondary Level,1st Quintile,At least once per month,0.11375,53,2282,0.0811,0.14292
1488,1488,2018,Lower Secondary Level,1st Quintile,Seldom,0.19086,97,2282,0.14587,0.24057
1489,1489,2018,Lower Secondary Level,1st Quintile,Never,0.4849,268,2282,0.41113,0.55678
1490,1490,2018,Upper Secondary Level,1st Quintile,At least once per week,0.18761,82,2282,0.14354,0.24231
1491,1491,2018,Upper Secondary Level,1st Quintile,At least once per month,0.11601,42,2282,0.08238,0.15395
1492,1492,2018,Upper Secondary Level,1st Quintile,Seldom,0.14906,74,2282,0.11194,0.18913
1493,1493,2018,Upper Secondary Level,1st Quintile,Never,0.54733,230,2282,0.46963,0.61579
1494,1494,2018,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.14539,59,2282,0.11021,0.18278
1495,1495,2018,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.08252,33,2282,0.05307,0.1116
1496,1496,2018,Second Stage of Tertiary Education,1st Quintile,Seldom,0.19945,96,2282,0.16016,0.24359
1497,1497,2018,Second Stage of Tertiary Education,1st Quintile,Never,0.57264,244,2282,0.49588,0.63897
1498,1498,2018,Second Stage of Tertiary Education,2nd Quintile,Never,1.0,35,2282,0.71695,1.35008
1499,1499,2019,Pre-primary Level,1st Quintile,Never,1.0,60,24020,0.65201,1.55496
1500,1500,2019,Pre-primary Level,2nd Quintile,Never,1.0,54,24020,0.72343,1.33418
1501,1501,2019,Pre-primary Level,3rd Quintile,Never,1.0,34,24020,0.65307,1.48135
1502,1502,2019,Primary Level,1st Quintile,At least once per week,0.16606,154,24020,0.08898,0.23607
1503,1503,2019,Primary Level,1st Quintile,At least once per month,0.0809,84,24020,0.04199,0.12736
1504,1504,2019,Primary Level,1st Quintile,Seldom,0.17299,235,24020,0.11405,0.22953
1505,1505,2019,Primary Level,1st Quintile,Never,0.58005,742,24020,0.47724,0.68022
1506,1506,2019,Primary Level,2nd Quintile,Never,1.0,74,24020,0.63909,1.49929
1507,1507,2019,Primary Level,3rd Quintile,Never,1.0,32,24020,0.65347,1.36722
1508,1508,2019,Lower Secondary Level,1st Quintile,At least once per week,0.10083,143,24020,0.0695,0.13466
1509,1509,2019,Lower Secondary Level,1st Quintile,At least once per month,0.04872,80,24020,0.03353,0.06694
1510,1510,2019,Lower Secondary Level,1st Quintile,Seldom,0.17296,264,24020,0.13585,0.21235
1511,1511,2019,Lower Secondary Level,1st Quintile,Never,0.67748,955,24020,0.61739,0.74458
1512,1512,2019,Lower Secondary Level,2nd Quintile,At least once per week,0.11661,59,24020,0.08921,0.14766
1513,1513,2019,Lower Secondary Level,2nd Quintile,At least once per month,0.10243,56,24020,0.07566,0.13311
1514,1514,2019,Lower Secondary Level,2nd Quintile,Seldom,0.22591,151,24020,0.17677,0.26911
1515,1515,2019,Lower Secondary Level,2nd Quintile,Never,0.55505,411,24020,0.47231,0.63521
1516,1516,2019,Lower Secondary Level,3rd Quintile,Seldom,0.2824,88,24020,0.23015,0.34402
1517,1517,2019,Lower Secondary Level,3rd Quintile,Never,0.7176,233,24020,0.62492,0.81259
1518,1518,2019,Lower Secondary Level,4th Quintile,Seldom,0.30215,69,24020,0.23366,0.37125
1519,1519,2019,Lower Secondary Level,4th Quintile,Never,0.69785,128,24020,0.55857,0.83354
1520,1520,2019,Lower Secondary Level,5th Quintile,Seldom,0.31742,33,24020,0.22221,0.45813
1521,1521,2019,Lower Secondary Level,5th Quintile,Never,0.68258,63,24020,0.51659,0.81486
1522,1522,2019,Upper Secondary Level,1st Quintile,At least once per week,0.06988,212,24020,0.05476,0.08497
1523,1523,2019,Upper Secondary Level,1st Quintile,At least once per month,0.06827,167,24020,0.05599,0.08178
1524,1524,2019,Upper Secondary Level,1st Quintile,Seldom,0.17691,440,24020,0.15622,0.20115
1525,1525,2019,Upper Secondary Level,1st Quintile,Never,0.68493,1641,24020,0.64211,0.72174
1526,1526,2019,Upper Secondary Level,2nd Quintile,At least once per week,0.08316,174,24020,0.06844,0.09791
1527,1527,2019,Upper Secondary Level,2nd Quintile,At least once per month,0.07143,170,24020,0.05988,0.08468
1528,1528,2019,Upper Secondary Level,2nd Quintile,Seldom,0.25876,641,24020,0.23974,0.28027
1529,1529,2019,Upper Secondary Level,2nd Quintile,Never,0.58664,1596,24020,0.55818,0.62232
1530,1530,2019,Upper Secondary Level,3rd Quintile,At least once per week,0.0659,161,24020,0.05521,0.07772
1531,1531,2019,Upper Secondary Level,3rd Quintile,At least once per month,0.07402,187,24020,0.06292,0.08414
1532,1532,2019,Upper Secondary Level,3rd Quintile,Seldom,0.26204,594,24020,0.24136,0.28404
1533,1533,2019,Upper Secondary Level,3rd Quintile,Never,0.59804,1294,24020,0.56593,0.63692
1534,1534,2019,Upper Secondary Level,4th Quintile,At least once per week,0.05524,129,24020,0.04574,0.06697
1535,1535,2019,Upper Secondary Level,4th Quintile,At least once per month,0.07736,176,24020,0.06453,0.0899
1536,1536,2019,Upper Secondary Level,4th Quintile,Seldom,0.28134,548,24020,0.25597,0.31136
1537,1537,2019,Upper Secondary Level,4th Quintile,Never,0.58605,1062,24020,0.54197,0.62149
1538,1538,2019,Upper Secondary Level,5th Quintile,At least once per week,0.05472,93,24020,0.04317,0.06584
1539,1539,2019,Upper Secondary Level,5th Quintile,At least once per month,0.07134,126,24020,0.05917,0.08284
1540,1540,2019,Upper Secondary Level,5th Quintile,Seldom,0.29316,437,24020,0.26823,0.33108
1541,1541,2019,Upper Secondary Level,5th Quintile,Never,0.58078,793,24020,0.53483,0.62895
1542,1542,2019,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.08567,52,24020,0.0535,0.12966
1543,1543,2019,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.28943,79,24020,0.19166,0.39445
1544,1544,2019,Post-secondary Non-tertiary Level,1st Quintile,Never,0.6249,213,24020,0.5128,0.75118
1545,1545,2019,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.07007,39,24020,0.04706,0.09845
1546,1546,2019,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.29245,110,24020,0.23324,0.3541
1547,1547,2019,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.63748,248,24020,0.54747,0.74288
1548,1548,2019,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.3413,137,24020,0.29189,0.42099
1549,1549,2019,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.6587,257,24020,0.56503,0.7843
1550,1550,2019,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.33196,120,24020,0.25368,0.43604
1551,1551,2019,Post-secondary Non-tertiary Level,4th Quintile,Never,0.66804,204,24020,0.58138,0.77034
1552,1552,2019,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.09691,34,24020,0.05687,0.13542
1553,1553,2019,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.29763,112,24020,0.25108,0.34946
1554,1554,2019,Post-secondary Non-tertiary Level,5th Quintile,Never,0.60546,184,24020,0.51191,0.69922
1555,1555,2019,First Stage of Tertiary Education,1st Quintile,Never,1.0,67,24020,0.7951,1.27129
1556,1556,2019,First Stage of Tertiary Education,2nd Quintile,Seldom,0.21519,61,24020,0.16419,0.2668
1557,1557,2019,First Stage of Tertiary Education,2nd Quintile,Never,0.78481,132,24020,0.66151,0.96351
1558,1558,2019,First Stage of Tertiary Education,3rd Quintile,Seldom,0.31109,79,24020,0.23187,0.39742
1559,1559,2019,First Stage of Tertiary Education,3rd Quintile,Never,0.68891,155,24020,0.57485,0.8093
1560,1560,2019,First Stage of Tertiary Education,4th Quintile,At least once per month,0.06914,37,24020,0.04863,0.09146
1561,1561,2019,First Stage of Tertiary Education,4th Quintile,Seldom,0.29384,89,24020,0.22133,0.37679
1562,1562,2019,First Stage of Tertiary Education,4th Quintile,Never,0.63702,183,24020,0.52991,0.74961
1563,1563,2019,First Stage of Tertiary Education,5th Quintile,At least once per month,0.07267,33,24020,0.05092,0.09286
1564,1564,2019,First Stage of Tertiary Education,5th Quintile,Seldom,0.37149,126,24020,0.29955,0.4528
1565,1565,2019,First Stage of Tertiary Education,5th Quintile,Never,0.55584,187,24020,0.46432,0.64723
1566,1566,2019,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.0801,128,24020,0.05161,0.1197
1567,1567,2019,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.04188,64,24020,0.02766,0.06077
1568,1568,2019,Second Stage of Tertiary Education,1st Quintile,Seldom,0.17503,205,24020,0.12798,0.22005
1569,1569,2019,Second Stage of Tertiary Education,1st Quintile,Never,0.703,538,24020,0.61604,0.79599
1570,1570,2019,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.07531,59,24020,0.05567,0.09738
1571,1571,2019,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.03894,44,24020,0.0278,0.05304
1572,1572,2019,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.28097,178,24020,0.23032,0.33169
1573,1573,2019,Second Stage of Tertiary Education,2nd Quintile,Never,0.60478,379,24020,0.51081,0.69228
1574,1574,2019,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.06706,75,24020,0.04904,0.08912
1575,1575,2019,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.07314,90,24020,0.05895,0.08732
1576,1576,2019,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.26199,259,24020,0.22616,0.30659
1577,1577,2019,Second Stage of Tertiary Education,3rd Quintile,Never,0.59781,543,24020,0.53857,0.65294
1578,1578,2019,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.07627,98,24020,0.05937,0.0965
1579,1579,2019,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.08621,128,24020,0.06521,0.10657
1580,1580,2019,Second Stage of Tertiary Education,4th Quintile,Seldom,0.29922,374,24020,0.26479,0.33376
1581,1581,2019,Second Stage of Tertiary Education,4th Quintile,Never,0.53829,679,24020,0.48826,0.58571
1582,1582,2019,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.07325,169,24020,0.05988,0.08602
1583,1583,2019,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.08273,237,24020,0.07182,0.09535
1584,1584,2019,Second Stage of Tertiary Education,5th Quintile,Seldom,0.28859,745,24020,0.26334,0.32268
1585,1585,2019,Second Stage of Tertiary Education,5th Quintile,Never,0.55542,1247,24020,0.51598,0.59379
