"pli0098_h","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1994","AkademikerIn","143","0.103815855648698","0.089075919177631","0.118555792119765"
"Min 1x pro Monat","1994","(noch) kein Abschluss","116","0.108563165635509","0.0875755353740974","0.129550795896921"
"Min 1x pro Monat","1994","Hauptschule","607","0.097885313320937","0.0904060617899237","0.10536456485195"
"Min 1x pro Monat","1994","Realschule","230","0.0810582871965143","0.0713356389310336","0.090780935461995"
"Min 1x pro Monat","1994","(Fach-)Abitur","80","0.0756071341117123","0.0584587823707898","0.0927554858526348"
"Min 1x pro Monat","1994","AkademikerIn","101","0.0714850218084738","0.0590350856676013","0.0839349579493463"
"Seltener","1994","(noch) kein Abschluss","220","0.275837839283969","0.245685451985519","0.305990226582419"
"Seltener","1994","Hauptschule","1735","0.295070324130687","0.283591321419923","0.306549326841452"
"Seltener","1994","Realschule","748","0.275081559239435","0.259173500238643","0.290989618240228"
"Seltener","1994","(Fach-)Abitur","253","0.251433235538042","0.223292249234716","0.279574221841368"
"Seltener","1994","AkademikerIn","406","0.257859966475558","0.236720207540428","0.278999725410687"
"Nie","1994","(noch) kein Abschluss","369","0.490110700782679","0.456384928062467","0.523836473502891"
"Nie","1994","Hauptschule","3020","0.483920602713183","0.471342538378136","0.496498667048229"
"Nie","1994","Realschule","1830","0.554153809422881","0.536446622486234","0.571860996359528"
"Nie","1994","(Fach-)Abitur","481","0.567648287507683","0.535513830929649","0.599782744085717"
"Nie","1994","AkademikerIn","995","0.56683915606727","0.542893890562658","0.590784421571882"
"Täglich","1995","(noch) kein Abschluss","11","","",""
"Täglich","1995","Hauptschule","49","0.00762387941636039","0.00543805463801366","0.00980970419470712"
"Täglich","1995","Realschule","9","","",""
"Täglich","1995","(Fach-)Abitur","10","","",""
"Täglich","1995","AkademikerIn","2","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","152","0.1314749135759","0.109059146781591","0.153890680370209"
"Min 1x pro Woche","1995","Hauptschule","752","0.128566815720869","0.120155369480995","0.136978261960743"
"Min 1x pro Woche","1995","Realschule","222","0.0862864103961498","0.0763909871567383","0.0961818336355613"
"Min 1x pro Woche","1995","(Fach-)Abitur","129","0.109713232582893","0.0908453897306643","0.128581075435122"
"Min 1x pro Woche","1995","AkademikerIn","145","0.0941922350618407","0.0804873326895753","0.107897137434106"
"Min 1x pro Monat","1995","(noch) kein Abschluss","112","0.0988325621493126","0.0790358193059175","0.118629304992708"
"Min 1x pro Monat","1995","Hauptschule","658","0.106216333675715","0.0984734801620839","0.113959187189345"
"Min 1x pro Monat","1995","Realschule","227","0.0801025175259375","0.0705360648158283","0.0896689702360468"
"Min 1x pro Monat","1995","(Fach-)Abitur","90","0.0753384080012016","0.0594043125568142","0.091272503445589"
"Min 1x pro Monat","1995","AkademikerIn","134","0.0879847421619057","0.0746938201326338","0.101275664191178"
"Seltener","1995","(noch) kein Abschluss","198","0.251147259706307","0.222379674851734","0.27991484456088"
"Seltener","1995","Hauptschule","1649","0.279461195827651","0.268184584117184","0.290737807538119"
"Seltener","1995","Realschule","795","0.277347527291677","0.261570142170121","0.293124912413232"
"Seltener","1995","(Fach-)Abitur","281","0.258694337011356","0.23225686618988","0.285131807832833"
"Seltener","1995","AkademikerIn","412","0.241602986209716","0.221519003841045","0.261686968578387"
"Nie","1995","(noch) kein Abschluss","400","0.511214292754932","0.478055270825667","0.544373314684196"
"Nie","1995","Hauptschule","2975","0.478131775359405","0.465578894313278","0.490684656405531"
"Nie","1995","Realschule","1840","0.552698595933098","0.535175838770278","0.570221353095919"
"Nie","1995","(Fach-)Abitur","544","0.55093772788343","0.520909318566209","0.58096613720065"
"Nie","1995","AkademikerIn","1052","0.572164268769108","0.548950306830332","0.595378230707885"
"Täglich","1996","(noch) kein Abschluss","","","",""
"Täglich","1996","Hauptschule","","","",""
"Täglich","1996","Realschule","","","",""
"Täglich","1996","(Fach-)Abitur","","","",""
"Täglich","1996","AkademikerIn","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","120","0.113088269179393","0.0916457868967533","0.134530751462033"
"Min 1x pro Woche","1996","Hauptschule","687","0.121805069782347","0.113471607931249","0.130138531633446"
"Min 1x pro Woche","1996","Realschule","222","0.089410415658682","0.0793789825376938","0.0994418487796702"
"Min 1x pro Woche","1996","(Fach-)Abitur","105","0.0959118394382303","0.0779109885346841","0.113912690341777"
"Min 1x pro Woche","1996","AkademikerIn","153","0.105134895509687","0.0907968192528405","0.119472971766533"
"Min 1x pro Monat","1996","(noch) kein Abschluss","101","0.0885966472374074","0.0693573131456656","0.107835981329149"
"Min 1x pro Monat","1996","Hauptschule","619","0.101607626562241","0.0939093503740905","0.109305902750392"
"Min 1x pro Monat","1996","Realschule","213","0.0789440604252078","0.0694640171503367","0.0884241037000789"
"Min 1x pro Monat","1996","(Fach-)Abitur","98","0.080272607874907","0.0636627934404499","0.0968824223093641"
"Min 1x pro Monat","1996","AkademikerIn","124","0.0764184400300947","0.0639997620375729","0.0888371180226165"
"Seltener","1996","(noch) kein Abschluss","209","0.252810825579785","0.223384285558898","0.282237365600673"
"Seltener","1996","Hauptschule","1720","0.307903741962812","0.296141556026988","0.319665927898635"
"Seltener","1996","Realschule","860","0.309996683577181","0.293737014633716","0.326256352520646"
"Seltener","1996","(Fach-)Abitur","291","0.268618044379709","0.241522913954502","0.295713174804916"
"Seltener","1996","AkademikerIn","445","0.269961888635921","0.249209759991308","0.290714017280534"
"Nie","1996","(noch) kein Abschluss","408","0.545504258003414","0.511791827548435","0.579216688458394"
"Nie","1996","Hauptschule","2891","0.4686835616926","0.455968636963911","0.481398486421288"
"Nie","1996","Realschule","1813","0.521648840338929","0.504086995950046","0.539210684727812"
"Nie","1996","(Fach-)Abitur","534","0.555197508307153","0.524819528185867","0.58557548842844"
"Nie","1996","AkademikerIn","1036","0.548484775824297","0.525222235252118","0.571747316396476"
"Täglich","1997","(noch) kein Abschluss","","","",""
"Täglich","1997","Hauptschule","","","",""
"Täglich","1997","Realschule","","","",""
"Täglich","1997","(Fach-)Abitur","","","",""
"Täglich","1997","AkademikerIn","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","126","0.118981113727667","0.096941577583929","0.141020649871405"
"Min 1x pro Woche","1997","Hauptschule","667","0.12376550461477","0.115236575968354","0.132294433261186"
"Min 1x pro Woche","1997","Realschule","210","0.0857067299505999","0.0757981312462403","0.0956153286549595"
"Min 1x pro Woche","1997","(Fach-)Abitur","103","0.0974421654045248","0.0792068944623801","0.115677436346669"
"Min 1x pro Woche","1997","AkademikerIn","146","0.100457737316923","0.0864056403550056","0.11450983427884"
"Min 1x pro Monat","1997","(noch) kein Abschluss","93","0.0955163921546847","0.0755080948983388","0.115524689411031"
"Min 1x pro Monat","1997","Hauptschule","577","0.0989671812717836","0.0912332482807614","0.106701114262806"
"Min 1x pro Monat","1997","Realschule","192","0.0670483435329539","0.0581954424389336","0.0759012446269742"
"Min 1x pro Monat","1997","(Fach-)Abitur","79","0.0657267063458419","0.05048936701562","0.0809640456760638"
"Min 1x pro Monat","1997","AkademikerIn","144","0.091451580763848","0.0779772159179221","0.104925945609774"
"Seltener","1997","(noch) kein Abschluss","237","0.294896947645285","0.263856193660728","0.325937701629842"
"Seltener","1997","Hauptschule","1685","0.305623495011495","0.293692535354864","0.317554454668125"
"Seltener","1997","Realschule","849","0.297055836649448","0.280880941453373","0.313230731845522"
"Seltener","1997","(Fach-)Abitur","320","0.310346648067893","0.281899404432758","0.338793891703028"
"Seltener","1997","AkademikerIn","459","0.261264325416602","0.240727975856954","0.28180067497625"
"Nie","1997","(noch) kein Abschluss","373","0.490605546472364","0.456575373344201","0.524635719600526"
"Nie","1997","Hauptschule","2798","0.471643819101952","0.458715115791825","0.484572522412079"
"Nie","1997","Realschule","1815","0.550189089866998","0.532580158718589","0.567798021015408"
"Nie","1997","(Fach-)Abitur","514","0.52648448018174","0.495782871443453","0.557186088920028"
"Nie","1997","AkademikerIn","1009","0.546826356502627","0.52355639328241","0.570096319722844"
"Täglich","1998","(noch) kein Abschluss","24","","",""
"Täglich","1998","Hauptschule","50","0.00694920125649994","0.00487370228573824","0.00902470022726163"
"Täglich","1998","Realschule","7","","",""
"Täglich","1998","(Fach-)Abitur","5","","",""
"Täglich","1998","AkademikerIn","6","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","108","0.117659271089796","0.095632876128556","0.139685666051035"
"Min 1x pro Woche","1998","Hauptschule","683","0.116451207595399","0.108437073366907","0.124465341823892"
"Min 1x pro Woche","1998","Realschule","214","0.0765347352144651","0.0675642667006656","0.0855052037282646"
"Min 1x pro Woche","1998","(Fach-)Abitur","108","0.096719536603431","0.0795465681497178","0.113892505057144"
"Min 1x pro Woche","1998","AkademikerIn","156","0.0902391450775194","0.0775414534726289","0.10293683668241"
"Min 1x pro Monat","1998","(noch) kein Abschluss","90","0.11331300644257","0.0916440881237625","0.134981924761377"
"Min 1x pro Monat","1998","Hauptschule","655","0.110607458501642","0.102771208312902","0.118443708690382"
"Min 1x pro Monat","1998","Realschule","250","0.0763557080632241","0.0673948689138708","0.0853165472125774"
"Min 1x pro Monat","1998","(Fach-)Abitur","100","0.0799589199520137","0.0642004506812071","0.0957173892228204"
"Min 1x pro Monat","1998","AkademikerIn","158","0.0947628300135246","0.0817831535873245","0.107742506439725"
"Seltener","1998","(noch) kein Abschluss","233","0.284449673731018","0.253608209087111","0.315291138374924"
"Seltener","1998","Hauptschule","1881","0.308225458160158","0.296688644284803","0.319762272035513"
"Seltener","1998","Realschule","922","0.292639770834021","0.277287856261858","0.307991685406184"
"Seltener","1998","(Fach-)Abitur","356","0.305003047269368","0.27825324972722","0.331752844811517"
"Seltener","1998","AkademikerIn","543","0.278629410291718","0.258761309260407","0.298497511323028"
"Nie","1998","(noch) kein Abschluss","367","0.457666423399861","0.423608359607767","0.491724487191955"
"Nie","1998","Hauptschule","2885","0.457766674486301","0.445319105717651","0.47021424325495"
"Nie","1998","Realschule","1981","0.552843815535394","0.536067120866019","0.569620510204769"
"Nie","1998","(Fach-)Abitur","569","0.515084922624713","0.4860480912406","0.544121754008826"
"Nie","1998","AkademikerIn","1093","0.530759865760472","0.508643677468507","0.552876054052436"
"Täglich","1999","(noch) kein Abschluss","","","",""
"Täglich","1999","Hauptschule","","","",""
"Täglich","1999","Realschule","","","",""
"Täglich","1999","(Fach-)Abitur","","","",""
"Täglich","1999","AkademikerIn","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","96","0.0953495510496298","0.0748433736540429","0.115855728445217"
"Min 1x pro Woche","1999","Hauptschule","663","0.119605240423178","0.111388945548333","0.127821535298023"
"Min 1x pro Woche","1999","Realschule","213","0.0772544236082249","0.0682387070468385","0.0862701401696113"
"Min 1x pro Woche","1999","(Fach-)Abitur","96","0.0921292916434372","0.0752743343421346","0.10898424894474"
"Min 1x pro Woche","1999","AkademikerIn","138","0.0855010580607105","0.0730804612716591","0.0979216548497619"
"Min 1x pro Monat","1999","(noch) kein Abschluss","92","0.0990626290534849","0.0782039304882824","0.119921327618687"
"Min 1x pro Monat","1999","Hauptschule","581","0.0945084288913667","0.0871014745691241","0.101915383213609"
"Min 1x pro Monat","1999","Realschule","236","0.073197976569055","0.0644028800443743","0.0819930730937356"
"Min 1x pro Monat","1999","(Fach-)Abitur","90","0.0693266872918698","0.0545231451951874","0.0841302293885523"
"Min 1x pro Monat","1999","AkademikerIn","157","0.0886061602237678","0.0759835224975831","0.101228797949953"
"Seltener","1999","(noch) kein Abschluss","247","0.333027929034222","0.30012162281364","0.365934235254804"
"Seltener","1999","Hauptschule","1910","0.324141782949146","0.312290714783242","0.335992851115051"
"Seltener","1999","Realschule","931","0.299038417942746","0.283578464320806","0.314498371564685"
"Seltener","1999","(Fach-)Abitur","386","0.334563287230597","0.307064767963573","0.36206180649762"
"Seltener","1999","AkademikerIn","562","0.299892812825381","0.279539720055676","0.320245905595086"
"Nie","1999","(noch) kein Abschluss","353","0.472559890862663","0.437702089772392","0.507417691952934"
"Nie","1999","Hauptschule","2838","0.461744547736309","0.449121701395606","0.474367394077012"
"Nie","1999","Realschule","1989","0.550509181879974","0.533711850839602","0.567306512920346"
"Nie","1999","(Fach-)Abitur","559","0.503980733834096","0.474841842183578","0.533119625484615"
"Nie","1999","AkademikerIn","1090","0.525999968890141","0.503820703397708","0.548179234382574"
"Täglich","2000","(noch) kein Abschluss","","","",""
"Täglich","2000","Hauptschule","","","",""
"Täglich","2000","Realschule","","","",""
"Täglich","2000","(Fach-)Abitur","","","",""
"Täglich","2000","AkademikerIn","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","Hauptschule","","","",""
"Min 1x pro Woche","2000","Realschule","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","AkademikerIn","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","Hauptschule","","","",""
"Min 1x pro Monat","2000","Realschule","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","AkademikerIn","","","",""
"Seltener","2000","(noch) kein Abschluss","","","",""
"Seltener","2000","Hauptschule","","","",""
"Seltener","2000","Realschule","","","",""
"Seltener","2000","(Fach-)Abitur","","","",""
"Seltener","2000","AkademikerIn","","","",""
"Nie","2000","(noch) kein Abschluss","","","",""
"Nie","2000","Hauptschule","","","",""
"Nie","2000","Realschule","","","",""
"Nie","2000","(Fach-)Abitur","","","",""
"Nie","2000","AkademikerIn","","","",""
"Täglich","2001","(noch) kein Abschluss","","","",""
"Täglich","2001","Hauptschule","","","",""
"Täglich","2001","Realschule","","","",""
"Täglich","2001","(Fach-)Abitur","","","",""
"Täglich","2001","AkademikerIn","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","79","0.0994136296954457","0.0794851212373295","0.119342138153562"
"Min 1x pro Woche","2001","Hauptschule","1048","0.11790447223432","0.111354347704734","0.124454596763905"
"Min 1x pro Woche","2001","Realschule","397","0.0732913336709225","0.0665475506185752","0.0800351167232698"
"Min 1x pro Woche","2001","(Fach-)Abitur","183","0.0811883400047236","0.0697961128403252","0.092580567169122"
"Min 1x pro Woche","2001","AkademikerIn","310","0.0976586572799844","0.0878562538645478","0.107461060695421"
"Min 1x pro Monat","2001","(noch) kein Abschluss","78","0.0916674179328964","0.0724489355228655","0.110885900342927"
"Min 1x pro Monat","2001","Hauptschule","1060","0.110531054032559","0.104162597950324","0.116899510114794"
"Min 1x pro Monat","2001","Realschule","461","0.0803669959226448","0.0733321950623065","0.0874017967829832"
"Min 1x pro Monat","2001","(Fach-)Abitur","197","0.084304806199615","0.0727156933717999","0.0958939190274301"
"Min 1x pro Monat","2001","AkademikerIn","305","0.0853167495566241","0.076092218800885","0.0945412803123633"
"Seltener","2001","(noch) kein Abschluss","262","0.301039350625371","0.270488230181945","0.331590471068797"
"Seltener","2001","Hauptschule","2821","0.301681249869795","0.2923588523415","0.311003647398089"
"Seltener","2001","Realschule","1614","0.284642178101741","0.27296556317586","0.296318793027623"
"Seltener","2001","(Fach-)Abitur","716","0.333100727155788","0.31344149873351","0.352759955578066"
"Seltener","2001","AkademikerIn","1004","0.291498841138671","0.276492304663489","0.306505377613854"
"Nie","2001","(noch) kein Abschluss","447","0.507879601746287","0.474582593506201","0.541176609986373"
"Nie","2001","Hauptschule","4383","0.469883223863327","0.459746272766714","0.480020174959939"
"Nie","2001","Realschule","3265","0.561699492304691","0.548860123657727","0.574538860951656"
"Nie","2001","(Fach-)Abitur","1112","0.501406126639874","0.480550807336663","0.522261445943084"
"Nie","2001","AkademikerIn","1904","0.52552575202472","0.509036722574683","0.542014781474757"
"Täglich","2002","(noch) kein Abschluss","","","",""
"Täglich","2002","Hauptschule","","","",""
"Täglich","2002","Realschule","","","",""
"Täglich","2002","(Fach-)Abitur","","","",""
"Täglich","2002","AkademikerIn","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","Hauptschule","","","",""
"Min 1x pro Woche","2002","Realschule","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","AkademikerIn","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","Hauptschule","","","",""
"Min 1x pro Monat","2002","Realschule","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","AkademikerIn","","","",""
"Seltener","2002","(noch) kein Abschluss","","","",""
"Seltener","2002","Hauptschule","","","",""
"Seltener","2002","Realschule","","","",""
"Seltener","2002","(Fach-)Abitur","","","",""
"Seltener","2002","AkademikerIn","","","",""
"Nie","2002","(noch) kein Abschluss","","","",""
"Nie","2002","Hauptschule","","","",""
"Nie","2002","Realschule","","","",""
"Nie","2002","(Fach-)Abitur","","","",""
"Nie","2002","AkademikerIn","","","",""
"Täglich","2003","(noch) kein Abschluss","4","","",""
"Täglich","2003","Hauptschule","47","0.00474305913540288","0.00327333908848291","0.00621277918232285"
"Täglich","2003","Realschule","7","","",""
"Täglich","2003","(Fach-)Abitur","8","","",""
"Täglich","2003","AkademikerIn","11","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","83","0.114817370624986","0.0938962037396764","0.135738537510296"
"Min 1x pro Woche","2003","Hauptschule","938","0.11652594921149","0.109662444052308","0.123389454370672"
"Min 1x pro Woche","2003","Realschule","382","0.065675520130084","0.0592727959562212","0.0720782443039469"
"Min 1x pro Woche","2003","(Fach-)Abitur","182","0.0757027774313824","0.0651176839507212","0.0862878709120435"
"Min 1x pro Woche","2003","AkademikerIn","359","0.092951991632588","0.0843013374352282","0.101602645829948"
"Min 1x pro Monat","2003","(noch) kein Abschluss","89","0.0916574916709689","0.0727220923956982","0.11059289094624"
"Min 1x pro Monat","2003","Hauptschule","894","0.102993147094085","0.0964912545803999","0.109495039607769"
"Min 1x pro Monat","2003","Realschule","465","0.0789425694726033","0.0719728844301824","0.0859122545150243"
"Min 1x pro Monat","2003","(Fach-)Abitur","218","0.0868501684090462","0.0755810661149448","0.0981192707031477"
"Min 1x pro Monat","2003","AkademikerIn","413","0.0982315413341631","0.0893645258949579","0.107098556773368"
"Seltener","2003","(noch) kein Abschluss","261","0.279963939456003","0.25049979498076","0.309428083931246"
"Seltener","2003","Hauptschule","2684","0.321875646518132","0.311881712659826","0.331869580376439"
"Seltener","2003","Realschule","1648","0.283274116860217","0.271627650944576","0.294920582775858"
"Seltener","2003","(Fach-)Abitur","801","0.332978334729215","0.314119670606694","0.351836998851736"
"Seltener","2003","AkademikerIn","1229","0.269708523940506","0.256486439789045","0.282930608091966"
"Nie","2003","(noch) kein Abschluss","455","0.504643833770017","0.471833024968822","0.537454642571211"
"Nie","2003","Hauptschule","3832","0.45386219804089","0.443212167189286","0.464512228892494"
"Nie","2003","Realschule","3248","0.570069902541327","0.557273816561632","0.582865988521022"
"Nie","2003","(Fach-)Abitur","1190","0.499979427619828","0.479971460224447","0.519987395015208"
"Nie","2003","AkademikerIn","2316","0.534298018533194","0.519436941353727","0.549159095712661"
"Täglich","2004","(noch) kein Abschluss","","","",""
"Täglich","2004","Hauptschule","","","",""
"Täglich","2004","Realschule","","","",""
"Täglich","2004","(Fach-)Abitur","","","",""
"Täglich","2004","AkademikerIn","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2004","Hauptschule","","","",""
"Min 1x pro Woche","2004","Realschule","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2004","AkademikerIn","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2004","Hauptschule","","","",""
"Min 1x pro Monat","2004","Realschule","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2004","AkademikerIn","","","",""
"Seltener","2004","(noch) kein Abschluss","","","",""
"Seltener","2004","Hauptschule","","","",""
"Seltener","2004","Realschule","","","",""
"Seltener","2004","(Fach-)Abitur","","","",""
