"pli0098_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2000","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2000","Hamburg","West","","","",""
"Min 1x pro Woche","2000","Hamburg","Ost","","","",""
"Min 1x pro Woche","2000","Niedersachsen","West","","","",""
"Min 1x pro Woche","2000","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2000","Bremen","West","","","",""
"Min 1x pro Woche","2000","Bremen","Ost","","","",""
"Min 1x pro Woche","2000","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Woche","2000","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2000","Hessen","West","","","",""
"Min 1x pro Woche","2000","Hessen","Ost","","","",""
"Min 1x pro Woche","2000","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Woche","2000","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2000","Baden-Württemberg","West","","","",""
"Min 1x pro Woche","2000","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2000","Bayern","West","","","",""
"Min 1x pro Woche","2000","Bayern","Ost","","","",""
"Min 1x pro Woche","2000","Saarland","West","","","",""
"Min 1x pro Woche","2000","Saarland","Ost","","","",""
"Min 1x pro Woche","2000","Berlin","West","","","",""
"Min 1x pro Woche","2000","Berlin","Ost","","","",""
"Min 1x pro Woche","2000","Brandenburg","West","","","",""
"Min 1x pro Woche","2000","Brandenburg","Ost","","","",""
"Min 1x pro Woche","2000","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2000","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2000","Sachsen","West","","","",""
"Min 1x pro Woche","2000","Sachsen","Ost","","","",""
"Min 1x pro Woche","2000","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2000","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","2000","Thüringen","West","","","",""
"Min 1x pro Woche","2000","Thüringen","Ost","","","",""
"Min 1x pro Monat","2000","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","2000","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2000","Hamburg","West","","","",""
"Min 1x pro Monat","2000","Hamburg","Ost","","","",""
"Min 1x pro Monat","2000","Niedersachsen","West","","","",""
"Min 1x pro Monat","2000","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2000","Bremen","West","","","",""
"Min 1x pro Monat","2000","Bremen","Ost","","","",""
"Min 1x pro Monat","2000","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Monat","2000","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2000","Hessen","West","","","",""
"Min 1x pro Monat","2000","Hessen","Ost","","","",""
"Min 1x pro Monat","2000","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Monat","2000","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2000","Baden-Württemberg","West","","","",""
"Min 1x pro Monat","2000","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2000","Bayern","West","","","",""
"Min 1x pro Monat","2000","Bayern","Ost","","","",""
"Min 1x pro Monat","2000","Saarland","West","","","",""
"Min 1x pro Monat","2000","Saarland","Ost","","","",""
"Min 1x pro Monat","2000","Berlin","West","","","",""
"Min 1x pro Monat","2000","Berlin","Ost","","","",""
"Min 1x pro Monat","2000","Brandenburg","West","","","",""
"Min 1x pro Monat","2000","Brandenburg","Ost","","","",""
"Min 1x pro Monat","2000","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2000","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2000","Sachsen","West","","","",""
"Min 1x pro Monat","2000","Sachsen","Ost","","","",""
"Min 1x pro Monat","2000","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2000","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","2000","Thüringen","West","","","",""
"Min 1x pro Monat","2000","Thüringen","Ost","","","",""
"Seltener","2000","Schleswig-Holstein","West","","","",""
"Seltener","2000","Schleswig-Holstein","Ost","","","",""
"Seltener","2000","Hamburg","West","","","",""
"Seltener","2000","Hamburg","Ost","","","",""
"Seltener","2000","Niedersachsen","West","","","",""
"Seltener","2000","Niedersachsen","Ost","","","",""
"Seltener","2000","Bremen","West","","","",""
"Seltener","2000","Bremen","Ost","","","",""
"Seltener","2000","Nordrhein-Westfalen","West","","","",""
"Seltener","2000","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2000","Hessen","West","","","",""
"Seltener","2000","Hessen","Ost","","","",""
"Seltener","2000","Rheinland-Pfalz,Saarland","West","","","",""
"Seltener","2000","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","2000","Baden-Württemberg","West","","","",""
"Seltener","2000","Baden-Württemberg","Ost","","","",""
"Seltener","2000","Bayern","West","","","",""
"Seltener","2000","Bayern","Ost","","","",""
"Seltener","2000","Saarland","West","","","",""
"Seltener","2000","Saarland","Ost","","","",""
"Seltener","2000","Berlin","West","","","",""
"Seltener","2000","Berlin","Ost","","","",""
"Seltener","2000","Brandenburg","West","","","",""
"Seltener","2000","Brandenburg","Ost","","","",""
"Seltener","2000","Mecklenburg-Vorpommern","West","","","",""
"Seltener","2000","Mecklenburg-Vorpommern","Ost","","","",""
"Seltener","2000","Sachsen","West","","","",""
"Seltener","2000","Sachsen","Ost","","","",""
"Seltener","2000","Sachsen-Anhalt","West","","","",""
"Seltener","2000","Sachsen-Anhalt","Ost","","","",""
"Seltener","2000","Thüringen","West","","","",""
"Seltener","2000","Thüringen","Ost","","","",""
"Nie","2000","Schleswig-Holstein","West","","","",""
"Nie","2000","Schleswig-Holstein","Ost","","","",""
"Nie","2000","Hamburg","West","","","",""
"Nie","2000","Hamburg","Ost","","","",""
"Nie","2000","Niedersachsen","West","","","",""
"Nie","2000","Niedersachsen","Ost","","","",""
"Nie","2000","Bremen","West","","","",""
"Nie","2000","Bremen","Ost","","","",""
"Nie","2000","Nordrhein-Westfalen","West","","","",""
"Nie","2000","Nordrhein-Westfalen","Ost","","","",""
"Nie","2000","Hessen","West","","","",""
"Nie","2000","Hessen","Ost","","","",""
"Nie","2000","Rheinland-Pfalz,Saarland","West","","","",""
"Nie","2000","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","2000","Baden-Württemberg","West","","","",""
"Nie","2000","Baden-Württemberg","Ost","","","",""
"Nie","2000","Bayern","West","","","",""
"Nie","2000","Bayern","Ost","","","",""
"Nie","2000","Saarland","West","","","",""
"Nie","2000","Saarland","Ost","","","",""
"Nie","2000","Berlin","West","","","",""
"Nie","2000","Berlin","Ost","","","",""
"Nie","2000","Brandenburg","West","","","",""
"Nie","2000","Brandenburg","Ost","","","",""
"Nie","2000","Mecklenburg-Vorpommern","West","","","",""
"Nie","2000","Mecklenburg-Vorpommern","Ost","","","",""
"Nie","2000","Sachsen","West","","","",""
"Nie","2000","Sachsen","Ost","","","",""
"Nie","2000","Sachsen-Anhalt","West","","","",""
"Nie","2000","Sachsen-Anhalt","Ost","","","",""
"Nie","2000","Thüringen","West","","","",""
"Nie","2000","Thüringen","Ost","","","",""
"Taeglich","2001","Schleswig-Holstein","West","","","",""
"Taeglich","2001","Schleswig-Holstein","Ost","","","",""
"Taeglich","2001","Hamburg","West","","","",""
"Taeglich","2001","Hamburg","Ost","","","",""
"Taeglich","2001","Niedersachsen","West","","","",""
"Taeglich","2001","Niedersachsen","Ost","","","",""
"Taeglich","2001","Bremen","West","","","",""
"Taeglich","2001","Bremen","Ost","","","",""
"Taeglich","2001","Nordrhein-Westfalen","West","","","",""
"Taeglich","2001","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2001","Hessen","West","","","",""
"Taeglich","2001","Hessen","Ost","","","",""
"Taeglich","2001","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2001","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2001","Baden-Württemberg","West","","","",""
"Taeglich","2001","Baden-Württemberg","Ost","","","",""
"Taeglich","2001","Bayern","West","","","",""
"Taeglich","2001","Bayern","Ost","","","",""
"Taeglich","2001","Saarland","West","","","",""
"Taeglich","2001","Saarland","Ost","","","",""
"Taeglich","2001","Berlin","West","","","",""
"Taeglich","2001","Berlin","Ost","","","",""
"Taeglich","2001","Brandenburg","West","","","",""
"Taeglich","2001","Brandenburg","Ost","","","",""
"Taeglich","2001","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2001","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2001","Sachsen","West","","","",""
"Taeglich","2001","Sachsen","Ost","","","",""
"Taeglich","2001","Sachsen-Anhalt","West","","","",""
"Taeglich","2001","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2001","Thüringen","West","","","",""
"Taeglich","2001","Thüringen","Ost","","","",""
"Min 1x pro Woche","2001","Schleswig-Holstein","West","32","0.0459640648107379","0.0297782642261091","0.0621498653953668"
"Min 1x pro Woche","2001","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2001","Hamburg","West","","","",""
"Min 1x pro Woche","2001","Hamburg","Ost","","","",""
"Min 1x pro Woche","2001","Niedersachsen","West","150","0.0812996083312673","0.0688020638749139","0.0937971527876207"
"Min 1x pro Woche","2001","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2001","Bremen","West","","","",""
"Min 1x pro Woche","2001","Bremen","Ost","","","",""
"Min 1x pro Woche","2001","Nordrhein-Westfalen","West","550","0.121996409578376","0.112532419720766","0.131460399435986"
"Min 1x pro Woche","2001","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2001","Hessen","West","125","0.0971522112669263","0.0820225989290788","0.112281823604774"
"Min 1x pro Woche","2001","Hessen","Ost","","","",""
"Min 1x pro Woche","2001","Rheinland-Pfalz,Saarland","West","131","0.135381123753889","0.114446467973438","0.156315779534339"
"Min 1x pro Woche","2001","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2001","Baden-Württemberg","West","306","0.113830838436342","0.101580213162365","0.12608146371032"
"Min 1x pro Woche","2001","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2001","Bayern","West","459","0.160936576576495","0.147811027277294","0.174062125875696"
"Min 1x pro Woche","2001","Bayern","Ost","","","",""
"Min 1x pro Woche","2001","Saarland","West","40","0.128412755501411","0.0918149461590804","0.165010564843741"
"Min 1x pro Woche","2001","Saarland","Ost","","","",""
"Min 1x pro Woche","2001","Berlin","West","31","0.0870447556982524","0.0604925751779481","0.113596936218557"
"Min 1x pro Woche","2001","Berlin","Ost","","","",""
"Min 1x pro Woche","2001","Brandenburg","West","","","",""
"Min 1x pro Woche","2001","Brandenburg","Ost","","","",""
"Min 1x pro Woche","2001","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2001","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2001","Sachsen","West","","","",""
"Min 1x pro Woche","2001","Sachsen","Ost","71","0.0462817074137353","0.0360918116566095","0.0564716031708612"
"Min 1x pro Woche","2001","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2001","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","2001","Thüringen","West","","","",""
"Min 1x pro Woche","2001","Thüringen","Ost","44","0.0475785391403822","0.0341615523561643","0.0609955259246001"
"Min 1x pro Monat","2001","Schleswig-Holstein","West","37","0.0478586829107645","0.0313590728160108","0.0643582930055181"
"Min 1x pro Monat","2001","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2001","Hamburg","West","","","",""
"Min 1x pro Monat","2001","Hamburg","Ost","","","",""
"Min 1x pro Monat","2001","Niedersachsen","West","201","0.118389965724938","0.103616267537033","0.133163663912842"
"Min 1x pro Monat","2001","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2001","Bremen","West","","","",""
"Min 1x pro Monat","2001","Bremen","Ost","","","",""
"Min 1x pro Monat","2001","Nordrhein-Westfalen","West","471","0.0957729397333326","0.0872632690307734","0.104282610435892"
"Min 1x pro Monat","2001","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2001","Hessen","West","144","0.0955295452051024","0.0805133386514234","0.110545751758781"
"Min 1x pro Monat","2001","Hessen","Ost","","","",""
"Min 1x pro Monat","2001","Rheinland-Pfalz,Saarland","West","101","0.0955251901675798","0.0775393137878334","0.113511066547326"
"Min 1x pro Monat","2001","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2001","Baden-Württemberg","West","343","0.133239931860055","0.120131926190967","0.146347937529144"
"Min 1x pro Monat","2001","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2001","Bayern","West","485","0.146202471721121","0.133582815700185","0.158822127742056"
"Min 1x pro Monat","2001","Bayern","Ost","","","",""
"Min 1x pro Monat","2001","Saarland","West","36","0.0960462031544727","0.063812604653903","0.128279801655042"
"Min 1x pro Monat","2001","Saarland","Ost","","","",""
"Min 1x pro Monat","2001","Berlin","West","","","",""
"Min 1x pro Monat","2001","Berlin","Ost","","","",""
"Min 1x pro Monat","2001","Brandenburg","West","","","",""
"Min 1x pro Monat","2001","Brandenburg","Ost","42","0.0474689907439588","0.0339544157353075","0.0609835657526101"
"Min 1x pro Monat","2001","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2001","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2001","Sachsen","West","","","",""
"Min 1x pro Monat","2001","Sachsen","Ost","84","0.0462974954515418","0.0361059461650531","0.0564890447380305"
"Min 1x pro Monat","2001","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2001","Sachsen-Anhalt","Ost","43","0.0424398613666751","0.0299077309262718","0.0549719918070785"
"Min 1x pro Monat","2001","Thüringen","West","","","",""
"Min 1x pro Monat","2001","Thüringen","Ost","55","0.0517507401283848","0.0377885228275882","0.0657129574291813"
"Seltener","2001","Schleswig-Holstein","West","263","0.427221558689486","0.388986433517854","0.465456683861119"
"Seltener","2001","Schleswig-Holstein","Ost","","","",""
"Seltener","2001","Hamburg","West","62","0.195007265092337","0.147660171251833","0.242354358932841"
"Seltener","2001","Hamburg","Ost","","","",""
"Seltener","2001","Niedersachsen","West","664","0.351356059524958","0.329525220893461","0.373186898156456"
"Seltener","2001","Niedersachsen","Ost","","","",""
"Seltener","2001","Bremen","West","38","0.238745523315376","0.171846721398598","0.305644325232154"
"Seltener","2001","Bremen","Ost","","","",""
"Seltener","2001","Nordrhein-Westfalen","West","1469","0.317605423573303","0.304143276408776","0.33106757073783"
"Seltener","2001","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2001","Hessen","West","505","0.348926880337579","0.324578152098195","0.373275608576964"
"Seltener","2001","Hessen","Ost","","","",""
"Seltener","2001","Rheinland-Pfalz,Saarland","West","361","0.337757326548039","0.308818202529142","0.366696450566937"
"Seltener","2001","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","2001","Baden-Württemberg","West","956","0.351683533370221","0.333265658616616","0.370101408123827"
"Seltener","2001","Baden-Württemberg","Ost","","","",""
"Seltener","2001","Bayern","West","1014","0.33063754537665","0.313834056160046","0.347441034593255"
"Seltener","2001","Bayern","Ost","","","",""
"Seltener","2001","Saarland","West","96","0.323859246434152","0.272668403375803","0.375050089492501"
"Seltener","2001","Saarland","Ost","","","",""
"Seltener","2001","Berlin","West","76","0.158866957739057","0.124435668932426","0.193298246545688"
"Seltener","2001","Berlin","Ost","46","0.131471322593307","0.0962703990980116","0.166672246088603"
"Seltener","2001","Brandenburg","West","","","",""
"Seltener","2001","Brandenburg","Ost","148","0.142682225402461","0.120453544898239","0.164910905906682"
"Seltener","2001","Mecklenburg-Vorpommern","West","","","",""
"Seltener","2001","Mecklenburg-Vorpommern","Ost","101","0.22948569464218","0.192919110129097","0.266052279155264"
"Seltener","2001","Sachsen","West","","","",""
"Seltener","2001","Sachsen","Ost","290","0.181031305919248","0.162356096044533","0.199706515793963"
"Seltener","2001","Sachsen-Anhalt","West","","","",""
"Seltener","2001","Sachsen-Anhalt","Ost","141","0.122696357437249","0.102300324718833","0.143092390155666"
"Seltener","2001","Thüringen","West","","","",""
"Seltener","2001","Thüringen","Ost","212","0.196403453884384","0.171363792868439","0.221443114900329"
"Nie","2001","Schleswig-Holstein","West","311","0.478955693589011","0.440343221977092","0.517568165200931"
"Nie","2001","Schleswig-Holstein","Ost","","","",""
"Nie","2001","Hamburg","West","178","0.705314709151441","0.650834012680943","0.759795405621938"
"Nie","2001","Hamburg","Ost","","","",""
"Nie","2001","Niedersachsen","West","822","0.448954366418836","0.426209237881076","0.471699494956597"
"Nie","2001","Niedersachsen","Ost","","","",""
"Nie","2001","Bremen","West","97","0.641190764999864","0.565922617495539","0.716458912504188"
"Nie","2001","Bremen","Ost","","","",""
