"pli0098_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","1994","35-65 Jahre alt","Realschulabschluss","93","0.0910994911090283","0.0747573724689451","0.107441609749112"
"Min 1x pro Woche","1994","35-65 Jahre alt","(Fach-)Abitur","42","0.160734817305885","0.113574717637652","0.207894916974118"
"Min 1x pro Woche","1994","35-65 Jahre alt","AkademikerInnen","89","0.104948274682248","0.0868281591034033","0.123068390261092"
"Min 1x pro Woche","1994","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1994","66 und älter","Hauptschulabschluss","207","0.202368805795788","0.178647961471544","0.226089650120033"
"Min 1x pro Woche","1994","66 und älter","Realschulabschluss","44","0.242912785516045","0.181116784751116","0.304708786280974"
"Min 1x pro Woche","1994","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1994","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","1994","16-34 Jahre alt","(noch) kein Abschluss","41","0.100595398134999","0.0706272975233094","0.130563498746689"
"Min 1x pro Monat","1994","16-34 Jahre alt","Hauptschulabschluss","122","0.0682515505448952","0.0553294972348408","0.0811736038549497"
"Min 1x pro Monat","1994","16-34 Jahre alt","Realschulabschluss","124","0.0744425843533158","0.0618230019295924","0.0870621667770392"
"Min 1x pro Monat","1994","16-34 Jahre alt","(Fach-)Abitur","54","0.0625765023320086","0.0439140156476477","0.0812389890163695"
"Min 1x pro Monat","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","1994","35-65 Jahre alt","(noch) kein Abschluss","68","0.122163690922829","0.0912114778700105","0.153115903975647"
"Min 1x pro Monat","1994","35-65 Jahre alt","Hauptschulabschluss","353","0.0919976267921265","0.0824767210867655","0.101518532497487"
"Min 1x pro Monat","1994","35-65 Jahre alt","Realschulabschluss","92","0.088111052956409","0.0720128135505677","0.10420929236225"
"Min 1x pro Monat","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1994","35-65 Jahre alt","AkademikerInnen","65","0.0679586743939282","0.0530791421551592","0.0828382066326973"
"Min 1x pro Monat","1994","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1994","66 und älter","Hauptschulabschluss","135","0.12200413948088","0.102680416141933","0.141327862819826"
"Min 1x pro Monat","1994","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","1994","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1994","66 und älter","AkademikerInnen","","","",""
"Seltener","1994","16-34 Jahre alt","(noch) kein Abschluss","96","0.265006669147551","0.221036036985695","0.308977301309407"
"Seltener","1994","16-34 Jahre alt","Hauptschulabschluss","419","0.286652690337462","0.263481174104871","0.309824206570053"
"Seltener","1994","16-34 Jahre alt","Realschulabschluss","367","0.237903101670584","0.217432164260152","0.258374039081015"
"Seltener","1994","16-34 Jahre alt","(Fach-)Abitur","192","0.269186225383706","0.235009871399475","0.303362579367938"
"Seltener","1994","16-34 Jahre alt","AkademikerInnen","112","0.256769598638655","0.214940874915553","0.298598322361757"
"Seltener","1994","35-65 Jahre alt","(noch) kein Abschluss","121","0.287587472699707","0.244805124389359","0.330369821010056"
"Seltener","1994","35-65 Jahre alt","Hauptschulabschluss","1066","0.327044595569826","0.311590517885337","0.342498673254314"
"Seltener","1994","35-65 Jahre alt","Realschulabschluss","338","0.330025563235843","0.30332040738335","0.356730719088337"
"Seltener","1994","35-65 Jahre alt","(Fach-)Abitur","57","0.215620248482865","0.162814878655165","0.268425618310565"
"Seltener","1994","35-65 Jahre alt","AkademikerInnen","261","0.259612396449662","0.233692006716675","0.285532786182649"
"Seltener","1994","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","1994","66 und älter","Hauptschulabschluss","258","0.226875442341803","0.202148195025479","0.251602689658127"
"Seltener","1994","66 und älter","Realschulabschluss","46","0.255906573731489","0.193025973043597","0.318787174419381"
"Seltener","1994","66 und älter","(Fach-)Abitur","","","",""
"Seltener","1994","66 und älter","AkademikerInnen","34","0.281177373636356","0.2038955308381","0.358459216434611"
"Nie","1994","16-34 Jahre alt","(noch) kein Abschluss","205","0.533725134603886","0.484023297811452","0.583426971396319"
"Nie","1994","16-34 Jahre alt","Hauptschulabschluss","815","0.595016482083187","0.569862363716653","0.62017060044972"
"Nie","1994","16-34 Jahre alt","Realschulabschluss","1087","0.638821223201384","0.615728063404986","0.661914382997782"
"Nie","1994","16-34 Jahre alt","(Fach-)Abitur","349","0.586418697420192","0.548471447854973","0.624365946985411"
"Nie","1994","16-34 Jahre alt","AkademikerInnen","243","0.593850334186252","0.546826002476618","0.640874665895887"
"Nie","1994","35-65 Jahre alt","(noch) kein Abschluss","159","0.434719585370209","0.387865179421414","0.481573991319004"
"Nie","1994","35-65 Jahre alt","Hauptschulabschluss","1726","0.469088977772092","0.452649616292699","0.485528339251486"
"Nie","1994","35-65 Jahre alt","Realschulabschluss","668","0.49076389269872","0.462372407845074","0.519155377552365"
"Nie","1994","35-65 Jahre alt","(Fach-)Abitur","115","0.518774162844861","0.454618681465986","0.582929644223736"
"Nie","1994","35-65 Jahre alt","AkademikerInnen","684","0.567480654474162","0.538190103315411","0.596771205632914"
"Nie","1994","66 und älter","(noch) kein Abschluss","","","",""
"Nie","1994","66 und älter","Hauptschulabschluss","502","0.448751612381529","0.419386344238734","0.478116880524324"
"Nie","1994","66 und älter","Realschulabschluss","80","0.420984962340471","0.349840608413952","0.49212931626699"
"Nie","1994","66 und älter","(Fach-)Abitur","","","",""
"Nie","1994","66 und älter","AkademikerInnen","70","0.483198300037663","0.397296734170068","0.569099865905258"
"Taeglich","1995","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1995","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","1995","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1995","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1995","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1995","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1995","35-65 Jahre alt","Hauptschulabschluss","30","0.00682450649627177","0.00410863409689698","0.00954037889564656"
"Taeglich","1995","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1995","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1995","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1995","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","1995","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","1995","66 und älter","Realschulabschluss","","","",""
"Taeglich","1995","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","1995","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","1995","16-34 Jahre alt","(noch) kein Abschluss","58","0.103128510363059","0.0740082293827483","0.132248791343369"
"Min 1x pro Woche","1995","16-34 Jahre alt","Hauptschulabschluss","120","0.054889631243475","0.0433286235613343","0.0664506389256158"
"Min 1x pro Woche","1995","16-34 Jahre alt","Realschulabschluss","88","0.0500101367572541","0.0394610546237265","0.0605592188907818"
"Min 1x pro Woche","1995","16-34 Jahre alt","(Fach-)Abitur","66","0.0902748532104619","0.0691208762092549","0.111428830211669"
"Min 1x pro Woche","1995","16-34 Jahre alt","AkademikerInnen","40","0.0693595147947917","0.0453458824506979","0.0933731471388855"
"Min 1x pro Woche","1995","35-65 Jahre alt","(noch) kein Abschluss","79","0.169039455871897","0.133196180370994","0.2048827313728"
"Min 1x pro Woche","1995","35-65 Jahre alt","Hauptschulabschluss","411","0.11100032742145","0.100637609687031","0.121363045155868"
"Min 1x pro Woche","1995","35-65 Jahre alt","Realschulabschluss","93","0.083692433776954","0.0684800377063148","0.0989048298475933"
"Min 1x pro Woche","1995","35-65 Jahre alt","(Fach-)Abitur","60","0.149173262524929","0.110261024136308","0.188085500913551"
"Min 1x pro Woche","1995","35-65 Jahre alt","AkademikerInnen","87","0.0934613507649295","0.0768110059612728","0.110111695568586"
"Min 1x pro Woche","1995","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1995","66 und älter","Hauptschulabschluss","225","0.207923251563554","0.184017112471928","0.231829390655181"
"Min 1x pro Woche","1995","66 und älter","Realschulabschluss","43","0.230380417131688","0.170507264644526","0.290253569618849"
"Min 1x pro Woche","1995","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1995","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","1995","16-34 Jahre alt","(noch) kein Abschluss","33","0.066194399050757","0.0423887548325674","0.0900000432689465"
"Min 1x pro Monat","1995","16-34 Jahre alt","Hauptschulabschluss","142","0.0766333399726967","0.0631311180711259","0.0901355618742675"
"Min 1x pro Monat","1995","16-34 Jahre alt","Realschulabschluss","110","0.0663327990916833","0.0542883655327622","0.0783772326506043"
"Min 1x pro Monat","1995","16-34 Jahre alt","(Fach-)Abitur","56","0.0707101180863528","0.0517879926087507","0.0896322435639549"
"Min 1x pro Monat","1995","16-34 Jahre alt","AkademikerInnen","38","0.100841606804684","0.0723804961995996","0.129302717409768"
"Min 1x pro Monat","1995","35-65 Jahre alt","(noch) kein Abschluss","76","0.160946863750961","0.125802196359246","0.196091531142677"
"Min 1x pro Monat","1995","35-65 Jahre alt","Hauptschulabschluss","387","0.106272213205019","0.0961056718568133","0.116438754553225"
"Min 1x pro Monat","1995","35-65 Jahre alt","Realschulabschluss","103","0.0958164584817853","0.0796474925765208","0.11198542438705"
"Min 1x pro Monat","1995","35-65 Jahre alt","(Fach-)Abitur","32","0.0915267988702873","0.0600311650792617","0.123022432661313"
"Min 1x pro Monat","1995","35-65 Jahre alt","AkademikerInnen","83","0.0780558882599581","0.0627108076156369","0.0934009689042793"
"Min 1x pro Monat","1995","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1995","66 und älter","Hauptschulabschluss","133","0.123255505114434","0.103890662694513","0.142620347534355"
"Min 1x pro Monat","1995","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","1995","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1995","66 und älter","AkademikerInnen","","","",""
"Seltener","1995","16-34 Jahre alt","(noch) kein Abschluss","94","0.255187407374759","0.213443393634952","0.296931421114566"
"Seltener","1995","16-34 Jahre alt","Hauptschulabschluss","401","0.249808088608291","0.227834615521857","0.271781561694725"
"Seltener","1995","16-34 Jahre alt","Realschulabschluss","395","0.24870403509115","0.227783484465051","0.269624585717249"
"Seltener","1995","16-34 Jahre alt","(Fach-)Abitur","199","0.264309276469851","0.231758798101289","0.296859754838414"
"Seltener","1995","16-34 Jahre alt","AkademikerInnen","93","0.197057661333707","0.159460703554212","0.234654619113202"
"Seltener","1995","35-65 Jahre alt","(noch) kein Abschluss","98","0.258855184398125","0.21696585410761","0.30074451468864"
"Seltener","1995","35-65 Jahre alt","Hauptschulabschluss","1004","0.314271201115514","0.298957180564256","0.329585221666773"
"Seltener","1995","35-65 Jahre alt","Realschulabschluss","355","0.31062139898926","0.285201227617564","0.336041570360956"
"Seltener","1995","35-65 Jahre alt","(Fach-)Abitur","73","0.239376328596591","0.192769916109925","0.285982741083256"
"Seltener","1995","35-65 Jahre alt","AkademikerInnen","295","0.269383089209063","0.244005867897828","0.294760310520298"
"Seltener","1995","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","1995","66 und älter","Hauptschulabschluss","256","0.227980849436656","0.203267164767003","0.252694534106309"
"Seltener","1995","66 und älter","Realschulabschluss","48","0.278635112647836","0.214887090917312","0.34238313437836"
"Seltener","1995","66 und älter","(Fach-)Abitur","","","",""
"Seltener","1995","66 und älter","AkademikerInnen","","","",""
"Nie","1995","16-34 Jahre alt","(noch) kein Abschluss","233","0.575160170219629","0.527828907116144","0.622491433323113"
"Nie","1995","16-34 Jahre alt","Hauptschulabschluss","822","0.615978264792916","0.591291176735448","0.640665352850384"
"Nie","1995","16-34 Jahre alt","Realschulabschluss","1043","0.633613918652609","0.610295021613392","0.656932815691826"
"Nie","1995","16-34 Jahre alt","(Fach-)Abitur","378","0.57025812680896","0.533716059739848","0.606800193878072"
"Nie","1995","16-34 Jahre alt","AkademikerInnen","259","0.632741217066818","0.587178142602486","0.678304291531149"
"Nie","1995","35-65 Jahre alt","(noch) kein Abschluss","158","0.391356844847138","0.344681097111563","0.438032592582713"
"Nie","1995","35-65 Jahre alt","Hauptschulabschluss","1698","0.461631751761745","0.445186205878153","0.478077297645338"
"Nie","1995","35-65 Jahre alt","Realschulabschluss","719","0.507059909356061","0.479596111318751","0.534523707393371"
"Nie","1995","35-65 Jahre alt","(Fach-)Abitur","153","0.512187551059455","0.457591515986641","0.56678358613227"
"Nie","1995","35-65 Jahre alt","AkademikerInnen","708","0.555404556940105","0.526979505098615","0.583829608781594"
"Nie","1995","66 und älter","(noch) kein Abschluss","","","",""
"Nie","1995","66 und älter","Hauptschulabschluss","480","0.429863616298634","0.400700830838452","0.459026401758816"
"Nie","1995","66 und älter","Realschulabschluss","82","0.411031279102911","0.341070466985244","0.480992091220578"
"Nie","1995","66 und älter","(Fach-)Abitur","","","",""
"Nie","1995","66 und älter","AkademikerInnen","90","0.556150191501872","0.476641148630109","0.635659234373634"
"Taeglich","1996","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1996","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","1996","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1996","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1996","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1996","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","1996","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","1996","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","1996","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","1996","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","1996","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","1996","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","1996","66 und älter","Realschulabschluss","","","",""
"Taeglich","1996","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","1996","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","1996","16-34 Jahre alt","(noch) kein Abschluss","40","0.0930735167968313","0.0650871176076325","0.12105991598603"
"Min 1x pro Woche","1996","16-34 Jahre alt","Hauptschulabschluss","103","0.0470036150508687","0.0360416644896688","0.0579655656120686"
"Min 1x pro Woche","1996","16-34 Jahre alt","Realschulabschluss","80","0.0478531258566182","0.037281072626362","0.0584251790868743"
"Min 1x pro Woche","1996","16-34 Jahre alt","(Fach-)Abitur","50","0.0644705028327198","0.0459845212728995","0.08295648439254"
"Min 1x pro Woche","1996","16-34 Jahre alt","AkademikerInnen","42","0.0883259654149783","0.0613474768380528","0.115304453991904"
"Min 1x pro Woche","1996","35-65 Jahre alt","(noch) kein Abschluss","62","0.143945735565184","0.108743806882709","0.179147664247658"
"Min 1x pro Woche","1996","35-65 Jahre alt","Hauptschulabschluss","386","0.107910707655448","0.0974923693011793","0.118329046009716"
"Min 1x pro Woche","1996","35-65 Jahre alt","Realschulabschluss","101","0.0893749916513484","0.0742518636713841","0.104498119631313"
"Min 1x pro Woche","1996","35-65 Jahre alt","(Fach-)Abitur","52","0.145521103416701","0.107005756380895","0.184036450452506"
"Min 1x pro Woche","1996","35-65 Jahre alt","AkademikerInnen","86","0.093030531996929","0.0764709855108112","0.109590078483047"
"Min 1x pro Woche","1996","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1996","66 und älter","Hauptschulabschluss","202","0.193038047255308","0.169913084871506","0.21616300963911"
"Min 1x pro Woche","1996","66 und älter","Realschulabschluss","42","0.231414228070998","0.17064224254982","0.292186213592176"
"Min 1x pro Woche","1996","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1996","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","1996","16-34 Jahre alt","(noch) kein Abschluss","33","0.0636846090634374","0.0401625007647249","0.0872067173621499"
"Min 1x pro Monat","1996","16-34 Jahre alt","Hauptschulabschluss","133","0.0815529614821147","0.0673779470631969","0.0957279759010324"
"Min 1x pro Monat","1996","16-34 Jahre alt","Realschulabschluss","91","0.0559241460875389","0.0445438034491171","0.0673044887259607"
"Min 1x pro Monat","1996","16-34 Jahre alt","(Fach-)Abitur","63","0.0687214495785267","0.0496791584732334","0.08776374068382"
"Min 1x pro Monat","1996","16-34 Jahre alt","AkademikerInnen","33","0.0711649453430025","0.0467218622113412","0.0956080284746637"
