year,quintil_oecd,pli0098_h,proportion,n,lower_confidence,upper_confidence
2011,2. Quintil,Seltener,0.039235092432222264,41903,0.037376092307696694,0.041094092556747834
2011,5. Quintil,Min 1x pro Monat,0.029090523488035064,41903,0.027481365627131913,0.030699681348938215
2011,4. Quintil,Min 1x pro Monat,0.025732565126718746,41903,0.02421651295667857,0.027248617296758922
2011,1. Quintil,Seltener,0.022763422996712735,41903,0.021335344255626134,0.024191501737799336
2011,5. Quintil,Min 1x pro Woche,0.02255134141599802,41903,0.021129776553148166,0.023972906278847874
2011,3. Quintil,Min 1x pro Monat,0.020359831748612632,41903,0.019007591378378756,0.021712072118846508
2011,3. Quintil,Min 1x pro Woche,0.0191933830546817,41903,0.01787966861979277,0.020507097489570632
2011,4. Quintil,Min 1x pro Woche,0.018910607613728748,41903,0.017606418578537272,0.020214796648920223
2011,2. Quintil,Min 1x pro Woche,0.015976812413841857,41903,0.014776259663257593,0.01717736516442612
2011,2. Quintil,Min 1x pro Monat,0.01382064967657559,41903,0.01270281984743664,0.014938479505714539
2011,1. Quintil,Min 1x pro Woche,0.008942773320137145,41903,0.008041370338092374,0.009844176302181916
2011,1. Quintil,Min 1x pro Monat,0.007670283835848856,41903,0.006834936236412768,0.008505631435284945
2013,5. Quintil,Nie,0.15189125295508274,44486,0.14855594033994815,0.15522656557021733
2013,4. Quintil,Nie,0.12466509062253743,44486,0.12159533399531469,0.12773484724976017
2013,3. Quintil,Nie,0.1169424743892829,44486,0.11395623217792732,0.11992871660063849
2013,5. Quintil,Seltener,0.09369582348305752,44486,0.0909878681311077,0.09640377883500735
2013,2. Quintil,Nie,0.09247438928289992,44486,0.08978233028507104,0.09516644828072879
2013,4. Quintil,Seltener,0.0739558707643814,44486,0.07152396601187368,0.07638777551688912
2013,1. Quintil,Nie,0.06544523246650906,44486,0.06314704327073997,0.06774342166227815
2013,3. Quintil,Seltener,0.051418439716312055,44486,0.049366138140641745,0.053470741291982364
2013,2. Quintil,Seltener,0.03593380614657211,44486,0.03420419119875961,0.03766342109438461
2013,5. Quintil,Min 1x pro Monat,0.03049645390070922,44486,0.028898575357260536,0.0320943324441579
2013,4. Quintil,Min 1x pro Monat,0.024783293932230104,44486,0.023338604577597365,0.026227983286862842
2013,5. Quintil,Min 1x pro Woche,0.023404255319148935,44486,0.021999343002171413,0.024809167636126457
2013,4. Quintil,Min 1x pro Woche,0.02009456264775414,44486,0.01879056816007284,0.021398557135435436
2013,3. Quintil,Min 1x pro Monat,0.019936958234830576,44486,0.01863798306879535,0.0212359334008658
2013,3. Quintil,Min 1x pro Woche,0.018479117415287627,44486,0.01722760611003889,0.019730628720536363
2013,1. Quintil,Seltener,0.016312056737588652,44486,0.01513491860530948,0.017489194869867823
2013,2. Quintil,Min 1x pro Woche,0.014026792750197005,44486,0.012933953865207657,0.015119631635186353
2013,2. Quintil,Min 1x pro Monat,0.012411347517730497,44486,0.01138252157645862,0.013440173459002374
2013,1. Quintil,Min 1x pro Woche,0.008156028368794326,44486,0.007320222463119782,0.00899183427446887
2013,1. Quintil,Min 1x pro Monat,0.005476753349093775,44486,0.00479092812608632,0.006162578572101229
2015,5. Quintil,Nie,0.1588371918783247,38036,0.15516373637734654,0.16251064737930287
2015,4. Quintil,Nie,0.13789615643964936,38036,0.13443106640661495,0.14136124647268378
2015,3. Quintil,Nie,0.11358357683374541,38036,0.11039471781433928,0.11677243585315154
2015,5. Quintil,Seltener,0.0930546190155091,38036,0.0901350537621679,0.0959741842688503
2015,2. Quintil,Nie,0.09110661571888815,38036,0.08821467037782885,0.09399856105994744
2015,1. Quintil,Nie,0.0700157338727804,38036,0.067451283641041,0.0725801841045198
2015,4. Quintil,Seltener,0.0674683449464299,38036,0.0649475328636928,0.06998915702916701
2015,3. Quintil,Seltener,0.04510376863714692,38036,0.04301811034205384,0.04718942693224
2015,5. Quintil,Min 1x pro Monat,0.030793436727354462,38036,0.02905725210251494,0.032529621352193984
2015,2. Quintil,Seltener,0.030681051921780174,38036,0.02894793793976972,0.03241416590379063
2015,4. Quintil,Min 1x pro Monat,0.024537349217052522,38036,0.022982537529194245,0.0260921609049108
2015,5. Quintil,Min 1x pro Woche,0.021727729077695362,38036,0.02026253318509575,0.023192924970294973
2015,1. Quintil,Seltener,0.021053420244249645,38036,0.01961064235392153,0.02249619813457776
2015,4. Quintil,Min 1x pro Woche,0.01936764816063535,38036,0.01798264678771314,0.02075264953355756
2015,3. Quintil,Min 1x pro Monat,0.016258335206413427,38036,0.014987359581885315,0.01752931083094154
2015,3. Quintil,Min 1x pro Woche,0.0156589495766839,38036,0.01441124214075089,0.01690665701261691
2015,2. Quintil,Min 1x pro Woche,0.013448715067056267,38036,0.012291114098458896,0.014606316035653637
2015,2. Quintil,Min 1x pro Monat,0.012474713418745786,38036,0.011359268695931185,0.013590158141560388
2015,1. Quintil,Min 1x pro Woche,0.00899078444594291,38036,0.008042155676969703,0.009939413214916116
2015,1. Quintil,Min 1x pro Monat,0.007941859593916236,38036,0.007049811402716979,0.008833907785115494
2017,5. Quintil,Nie,0.1785949217208262,45410,0.17507207647952272,0.18211776696212967
2017,4. Quintil,Nie,0.12455597947638469,45410,0.12151875562735939,0.12759320332541
2017,3. Quintil,Nie,0.09870411787922642,45410,0.09596076515893802,0.10144747059951482
2017,5. Quintil,Seltener,0.09238915932114196,45410,0.08972573313474236,0.09505258550754156
2017,2. Quintil,Nie,0.07193132482568083,45410,0.06955487085365467,0.074307778797707
2017,1. Quintil,Nie,0.06870806472832522,45410,0.06638143592915635,0.07103469352749409
2017,4. Quintil,Seltener,0.05512432574661229,45410,0.0530251959191785,0.057223455574046074
2017,-6,Nie,0.04538876463623207,45410,0.043474209964816254,0.04730331930764789
2017,3. Quintil,Seltener,0.035488751480068415,45410,0.03378706585854346,0.03719043710159337
2017,5. Quintil,Min 1x pro Monat,0.03236416261018287,45410,0.030736484661004385,0.03399184055936136
2017,5. Quintil,Min 1x pro Woche,0.022365478226549138,45410,0.02100541944408175,0.023725537009016525
2017,2. Quintil,Seltener,0.02213524536245231,45410,0.020782045680274648,0.02348844504462997
2017,4. Quintil,Min 1x pro Monat,0.020293382449677672,45410,0.018996485223826003,0.02159027967552934
2017,1. Quintil,Seltener,0.01779371135376924,45410,0.016577763511970444,0.019009659195568036
2017,4. Quintil,Min 1x pro Woche,0.0172674648072622,45410,0.01606931181308845,0.018465617801435952
2017,1. Quintil,Min 1x pro Woche,0.014833574529667149,45410,0.01372169424208623,0.015945454817248066
2017,3. Quintil,Min 1x pro Monat,0.013353506117616104,45410,0.012297761772895557,0.01440925046233665
2017,-6,Seltener,0.013090382844362584,45410,0.012044952299250164,0.014135813389475005
2017,3. Quintil,Min 1x pro Woche,0.012366793842915405,45410,0.01135029538855558,0.01338329229727523
2017,-6,Min 1x pro Woche,0.011972108933035127,45410,0.010971762903930824,0.01297245496213943
2017,2. Quintil,Min 1x pro Woche,0.01062360215761084,45410,0.009680634076160256,0.011566570239061425
2017,1. Quintil,Min 1x pro Monat,0.008551506380739376,45410,0.00770459745289015,0.009398415308588603
2017,2. Quintil,Min 1x pro Monat,0.007893698197605579,45410,0.007079744531767964,0.008707651863443194
2017,-6,Min 1x pro Monat,0.004209972372056309,45410,0.003614442117592883,0.004805502626519734
2018,1. Quintil,Nie,0.3641819330385344,43121,0.35964003594614224,0.3687238301309266
2018,1. Quintil,Seltener,0.1127605811749842,43121,0.1097751248196409,0.11574603753032751
2018,1. Quintil,Min 1x pro Woche,0.0998104864181933,43121,0.09698126641334613,0.10263970642304047
2018,2. Quintil,Nie,0.07770056854074542,43121,0.07517383335452173,0.08022730372696911
2018,1. Quintil,Min 1x pro Monat,0.05622236260265319,43121,0.05404815481669002,0.058396570388616356
2018,-6,Nie,0.049273531269740996,43121,0.04723063509187243,0.05131642744760956
2018,3. Quintil,Nie,0.03979785217940619,43121,0.037952739839909065,0.04164296451890332
2018,2. Quintil,Min 1x pro Woche,0.031901452937460516,43121,0.03024271921051304,0.03356018666440799
2018,2. Quintil,Seltener,0.030322173089071383,43121,0.02870369973709894,0.03194064644104383
2018,4. Quintil,Nie,0.023057485786481365,43121,0.021640869798418793,0.024474101774543938
2018,-6,Seltener,0.017687934301958308,43121,0.016443777962117746,0.01893209064179887
2018,-6,Min 1x pro Woche,0.014845230574857865,43121,0.013703779332132314,0.015986681817583417
2018,2. Quintil,Min 1x pro Monat,0.014529374605180037,43121,0.013399950736223201,0.015658798474136874
2018,3. Quintil,Min 1x pro Woche,0.011370814908401769,43121,0.010370068205183157,0.01237156161162038
2018,3. Quintil,Seltener,0.010739102969046115,43121,0.009766241318603893,0.011711964619488336
2018,-6,Min 1x pro Monat,0.00915982312065698,43121,0.008260621652702253,0.010059024588611708
2018,5. Quintil,Nie,0.008843967150979154,43121,0.007960264344545352,0.009727669957412956
2018,4. Quintil,Min 1x pro Woche,0.0066329753632343655,43121,0.005866813163756652,0.007399137562712079
2018,3. Quintil,Min 1x pro Monat,0.005369551484523057,43121,0.004679769988410041,0.006059332980636074
2018,4. Quintil,Seltener,0.00505369551484523,43121,0.004384402924300187,0.005722988105390274
2018,4. Quintil,Min 1x pro Monat,0.004421983575489577,43121,0.0037957189646192603,0.005048248186359894
2018,5. Quintil,Seltener,0.002842703727100442,43121,0.002340176849880077,0.003345230604320807
2018,5. Quintil,Min 1x pro Woche,0.0022109917877447885,43121,0.0017676643795473707,0.0026543191959422065
2018,5. Quintil,Min 1x pro Monat,0.0012634238787113076,43121,0.0009281407678385159,0.0015987069895840992
2019,5. Quintil,Nie,0.22824685507195874,42417,0.22425267443599634,0.23224103570792115
2019,5. Quintil,Seltener,0.12475171620726905,42417,0.12160704680386096,0.12789638561067715
2019,4. Quintil,Nie,0.1246123288148587,42417,0.1214691664492191,0.1277554911804983
2019,3. Quintil,Nie,0.08398090392723978,42417,0.08134136158647069,0.08662044626800887
2019,1. Quintil,Nie,0.07523434505348991,42417,0.07272413528631136,0.07774455482066847
2019,2. Quintil,Nie,0.06579084921768825,42417,0.06343150720427049,0.06815019123110602
2019,4. Quintil,Seltener,0.05328083074885877,42417,0.051143448609243504,0.05541821288847403
2019,5. Quintil,Min 1x pro Monat,0.03913301041920758,42417,0.037287615320583674,0.04097840551783149
2019,3. Quintil,Seltener,0.0329999651531519,42417,0.03129993712239369,0.03469999318391011
2019,5. Quintil,Min 1x pro Woche,0.026832073038993622,42417,0.025294247375777137,0.028369898702210107
2019,1. Quintil,Seltener,0.021988361152733737,42417,0.020592781788588657,0.023383940516878816
2019,2. Quintil,Seltener,0.021639892671707843,42417,0.020255169320427858,0.023024616022987828
2019,4. Quintil,Min 1x pro Monat,0.016343171760114298,42417,0.015136536325750464,0.017549807194478132
2019,4. Quintil,Min 1x pro Woche,0.015681081646165104,42417,0.014498742630750365,0.01686342066157984
2019,1. Quintil,Min 1x pro Woche,0.0134508833675994,42417,0.012354604970190763,0.014547161765008039
2019,2. Quintil,Min 1x pro Woche,0.011325225633341464,42417,0.010318209901847836,0.012332241364835092
2019,3. Quintil,Min 1x pro Woche,0.011290378785238876,42417,0.010284895783121143,0.012295861787356609
2019,3. Quintil,Min 1x pro Monat,0.010349513886468969,42417,0.009386379266910503,0.011312648506027435
2019,2. Quintil,Min 1x pro Monat,0.008154162456005854,42417,0.007298312043877684,0.009010012868134024
2019,1. Quintil,Min 1x pro Monat,0.006864829076210057,42417,0.006079041528855021,0.007650616623565093
2019,-6,Nie,0.004843711886259888,42417,0.00418298665170653,0.005504437120813246
2019,-6,Seltener,0.0021605045823605254,42417,0.001718635070106834,0.002602374094614217
2019,-6,Min 1x pro Woche,0.0007317838101543715,42417,0.0004744371524249598,0.0009891304678837833
2019,-6,Min 1x pro Monat,0.0003136216329233021,42417,0.00014511345218325765,0.00048212981366334653
