,Unnamed: 0,year,bula_h,pgisced97,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
808,808,2001,Lower Saxony,Upper Secondary Level,Seldom,0.35566,377,19367,0.33888,0.38326
809,809,2001,Lower Saxony,Upper Secondary Level,Never,0.45245,445,19367,0.42874,0.47729
810,810,2001,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.41593,37,19367,0.34123,0.51193
811,811,2001,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.58407,49,19367,0.47284,0.67105
812,812,2001,Lower Saxony,First Stage of Tertiary Education,Seldom,0.43842,45,19367,0.36678,0.51507
813,813,2001,Lower Saxony,First Stage of Tertiary Education,Never,0.56158,54,19367,0.46623,0.65547
814,814,2001,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.35866,71,19367,0.31209,0.40611
815,815,2001,Lower Saxony,Second Stage of Tertiary Education,Never,0.64134,123,19367,0.57981,0.70201
816,816,2001,Bremen,Upper Secondary Level,Never,1.0,49,19367,0.81286,1.20482
817,817,2001,North Rhine-Westphalia,Pre-primary Level,Seldom,0.39647,37,19367,0.31902,0.47894
818,818,2001,North Rhine-Westphalia,Pre-primary Level,Never,0.60353,63,19367,0.51958,0.70154
819,819,2001,North Rhine-Westphalia,Primary Level,Seldom,0.36641,32,19367,0.30773,0.44349
820,820,2001,North Rhine-Westphalia,Primary Level,Never,0.63359,50,19367,0.51397,0.75937
821,821,2001,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.14751,97,19367,0.13424,0.16767
822,822,2001,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.09702,71,19367,0.08473,0.11112
823,823,2001,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.27393,185,19367,0.25368,0.30094
824,824,2001,North Rhine-Westphalia,Lower Secondary Level,Never,0.48154,333,19367,0.45031,0.5127
825,825,2001,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.11675,264,19367,0.10811,0.12378
826,826,2001,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.09169,233,19367,0.08568,0.09956
827,827,2001,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.3029,736,19367,0.28965,0.31752
828,828,2001,North Rhine-Westphalia,Upper Secondary Level,Never,0.48866,1106,19367,0.47332,0.50827
829,829,2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.4446,122,19367,0.38815,0.50248
830,830,2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.5554,141,19367,0.50022,0.61336
831,831,2001,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.15333,54,19367,0.1309,0.17602
832,832,2001,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.09337,34,19367,0.07623,0.11558
833,833,2001,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.38656,129,19367,0.33983,0.43459
834,834,2001,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.36674,135,19367,0.33093,0.40177
835,835,2001,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.12425,80,19367,0.10874,0.14342
836,836,2001,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.10873,73,19367,0.09456,0.12634
837,837,2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.36474,221,19367,0.33036,0.39868
838,838,2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.40228,260,19367,0.37052,0.43381
839,839,2001,Hesse,Lower Secondary Level,Seldom,0.34156,61,19367,0.29287,0.41091
840,840,2001,Hesse,Lower Secondary Level,Never,0.65844,120,19367,0.57673,0.72116
841,841,2001,Hesse,Upper Secondary Level,At least once per week,0.0787,52,19367,0.069,0.08918
842,842,2001,Hesse,Upper Secondary Level,At least once per month,0.11174,81,19367,0.09986,0.12277
843,843,2001,Hesse,Upper Secondary Level,Seldom,0.39386,294,19367,0.36113,0.41734
844,844,2001,Hesse,Upper Secondary Level,Never,0.4157,323,19367,0.39232,0.44342
845,845,2001,Hesse,Post-secondary Non-tertiary Level,Seldom,0.38453,32,19367,0.31117,0.47273
846,846,2001,Hesse,Post-secondary Non-tertiary Level,Never,0.61547,62,19367,0.54039,0.67632
847,847,2001,Hesse,First Stage of Tertiary Education,Seldom,0.49546,35,19367,0.41694,0.60115
848,848,2001,Hesse,First Stage of Tertiary Education,Never,0.50454,32,19367,0.40431,0.58829
849,849,2001,Hesse,Second Stage of Tertiary Education,Seldom,0.39555,72,19367,0.34781,0.44672
850,850,2001,Hesse,Second Stage of Tertiary Education,Never,0.60445,118,19367,0.5378,0.67797
851,851,2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.23265,47,19367,0.19942,0.26859
852,852,2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.30576,70,19367,0.27316,0.34466
853,853,2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.46159,102,19367,0.41313,0.51479
854,854,2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.12563,86,19367,0.1147,0.13604
855,855,2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.08414,67,19367,0.07365,0.09588
856,856,2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.36855,264,19367,0.34595,0.38761
857,857,2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.42168,317,19367,0.39839,0.44527
858,858,2001,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,1.0,31,19367,0.85202,1.16597
859,859,2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.37099,36,19367,0.30347,0.43825
860,860,2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.62901,47,19367,0.4948,0.7582
861,861,2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.44008,46,19367,0.35857,0.51422
862,862,2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.55992,52,19367,0.46896,0.67146
863,863,2001,Baden-Wuerttemberg,Pre-primary Level,Never,1.0,35,19367,0.89108,1.09885
864,864,2001,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.17409,83,19367,0.14845,0.20186
865,865,2001,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.11621,65,19367,0.09379,0.13828
866,866,2001,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.33619,177,19367,0.29772,0.37994
867,867,2001,Baden-Wuerttemberg,Lower Secondary Level,Never,0.37351,195,19367,0.33162,0.41689
868,868,2001,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.10115,132,19367,0.09088,0.11114
869,869,2001,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.14378,172,19367,0.12761,0.16054
870,870,2001,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36109,472,19367,0.33929,0.37934
871,871,2001,Baden-Wuerttemberg,Upper Secondary Level,Never,0.39398,464,19367,0.37004,0.41816
872,872,2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.52573,50,19367,0.44994,0.63447
873,873,2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.47427,39,19367,0.39608,0.57043
874,874,2001,Baden-Wuerttemberg,First Stage of Tertiary Education,At least once per month,0.17227,32,19367,0.13038,0.21289
875,875,2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.3889,81,19367,0.33235,0.4439
876,876,2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.43884,68,19367,0.37653,0.51323
877,877,2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.10233,43,19367,0.08284,0.12216
878,878,2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.12757,50,19367,0.10882,0.15436
879,879,2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.31554,122,19367,0.28545,0.34665
880,880,2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.45456,149,19367,0.40474,0.49846
881,881,2001,Bavaria,Lower Secondary Level,At least once per week,0.18308,81,19367,0.16074,0.20594
882,882,2001,Bavaria,Lower Secondary Level,At least once per month,0.16558,80,19367,0.14542,0.1874
883,883,2001,Bavaria,Lower Secondary Level,Seldom,0.30511,138,19367,0.27512,0.34119
884,884,2001,Bavaria,Lower Secondary Level,Never,0.34623,151,19367,0.31216,0.37707
885,885,2001,Bavaria,Upper Secondary Level,At least once per week,0.1509,246,19367,0.1391,0.16115
886,886,2001,Bavaria,Upper Secondary Level,At least once per month,0.15929,286,19367,0.14748,0.17216
887,887,2001,Bavaria,Upper Secondary Level,Seldom,0.33098,557,19367,0.31413,0.34487
888,888,2001,Bavaria,Upper Secondary Level,Never,0.35882,578,19367,0.3435,0.37951
889,889,2001,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.50931,51,19367,0.43244,0.58921
890,890,2001,Bavaria,Post-secondary Non-tertiary Level,Never,0.49069,55,19367,0.40518,0.59834
891,891,2001,Bavaria,First Stage of Tertiary Education,At least once per week,0.16264,33,19367,0.13078,0.20583
892,892,2001,Bavaria,First Stage of Tertiary Education,At least once per month,0.14174,41,19367,0.11895,0.1578
893,893,2001,Bavaria,First Stage of Tertiary Education,Seldom,0.32925,87,19367,0.287,0.37709
894,894,2001,Bavaria,First Stage of Tertiary Education,Never,0.36636,75,19367,0.31104,0.43264
895,895,2001,Bavaria,Second Stage of Tertiary Education,At least once per week,0.17178,62,19367,0.14948,0.19622
896,896,2001,Bavaria,Second Stage of Tertiary Education,At least once per month,0.11367,56,19367,0.09329,0.13381
897,897,2001,Bavaria,Second Stage of Tertiary Education,Seldom,0.33178,149,19367,0.29911,0.36414
898,898,2001,Bavaria,Second Stage of Tertiary Education,Never,0.38277,158,19367,0.34795,0.41691
899,899,2001,Berlin,Lower Secondary Level,Never,1.0,66,19367,0.86371,1.12964
900,900,2001,Berlin,Upper Secondary Level,Seldom,0.12885,45,19367,0.10476,0.15036
901,901,2001,Berlin,Upper Secondary Level,Never,0.87115,269,19367,0.82485,0.92699
902,902,2001,Berlin,First Stage of Tertiary Education,Never,1.0,49,19367,0.81071,1.17137
903,903,2001,Berlin,Second Stage of Tertiary Education,Seldom,0.21731,46,19367,0.17676,0.25265
904,904,2001,Berlin,Second Stage of Tertiary Education,Never,0.78269,159,19367,0.7087,0.8575
905,905,2001,Brandenburg,Lower Secondary Level,Never,1.0,75,19367,0.85739,1.16769
906,906,2001,Brandenburg,Upper Secondary Level,Seldom,0.14924,68,19367,0.12964,0.16789
907,907,2001,Brandenburg,Upper Secondary Level,Never,0.85076,380,19367,0.80311,0.89209
908,908,2001,Brandenburg,First Stage of Tertiary Education,Never,1.0,48,19367,0.81391,1.19913
909,909,2001,Brandenburg,Second Stage of Tertiary Education,Seldom,0.16094,44,19367,0.14002,0.18378
910,910,2001,Brandenburg,Second Stage of Tertiary Education,Never,0.83906,195,19367,0.77794,0.89898
911,911,2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.21939,53,19367,0.18892,0.25966
912,912,2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.78061,224,19367,0.72108,0.82871
913,913,2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,79,19367,0.86374,1.13702
914,914,2001,Saxony,Lower Secondary Level,Never,1.0,110,19367,0.90038,1.103
915,915,2001,Saxony,Upper Secondary Level,At least once per week,0.03468,35,19367,0.0291,0.04105
916,916,2001,Saxony,Upper Secondary Level,At least once per month,0.04186,41,19367,0.03671,0.0481
917,917,2001,Saxony,Upper Secondary Level,Seldom,0.16239,152,19367,0.14818,0.17676
918,918,2001,Saxony,Upper Secondary Level,Never,0.76107,690,19367,0.72826,0.79394
919,919,2001,Saxony,First Stage of Tertiary Education,Never,1.0,79,19367,0.87026,1.13171
920,920,2001,Saxony,Second Stage of Tertiary Education,Seldom,0.24073,71,19367,0.20976,0.276
921,921,2001,Saxony,Second Stage of Tertiary Education,Never,0.75927,252,19367,0.71368,0.81202
922,922,2001,Saxony-Anhalt,Lower Secondary Level,Never,1.0,70,19367,0.84731,1.19492
923,923,2001,Saxony-Anhalt,Upper Secondary Level,Seldom,0.13719,78,19367,0.12164,0.15716
924,924,2001,Saxony-Anhalt,Upper Secondary Level,Never,0.86281,413,19367,0.82331,0.91583
925,925,2001,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,81,19367,0.90068,1.12237
926,926,2001,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.11729,31,19367,0.09241,0.1419
927,927,2001,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.88271,167,19367,0.82335,0.96384
928,928,2001,Thuringa,Lower Secondary Level,Never,1.0,41,19367,0.80373,1.21944
929,929,2001,Thuringa,Upper Secondary Level,At least once per month,0.0474,31,19367,0.04043,0.05363
930,930,2001,Thuringa,Upper Secondary Level,Seldom,0.19559,127,19367,0.1774,0.21458
931,931,2001,Thuringa,Upper Secondary Level,Never,0.75701,431,19367,0.7176,0.80561
932,932,2001,Thuringa,First Stage of Tertiary Education,Never,1.0,40,19367,0.82813,1.14085
933,933,2001,Thuringa,Second Stage of Tertiary Education,Seldom,0.24716,37,19367,0.19612,0.3109
934,934,2001,Thuringa,Second Stage of Tertiary Education,Never,0.75284,106,19367,0.67787,0.84749
935,935,2003,Schleswig-Holstein,Lower Secondary Level,Never,1.0,48,19444,0.84305,1.14523
936,936,2003,Schleswig-Holstein,Upper Secondary Level,Seldom,0.52556,169,19444,0.48132,0.5764
937,937,2003,Schleswig-Holstein,Upper Secondary Level,Never,0.47444,158,19444,0.42978,0.52716
938,938,2003,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.53717,54,19444,0.44099,0.65204
939,939,2003,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.46283,37,19444,0.31506,0.60451
940,940,2003,Hamburg,Upper Secondary Level,Seldom,0.2807,35,19444,0.21278,0.35197
941,941,2003,Hamburg,Upper Secondary Level,Never,0.7193,94,19444,0.6299,0.80261
942,942,2003,Hamburg,Second Stage of Tertiary Education,Never,1.0,40,19444,0.73174,1.35171
943,943,2003,Lower Saxony,Lower Secondary Level,At least once per week,0.13839,34,19444,0.10918,0.17678
944,944,2003,Lower Saxony,Lower Secondary Level,Seldom,0.29558,84,19444,0.25186,0.34381
945,945,2003,Lower Saxony,Lower Secondary Level,Never,0.56603,127,19444,0.50016,0.63484
946,946,2003,Lower Saxony,Upper Secondary Level,At least once per week,0.07366,75,19444,0.06198,0.08494
947,947,2003,Lower Saxony,Upper Secondary Level,At least once per month,0.0951,90,19444,0.0841,0.10685
948,948,2003,Lower Saxony,Upper Secondary Level,Seldom,0.34922,354,19444,0.32081,0.37691
949,949,2003,Lower Saxony,Upper Secondary Level,Never,0.48201,466,19444,0.45335,0.51186
950,950,2003,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.50728,51,19444,0.39916,0.63111
951,951,2003,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.49272,50,19444,0.39328,0.59976
952,952,2003,Lower Saxony,First Stage of Tertiary Education,Seldom,0.44286,49,19444,0.34595,0.54465
953,953,2003,Lower Saxony,First Stage of Tertiary Education,Never,0.55714,52,19444,0.45817,0.66735
954,954,2003,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.36492,105,19444,0.31438,0.42316
955,955,2003,Lower Saxony,Second Stage of Tertiary Education,Never,0.63508,137,19444,0.53804,0.74109
956,956,2003,Bremen,Upper Secondary Level,Never,1.0,53,19444,0.78804,1.18158
957,957,2003,North Rhine-Westphalia,Pre-primary Level,Seldom,0.36983,45,19444,0.29668,0.45223
958,958,2003,North Rhine-Westphalia,Pre-primary Level,Never,0.63017,69,19444,0.51828,0.73672
959,959,2003,North Rhine-Westphalia,Primary Level,Never,1.0,46,19444,0.85949,1.14352
960,960,2003,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.14412,87,19444,0.12828,0.16173
961,961,2003,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.09912,64,19444,0.08567,0.11316
962,962,2003,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.24636,149,19444,0.22322,0.27702
963,963,2003,North Rhine-Westphalia,Lower Secondary Level,Never,0.5104,283,19444,0.47002,0.56393
964,964,2003,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.11326,253,19444,0.10603,0.12004
965,965,2003,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.08389,208,19444,0.07612,0.09289
966,966,2003,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.35988,802,19444,0.34189,0.37544
967,967,2003,North Rhine-Westphalia,Upper Secondary Level,Never,0.44297,974,19444,0.42176,0.46539
968,968,2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.39286,120,19444,0.33325,0.45327
969,969,2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.60714,160,19444,0.54238,0.68017
970,970,2003,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per week,0.14137,44,19444,0.11123,0.16562
971,971,2003,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.10634,36,19444,0.08,0.13377
972,972,2003,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.35756,114,19444,0.31017,0.41749
973,973,2003,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.39473,137,19444,0.3358,0.45419
974,974,2003,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.15181,113,19444,0.12593,0.17739
975,975,2003,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.0744,78,19444,0.06193,0.08877
976,976,2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.31353,282,19444,0.27864,0.34922
977,977,2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.46026,363,19444,0.41818,0.50252
978,978,2003,Hesse,Lower Secondary Level,Seldom,0.40327,75,19444,0.35185,0.46607
979,979,2003,Hesse,Lower Secondary Level,Never,0.59673,96,19444,0.52231,0.68175
980,980,2003,Hesse,Upper Secondary Level,At least once per week,0.07801,47,19444,0.06455,0.09435
981,981,2003,Hesse,Upper Secondary Level,At least once per month,0.07545,54,19444,0.06238,0.08955
982,982,2003,Hesse,Upper Secondary Level,Seldom,0.39029,284,19444,0.36218,0.41608
983,983,2003,Hesse,Upper Secondary Level,Never,0.45624,309,19444,0.4199,0.48798
984,984,2003,Hesse,Post-secondary Non-tertiary Level,Seldom,0.48793,48,19444,0.37623,0.59599
985,985,2003,Hesse,Post-secondary Non-tertiary Level,Never,0.51207,51,19444,0.43103,0.59638
986,986,2003,Hesse,First Stage of Tertiary Education,Seldom,0.53717,40,19444,0.42063,0.67444
987,987,2003,Hesse,First Stage of Tertiary Education,Never,0.46283,42,19444,0.37264,0.57724
988,988,2003,Hesse,Second Stage of Tertiary Education,At least once per month,0.11505,31,19444,0.08235,0.15268
989,989,2003,Hesse,Second Stage of Tertiary Education,Seldom,0.33657,101,19444,0.27574,0.39281
990,990,2003,Hesse,Second Stage of Tertiary Education,Never,0.54839,172,19444,0.47966,0.62036
991,991,2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.23871,38,19444,0.20391,0.27707
992,992,2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.30608,75,19444,0.27072,0.34971
993,993,2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.45521,91,19444,0.40338,0.50436
994,994,2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.10553,72,19444,0.09355,0.11989
995,995,2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.13396,92,19444,0.11705,0.15246
996,996,2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.34799,262,19444,0.32135,0.3839
997,997,2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.41251,266,19444,0.3805,0.44317
998,998,2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.38541,41,19444,0.3032,0.48844
