,Unnamed: 0,year,bula_h,sex,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
643,643,2001,Hesse,male,At least once per month,0.06789,52,21248,0.0602,0.07848
644,644,2001,Hesse,male,Seldom,0.34973,248,21248,0.32166,0.37463
645,645,2001,Hesse,male,Never,0.50639,361,21248,0.47643,0.53995
646,646,2001,Hesse,female,At least once per week,0.11817,75,21248,0.10355,0.13627
647,647,2001,Hesse,female,At least once per month,0.12298,92,21248,0.11038,0.13576
648,648,2001,Hesse,female,Seldom,0.34816,257,21248,0.31909,0.3755
649,649,2001,Hesse,female,Never,0.4107,337,21248,0.3875,0.43567
650,650,2001,"Rhineland-Palatinate, Saarland",male,At least once per week,0.09344,60,21248,0.08163,0.10632
651,651,2001,"Rhineland-Palatinate, Saarland",male,At least once per month,0.08993,56,21248,0.07766,0.10447
652,652,2001,"Rhineland-Palatinate, Saarland",male,Seldom,0.34289,217,21248,0.3175,0.36386
653,653,2001,"Rhineland-Palatinate, Saarland",male,Never,0.47374,300,21248,0.44691,0.50194
654,654,2001,"Rhineland-Palatinate, Saarland",female,At least once per week,0.17029,111,21248,0.15479,0.18361
655,655,2001,"Rhineland-Palatinate, Saarland",female,At least once per month,0.10089,81,21248,0.09167,0.10981
656,656,2001,"Rhineland-Palatinate, Saarland",female,Seldom,0.32634,240,21248,0.3044,0.34905
657,657,2001,"Rhineland-Palatinate, Saarland",female,Never,0.40248,282,21248,0.37359,0.43075
658,658,2001,Baden-Wuerttemberg,male,At least once per week,0.09591,128,21248,0.08696,0.10703
659,659,2001,Baden-Wuerttemberg,male,At least once per month,0.10729,140,21248,0.0966,0.12004
660,660,2001,Baden-Wuerttemberg,male,Seldom,0.35137,464,21248,0.33167,0.37266
661,661,2001,Baden-Wuerttemberg,male,Never,0.44543,525,21248,0.42388,0.47373
662,662,2001,Baden-Wuerttemberg,female,At least once per week,0.13082,178,21248,0.12064,0.14278
663,663,2001,Baden-Wuerttemberg,female,At least once per month,0.1578,203,21248,0.14455,0.17256
664,664,2001,Baden-Wuerttemberg,female,Seldom,0.352,492,21248,0.32824,0.37413
665,665,2001,Baden-Wuerttemberg,female,Never,0.35938,452,21248,0.33902,0.38231
666,666,2001,Bavaria,male,At least once per week,0.14181,194,21248,0.1313,0.15422
667,667,2001,Bavaria,male,At least once per month,0.12764,200,21248,0.11652,0.13984
668,668,2001,Bavaria,male,Seldom,0.34279,502,21248,0.32377,0.35808
669,669,2001,Bavaria,male,Never,0.38776,526,21248,0.3683,0.41036
670,670,2001,Bavaria,female,At least once per week,0.17822,265,21248,0.16684,0.19189
671,671,2001,Bavaria,female,At least once per month,0.163,285,21248,0.15031,0.17309
672,672,2001,Bavaria,female,Seldom,0.31961,512,21248,0.30462,0.33625
673,673,2001,Bavaria,female,Never,0.33917,527,21248,0.32397,0.35887
674,674,2001,Berlin,male,Seldom,0.15624,56,21248,0.13398,0.1833
675,675,2001,Berlin,male,Never,0.84376,305,21248,0.78496,0.88619
676,676,2001,Berlin,female,Seldom,0.16987,66,21248,0.14318,0.20321
677,677,2001,Berlin,female,Never,0.83013,302,21248,0.78309,0.88184
678,678,2001,Brandenburg,male,Seldom,0.13315,65,21248,0.11615,0.14864
679,679,2001,Brandenburg,male,Never,0.86685,374,21248,0.81622,0.90825
680,680,2001,Brandenburg,female,Seldom,0.1746,83,21248,0.15548,0.19451
681,681,2001,Brandenburg,female,Never,0.8254,367,21248,0.77837,0.87102
682,682,2001,Mecklenburg-Western Pomerania,male,Seldom,0.24825,47,21248,0.20847,0.29261
683,683,2001,Mecklenburg-Western Pomerania,male,Never,0.75175,177,21248,0.70039,0.81217
684,684,2001,Mecklenburg-Western Pomerania,female,Seldom,0.24099,54,21248,0.20529,0.28085
685,685,2001,Mecklenburg-Western Pomerania,female,Never,0.75901,203,21248,0.693,0.81816
686,686,2001,Saxony,male,At least once per month,0.04877,41,21248,0.04274,0.05576
687,687,2001,Saxony,male,Seldom,0.17304,126,21248,0.15848,0.18665
688,688,2001,Saxony,male,Never,0.77819,586,21248,0.73714,0.81696
689,689,2001,Saxony,female,At least once per week,0.05163,41,21248,0.04326,0.06031
690,690,2001,Saxony,female,At least once per month,0.04582,43,21248,0.03779,0.05322
691,691,2001,Saxony,female,Seldom,0.19487,164,21248,0.17805,0.21251
692,692,2001,Saxony,female,Never,0.70767,602,21248,0.67348,0.74435
693,693,2001,Saxony-Anhalt,male,Seldom,0.12304,59,21248,0.10748,0.14435
694,694,2001,Saxony-Anhalt,male,Never,0.87696,388,21248,0.8334,0.9232
695,695,2001,Saxony-Anhalt,female,Seldom,0.1384,82,21248,0.12215,0.15789
696,696,2001,Saxony-Anhalt,female,Never,0.8616,393,21248,0.80485,0.90805
697,697,2001,Thuringa,male,Seldom,0.21125,97,21248,0.18488,0.23492
698,698,2001,Thuringa,male,Never,0.78875,336,21248,0.73395,0.83753
699,699,2001,Thuringa,female,At least once per month,0.06794,32,21248,0.05522,0.08617
700,700,2001,Thuringa,female,Seldom,0.21006,115,21248,0.19195,0.2293
701,701,2001,Thuringa,female,Never,0.722,320,21248,0.67055,0.77512
702,702,2003,Schleswig-Holstein,male,Seldom,0.47208,142,21553,0.41728,0.52611
703,703,2003,Schleswig-Holstein,male,Never,0.52792,148,21553,0.47526,0.60327
704,704,2003,Schleswig-Holstein,female,Seldom,0.51415,155,21553,0.46059,0.57477
705,705,2003,Schleswig-Holstein,female,Never,0.48585,151,21553,0.43085,0.54358
706,706,2003,Hamburg,male,Seldom,0.29926,40,21553,0.21635,0.38068
707,707,2003,Hamburg,male,Never,0.70074,81,21553,0.58855,0.82819
708,708,2003,Hamburg,female,Seldom,0.31792,47,21553,0.2397,0.38872
709,709,2003,Hamburg,female,Never,0.68208,91,21553,0.59437,0.77306
710,710,2003,Lower Saxony,male,At least once per week,0.08157,78,21553,0.06518,0.0973
711,711,2003,Lower Saxony,male,At least once per month,0.07851,70,21553,0.06622,0.08882
712,712,2003,Lower Saxony,male,Seldom,0.30955,302,21553,0.28499,0.33522
713,713,2003,Lower Saxony,male,Never,0.53037,468,21553,0.49453,0.56463
714,714,2003,Lower Saxony,female,At least once per week,0.09678,86,21553,0.08244,0.11188
715,715,2003,Lower Saxony,female,At least once per month,0.09654,97,21553,0.08355,0.10939
716,716,2003,Lower Saxony,female,Seldom,0.3601,379,21553,0.32838,0.38282
717,717,2003,Lower Saxony,female,Never,0.44658,415,21553,0.41692,0.47677
718,718,2003,Bremen,male,Never,1.0,50,21553,0.79545,1.17429
719,719,2003,Bremen,female,Never,1.0,57,21553,0.80738,1.21695
720,720,2003,North Rhine-Westphalia,male,At least once per week,0.10371,246,21553,0.0955,0.11245
721,721,2003,North Rhine-Westphalia,male,At least once per month,0.07455,178,21553,0.06652,0.0827
722,722,2003,North Rhine-Westphalia,male,Seldom,0.31919,732,21553,0.30095,0.3367
723,723,2003,North Rhine-Westphalia,male,Never,0.50255,1081,21553,0.47839,0.52795
724,724,2003,North Rhine-Westphalia,female,At least once per week,0.14612,315,21553,0.13541,0.15611
725,725,2003,North Rhine-Westphalia,female,At least once per month,0.09382,259,21553,0.08624,0.10214
726,726,2003,North Rhine-Westphalia,female,Seldom,0.33849,818,21553,0.32438,0.35518
727,727,2003,North Rhine-Westphalia,female,Never,0.42158,983,21553,0.40242,0.44121
728,728,2003,Hesse,male,At least once per week,0.06474,40,21553,0.04789,0.08011
729,729,2003,Hesse,male,At least once per month,0.06206,46,21553,0.04999,0.07781
730,730,2003,Hesse,male,Seldom,0.35916,278,21553,0.32819,0.39386
731,731,2003,Hesse,male,Never,0.51405,367,21553,0.47224,0.54598
732,732,2003,Hesse,female,At least once per week,0.09255,59,21553,0.07555,0.10825
733,733,2003,Hesse,female,At least once per month,0.11104,83,21553,0.09368,0.12758
734,734,2003,Hesse,female,Seldom,0.37178,285,21553,0.34135,0.40986
735,735,2003,Hesse,female,Never,0.42464,339,21553,0.38962,0.45956
736,736,2003,"Rhineland-Palatinate, Saarland",male,At least once per week,0.08163,53,21553,0.06696,0.09622
737,737,2003,"Rhineland-Palatinate, Saarland",male,At least once per month,0.13855,80,21553,0.11877,0.15791
738,738,2003,"Rhineland-Palatinate, Saarland",male,Seldom,0.30507,216,21553,0.27896,0.33137
739,739,2003,"Rhineland-Palatinate, Saarland",male,Never,0.47475,282,21553,0.43475,0.52199
740,740,2003,"Rhineland-Palatinate, Saarland",female,At least once per week,0.15892,100,21553,0.14265,0.17751
741,741,2003,"Rhineland-Palatinate, Saarland",female,At least once per month,0.13136,100,21553,0.11446,0.14589
742,742,2003,"Rhineland-Palatinate, Saarland",female,Seldom,0.33238,265,21553,0.30233,0.36633
743,743,2003,"Rhineland-Palatinate, Saarland",female,Never,0.37734,245,21553,0.34912,0.41164
744,744,2003,Baden-Wuerttemberg,male,At least once per week,0.0888,122,21553,0.07614,0.10407
745,745,2003,Baden-Wuerttemberg,male,At least once per month,0.1235,162,21553,0.10883,0.14095
746,746,2003,Baden-Wuerttemberg,male,Seldom,0.37072,478,21553,0.34513,0.39123
747,747,2003,Baden-Wuerttemberg,male,Never,0.41698,539,21553,0.38948,0.44549
748,748,2003,Baden-Wuerttemberg,female,At least once per week,0.14984,203,21553,0.13253,0.16572
749,749,2003,Baden-Wuerttemberg,female,At least once per month,0.18089,218,21553,0.16457,0.19846
750,750,2003,Baden-Wuerttemberg,female,Seldom,0.34753,513,21553,0.32388,0.37869
751,751,2003,Baden-Wuerttemberg,female,Never,0.32175,439,21553,0.29612,0.35047
752,752,2003,Bavaria,male,At least once per week,0.15568,211,21553,0.1383,0.17252
753,753,2003,Bavaria,male,At least once per month,0.11029,177,21553,0.09646,0.1213
754,754,2003,Bavaria,male,Seldom,0.32953,484,21553,0.30691,0.35155
755,755,2003,Bavaria,male,Never,0.4045,594,21553,0.37732,0.42885
756,756,2003,Bavaria,female,At least once per week,0.18294,277,21553,0.16591,0.20182
757,757,2003,Bavaria,female,At least once per month,0.1382,242,21553,0.12523,0.15377
758,758,2003,Bavaria,female,Seldom,0.31208,518,21553,0.29143,0.33476
759,759,2003,Bavaria,female,Never,0.36679,603,21553,0.34689,0.38761
760,760,2003,Berlin,male,Seldom,0.20135,73,21553,0.16295,0.25686
761,761,2003,Berlin,male,Never,0.79865,297,21553,0.72667,0.87376
762,762,2003,Berlin,female,At least once per month,0.09929,35,21553,0.07454,0.1329
763,763,2003,Berlin,female,Seldom,0.17945,70,21553,0.15515,0.21302
764,764,2003,Berlin,female,Never,0.72126,286,21553,0.66579,0.77722
765,765,2003,Brandenburg,male,Seldom,0.14596,56,21553,0.11095,0.1819
766,766,2003,Brandenburg,male,Never,0.85404,367,21553,0.7857,0.91871
767,767,2003,Brandenburg,female,Seldom,0.17365,75,21553,0.14712,0.20242
768,768,2003,Brandenburg,female,Never,0.82635,369,21553,0.77189,0.88967
769,769,2003,Mecklenburg-Western Pomerania,male,Seldom,0.22537,45,21553,0.17237,0.2752
770,770,2003,Mecklenburg-Western Pomerania,male,Never,0.77463,188,21553,0.6935,0.85344
771,771,2003,Mecklenburg-Western Pomerania,female,Seldom,0.19732,50,21553,0.1556,0.24197
772,772,2003,Mecklenburg-Western Pomerania,female,Never,0.80268,215,21553,0.72598,0.87859
773,773,2003,Saxony,male,At least once per month,0.04977,44,21553,0.04162,0.05999
774,774,2003,Saxony,male,Seldom,0.16099,126,21553,0.13775,0.17881
775,775,2003,Saxony,male,Never,0.78923,592,21553,0.74413,0.83604
776,776,2003,Saxony,female,At least once per week,0.05069,39,21553,0.04067,0.05905
777,777,2003,Saxony,female,At least once per month,0.04825,43,21553,0.04073,0.05636
778,778,2003,Saxony,female,Seldom,0.20836,171,21553,0.1886,0.23225
779,779,2003,Saxony,female,Never,0.6927,564,21553,0.65512,0.72369
780,780,2003,Saxony-Anhalt,male,Seldom,0.09244,50,21553,0.07671,0.10938
781,781,2003,Saxony-Anhalt,male,Never,0.90756,359,21553,0.84968,0.97024
782,782,2003,Saxony-Anhalt,female,Seldom,0.13793,71,21553,0.11112,0.16361
783,783,2003,Saxony-Anhalt,female,Never,0.86207,390,21553,0.80858,0.91719
784,784,2003,Thuringa,male,Seldom,0.1688,89,21553,0.14509,0.20296
785,785,2003,Thuringa,male,Never,0.8312,335,21553,0.7623,0.9004
786,786,2003,Thuringa,female,At least once per month,0.07114,37,21553,0.05093,0.09645
787,787,2003,Thuringa,female,Seldom,0.21801,110,21553,0.19455,0.24289
788,788,2003,Thuringa,female,Never,0.71085,320,21553,0.65569,0.76603
789,789,2005,Schleswig-Holstein,male,Seldom,0.53521,131,20115,0.47583,0.58809
790,790,2005,Schleswig-Holstein,male,Never,0.46479,133,20115,0.40177,0.53416
791,791,2005,Schleswig-Holstein,female,Seldom,0.49063,141,20115,0.44103,0.5386
792,792,2005,Schleswig-Holstein,female,Never,0.50937,154,20115,0.45177,0.56667
793,793,2005,Hamburg,male,Seldom,0.28917,41,20115,0.20473,0.3785
794,794,2005,Hamburg,male,Never,0.71083,84,20115,0.60582,0.83509
795,795,2005,Hamburg,female,Seldom,0.30972,42,20115,0.24354,0.39951
796,796,2005,Hamburg,female,Never,0.69028,81,20115,0.60165,0.81057
797,797,2005,Lower Saxony,male,At least once per week,0.07518,66,20115,0.06071,0.09212
798,798,2005,Lower Saxony,male,At least once per month,0.07332,67,20115,0.0595,0.08841
799,799,2005,Lower Saxony,male,Seldom,0.31305,289,20115,0.28396,0.34608
800,800,2005,Lower Saxony,male,Never,0.53846,432,20115,0.4989,0.58104
801,801,2005,Lower Saxony,female,At least once per week,0.08577,77,20115,0.06785,0.10159
802,802,2005,Lower Saxony,female,At least once per month,0.10486,91,20115,0.09061,0.12007
803,803,2005,Lower Saxony,female,Seldom,0.35765,360,20115,0.32311,0.38809
804,804,2005,Lower Saxony,female,Never,0.45172,393,20115,0.41895,0.48529
805,805,2005,Bremen,male,Never,1.0,35,20115,0.75814,1.24541
806,806,2005,Bremen,female,Never,1.0,53,20115,0.7798,1.2271
807,807,2005,North Rhine-Westphalia,male,At least once per week,0.09279,208,20115,0.08257,0.10278
808,808,2005,North Rhine-Westphalia,male,At least once per month,0.07499,167,20115,0.06536,0.08452
809,809,2005,North Rhine-Westphalia,male,Seldom,0.31646,689,20115,0.30137,0.33388
810,810,2005,North Rhine-Westphalia,male,Never,0.51576,1020,20115,0.49048,0.54279
811,811,2005,North Rhine-Westphalia,female,At least once per week,0.12308,255,20115,0.11162,0.1351
812,812,2005,North Rhine-Westphalia,female,At least once per month,0.10856,258,20115,0.09905,0.11743
813,813,2005,North Rhine-Westphalia,female,Seldom,0.32413,763,20115,0.30661,0.34422
814,814,2005,North Rhine-Westphalia,female,Never,0.44423,964,20115,0.42511,0.46739
815,815,2005,Hesse,male,At least once per week,0.07414,48,20115,0.05679,0.09332
816,816,2005,Hesse,male,At least once per month,0.04308,34,20115,0.03245,0.05496
817,817,2005,Hesse,male,Seldom,0.34013,246,20115,0.30693,0.37709
818,818,2005,Hesse,male,Never,0.54265,329,20115,0.49514,0.58621
819,819,2005,Hesse,female,At least once per week,0.1097,68,20115,0.09172,0.13023
820,820,2005,Hesse,female,At least once per month,0.11584,83,20115,0.09875,0.13507
821,821,2005,Hesse,female,Seldom,0.33043,242,20115,0.29642,0.36222
822,822,2005,Hesse,female,Never,0.44404,312,20115,0.40775,0.47816
823,823,2005,"Rhineland-Palatinate, Saarland",male,At least once per week,0.07757,47,20115,0.06516,0.09432
824,824,2005,"Rhineland-Palatinate, Saarland",male,At least once per month,0.0901,54,20115,0.07346,0.11275
825,825,2005,"Rhineland-Palatinate, Saarland",male,Seldom,0.3881,223,20115,0.35277,0.42874
826,826,2005,"Rhineland-Palatinate, Saarland",male,Never,0.44424,253,20115,0.39742,0.49176
827,827,2005,"Rhineland-Palatinate, Saarland",female,At least once per week,0.16314,93,20115,0.14482,0.18229
828,828,2005,"Rhineland-Palatinate, Saarland",female,At least once per month,0.09995,74,20115,0.08478,0.11646
829,829,2005,"Rhineland-Palatinate, Saarland",female,Seldom,0.33125,241,20115,0.30183,0.36791
830,830,2005,"Rhineland-Palatinate, Saarland",female,Never,0.40565,254,20115,0.36275,0.44946
831,831,2005,Baden-Wuerttemberg,male,At least once per week,0.08808,108,20115,0.0753,0.1035
832,832,2005,Baden-Wuerttemberg,male,At least once per month,0.09339,121,20115,0.08068,0.10794
833,833,2005,Baden-Wuerttemberg,male,Seldom,0.33217,393,20115,0.30385,0.36142
834,834,2005,Baden-Wuerttemberg,male,Never,0.48636,581,20115,0.45453,0.52649
835,835,2005,Baden-Wuerttemberg,female,At least once per week,0.13878,168,20115,0.12035,0.1595
836,836,2005,Baden-Wuerttemberg,female,At least once per month,0.14405,188,20115,0.12922,0.16042
837,837,2005,Baden-Wuerttemberg,female,Seldom,0.36264,461,20115,0.33868,0.39227
838,838,2005,Baden-Wuerttemberg,female,Never,0.35453,482,20115,0.32387,0.38798
839,839,2005,Bavaria,male,At least once per week,0.11564,155,20115,0.10003,0.12798
840,840,2005,Bavaria,male,At least once per month,0.10645,168,20115,0.09317,0.11817
841,841,2005,Bavaria,male,Seldom,0.36178,502,20115,0.33815,0.3898
842,842,2005,Bavaria,male,Never,0.41614,538,20115,0.38607,0.44445
843,843,2005,Bavaria,female,At least once per week,0.15617,231,20115,0.13829,0.1706
844,844,2005,Bavaria,female,At least once per month,0.14901,249,20115,0.13333,0.1647
845,845,2005,Bavaria,female,Seldom,0.32758,535,20115,0.30791,0.35019
846,846,2005,Bavaria,female,Never,0.36724,506,20115,0.34516,0.39379
847,847,2005,Berlin,male,Seldom,0.17314,59,20115,0.13887,0.21534
848,848,2005,Berlin,male,Never,0.82686,280,20115,0.75827,0.90214
849,849,2005,Berlin,female,Seldom,0.19296,70,20115,0.15232,0.22782
850,850,2005,Berlin,female,Never,0.80704,286,20115,0.73546,0.87646
851,851,2005,Brandenburg,male,Seldom,0.16122,58,20115,0.12626,0.20006
852,852,2005,Brandenburg,male,Never,0.83878,334,20115,0.77369,0.91076
853,853,2005,Brandenburg,female,Seldom,0.18503,78,20115,0.15501,0.21857
854,854,2005,Brandenburg,female,Never,0.81497,349,20115,0.75143,0.87156
855,855,2005,Mecklenburg-Western Pomerania,male,Seldom,0.18864,41,20115,0.14608,0.23117
856,856,2005,Mecklenburg-Western Pomerania,male,Never,0.81136,181,20115,0.72328,0.90622
857,857,2005,Mecklenburg-Western Pomerania,female,Seldom,0.21736,53,20115,0.17651,0.26818
858,858,2005,Mecklenburg-Western Pomerania,female,Never,0.78264,205,20115,0.69268,0.8625
859,859,2005,Saxony,male,At least once per month,0.05361,36,20115,0.04183,0.06689
860,860,2005,Saxony,male,Seldom,0.17522,128,20115,0.14874,0.2046
861,861,2005,Saxony,male,Never,0.77118,555,20115,0.71448,0.82285
862,862,2005,Saxony,female,At least once per week,0.05057,37,20115,0.04035,0.05956
863,863,2005,Saxony,female,At least once per month,0.06026,47,20115,0.04765,0.07838
864,864,2005,Saxony,female,Seldom,0.18049,145,20115,0.1581,0.20737
865,865,2005,Saxony,female,Never,0.70868,544,20115,0.65428,0.75897
866,866,2005,Saxony-Anhalt,male,Seldom,0.12339,52,20115,0.09898,0.15725
867,867,2005,Saxony-Anhalt,male,Never,0.87661,339,20115,0.80049,0.9512
868,868,2005,Saxony-Anhalt,female,At least once per month,0.07069,33,20115,0.05278,0.0941
869,869,2005,Saxony-Anhalt,female,Seldom,0.12497,69,20115,0.09725,0.16204
870,870,2005,Saxony-Anhalt,female,Never,0.80434,357,20115,0.73372,0.85905
871,871,2005,Thuringa,male,Seldom,0.22238,95,20115,0.17753,0.272
872,872,2005,Thuringa,male,Never,0.77762,295,20115,0.71423,0.85118
873,873,2005,Thuringa,female,Seldom,0.26214,111,20115,0.21566,0.31627
874,874,2005,Thuringa,female,Never,0.73786,297,20115,0.67169,0.80563
875,875,2007,Schleswig-Holstein,male,Seldom,0.19956,56,19931,0.15462,0.23621
876,876,2007,Schleswig-Holstein,male,Never,0.80044,206,19931,0.71014,0.87205
877,877,2007,Schleswig-Holstein,female,Seldom,0.31964,91,19931,0.26942,0.36583
878,878,2007,Schleswig-Holstein,female,Never,0.68036,199,19931,0.60584,0.74108
879,879,2007,Hamburg,male,Seldom,0.33237,41,19931,0.25655,0.43212
880,880,2007,Hamburg,male,Never,0.66763,73,19931,0.55419,0.78081
881,881,2007,Hamburg,female,Seldom,0.32281,43,19931,0.26588,0.38771
882,882,2007,Hamburg,female,Never,0.67719,83,19931,0.57444,0.78294
883,883,2007,Lower Saxony,male,At least once per week,0.07983,73,19931,0.06688,0.0971
884,884,2007,Lower Saxony,male,At least once per month,0.0673,69,19931,0.05693,0.07914
885,885,2007,Lower Saxony,male,Seldom,0.32379,314,19931,0.29714,0.3527
886,886,2007,Lower Saxony,male,Never,0.52909,419,19931,0.48933,0.5702
887,887,2007,Lower Saxony,female,At least once per week,0.08355,74,19931,0.0683,0.09714
888,888,2007,Lower Saxony,female,At least once per month,0.10531,104,19931,0.09124,0.12144
889,889,2007,Lower Saxony,female,Seldom,0.37506,383,19931,0.34284,0.40327
890,890,2007,Lower Saxony,female,Never,0.43607,383,19931,0.39961,0.4681
891,891,2007,Bremen,male,Never,1.0,39,19931,0.76901,1.21678
892,892,2007,Bremen,female,Never,1.0,46,19931,0.73132,1.27744
893,893,2007,North Rhine-Westphalia,male,At least once per week,0.09322,206,19931,0.08409,0.10251
894,894,2007,North Rhine-Westphalia,male,At least once per month,0.06893,155,19931,0.05962,0.07847
895,895,2007,North Rhine-Westphalia,male,Seldom,0.2679,595,19931,0.25108,0.28567
896,896,2007,North Rhine-Westphalia,male,Never,0.56995,1033,19931,0.5397,0.59804
897,897,2007,North Rhine-Westphalia,female,At least once per week,0.12188,257,19931,0.11145,0.13386
898,898,2007,North Rhine-Westphalia,female,At least once per month,0.09735,224,19931,0.08673,0.10755
899,899,2007,North Rhine-Westphalia,female,Seldom,0.30257,727,19931,0.2846,0.32212
900,900,2007,North Rhine-Westphalia,female,Never,0.4782,990,19931,0.45479,0.5023
901,901,2007,Hesse,male,At least once per week,0.06436,36,19931,0.0492,0.07765
902,902,2007,Hesse,male,At least once per month,0.06443,53,19931,0.05278,0.07829
903,903,2007,Hesse,male,Seldom,0.3505,236,19931,0.31554,0.38552
904,904,2007,Hesse,male,Never,0.52072,342,19931,0.47825,0.56555
905,905,2007,Hesse,female,At least once per week,0.09857,60,19931,0.07857,0.1179
906,906,2007,Hesse,female,At least once per month,0.11083,85,19931,0.09443,0.13232
907,907,2007,Hesse,female,Seldom,0.34412,242,19931,0.31029,0.38369
908,908,2007,Hesse,female,Never,0.44648,328,19931,0.40711,0.4808
909,909,2007,"Rhineland-Palatinate, Saarland",male,At least once per week,0.07402,43,19931,0.05755,0.09201
910,910,2007,"Rhineland-Palatinate, Saarland",male,At least once per month,0.09474,51,19931,0.08014,0.11095
911,911,2007,"Rhineland-Palatinate, Saarland",male,Seldom,0.37882,210,19931,0.34067,0.4147
912,912,2007,"Rhineland-Palatinate, Saarland",male,Never,0.45242,235,19931,0.40865,0.50419
913,913,2007,"Rhineland-Palatinate, Saarland",female,At least once per week,0.11913,73,19931,0.10128,0.13581
914,914,2007,"Rhineland-Palatinate, Saarland",female,At least once per month,0.1153,84,19931,0.09906,0.13941
915,915,2007,"Rhineland-Palatinate, Saarland",female,Seldom,0.35329,240,19931,0.32139,0.38792
916,916,2007,"Rhineland-Palatinate, Saarland",female,Never,0.41227,232,19931,0.37191,0.45415
917,917,2007,Baden-Wuerttemberg,male,At least once per week,0.07562,108,19931,0.06331,0.09035
918,918,2007,Baden-Wuerttemberg,male,At least once per month,0.09819,112,19931,0.0803,0.1168
919,919,2007,Baden-Wuerttemberg,male,Seldom,0.35315,407,19931,0.32403,0.38213
920,920,2007,Baden-Wuerttemberg,male,Never,0.47304,558,19931,0.43869,0.51669
921,921,2007,Baden-Wuerttemberg,female,At least once per week,0.13907,181,19931,0.12074,0.15685
922,922,2007,Baden-Wuerttemberg,female,At least once per month,0.12579,154,19931,0.11174,0.14278
923,923,2007,Baden-Wuerttemberg,female,Seldom,0.365,481,19931,0.33774,0.3951
924,924,2007,Baden-Wuerttemberg,female,Never,0.37014,474,19931,0.3396,0.40015
925,925,2007,Bavaria,male,At least once per week,0.11962,178,19931,0.10556,0.13515
926,926,2007,Bavaria,male,At least once per month,0.10117,167,19931,0.08782,0.11237
927,927,2007,Bavaria,male,Seldom,0.32454,465,19931,0.30314,0.34877
928,928,2007,Bavaria,male,Never,0.45467,581,19931,0.42738,0.48772
929,929,2007,Bavaria,female,At least once per week,0.14853,233,19931,0.13158,0.16485
930,930,2007,Bavaria,female,At least once per month,0.13962,234,19931,0.12507,0.15456
931,931,2007,Bavaria,female,Seldom,0.31557,519,19931,0.29392,0.33964
932,932,2007,Bavaria,female,Never,0.39629,562,19931,0.37025,0.4276
933,933,2007,Berlin,male,Seldom,0.15513,57,19931,0.11971,0.18761
934,934,2007,Berlin,male,Never,0.84487,261,19931,0.77993,0.91721
935,935,2007,Berlin,female,Seldom,0.16523,68,19931,0.13333,0.19684
936,936,2007,Berlin,female,Never,0.83477,305,19931,0.77259,0.89587
937,937,2007,Brandenburg,male,Seldom,0.14673,53,19931,0.11549,0.18673
938,938,2007,Brandenburg,male,Never,0.85327,330,19931,0.79024,0.94443
939,939,2007,Brandenburg,female,Seldom,0.17567,78,19931,0.14788,0.20202
940,940,2007,Brandenburg,female,Never,0.82433,334,19931,0.7595,0.88611
941,941,2007,Mecklenburg-Western Pomerania,male,Seldom,0.12065,31,19931,0.08741,0.14996
942,942,2007,Mecklenburg-Western Pomerania,male,Never,0.87935,196,19931,0.78936,0.96925
943,943,2007,Mecklenburg-Western Pomerania,female,Seldom,0.18671,44,19931,0.14673,0.22928
944,944,2007,Mecklenburg-Western Pomerania,female,Never,0.81329,204,19931,0.7276,0.89407
945,945,2007,Saxony,male,At least once per month,0.06212,37,19931,0.04506,0.08421
946,946,2007,Saxony,male,Seldom,0.15349,125,19931,0.13518,0.17308
947,947,2007,Saxony,male,Never,0.78438,551,19931,0.7254,0.84694
948,948,2007,Saxony,female,At least once per week,0.04708,37,19931,0.03863,0.05656
949,949,2007,Saxony,female,At least once per month,0.08035,52,19931,0.05818,0.10466
950,950,2007,Saxony,female,Seldom,0.14602,122,19931,0.12674,0.16632
951,951,2007,Saxony,female,Never,0.72655,551,19931,0.67862,0.77877
952,952,2007,Saxony-Anhalt,male,Seldom,0.13408,63,19931,0.10476,0.16493
953,953,2007,Saxony-Anhalt,male,Never,0.86592,332,19931,0.78756,0.94803
954,954,2007,Saxony-Anhalt,female,Seldom,0.13245,67,19931,0.09979,0.16861
955,955,2007,Saxony-Anhalt,female,Never,0.86755,338,19931,0.80129,0.9421
956,956,2007,Thuringa,male,Seldom,0.17501,82,19931,0.13797,0.22285
957,957,2007,Thuringa,male,Never,0.82499,322,19931,0.75748,0.90956
958,958,2007,Thuringa,female,At least once per month,0.06287,31,19931,0.04224,0.08784
959,959,2007,Thuringa,female,Seldom,0.22938,111,19931,0.19403,0.26557
960,960,2007,Thuringa,female,Never,0.70775,302,19931,0.64503,0.76779
961,961,2008,Schleswig-Holstein,male,Seldom,0.31134,59,18762,0.262,0.36582
962,962,2008,Schleswig-Holstein,male,Never,0.68866,168,18762,0.61918,0.77744
963,963,2008,Schleswig-Holstein,female,Seldom,0.36978,81,18762,0.32337,0.42015
964,964,2008,Schleswig-Holstein,female,Never,0.63022,176,18762,0.56345,0.71057
965,965,2008,Hamburg,male,Seldom,0.36311,41,18762,0.26632,0.4658
966,966,2008,Hamburg,male,Never,0.63689,74,18762,0.53595,0.75308
967,967,2008,Hamburg,female,Seldom,0.36355,43,18762,0.28779,0.44909
