,Unnamed: 0,year,bula_h,sex,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
968,968,2008,Hamburg,female,Never,0.63645,77,18762,0.55371,0.73278
969,969,2008,Lower Saxony,male,At least once per week,0.07678,71,18762,0.06259,0.09344
970,970,2008,Lower Saxony,male,At least once per month,0.05366,53,18762,0.04191,0.07021
971,971,2008,Lower Saxony,male,Seldom,0.33346,319,18762,0.30538,0.35459
972,972,2008,Lower Saxony,male,Never,0.5361,390,18762,0.49455,0.5861
973,973,2008,Lower Saxony,female,At least once per week,0.07604,72,18762,0.0649,0.09096
974,974,2008,Lower Saxony,female,At least once per month,0.11305,109,18762,0.09571,0.12925
975,975,2008,Lower Saxony,female,Seldom,0.36828,363,18762,0.33265,0.40292
976,976,2008,Lower Saxony,female,Never,0.44263,354,18762,0.41016,0.48558
977,977,2008,Bremen,male,Never,1.0,40,18762,0.72263,1.31337
978,978,2008,Bremen,female,Never,1.0,44,18762,0.73809,1.30667
979,979,2008,North Rhine-Westphalia,male,At least once per week,0.089,185,18762,0.07761,0.10166
980,980,2008,North Rhine-Westphalia,male,At least once per month,0.06679,138,18762,0.05891,0.07841
981,981,2008,North Rhine-Westphalia,male,Seldom,0.30126,606,18762,0.28114,0.32385
982,982,2008,North Rhine-Westphalia,male,Never,0.54295,931,18762,0.51359,0.57024
983,983,2008,North Rhine-Westphalia,female,At least once per week,0.11213,231,18762,0.10055,0.12498
984,984,2008,North Rhine-Westphalia,female,At least once per month,0.10063,217,18762,0.08778,0.11148
985,985,2008,North Rhine-Westphalia,female,Seldom,0.30211,679,18762,0.28529,0.32361
986,986,2008,North Rhine-Westphalia,female,Never,0.48512,930,18762,0.4581,0.51603
987,987,2008,Hesse,male,At least once per month,0.07925,46,18762,0.06082,0.09548
988,988,2008,Hesse,male,Seldom,0.35018,229,18762,0.31218,0.39288
989,989,2008,Hesse,male,Never,0.57057,325,18762,0.52282,0.62162
990,990,2008,Hesse,female,At least once per week,0.11376,61,18762,0.09042,0.1344
991,991,2008,Hesse,female,At least once per month,0.11473,77,18762,0.09612,0.13495
992,992,2008,Hesse,female,Seldom,0.35762,246,18762,0.31703,0.39159
993,993,2008,Hesse,female,Never,0.41388,299,18762,0.37395,0.44547
994,994,2008,"Rhineland-Palatinate, Saarland",male,At least once per week,0.07518,44,18762,0.06152,0.08968
995,995,2008,"Rhineland-Palatinate, Saarland",male,At least once per month,0.11318,50,18762,0.09216,0.13815
996,996,2008,"Rhineland-Palatinate, Saarland",male,Seldom,0.3969,199,18762,0.35576,0.43936
997,997,2008,"Rhineland-Palatinate, Saarland",male,Never,0.41474,200,18762,0.36811,0.45646
998,998,2008,"Rhineland-Palatinate, Saarland",female,At least once per week,0.13486,80,18762,0.11338,0.15755
999,999,2008,"Rhineland-Palatinate, Saarland",female,At least once per month,0.1364,84,18762,0.11505,0.16112
1000,1000,2008,"Rhineland-Palatinate, Saarland",female,Seldom,0.31726,213,18762,0.28772,0.35093
1001,1001,2008,"Rhineland-Palatinate, Saarland",female,Never,0.41147,224,18762,0.36858,0.45526
1002,1002,2008,Baden-Wuerttemberg,male,At least once per week,0.06146,81,18762,0.04673,0.0771
1003,1003,2008,Baden-Wuerttemberg,male,At least once per month,0.08677,97,18762,0.07229,0.10156
1004,1004,2008,Baden-Wuerttemberg,male,Seldom,0.3518,396,18762,0.32143,0.38447
1005,1005,2008,Baden-Wuerttemberg,male,Never,0.49997,554,18762,0.46596,0.53761
1006,1006,2008,Baden-Wuerttemberg,female,At least once per week,0.11568,138,18762,0.09613,0.13353
1007,1007,2008,Baden-Wuerttemberg,female,At least once per month,0.12949,159,18762,0.11243,0.14522
1008,1008,2008,Baden-Wuerttemberg,female,Seldom,0.35215,442,18762,0.31964,0.38004
1009,1009,2008,Baden-Wuerttemberg,female,Never,0.40268,474,18762,0.37079,0.43445
1010,1010,2008,Bavaria,male,At least once per week,0.1246,167,18762,0.10811,0.13802
1011,1011,2008,Bavaria,male,At least once per month,0.08145,154,18762,0.07002,0.09304
1012,1012,2008,Bavaria,male,Seldom,0.35183,464,18762,0.324,0.37812
1013,1013,2008,Bavaria,male,Never,0.44212,520,18762,0.4073,0.48264
1014,1014,2008,Bavaria,female,At least once per week,0.1456,200,18762,0.12901,0.16355
1015,1015,2008,Bavaria,female,At least once per month,0.13314,208,18762,0.11686,0.14977
1016,1016,2008,Bavaria,female,Seldom,0.34444,499,18762,0.32032,0.36672
1017,1017,2008,Bavaria,female,Never,0.37682,525,18762,0.34762,0.40297
1018,1018,2008,Berlin,male,Seldom,0.15521,61,18762,0.12565,0.19565
1019,1019,2008,Berlin,male,Never,0.84479,245,18762,0.76976,0.93906
1020,1020,2008,Berlin,female,Seldom,0.18678,71,18762,0.15066,0.21546
1021,1021,2008,Berlin,female,Never,0.81322,286,18762,0.7429,0.88239
1022,1022,2008,Brandenburg,male,Seldom,0.1463,54,18762,0.11509,0.18471
1023,1023,2008,Brandenburg,male,Never,0.8537,314,18762,0.77422,0.94834
1024,1024,2008,Brandenburg,female,Seldom,0.1406,67,18762,0.11724,0.16823
1025,1025,2008,Brandenburg,female,Never,0.8594,326,18762,0.7892,0.92429
1026,1026,2008,Mecklenburg-Western Pomerania,male,Seldom,0.20174,41,18762,0.15333,0.25505
1027,1027,2008,Mecklenburg-Western Pomerania,male,Never,0.79826,180,18762,0.70734,0.89186
1028,1028,2008,Mecklenburg-Western Pomerania,female,Seldom,0.20985,52,18762,0.14996,0.27103
1029,1029,2008,Mecklenburg-Western Pomerania,female,Never,0.79015,186,18762,0.70214,0.88315
1030,1030,2008,Saxony,male,At least once per month,0.05748,41,18762,0.04965,0.06769
1031,1031,2008,Saxony,male,Seldom,0.18834,121,18762,0.15838,0.22278
1032,1032,2008,Saxony,male,Never,0.75418,513,18762,0.68967,0.81532
1033,1033,2008,Saxony,female,At least once per week,0.04912,37,18762,0.03953,0.05795
1034,1034,2008,Saxony,female,At least once per month,0.06471,45,18762,0.04876,0.07956
1035,1035,2008,Saxony,female,Seldom,0.20137,141,18762,0.17592,0.23331
1036,1036,2008,Saxony,female,Never,0.6848,503,18762,0.63981,0.7348
1037,1037,2008,Saxony-Anhalt,male,Seldom,0.10188,43,18762,0.07537,0.13102
1038,1038,2008,Saxony-Anhalt,male,Never,0.89812,328,18762,0.81233,0.99941
1039,1039,2008,Saxony-Anhalt,female,Seldom,0.14769,72,18762,0.11391,0.18936
1040,1040,2008,Saxony-Anhalt,female,Never,0.85231,317,18762,0.78041,0.9348
1041,1041,2008,Thuringa,male,Seldom,0.15593,73,18762,0.1255,0.19706
1042,1042,2008,Thuringa,male,Never,0.84407,311,18762,0.75843,0.95063
1043,1043,2008,Thuringa,female,At least once per month,0.09678,40,18762,0.07332,0.123
1044,1044,2008,Thuringa,female,Seldom,0.19676,93,18762,0.16477,0.23504
1045,1045,2008,Thuringa,female,Never,0.70645,295,18762,0.64197,0.78284
1046,1046,2009,Schleswig-Holstein,male,Seldom,0.25998,55,17516,0.21601,0.31912
1047,1047,2009,Schleswig-Holstein,male,Never,0.74002,173,17516,0.66017,0.84065
1048,1048,2009,Schleswig-Holstein,female,Seldom,0.36556,78,17516,0.30481,0.43715
1049,1049,2009,Schleswig-Holstein,female,Never,0.63444,156,17516,0.54657,0.70881
1050,1050,2009,Hamburg,male,Seldom,0.37739,34,17516,0.26893,0.49951
1051,1051,2009,Hamburg,male,Never,0.62261,77,17516,0.50081,0.73653
1052,1052,2009,Hamburg,female,Seldom,0.24537,34,17516,0.17687,0.31583
1053,1053,2009,Hamburg,female,Never,0.75463,90,17516,0.64401,0.87022
1054,1054,2009,Lower Saxony,male,At least once per week,0.07509,59,17516,0.05939,0.09475
1055,1055,2009,Lower Saxony,male,At least once per month,0.05829,63,17516,0.04689,0.07562
1056,1056,2009,Lower Saxony,male,Seldom,0.31331,269,17516,0.28446,0.34717
1057,1057,2009,Lower Saxony,male,Never,0.55331,395,17516,0.50514,0.61186
1058,1058,2009,Lower Saxony,female,At least once per week,0.06433,58,17516,0.04961,0.07749
1059,1059,2009,Lower Saxony,female,At least once per month,0.10599,86,17516,0.08508,0.1293
1060,1060,2009,Lower Saxony,female,Seldom,0.39001,339,17516,0.35433,0.42498
1061,1061,2009,Lower Saxony,female,Never,0.43967,356,17516,0.40086,0.48556
1062,1062,2009,Bremen,male,Never,1.0,39,17516,0.68006,1.25623
1063,1063,2009,Bremen,female,Never,1.0,41,17516,0.70545,1.31483
1064,1064,2009,North Rhine-Westphalia,male,At least once per week,0.07723,155,17516,0.06485,0.08833
1065,1065,2009,North Rhine-Westphalia,male,At least once per month,0.05708,116,17516,0.04987,0.06477
1066,1066,2009,North Rhine-Westphalia,male,Seldom,0.25916,507,17516,0.24143,0.28117
1067,1067,2009,North Rhine-Westphalia,male,Never,0.60654,954,17516,0.57289,0.64312
1068,1068,2009,North Rhine-Westphalia,female,At least once per week,0.09941,198,17516,0.08813,0.10956
1069,1069,2009,North Rhine-Westphalia,female,At least once per month,0.09297,185,17516,0.07964,0.10721
1070,1070,2009,North Rhine-Westphalia,female,Seldom,0.28744,585,17516,0.26607,0.31317
1071,1071,2009,North Rhine-Westphalia,female,Never,0.52018,919,17516,0.49235,0.546
1072,1072,2009,Hesse,male,At least once per month,0.07814,49,17516,0.0582,0.10009
1073,1073,2009,Hesse,male,Seldom,0.40699,222,17516,0.35938,0.45562
1074,1074,2009,Hesse,male,Never,0.51487,279,17516,0.44463,0.57994
1075,1075,2009,Hesse,female,At least once per week,0.10247,49,17516,0.08103,0.12349
1076,1076,2009,Hesse,female,At least once per month,0.10529,70,17516,0.08311,0.12713
1077,1077,2009,Hesse,female,Seldom,0.37707,248,17516,0.33767,0.41475
1078,1078,2009,Hesse,female,Never,0.41518,264,17516,0.37129,0.46097
1079,1079,2009,"Rhineland-Palatinate, Saarland",male,At least once per week,0.07694,37,17516,0.05703,0.10095
1080,1080,2009,"Rhineland-Palatinate, Saarland",male,At least once per month,0.08542,40,17516,0.0606,0.11229
1081,1081,2009,"Rhineland-Palatinate, Saarland",male,Seldom,0.354,179,17516,0.30843,0.39582
1082,1082,2009,"Rhineland-Palatinate, Saarland",male,Never,0.48364,207,17516,0.43421,0.55517
1083,1083,2009,"Rhineland-Palatinate, Saarland",female,At least once per week,0.13031,69,17516,0.10873,0.15375
1084,1084,2009,"Rhineland-Palatinate, Saarland",female,At least once per month,0.08496,51,17516,0.06715,0.10422
1085,1085,2009,"Rhineland-Palatinate, Saarland",female,Seldom,0.34421,215,17516,0.30989,0.38514
1086,1086,2009,"Rhineland-Palatinate, Saarland",female,Never,0.44053,225,17516,0.39662,0.49263
1087,1087,2009,Baden-Wuerttemberg,male,At least once per week,0.07202,81,17516,0.05499,0.09048
1088,1088,2009,Baden-Wuerttemberg,male,At least once per month,0.06928,91,17516,0.05687,0.08118
1089,1089,2009,Baden-Wuerttemberg,male,Seldom,0.36414,351,17516,0.32446,0.40439
1090,1090,2009,Baden-Wuerttemberg,male,Never,0.49456,482,17516,0.45176,0.54039
1091,1091,2009,Baden-Wuerttemberg,female,At least once per week,0.09953,118,17516,0.08185,0.11692
1092,1092,2009,Baden-Wuerttemberg,female,At least once per month,0.1344,155,17516,0.11659,0.15304
1093,1093,2009,Baden-Wuerttemberg,female,Seldom,0.3646,414,17516,0.33365,0.39614
1094,1094,2009,Baden-Wuerttemberg,female,Never,0.40148,406,17516,0.36194,0.43447
1095,1095,2009,Bavaria,male,At least once per week,0.10395,141,17516,0.08851,0.12014
1096,1096,2009,Bavaria,male,At least once per month,0.11044,159,17516,0.09491,0.1262
1097,1097,2009,Bavaria,male,Seldom,0.33869,428,17516,0.307,0.37039
1098,1098,2009,Bavaria,male,Never,0.44691,502,17516,0.40816,0.48448
1099,1099,2009,Bavaria,female,At least once per week,0.13856,185,17516,0.11762,0.15691
1100,1100,2009,Bavaria,female,At least once per month,0.16741,231,17516,0.14417,0.19017
1101,1101,2009,Bavaria,female,Seldom,0.3042,465,17516,0.27993,0.32662
1102,1102,2009,Bavaria,female,Never,0.38983,480,17516,0.35763,0.42107
1103,1103,2009,Berlin,male,Seldom,0.1855,58,17516,0.13103,0.23784
1104,1104,2009,Berlin,male,Never,0.8145,231,17516,0.73547,0.91583
1105,1105,2009,Berlin,female,Seldom,0.20805,69,17516,0.16345,0.25496
1106,1106,2009,Berlin,female,Never,0.79195,260,17516,0.71446,0.8842
1107,1107,2009,Brandenburg,male,Seldom,0.14486,51,17516,0.10322,0.20596
1108,1108,2009,Brandenburg,male,Never,0.85514,300,17516,0.76898,0.95447
1109,1109,2009,Brandenburg,female,Seldom,0.17504,69,17516,0.13672,0.21824
1110,1110,2009,Brandenburg,female,Never,0.82496,303,17516,0.74536,0.91368
1111,1111,2009,Mecklenburg-Western Pomerania,male,Seldom,0.1768,37,17516,0.12319,0.23694
1112,1112,2009,Mecklenburg-Western Pomerania,male,Never,0.8232,173,17516,0.72385,0.91297
1113,1113,2009,Mecklenburg-Western Pomerania,female,Seldom,0.23004,50,17516,0.16094,0.30556
1114,1114,2009,Mecklenburg-Western Pomerania,female,Never,0.76996,177,17516,0.67953,0.87118
1115,1115,2009,Saxony,male,At least once per week,0.04715,35,17516,0.03269,0.06771
1116,1116,2009,Saxony,male,At least once per month,0.07052,40,17516,0.04808,0.10161
1117,1117,2009,Saxony,male,Seldom,0.17483,105,17516,0.14031,0.21274
1118,1118,2009,Saxony,male,Never,0.7075,492,17516,0.63665,0.75991
1119,1119,2009,Saxony,female,At least once per week,0.05253,43,17516,0.04295,0.06247
1120,1120,2009,Saxony,female,At least once per month,0.07562,45,17516,0.05656,0.09954
1121,1121,2009,Saxony,female,Seldom,0.16915,114,17516,0.13732,0.20696
1122,1122,2009,Saxony,female,Never,0.70271,486,17516,0.64763,0.77026
1123,1123,2009,Saxony-Anhalt,male,Seldom,0.12945,55,17516,0.09416,0.17849
1124,1124,2009,Saxony-Anhalt,male,Never,0.87055,292,17516,0.79173,0.97947
1125,1125,2009,Saxony-Anhalt,female,Seldom,0.16243,67,17516,0.1222,0.20705
1126,1126,2009,Saxony-Anhalt,female,Never,0.83757,303,17516,0.76492,0.92225
1127,1127,2009,Thuringa,male,Seldom,0.15875,72,17516,0.12203,0.19602
1128,1128,2009,Thuringa,male,Never,0.84125,289,17516,0.7523,0.944
1129,1129,2009,Thuringa,female,Seldom,0.25281,90,17516,0.20573,0.30041
1130,1130,2009,Thuringa,female,Never,0.74719,296,17516,0.66673,0.83808
1131,1131,2011,Schleswig-Holstein,male,Seldom,0.26672,110,27865,0.21743,0.3248
1132,1132,2011,Schleswig-Holstein,male,Never,0.73328,285,27865,0.64827,0.82824
1133,1133,2011,Schleswig-Holstein,female,At least once per month,0.06315,43,27865,0.04109,0.08795
1134,1134,2011,Schleswig-Holstein,female,Seldom,0.34178,149,27865,0.28332,0.40522
1135,1135,2011,Schleswig-Holstein,female,Never,0.59506,323,27865,0.51359,0.66969
1136,1136,2011,Hamburg,male,Seldom,0.28396,48,27865,0.20995,0.36214
1137,1137,2011,Hamburg,male,Never,0.71604,119,27865,0.57682,0.859
1138,1138,2011,Hamburg,female,Seldom,0.2668,59,27865,0.19981,0.34152
1139,1139,2011,Hamburg,female,Never,0.7332,153,27865,0.63541,0.84838
1140,1140,2011,Lower Saxony,male,At least once per week,0.07144,83,27865,0.05973,0.08605
1141,1141,2011,Lower Saxony,male,At least once per month,0.06552,91,27865,0.05215,0.08004
1142,1142,2011,Lower Saxony,male,Seldom,0.29768,380,27865,0.26731,0.32825
1143,1143,2011,Lower Saxony,male,Never,0.56536,631,27865,0.52133,0.61373
1144,1144,2011,Lower Saxony,female,At least once per week,0.07198,104,27865,0.05809,0.08564
1145,1145,2011,Lower Saxony,female,At least once per month,0.10722,170,27865,0.09157,0.12854
1146,1146,2011,Lower Saxony,female,Seldom,0.33137,492,27865,0.30263,0.36507
1147,1147,2011,Lower Saxony,female,Never,0.48942,681,27865,0.45379,0.53262
1148,1148,2011,Bremen,male,Never,1.0,54,27865,0.71504,1.26757
1149,1149,2011,Bremen,female,Never,1.0,73,27865,0.76438,1.23575
1150,1150,2011,North Rhine-Westphalia,male,At least once per week,0.07709,241,27865,0.06632,0.08579
1151,1151,2011,North Rhine-Westphalia,male,At least once per month,0.06977,209,27865,0.06055,0.07962
1152,1152,2011,North Rhine-Westphalia,male,Seldom,0.26118,705,27865,0.23742,0.28172
1153,1153,2011,North Rhine-Westphalia,male,Never,0.59196,1436,27865,0.56325,0.62579
1154,1154,2011,North Rhine-Westphalia,female,At least once per week,0.1147,345,27865,0.10174,0.12958
1155,1155,2011,North Rhine-Westphalia,female,At least once per month,0.09755,325,27865,0.08669,0.10976
1156,1156,2011,North Rhine-Westphalia,female,Seldom,0.27117,886,27865,0.25308,0.29107
1157,1157,2011,North Rhine-Westphalia,female,Never,0.51658,1564,27865,0.48734,0.54333
1158,1158,2011,Hesse,male,At least once per week,0.0491,58,27865,0.03793,0.06335
1159,1159,2011,Hesse,male,At least once per month,0.07421,77,27865,0.05975,0.09174
1160,1160,2011,Hesse,male,Seldom,0.29556,282,27865,0.25956,0.33304
1161,1161,2011,Hesse,male,Never,0.58113,473,27865,0.52504,0.64069
1162,1162,2011,Hesse,female,At least once per week,0.09117,108,27865,0.0741,0.10714
1163,1163,2011,Hesse,female,At least once per month,0.13818,132,27865,0.1116,0.16541
1164,1164,2011,Hesse,female,Seldom,0.29364,327,27865,0.26194,0.33114
1165,1165,2011,Hesse,female,Never,0.47701,502,27865,0.43469,0.51464
1166,1166,2011,"Rhineland-Palatinate, Saarland",male,At least once per week,0.08201,52,27865,0.06505,0.10463
1167,1167,2011,"Rhineland-Palatinate, Saarland",male,At least once per month,0.10099,72,27865,0.08143,0.1285
1168,1168,2011,"Rhineland-Palatinate, Saarland",male,Seldom,0.33443,246,27865,0.28762,0.37673
1169,1169,2011,"Rhineland-Palatinate, Saarland",male,Never,0.48257,344,27865,0.43402,0.53758
1170,1170,2011,"Rhineland-Palatinate, Saarland",female,At least once per week,0.10857,97,27865,0.08784,0.1297
1171,1171,2011,"Rhineland-Palatinate, Saarland",female,At least once per month,0.10641,98,27865,0.08802,0.12621
1172,1172,2011,"Rhineland-Palatinate, Saarland",female,Seldom,0.31292,283,27865,0.27236,0.36162
1173,1173,2011,"Rhineland-Palatinate, Saarland",female,Never,0.4721,417,27865,0.42058,0.52051
1174,1174,2011,Baden-Wuerttemberg,male,At least once per week,0.08035,149,27865,0.06595,0.09705
1175,1175,2011,Baden-Wuerttemberg,male,At least once per month,0.07994,157,27865,0.06849,0.09444
1176,1176,2011,Baden-Wuerttemberg,male,Seldom,0.32616,524,27865,0.29275,0.35439
1177,1177,2011,Baden-Wuerttemberg,male,Never,0.51354,779,27865,0.47691,0.55961
1178,1178,2011,Baden-Wuerttemberg,female,At least once per week,0.1202,234,27865,0.10292,0.13779
1179,1179,2011,Baden-Wuerttemberg,female,At least once per month,0.11882,257,27865,0.10502,0.13845
1180,1180,2011,Baden-Wuerttemberg,female,Seldom,0.33861,661,27865,0.31071,0.36817
1181,1181,2011,Baden-Wuerttemberg,female,Never,0.42236,766,27865,0.38787,0.45567
1182,1182,2011,Bavaria,male,At least once per week,0.1151,244,27865,0.10197,0.12841
1183,1183,2011,Bavaria,male,At least once per month,0.09674,269,27865,0.0857,0.10978
1184,1184,2011,Bavaria,male,Seldom,0.31592,628,27865,0.28927,0.34169
1185,1185,2011,Bavaria,male,Never,0.47225,856,27865,0.43734,0.50121
1186,1186,2011,Bavaria,female,At least once per week,0.13071,340,27865,0.11577,0.15082
1187,1187,2011,Bavaria,female,At least once per month,0.15899,415,27865,0.1396,0.17707
1188,1188,2011,Bavaria,female,Seldom,0.32282,767,27865,0.29747,0.35174
1189,1189,2011,Bavaria,female,Never,0.38748,902,27865,0.35748,0.41924
1190,1190,2011,Berlin,male,Seldom,0.18195,83,27865,0.15017,0.21558
1191,1191,2011,Berlin,male,Never,0.81805,312,27865,0.72616,0.91769
1192,1192,2011,Berlin,female,At least once per week,0.04194,31,27865,0.03072,0.05256
1193,1193,2011,Berlin,female,Seldom,0.13718,86,27865,0.11029,0.16688
1194,1194,2011,Berlin,female,Never,0.82089,433,27865,0.75146,0.89613
1195,1195,2011,Brandenburg,male,Seldom,0.10211,56,27865,0.06754,0.14556
1196,1196,2011,Brandenburg,male,Never,0.89789,436,27865,0.81384,0.98959
1197,1197,2011,Brandenburg,female,At least once per month,0.04312,32,27865,0.03027,0.05641
1198,1198,2011,Brandenburg,female,Seldom,0.1562,94,27865,0.12686,0.2024
1199,1199,2011,Brandenburg,female,Never,0.80068,477,27865,0.72844,0.87749
1200,1200,2011,Mecklenburg-Western Pomerania,male,Seldom,0.18199,41,27865,0.13107,0.24239
1201,1201,2011,Mecklenburg-Western Pomerania,male,Never,0.81801,244,27865,0.72054,0.93408
1202,1202,2011,Mecklenburg-Western Pomerania,female,Seldom,0.17668,46,27865,0.12305,0.22477
1203,1203,2011,Mecklenburg-Western Pomerania,female,Never,0.82332,289,27865,0.71818,0.93396
1204,1204,2011,Saxony,male,At least once per week,0.04597,50,27865,0.03376,0.06436
1205,1205,2011,Saxony,male,At least once per month,0.05244,47,27865,0.0383,0.06874
1206,1206,2011,Saxony,male,Seldom,0.19778,145,27865,0.1651,0.2382
1207,1207,2011,Saxony,male,Never,0.70382,623,27865,0.64773,0.76915
1208,1208,2011,Saxony,female,At least once per week,0.05672,65,27865,0.04716,0.06891
1209,1209,2011,Saxony,female,At least once per month,0.05982,55,27865,0.03969,0.08442
1210,1210,2011,Saxony,female,Seldom,0.16991,147,27865,0.14439,0.19652
1211,1211,2011,Saxony,female,Never,0.71355,701,27865,0.66682,0.77172
1212,1212,2011,Saxony-Anhalt,male,Seldom,0.10171,51,27865,0.07222,0.13959
1213,1213,2011,Saxony-Anhalt,male,Never,0.89829,409,27865,0.80157,0.98781
1214,1214,2011,Saxony-Anhalt,female,At least once per month,0.05812,39,27865,0.04466,0.07136
1215,1215,2011,Saxony-Anhalt,female,Seldom,0.11502,76,27865,0.09256,0.13943
1216,1216,2011,Saxony-Anhalt,female,Never,0.82686,473,27865,0.74508,0.91459
1217,1217,2011,Thuringa,male,At least once per month,0.04539,34,27865,0.03305,0.05926
1218,1218,2011,Thuringa,male,Seldom,0.1822,91,27865,0.14055,0.22848
1219,1219,2011,Thuringa,male,Never,0.7724,351,27865,0.69283,0.86892
1220,1220,2011,Thuringa,female,At least once per month,0.06758,49,27865,0.04957,0.09376
1221,1221,2011,Thuringa,female,Seldom,0.20294,109,27865,0.16996,0.24365
1222,1222,2011,Thuringa,female,Never,0.72948,415,27865,0.66184,0.80945
1223,1223,2013,Schleswig-Holstein,male,Seldom,0.2436,101,24840,0.19327,0.3032
1224,1224,2013,Schleswig-Holstein,male,Never,0.7564,257,24840,0.64929,0.87252
1225,1225,2013,Schleswig-Holstein,female,At least once per month,0.09254,39,24840,0.06895,0.12382
1226,1226,2013,Schleswig-Holstein,female,Seldom,0.3328,150,24840,0.27717,0.39976
1227,1227,2013,Schleswig-Holstein,female,Never,0.57466,289,24840,0.50212,0.65884
1228,1228,2013,Hamburg,male,Seldom,0.30177,40,24840,0.18212,0.4228
1229,1229,2013,Hamburg,male,Never,0.69823,118,24840,0.59278,0.82895
1230,1230,2013,Hamburg,female,Seldom,0.25818,50,24840,0.19836,0.31741
1231,1231,2013,Hamburg,female,Never,0.74182,145,24840,0.61687,0.87326
1232,1232,2013,Lower Saxony,male,At least once per week,0.07039,77,24840,0.05446,0.08881
1233,1233,2013,Lower Saxony,male,At least once per month,0.07475,100,24840,0.0582,0.09
1234,1234,2013,Lower Saxony,male,Seldom,0.29954,361,24840,0.27069,0.33281
1235,1235,2013,Lower Saxony,male,Never,0.55532,560,24840,0.50532,0.60167
1236,1236,2013,Lower Saxony,female,At least once per week,0.06362,99,24840,0.04786,0.07931
1237,1237,2013,Lower Saxony,female,At least once per month,0.12596,148,24840,0.10326,0.15009
1238,1238,2013,Lower Saxony,female,Seldom,0.32447,466,24840,0.29065,0.35948
1239,1239,2013,Lower Saxony,female,Never,0.48596,630,24840,0.44288,0.52574
1240,1240,2013,Bremen,male,Never,1.0,57,24840,0.73068,1.30733
1241,1241,2013,Bremen,female,Seldom,0.42868,34,24840,0.28538,0.60248
1242,1242,2013,Bremen,female,Never,0.57132,61,24840,0.37916,0.82369
1243,1243,2013,North Rhine-Westphalia,male,At least once per week,0.07952,222,24840,0.0689,0.09409
1244,1244,2013,North Rhine-Westphalia,male,At least once per month,0.06435,172,24840,0.05426,0.07613
1245,1245,2013,North Rhine-Westphalia,male,Seldom,0.28089,676,24840,0.25685,0.30613
1246,1246,2013,North Rhine-Westphalia,male,Never,0.57525,1235,24840,0.54165,0.60998
1247,1247,2013,North Rhine-Westphalia,female,At least once per week,0.11436,288,24840,0.10015,0.13011
1248,1248,2013,North Rhine-Westphalia,female,At least once per month,0.09145,298,24840,0.08099,0.10378
1249,1249,2013,North Rhine-Westphalia,female,Seldom,0.28484,807,24840,0.2594,0.30275
1250,1250,2013,North Rhine-Westphalia,female,Never,0.50935,1384,24840,0.47962,0.53447
1251,1251,2013,Hesse,male,At least once per week,0.05003,53,24840,0.03592,0.06656
1252,1252,2013,Hesse,male,At least once per month,0.09009,67,24840,0.06961,0.1129
1253,1253,2013,Hesse,male,Seldom,0.3073,253,24840,0.27406,0.34038
1254,1254,2013,Hesse,male,Never,0.55258,430,24840,0.49823,0.61007
1255,1255,2013,Hesse,female,At least once per week,0.09486,79,24840,0.07469,0.11964
1256,1256,2013,Hesse,female,At least once per month,0.10755,105,24840,0.08311,0.13229
1257,1257,2013,Hesse,female,Seldom,0.30506,306,24840,0.26835,0.34109
1258,1258,2013,Hesse,female,Never,0.49252,456,24840,0.45101,0.54458
1259,1259,2013,"Rhineland-Palatinate, Saarland",male,At least once per week,0.0845,46,24840,0.06371,0.10736
1260,1260,2013,"Rhineland-Palatinate, Saarland",male,At least once per month,0.08924,56,24840,0.06838,0.11455
1261,1261,2013,"Rhineland-Palatinate, Saarland",male,Seldom,0.34985,205,24840,0.30417,0.39593
1262,1262,2013,"Rhineland-Palatinate, Saarland",male,Never,0.47641,315,24840,0.42095,0.53084
1263,1263,2013,"Rhineland-Palatinate, Saarland",female,At least once per week,0.11717,87,24840,0.09584,0.14168
1264,1264,2013,"Rhineland-Palatinate, Saarland",female,At least once per month,0.10171,80,24840,0.07953,0.12226
1265,1265,2013,"Rhineland-Palatinate, Saarland",female,Seldom,0.33673,264,24840,0.30005,0.37748
1266,1266,2013,"Rhineland-Palatinate, Saarland",female,Never,0.44439,356,24840,0.39157,0.49687
1267,1267,2013,Baden-Wuerttemberg,male,At least once per week,0.08503,121,24840,0.06634,0.10278
1268,1268,2013,Baden-Wuerttemberg,male,At least once per month,0.0832,144,24840,0.06894,0.09989
1269,1269,2013,Baden-Wuerttemberg,male,Seldom,0.30382,426,24840,0.27299,0.3332
1270,1270,2013,Baden-Wuerttemberg,male,Never,0.52796,675,24840,0.47843,0.56902
1271,1271,2013,Baden-Wuerttemberg,female,At least once per week,0.13693,205,24840,0.11556,0.15647
1272,1272,2013,Baden-Wuerttemberg,female,At least once per month,0.12461,206,24840,0.10501,0.14729
1273,1273,2013,Baden-Wuerttemberg,female,Seldom,0.29938,513,24840,0.27427,0.32666
1274,1274,2013,Baden-Wuerttemberg,female,Never,0.43908,704,24840,0.40999,0.47329
1275,1275,2013,Bavaria,male,At least once per week,0.11464,206,24840,0.09907,0.13325
1276,1276,2013,Bavaria,male,At least once per month,0.09192,221,24840,0.07847,0.11053
1277,1277,2013,Bavaria,male,Seldom,0.31138,577,24840,0.28106,0.34129
