year,bula_h,regtyp,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,North Rhine-Westphalia,Urban regions,At least once per week,0.11346,343,2435,0.10086,0.12606
1992,North Rhine-Westphalia,Urban regions,At least once per month,0.06708,206,2435,0.05714,0.07702
1992,North Rhine-Westphalia,Urban regions,Seldom,0.24199,671,2435,0.22498,0.25901
1992,North Rhine-Westphalia,Urban regions,Never,0.38920,1215,2435,0.36983,0.40857
1992,North Rhine-Westphalia,Rural regions,Never,0.36684,33,33,0.19986,0.53383
1992,Hesse,Urban regions,At least once per week,0.08126,90,809,0.06242,0.10010
1992,Hesse,Urban regions,At least once per month,0.08177,122,809,0.06288,0.10067
1992,Hesse,Urban regions,Seldom,0.28063,250,809,0.24964,0.31161
1992,Hesse,Urban regions,Never,0.39147,347,809,0.35782,0.42513
1992,Hesse,Rural regions,Seldom,0.29043,40,104,0.20275,0.37810
1992,Hesse,Rural regions,Never,0.32707,64,104,0.23646,0.41767
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.11506,72,547,0.08830,0.14183
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.08234,62,547,0.05929,0.10540
1992,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.24987,172,547,0.21356,0.28619
1992,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.38091,241,547,0.34018,0.42165
1992,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.48679,58,90,0.38295,0.59064
1992,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.21563,32,90,0.13019,0.30108
1992,Baden-Wuerttemberg,Urban regions,At least once per week,0.12280,246,1508,0.10623,0.13937
1992,Baden-Wuerttemberg,Urban regions,At least once per month,0.11639,228,1508,0.10020,0.13258
1992,Baden-Wuerttemberg,Urban regions,Seldom,0.27355,507,1508,0.25104,0.29605
1992,Baden-Wuerttemberg,Urban regions,Never,0.28454,527,1508,0.26176,0.30732
1992,Baden-Wuerttemberg,Rural regions,At least once per week,0.13421,43,235,0.09054,0.17789
1992,Baden-Wuerttemberg,Rural regions,At least once per month,0.14285,39,235,0.09802,0.18769
1992,Baden-Wuerttemberg,Rural regions,Seldom,0.26756,74,235,0.21084,0.32428
1992,Baden-Wuerttemberg,Rural regions,Never,0.25062,79,235,0.19509,0.30614
1992,Bavaria,Urban regions,At least once per week,0.10989,109,830,0.08860,0.13118
1992,Bavaria,Urban regions,At least once per month,0.08424,92,830,0.06534,0.10315
1992,Bavaria,Urban regions,Seldom,0.21566,220,830,0.18766,0.24365
1992,Bavaria,Urban regions,Never,0.42775,409,830,0.39407,0.46143
1992,Bavaria,Rural regions,At least once per week,0.19393,180,794,0.16641,0.22145
1992,Bavaria,Rural regions,At least once per month,0.11220,109,794,0.09023,0.13416
1992,Bavaria,Rural regions,Seldom,0.25591,257,794,0.22554,0.28629
1992,Bavaria,Rural regions,Never,0.23169,248,794,0.20232,0.26105
1992,Berlin,Urban regions,At least once per week,0.05230,32,553,0.03373,0.07088
1992,Berlin,Urban regions,Seldom,0.12422,76,553,0.09670,0.15174
1992,Berlin,Urban regions,Never,0.62465,445,553,0.58425,0.66504
1992,Brandenburg,Urban regions,Never,0.56802,50,50,0.42932,0.70672
1992,Brandenburg,Rural regions,Seldom,0.10149,69,551,0.07625,0.12673
1992,Brandenburg,Rural regions,Never,0.67436,482,551,0.63520,0.71352
1992,Mecklenburg-Western Pomerania,Urban regions,Never,0.60735,40,40,0.45408,0.76062
1992,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.12487,50,343,0.08983,0.15990
1992,Mecklenburg-Western Pomerania,Rural regions,Never,0.65541,293,343,0.60504,0.70578
1992,Saxony,Urban regions,Seldom,0.15738,117,528,0.12629,0.18848
1992,Saxony,Urban regions,Never,0.57631,411,528,0.53412,0.61850
1992,Saxony,Rural regions,Seldom,0.13007,91,500,0.10056,0.15959
1992,Saxony,Rural regions,Never,0.60351,409,500,0.56059,0.64643
1992,Saxony-Anhalt,Urban regions,Never,0.78456,151,151,0.71877,0.85036
1992,Saxony-Anhalt,Rural regions,Seldom,0.11035,87,533,0.08372,0.13697
1992,Saxony-Anhalt,Rural regions,Never,0.65074,446,533,0.61023,0.69125
1992,Thuringa,Urban regions,Seldom,0.14258,32,168,0.08955,0.19561
1992,Thuringa,Urban regions,Never,0.60107,136,168,0.52680,0.67534
1992,Thuringa,Rural regions,At least once per week,0.07651,40,447,0.05184,0.10118
1992,Thuringa,Rural regions,Seldom,0.14249,102,447,0.11005,0.17493
1992,Thuringa,Rural regions,Never,0.53310,305,447,0.48680,0.57941
1994,Schleswig-Holstein,Urban regions,Seldom,0.19290,34,127,0.12400,0.26180
1994,Schleswig-Holstein,Urban regions,Never,0.51014,93,127,0.42285,0.59742
1994,Schleswig-Holstein,Rural regions,Seldom,0.33368,52,129,0.25200,0.41537
1994,Schleswig-Holstein,Rural regions,Never,0.40598,77,129,0.32091,0.49106
1994,Hamburg,Urban regions,Seldom,0.16734,31,122,0.10083,0.23386
1994,Hamburg,Urban regions,Never,0.64310,91,122,0.55773,0.72846
1994,Lower Saxony,Urban regions,At least once per week,0.04861,35,476,0.02927,0.06795
1994,Lower Saxony,Urban regions,At least once per month,0.05778,38,476,0.03680,0.07876
1994,Lower Saxony,Urban regions,Seldom,0.26644,140,476,0.22669,0.30620
1994,Lower Saxony,Urban regions,Never,0.47857,263,476,0.43364,0.52349
1994,Lower Saxony,Rural regions,At least once per week,0.05362,32,486,0.03357,0.07367
1994,Lower Saxony,Rural regions,At least once per month,0.07851,39,486,0.05457,0.10244
1994,Lower Saxony,Rural regions,Seldom,0.25298,157,486,0.21429,0.29167
1994,Lower Saxony,Rural regions,Never,0.41129,258,486,0.36750,0.45508
1994,Bremen,Urban regions,Never,0.55423,54,54,0.42041,0.68805
1994,North Rhine-Westphalia,Urban regions,At least once per week,0.10857,334,2376,0.09606,0.12108
1994,North Rhine-Westphalia,Urban regions,At least once per month,0.07218,219,2376,0.06177,0.08258
1994,North Rhine-Westphalia,Urban regions,Seldom,0.25127,710,2376,0.23382,0.26871
1994,North Rhine-Westphalia,Urban regions,Never,0.37983,1113,2376,0.36031,0.39935
1994,Hesse,Urban regions,At least once per week,0.06953,86,792,0.05181,0.08726
1994,Hesse,Urban regions,At least once per month,0.09408,108,792,0.07373,0.11442
1994,Hesse,Urban regions,Seldom,0.26534,250,792,0.23457,0.29611
1994,Hesse,Urban regions,Never,0.40321,348,792,0.36902,0.43739
1994,Hesse,Rural regions,Seldom,0.26034,33,91,0.16968,0.35100
1994,Hesse,Rural regions,Never,0.33324,58,91,0.23585,0.43062
1994,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.12781,80,520,0.09909,0.15654
1994,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.05911,53,520,0.03882,0.07940
1994,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.23186,157,520,0.19555,0.26817
1994,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.39158,230,520,0.34958,0.43357
1994,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.43359,58,58,0.30493,0.56224
1994,Baden-Wuerttemberg,Urban regions,At least once per week,0.12038,232,1508,0.10395,0.13681
1994,Baden-Wuerttemberg,Urban regions,At least once per month,0.11820,252,1508,0.10190,0.13450
1994,Baden-Wuerttemberg,Urban regions,Seldom,0.27191,530,1508,0.24944,0.29437
1994,Baden-Wuerttemberg,Urban regions,Never,0.28838,494,1508,0.26551,0.31126
1994,Baden-Wuerttemberg,Rural regions,At least once per week,0.14419,37,217,0.09735,0.19104
1994,Baden-Wuerttemberg,Rural regions,At least once per month,0.13818,33,217,0.09216,0.18420
1994,Baden-Wuerttemberg,Rural regions,Seldom,0.27720,69,217,0.21750,0.33689
1994,Baden-Wuerttemberg,Rural regions,Never,0.26898,78,217,0.20984,0.32811
1994,Bavaria,Urban regions,At least once per week,0.10574,95,803,0.08446,0.12703
1994,Bavaria,Urban regions,At least once per month,0.07963,82,803,0.06090,0.09837
1994,Bavaria,Urban regions,Seldom,0.25965,234,803,0.22931,0.29000
1994,Bavaria,Urban regions,Never,0.39518,392,803,0.36134,0.42902
1994,Bavaria,Rural regions,At least once per week,0.20604,180,774,0.17753,0.23455
1994,Bavaria,Rural regions,At least once per month,0.13201,132,774,0.10815,0.15588
1994,Bavaria,Rural regions,Seldom,0.24053,262,774,0.21040,0.27066
1994,Bavaria,Rural regions,Never,0.20861,200,774,0.17997,0.23725
1994,Berlin,Urban regions,Seldom,0.14120,91,496,0.11052,0.17188
1994,Berlin,Urban regions,Never,0.59966,405,496,0.55649,0.64282
1994,Brandenburg,Urban regions,Never,0.52174,44,44,0.37243,0.67105
1994,Brandenburg,Rural regions,Seldom,0.11949,75,518,0.09153,0.14745
1994,Brandenburg,Rural regions,Never,0.67824,443,518,0.63798,0.71851
1994,Mecklenburg-Western Pomerania,Urban regions,Never,0.59172,45,45,0.44649,0.73695
1994,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.10717,45,333,0.07389,0.14044
1994,Mecklenburg-Western Pomerania,Rural regions,Never,0.63451,288,333,0.58270,0.68631
1994,Saxony,Urban regions,At least once per month,0.04015,31,552,0.02376,0.05654
1994,Saxony,Urban regions,Seldom,0.14540,97,552,0.11597,0.17484
1994,Saxony,Urban regions,Never,0.59923,424,552,0.55831,0.64015
1994,Saxony,Rural regions,Seldom,0.13828,97,510,0.10829,0.16827
1994,Saxony,Rural regions,Never,0.62974,413,510,0.58779,0.67169
1994,Saxony-Anhalt,Urban regions,Never,0.76430,133,133,0.69189,0.83670
1994,Saxony-Anhalt,Rural regions,Seldom,0.10222,82,506,0.07580,0.12864
1994,Saxony-Anhalt,Rural regions,Never,0.66908,424,506,0.62804,0.71012
1994,Thuringa,Urban regions,Seldom,0.13019,31,181,0.08103,0.17935
1994,Thuringa,Urban regions,Never,0.65531,150,181,0.58588,0.72474
1994,Thuringa,Rural regions,At least once per week,0.07637,42,444,0.05163,0.10110
1994,Thuringa,Rural regions,Seldom,0.14698,106,444,0.11400,0.17995
1994,Thuringa,Rural regions,Never,0.51319,296,444,0.46664,0.55973
1995,Schleswig-Holstein,Urban regions,Seldom,0.20133,32,120,0.12928,0.27338
1995,Schleswig-Holstein,Urban regions,Never,0.50215,88,120,0.41231,0.59198
1995,Schleswig-Holstein,Rural regions,Seldom,0.31408,51,126,0.23271,0.39545
1995,Schleswig-Holstein,Rural regions,Never,0.36877,75,126,0.28419,0.45335
1995,Hamburg,Urban regions,Never,0.62502,83,83,0.52023,0.72980
1995,Lower Saxony,Urban regions,At least once per week,0.06113,55,517,0.04046,0.08180
1995,Lower Saxony,Urban regions,At least once per month,0.06455,38,517,0.04335,0.08575
1995,Lower Saxony,Urban regions,Seldom,0.24963,147,517,0.21229,0.28697
1995,Lower Saxony,Urban regions,Never,0.45791,277,517,0.41492,0.50090
1995,Lower Saxony,Rural regions,At least once per week,0.05539,42,522,0.03575,0.07503
1995,Lower Saxony,Rural regions,At least once per month,0.06128,38,522,0.04069,0.08188
1995,Lower Saxony,Rural regions,Seldom,0.27760,187,522,0.23915,0.31606
1995,Lower Saxony,Rural regions,Never,0.38279,255,522,0.34105,0.42453
1995,Bremen,Urban regions,Never,0.62680,62,62,0.50543,0.74817
1995,North Rhine-Westphalia,Urban regions,At least once per week,0.12166,378,2494,0.10883,0.13449
1995,North Rhine-Westphalia,Urban regions,At least once per month,0.07727,253,2494,0.06679,0.08776
1995,North Rhine-Westphalia,Urban regions,Seldom,0.22448,679,2494,0.20810,0.24086
1995,North Rhine-Westphalia,Urban regions,Never,0.39140,1184,2494,0.37224,0.41056
1995,Hesse,Urban regions,At least once per week,0.07004,88,795,0.05228,0.08779
1995,Hesse,Urban regions,At least once per month,0.06662,89,795,0.04928,0.08397
1995,Hesse,Urban regions,Seldom,0.27601,257,795,0.24492,0.30711
1995,Hesse,Urban regions,Never,0.42771,361,795,0.39330,0.46213
1995,Hesse,Rural regions,Seldom,0.30629,49,104,0.21727,0.39531
1995,Hesse,Rural regions,Never,0.27849,55,104,0.19192,0.36505
1995,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.15295,106,572,0.12343,0.18248
1995,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.07633,64,572,0.05455,0.09811
1995,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.21675,164,572,0.18295,0.25055
1995,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.35276,238,572,0.31357,0.39195
1995,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.29769,54,102,0.20851,0.38686
1995,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.26030,48,102,0.17472,0.34588
1995,Baden-Wuerttemberg,Urban regions,At least once per week,0.13791,290,1560,0.12079,0.15502
1995,Baden-Wuerttemberg,Urban regions,At least once per month,0.10607,246,1560,0.09079,0.12136
1995,Baden-Wuerttemberg,Urban regions,Seldom,0.26468,495,1560,0.24278,0.28658
1995,Baden-Wuerttemberg,Urban regions,Never,0.29403,529,1560,0.27141,0.31665
1995,Baden-Wuerttemberg,Rural regions,At least once per week,0.16970,42,194,0.11674,0.22265
1995,Baden-Wuerttemberg,Rural regions,Seldom,0.22907,67,194,0.16978,0.28836
1995,Baden-Wuerttemberg,Rural regions,Never,0.32577,85,194,0.25965,0.39189
1995,Bavaria,Urban regions,At least once per week,0.09446,102,845,0.07473,0.11419
1995,Bavaria,Urban regions,At least once per month,0.09784,108,845,0.07779,0.11788
1995,Bavaria,Urban regions,Seldom,0.23590,230,845,0.20725,0.26454
1995,Bavaria,Urban regions,Never,0.39562,405,845,0.36263,0.42861
1995,Bavaria,Rural regions,At least once per week,0.20100,171,832,0.17375,0.22824
1995,Bavaria,Rural regions,At least once per month,0.16436,162,832,0.13917,0.18956
1995,Bavaria,Rural regions,Seldom,0.24244,259,832,0.21330,0.27158
1995,Bavaria,Rural regions,Never,0.19821,240,832,0.17111,0.22532
1995,Berlin,Urban regions,Seldom,0.14643,106,513,0.11581,0.17705
1995,Berlin,Urban regions,Never,0.59692,407,513,0.55443,0.63941
1995,Brandenburg,Rural regions,Seldom,0.14314,90,539,0.11355,0.17273
1995,Brandenburg,Rural regions,Never,0.63932,449,539,0.59874,0.67990
1995,Mecklenburg-Western Pomerania,Urban regions,Never,0.66891,44,44,0.52825,0.80957
1995,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.13171,46,335,0.09544,0.16798
1995,Mecklenburg-Western Pomerania,Rural regions,Never,0.61520,289,335,0.56302,0.66738
1995,Saxony,Urban regions,At least once per month,0.04171,32,544,0.02489,0.05852
1995,Saxony,Urban regions,Seldom,0.15547,106,544,0.12499,0.18594
1995,Saxony,Urban regions,Never,0.59207,406,544,0.55073,0.63340
1995,Saxony,Rural regions,Seldom,0.12906,80,490,0.09935,0.15878
1995,Saxony,Rural regions,Never,0.61757,410,490,0.57450,0.66065
1995,Saxony-Anhalt,Urban regions,Never,0.78104,112,112,0.70411,0.85798
1995,Saxony-Anhalt,Rural regions,Seldom,0.10195,91,516,0.07581,0.12808
1995,Saxony-Anhalt,Rural regions,Never,0.67898,425,516,0.63865,0.71930
1995,Thuringa,Urban regions,Never,0.66440,151,151,0.58883,0.73997
1995,Thuringa,Rural regions,At least once per week,0.06168,33,430,0.03892,0.08445
1995,Thuringa,Rural regions,Seldom,0.16170,113,430,0.12686,0.19654
1995,Thuringa,Rural regions,Never,0.51725,284,430,0.46997,0.56454
1996,Schleswig-Holstein,Urban regions,Seldom,0.24592,41,122,0.16919,0.32265
1996,Schleswig-Holstein,Urban regions,Never,0.44902,81,122,0.36040,0.53765
1996,Schleswig-Holstein,Rural regions,Seldom,0.32964,57,130,0.24852,0.41076
1996,Schleswig-Holstein,Rural regions,Never,0.37292,73,130,0.28947,0.45637
1996,Hamburg,Urban regions,Seldom,0.20976,33,113,0.13435,0.28516
1996,Hamburg,Urban regions,Never,0.61456,80,113,0.52442,0.70470
1996,Lower Saxony,Urban regions,At least once per week,0.05099,40,512,0.03191,0.07006
1996,Lower Saxony,Urban regions,At least once per month,0.05089,33,512,0.03183,0.06994
1996,Lower Saxony,Urban regions,Seldom,0.23884,140,512,0.20187,0.27581
1996,Lower Saxony,Urban regions,Never,0.49009,299,512,0.44675,0.53343
1996,Lower Saxony,Rural regions,At least once per week,0.05945,43,528,0.03926,0.07964
1996,Lower Saxony,Rural regions,At least once per month,0.06524,43,528,0.04415,0.08632
1996,Lower Saxony,Rural regions,Seldom,0.28840,179,528,0.24972,0.32708
1996,Lower Saxony,Rural regions,Never,0.37648,263,528,0.33511,0.41784
1996,Bremen,Urban regions,Never,0.51825,55,55,0.38498,0.65152
1996,North Rhine-Westphalia,Urban regions,At least once per week,0.11853,352,2485,0.10582,0.13124
1996,North Rhine-Westphalia,Urban regions,At least once per month,0.08005,244,2485,0.06938,0.09072
1996,North Rhine-Westphalia,Urban regions,Seldom,0.26090,748,2485,0.24363,0.27817
1996,North Rhine-Westphalia,Urban regions,Never,0.36567,1141,2485,0.34673,0.38461
1996,Hesse,Urban regions,At least once per week,0.07764,83,766,0.05867,0.09660
1996,Hesse,Urban regions,At least once per month,0.06883,99,766,0.05089,0.08677
1996,Hesse,Urban regions,Seldom,0.28191,252,766,0.25002,0.31379
1996,Hesse,Urban regions,Never,0.40232,332,766,0.36757,0.43707
1996,Hesse,Rural regions,Seldom,0.28705,46,101,0.19838,0.37572
1996,Hesse,Rural regions,Never,0.31615,55,101,0.22501,0.40728
1996,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.14639,93,556,0.11698,0.17580
1996,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.07226,57,556,0.05072,0.09380
1996,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.24935,179,556,0.21336,0.28535
1996,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.33327,227,556,0.29405,0.37249
1996,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.30345,51,103,0.21422,0.39267
1996,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.27758,52,103,0.19067,0.36448
1996,Baden-Wuerttemberg,Urban regions,At least once per week,0.10258,202,1481,0.08712,0.11804
1996,Baden-Wuerttemberg,Urban regions,At least once per month,0.10701,226,1481,0.09126,0.12276
1996,Baden-Wuerttemberg,Urban regions,Seldom,0.28621,528,1481,0.26318,0.30924
1996,Baden-Wuerttemberg,Urban regions,Never,0.30534,525,1481,0.28188,0.32881
1996,Baden-Wuerttemberg,Rural regions,At least once per week,0.14433,37,217,0.09746,0.19119
1996,Baden-Wuerttemberg,Rural regions,At least once per month,0.12929,31,217,0.08455,0.17404
1996,Baden-Wuerttemberg,Rural regions,Seldom,0.29124,84,217,0.23065,0.35183
1996,Baden-Wuerttemberg,Rural regions,Never,0.22058,65,217,0.16528,0.27587
1996,Bavaria,Urban regions,At least once per week,0.09137,88,826,0.07171,0.11104
1996,Bavaria,Urban regions,At least once per month,0.08880,103,826,0.06939,0.10821
1996,Bavaria,Urban regions,Seldom,0.26572,246,826,0.23558,0.29587
1996,Bavaria,Urban regions,Never,0.38187,389,826,0.34871,0.41502
1996,Bavaria,Rural regions,At least once per week,0.18821,165,829,0.16158,0.21483
1996,Bavaria,Rural regions,At least once per month,0.14364,134,829,0.11975,0.16753
1996,Bavaria,Rural regions,Seldom,0.25265,265,829,0.22305,0.28225
1996,Bavaria,Rural regions,Never,0.22972,265,829,0.20107,0.25837
1996,Berlin,Urban regions,Seldom,0.15575,89,494,0.12374,0.18776
1996,Berlin,Urban regions,Never,0.59148,405,494,0.54809,0.63487
1996,Brandenburg,Rural regions,Seldom,0.14945,93,541,0.11938,0.17952
1996,Brandenburg,Rural regions,Never,0.65130,448,541,0.61110,0.69150
1996,Mecklenburg-Western Pomerania,Urban regions,Never,0.73306,48,48,0.60659,0.85952
1996,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.15940,60,329,0.11978,0.19901
1996,Mecklenburg-Western Pomerania,Rural regions,Never,0.62046,269,329,0.56794,0.67298
1996,Saxony,Urban regions,Seldom,0.16135,107,513,0.12949,0.19322
1996,Saxony,Urban regions,Never,0.58600,406,513,0.54334,0.62867
1996,Saxony,Rural regions,Seldom,0.16309,97,497,0.13058,0.19561
1996,Saxony,Rural regions,Never,0.58813,400,497,0.54482,0.63145
1996,Saxony-Anhalt,Urban regions,Never,0.75419,127,127,0.67901,0.82937
1996,Saxony-Anhalt,Rural regions,Seldom,0.12600,95,489,0.09656,0.15545
1996,Saxony-Anhalt,Rural regions,Never,0.66604,394,489,0.62420,0.70789
1996,Thuringa,Urban regions,Never,0.67724,157,157,0.60388,0.75061
1996,Thuringa,Rural regions,At least once per week,0.08057,39,443,0.05520,0.10595
1996,Thuringa,Rural regions,Seldom,0.17198,121,443,0.13680,0.20716
