"pli0098_h","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Seltener","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2002","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2002","66 und älter","kein Migrationshintergrund","","","",""
"Nie","2002","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2003","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2003","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2003","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2003","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","16-34 Jahre alt","kein Migrationshintergrund","174","0.0336180390633461","0.0283813683094411","0.0388547098172511"
"Min 1x pro Woche","2003","16-34 Jahre alt","direkter Migrationshintergrund","79","0.108398769602692","0.0849286313058852","0.131868907899498"
"Min 1x pro Woche","2003","16-34 Jahre alt","indirekter Migrationshintergrund","53","0.087320130808615","0.0653455860515165","0.109294675565714"
"Min 1x pro Woche","2003","35-65 Jahre alt","kein Migrationshintergrund","811","0.071237963096184","0.0664086800145553","0.0760672461778126"
"Min 1x pro Woche","2003","35-65 Jahre alt","direkter Migrationshintergrund","221","0.142372668963936","0.125186247349811","0.159559090578061"
"Min 1x pro Woche","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","66 und älter","kein Migrationshintergrund","533","0.173952194922905","0.161026746500773","0.186877643345037"
"Min 1x pro Woche","2003","66 und älter","direkter Migrationshintergrund","83","0.243601881969019","0.198949004145008","0.28825475979303"
"Min 1x pro Woche","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","16-34 Jahre alt","kein Migrationshintergrund","261","0.0530844011828354","0.0465706109288702","0.0595981914368006"
"Min 1x pro Monat","2003","16-34 Jahre alt","direkter Migrationshintergrund","58","0.0697159116250796","0.0504897807401171","0.0889420425100421"
"Min 1x pro Monat","2003","16-34 Jahre alt","indirekter Migrationshintergrund","56","0.0643690426063806","0.0452663635839064","0.0834717216288549"
"Min 1x pro Monat","2003","35-65 Jahre alt","kein Migrationshintergrund","993","0.0876525157135623","0.0823432187010132","0.0929618127261115"
"Min 1x pro Monat","2003","35-65 Jahre alt","direkter Migrationshintergrund","256","0.158848486901907","0.140870067875506","0.176826905928309"
"Min 1x pro Monat","2003","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","66 und älter","kein Migrationshintergrund","415","0.127840767206863","0.116455043331452","0.139226491082273"
"Min 1x pro Monat","2003","66 und älter","direkter Migrationshintergrund","55","0.139959260457501","0.103868648508305","0.176049872406697"
"Min 1x pro Monat","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2003","16-34 Jahre alt","kein Migrationshintergrund","1340","0.303047608843073","0.289695444772284","0.316399772913862"
"Seltener","2003","16-34 Jahre alt","direkter Migrationshintergrund","218","0.314699627937449","0.27964004534034","0.349759210534558"
"Seltener","2003","16-34 Jahre alt","indirekter Migrationshintergrund","205","0.264687499899691","0.230347036412545","0.299027963386836"
"Seltener","2003","35-65 Jahre alt","kein Migrationshintergrund","3386","0.313006138715683","0.304299960659727","0.321712316771638"
"Seltener","2003","35-65 Jahre alt","direkter Migrationshintergrund","497","0.30189401897998","0.279314703276934","0.324473334683025"
"Seltener","2003","35-65 Jahre alt","indirekter Migrationshintergrund","40","0.319985485238152","0.241587867207853","0.398383103268451"
"Seltener","2003","66 und älter","kein Migrationshintergrund","934","0.284962505842967","0.269570814702988","0.300354196982946"
"Seltener","2003","66 und älter","direkter Migrationshintergrund","81","0.211781967100443","0.169280728509183","0.254283205691703"
"Seltener","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2003","16-34 Jahre alt","kein Migrationshintergrund","2770","0.608665991815431","0.594486587466342","0.622845396164521"
"Nie","2003","16-34 Jahre alt","direkter Migrationshintergrund","311","0.495337762903962","0.457591907992153","0.533083617815771"
"Nie","2003","16-34 Jahre alt","indirekter Migrationshintergrund","319","0.582055558871074","0.543663185602792","0.620447932139357"
"Nie","2003","35-65 Jahre alt","kein Migrationshintergrund","5689","0.526295386666712","0.5169209910424","0.535669782291024"
"Nie","2003","35-65 Jahre alt","direkter Migrationshintergrund","599","0.390976734655873","0.366976513629894","0.414976955681852"
"Nie","2003","35-65 Jahre alt","indirekter Migrationshintergrund","66","0.523984605039762","0.440048579740227","0.607920630339297"
"Nie","2003","66 und älter","kein Migrationshintergrund","1400","0.403864966307446","0.387134097836315","0.420595834778577"
"Nie","2003","66 und älter","direkter Migrationshintergrund","129","0.385479741300674","0.334850339481671","0.436109143119677"
"Nie","2003","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2004","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2004","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2004","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2004","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2004","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2004","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2004","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2004","66 und älter","kein Migrationshintergrund","","","",""
"Nie","2004","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","2004","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2005","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2005","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2005","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2005","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2005","16-34 Jahre alt","kein Migrationshintergrund","118","0.0277727903962963","0.0227552240130517","0.0327903567795409"
"Min 1x pro Woche","2005","16-34 Jahre alt","direkter Migrationshintergrund","56","0.0917674024787256","0.0671658215070512","0.1163689834504"
"Min 1x pro Woche","2005","16-34 Jahre alt","indirekter Migrationshintergrund","60","0.103903917633976","0.0806422625462918","0.127165572721659"
"Min 1x pro Woche","2005","35-65 Jahre alt","kein Migrationshintergrund","691","0.066425667039813","0.0615380252463569","0.0713133088332691"
"Min 1x pro Woche","2005","35-65 Jahre alt","direkter Migrationshintergrund","221","0.139844786698637","0.122127152154301","0.157562421242974"
"Min 1x pro Woche","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2005","66 und älter","kein Migrationshintergrund","532","0.168958387509586","0.156377839444696","0.181538935574476"
"Min 1x pro Woche","2005","66 und älter","direkter Migrationshintergrund","79","0.229497662768526","0.186534099288661","0.27246122624839"
"Min 1x pro Woche","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2005","16-34 Jahre alt","kein Migrationshintergrund","229","0.0464964707606886","0.0400670680307115","0.0529258734906657"
"Min 1x pro Monat","2005","16-34 Jahre alt","direkter Migrationshintergrund","41","0.0648677804897974","0.0438797694228022","0.0858557915567925"
"Min 1x pro Monat","2005","16-34 Jahre alt","indirekter Migrationshintergrund","43","0.0611900047493433","0.0429184098832656","0.0794615996154209"
"Min 1x pro Monat","2005","35-65 Jahre alt","kein Migrationshintergrund","868","0.080397211299756","0.0750604523346167","0.0857339702648953"
"Min 1x pro Monat","2005","35-65 Jahre alt","direkter Migrationshintergrund","220","0.130317819893701","0.113119882061093","0.147515757726309"
"Min 1x pro Monat","2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2005","66 und älter","kein Migrationshintergrund","443","0.1293168857055","0.118051242890255","0.140582528520745"
"Min 1x pro Monat","2005","66 und älter","direkter Migrationshintergrund","53","0.13768393512805","0.102479364225065","0.172888506031036"
"Min 1x pro Monat","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2005","16-34 Jahre alt","kein Migrationshintergrund","1188","0.306125288595919","0.292052193684422","0.320198383507416"
"Seltener","2005","16-34 Jahre alt","direkter Migrationshintergrund","180","0.330573434668722","0.290486236640463","0.370660632696982"
"Seltener","2005","16-34 Jahre alt","indirekter Migrationshintergrund","179","0.263983504219657","0.230380389854489","0.297586618584825"
"Seltener","2005","35-65 Jahre alt","kein Migrationshintergrund","3245","0.324110006909003","0.314923695059325","0.33329631875868"
"Seltener","2005","35-65 Jahre alt","direkter Migrationshintergrund","434","0.282744263936394","0.259738953258704","0.305749574614084"
"Seltener","2005","35-65 Jahre alt","indirekter Migrationshintergrund","49","0.273071193211191","0.203156303712679","0.342986082709703"
"Seltener","2005","66 und älter","kein Migrationshintergrund","950","0.285702262266566","0.270535433803073","0.300869090730059"
"Seltener","2005","66 und älter","direkter Migrationshintergrund","93","0.222792577827117","0.180277496846307","0.265307658807927"
"Seltener","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2005","16-34 Jahre alt","kein Migrationshintergrund","2585","0.619605450247096","0.604781148700423","0.634429751793769"
"Nie","2005","16-34 Jahre alt","direkter Migrationshintergrund","252","0.512791382362755","0.470197414905022","0.555385349820487"
"Nie","2005","16-34 Jahre alt","indirekter Migrationshintergrund","379","0.570922573397024","0.533191096723142","0.608654050070906"
"Nie","2005","35-65 Jahre alt","kein Migrationshintergrund","5168","0.529067114751428","0.519270143148948","0.538864086353908"
"Nie","2005","35-65 Jahre alt","direkter Migrationshintergrund","597","0.447093129471267","0.421693979795621","0.472492279146913"
"Nie","2005","35-65 Jahre alt","indirekter Migrationshintergrund","77","0.581211418394178","0.503791933624702","0.658630903163655"
"Nie","2005","66 und älter","kein Migrationshintergrund","1483","0.416022464518348","0.399474112157809","0.432570816878886"
"Nie","2005","66 und älter","direkter Migrationshintergrund","143","0.410025824276307","0.359774641544039","0.460277007008575"
"Nie","2005","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2006","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2006","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2006","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2006","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","2006","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2006","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2006","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2006","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2006","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2006","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2006","66 und älter","kein Migrationshintergrund","","","",""
"Nie","2006","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","2006","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2007","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2007","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2007","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2007","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2007","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2007","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2007","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2007","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2007","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2007","16-34 Jahre alt","kein Migrationshintergrund","111","0.0246944860244183","0.0196769586010189","0.0297120134478177"
"Min 1x pro Woche","2007","16-34 Jahre alt","direkter Migrationshintergrund","49","0.104568642942115","0.0761700026347676","0.132967283249462"
"Min 1x pro Woche","2007","16-34 Jahre alt","indirekter Migrationshintergrund","45","0.0774364070022231","0.0558142113237923","0.0990586026806538"
"Min 1x pro Woche","2007","35-65 Jahre alt","kein Migrationshintergrund","684","0.0642245640020701","0.059408089005598","0.0690410389985422"
"Min 1x pro Woche","2007","35-65 Jahre alt","direkter Migrationshintergrund","196","0.135976719068023","0.11735136900453","0.154602069131516"
"Min 1x pro Woche","2007","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2007","66 und älter","kein Migrationshintergrund","575","0.146676915831008","0.135677445020403","0.157676386641613"
"Min 1x pro Woche","2007","66 und älter","direkter Migrationshintergrund","90","0.222845307914128","0.181113048974817","0.264577566853439"
"Min 1x pro Woche","2007","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2007","16-34 Jahre alt","kein Migrationshintergrund","214","0.0564467928814393","0.0489853597236554","0.0639082260392232"
"Min 1x pro Monat","2007","16-34 Jahre alt","direkter Migrationshintergrund","36","0.073051843759634","0.0489014634104549","0.097202224108813"
"Min 1x pro Monat","2007","16-34 Jahre alt","indirekter Migrationshintergrund","58","0.0906074494722253","0.0673861409133852","0.113828758031065"
"Min 1x pro Monat","2007","35-65 Jahre alt","kein Migrationshintergrund","850","0.0766784337637379","0.0714507896534459","0.0819060778740299"
"Min 1x pro Monat","2007","35-65 Jahre alt","direkter Migrationshintergrund","155","0.102772865117085","0.0862722598721554","0.119273470362014"
"Min 1x pro Monat","2007","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2007","66 und älter","kein Migrationshintergrund","473","0.127657072329533","0.117281782869051","0.138032361790016"
"Min 1x pro Monat","2007","66 und älter","direkter Migrationshintergrund","43","0.101526647276962","0.0712394537572115","0.131813840796713"
"Min 1x pro Monat","2007","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2007","16-34 Jahre alt","kein Migrationshintergrund","987","0.257534190712108","0.243396610033266","0.271671771390949"
"Seltener","2007","16-34 Jahre alt","direkter Migrationshintergrund","152","0.293918471378028","0.251639780922445","0.33619716183361"
"Seltener","2007","16-34 Jahre alt","indirekter Migrationshintergrund","155","0.239922513719137","0.205376855157477","0.274468172280797"
"Seltener","2007","35-65 Jahre alt","kein Migrationshintergrund","3017","0.302020385655148","0.292999848379344","0.311040922930952"
"Seltener","2007","35-65 Jahre alt","direkter Migrationshintergrund","410","0.289009747240146","0.264377870012503","0.313641624467789"
"Seltener","2007","35-65 Jahre alt","indirekter Migrationshintergrund","73","0.360212008521327","0.291406307593772","0.429017709448883"
"Seltener","2007","66 und älter","kein Migrationshintergrund","1130","0.28739424700583","0.273324125210003","0.301464368801658"
"Seltener","2007","66 und älter","direkter Migrationshintergrund","100","0.224803104078595","0.182940757017249","0.266665451139942"
"Seltener","2007","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2007","16-34 Jahre alt","kein Migrationshintergrund","2363","0.661324530382035","0.646023572973653","0.676625487790417"
"Nie","2007","16-34 Jahre alt","direkter Migrationshintergrund","209","0.528461041920224","0.482132787197534","0.574789296642913"
"Nie","2007","16-34 Jahre alt","indirekter Migrationshintergrund","329","0.592033629806415","0.552276556081247","0.631790703531582"
"Nie","2007","35-65 Jahre alt","kein Migrationshintergrund","5401","0.557076616579044","0.547317406286167","0.566835826871921"
"Nie","2007","35-65 Jahre alt","direkter Migrationshintergrund","540","0.472240668574746","0.445113210826848","0.499368126322644"
"Nie","2007","35-65 Jahre alt","indirekter Migrationshintergrund","77","0.460998931864619","0.389553895728293","0.532443968000945"
"Nie","2007","66 und älter","kein Migrationshintergrund","1796","0.438271764833628","0.422845206951638","0.453698322715618"
"Nie","2007","66 und älter","direkter Migrationshintergrund","149","0.450824940730314","0.400927786253927","0.500722095206701"
"Nie","2007","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2008","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2008","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2008","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2008","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2008","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2008","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2008","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2008","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2008","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2008","16-34 Jahre alt","kein Migrationshintergrund","95","0.0195982719595164","0.0149539853582575","0.0242425585607753"
"Min 1x pro Woche","2008","16-34 Jahre alt","direkter Migrationshintergrund","41","0.115123783470761","0.0826022498716006","0.147645317069922"
"Min 1x pro Woche","2008","16-34 Jahre alt","indirekter Migrationshintergrund","50","0.0950221837301516","0.0708849202195174","0.119159447240786"
"Min 1x pro Woche","2008","35-65 Jahre alt","kein Migrationshintergrund","562","0.053721132661481","0.0491405008467656","0.0583017644761964"
"Min 1x pro Woche","2008","35-65 Jahre alt","direkter Migrationshintergrund","155","0.108668013969187","0.0907890556594582","0.126546972278915"
"Min 1x pro Woche","2008","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2008","66 und älter","kein Migrationshintergrund","521","0.148945336379459","0.137829630257602","0.160061042501316"
"Min 1x pro Woche","2008","66 und älter","direkter Migrationshintergrund","70","0.203009813289132","0.162243889071639","0.243775737506624"
"Min 1x pro Woche","2008","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2008","16-34 Jahre alt","kein Migrationshintergrund","180","0.0439164714595455","0.0370510101202658","0.0507819327988251"
"Min 1x pro Monat","2008","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2008","16-34 Jahre alt","indirekter Migrationshintergrund","39","0.0548279457377483","0.0360903879633541","0.0735655035121425"
"Min 1x pro Monat","2008","35-65 Jahre alt","kein Migrationshintergrund","824","0.0809129918709029","0.0753727250921195","0.0864532586496864"
"Min 1x pro Monat","2008","35-65 Jahre alt","direkter Migrationshintergrund","147","0.126733494312298","0.107622173312354","0.145844815312241"
"Min 1x pro Monat","2008","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2008","66 und älter","kein Migrationshintergrund","453","0.11642206274187","0.106408584695285","0.126435540788456"
"Min 1x pro Monat","2008","66 und älter","direkter Migrationshintergrund","63","0.139871534894434","0.104718840344639","0.175024229444229"
"Min 1x pro Monat","2008","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2008","16-34 Jahre alt","kein Migrationshintergrund","931","0.270483642715248","0.255600449878949","0.285366835551547"
"Seltener","2008","16-34 Jahre alt","direkter Migrationshintergrund","136","0.354137066360437","0.305406315623379","0.402867817097494"
"Seltener","2008","16-34 Jahre alt","indirekter Migrationshintergrund","163","0.291064505647717","0.253674584789237","0.328454426506198"
"Seltener","2008","35-65 Jahre alt","kein Migrationshintergrund","2908","0.303583755885355","0.294242248850179","0.312925262920531"
"Seltener","2008","35-65 Jahre alt","direkter Migrationshintergrund","373","0.309470236156463","0.282913650027796","0.33602682228513"
"Seltener","2008","35-65 Jahre alt","indirekter Migrationshintergrund","67","0.321401465418285","0.25534309412808","0.38745983670849"
"Seltener","2008","66 und älter","kein Migrationshintergrund","1165","0.306381485474226","0.291988977760734","0.320773993187718"
"Seltener","2008","66 und älter","direkter Migrationshintergrund","88","0.222616981696525","0.180456170369408","0.264777793023641"
"Seltener","2008","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2008","16-34 Jahre alt","kein Migrationshintergrund","2208","0.663813018540311","0.647985187083604","0.679640849997018"
"Nie","2008","16-34 Jahre alt","direkter Migrationshintergrund","165","0.483202257771062","0.432284178805958","0.534120336736165"
"Nie","2008","16-34 Jahre alt","indirekter Migrationshintergrund","312","0.55732589484559","0.516441908779371","0.59820988091181"
"Nie","2008","35-65 Jahre alt","kein Migrationshintergrund","4992","0.559706522689096","0.549621089796961","0.569791955581232"
"Nie","2008","35-65 Jahre alt","direkter Migrationshintergrund","477","0.445554197805595","0.417001219156098","0.474107176455092"
"Nie","2008","35-65 Jahre alt","indirekter Migrationshintergrund","91","0.476588946157038","0.40594240489021","0.547235487423866"
"Nie","2008","66 und älter","kein Migrationshintergrund","1778","0.422473953362066","0.407052310874634","0.437895595849498"
"Nie","2008","66 und älter","direkter Migrationshintergrund","145","0.410573795292819","0.360717199283768","0.460430391301869"
"Nie","2008","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2009","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2009","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2009","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2009","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2009","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2009","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2009","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2009","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2009","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2009","16-34 Jahre alt","kein Migrationshintergrund","104","0.0271437772039948","0.0214957861182302","0.0327917682897593"
