"pli0098_h","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Seltener","1990","16-34 Jahre alt","kein Migrationshintergrund","1078","0.289226129547879","0.275379735561874","0.303072523533885"
"Seltener","1990","16-34 Jahre alt","direkter Migrationshintergrund","238","0.283279387360449","0.254115470073209","0.31244330464769"
"Seltener","1990","16-34 Jahre alt","indirekter Migrationshintergrund","90","0.32365425593065","0.267428886898848","0.379879624962452"
"Seltener","1990","35-65 Jahre alt","kein Migrationshintergrund","1508","0.311715299286993","0.29932895331977","0.324101645254216"
"Seltener","1990","35-65 Jahre alt","direkter Migrationshintergrund","421","0.262780873070837","0.241420133592421","0.284141612549253"
"Seltener","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1990","66 und älter","kein Migrationshintergrund","301","0.21412243148228","0.192368824851786","0.235876038112773"
"Seltener","1990","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1990","16-34 Jahre alt","kein Migrationshintergrund","2467","0.559341569171906","0.544180082619193","0.574503055724619"
"Nie","1990","16-34 Jahre alt","direkter Migrationshintergrund","440","0.500483889185923","0.468122047861029","0.532845730510816"
"Nie","1990","16-34 Jahre alt","indirekter Migrationshintergrund","118","0.436554142522021","0.37695329647921","0.496154988564833"
"Nie","1990","35-65 Jahre alt","kein Migrationshintergrund","2798","0.457007795063274","0.443686737946982","0.470328852179566"
"Nie","1990","35-65 Jahre alt","direkter Migrationshintergrund","685","0.449543923091764","0.425402186257117","0.473685659926411"
"Nie","1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1990","66 und älter","kein Migrationshintergrund","609","0.426734822123737","0.400505953125064","0.452963691122411"
"Nie","1990","66 und älter","direkter Migrationshintergrund","41","0.397987301204834","0.303913464845986","0.492061137563683"
"Nie","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1991","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1991","66 und älter","kein Migrationshintergrund","","","",""
"Nie","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","16-34 Jahre alt","kein Migrationshintergrund","233","0.061238770289656","0.0535698553010671","0.0689076852782449"
"Min 1x pro Woche","1992","16-34 Jahre alt","direkter Migrationshintergrund","112","0.127221587396353","0.10470085572521","0.149742319067497"
"Min 1x pro Woche","1992","16-34 Jahre alt","indirekter Migrationshintergrund","32","0.0879975271733121","0.0594767255391866","0.116518328807438"
"Min 1x pro Woche","1992","35-65 Jahre alt","kein Migrationshintergrund","495","0.11435119814244","0.105740394450819","0.12296200183406"
"Min 1x pro Woche","1992","35-65 Jahre alt","direkter Migrationshintergrund","273","0.150277982801465","0.132573753158796","0.167982212444135"
"Min 1x pro Woche","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","66 und älter","kein Migrationshintergrund","229","0.186096886443446","0.165085907169137","0.207107865717755"
"Min 1x pro Woche","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","16-34 Jahre alt","kein Migrationshintergrund","215","0.0586866369061632","0.0511690260039867","0.0662042478083398"
"Min 1x pro Monat","1992","16-34 Jahre alt","direkter Migrationshintergrund","113","0.113214327076822","0.0917997194249661","0.134628934728679"
"Min 1x pro Monat","1992","16-34 Jahre alt","indirekter Migrationshintergrund","44","0.0949052454585403","0.0653985470049151","0.124411943912165"
"Min 1x pro Monat","1992","35-65 Jahre alt","kein Migrationshintergrund","367","0.0770277131728299","0.0698131441662998","0.08424228217936"
"Min 1x pro Monat","1992","35-65 Jahre alt","direkter Migrationshintergrund","223","0.124764067764946","0.108392199082396","0.141135936447496"
"Min 1x pro Monat","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","66 und älter","kein Migrationshintergrund","154","0.125440103221434","0.107558627118996","0.143321579323872"
"Min 1x pro Monat","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1992","16-34 Jahre alt","kein Migrationshintergrund","954","0.279429913030704","0.265077739300282","0.293782086761125"
"Seltener","1992","16-34 Jahre alt","direkter Migrationshintergrund","182","0.226649363391242","0.198353980928095","0.25494474585439"
"Seltener","1992","16-34 Jahre alt","indirekter Migrationshintergrund","117","0.284683650727636","0.239251967770523","0.330115333684748"
"Seltener","1992","35-65 Jahre alt","kein Migrationshintergrund","1424","0.300721118408999","0.288313177139059","0.313129059678938"
"Seltener","1992","35-65 Jahre alt","direkter Migrationshintergrund","372","0.238926463521539","0.217799535234746","0.260053391808331"
"Seltener","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1992","66 und älter","kein Migrationshintergrund","302","0.232418684632977","0.209615888597371","0.255221480668584"
"Seltener","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1992","16-34 Jahre alt","kein Migrationshintergrund","2353","0.600644679773477","0.584979633758722","0.616309725788232"
"Nie","1992","16-34 Jahre alt","direkter Migrationshintergrund","434","0.532914722135582","0.49919553926827","0.566633905002894"
"Nie","1992","16-34 Jahre alt","indirekter Migrationshintergrund","186","0.532413576640512","0.482181169145829","0.582645984135195"
"Nie","1992","35-65 Jahre alt","kein Migrationshintergrund","2961","0.507899970275732","0.494372756660158","0.521427183891306"
"Nie","1992","35-65 Jahre alt","direkter Migrationshintergrund","697","0.48603148591205","0.461269163170996","0.510793808653104"
"Nie","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1992","66 und älter","kein Migrationshintergrund","633","0.456044325702143","0.429155262630259","0.482933388774026"
"Nie","1992","66 und älter","direkter Migrationshintergrund","60","0.458993817731907","0.375244135320876","0.542743500142938"
"Nie","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1993","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1993","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1993","66 und älter","kein Migrationshintergrund","","","",""
"Nie","1993","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","16-34 Jahre alt","kein Migrationshintergrund","197","0.0521194448843402","0.0448365402902202","0.0594023494784602"
"Min 1x pro Woche","1994","16-34 Jahre alt","direkter Migrationshintergrund","113","0.135436947901993","0.111012242564422","0.159861653239564"
"Min 1x pro Woche","1994","16-34 Jahre alt","indirekter Migrationshintergrund","33","0.0639704109554693","0.0416330435555343","0.0863077783554044"
"Min 1x pro Woche","1994","35-65 Jahre alt","kein Migrationshintergrund","466","0.106688627237832","0.0982183855624937","0.115158868913171"
"Min 1x pro Woche","1994","35-65 Jahre alt","direkter Migrationshintergrund","249","0.142943593693832","0.124833979784024","0.16105320760364"
"Min 1x pro Woche","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","66 und älter","kein Migrationshintergrund","240","0.199038867502007","0.177523793911076","0.220553941092938"
"Min 1x pro Woche","1994","66 und älter","direkter Migrationshintergrund","46","0.246693478113731","0.182640671413097","0.310746284814365"
"Min 1x pro Woche","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","16-34 Jahre alt","kein Migrationshintergrund","236","0.0642336945610218","0.0562004113957151","0.0722669777263285"
"Min 1x pro Monat","1994","16-34 Jahre alt","direkter Migrationshintergrund","98","0.122099666240839","0.0987305513592968","0.145468781122382"
"Min 1x pro Monat","1994","16-34 Jahre alt","indirekter Migrationshintergrund","60","0.148402675133256","0.115951110759447","0.180854239507065"
"Min 1x pro Monat","1994","35-65 Jahre alt","kein Migrationshintergrund","372","0.0814182486864928","0.0739149006418532","0.0889215967311323"
"Min 1x pro Monat","1994","35-65 Jahre alt","direkter Migrationshintergrund","234","0.136883152839659","0.119099050977252","0.154667254702066"
"Min 1x pro Monat","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","66 und älter","kein Migrationshintergrund","149","0.109147301137822","0.0923446573833004","0.125949944892343"
"Min 1x pro Monat","1994","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1994","16-34 Jahre alt","kein Migrationshintergrund","873","0.257990992090021","0.243654767929063","0.272327216250978"
"Seltener","1994","16-34 Jahre alt","direkter Migrationshintergrund","217","0.269141747128711","0.237484763660502","0.30079873059692"
"Seltener","1994","16-34 Jahre alt","indirekter Migrationshintergrund","143","0.268739819580041","0.228272950756586","0.309206688403496"
"Seltener","1994","35-65 Jahre alt","kein Migrationshintergrund","1460","0.316070193498353","0.303313655012573","0.328826731984132"
"Seltener","1994","35-65 Jahre alt","direkter Migrationshintergrund","380","0.267807379711595","0.244896272146136","0.290718487277054"
"Seltener","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1994","66 und älter","kein Migrationshintergrund","314","0.236451230840837","0.213555350370091","0.259347111311582"
"Seltener","1994","66 und älter","direkter Migrationshintergrund","38","0.208704685374433","0.148322494944254","0.269086875804612"
"Seltener","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1994","16-34 Jahre alt","kein Migrationshintergrund","2272","0.625655868464617","0.609798497038647","0.641513239890588"
"Nie","1994","16-34 Jahre alt","direkter Migrationshintergrund","326","0.473321638728457","0.437683637733763","0.50895963972315"
"Nie","1994","16-34 Jahre alt","indirekter Migrationshintergrund","225","0.518887094331234","0.473277357505345","0.564496831157122"
"Nie","1994","35-65 Jahre alt","kein Migrationshintergrund","2805","0.495822930577322","0.482104950885211","0.509540910269434"
"Nie","1994","35-65 Jahre alt","direkter Migrationshintergrund","572","0.452365873754914","0.426613793946351","0.478117953563477"
"Nie","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1994","66 und älter","kein Migrationshintergrund","620","0.455362600519335","0.428527663617958","0.482197537420712"
"Nie","1994","66 und älter","direkter Migrationshintergrund","63","0.398594500253241","0.325846205864125","0.471342794642356"
"Nie","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1995","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1995","35-65 Jahre alt","direkter Migrationshintergrund","34","0.0157315751098921","0.00970918273278484","0.0217539674869994"
"Taeglich","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1995","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1995","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","16-34 Jahre alt","kein Migrationshintergrund","199","0.0513012059945179","0.0440070478664919","0.0585953641225438"
"Min 1x pro Woche","1995","16-34 Jahre alt","direkter Migrationshintergrund","150","0.142304176663387","0.1199467331121","0.164661620214674"
"Min 1x pro Woche","1995","16-34 Jahre alt","indirekter Migrationshintergrund","39","0.057218274950033","0.0364187559286489","0.078017793971417"
"Min 1x pro Woche","1995","35-65 Jahre alt","kein Migrationshintergrund","445","0.0980430546992522","0.0899126885813988","0.106173420817106"
"Min 1x pro Woche","1995","35-65 Jahre alt","direkter Migrationshintergrund","295","0.155253649047109","0.137726542066775","0.172780756027443"
"Min 1x pro Woche","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1995","66 und älter","kein Migrationshintergrund","246","0.20038716118147","0.178776641456619","0.221997680906321"
"Min 1x pro Woche","1995","66 und älter","direkter Migrationshintergrund","61","0.239670718649758","0.182207690602055","0.297133746697461"
"Min 1x pro Woche","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","16-34 Jahre alt","kein Migrationshintergrund","216","0.0649509478598376","0.0568028327400416","0.0730990629796337"
"Min 1x pro Monat","1995","16-34 Jahre alt","direkter Migrationshintergrund","139","0.120850888617584","0.0999914379737596","0.141710339261409"
"Min 1x pro Monat","1995","16-34 Jahre alt","indirekter Migrationshintergrund","51","0.0922622934763665","0.0663460145519325","0.118178572400801"
"Min 1x pro Monat","1995","35-65 Jahre alt","kein Migrationshintergrund","427","0.0931977718730519","0.0852495892675112","0.101145954478593"
"Min 1x pro Monat","1995","35-65 Jahre alt","direkter Migrationshintergrund","265","0.138637542031787","0.121912794844702","0.155362289218872"
"Min 1x pro Monat","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","66 und älter","kein Migrationshintergrund","150","0.113671745056539","0.0965355677696855","0.130807922343392"
"Min 1x pro Monat","1995","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1995","16-34 Jahre alt","kein Migrationshintergrund","871","0.252912778359732","0.238540743801951","0.267284812917513"
"Seltener","1995","16-34 Jahre alt","direkter Migrationshintergrund","237","0.219106326291325","0.192635342466228","0.245577310116422"
"Seltener","1995","16-34 Jahre alt","indirekter Migrationshintergrund","144","0.264500572046399","0.225001689272872","0.303999454819927"
"Seltener","1995","35-65 Jahre alt","kein Migrationshintergrund","1426","0.307084110042223","0.294472291462182","0.319695928622264"
"Seltener","1995","35-65 Jahre alt","direkter Migrationshintergrund","406","0.257845389620273","0.236673820483382","0.279016958757164"
"Seltener","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1995","66 und älter","kein Migrationshintergrund","310","0.237854619587885","0.214868530159329","0.26084070901644"
"Seltener","1995","66 und älter","direkter Migrationshintergrund","39","0.150091193413598","0.102013466020514","0.198168920806682"
"Seltener","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1995","16-34 Jahre alt","kein Migrationshintergrund","2223","0.629708405954015","0.613742672134528","0.645674139773501"
"Nie","1995","16-34 Jahre alt","direkter Migrationshintergrund","400","0.506706382326558","0.474711714370654","0.538701050282462"
"Nie","1995","16-34 Jahre alt","indirekter Migrationshintergrund","243","0.583779807986373","0.539636340759728","0.627923275213017"
"Nie","1995","35-65 Jahre alt","kein Migrationshintergrund","2823","0.497067614582617","0.483397526356632","0.510737702808602"
"Nie","1995","35-65 Jahre alt","direkter Migrationshintergrund","640","0.432531844190939","0.408554230535668","0.456509457846209"
"Nie","1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1995","66 und älter","kein Migrationshintergrund","599","0.438239946970194","0.411453087848858","0.46502680609153"
"Nie","1995","66 und älter","direkter Migrationshintergrund","85","0.470306377674691","0.403119730869898","0.537493024479485"
"Nie","1995","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1996","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1996","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1996","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1996","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","16-34 Jahre alt","kein Migrationshintergrund","170","0.0468106683100709","0.0397333277269508","0.053888008893191"
"Min 1x pro Woche","1996","16-34 Jahre alt","direkter Migrationshintergrund","133","0.13870532316401","0.115373066267398","0.162037580060622"
"Min 1x pro Woche","1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","35-65 Jahre alt","kein Migrationshintergrund","434","0.096643453076026","0.0885901018564485","0.104696804295603"
"Min 1x pro Woche","1996","35-65 Jahre alt","direkter Migrationshintergrund","267","0.157984566936931","0.139750711171097","0.176218422702765"
"Min 1x pro Woche","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1996","66 und älter","kein Migrationshintergrund","232","0.193270630692655","0.172033496102808","0.214507765282501"
"Min 1x pro Woche","1996","66 und älter","direkter Migrationshintergrund","61","0.220824388554558","0.16721691172628","0.274431865382837"
"Min 1x pro Woche","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","16-34 Jahre alt","kein Migrationshintergrund","212","0.0604701815850196","0.0524840951038828","0.0684562680661564"
"Min 1x pro Monat","1996","16-34 Jahre alt","direkter Migrationshintergrund","121","0.109814857333349","0.0887089014833653","0.130920813183333"
"Min 1x pro Monat","1996","16-34 Jahre alt","indirekter Migrationshintergrund","49","0.0905519155082449","0.0656460992319892","0.115457731784501"
"Min 1x pro Monat","1996","35-65 Jahre alt","kein Migrationshintergrund","427","0.0939903808598418","0.0860366858954394","0.101944075824244"
