year,sampreg,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,West,Seldom,0.32890,3450,10300,0.31983,0.33798
1998,West,Never,0.43497,4384,10300,0.42540,0.44455
1998,East,At least once per week,0.03628,129,3844,0.03036,0.04219
1998,East,At least once per month,0.04823,176,3844,0.04145,0.05500
1998,East,Seldom,0.17207,679,3844,0.16013,0.18400
1998,East,Never,0.74343,2860,3844,0.72962,0.75724
1999,West,At least once per week,0.11742,1128,9851,0.11106,0.12378
1999,West,At least once per month,0.09624,1022,9851,0.09041,0.10206
1999,West,Seldom,0.34623,3438,9851,0.33683,0.35563
1999,West,Never,0.44011,4263,9851,0.43031,0.44992
1999,East,At least once per week,0.03257,114,3754,0.02689,0.03825
1999,East,At least once per month,0.04532,167,3754,0.03867,0.05197
1999,East,Seldom,0.18367,697,3754,0.17128,0.19606
1999,East,Never,0.73844,2776,3754,0.72438,0.75250
2001,West,At least once per week,0.11504,1851,16344,0.11015,0.11993
2001,West,At least once per month,0.10741,1855,16344,0.10266,0.11216
2001,West,Seldom,0.32955,5504,16344,0.32234,0.33676
2001,West,Never,0.44800,7134,16344,0.44038,0.45563
2001,East,At least once per week,0.03259,177,5407,0.02786,0.03733
2001,East,At least once per month,0.04461,251,5407,0.03911,0.05011
2001,East,Seldom,0.16747,938,5407,0.15751,0.17742
2001,East,Never,0.75533,4041,5407,0.74387,0.76679
2003,West,At least once per week,0.11575,1876,16699,0.11090,0.12060
2003,West,At least once per month,0.10527,1831,16699,0.10062,0.10993
2003,West,Seldom,0.33553,5783,16699,0.32836,0.34269
2003,West,Never,0.44345,7209,16699,0.43591,0.45099
2003,East,At least once per week,0.02886,159,5325,0.02436,0.03336
2003,East,At least once per month,0.04422,264,5325,0.03870,0.04974
2003,East,Seldom,0.16048,896,5325,0.15062,0.17034
2003,East,Never,0.76644,4006,5325,0.75507,0.77780
2005,West,At least once per week,0.10444,1602,15573,0.09964,0.10925
2005,West,At least once per month,0.09812,1663,15573,0.09345,0.10279
2005,West,Seldom,0.33741,5424,15573,0.32999,0.34484
2005,West,Never,0.46002,6884,15573,0.45220,0.46785
2005,East,At least once per week,0.02829,159,5011,0.02370,0.03288
2005,East,At least once per month,0.04002,235,5011,0.03459,0.04545
2005,East,Seldom,0.16737,875,5011,0.15703,0.17770
2005,East,Never,0.76433,3742,5011,0.75257,0.77608
2007,West,At least once per week,0.09943,1600,15424,0.09471,0.10416
2007,West,At least once per month,0.09486,1585,15424,0.09024,0.09949
2007,West,Seldom,0.31925,5175,15424,0.31190,0.32661
2007,West,Never,0.48645,7064,15424,0.47856,0.49433
2007,East,At least once per week,0.02858,164,4980,0.02395,0.03321
2007,East,At least once per month,0.04788,246,4980,0.04195,0.05381
2007,East,Seldom,0.14606,825,4980,0.13625,0.15587
2007,East,Never,0.77748,3745,4980,0.76592,0.78903
2008,West,At least once per week,0.09498,1431,14481,0.09020,0.09975
2008,West,At least once per month,0.09500,1491,14481,0.09023,0.09978
2008,West,Seldom,0.32950,4994,14481,0.32184,0.33716
2008,West,Never,0.48052,6565,14481,0.47238,0.48866
2008,East,At least once per week,0.02657,143,4753,0.02199,0.03114
2008,East,At least once per month,0.04632,254,4753,0.04035,0.05230
2008,East,Seldom,0.16011,812,4753,0.14969,0.17054
2008,East,Never,0.76700,3544,4753,0.75498,0.77902
2009,West,At least once per week,0.08670,1243,13411,0.08194,0.09147
2009,West,At least once per month,0.09347,1365,13411,0.08854,0.09839
2009,West,Seldom,0.32044,4530,13411,0.31254,0.32834
2009,West,Never,0.49939,6273,13411,0.49093,0.50785
2009,East,At least once per week,0.03208,160,4514,0.02694,0.03722
2009,East,At least once per month,0.04479,224,4514,0.03876,0.05083
2009,East,Seldom,0.16436,756,4514,0.15355,0.17517
2009,East,Never,0.75877,3374,4514,0.74629,0.77125
2011,West,At least once per week,0.09134,2170,22003,0.08753,0.09514
2011,West,At least once per month,0.09593,2410,22003,0.09204,0.09982
2011,West,Seldom,0.29689,6697,22003,0.29085,0.30293
2011,West,Never,0.51584,10726,22003,0.50924,0.52244
2011,East,At least once per week,0.03340,251,6290,0.02896,0.03784
2011,East,At least once per month,0.04200,325,6290,0.03704,0.04696
2011,East,Seldom,0.15342,919,6290,0.14451,0.16233
2011,East,Never,0.77118,4795,6290,0.76080,0.78156
2013,West,At least once per week,0.09419,1888,19694,0.09011,0.09827
2013,West,At least once per month,0.09388,2089,19694,0.08980,0.09795
2013,West,Seldom,0.29593,6039,19694,0.28956,0.30231
2013,West,Never,0.51600,9678,19694,0.50902,0.52298
2013,East,At least once per week,0.03259,248,5687,0.02797,0.03720
2013,East,At least once per month,0.04076,274,5687,0.03562,0.04590
2013,East,Seldom,0.14980,848,5687,0.14052,0.15908
2013,East,Never,0.77685,4317,5687,0.76603,0.78768
2015,West,At least once per week,0.08840,1893,21315,0.08459,0.09221
2015,West,At least once per month,0.08574,2196,21315,0.08198,0.08950
2015,West,Seldom,0.28097,6101,21315,0.27494,0.28701
2015,West,Never,0.54488,11125,21315,0.53820,0.55157
2015,East,At least once per week,0.02690,221,5382,0.02258,0.03123
2015,East,At least once per month,0.03909,260,5382,0.03391,0.04427
2015,East,Seldom,0.14242,769,5382,0.13308,0.15176
2015,East,Never,0.79158,4132,5382,0.78073,0.80243
2017,West,At least once per week,0.08798,2415,24259,0.08441,0.09154
2017,West,At least once per month,0.09096,2338,24259,0.08734,0.09458
2017,West,Seldom,0.26400,6305,24259,0.25845,0.26954
2017,West,Never,0.55707,13201,24259,0.55082,0.56332
2017,East,At least once per week,0.02779,304,6146,0.02368,0.03190
2017,East,At least once per month,0.04169,297,6146,0.03669,0.04669
2017,East,Seldom,0.14377,871,6146,0.13500,0.15255
2017,East,Never,0.78675,4674,6146,0.77651,0.79699
2019,Does not apply,Never,0.79449,60,60,0.69138,0.89760
2019,West,At least once per week,0.08286,1996,22675,0.07927,0.08644
2019,West,At least once per month,0.08016,2042,22675,0.07662,0.08369
2019,West,Seldom,0.27734,6346,22675,0.27151,0.28317
2019,West,Never,0.55964,12291,22675,0.55318,0.56611
2019,East,At least once per week,0.02701,278,5947,0.02289,0.03113
2019,East,At least once per month,0.04292,285,5947,0.03777,0.04807
2019,East,Seldom,0.15226,1013,5947,0.14313,0.16140
2019,East,Never,0.77781,4371,5947,0.76724,0.78837
