year,bula_h,hhtyp,pet_other,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Berlin,Single-person household,No,0.99361,179,179,0.98191,1.00532
2006,Berlin,Couple without children,No,0.96360,143,143,0.93280,0.99440
2006,Berlin,Couple with children,No,0.83437,92,92,0.75799,0.91075
2006,Brandenburg,Single-person household,No,0.94532,135,135,0.90682,0.98381
2006,Brandenburg,Couple without children,No,0.89282,171,171,0.84632,0.93932
2006,Brandenburg,Single parent,No,0.84323,36,36,0.72277,0.96369
2006,Brandenburg,Couple with children,Yes,0.23894,36,153,0.17114,0.30673
2006,Brandenburg,Couple with children,No,0.76106,117,153,0.69327,0.82886
2006,Mecklenburg-Western Pomerania,Single-person household,No,0.95189,83,83,0.90558,0.99821
2006,Mecklenburg-Western Pomerania,Couple without children,No,0.91857,94,94,0.86299,0.97416
2006,Mecklenburg-Western Pomerania,Couple with children,No,0.85268,73,73,0.77081,0.93454
2006,Saxony,Single-person household,No,0.98522,239,239,0.96989,1.00055
2006,Saxony,Couple without children,No,0.93556,300,300,0.90773,0.96339
2006,Saxony,Single parent,No,0.81077,49,49,0.69996,0.92158
2006,Saxony,Couple with children,Yes,0.19197,50,244,0.14245,0.24149
2006,Saxony,Couple with children,No,0.80803,194,244,0.75851,0.85755
2006,Saxony-Anhalt,Single-person household,No,0.99217,129,129,0.97690,1.00744
2006,Saxony-Anhalt,Couple without children,No,0.83157,149,149,0.77127,0.89186
2006,Saxony-Anhalt,Couple with children,Yes,0.25893,32,153,0.18929,0.32857
2006,Saxony-Anhalt,Couple with children,No,0.74107,121,153,0.67143,0.81071
2006,Thuringa,Single-person household,No,0.93167,132,132,0.88846,0.97488
2006,Thuringa,Couple without children,No,0.88789,145,145,0.83635,0.93942
2006,Thuringa,Couple with children,Yes,0.22891,34,160,0.16360,0.29421
2006,Thuringa,Couple with children,No,0.77109,126,160,0.70579,0.83640
2011,Schleswig-Holstein,Single-person household,No,0.97316,114,114,0.94336,1.00296
2011,Schleswig-Holstein,Couple without children,No,0.91643,153,153,0.87243,0.96042
2011,Schleswig-Holstein,Couple with children,No,0.80365,78,78,0.71492,0.89238
2011,Hamburg,Single-person household,No,0.98420,72,72,0.95519,1.01321
2011,Hamburg,Couple with children,No,0.83957,36,36,0.71797,0.96116
2011,Lower Saxony,Single-person household,No,0.96727,264,264,0.94577,0.98878
2011,Lower Saxony,Couple without children,No,0.92649,407,407,0.90111,0.95188
2011,Lower Saxony,Single parent,No,0.85577,50,50,0.75740,0.95414
2011,Lower Saxony,Couple with children,Yes,0.16557,50,307,0.12392,0.20722
2011,Lower Saxony,Couple with children,No,0.83443,257,307,0.79278,0.87608
2011,North Rhine-Westphalia,Single-person household,No,0.98153,620,620,0.97092,0.99214
2011,North Rhine-Westphalia,Couple without children,Yes,0.04395,35,847,0.03014,0.05777
2011,North Rhine-Westphalia,Couple without children,No,0.95605,812,847,0.94223,0.96986
2011,North Rhine-Westphalia,Single parent,No,0.87378,133,133,0.81712,0.93043
2011,North Rhine-Westphalia,Couple with children,Yes,0.11146,102,682,0.08783,0.13510
2011,North Rhine-Westphalia,Couple with children,No,0.88854,580,682,0.86490,0.91217
2011,Hesse,Single-person household,No,0.99328,229,229,0.98268,1.00389
2011,Hesse,Couple without children,No,0.96837,269,269,0.94741,0.98932
2011,Hesse,Single parent,No,0.91677,55,55,0.84309,0.99045
2011,Hesse,Couple with children,Yes,0.20508,43,246,0.15452,0.25564
2011,Hesse,Couple with children,No,0.79492,203,246,0.74436,0.84548
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96719,219,219,0.94354,0.99084
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.97218,223,223,0.95055,0.99381
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.98359,48,48,0.94726,1.01991
2011,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.16306,31,188,0.11011,0.21601
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.83694,157,188,0.78399,0.88989
2011,Baden-Wuerttemberg,Single-person household,No,0.98506,392,392,0.97303,0.99708
2011,Baden-Wuerttemberg,Couple without children,No,0.96109,468,468,0.94355,0.97863
2011,Baden-Wuerttemberg,Single parent,No,0.94867,78,78,0.89938,0.99796
2011,Baden-Wuerttemberg,Couple with children,Yes,0.19335,73,407,0.15493,0.23177
2011,Baden-Wuerttemberg,Couple with children,No,0.80665,334,407,0.76823,0.84507
2011,Bavaria,Single-person household,No,0.98669,502,502,0.97665,0.99672
2011,Bavaria,Couple without children,No,0.96439,629,629,0.94990,0.97888
2011,Bavaria,Single parent,No,0.84258,94,94,0.76856,0.91660
2011,Bavaria,Couple with children,Yes,0.14574,91,531,0.11570,0.17578
2011,Bavaria,Couple with children,No,0.85426,440,531,0.82422,0.88430
2011,Berlin,Single-person household,No,0.96564,204,204,0.94058,0.99069
2011,Berlin,Couple without children,No,0.98967,164,164,0.97415,1.00519
2011,Berlin,Couple with children,No,0.82857,78,78,0.74439,0.91275
2011,Brandenburg,Single-person household,No,0.91827,144,144,0.87337,0.96317
2011,Brandenburg,Couple without children,No,0.95234,193,193,0.92221,0.98248
2011,Brandenburg,Single parent,No,0.95058,31,31,0.87303,1.02814
2011,Brandenburg,Couple with children,No,0.83812,91,91,0.76202,0.91422
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.96125,94,94,0.92203,1.00048
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.89058,112,112,0.83251,0.94865
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.83376,47,47,0.72617,0.94134
2011,Saxony,Single-person household,No,0.89312,221,221,0.85229,0.93394
2011,Saxony,Couple without children,No,0.94240,285,285,0.91530,0.96950
2011,Saxony,Single parent,No,0.90784,48,48,0.82515,0.99054
2011,Saxony,Couple with children,Yes,0.23358,49,202,0.17509,0.29207
2011,Saxony,Couple with children,No,0.76642,153,202,0.70793,0.82491
2011,Saxony-Anhalt,Single-person household,No,0.96170,144,144,0.93024,0.99316
2011,Saxony-Anhalt,Couple without children,No,0.90412,167,167,0.85933,0.94891
2011,Saxony-Anhalt,Couple with children,Yes,0.35622,37,130,0.27358,0.43886
2011,Saxony-Anhalt,Couple with children,No,0.64378,93,130,0.56114,0.72642
2011,Thuringa,Single-person household,No,0.95308,156,156,0.91979,0.98637
2011,Thuringa,Couple without children,No,0.84722,170,170,0.79297,0.90146
2011,Thuringa,Couple with children,Yes,0.19192,31,121,0.12146,0.26239
2011,Thuringa,Couple with children,No,0.80808,90,121,0.73761,0.87854
2016,Schleswig-Holstein,Single-person household,No,0.99252,126,126,0.97742,1.00763
2016,Schleswig-Holstein,Couple without children,No,0.96799,129,129,0.93749,0.99848
2016,Schleswig-Holstein,Couple with children,No,0.98535,172,172,0.96734,1.00336
2016,Hamburg,Couple with children,No,0.99066,89,89,0.97057,1.01076
2016,Lower Saxony,Single-person household,No,0.98139,279,279,0.96550,0.99728
2016,Lower Saxony,Couple without children,No,0.98763,385,385,0.97657,0.99868
2016,Lower Saxony,Single parent,No,0.96342,149,149,0.93318,0.99367
2016,Lower Saxony,Couple with children,No,0.94257,451,451,0.92107,0.96407
2016,Bremen,Couple with children,No,0.99150,35,35,0.96063,1.02236
2016,North Rhine-Westphalia,Single-person household,No,0.99054,601,601,0.98280,0.99829
2016,North Rhine-Westphalia,Couple without children,No,0.98725,776,776,0.97935,0.99515
2016,North Rhine-Westphalia,Single parent,No,0.95348,300,300,0.92961,0.97735
2016,North Rhine-Westphalia,Couple with children,Yes,0.01920,34,1139,0.01123,0.02718
2016,North Rhine-Westphalia,Couple with children,No,0.98080,1105,1139,0.97282,0.98877
2016,Hesse,Single-person household,No,0.99335,206,206,0.98222,1.00448
2016,Hesse,Couple without children,No,0.99927,280,280,0.99609,1.00244
2016,Hesse,Single parent,No,0.92199,101,101,0.86942,0.97455
2016,Hesse,Couple with children,No,0.97025,335,335,0.95203,0.98847
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99597,204,204,0.98725,1.00469
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99463,237,237,0.98531,1.00395
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.95255,79,79,0.90537,0.99973
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.95415,287,287,0.92991,0.97839
2016,Baden-Wuerttemberg,Single-person household,No,0.99096,343,343,0.98093,1.00099
2016,Baden-Wuerttemberg,Couple without children,No,0.97054,419,419,0.95433,0.98675
2016,Baden-Wuerttemberg,Single parent,No,0.90662,140,140,0.85825,0.95499
2016,Baden-Wuerttemberg,Couple with children,Yes,0.05300,37,670,0.03603,0.06998
2016,Baden-Wuerttemberg,Couple with children,No,0.94700,633,670,0.93002,0.96397
2016,Bavaria,Single-person household,No,0.99581,514,514,0.99022,1.00140
2016,Bavaria,Couple without children,No,0.98596,626,626,0.97674,0.99519
2016,Bavaria,Single parent,No,0.98294,231,231,0.96621,0.99968
2016,Bavaria,Couple with children,Yes,0.04187,41,866,0.02852,0.05522
2016,Bavaria,Couple with children,No,0.95813,825,866,0.94478,0.97148
2016,Berlin,Single parent,No,0.94699,65,65,0.89210,1.00189
2016,Berlin,Couple with children,No,0.91858,130,130,0.87138,0.96577
2016,Brandenburg,Single-person household,No,0.94775,130,130,0.90934,0.98615
2016,Brandenburg,Couple without children,No,0.92547,205,205,0.88943,0.96151
2016,Brandenburg,Single parent,No,0.98299,51,51,0.94714,1.01883
2016,Brandenburg,Couple with children,No,0.91890,138,138,0.87318,0.96461
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.96797,100,100,0.93328,1.00266
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.95768,102,102,0.91841,0.99694
2016,Mecklenburg-Western Pomerania,Single parent,No,0.92436,37,37,0.83798,1.01074
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.91304,71,71,0.84703,0.97905
2016,Saxony,Single-person household,No,0.97822,221,221,0.95893,0.99751
2016,Saxony,Couple without children,No,0.93776,273,273,0.90905,0.96647
2016,Saxony,Single parent,No,0.91260,84,84,0.85184,0.97336
2016,Saxony,Couple with children,No,0.90973,230,230,0.87262,0.94685
2016,Saxony-Anhalt,Single-person household,No,0.99370,146,146,0.98081,1.00658
2016,Saxony-Anhalt,Couple without children,No,0.97639,149,149,0.95193,1.00085
2016,Saxony-Anhalt,Single parent,No,0.86077,63,63,0.77460,0.94694
2016,Saxony-Anhalt,Couple with children,No,0.84658,118,118,0.78128,0.91188
2016,Thuringa,Single-person household,No,0.98713,148,148,0.96891,1.00535
2016,Thuringa,Couple without children,No,0.95427,175,175,0.92322,0.98531
2016,Thuringa,Single parent,No,0.98945,52,52,0.96141,1.01749
2016,Thuringa,Couple with children,No,0.89497,134,134,0.84286,0.94708
2021,Schleswig-Holstein,Couple without children,No,0.95726,124,124,0.92151,0.99300
2021,Schleswig-Holstein,Couple with children,No,0.95011,148,148,0.91492,0.98531
2021,Hamburg,Couple without children,No,0.99753,89,89,0.98715,1.00790
2021,Hamburg,Couple with children,No,0.97422,63,63,0.93478,1.01367
2021,Lower Saxony,Single-person household,No,0.98681,285,285,0.97354,1.00008
2021,Lower Saxony,Couple without children,No,0.94950,315,315,0.92528,0.97372
2021,Lower Saxony,Single parent,No,0.96120,87,87,0.92038,1.00201
2021,Lower Saxony,Couple with children,No,0.96147,293,293,0.93939,0.98354
2021,North Rhine-Westphalia,Single-person household,No,0.99352,625,625,0.98722,0.99982
2021,North Rhine-Westphalia,Couple without children,No,0.98183,666,666,0.97168,0.99198
2021,North Rhine-Westphalia,Single parent,No,0.98747,161,161,0.97024,1.00471
2021,North Rhine-Westphalia,Couple with children,Yes,0.04457,31,714,0.02942,0.05972
2021,North Rhine-Westphalia,Couple with children,No,0.95543,683,714,0.94028,0.97058
2021,North Rhine-Westphalia,Other Combinations,No,0.93954,65,65,0.88115,0.99794
2021,Hesse,Single-person household,No,0.98628,205,205,0.97032,1.00224
2021,Hesse,Couple without children,No,0.98995,208,208,0.97637,1.00354
2021,Hesse,Single parent,No,0.93136,54,54,0.86329,0.99943
2021,Hesse,Couple with children,No,0.92513,169,169,0.88533,0.96493
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.93530,157,157,0.89669,0.97390
2021,"Rhineland-Palatinate, Saarland",Single parent,No,0.95048,36,36,0.87860,1.02235
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.93685,146,146,0.89726,0.97644
2021,Baden-Wuerttemberg,Single-person household,No,0.99635,310,310,0.98963,1.00307
2021,Baden-Wuerttemberg,Couple without children,No,0.98733,355,355,0.97568,0.99898
2021,Baden-Wuerttemberg,Single parent,No,0.92384,82,82,0.86608,0.98161
2021,Baden-Wuerttemberg,Couple with children,No,0.93888,391,391,0.91510,0.96265
2021,Bavaria,Single-person household,No,0.98904,512,512,0.98001,0.99807
2021,Bavaria,Couple without children,No,0.98391,493,493,0.97279,0.99503
2021,Bavaria,Single parent,No,0.92974,119,119,0.88363,0.97586
2021,Bavaria,Couple with children,No,0.95969,501,501,0.94244,0.97693
2021,Bavaria,Other Combinations,No,0.88815,42,42,0.79168,0.98463
2021,Berlin,Single-person household,No,0.99666,236,236,0.98927,1.00404
2021,Berlin,Single parent,No,0.99632,38,38,0.97680,1.01583
2021,Berlin,Couple with children,No,0.91165,112,112,0.85886,0.96445
2021,Brandenburg,Single-person household,No,0.99080,117,117,0.97342,1.00817
2021,Brandenburg,Couple without children,No,0.98112,162,162,0.96009,1.00214
2021,Brandenburg,Single parent,No,0.91621,38,38,0.82694,1.00549
2021,Brandenburg,Couple with children,No,0.94041,101,101,0.89401,0.98681
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.99420,81,81,0.97755,1.01084
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.92519,81,81,0.86754,0.98284
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.98883,55,55,0.96079,1.01686
2021,Saxony,Single-person household,No,0.95672,191,191,0.92778,0.98565
2021,Saxony,Couple without children,No,0.97815,260,260,0.96035,0.99596
2021,Saxony,Single parent,No,0.93047,68,68,0.86957,0.99138
2021,Saxony,Couple with children,No,0.91037,151,151,0.86466,0.95608
2021,Saxony-Anhalt,Single-person household,No,0.97371,112,112,0.94395,1.00348
2021,Saxony-Anhalt,Couple without children,No,0.94357,111,111,0.90045,0.98669
2021,Saxony-Anhalt,Single parent,No,0.96446,37,37,0.90398,1.02494
2021,Saxony-Anhalt,Couple with children,No,0.63701,62,62,0.51634,0.75769
2021,Thuringa,Single-person household,No,0.93259,114,114,0.88636,0.97882
2021,Thuringa,Couple without children,No,0.96994,121,121,0.93938,1.00049
2021,Thuringa,Single parent,No,0.92498,36,36,0.83770,1.01225
2021,Thuringa,Couple with children,No,0.86129,80,80,0.78507,0.93751
