year,bula_h,rentown,pet_other,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Berlin,Tenant,No,0.95214,394,394,0.93103,0.97325
2001,Brandenburg,Owner,Yes,0.21188,41,200,0.15511,0.26866
2001,Brandenburg,Owner,No,0.78812,159,200,0.73134,0.84489
2001,Brandenburg,Tenant,No,0.91287,274,274,0.87941,0.94632
2001,Mecklenburg-Western Pomerania,Owner,No,0.79914,79,79,0.71023,0.88805
2001,Mecklenburg-Western Pomerania,Tenant,No,0.92017,165,165,0.87869,0.96165
2001,Saxony,Owner,Yes,0.17997,54,309,0.13707,0.22288
2001,Saxony,Owner,No,0.82003,255,309,0.77712,0.86293
2001,Saxony,Tenant,Yes,0.06710,42,540,0.04598,0.08822
2001,Saxony,Tenant,No,0.93290,498,540,0.91178,0.95402
2001,Saxony-Anhalt,Owner,Yes,0.19833,48,233,0.14702,0.24964
2001,Saxony-Anhalt,Owner,No,0.80167,185,233,0.75036,0.85298
2001,Saxony-Anhalt,Tenant,No,0.91417,245,245,0.87902,0.94932
2001,Thuringa,Owner,Yes,0.17166,43,242,0.12405,0.21927
2001,Thuringa,Owner,No,0.82834,199,242,0.78073,0.87595
2001,Thuringa,Tenant,No,0.91993,224,224,0.88431,0.95555
2006,Schleswig-Holstein,Owner,No,0.92849,199,199,0.89260,0.96438
2006,Schleswig-Holstein,Tenant,No,0.95120,161,161,0.91782,0.98459
2006,Hamburg,Owner,No,0.97850,47,47,0.93658,1.02042
2006,Hamburg,Tenant,No,0.96949,140,140,0.94090,0.99808
2006,Lower Saxony,Owner,Yes,0.14214,84,639,0.11504,0.16923
2006,Lower Saxony,Owner,No,0.85786,555,639,0.83077,0.88496
2006,Lower Saxony,Tenant,Yes,0.08892,47,435,0.06214,0.11570
2006,Lower Saxony,Tenant,No,0.91108,388,435,0.88430,0.93786
2006,Bremen,Owner,No,0.91315,34,34,0.81706,1.00923
2006,Bremen,Tenant,No,0.96697,50,50,0.91693,1.01701
2006,North Rhine-Westphalia,Owner,Yes,0.07796,99,1204,0.06281,0.09311
2006,North Rhine-Westphalia,Owner,No,0.92204,1105,1204,0.90689,0.93719
2006,North Rhine-Westphalia,Tenant,Yes,0.05989,96,1334,0.04716,0.07263
2006,North Rhine-Westphalia,Tenant,No,0.94011,1238,1334,0.92737,0.95284
2006,Hesse,Owner,Yes,0.08099,40,426,0.05505,0.10693
2006,Hesse,Owner,No,0.91901,386,426,0.89307,0.94495
2006,Hesse,Tenant,Yes,0.06444,35,419,0.04091,0.08798
2006,Hesse,Tenant,No,0.93556,384,419,0.91202,0.95909
2006,"Rhineland-Palatinate, Saarland",Owner,Yes,0.09627,45,408,0.06761,0.12493
2006,"Rhineland-Palatinate, Saarland",Owner,No,0.90373,363,408,0.87507,0.93239
2006,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.08955,35,319,0.05817,0.12094
2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.91045,284,319,0.87906,0.94183
2006,Baden-Wuerttemberg,Owner,Yes,0.07108,62,786,0.05310,0.08905
2006,Baden-Wuerttemberg,Owner,No,0.92892,724,786,0.91095,0.94690
2006,Baden-Wuerttemberg,Tenant,Yes,0.06429,55,687,0.04594,0.08264
2006,Baden-Wuerttemberg,Tenant,No,0.93571,632,687,0.91736,0.95406
2006,Bavaria,Owner,Yes,0.09602,106,971,0.07748,0.11456
2006,Bavaria,Owner,No,0.90398,865,971,0.88544,0.92252
2006,Bavaria,Tenant,Yes,0.05994,55,759,0.04304,0.07684
2006,Bavaria,Tenant,No,0.94006,704,759,0.92316,0.95696
2006,Berlin,Owner,No,0.93809,79,79,0.88461,0.99157
2006,Berlin,Tenant,No,0.93180,368,368,0.90601,0.95759
2006,Brandenburg,Owner,Yes,0.18501,38,217,0.13322,0.23679
2006,Brandenburg,Owner,No,0.81499,179,217,0.76321,0.86678
2006,Brandenburg,Tenant,No,0.90466,285,285,0.87050,0.93882
2006,Mecklenburg-Western Pomerania,Owner,No,0.89895,120,120,0.84479,0.95310
2006,Mecklenburg-Western Pomerania,Tenant,No,0.92513,153,153,0.88329,0.96697
2006,Saxony,Owner,Yes,0.13770,52,343,0.10118,0.17423
2006,Saxony,Owner,No,0.86230,291,343,0.82577,0.89882
2006,Saxony,Tenant,Yes,0.05337,36,534,0.03428,0.07245
2006,Saxony,Tenant,No,0.94663,498,534,0.92755,0.96572
2006,Saxony-Anhalt,Owner,Yes,0.23307,48,222,0.17733,0.28881
2006,Saxony-Anhalt,Owner,No,0.76693,174,222,0.71119,0.82267
2006,Saxony-Anhalt,Tenant,No,0.93522,251,251,0.90471,0.96573
2006,Thuringa,Owner,Yes,0.18840,51,264,0.14114,0.23566
2006,Thuringa,Owner,No,0.81160,213,264,0.76434,0.85886
2006,Thuringa,Tenant,No,0.91841,226,226,0.88264,0.95417
2011,Schleswig-Holstein,Owner,No,0.89421,176,176,0.84864,0.93978
2011,Schleswig-Holstein,Tenant,No,0.95314,193,193,0.92325,0.98303
2011,Hamburg,Owner,No,0.99065,46,46,0.96253,1.01877
2011,Hamburg,Tenant,No,0.96867,139,139,0.93960,0.99773
2011,Lower Saxony,Owner,Yes,0.07753,53,658,0.05708,0.09798
2011,Lower Saxony,Owner,No,0.92247,605,658,0.90202,0.94292
2011,Lower Saxony,Tenant,Yes,0.07853,38,429,0.05305,0.10402
2011,Lower Saxony,Tenant,No,0.92147,391,429,0.89598,0.94695
2011,Bremen,Tenant,No,0.96330,49,49,0.91011,1.01649
2011,North Rhine-Westphalia,Owner,Yes,0.06146,87,1136,0.04749,0.07543
2011,North Rhine-Westphalia,Owner,No,0.93854,1049,1136,0.92457,0.95251
2011,North Rhine-Westphalia,Tenant,Yes,0.04371,85,1217,0.03222,0.05520
2011,North Rhine-Westphalia,Tenant,No,0.95629,1132,1217,0.94480,0.96778
2011,Hesse,Owner,Yes,0.08489,38,434,0.05864,0.11114
2011,Hesse,Owner,No,0.91511,396,434,0.88886,0.94136
2011,Hesse,Tenant,No,0.95463,367,367,0.93330,0.97595
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.95721,382,382,0.93689,0.97753
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.92786,275,275,0.89722,0.95849
2011,Baden-Wuerttemberg,Owner,Yes,0.07967,69,800,0.06089,0.09845
2011,Baden-Wuerttemberg,Owner,No,0.92033,731,800,0.90155,0.93911
2011,Baden-Wuerttemberg,Tenant,Yes,0.04054,38,601,0.02476,0.05632
2011,Baden-Wuerttemberg,Tenant,No,0.95946,563,601,0.94368,0.97524
2011,Bavaria,Owner,Yes,0.06724,98,1016,0.05183,0.08264
2011,Bavaria,Owner,No,0.93276,918,1016,0.91736,0.94817
2011,Bavaria,Tenant,Yes,0.03625,49,823,0.02348,0.04903
2011,Bavaria,Tenant,No,0.96375,774,823,0.95097,0.97652
2011,Berlin,Owner,No,0.91084,90,90,0.85164,0.97005
2011,Berlin,Tenant,No,0.95725,390,390,0.93714,0.97735
2011,Brandenburg,Owner,Yes,0.14011,35,234,0.09555,0.18468
2011,Brandenburg,Owner,No,0.85989,199,234,0.81532,0.90445
2011,Brandenburg,Tenant,No,0.95600,267,267,0.93135,0.98065
2011,Mecklenburg-Western Pomerania,Owner,No,0.87971,109,109,0.81836,0.94107
2011,Mecklenburg-Western Pomerania,Tenant,No,0.94340,175,175,0.90906,0.97773
2011,Saxony,Owner,Yes,0.17499,58,299,0.13185,0.21813
2011,Saxony,Owner,No,0.82501,241,299,0.78187,0.86815
2011,Saxony,Tenant,Yes,0.08685,36,509,0.06236,0.11134
2011,Saxony,Tenant,No,0.91315,473,509,0.88866,0.93764
2011,Saxony-Anhalt,Owner,Yes,0.21777,44,228,0.16408,0.27146
2011,Saxony-Anhalt,Owner,No,0.78223,184,228,0.72854,0.83592
2011,Saxony-Anhalt,Tenant,No,0.95449,257,257,0.92896,0.98002
2011,Thuringa,Owner,Yes,0.13105,40,235,0.08781,0.17428
2011,Thuringa,Owner,No,0.86895,195,235,0.82572,0.91219
2011,Thuringa,Tenant,No,0.89733,256,256,0.86007,0.93458
2016,Schleswig-Holstein,Owner,No,0.97626,231,231,0.95658,0.99593
2016,Schleswig-Holstein,Tenant,No,0.99072,265,265,0.97915,1.00229
2016,Hamburg,Owner,No,0.99273,73,73,0.97310,1.01235
2016,Hamburg,Tenant,No,0.99734,188,188,0.98995,1.00472
2016,Lower Saxony,Owner,No,0.97043,664,664,0.95753,0.98332
2016,Lower Saxony,Tenant,No,0.97831,633,633,0.96696,0.98967
2016,Bremen,Owner,No,0.99563,33,33,0.97276,1.01849
2016,Bremen,Tenant,No,0.96623,68,68,0.92298,1.00948
2016,North Rhine-Westphalia,Owner,Yes,0.01694,32,1216,0.00969,0.02420
2016,North Rhine-Westphalia,Owner,No,0.98306,1184,1216,0.97580,0.99031
2016,North Rhine-Westphalia,Tenant,Yes,0.01388,32,1691,0.00830,0.01946
2016,North Rhine-Westphalia,Tenant,No,0.98612,1659,1691,0.98054,0.99170
2016,Hesse,Owner,No,0.98809,419,419,0.97768,0.99849
2016,Hesse,Tenant,No,0.98384,537,537,0.97317,0.99452
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.98595,436,436,0.97488,0.99701
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.97983,397,397,0.96599,0.99368
2016,Baden-Wuerttemberg,Owner,Yes,0.03379,36,854,0.02167,0.04592
2016,Baden-Wuerttemberg,Owner,No,0.96621,818,854,0.95408,0.97833
2016,Baden-Wuerttemberg,Tenant,No,0.97502,750,750,0.96384,0.98620
2016,Bavaria,Owner,No,0.98101,1069,1069,0.97282,0.98920
2016,Bavaria,Tenant,Yes,0.01389,32,1200,0.00726,0.02051
2016,Bavaria,Tenant,No,0.98611,1168,1200,0.97949,0.99274
2016,Berlin,Owner,No,0.96992,107,107,0.93741,1.00244
2016,Berlin,Tenant,No,0.98916,493,493,0.98000,0.99831
2016,Brandenburg,Owner,No,0.91044,239,239,0.87416,0.94672
2016,Brandenburg,Tenant,No,0.95970,297,297,0.93730,0.98210
2016,Mecklenburg-Western Pomerania,Owner,No,0.91839,99,99,0.86419,0.97260
2016,Mecklenburg-Western Pomerania,Tenant,No,0.97501,215,215,0.95410,0.99592
2016,Saxony,Owner,No,0.89889,281,281,0.86357,0.93420
2016,Saxony,Tenant,No,0.97068,537,537,0.95640,0.98496
2016,Saxony-Anhalt,Owner,No,0.93879,195,195,0.90506,0.97252
2016,Saxony-Anhalt,Tenant,No,0.96980,288,288,0.95000,0.98960
2016,Thuringa,Owner,No,0.93623,224,224,0.90416,0.96830
2016,Thuringa,Tenant,No,0.97739,292,292,0.96031,0.99447
2021,Schleswig-Holstein,Owner,No,0.96106,233,233,0.93616,0.98595
2021,Schleswig-Holstein,Tenant,No,0.97845,181,181,0.95724,0.99966
2021,Hamburg,Owner,No,0.98995,76,76,0.96737,1.01252
2021,Hamburg,Tenant,No,0.99600,188,188,0.98695,1.00505
2021,Lower Saxony,Owner,Yes,0.04650,33,562,0.02907,0.06392
2021,Lower Saxony,Owner,No,0.95350,529,562,0.93608,0.97093
2021,Lower Saxony,Tenant,No,0.98534,484,484,0.97462,0.99606
2021,Bremen,Tenant,No,0.98974,54,54,0.96262,1.01687
2021,North Rhine-Westphalia,Owner,Yes,0.02261,34,1008,0.01343,0.03179
2021,North Rhine-Westphalia,Owner,No,0.97739,974,1008,0.96821,0.98657
2021,North Rhine-Westphalia,Tenant,No,0.98227,1253,1253,0.97496,0.98958
2021,Hesse,Owner,No,0.96803,306,306,0.94829,0.98778
2021,Hesse,Tenant,No,0.97201,356,356,0.95486,0.98917
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.94802,284,284,0.92216,0.97388
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.99327,234,234,0.98278,1.00377
2021,Baden-Wuerttemberg,Owner,No,0.97574,627,627,0.96369,0.98779
2021,Baden-Wuerttemberg,Tenant,No,0.97797,548,548,0.96568,0.99027
2021,Bavaria,Owner,Yes,0.03403,42,862,0.02192,0.04614
2021,Bavaria,Owner,No,0.96597,820,862,0.95386,0.97808
2021,Bavaria,Tenant,No,0.98641,867,867,0.97870,0.99412
2021,Berlin,Owner,No,0.96348,107,107,0.92778,0.99919
2021,Berlin,Tenant,No,0.98929,439,439,0.97966,0.99893
2021,Brandenburg,Owner,No,0.96758,216,216,0.94391,0.99126
2021,Brandenburg,Tenant,No,0.97562,210,210,0.95472,0.99653
2021,Mecklenburg-Western Pomerania,Owner,No,0.92769,95,95,0.87533,0.98005
2021,Mecklenburg-Western Pomerania,Tenant,No,0.99243,155,155,0.97875,1.00612
2021,Saxony,Owner,No,0.94492,245,245,0.91630,0.97355
2021,Saxony,Tenant,No,0.96182,448,448,0.94405,0.97958
2021,Saxony-Anhalt,Owner,No,0.83723,136,136,0.77496,0.89950
2021,Saxony-Anhalt,Tenant,No,0.96746,204,204,0.94306,0.99187
2021,Thuringa,Owner,No,0.89873,156,156,0.85123,0.94622
2021,Thuringa,Tenant,No,0.95258,204,204,0.92335,0.98182
