year,bula_h,rentown,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Brandenburg,Owner,Yes,0.70389,79,79,0.60257,0.80520
1996,Brandenburg,Tenant,Yes,0.33310,73,191,0.26608,0.40012
1996,Brandenburg,Tenant,No,0.66690,118,191,0.59988,0.73392
1996,Mecklenburg-Western Pomerania,Owner,Yes,0.68488,44,44,0.54602,0.82373
1996,Mecklenburg-Western Pomerania,Tenant,Yes,0.29266,44,141,0.21729,0.36803
1996,Mecklenburg-Western Pomerania,Tenant,No,0.70734,97,141,0.63197,0.78271
1996,Saxony,Owner,Yes,0.60516,103,158,0.52870,0.68162
1996,Saxony,Owner,No,0.39484,55,158,0.31838,0.47130
1996,Saxony,Tenant,Yes,0.29842,131,390,0.25295,0.34389
1996,Saxony,Tenant,No,0.70158,259,390,0.65611,0.74705
1996,Saxony-Anhalt,Owner,Yes,0.66285,80,112,0.57491,0.75080
1996,Saxony-Anhalt,Owner,No,0.33715,32,112,0.24920,0.42509
1996,Saxony-Anhalt,Tenant,Yes,0.36764,89,218,0.30348,0.43179
1996,Saxony-Anhalt,Tenant,No,0.63236,129,218,0.56821,0.69652
1996,Thuringa,Owner,Yes,0.58440,89,141,0.50277,0.66604
1996,Thuringa,Owner,No,0.41560,52,141,0.33396,0.49723
1996,Thuringa,Tenant,Yes,0.31972,72,185,0.25233,0.38710
1996,Thuringa,Tenant,No,0.68028,113,185,0.61290,0.74767
2001,Schleswig-Holstein,Owner,Yes,0.43274,96,209,0.36540,0.50007
2001,Schleswig-Holstein,Owner,No,0.56726,113,209,0.49993,0.63460
2001,Schleswig-Holstein,Tenant,Yes,0.24612,44,154,0.17787,0.31438
2001,Schleswig-Holstein,Tenant,No,0.75388,110,154,0.68562,0.82213
2001,Hamburg,Tenant,Yes,0.26724,41,144,0.19471,0.33977
2001,Hamburg,Tenant,No,0.73276,103,144,0.66023,0.80529
2001,Lower Saxony,Owner,Yes,0.46191,251,522,0.41910,0.50472
2001,Lower Saxony,Owner,No,0.53809,271,522,0.49528,0.58090
2001,Lower Saxony,Tenant,Yes,0.34921,152,439,0.30456,0.39386
2001,Lower Saxony,Tenant,No,0.65079,287,439,0.60614,0.69544
2001,Bremen,Tenant,No,0.74901,40,40,0.61293,0.88509
2001,North Rhine-Westphalia,Owner,Yes,0.35173,394,1047,0.32280,0.38067
2001,North Rhine-Westphalia,Owner,No,0.64827,653,1047,0.61933,0.67720
2001,North Rhine-Westphalia,Tenant,Yes,0.29384,441,1438,0.27029,0.31739
2001,North Rhine-Westphalia,Tenant,No,0.70616,997,1438,0.68261,0.72971
2001,Hesse,Owner,Yes,0.36891,151,359,0.31892,0.41889
2001,Hesse,Owner,No,0.63109,208,359,0.58111,0.68108
2001,Hesse,Tenant,Yes,0.21667,108,420,0.17722,0.25612
2001,Hesse,Tenant,No,0.78333,312,420,0.74388,0.82278
2001,"Rhineland-Palatinate, Saarland",Owner,Yes,0.44164,193,411,0.39358,0.48971
2001,"Rhineland-Palatinate, Saarland",Owner,No,0.55836,218,411,0.51029,0.60642
2001,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.37123,123,309,0.31727,0.42519
2001,"Rhineland-Palatinate, Saarland",Tenant,No,0.62877,186,309,0.57481,0.68273
2001,Baden-Wuerttemberg,Owner,Yes,0.35329,239,634,0.31605,0.39052
2001,Baden-Wuerttemberg,Owner,No,0.64671,395,634,0.60948,0.68395
2001,Baden-Wuerttemberg,Tenant,Yes,0.27577,205,728,0.24329,0.30826
2001,Baden-Wuerttemberg,Tenant,No,0.72423,523,728,0.69174,0.75671
2001,Bavaria,Owner,Yes,0.40952,388,864,0.37671,0.44233
2001,Bavaria,Owner,No,0.59048,476,864,0.55767,0.62329
2001,Bavaria,Tenant,Yes,0.25255,216,752,0.22148,0.28363
2001,Bavaria,Tenant,No,0.74745,536,752,0.71637,0.77852
2001,Berlin,Owner,No,0.64553,37,37,0.48927,0.80180
2001,Berlin,Tenant,Yes,0.30724,135,421,0.26312,0.35137
2001,Berlin,Tenant,No,0.69276,286,421,0.64863,0.73688
2001,Brandenburg,Owner,Yes,0.69210,138,200,0.62797,0.75624
2001,Brandenburg,Owner,No,0.30790,62,200,0.24376,0.37203
2001,Brandenburg,Tenant,Yes,0.39517,123,300,0.33975,0.45059
2001,Brandenburg,Tenant,No,0.60483,177,300,0.54941,0.66025
2001,Mecklenburg-Western Pomerania,Owner,Yes,0.60790,68,102,0.51269,0.70312
2001,Mecklenburg-Western Pomerania,Owner,No,0.39210,34,102,0.29688,0.48731
2001,Mecklenburg-Western Pomerania,Tenant,Yes,0.34454,67,183,0.27550,0.41358
2001,Mecklenburg-Western Pomerania,Tenant,No,0.65546,116,183,0.58642,0.72450
2001,Saxony,Owner,Yes,0.61465,195,309,0.56030,0.66900
2001,Saxony,Owner,No,0.38535,114,309,0.33100,0.43970
2001,Saxony,Tenant,Yes,0.35051,209,540,0.31023,0.39079
2001,Saxony,Tenant,No,0.64949,331,540,0.60921,0.68977
2001,Saxony-Anhalt,Owner,Yes,0.65821,161,233,0.59717,0.71924
2001,Saxony-Anhalt,Owner,No,0.34179,72,233,0.28076,0.40283
2001,Saxony-Anhalt,Tenant,Yes,0.38256,113,272,0.32469,0.44043
2001,Saxony-Anhalt,Tenant,No,0.61744,159,272,0.55957,0.67531
2001,Thuringa,Owner,Yes,0.62424,157,242,0.56309,0.68538
2001,Thuringa,Owner,No,0.37576,85,242,0.31462,0.43691
2001,Thuringa,Tenant,Yes,0.33880,100,252,0.28024,0.39735
2001,Thuringa,Tenant,No,0.66120,152,252,0.60265,0.71976
2006,Schleswig-Holstein,Owner,Yes,0.41299,91,215,0.34702,0.47896
2006,Schleswig-Holstein,Owner,No,0.58701,124,215,0.52104,0.65298
2006,Schleswig-Holstein,Tenant,Yes,0.26760,54,174,0.20163,0.33357
2006,Schleswig-Holstein,Tenant,No,0.73240,120,174,0.66643,0.79837
2006,Hamburg,Owner,No,0.79093,35,35,0.65424,0.92762
2006,Hamburg,Tenant,No,0.82387,117,117,0.75455,0.89319
2006,Lower Saxony,Owner,Yes,0.41200,289,639,0.37381,0.45020
2006,Lower Saxony,Owner,No,0.58800,350,639,0.54980,0.62619
2006,Lower Saxony,Tenant,Yes,0.29299,137,435,0.25017,0.33581
2006,Lower Saxony,Tenant,No,0.70701,298,435,0.66419,0.74983
2006,Bremen,Tenant,No,0.73409,36,36,0.58771,0.88046
2006,North Rhine-Westphalia,Owner,Yes,0.33017,437,1204,0.30360,0.35675
2006,North Rhine-Westphalia,Owner,No,0.66983,767,1204,0.64325,0.69640
2006,North Rhine-Westphalia,Tenant,Yes,0.29386,420,1334,0.26941,0.31832
2006,North Rhine-Westphalia,Tenant,No,0.70614,914,1334,0.68168,0.73059
2006,Hesse,Owner,Yes,0.36877,184,426,0.32290,0.41464
2006,Hesse,Owner,No,0.63123,242,426,0.58536,0.67710
2006,Hesse,Tenant,Yes,0.28653,132,419,0.24319,0.32988
2006,Hesse,Tenant,No,0.71347,287,419,0.67012,0.75681
2006,"Rhineland-Palatinate, Saarland",Owner,Yes,0.41400,186,408,0.36615,0.46185
2006,"Rhineland-Palatinate, Saarland",Owner,No,0.58600,222,408,0.53815,0.63385
2006,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.33785,111,319,0.28586,0.38983
2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.66215,208,319,0.61017,0.71414
2006,Baden-Wuerttemberg,Owner,Yes,0.34719,288,786,0.31388,0.38049
2006,Baden-Wuerttemberg,Owner,No,0.65281,498,786,0.61951,0.68612
2006,Baden-Wuerttemberg,Tenant,Yes,0.27203,207,687,0.23873,0.30534
2006,Baden-Wuerttemberg,Tenant,No,0.72797,480,687,0.69466,0.76127
2006,Bavaria,Owner,Yes,0.41845,412,971,0.38740,0.44949
2006,Bavaria,Owner,No,0.58155,559,971,0.55051,0.61260
2006,Bavaria,Tenant,Yes,0.26859,231,759,0.23704,0.30015
2006,Bavaria,Tenant,No,0.73141,528,759,0.69985,0.76296
2006,Berlin,Owner,No,0.74630,58,58,0.63334,0.85926
2006,Berlin,Tenant,Yes,0.27255,122,397,0.22869,0.31641
2006,Berlin,Tenant,No,0.72745,275,397,0.68359,0.77131
2006,Brandenburg,Owner,Yes,0.63635,143,217,0.57220,0.70050
2006,Brandenburg,Owner,No,0.36365,74,217,0.29950,0.42780
2006,Brandenburg,Tenant,Yes,0.42302,136,315,0.36837,0.47766
2006,Brandenburg,Tenant,No,0.57698,179,315,0.52234,0.63163
2006,Mecklenburg-Western Pomerania,Owner,Yes,0.60534,82,138,0.52349,0.68718
2006,Mecklenburg-Western Pomerania,Owner,No,0.39466,56,138,0.31282,0.47651
2006,Mecklenburg-Western Pomerania,Tenant,Yes,0.31371,54,166,0.24291,0.38451
2006,Mecklenburg-Western Pomerania,Tenant,No,0.68629,112,166,0.61549,0.75709
2006,Saxony,Owner,Yes,0.57156,199,343,0.51912,0.62401
2006,Saxony,Owner,No,0.42844,144,343,0.37599,0.48088
2006,Saxony,Tenant,Yes,0.31149,178,534,0.27218,0.35081
2006,Saxony,Tenant,No,0.68851,356,534,0.64919,0.72782
2006,Saxony-Anhalt,Owner,Yes,0.68458,151,222,0.62331,0.74585
2006,Saxony-Anhalt,Owner,No,0.31542,71,222,0.25415,0.37669
2006,Saxony-Anhalt,Tenant,Yes,0.35672,105,270,0.29948,0.41397
2006,Saxony-Anhalt,Tenant,No,0.64328,165,270,0.58603,0.70052
2006,Thuringa,Owner,Yes,0.50935,154,264,0.44893,0.56977
2006,Thuringa,Owner,No,0.49065,110,264,0.43023,0.55107
2006,Thuringa,Tenant,Yes,0.32643,100,251,0.26831,0.38456
2006,Thuringa,Tenant,No,0.67357,151,251,0.61544,0.73169
2011,Schleswig-Holstein,Owner,Yes,0.38619,81,196,0.31785,0.45453
2011,Schleswig-Holstein,Owner,No,0.61381,115,196,0.54547,0.68215
2011,Schleswig-Holstein,Tenant,Yes,0.19554,55,210,0.14176,0.24931
2011,Schleswig-Holstein,Tenant,No,0.80446,155,210,0.75069,0.85824
2011,Hamburg,Owner,No,0.77138,36,36,0.63225,0.91051
2011,Hamburg,Tenant,Yes,0.22652,33,147,0.15862,0.29442
2011,Hamburg,Tenant,No,0.77348,114,147,0.70558,0.84138
2011,Lower Saxony,Owner,Yes,0.36154,261,658,0.32480,0.39828
2011,Lower Saxony,Owner,No,0.63846,397,658,0.60172,0.67520
2011,Lower Saxony,Tenant,Yes,0.30394,147,429,0.26036,0.34751
2011,Lower Saxony,Tenant,No,0.69606,282,429,0.65249,0.73964
2011,Bremen,Tenant,No,0.73827,40,40,0.60030,0.87623
2011,North Rhine-Westphalia,Owner,Yes,0.33525,409,1136,0.30778,0.36271
2011,North Rhine-Westphalia,Owner,No,0.66475,727,1136,0.63729,0.69222
2011,North Rhine-Westphalia,Tenant,Yes,0.27470,389,1217,0.24961,0.29979
2011,North Rhine-Westphalia,Tenant,No,0.72530,828,1217,0.70021,0.75039
2011,Hesse,Owner,Yes,0.38875,188,434,0.34283,0.43466
2011,Hesse,Owner,No,0.61125,246,434,0.56534,0.65717
2011,Hesse,Tenant,Yes,0.32687,133,396,0.28061,0.37313
2011,Hesse,Tenant,No,0.67313,263,396,0.62687,0.71939
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.34720,169,408,0.30094,0.39345
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.65280,239,408,0.60655,0.69906
2011,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.33931,119,302,0.28582,0.39280
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.66069,183,302,0.60720,0.71418
2011,Baden-Wuerttemberg,Owner,Yes,0.32649,283,800,0.29397,0.35900
2011,Baden-Wuerttemberg,Owner,No,0.67351,517,800,0.64100,0.70603
2011,Baden-Wuerttemberg,Tenant,Yes,0.27968,194,601,0.24377,0.31560
2011,Baden-Wuerttemberg,Tenant,No,0.72032,407,601,0.68440,0.75623
2011,Bavaria,Owner,Yes,0.39106,427,1016,0.36104,0.42108
2011,Bavaria,Owner,No,0.60894,589,1016,0.57892,0.63896
2011,Bavaria,Tenant,Yes,0.26113,264,823,0.23110,0.29116
2011,Bavaria,Tenant,No,0.73887,559,823,0.70884,0.76890
2011,Berlin,Owner,No,0.68862,69,69,0.57855,0.79868
2011,Berlin,Tenant,Yes,0.19971,113,415,0.16120,0.23822
2011,Berlin,Tenant,No,0.80029,302,415,0.76178,0.83880
2011,Brandenburg,Owner,Yes,0.60074,139,234,0.53785,0.66362
2011,Brandenburg,Owner,No,0.39926,95,234,0.33638,0.46215
2011,Brandenburg,Tenant,Yes,0.31527,99,284,0.26114,0.36941
2011,Brandenburg,Tenant,No,0.68473,185,284,0.63059,0.73886
2011,Mecklenburg-Western Pomerania,Owner,Yes,0.55681,70,126,0.46973,0.64390
2011,Mecklenburg-Western Pomerania,Owner,No,0.44319,56,126,0.35610,0.53027
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.20504,54,189,0.14733,0.26275
2011,Mecklenburg-Western Pomerania,Tenant,No,0.79496,135,189,0.73725,0.85267
2011,Saxony,Owner,Yes,0.52830,167,299,0.47163,0.58498
2011,Saxony,Owner,No,0.47170,132,299,0.41502,0.52837
2011,Saxony,Tenant,Yes,0.35247,173,509,0.31092,0.39401
2011,Saxony,Tenant,No,0.64753,336,509,0.60599,0.68908
2011,Saxony-Anhalt,Owner,Yes,0.69240,143,228,0.63237,0.75244
2011,Saxony-Anhalt,Owner,No,0.30760,85,228,0.24756,0.36763
2011,Saxony-Anhalt,Tenant,Yes,0.26834,95,281,0.21644,0.32024
2011,Saxony-Anhalt,Tenant,No,0.73166,186,281,0.67976,0.78356
2011,Thuringa,Owner,Yes,0.45839,120,235,0.39454,0.52223
2011,Thuringa,Owner,No,0.54161,115,235,0.47777,0.60546
2011,Thuringa,Tenant,Yes,0.31421,95,284,0.26012,0.36829
2011,Thuringa,Tenant,No,0.68579,189,284,0.63171,0.73988
2016,Schleswig-Holstein,Owner,Yes,0.41996,101,235,0.35672,0.48320
2016,Schleswig-Holstein,Owner,No,0.58004,134,235,0.51680,0.64328
2016,Schleswig-Holstein,Tenant,Yes,0.35271,106,268,0.29540,0.41002
2016,Schleswig-Holstein,Tenant,No,0.64729,162,268,0.58998,0.70460
2016,Hamburg,Owner,No,0.78281,51,51,0.66851,0.89710
2016,Hamburg,Tenant,Yes,0.25834,51,190,0.19594,0.32075
2016,Hamburg,Tenant,No,0.74166,139,190,0.67925,0.80406
2016,Lower Saxony,Owner,Yes,0.37241,308,693,0.33638,0.40843
2016,Lower Saxony,Owner,No,0.62759,385,693,0.59157,0.66362
2016,Lower Saxony,Tenant,Yes,0.30306,237,655,0.26784,0.33828
2016,Lower Saxony,Tenant,No,0.69694,418,655,0.66172,0.73216
2016,Bremen,Tenant,No,0.67431,52,52,0.54570,0.80293
2016,North Rhine-Westphalia,Owner,Yes,0.32063,439,1216,0.29439,0.34688
2016,North Rhine-Westphalia,Owner,No,0.67937,777,1216,0.65312,0.70561
2016,North Rhine-Westphalia,Tenant,Yes,0.25841,503,1691,0.23754,0.27929
2016,North Rhine-Westphalia,Tenant,No,0.74159,1188,1691,0.72071,0.76246
2016,Hesse,Owner,Yes,0.30924,166,426,0.26530,0.35318
2016,Hesse,Owner,No,0.69076,260,426,0.64682,0.73470
2016,Hesse,Tenant,Yes,0.31644,178,552,0.27760,0.35527
2016,Hesse,Tenant,No,0.68356,374,552,0.64473,0.72240
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.37166,197,442,0.32656,0.41676
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.62834,245,442,0.58324,0.67344
2016,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.29591,128,406,0.25146,0.34037
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.70409,278,406,0.65963,0.74854
2016,Baden-Wuerttemberg,Owner,Yes,0.30382,324,854,0.27296,0.33469
2016,Baden-Wuerttemberg,Owner,No,0.69618,530,854,0.66531,0.72704
2016,Baden-Wuerttemberg,Tenant,Yes,0.24581,232,773,0.21544,0.27619
2016,Baden-Wuerttemberg,Tenant,No,0.75419,541,773,0.72381,0.78456
2016,Bavaria,Owner,Yes,0.36495,480,1099,0.33648,0.39343
2016,Bavaria,Owner,No,0.63505,619,1099,0.60657,0.66352
2016,Bavaria,Tenant,Yes,0.24656,354,1200,0.22216,0.27095
2016,Bavaria,Tenant,No,0.75344,846,1200,0.72905,0.77784
2016,Berlin,Owner,No,0.69733,79,79,0.59538,0.79929
2016,Berlin,Tenant,Yes,0.19560,128,501,0.16083,0.23037
2016,Berlin,Tenant,No,0.80440,373,501,0.76963,0.83917
2016,Brandenburg,Owner,Yes,0.54494,146,254,0.48358,0.60630
2016,Brandenburg,Owner,No,0.45506,108,254,0.39370,0.51642
2016,Brandenburg,Tenant,Yes,0.32974,125,308,0.27715,0.38233
2016,Brandenburg,Tenant,No,0.67026,183,308,0.61767,0.72285
2016,Mecklenburg-Western Pomerania,Owner,Yes,0.56510,57,108,0.47116,0.65903
2016,Mecklenburg-Western Pomerania,Owner,No,0.43490,51,108,0.34097,0.52884
2016,Mecklenburg-Western Pomerania,Tenant,Yes,0.26554,76,220,0.20705,0.32403
2016,Mecklenburg-Western Pomerania,Tenant,No,0.73446,144,220,0.67597,0.79295
2016,Saxony,Owner,Yes,0.54414,169,304,0.48806,0.60022
2016,Saxony,Owner,No,0.45586,135,304,0.39978,0.51194
2016,Saxony,Tenant,Yes,0.32523,205,561,0.28643,0.36403
2016,Saxony,Tenant,No,0.67477,356,561,0.63597,0.71357
2016,Saxony-Anhalt,Owner,Yes,0.62827,135,211,0.56290,0.69363
2016,Saxony-Anhalt,Owner,No,0.37173,76,211,0.30637,0.43710
2016,Saxony-Anhalt,Tenant,Yes,0.29039,110,302,0.23911,0.34168
2016,Saxony-Anhalt,Tenant,No,0.70961,192,302,0.65832,0.76089
2016,Thuringa,Owner,Yes,0.49407,126,242,0.43094,0.55719
2016,Thuringa,Owner,No,0.50593,116,242,0.44281,0.56906
2016,Thuringa,Tenant,Yes,0.35418,119,302,0.30015,0.40821
2016,Thuringa,Tenant,No,0.64582,183,302,0.59179,0.69985
2021,Schleswig-Holstein,Owner,Yes,0.39526,109,243,0.33366,0.45686
2021,Schleswig-Holstein,Owner,No,0.60474,134,243,0.54314,0.66634
2021,Schleswig-Holstein,Tenant,Yes,0.30281,72,184,0.23624,0.36938
2021,Schleswig-Holstein,Tenant,No,0.69719,112,184,0.63062,0.76376
2021,Hamburg,Owner,No,0.79595,53,53,0.68642,0.90549
2021,Hamburg,Tenant,Yes,0.23809,44,191,0.17753,0.29866
2021,Hamburg,Tenant,No,0.76191,147,191,0.70134,0.82247
2021,Lower Saxony,Owner,Yes,0.38915,264,563,0.34884,0.42946
2021,Lower Saxony,Owner,No,0.61085,299,563,0.57054,0.65116
2021,Lower Saxony,Tenant,Yes,0.27459,174,500,0.23543,0.31375
2021,Lower Saxony,Tenant,No,0.72541,326,500,0.68625,0.76457
2021,Bremen,Tenant,No,0.91801,43,43,0.83504,1.00098
2021,North Rhine-Westphalia,Owner,Yes,0.34264,403,1008,0.31332,0.37195
2021,North Rhine-Westphalia,Owner,No,0.65736,605,1008,0.62805,0.68668
2021,North Rhine-Westphalia,Tenant,Yes,0.29220,395,1276,0.26724,0.31716
2021,North Rhine-Westphalia,Tenant,No,0.70780,881,1276,0.68284,0.73276
2021,Hesse,Owner,Yes,0.35880,136,326,0.30665,0.41095
2021,Hesse,Owner,No,0.64120,190,326,0.58905,0.69335
2021,Hesse,Tenant,Yes,0.30538,117,375,0.25870,0.35206
2021,Hesse,Tenant,No,0.69462,258,375,0.64794,0.74130
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.37127,135,298,0.31632,0.42622
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.62873,163,298,0.57378,0.68368
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.23099,66,239,0.17744,0.28453
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.76901,173,239,0.71547,0.82256
2021,Baden-Wuerttemberg,Owner,Yes,0.29931,239,653,0.26415,0.33446
2021,Baden-Wuerttemberg,Owner,No,0.70069,414,653,0.66554,0.73585
2021,Baden-Wuerttemberg,Tenant,Yes,0.28355,164,565,0.24635,0.32075
2021,Baden-Wuerttemberg,Tenant,No,0.71645,401,565,0.67925,0.75365
2021,Bavaria,Owner,Yes,0.39174,389,862,0.35913,0.42435
2021,Bavaria,Owner,No,0.60826,473,862,0.57565,0.64087
2021,Bavaria,Tenant,Yes,0.23774,255,894,0.20982,0.26566
2021,Bavaria,Tenant,No,0.76226,639,894,0.73434,0.79018
2021,Berlin,Owner,Yes,0.26774,36,109,0.18423,0.35124
2021,Berlin,Owner,No,0.73226,73,109,0.64876,0.81577
2021,Berlin,Tenant,Yes,0.18242,102,450,0.14670,0.21814
2021,Berlin,Tenant,No,0.81758,348,450,0.78186,0.85330
2021,Brandenburg,Owner,Yes,0.38904,116,228,0.32562,0.45247
2021,Brandenburg,Owner,No,0.61096,112,228,0.54753,0.67438
2021,Brandenburg,Tenant,Yes,0.35289,85,219,0.28946,0.41633
2021,Brandenburg,Tenant,No,0.64711,134,219,0.58367,0.71054
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.59264,63,103,0.49729,0.68799
2021,Mecklenburg-Western Pomerania,Owner,No,0.40736,40,103,0.31201,0.50271
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.20373,47,159,0.14093,0.26654
2021,Mecklenburg-Western Pomerania,Tenant,No,0.79627,112,159,0.73346,0.85907
2021,Saxony,Owner,Yes,0.52445,143,266,0.46432,0.58458
2021,Saxony,Owner,No,0.47555,123,266,0.41542,0.53568
2021,Saxony,Tenant,Yes,0.34528,164,466,0.30207,0.38850
2021,Saxony,Tenant,No,0.65472,302,466,0.61150,0.69793
2021,Saxony-Anhalt,Owner,Yes,0.58857,101,154,0.51059,0.66654
2021,Saxony-Anhalt,Owner,No,0.41143,53,154,0.33346,0.48941
2021,Saxony-Anhalt,Tenant,Yes,0.29123,77,216,0.23050,0.35196
2021,Saxony-Anhalt,Tenant,No,0.70877,139,216,0.64804,0.76950
2021,Thuringa,Owner,Yes,0.47677,89,170,0.40146,0.55207
2021,Thuringa,Owner,No,0.52323,81,170,0.44793,0.59854
2021,Thuringa,Tenant,Yes,0.24419,67,213,0.18636,0.30203
2021,Thuringa,Tenant,No,0.75581,146,213,0.69797,0.81364
