year,bula_h,quintil_oecd_hh,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,North Rhine-Westphalia,1st Quintile,Yes,0.25382,134,434,0.21282,0.29481
2011,North Rhine-Westphalia,1st Quintile,No,0.74618,300,434,0.70519,0.78718
2011,North Rhine-Westphalia,2nd Quintile,Yes,0.32026,119,381,0.27334,0.36717
2011,North Rhine-Westphalia,2nd Quintile,No,0.67974,262,381,0.63283,0.72666
2011,North Rhine-Westphalia,3rd Quintile,Yes,0.28997,157,425,0.24678,0.33316
2011,North Rhine-Westphalia,3rd Quintile,No,0.71003,268,425,0.66684,0.75322
2011,North Rhine-Westphalia,4th Quintile,Yes,0.34250,184,493,0.30057,0.38443
2011,North Rhine-Westphalia,4th Quintile,No,0.65750,309,493,0.61557,0.69943
2011,North Rhine-Westphalia,5th Quintile,Yes,0.30144,204,619,0.26526,0.33762
2011,North Rhine-Westphalia,5th Quintile,No,0.69856,415,619,0.66238,0.73474
2011,Hesse,1st Quintile,Yes,0.28388,34,124,0.20420,0.36356
2011,Hesse,1st Quintile,No,0.71612,90,124,0.63644,0.79580
2011,Hesse,2nd Quintile,Yes,0.26608,41,123,0.18766,0.34450
2011,Hesse,2nd Quintile,No,0.73392,82,123,0.65550,0.81234
2011,Hesse,3rd Quintile,Yes,0.36814,62,154,0.29172,0.44456
2011,Hesse,3rd Quintile,No,0.63186,92,154,0.55544,0.70828
2011,Hesse,4th Quintile,Yes,0.43061,73,170,0.35596,0.50527
2011,Hesse,4th Quintile,No,0.56939,97,170,0.49473,0.64404
2011,Hesse,5th Quintile,Yes,0.39198,111,259,0.33241,0.45155
2011,Hesse,5th Quintile,No,0.60802,148,259,0.54845,0.66759
2011,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.35529,58,141,0.27601,0.43457
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.64471,83,141,0.56543,0.72399
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.34255,63,137,0.26279,0.42231
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.65745,74,137,0.57769,0.73721
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.32804,50,134,0.24825,0.40784
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.67196,84,134,0.59216,0.75175
2011,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.37089,62,148,0.29280,0.44898
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.62911,86,148,0.55102,0.70720
2011,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.31788,55,150,0.24311,0.39265
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.68212,95,150,0.60735,0.75689
2011,Baden-Wuerttemberg,1st Quintile,Yes,0.21183,51,183,0.15246,0.27119
2011,Baden-Wuerttemberg,1st Quintile,No,0.78817,132,183,0.72881,0.84754
2011,Baden-Wuerttemberg,2nd Quintile,Yes,0.27668,71,217,0.21702,0.33634
2011,Baden-Wuerttemberg,2nd Quintile,No,0.72332,146,217,0.66366,0.78298
2011,Baden-Wuerttemberg,3rd Quintile,Yes,0.32978,93,266,0.27317,0.38638
2011,Baden-Wuerttemberg,3rd Quintile,No,0.67022,173,266,0.61362,0.72683
2011,Baden-Wuerttemberg,4th Quintile,Yes,0.31615,120,332,0.26606,0.36624
2011,Baden-Wuerttemberg,4th Quintile,No,0.68385,212,332,0.63376,0.73394
2011,Baden-Wuerttemberg,5th Quintile,Yes,0.33914,142,403,0.29286,0.38542
2011,Baden-Wuerttemberg,5th Quintile,No,0.66086,261,403,0.61458,0.70714
2011,Bavaria,1st Quintile,Yes,0.27639,89,272,0.22314,0.32963
2011,Bavaria,1st Quintile,No,0.72361,183,272,0.67037,0.77686
2011,Bavaria,2nd Quintile,Yes,0.28991,99,288,0.23742,0.34241
2011,Bavaria,2nd Quintile,No,0.71009,189,288,0.65759,0.76258
2011,Bavaria,3rd Quintile,Yes,0.35253,141,348,0.30226,0.40279
2011,Bavaria,3rd Quintile,No,0.64747,207,348,0.59721,0.69774
2011,Bavaria,4th Quintile,Yes,0.34560,161,412,0.29962,0.39157
2011,Bavaria,4th Quintile,No,0.65440,251,412,0.60843,0.70038
2011,Bavaria,5th Quintile,Yes,0.35669,201,518,0.31539,0.39798
2011,Bavaria,5th Quintile,No,0.64331,317,518,0.60202,0.68461
2011,Berlin,1st Quintile,Yes,0.22846,39,113,0.15070,0.30622
2011,Berlin,1st Quintile,No,0.77154,74,113,0.69378,0.84930
2011,Berlin,2nd Quintile,No,0.82525,65,65,0.73221,0.91829
2011,Berlin,3rd Quintile,Yes,0.30392,35,106,0.21594,0.39190
2011,Berlin,3rd Quintile,No,0.69608,71,106,0.60810,0.78406
2011,Berlin,4th Quintile,No,0.81028,77,77,0.72213,0.89843
2011,Berlin,5th Quintile,No,0.82957,84,84,0.74868,0.91047
2011,Brandenburg,1st Quintile,Yes,0.39375,56,124,0.30740,0.48009
2011,Brandenburg,1st Quintile,No,0.60625,68,124,0.51991,0.69260
2011,Brandenburg,2nd Quintile,Yes,0.46619,63,124,0.37803,0.55436
2011,Brandenburg,2nd Quintile,No,0.53381,61,124,0.44564,0.62197
2011,Brandenburg,3rd Quintile,Yes,0.43357,58,120,0.34453,0.52261
2011,Brandenburg,3rd Quintile,No,0.56643,62,120,0.47739,0.65547
2011,Brandenburg,4th Quintile,Yes,0.40373,32,82,0.29688,0.51058
2011,Brandenburg,4th Quintile,No,0.59627,50,82,0.48942,0.70312
2011,Brandenburg,5th Quintile,No,0.55674,39,39,0.39879,0.71469
2011,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.34154,36,91,0.24356,0.43952
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.65846,55,91,0.56048,0.75644
2011,Mecklenburg-Western Pomerania,2nd Quintile,No,0.64548,53,53,0.51546,0.77550
2011,Mecklenburg-Western Pomerania,3rd Quintile,No,0.61045,34,34,0.44407,0.77683
2011,Saxony,1st Quintile,Yes,0.35989,76,192,0.29182,0.42796
2011,Saxony,1st Quintile,No,0.64011,116,192,0.57204,0.70818
2011,Saxony,2nd Quintile,Yes,0.40346,80,214,0.33758,0.46935
2011,Saxony,2nd Quintile,No,0.59654,134,214,0.53065,0.66242
2011,Saxony,3rd Quintile,Yes,0.44284,88,200,0.37382,0.51185
2011,Saxony,3rd Quintile,No,0.55716,112,200,0.48815,0.62618
2011,Saxony,4th Quintile,Yes,0.45810,62,122,0.36932,0.54688
2011,Saxony,4th Quintile,No,0.54190,60,122,0.45312,0.63068
2011,Saxony,5th Quintile,Yes,0.36876,34,80,0.26237,0.47516
2011,Saxony,5th Quintile,No,0.63124,46,80,0.52484,0.73763
2011,Saxony-Anhalt,1st Quintile,Yes,0.30664,48,125,0.22548,0.38780
2011,Saxony-Anhalt,1st Quintile,No,0.69336,77,125,0.61220,0.77452
2011,Saxony-Anhalt,2nd Quintile,Yes,0.37522,63,135,0.29324,0.45720
2011,Saxony-Anhalt,2nd Quintile,No,0.62478,72,135,0.54280,0.70676
2011,Saxony-Anhalt,3rd Quintile,Yes,0.52270,58,109,0.42850,0.61690
2011,Saxony-Anhalt,3rd Quintile,No,0.47730,51,109,0.38310,0.57150
2011,Saxony-Anhalt,4th Quintile,Yes,0.54661,38,78,0.43542,0.65781
2011,Saxony-Anhalt,4th Quintile,No,0.45339,40,78,0.34219,0.56458
2011,Saxony-Anhalt,5th Quintile,Yes,0.65969,31,62,0.54078,0.77859
2011,Saxony-Anhalt,5th Quintile,No,0.34031,31,62,0.22141,0.45922
2011,Thuringa,1st Quintile,Yes,0.44227,58,136,0.35849,0.52605
2011,Thuringa,1st Quintile,No,0.55773,78,136,0.47395,0.64151
2011,Thuringa,2nd Quintile,Yes,0.38016,63,144,0.30060,0.45973
2011,Thuringa,2nd Quintile,No,0.61984,81,144,0.54027,0.69940
2011,Thuringa,3rd Quintile,Yes,0.32483,38,113,0.23810,0.41157
2011,Thuringa,3rd Quintile,No,0.67517,75,113,0.58843,0.76190
2011,Thuringa,4th Quintile,Yes,0.28051,31,82,0.18267,0.37834
2011,Thuringa,4th Quintile,No,0.71949,51,82,0.62166,0.81733
2016,Schleswig-Holstein,1st Quintile,Yes,0.34505,53,127,0.26204,0.42805
2016,Schleswig-Holstein,1st Quintile,No,0.65495,74,127,0.57195,0.73796
2016,Schleswig-Holstein,2nd Quintile,Yes,0.31137,44,109,0.22404,0.39870
2016,Schleswig-Holstein,2nd Quintile,No,0.68863,65,109,0.60130,0.77596
2016,Schleswig-Holstein,3rd Quintile,Yes,0.39446,42,96,0.29618,0.49274
2016,Schleswig-Holstein,3rd Quintile,No,0.60554,54,96,0.50726,0.70382
2016,Schleswig-Holstein,4th Quintile,Yes,0.38503,34,89,0.28336,0.48670
2016,Schleswig-Holstein,4th Quintile,No,0.61497,55,89,0.51330,0.71664
2016,Schleswig-Holstein,5th Quintile,Yes,0.49062,34,82,0.38175,0.59949
2016,Schleswig-Holstein,5th Quintile,No,0.50938,48,82,0.40051,0.61825
2016,Hamburg,1st Quintile,No,0.78619,35,35,0.64838,0.92401
2016,Hamburg,2nd Quintile,No,0.60534,35,35,0.44105,0.76964
2016,Hamburg,4th Quintile,No,0.76617,41,41,0.63500,0.89734
2016,Hamburg,5th Quintile,No,0.74916,48,48,0.62523,0.87310
2016,Lower Saxony,1st Quintile,Yes,0.32859,123,309,0.27613,0.38105
2016,Lower Saxony,1st Quintile,No,0.67141,186,309,0.61895,0.72387
2016,Lower Saxony,2nd Quintile,Yes,0.34014,106,251,0.28141,0.39887
2016,Lower Saxony,2nd Quintile,No,0.65986,145,251,0.60113,0.71859
2016,Lower Saxony,3rd Quintile,Yes,0.33196,102,240,0.27226,0.39167
2016,Lower Saxony,3rd Quintile,No,0.66804,138,240,0.60833,0.72774
2016,Lower Saxony,4th Quintile,Yes,0.37172,118,277,0.31471,0.42874
2016,Lower Saxony,4th Quintile,No,0.62828,159,277,0.57126,0.68529
2016,Lower Saxony,5th Quintile,Yes,0.32361,96,271,0.26780,0.37941
2016,Lower Saxony,5th Quintile,No,0.67639,175,271,0.62059,0.73220
2016,North Rhine-Westphalia,1st Quintile,Yes,0.27955,199,684,0.24589,0.31321
2016,North Rhine-Westphalia,1st Quintile,No,0.72045,485,684,0.68679,0.75411
2016,North Rhine-Westphalia,2nd Quintile,Yes,0.26039,193,575,0.22449,0.29630
2016,North Rhine-Westphalia,2nd Quintile,No,0.73961,382,575,0.70370,0.77551
2016,North Rhine-Westphalia,3rd Quintile,Yes,0.26570,170,523,0.22781,0.30360
2016,North Rhine-Westphalia,3rd Quintile,No,0.73430,353,523,0.69640,0.77219
2016,North Rhine-Westphalia,4th Quintile,Yes,0.30143,194,542,0.26276,0.34010
2016,North Rhine-Westphalia,4th Quintile,No,0.69857,348,542,0.65990,0.73724
2016,North Rhine-Westphalia,5th Quintile,Yes,0.31756,186,582,0.27971,0.35541
2016,North Rhine-Westphalia,5th Quintile,No,0.68244,396,582,0.64459,0.72029
2016,Hesse,1st Quintile,Yes,0.25881,61,195,0.19717,0.32044
2016,Hesse,1st Quintile,No,0.74119,134,195,0.67956,0.80283
2016,Hesse,2nd Quintile,Yes,0.29478,68,187,0.22926,0.36031
2016,Hesse,2nd Quintile,No,0.70522,119,187,0.63969,0.77074
2016,Hesse,3rd Quintile,Yes,0.41734,70,166,0.34210,0.49258
2016,Hesse,3rd Quintile,No,0.58266,96,166,0.50742,0.65790
2016,Hesse,4th Quintile,Yes,0.32488,59,176,0.25549,0.39426
2016,Hesse,4th Quintile,No,0.67512,117,176,0.60574,0.74451
2016,Hesse,5th Quintile,Yes,0.28911,86,253,0.23314,0.34509
2016,Hesse,5th Quintile,No,0.71089,167,253,0.65491,0.76686
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.30019,70,194,0.23552,0.36485
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.69981,124,194,0.63515,0.76448
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.32122,70,192,0.25500,0.38745
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.67878,122,192,0.61255,0.74500
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.37928,67,158,0.30338,0.45518
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.62072,91,158,0.54482,0.69662
2016,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.39385,65,150,0.31540,0.47230
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.60615,85,150,0.52770,0.68460
2016,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.29136,53,154,0.21936,0.36336
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.70864,101,154,0.63664,0.78064
2016,Baden-Wuerttemberg,1st Quintile,Yes,0.12533,57,225,0.08197,0.16868
2016,Baden-Wuerttemberg,1st Quintile,No,0.87467,168,225,0.83132,0.91803
2016,Baden-Wuerttemberg,2nd Quintile,Yes,0.34829,122,300,0.29428,0.40229
2016,Baden-Wuerttemberg,2nd Quintile,No,0.65171,178,300,0.59771,0.70572
2016,Baden-Wuerttemberg,3rd Quintile,Yes,0.25273,114,331,0.20584,0.29962
2016,Baden-Wuerttemberg,3rd Quintile,No,0.74727,217,331,0.70038,0.79416
2016,Baden-Wuerttemberg,4th Quintile,Yes,0.28639,119,356,0.23936,0.33342
2016,Baden-Wuerttemberg,4th Quintile,No,0.71361,237,356,0.66658,0.76064
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.31736,144,414,0.27247,0.36225
2016,Baden-Wuerttemberg,5th Quintile,No,0.68264,270,414,0.63775,0.72753
2016,Bavaria,1st Quintile,Yes,0.22844,113,368,0.18549,0.27140
2016,Bavaria,1st Quintile,No,0.77156,255,368,0.72860,0.81451
2016,Bavaria,2nd Quintile,Yes,0.29589,168,496,0.25568,0.33610
2016,Bavaria,2nd Quintile,No,0.70411,328,496,0.66390,0.74432
2016,Bavaria,3rd Quintile,Yes,0.38521,199,447,0.34005,0.43037
2016,Bavaria,3rd Quintile,No,0.61479,248,447,0.56963,0.65995
2016,Bavaria,4th Quintile,Yes,0.34080,181,467,0.29776,0.38383
2016,Bavaria,4th Quintile,No,0.65920,286,467,0.61617,0.70224
2016,Bavaria,5th Quintile,Yes,0.28159,173,522,0.24297,0.32022
2016,Bavaria,5th Quintile,No,0.71841,349,522,0.67978,0.75703
2016,Berlin,1st Quintile,Yes,0.20459,43,151,0.14003,0.26915
2016,Berlin,1st Quintile,No,0.79541,108,151,0.73085,0.85997
2016,Berlin,2nd Quintile,No,0.85372,86,86,0.77860,0.92885
2016,Berlin,3rd Quintile,Yes,0.29978,34,116,0.21604,0.38352
2016,Berlin,3rd Quintile,No,0.70022,82,116,0.61648,0.78396
2016,Berlin,4th Quintile,Yes,0.22468,33,123,0.15062,0.29874
2016,Berlin,4th Quintile,No,0.77532,90,123,0.70126,0.84938
2016,Berlin,5th Quintile,No,0.81579,85,85,0.73289,0.89869
2016,Brandenburg,1st Quintile,Yes,0.48437,67,135,0.39975,0.56898
2016,Brandenburg,1st Quintile,No,0.51563,68,135,0.43102,0.60025
2016,Brandenburg,2nd Quintile,Yes,0.42090,73,148,0.34109,0.50071
2016,Brandenburg,2nd Quintile,No,0.57910,75,148,0.49929,0.65891
2016,Brandenburg,3rd Quintile,Yes,0.37358,54,130,0.29010,0.45706
2016,Brandenburg,3rd Quintile,No,0.62642,76,130,0.54294,0.70990
2016,Brandenburg,4th Quintile,Yes,0.53206,42,77,0.41987,0.64424
2016,Brandenburg,4th Quintile,No,0.46794,35,77,0.35576,0.58013
2016,Brandenburg,5th Quintile,Yes,0.35782,35,72,0.24632,0.46933
2016,Brandenburg,5th Quintile,No,0.64218,37,72,0.53067,0.75368
2016,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.39606,45,103,0.30114,0.49097
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.60394,58,103,0.50903,0.69886
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.63788,50,50,0.50330,0.77245
2016,Mecklenburg-Western Pomerania,3rd Quintile,No,0.70219,46,46,0.56858,0.83580
2016,Saxony,1st Quintile,Yes,0.43419,107,216,0.36794,0.50045
2016,Saxony,1st Quintile,No,0.56581,109,216,0.49955,0.63206
2016,Saxony,2nd Quintile,Yes,0.31035,91,233,0.25082,0.36989
2016,Saxony,2nd Quintile,No,0.68965,142,233,0.63011,0.74918
2016,Saxony,3rd Quintile,Yes,0.46156,88,206,0.39332,0.52980
2016,Saxony,3rd Quintile,No,0.53844,118,206,0.47020,0.60668
2016,Saxony,4th Quintile,Yes,0.44387,59,127,0.35711,0.53062
2016,Saxony,4th Quintile,No,0.55613,68,127,0.46938,0.64289
2016,Saxony,5th Quintile,No,0.68258,54,54,0.55726,0.80790
2016,Saxony-Anhalt,1st Quintile,Yes,0.32161,67,161,0.24924,0.39399
2016,Saxony-Anhalt,1st Quintile,No,0.67839,94,161,0.60601,0.75076
2016,Saxony-Anhalt,2nd Quintile,Yes,0.45711,67,134,0.37245,0.54178
2016,Saxony-Anhalt,2nd Quintile,No,0.54289,67,134,0.45822,0.62755
2016,Saxony-Anhalt,3rd Quintile,Yes,0.43782,54,100,0.34009,0.53555
2016,Saxony-Anhalt,3rd Quintile,No,0.56218,46,100,0.46445,0.65991
2016,Saxony-Anhalt,4th Quintile,Yes,0.56272,39,72,0.44733,0.67810
2016,Saxony-Anhalt,4th Quintile,No,0.43728,33,72,0.32190,0.55267
2016,Thuringa,1st Quintile,Yes,0.39223,62,141,0.31135,0.47310
2016,Thuringa,1st Quintile,No,0.60777,79,141,0.52690,0.68865
2016,Thuringa,2nd Quintile,Yes,0.51183,80,146,0.43047,0.59319
2016,Thuringa,2nd Quintile,No,0.48817,66,146,0.40681,0.56953
2016,Thuringa,3rd Quintile,Yes,0.40085,42,112,0.30968,0.49202
2016,Thuringa,3rd Quintile,No,0.59915,70,112,0.50798,0.69032
2016,Thuringa,4th Quintile,Yes,0.34047,35,90,0.24202,0.43892
2016,Thuringa,4th Quintile,No,0.65953,55,90,0.56108,0.75798
2021,Schleswig-Holstein,1st Quintile,No,0.53723,45,45,0.38990,0.68456
2021,Schleswig-Holstein,2nd Quintile,Yes,0.25886,45,89,0.16734,0.35038
2021,Schleswig-Holstein,2nd Quintile,No,0.74114,44,89,0.64962,0.83266
2021,Schleswig-Holstein,3rd Quintile,Yes,0.40301,34,76,0.29200,0.51402
2021,Schleswig-Holstein,3rd Quintile,No,0.59699,42,76,0.48598,0.70800
2021,Schleswig-Holstein,4th Quintile,No,0.72529,56,56,0.60732,0.84326
2021,Schleswig-Holstein,5th Quintile,Yes,0.40714,43,102,0.31133,0.50296
2021,Schleswig-Holstein,5th Quintile,No,0.59286,59,102,0.49704,0.68867
2021,Hamburg,1st Quintile,No,0.69126,36,36,0.53821,0.84432
2021,Hamburg,2nd Quintile,No,0.84939,39,39,0.73566,0.96311
2021,Hamburg,3rd Quintile,No,0.82002,36,36,0.69274,0.94729
2021,Hamburg,4th Quintile,No,0.58523,31,31,0.40893,0.76154
2021,Hamburg,5th Quintile,No,0.90874,58,58,0.83398,0.98350
2021,Lower Saxony,1st Quintile,Yes,0.36088,76,194,0.29312,0.42864
2021,Lower Saxony,1st Quintile,No,0.63912,118,194,0.57136,0.70688
2021,Lower Saxony,2nd Quintile,Yes,0.29159,86,215,0.23069,0.35248
2021,Lower Saxony,2nd Quintile,No,0.70841,129,215,0.64752,0.76931
2021,Lower Saxony,3rd Quintile,Yes,0.32704,87,197,0.26136,0.39272
2021,Lower Saxony,3rd Quintile,No,0.67296,110,197,0.60728,0.73864
2021,Lower Saxony,4th Quintile,Yes,0.30601,84,204,0.24261,0.36940
2021,Lower Saxony,4th Quintile,No,0.69399,120,204,0.63060,0.75739
2021,Lower Saxony,5th Quintile,Yes,0.39547,105,253,0.33510,0.45584
2021,Lower Saxony,5th Quintile,No,0.60453,148,253,0.54416,0.66490
2021,North Rhine-Westphalia,1st Quintile,Yes,0.25644,121,455,0.21627,0.29661
2021,North Rhine-Westphalia,1st Quintile,No,0.74356,334,455,0.70339,0.78373
2021,North Rhine-Westphalia,2nd Quintile,Yes,0.37487,175,450,0.33009,0.41964
2021,North Rhine-Westphalia,2nd Quintile,No,0.62513,275,450,0.58036,0.66991
2021,North Rhine-Westphalia,3rd Quintile,Yes,0.32309,148,394,0.27685,0.36932
2021,North Rhine-Westphalia,3rd Quintile,No,0.67691,246,394,0.63068,0.72315
2021,North Rhine-Westphalia,4th Quintile,Yes,0.31350,145,416,0.26887,0.35814
2021,North Rhine-Westphalia,4th Quintile,No,0.68650,271,416,0.64186,0.73113
2021,North Rhine-Westphalia,5th Quintile,Yes,0.30665,208,570,0.26877,0.34454
2021,North Rhine-Westphalia,5th Quintile,No,0.69335,362,570,0.65546,0.73123
2021,Hesse,1st Quintile,Yes,0.41711,55,116,0.32699,0.50723
2021,Hesse,1st Quintile,No,0.58289,61,116,0.49277,0.67301
2021,Hesse,2nd Quintile,Yes,0.31349,41,101,0.22256,0.40441
2021,Hesse,2nd Quintile,No,0.68651,60,101,0.59559,0.77744
2021,Hesse,3rd Quintile,Yes,0.22298,37,130,0.15115,0.29481
2021,Hesse,3rd Quintile,No,0.77702,93,130,0.70519,0.84885
2021,Hesse,4th Quintile,Yes,0.37773,43,129,0.29374,0.46172
2021,Hesse,4th Quintile,No,0.62227,86,129,0.53828,0.70626
2021,Hesse,5th Quintile,Yes,0.32907,78,221,0.26698,0.39116
2021,Hesse,5th Quintile,No,0.67093,143,221,0.60884,0.73302
2021,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.30990,33,103,0.22016,0.39965
2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.69010,70,103,0.60035,0.77984
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.26055,37,111,0.17852,0.34258
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.73945,74,111,0.65742,0.82148
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.34881,49,110,0.25934,0.43828
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.65119,61,110,0.56172,0.74066
2021,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.39909,45,94,0.29956,0.49862
2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.60091,49,94,0.50138,0.70044
2021,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.26629,37,117,0.18585,0.34673
2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.73371,80,117,0.65327,0.81415
2021,Baden-Wuerttemberg,1st Quintile,Yes,0.20843,37,169,0.14701,0.26986
2021,Baden-Wuerttemberg,1st Quintile,No,0.79157,132,169,0.73014,0.85299
2021,Baden-Wuerttemberg,2nd Quintile,Yes,0.32455,69,194,0.25849,0.39061
2021,Baden-Wuerttemberg,2nd Quintile,No,0.67545,125,194,0.60939,0.74151
2021,Baden-Wuerttemberg,3rd Quintile,Yes,0.26677,77,221,0.20832,0.32521
2021,Baden-Wuerttemberg,3rd Quintile,No,0.73323,144,221,0.67479,0.79168
2021,Baden-Wuerttemberg,4th Quintile,Yes,0.32961,87,254,0.27169,0.38754
2021,Baden-Wuerttemberg,4th Quintile,No,0.67039,167,254,0.61246,0.72831
2021,Baden-Wuerttemberg,5th Quintile,Yes,0.30548,132,380,0.25910,0.35185
2021,Baden-Wuerttemberg,5th Quintile,No,0.69452,248,380,0.64815,0.74090
2021,Bavaria,1st Quintile,Yes,0.22324,61,242,0.17066,0.27581
2021,Bavaria,1st Quintile,No,0.77676,181,242,0.72419,0.82934
2021,Bavaria,2nd Quintile,Yes,0.26822,121,349,0.22167,0.31476
2021,Bavaria,2nd Quintile,No,0.73178,228,349,0.68524,0.77833
2021,Bavaria,3rd Quintile,Yes,0.28111,112,314,0.23130,0.33091
2021,Bavaria,3rd Quintile,No,0.71889,202,314,0.66909,0.76870
2021,Bavaria,4th Quintile,Yes,0.43522,168,379,0.38524,0.48520
2021,Bavaria,4th Quintile,No,0.56478,211,379,0.51480,0.61476
2021,Bavaria,5th Quintile,Yes,0.34913,182,469,0.30594,0.39232
2021,Bavaria,5th Quintile,No,0.65087,287,469,0.60768,0.69406
2021,Berlin,1st Quintile,No,0.87358,94,94,0.80604,0.94112
2021,Berlin,2nd Quintile,No,0.74751,56,56,0.63269,0.86233
2021,Berlin,3rd Quintile,No,0.80108,78,78,0.71192,0.89025
2021,Berlin,4th Quintile,Yes,0.30898,34,109,0.22183,0.39613
2021,Berlin,4th Quintile,No,0.69102,75,109,0.60387,0.77817
2021,Berlin,5th Quintile,No,0.89371,117,117,0.83762,0.94980
2021,Brandenburg,1st Quintile,Yes,0.45981,40,88,0.35509,0.56454
2021,Brandenburg,1st Quintile,No,0.54019,48,88,0.43546,0.64491
2021,Brandenburg,2nd Quintile,Yes,0.33200,47,106,0.24192,0.42208
2021,Brandenburg,2nd Quintile,No,0.66800,59,106,0.57792,0.75808
2021,Brandenburg,3rd Quintile,Yes,0.42356,39,85,0.31789,0.52923
2021,Brandenburg,3rd Quintile,No,0.57644,46,85,0.47077,0.68211
2021,Brandenburg,4th Quintile,Yes,0.30250,34,79,0.20056,0.40444
2021,Brandenburg,4th Quintile,No,0.69750,45,79,0.59556,0.79944
2021,Brandenburg,5th Quintile,Yes,0.32857,41,89,0.23043,0.42670
2021,Brandenburg,5th Quintile,No,0.67143,48,89,0.57330,0.76957
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.64061,41,41,0.49191,0.78931
2021,Mecklenburg-Western Pomerania,2nd Quintile,No,0.82993,40,40,0.71201,0.94784
2021,Saxony,1st Quintile,Yes,0.37773,58,156,0.30140,0.45406
2021,Saxony,1st Quintile,No,0.62227,98,156,0.54594,0.69860
2021,Saxony,2nd Quintile,Yes,0.33989,69,175,0.26950,0.41027
2021,Saxony,2nd Quintile,No,0.66011,106,175,0.58973,0.73050
2021,Saxony,3rd Quintile,Yes,0.49793,89,170,0.42254,0.57331
2021,Saxony,3rd Quintile,No,0.50207,81,170,0.42669,0.57746
2021,Saxony,4th Quintile,Yes,0.48127,48,112,0.38832,0.57422
2021,Saxony,4th Quintile,No,0.51873,64,112,0.42578,0.61168
2021,Saxony,5th Quintile,Yes,0.33516,43,118,0.24962,0.42069
2021,Saxony,5th Quintile,No,0.66484,75,118,0.57931,0.75038
2021,Saxony-Anhalt,1st Quintile,Yes,0.31282,38,95,0.21909,0.40655
2021,Saxony-Anhalt,1st Quintile,No,0.68718,57,95,0.59345,0.78091
2021,Saxony-Anhalt,2nd Quintile,Yes,0.41471,44,88,0.31119,0.51824
2021,Saxony-Anhalt,2nd Quintile,No,0.58529,44,88,0.48176,0.68881
2021,Saxony-Anhalt,3rd Quintile,Yes,0.40692,32,74,0.29423,0.51962
2021,Saxony-Anhalt,3rd Quintile,No,0.59308,42,74,0.48038,0.70577
2021,Saxony-Anhalt,4th Quintile,Yes,0.56694,32,32,0.39252,0.74137
2021,Saxony-Anhalt,5th Quintile,Yes,0.51822,32,32,0.34232,0.69411
2021,Thuringa,1st Quintile,No,0.77799,65,65,0.67617,0.87981
2021,Thuringa,2nd Quintile,Yes,0.34491,44,96,0.24933,0.44050
2021,Thuringa,2nd Quintile,No,0.65509,52,96,0.55950,0.75067
2021,Thuringa,3rd Quintile,Yes,0.40361,31,67,0.28524,0.52197
2021,Thuringa,3rd Quintile,No,0.59639,36,67,0.47803,0.71476
2021,Thuringa,4th Quintile,No,0.67859,37,37,0.52603,0.83115
2021,Thuringa,5th Quintile,No,0.51650,37,37,0.35326,0.67975
