year,bula_h,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Lower Saxony,Never,0.02239,36,1734,0.01542,0.02935
2008,Bremen,At least once per week,0.31406,63,111,0.22732,0.40080
2008,Bremen,At least once per month,0.39128,48,111,0.30007,0.48248
2008,North Rhine-Westphalia,Daily,0.03511,162,3918,0.02935,0.04088
2008,North Rhine-Westphalia,At least once per week,0.35436,1645,3918,0.33938,0.36934
2008,North Rhine-Westphalia,At least once per month,0.25627,1277,3918,0.24260,0.26994
2008,North Rhine-Westphalia,Seldom,0.16201,730,3918,0.15047,0.17355
2008,North Rhine-Westphalia,Never,0.02433,104,3918,0.01951,0.02916
2008,Hesse,Daily,0.04287,55,1312,0.03190,0.05383
2008,Hesse,At least once per week,0.33154,536,1312,0.30605,0.35702
2008,Hesse,At least once per month,0.23184,413,1312,0.20900,0.25469
2008,Hesse,Seldom,0.18461,271,1312,0.16361,0.20561
2008,Hesse,Never,0.02274,37,1312,0.01467,0.03082
2008,"Rhineland-Palatinate, Saarland",Daily,0.04460,53,1093,0.03236,0.05685
2008,"Rhineland-Palatinate, Saarland",At least once per week,0.28144,405,1093,0.25476,0.30811
2008,"Rhineland-Palatinate, Saarland",At least once per month,0.22206,315,1093,0.19741,0.24672
2008,"Rhineland-Palatinate, Saarland",Seldom,0.23089,270,1093,0.20589,0.25588
2008,"Rhineland-Palatinate, Saarland",Never,0.03890,50,1093,0.02743,0.05037
2008,Baden-Wuerttemberg,Daily,0.03293,92,2346,0.02570,0.04015
2008,Baden-Wuerttemberg,At least once per week,0.35281,1041,2346,0.33347,0.37215
2008,Baden-Wuerttemberg,At least once per month,0.25798,759,2346,0.24027,0.27569
2008,Baden-Wuerttemberg,Seldom,0.15255,412,2346,0.13800,0.16711
2008,Baden-Wuerttemberg,Never,0.01998,42,2346,0.01432,0.02565
2008,Bavaria,Daily,0.03008,89,2738,0.02368,0.03647
2008,Bavaria,At least once per week,0.32577,1050,2738,0.30821,0.34333
2008,Bavaria,At least once per month,0.24868,885,2738,0.23249,0.26488
2008,Bavaria,Seldom,0.19221,622,2738,0.17745,0.20698
2008,Bavaria,Never,0.03504,92,2738,0.02815,0.04193
2008,Berlin,Daily,0.04809,34,693,0.03215,0.06404
2008,Berlin,At least once per week,0.32262,265,693,0.28779,0.35745
2008,Berlin,At least once per month,0.27998,257,693,0.24653,0.31343
2008,Berlin,Seldom,0.17072,137,693,0.14269,0.19876
2008,Brandenburg,Daily,0.05214,39,793,0.03666,0.06763
2008,Brandenburg,At least once per week,0.29394,269,793,0.26221,0.32566
2008,Brandenburg,At least once per month,0.28353,300,793,0.25214,0.31492
2008,Brandenburg,Seldom,0.20338,185,793,0.17535,0.23141
2008,Mecklenburg-Western Pomerania,At least once per week,0.30184,170,451,0.25943,0.34426
2008,Mecklenburg-Western Pomerania,At least once per month,0.27472,172,451,0.23348,0.31596
2008,Mecklenburg-Western Pomerania,Seldom,0.22180,109,451,0.18341,0.26019
2008,Saxony,Daily,0.03445,48,1424,0.02497,0.04392
2008,Saxony,At least once per week,0.28135,455,1424,0.25799,0.30471
2008,Saxony,At least once per month,0.29446,518,1424,0.27078,0.31815
2008,Saxony,Seldom,0.22150,357,1424,0.19992,0.24307
2008,Saxony,Never,0.03312,46,1424,0.02382,0.04242
2008,Saxony-Anhalt,At least once per week,0.28527,256,759,0.25312,0.31741
2008,Saxony-Anhalt,At least once per month,0.30245,287,759,0.26975,0.33515
2008,Saxony-Anhalt,Seldom,0.21251,216,759,0.18339,0.24164
2008,Thuringa,Daily,0.03126,31,875,0.01973,0.04280
2008,Thuringa,At least once per week,0.28674,266,875,0.25676,0.31672
2008,Thuringa,At least once per month,0.29266,295,875,0.26249,0.32282
2008,Thuringa,Seldom,0.23072,248,875,0.20279,0.25865
2008,Thuringa,Never,0.03518,35,875,0.02296,0.04739
2013,Schleswig-Holstein,Daily,0.04020,50,880,0.02721,0.05318
2013,Schleswig-Holstein,At least once per week,0.30066,359,880,0.27034,0.33097
2013,Schleswig-Holstein,At least once per month,0.24372,282,880,0.21533,0.27210
2013,Schleswig-Holstein,Seldom,0.17054,189,880,0.14568,0.19540
2013,Hamburg,At least once per week,0.35655,203,383,0.30852,0.40458
2013,Hamburg,At least once per month,0.22665,120,383,0.18466,0.26863
2013,Hamburg,Seldom,0.10925,60,383,0.07797,0.14054
2013,Lower Saxony,Daily,0.02666,115,2436,0.02026,0.03305
2013,Lower Saxony,At least once per week,0.29851,997,2436,0.28034,0.31669
2013,Lower Saxony,At least once per month,0.24090,798,2436,0.22391,0.25789
2013,Lower Saxony,Seldom,0.17029,468,2436,0.15536,0.18523
2013,Lower Saxony,Never,0.02204,58,2436,0.01620,0.02787
2013,Bremen,At least once per week,0.19794,67,165,0.13696,0.25892
2013,Bremen,At least once per month,0.32082,64,165,0.24938,0.39226
2013,Bremen,Seldom,0.14280,34,165,0.08926,0.19635
2013,North Rhine-Westphalia,Daily,0.03081,226,5091,0.02606,0.03555
2013,North Rhine-Westphalia,At least once per week,0.29419,2138,5091,0.28167,0.30671
2013,North Rhine-Westphalia,At least once per month,0.23788,1607,5091,0.22619,0.24958
2013,North Rhine-Westphalia,Seldom,0.15266,988,5091,0.14278,0.16254
2013,North Rhine-Westphalia,Never,0.02143,132,5091,0.01745,0.02541
2013,Hesse,Daily,0.02592,78,1747,0.01847,0.03337
2013,Hesse,At least once per week,0.27722,717,1747,0.25622,0.29821
2013,Hesse,At least once per month,0.22158,550,1747,0.20210,0.24106
2013,Hesse,Seldom,0.16915,339,1747,0.15157,0.18674
2013,Hesse,Never,0.03891,63,1747,0.02984,0.04798
2013,"Rhineland-Palatinate, Saarland",Daily,0.03097,63,1413,0.02193,0.04001
2013,"Rhineland-Palatinate, Saarland",At least once per week,0.32313,594,1413,0.29874,0.34753
2013,"Rhineland-Palatinate, Saarland",At least once per month,0.23152,429,1413,0.20952,0.25352
2013,"Rhineland-Palatinate, Saarland",Seldom,0.14325,277,1413,0.12498,0.16152
2013,"Rhineland-Palatinate, Saarland",Never,0.02813,50,1413,0.01951,0.03676
2013,Baden-Wuerttemberg,Daily,0.03060,133,2996,0.02443,0.03677
2013,Baden-Wuerttemberg,At least once per week,0.26825,1194,2996,0.25239,0.28412
2013,Baden-Wuerttemberg,At least once per month,0.23674,1016,2996,0.22151,0.25196
2013,Baden-Wuerttemberg,Seldom,0.16959,573,2996,0.15615,0.18303
2013,Baden-Wuerttemberg,Never,0.01978,80,2996,0.01479,0.02476
2013,Bavaria,Daily,0.02562,158,4008,0.02073,0.03052
2013,Bavaria,At least once per week,0.28125,1575,4008,0.26732,0.29517
2013,Bavaria,At least once per month,0.24300,1298,4008,0.22972,0.25628
2013,Bavaria,Seldom,0.16594,840,4008,0.15442,0.17746
2013,Bavaria,Never,0.03630,137,4008,0.03051,0.04209
2013,Berlin,Daily,0.03109,47,953,0.02007,0.04212
2013,Berlin,At least once per week,0.25589,361,953,0.22817,0.28361
2013,Berlin,At least once per month,0.27891,339,953,0.25043,0.30740
2013,Berlin,Seldom,0.17363,206,953,0.14957,0.19770
2013,Brandenburg,Daily,0.02246,35,1016,0.01335,0.03158
2013,Brandenburg,At least once per week,0.21844,290,1016,0.19302,0.24386
2013,Brandenburg,At least once per month,0.28611,376,1016,0.25831,0.31392
2013,Brandenburg,Seldom,0.25133,266,1016,0.22464,0.27801
2013,Brandenburg,Never,0.03897,49,1016,0.02707,0.05088
2013,Mecklenburg-Western Pomerania,At least once per week,0.22757,188,540,0.19217,0.26296
2013,Mecklenburg-Western Pomerania,At least once per month,0.33971,221,540,0.29973,0.37970
2013,Mecklenburg-Western Pomerania,Seldom,0.21351,131,540,0.17891,0.24811
2013,Saxony,Daily,0.02716,44,1701,0.01943,0.03489
2013,Saxony,At least once per week,0.24913,515,1701,0.22857,0.26969
2013,Saxony,At least once per month,0.31576,650,1701,0.29366,0.33786
2013,Saxony,Seldom,0.21338,419,1701,0.19390,0.23285
2013,Saxony,Never,0.03823,73,1701,0.02912,0.04735
2013,Saxony-Anhalt,Daily,0.02711,36,956,0.01681,0.03741
2013,Saxony-Anhalt,At least once per week,0.24095,294,956,0.21383,0.26807
2013,Saxony-Anhalt,At least once per month,0.30022,323,956,0.27115,0.32929
2013,Saxony-Anhalt,Seldom,0.21497,245,956,0.18892,0.24103
2013,Saxony-Anhalt,Never,0.04379,58,956,0.03081,0.05676
2013,Thuringa,Daily,0.02272,42,988,0.01342,0.03201
2013,Thuringa,At least once per week,0.27409,313,988,0.24627,0.30192
2013,Thuringa,At least once per month,0.24177,288,988,0.21505,0.26848
2013,Thuringa,Seldom,0.21826,259,988,0.19249,0.24403
2013,Thuringa,Never,0.08502,86,988,0.06762,0.10242
2019,Schleswig-Holstein,At least once per week,0.32738,367,896,0.29664,0.35813
2019,Schleswig-Holstein,At least once per month,0.27166,332,896,0.24252,0.30081
2019,Schleswig-Holstein,Seldom,0.17054,197,896,0.14590,0.19518
2019,Hamburg,Daily,0.04070,36,509,0.02351,0.05788
2019,Hamburg,At least once per week,0.33392,194,509,0.29291,0.37494
2019,Hamburg,At least once per month,0.27378,190,509,0.23500,0.31255
2019,Hamburg,Seldom,0.13641,89,509,0.10656,0.16625
2019,Lower Saxony,Daily,0.02667,114,2485,0.02033,0.03301
2019,Lower Saxony,At least once per week,0.35469,1025,2485,0.33587,0.37350
2019,Lower Saxony,At least once per month,0.23907,808,2485,0.22230,0.25584
2019,Lower Saxony,Seldom,0.17809,464,2485,0.16304,0.19313
2019,Lower Saxony,Never,0.02903,74,2485,0.02243,0.03563
2019,Bremen,At least once per week,0.34272,87,201,0.27694,0.40849
2019,Bremen,At least once per month,0.30418,73,201,0.24042,0.36794
2019,Bremen,Seldom,0.14252,41,201,0.09407,0.19096
2019,North Rhine-Westphalia,Daily,0.03285,248,5387,0.02809,0.03761
2019,North Rhine-Westphalia,At least once per week,0.31964,2143,5387,0.30719,0.33209
2019,North Rhine-Westphalia,At least once per month,0.28119,1741,5387,0.26918,0.29319
2019,North Rhine-Westphalia,Seldom,0.16891,1066,5387,0.15890,0.17892
2019,North Rhine-Westphalia,Never,0.03094,189,5387,0.02632,0.03557
2019,Hesse,Daily,0.03580,73,1704,0.02698,0.04462
2019,Hesse,At least once per week,0.32567,689,1704,0.30341,0.34793
2019,Hesse,At least once per month,0.25996,552,1704,0.23913,0.28079
2019,Hesse,Seldom,0.16912,332,1704,0.15132,0.18693
2019,Hesse,Never,0.03703,58,1704,0.02806,0.04600
2019,"Rhineland-Palatinate, Saarland",Daily,0.02334,49,1461,0.01559,0.03108
2019,"Rhineland-Palatinate, Saarland",At least once per week,0.30221,548,1461,0.27866,0.32577
2019,"Rhineland-Palatinate, Saarland",At least once per month,0.28828,484,1461,0.26504,0.31151
2019,"Rhineland-Palatinate, Saarland",Seldom,0.17150,294,1461,0.15216,0.19083
2019,"Rhineland-Palatinate, Saarland",Never,0.04784,86,1461,0.03689,0.05878
2019,Baden-Wuerttemberg,Daily,0.03222,88,2787,0.02567,0.03878
