year,age_gr,regtyp,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,66 and older,Urban regions,At least once per month,0.24765,228,782,0.21737,0.27792
1990,66 and older,Urban regions,Seldom,0.22752,202,782,0.19811,0.25692
1990,66 and older,Urban regions,Never,0.06839,59,782,0.05068,0.08609
1990,66 and older,Rural regions,At least once per week,0.18842,75,229,0.13766,0.23918
1990,66 and older,Rural regions,At least once per month,0.17615,71,229,0.12670,0.22560
1990,66 and older,Rural regions,Seldom,0.20133,83,229,0.14928,0.25339
1995,17-29 y.,Urban regions,Daily,0.15398,343,2196,0.13888,0.16908
1995,17-29 y.,Urban regions,At least once per week,0.55899,1297,2196,0.53822,0.57976
1995,17-29 y.,Urban regions,At least once per month,0.19365,386,2196,0.17712,0.21018
1995,17-29 y.,Urban regions,Seldom,0.07660,170,2196,0.06548,0.08773
1995,17-29 y.,Rural regions,Daily,0.11931,142,1105,0.10019,0.13843
1995,17-29 y.,Rural regions,At least once per week,0.51449,564,1105,0.48500,0.54397
1995,17-29 y.,Rural regions,At least once per month,0.23140,264,1105,0.20653,0.25628
1995,17-29 y.,Rural regions,Seldom,0.11434,135,1105,0.09557,0.13312
1995,30-45 y.,Urban regions,Daily,0.03983,113,2872,0.03268,0.04699
1995,30-45 y.,Urban regions,At least once per week,0.43785,1257,2872,0.41970,0.45600
1995,30-45 y.,Urban regions,At least once per month,0.33406,968,2872,0.31680,0.35131
1995,30-45 y.,Urban regions,Seldom,0.16620,484,2872,0.15259,0.17982
1995,30-45 y.,Urban regions,Never,0.01693,50,2872,0.01221,0.02165
1995,30-45 y.,Rural regions,Daily,0.03945,46,1550,0.02976,0.04914
1995,30-45 y.,Rural regions,At least once per week,0.36171,510,1550,0.33778,0.38564
1995,30-45 y.,Rural regions,At least once per month,0.34484,538,1550,0.32117,0.36851
1995,30-45 y.,Rural regions,Seldom,0.23001,420,1550,0.20905,0.25097
1995,30-45 y.,Rural regions,Never,0.01844,36,1550,0.01174,0.02514
1995,46-65 y.,Urban regions,Daily,0.02872,99,2588,0.02229,0.03516
1995,46-65 y.,Urban regions,At least once per week,0.33705,940,2588,0.31884,0.35527
1995,46-65 y.,Urban regions,At least once per month,0.33786,849,2588,0.31963,0.35609
1995,46-65 y.,Urban regions,Seldom,0.25731,611,2588,0.24046,0.27415
1995,46-65 y.,Urban regions,Never,0.03527,89,2588,0.02816,0.04238
1995,46-65 y.,Rural regions,Daily,0.02431,36,1363,0.01613,0.03249
1995,46-65 y.,Rural regions,At least once per week,0.28326,382,1363,0.25933,0.30719
1995,46-65 y.,Rural regions,At least once per month,0.32117,442,1363,0.29637,0.34597
1995,46-65 y.,Rural regions,Seldom,0.32062,452,1363,0.29583,0.34540
1995,46-65 y.,Rural regions,Never,0.04214,51,1363,0.03147,0.05281
1995,66 and older,Urban regions,Daily,0.05086,53,1001,0.03724,0.06448
1995,66 and older,Urban regions,At least once per week,0.33250,338,1001,0.30330,0.36170
1995,66 and older,Urban regions,At least once per month,0.30080,309,1001,0.27238,0.32923
1995,66 and older,Urban regions,Seldom,0.22699,227,1001,0.20102,0.25295
1995,66 and older,Urban regions,Never,0.07832,74,1001,0.06167,0.09497
1995,66 and older,Rural regions,Daily,0.06370,32,511,0.04250,0.08489
1995,66 and older,Rural regions,At least once per week,0.34510,170,511,0.30384,0.38636
1995,66 and older,Rural regions,At least once per month,0.24179,129,511,0.20463,0.27895
1995,66 and older,Rural regions,Seldom,0.27624,141,511,0.23743,0.31504
1995,66 and older,Rural regions,Never,0.06855,39,511,0.04662,0.09048
1998,17-29 y.,Urban regions,Daily,0.18882,382,2038,0.17182,0.20581
1998,17-29 y.,Urban regions,At least once per week,0.59079,1199,2038,0.56944,0.61215
1998,17-29 y.,Urban regions,At least once per month,0.15093,340,2038,0.13538,0.16647
1998,17-29 y.,Urban regions,Seldom,0.05992,117,2038,0.04961,0.07022
1998,17-29 y.,Rural regions,Daily,0.12175,158,1101,0.10243,0.14108
1998,17-29 y.,Rural regions,At least once per week,0.56687,603,1101,0.53759,0.59616
1998,17-29 y.,Rural regions,At least once per month,0.19285,221,1101,0.16953,0.21616
1998,17-29 y.,Rural regions,Seldom,0.11270,119,1101,0.09401,0.13139
1998,30-45 y.,Urban regions,Daily,0.04321,147,3160,0.03612,0.05030
1998,30-45 y.,Urban regions,At least once per week,0.46341,1445,3160,0.44602,0.48080
1998,30-45 y.,Urban regions,At least once per month,0.32199,1033,3160,0.30570,0.33828
1998,30-45 y.,Urban regions,Seldom,0.15515,503,3160,0.14252,0.16777
1998,30-45 y.,Urban regions,Never,0.01084,32,3160,0.00723,0.01445
1998,30-45 y.,Rural regions,Daily,0.03241,53,1629,0.02381,0.04101
1998,30-45 y.,Rural regions,At least once per week,0.36896,579,1629,0.34552,0.39240
1998,30-45 y.,Rural regions,At least once per month,0.34740,581,1629,0.32427,0.37053
1998,30-45 y.,Rural regions,Seldom,0.23382,416,1629,0.21326,0.25438
1998,46-65 y.,Urban regions,Daily,0.03329,113,2795,0.02664,0.03994
1998,46-65 y.,Urban regions,At least once per week,0.35079,1032,2795,0.33309,0.36848
1998,46-65 y.,Urban regions,At least once per month,0.32429,907,2795,0.30693,0.34165
1998,46-65 y.,Urban regions,Seldom,0.25654,669,2795,0.24035,0.27274
1998,46-65 y.,Urban regions,Never,0.02719,74,2795,0.02116,0.03322
1998,46-65 y.,Rural regions,Daily,0.01835,33,1576,0.01172,0.02498
1998,46-65 y.,Rural regions,At least once per week,0.27860,438,1576,0.25645,0.30074
1998,46-65 y.,Rural regions,At least once per month,0.32647,542,1576,0.30331,0.34963
1998,46-65 y.,Rural regions,Seldom,0.34747,526,1576,0.32395,0.37098
1998,46-65 y.,Rural regions,Never,0.02290,37,1576,0.01552,0.03029
1998,66 and older,Urban regions,Daily,0.05163,69,1227,0.03925,0.06402
1998,66 and older,Urban regions,At least once per week,0.35929,440,1227,0.33243,0.38615
1998,66 and older,Urban regions,At least once per month,0.28166,353,1227,0.25648,0.30684
1998,66 and older,Urban regions,Seldom,0.24597,303,1227,0.22187,0.27008
1998,66 and older,Urban regions,Never,0.05266,62,1227,0.04016,0.06516
1998,66 and older,Rural regions,At least once per week,0.37079,228,595,0.33194,0.40963
1998,66 and older,Rural regions,At least once per month,0.28088,174,595,0.24474,0.31702
1998,66 and older,Rural regions,Seldom,0.24083,153,595,0.20644,0.27521
1998,66 and older,Rural regions,Never,0.06735,40,595,0.04719,0.08750
2003,17-29 y.,Urban regions,Daily,0.14548,409,2586,0.13188,0.15907
2003,17-29 y.,Urban regions,At least once per week,0.59426,1565,2586,0.57533,0.61319
2003,17-29 y.,Urban regions,At least once per month,0.16189,419,2586,0.14769,0.17609
2003,17-29 y.,Urban regions,Seldom,0.08300,193,2586,0.07236,0.09363
2003,17-29 y.,Rural regions,Daily,0.14843,214,1374,0.12962,0.16723
2003,17-29 y.,Rural regions,At least once per week,0.58899,803,1374,0.56296,0.61501
2003,17-29 y.,Rural regions,At least once per month,0.17620,251,1374,0.15604,0.19635
2003,17-29 y.,Rural regions,Seldom,0.07301,106,1374,0.05925,0.08677
2003,30-45 y.,Urban regions,Daily,0.03179,144,4658,0.02675,0.03683
2003,30-45 y.,Urban regions,At least once per week,0.45617,2186,4658,0.44187,0.47048
2003,30-45 y.,Urban regions,At least once per month,0.33359,1599,4658,0.32005,0.34713
2003,30-45 y.,Urban regions,Seldom,0.16134,677,4658,0.15078,0.17191
2003,30-45 y.,Urban regions,Never,0.01366,52,4658,0.01033,0.01699
2003,30-45 y.,Rural regions,Daily,0.02937,55,2260,0.02241,0.03633
2003,30-45 y.,Rural regions,At least once per week,0.40503,894,2260,0.38478,0.42527
2003,30-45 y.,Rural regions,At least once per month,0.35293,840,2260,0.33322,0.37264
2003,30-45 y.,Rural regions,Seldom,0.19571,439,2260,0.17935,0.21207
2003,30-45 y.,Rural regions,Never,0.01468,32,2260,0.00972,0.01964
2003,46-65 y.,Urban regions,Daily,0.01818,93,5031,0.01449,0.02187
2003,46-65 y.,Urban regions,At least once per week,0.35090,1741,5031,0.33771,0.36408
2003,46-65 y.,Urban regions,At least once per month,0.35704,1943,5031,0.34380,0.37028
2003,46-65 y.,Urban regions,Seldom,0.23465,1098,5031,0.22294,0.24636
2003,46-65 y.,Urban regions,Never,0.03447,156,5031,0.02943,0.03951
2003,46-65 y.,Rural regions,Daily,0.01672,40,2513,0.01170,0.02173
2003,46-65 y.,Rural regions,At least once per week,0.31038,734,2513,0.29229,0.32847
2003,46-65 y.,Rural regions,At least once per month,0.34602,915,2513,0.32742,0.36462
2003,46-65 y.,Rural regions,Seldom,0.28823,743,2513,0.27052,0.30595
2003,46-65 y.,Rural regions,Never,0.03470,81,2513,0.02754,0.04186
2003,66 and older,Urban regions,Daily,0.03218,70,2385,0.02510,0.03927
2003,66 and older,Urban regions,At least once per week,0.34784,820,2385,0.32872,0.36696
2003,66 and older,Urban regions,At least once per month,0.29025,763,2385,0.27203,0.30847
2003,66 and older,Urban regions,Seldom,0.24161,555,2385,0.22442,0.25879
2003,66 and older,Urban regions,Never,0.08011,177,2385,0.06921,0.09101
2003,66 and older,Rural regions,At least once per week,0.34087,410,1217,0.31423,0.36752
2003,66 and older,Rural regions,At least once per month,0.26947,348,1217,0.24453,0.29441
2003,66 and older,Rural regions,Seldom,0.28126,363,1217,0.25598,0.30653
2003,66 and older,Rural regions,Never,0.08131,96,1217,0.06594,0.09667
2008,17-29 y.,Urban regions,Daily,0.11420,245,2062,0.10046,0.12793
2008,17-29 y.,Urban regions,At least once per week,0.54830,1239,2062,0.52681,0.56978
2008,17-29 y.,Urban regions,At least once per month,0.17438,420,2062,0.15799,0.19076
2008,17-29 y.,Urban regions,Seldom,0.07653,158,2062,0.06506,0.08801
2008,17-29 y.,Rural regions,Daily,0.12129,135,1057,0.10160,0.14098
2008,17-29 y.,Rural regions,At least once per week,0.50434,582,1057,0.47419,0.53450
2008,17-29 y.,Rural regions,At least once per month,0.20009,231,1057,0.17596,0.22422
2008,17-29 y.,Rural regions,Seldom,0.08603,109,1057,0.06911,0.10294
2008,30-45 y.,Urban regions,Daily,0.02922,102,3439,0.02359,0.03485
2008,30-45 y.,Urban regions,At least once per week,0.45243,1574,3439,0.43579,0.46907
2008,30-45 y.,Urban regions,At least once per month,0.34481,1208,3439,0.32893,0.36070
2008,30-45 y.,Urban regions,Seldom,0.16285,522,3439,0.15050,0.17519
2008,30-45 y.,Urban regions,Never,0.00833,33,3439,0.00529,0.01137
2008,30-45 y.,Rural regions,Daily,0.03327,45,1697,0.02473,0.04180
2008,30-45 y.,Rural regions,At least once per week,0.39417,648,1697,0.37092,0.41743
2008,30-45 y.,Rural regions,At least once per month,0.33962,643,1697,0.31708,0.36216
2008,30-45 y.,Rural regions,Seldom,0.21508,361,1697,0.19552,0.23463
2008,46-65 y.,Urban regions,Daily,0.02010,71,4308,0.01591,0.02429
2008,46-65 y.,Urban regions,At least once per week,0.31908,1394,4308,0.30516,0.33300
2008,46-65 y.,Urban regions,At least once per month,0.36268,1656,4308,0.34832,0.37704
2008,46-65 y.,Urban regions,Seldom,0.25145,1057,4308,0.23849,0.26440
2008,46-65 y.,Urban regions,Never,0.04222,130,4308,0.03622,0.04823
2008,46-65 y.,Rural regions,Daily,0.01550,36,2357,0.01051,0.02048
2008,46-65 y.,Rural regions,At least once per week,0.28843,667,2357,0.27013,0.30672
2008,46-65 y.,Rural regions,At least once per month,0.34463,861,2357,0.32544,0.36382
2008,46-65 y.,Rural regions,Seldom,0.31333,718,2357,0.29460,0.33206
2008,46-65 y.,Rural regions,Never,0.03431,75,2357,0.02696,0.04166
2008,66 and older,Urban regions,Daily,0.03085,75,2784,0.02443,0.03727
2008,66 and older,Urban regions,At least once per week,0.32571,915,2784,0.30830,0.34312
2008,66 and older,Urban regions,At least once per month,0.29542,886,2784,0.27847,0.31238
2008,66 and older,Urban regions,Seldom,0.28246,761,2784,0.26574,0.29919
2008,66 and older,Urban regions,Never,0.05911,147,2784,0.05035,0.06787
2008,66 and older,Rural regions,Daily,0.02947,39,1487,0.02088,0.03807
2008,66 and older,Rural regions,At least once per week,0.30762,448,1487,0.28415,0.33108
2008,66 and older,Rural regions,At least once per month,0.29384,473,1487,0.27068,0.31700
2008,66 and older,Rural regions,Seldom,0.28875,420,1487,0.26571,0.31179
2008,66 and older,Rural regions,Never,0.07273,107,1487,0.05953,0.08594
2013,17-29 y.,Urban regions,Daily,0.08657,294,2293,0.07506,0.09808
2013,17-29 y.,Urban regions,At least once per week,0.41564,1317,2293,0.39547,0.43582
2013,17-29 y.,Urban regions,At least once per month,0.15727,487,2293,0.14237,0.17217
2013,17-29 y.,Urban regions,Seldom,0.06405,195,2293,0.05403,0.07408
2013,17-29 y.,Rural regions,Daily,0.10110,168,1217,0.08415,0.11804
2013,17-29 y.,Rural regions,At least once per week,0.41182,669,1217,0.38416,0.43949
2013,17-29 y.,Rural regions,At least once per month,0.18069,248,1217,0.15906,0.20232
2013,17-29 y.,Rural regions,Seldom,0.08120,132,1217,0.06585,0.09656
2013,30-45 y.,Urban regions,Daily,0.02176,182,5123,0.01777,0.02576
2013,30-45 y.,Urban regions,At least once per week,0.35931,2370,5123,0.34617,0.37245
2013,30-45 y.,Urban regions,At least once per month,0.29888,1755,5123,0.28635,0.31142
2013,30-45 y.,Urban regions,Seldom,0.11938,749,5123,0.11050,0.12826
2013,30-45 y.,Urban regions,Never,0.01138,67,5123,0.00847,0.01428
2013,30-45 y.,Rural regions,Daily,0.02900,110,2859,0.02285,0.03515
2013,30-45 y.,Rural regions,At least once per week,0.36039,1183,2859,0.34279,0.37800
2013,30-45 y.,Rural regions,At least once per month,0.32108,989,2859,0.30396,0.33820
2013,30-45 y.,Rural regions,Seldom,0.14993,514,2859,0.13684,0.16302
2013,30-45 y.,Rural regions,Never,0.01837,63,2859,0.01345,0.02329
2013,46-65 y.,Urban regions,Daily,0.01865,121,5532,0.01508,0.02221
2013,46-65 y.,Urban regions,At least once per week,0.29143,1828,5532,0.27945,0.30341
2013,46-65 y.,Urban regions,At least once per month,0.35106,2053,5532,0.33848,0.36364
2013,46-65 y.,Urban regions,Seldom,0.23591,1347,5532,0.22472,0.24710
2013,46-65 y.,Urban regions,Never,0.03296,183,5532,0.02826,0.03767
2013,46-65 y.,Rural regions,Daily,0.02223,73,3424,0.01729,0.02717
2013,46-65 y.,Rural regions,At least once per week,0.27608,988,3424,0.26110,0.29105
2013,46-65 y.,Rural regions,At least once per month,0.36585,1298,3424,0.34972,0.38199
2013,46-65 y.,Rural regions,Seldom,0.25297,908,3424,0.23841,0.26754
2013,46-65 y.,Rural regions,Never,0.04376,157,3424,0.03691,0.05061
2013,66 and older,Urban regions,Daily,0.02365,75,3153,0.01835,0.02896
2013,66 and older,Urban regions,At least once per week,0.32387,984,3153,0.30753,0.34020
2013,66 and older,Urban regions,At least once per month,0.27830,995,3153,0.26266,0.29395
2013,66 and older,Urban regions,Seldom,0.29005,896,3153,0.27420,0.30589
2013,66 and older,Urban regions,Never,0.06554,203,3153,0.05690,0.07418
2013,66 and older,Rural regions,Daily,0.02335,45,1760,0.01629,0.03041
2013,66 and older,Rural regions,At least once per week,0.26376,466,1760,0.24317,0.28435
2013,66 and older,Rural regions,At least once per month,0.27209,536,1760,0.25129,0.29289
2013,66 and older,Rural regions,Seldom,0.33652,553,1760,0.31444,0.35861
2013,66 and older,Rural regions,Never,0.08905,160,1760,0.07574,0.10236
2019,17-29 y.,Urban regions,Daily,0.08672,273,2562,0.07582,0.09762
2019,17-29 y.,Urban regions,At least once per week,0.48800,1354,2562,0.46864,0.50736
2019,17-29 y.,Urban regions,At least once per month,0.21502,571,2562,0.19911,0.23093
2019,17-29 y.,Urban regions,Seldom,0.09851,291,2562,0.08697,0.11005
2019,17-29 y.,Urban regions,Never,0.02494,73,2562,0.01890,0.03098
2019,17-29 y.,Rural regions,Daily,0.08082,110,1155,0.06509,0.09654
2019,17-29 y.,Rural regions,At least once per week,0.46437,613,1155,0.43560,0.49315
2019,17-29 y.,Rural regions,At least once per month,0.20282,262,1155,0.17962,0.22602
2019,17-29 y.,Rural regions,Seldom,0.10642,134,1155,0.08863,0.12422
2019,17-29 y.,Rural regions,Never,0.01906,36,1155,0.01117,0.02694
2019,30-45 y.,Urban regions,Daily,0.03094,145,4048,0.02560,0.03627
2019,30-45 y.,Urban regions,At least once per week,0.42572,1700,4048,0.41048,0.44095
2019,30-45 y.,Urban regions,At least once per month,0.36891,1446,4048,0.35404,0.38377
2019,30-45 y.,Urban regions,Seldom,0.14091,676,4048,0.13019,0.15163
2019,30-45 y.,Urban regions,Never,0.01751,81,4048,0.01347,0.02155
2019,30-45 y.,Rural regions,Daily,0.02016,66,2077,0.01411,0.02620
2019,30-45 y.,Rural regions,At least once per week,0.41748,809,2077,0.39627,0.43869
2019,30-45 y.,Rural regions,At least once per month,0.34489,748,2077,0.32444,0.36533
2019,30-45 y.,Rural regions,Seldom,0.17999,377,2077,0.16346,0.19651
2019,30-45 y.,Rural regions,Never,0.02394,77,2077,0.01736,0.03052
2019,46-65 y.,Urban regions,Daily,0.02161,145,6503,0.01808,0.02515
2019,46-65 y.,Urban regions,At least once per week,0.29997,2121,6503,0.28883,0.31111
2019,46-65 y.,Urban regions,At least once per month,0.38816,2509,6503,0.37632,0.40001
2019,46-65 y.,Urban regions,Seldom,0.23418,1480,6503,0.22388,0.24447
2019,46-65 y.,Urban regions,Never,0.04793,248,6503,0.04274,0.05313
2019,46-65 y.,Rural regions,Daily,0.02077,83,3687,0.01616,0.02537
2019,46-65 y.,Rural regions,At least once per week,0.29923,1087,3687,0.28445,0.31401
2019,46-65 y.,Rural regions,At least once per month,0.34088,1393,3687,0.32558,0.35618
2019,46-65 y.,Rural regions,Seldom,0.28068,959,3687,0.26617,0.29518
2019,46-65 y.,Rural regions,Never,0.05077,165,3687,0.04368,0.05785
2019,66 and older,Urban regions,Daily,0.02950,85,3192,0.02363,0.03537
2019,66 and older,Urban regions,At least once per week,0.30382,952,3192,0.28786,0.31978
2019,66 and older,Urban regions,At least once per month,0.30197,1041,3192,0.28604,0.31790
2019,66 and older,Urban regions,Seldom,0.26990,891,3192,0.25450,0.28530
2019,66 and older,Urban regions,Never,0.08501,223,3192,0.07533,0.09468
2019,66 and older,Rural regions,Daily,0.03646,62,1867,0.02795,0.04496
2019,66 and older,Rural regions,At least once per week,0.26827,504,1867,0.24816,0.28837
2019,66 and older,Rural regions,At least once per month,0.28435,570,1867,0.26388,0.30481
2019,66 and older,Rural regions,Seldom,0.33277,593,1867,0.31139,0.35415
2019,66 and older,Rural regions,Never,0.07494,138,1867,0.06299,0.08689
2021,17-29 y.,Urban regions,Daily,0.09611,179,1930,0.08295,0.10926
2021,17-29 y.,Urban regions,At least once per week,0.50636,1055,1930,0.48405,0.52867
2021,17-29 y.,Urban regions,At least once per month,0.19360,451,1930,0.17596,0.21123
2021,17-29 y.,Urban regions,Seldom,0.09627,210,1930,0.08311,0.10943
2021,17-29 y.,Urban regions,Never,0.01536,35,1930,0.00987,0.02084
2021,17-29 y.,Rural regions,Daily,0.08745,94,755,0.06729,0.10762
2021,17-29 y.,Rural regions,At least once per week,0.51587,394,755,0.48020,0.55154
2021,17-29 y.,Rural regions,At least once per month,0.17316,164,755,0.14616,0.20017
2021,17-29 y.,Rural regions,Seldom,0.10912,103,755,0.08687,0.13138
2021,30-45 y.,Urban regions,Daily,0.04898,118,2812,0.04100,0.05696
2021,30-45 y.,Urban regions,At least once per week,0.48061,1394,2812,0.46214,0.49908
2021,30-45 y.,Urban regions,At least once per month,0.28565,814,2812,0.26895,0.30235
2021,30-45 y.,Urban regions,Seldom,0.14184,429,2812,0.12894,0.15474
2021,30-45 y.,Urban regions,Never,0.02120,57,2812,0.01587,0.02652
2021,30-45 y.,Rural regions,Daily,0.05533,92,1337,0.04307,0.06759
2021,30-45 y.,Rural regions,At least once per week,0.52907,650,1337,0.50231,0.55584
2021,30-45 y.,Rural regions,At least once per month,0.23989,361,1337,0.21699,0.26279
2021,30-45 y.,Rural regions,Seldom,0.13286,203,1337,0.11466,0.15106
2021,30-45 y.,Rural regions,Never,0.02265,31,1337,0.01467,0.03063
2021,46-65 y.,Urban regions,Daily,0.03750,164,4428,0.03191,0.04310
2021,46-65 y.,Urban regions,At least once per week,0.39243,1827,4428,0.37805,0.40682
2021,46-65 y.,Urban regions,At least once per month,0.29822,1379,4428,0.28474,0.31169
2021,46-65 y.,Urban regions,Seldom,0.21180,865,4428,0.19977,0.22384
2021,46-65 y.,Urban regions,Never,0.05218,193,4428,0.04563,0.05873
2021,46-65 y.,Rural regions,Daily,0.04690,97,2362,0.03837,0.05543
2021,46-65 y.,Rural regions,At least once per week,0.39501,992,2362,0.37529,0.41473
2021,46-65 y.,Rural regions,At least once per month,0.28093,682,2362,0.26280,0.29906
2021,46-65 y.,Rural regions,Seldom,0.22857,504,2362,0.21164,0.24551
2021,46-65 y.,Rural regions,Never,0.04561,87,2362,0.03719,0.05402
2021,66 and older,Urban regions,Daily,0.05163,118,2218,0.04242,0.06084
2021,66 and older,Urban regions,At least once per week,0.36334,843,2218,0.34331,0.38336
2021,66 and older,Urban regions,At least once per month,0.22838,548,2218,0.21091,0.24586
2021,66 and older,Urban regions,Seldom,0.26202,557,2218,0.24371,0.28032
2021,66 and older,Urban regions,Never,0.08611,152,2218,0.07443,0.09779
2021,66 and older,Rural regions,Daily,0.06421,76,1324,0.05100,0.07741
2021,66 and older,Rural regions,At least once per week,0.35844,499,1324,0.33260,0.38428
2021,66 and older,Rural regions,At least once per month,0.24641,328,1324,0.22319,0.26963
2021,66 and older,Rural regions,Seldom,0.26390,338,1324,0.24015,0.28765
2021,66 and older,Rural regions,Never,0.06522,83,1324,0.05192,0.07853
