year,quintil_oecd,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,2nd Quintile,Daily,0.04787,181,2850,0.04003,0.05571
1995,2nd Quintile,At least once per week,0.30679,1197,2850,0.28986,0.32373
1995,2nd Quintile,At least once per month,0.22948,779,2850,0.21404,0.24492
1995,2nd Quintile,Seldom,0.16654,606,2850,0.15286,0.18022
1995,2nd Quintile,Never,0.03254,87,2850,0.02603,0.03906
1995,3rd Quintile,Daily,0.05279,193,2699,0.04435,0.06122
1995,3rd Quintile,At least once per week,0.31218,1073,2699,0.29469,0.32966
1995,3rd Quintile,At least once per month,0.23650,796,2699,0.22047,0.25254
1995,3rd Quintile,Seldom,0.17739,569,2699,0.16298,0.19181
1995,3rd Quintile,Never,0.02586,68,2699,0.01987,0.03185
1995,4th Quintile,Daily,0.04102,148,2665,0.03349,0.04855
1995,4th Quintile,At least once per week,0.34855,1109,2665,0.33045,0.36664
1995,4th Quintile,At least once per month,0.26778,845,2665,0.25097,0.28460
1995,4th Quintile,Seldom,0.17533,502,2665,0.16089,0.18977
1995,4th Quintile,Never,0.02539,61,2665,0.01942,0.03137
1995,5th Quintile,Daily,0.03470,104,2471,0.02748,0.04192
1995,5th Quintile,At least once per week,0.35459,994,2471,0.33572,0.37345
1995,5th Quintile,At least once per month,0.31021,836,2471,0.29197,0.32845
1995,5th Quintile,Seldom,0.18014,494,2471,0.16498,0.19529
1995,5th Quintile,Never,0.01245,43,2471,0.00807,0.01682
1998,1st Quintile,Daily,0.07038,247,2328,0.05999,0.08078
1998,1st Quintile,At least once per week,0.30732,998,2328,0.28858,0.32607
1998,1st Quintile,At least once per month,0.17363,548,2328,0.15824,0.18902
1998,1st Quintile,Seldom,0.16997,461,2328,0.15470,0.18523
1998,1st Quintile,Never,0.03100,74,2328,0.02395,0.03804
1998,2nd Quintile,Daily,0.05418,206,2556,0.04540,0.06296
1998,2nd Quintile,At least once per week,0.31905,1071,2556,0.30097,0.33712
1998,2nd Quintile,At least once per month,0.20929,699,2556,0.19351,0.22506
1998,2nd Quintile,Seldom,0.16753,522,2556,0.15305,0.18201
1998,2nd Quintile,Never,0.02426,58,2556,0.01829,0.03022
1998,3rd Quintile,Daily,0.04493,147,2530,0.03686,0.05301
1998,3rd Quintile,At least once per week,0.32557,1045,2530,0.30731,0.34384
1998,3rd Quintile,At least once per month,0.24854,778,2530,0.23169,0.26538
1998,3rd Quintile,Seldom,0.18617,526,2530,0.17100,0.20134
1998,3rd Quintile,Never,0.01487,34,2530,0.01015,0.01959
1998,4th Quintile,Daily,0.03919,130,2585,0.03171,0.04667
1998,4th Quintile,At least once per week,0.37069,1096,2585,0.35207,0.38932
1998,4th Quintile,At least once per month,0.25687,797,2585,0.24003,0.27372
1998,4th Quintile,Seldom,0.18508,526,2585,0.17010,0.20005
1998,4th Quintile,Never,0.01358,36,2585,0.00912,0.01804
1998,5th Quintile,Daily,0.02732,98,2243,0.02057,0.03407
1998,5th Quintile,At least once per week,0.34087,887,2243,0.32125,0.36049
1998,5th Quintile,At least once per month,0.33295,835,2243,0.31345,0.35246
1998,5th Quintile,Seldom,0.17051,423,2243,0.15495,0.18608
2003,1st Quintile,Daily,0.05323,235,3387,0.04567,0.06079
2003,1st Quintile,At least once per week,0.32833,1399,3387,0.31251,0.34415
2003,1st Quintile,At least once per month,0.19317,859,3387,0.17987,0.20647
2003,1st Quintile,Seldom,0.16187,697,3387,0.14946,0.17428
2003,1st Quintile,Never,0.04792,197,3387,0.04073,0.05512
2003,2nd Quintile,Daily,0.04026,211,3855,0.03406,0.04647
2003,2nd Quintile,At least once per week,0.32072,1528,3855,0.30599,0.33546
2003,2nd Quintile,At least once per month,0.21852,1121,3855,0.20547,0.23156
2003,2nd Quintile,Seldom,0.18038,852,3855,0.16824,0.19252
2003,2nd Quintile,Never,0.03221,143,3855,0.02664,0.03779
2003,3rd Quintile,Daily,0.03404,182,4113,0.02850,0.03959
2003,3rd Quintile,At least once per week,0.32152,1681,4113,0.30725,0.33580
2003,3rd Quintile,At least once per month,0.25905,1306,4113,0.24566,0.27244
2003,3rd Quintile,Seldom,0.17217,830,4113,0.16063,0.18371
2003,3rd Quintile,Never,0.02963,114,4113,0.02444,0.03481
2003,4th Quintile,Daily,0.03345,179,4409,0.02814,0.03875
2003,4th Quintile,At least once per week,0.37158,1897,4409,0.35732,0.38585
2003,4th Quintile,At least once per month,0.26793,1441,4409,0.25486,0.28100
2003,4th Quintile,Seldom,0.16466,804,4409,0.15371,0.17561
2003,4th Quintile,Never,0.01931,88,4409,0.01525,0.02338
2003,5th Quintile,Daily,0.02882,245,6313,0.02469,0.03294
2003,5th Quintile,At least once per week,0.37441,2645,6313,0.36247,0.38635
2003,5th Quintile,At least once per month,0.32445,2351,6313,0.31290,0.33600
2003,5th Quintile,Seldom,0.15409,991,6313,0.14518,0.16299
2003,5th Quintile,Never,0.01258,81,6313,0.00983,0.01533
2008,1st Quintile,Daily,0.05766,207,3006,0.04932,0.06599
2008,1st Quintile,At least once per week,0.33030,1231,3006,0.31348,0.34711
2008,1st Quintile,At least once per month,0.19350,757,3006,0.17938,0.20763
2008,1st Quintile,Seldom,0.16864,644,3006,0.15525,0.18202
2008,1st Quintile,Never,0.04825,167,3006,0.04058,0.05591
2008,2nd Quintile,Daily,0.03200,135,3346,0.02604,0.03797
2008,2nd Quintile,At least once per week,0.29889,1241,3346,0.28337,0.31440
2008,2nd Quintile,At least once per month,0.23736,1018,3346,0.22294,0.25178
2008,2nd Quintile,Seldom,0.20868,822,3346,0.19491,0.22245
2008,2nd Quintile,Never,0.03227,130,3346,0.02628,0.03825
2008,3rd Quintile,Daily,0.03812,152,3750,0.03199,0.04424
2008,3rd Quintile,At least once per week,0.32473,1472,3750,0.30974,0.33972
2008,3rd Quintile,At least once per month,0.25980,1217,3750,0.24576,0.27384
2008,3rd Quintile,Seldom,0.18437,821,3750,0.17196,0.19678
2008,3rd Quintile,Never,0.02041,88,3750,0.01588,0.02494
2008,4th Quintile,Daily,0.02848,128,3921,0.02328,0.03369
2008,4th Quintile,At least once per week,0.33726,1499,3921,0.32246,0.35206
2008,4th Quintile,At least once per month,0.28392,1361,3921,0.26980,0.29803
2008,4th Quintile,Seldom,0.18846,857,3921,0.17622,0.20070
2008,4th Quintile,Never,0.01749,76,3921,0.01339,0.02160
2008,5th Quintile,Daily,0.02254,124,5212,0.01851,0.02657
2008,5th Quintile,At least once per week,0.35306,2024,5212,0.34008,0.36603
2008,5th Quintile,At least once per month,0.33398,2025,5212,0.32117,0.34678
2008,5th Quintile,Seldom,0.16437,962,5212,0.15431,0.17443
2008,5th Quintile,Never,0.01761,77,5212,0.01404,0.02118
2013,1st Quintile,Daily,0.04622,358,5119,0.04047,0.05197
2013,1st Quintile,At least once per week,0.30078,2033,5119,0.28821,0.31334
2013,1st Quintile,At least once per month,0.19350,1270,5119,0.18267,0.20432
2013,1st Quintile,Seldom,0.19510,1132,5119,0.18424,0.20595
2013,1st Quintile,Never,0.06294,326,5119,0.05629,0.06960
2013,2nd Quintile,Daily,0.03346,230,5139,0.02854,0.03838
2013,2nd Quintile,At least once per week,0.29057,1985,5139,0.27816,0.30299
2013,2nd Quintile,At least once per month,0.25172,1577,5139,0.23985,0.26359
2013,2nd Quintile,Seldom,0.20487,1131,5139,0.19384,0.21591
2013,2nd Quintile,Never,0.03943,216,5139,0.03411,0.04475
2013,3rd Quintile,Daily,0.03263,191,4876,0.02764,0.03761
2013,3rd Quintile,At least once per week,0.29039,1821,4876,0.27764,0.30313
2013,3rd Quintile,At least once per month,0.27791,1628,4876,0.26533,0.29048
2013,3rd Quintile,Seldom,0.19988,1078,4876,0.18866,0.21111
2013,3rd Quintile,Never,0.02903,158,4876,0.02432,0.03374
2013,4th Quintile,Daily,0.03075,167,4842,0.02589,0.03562
2013,4th Quintile,At least once per week,0.32851,1881,4842,0.31528,0.34174
2013,4th Quintile,At least once per month,0.29257,1734,4842,0.27975,0.30538
2013,4th Quintile,Seldom,0.17844,950,4842,0.16765,0.18922
2013,4th Quintile,Never,0.02442,110,4842,0.02008,0.02877
2013,5th Quintile,Daily,0.01761,120,5427,0.01411,0.02110
2013,5th Quintile,At least once per week,0.33938,2083,5427,0.32678,0.35198
2013,5th Quintile,At least once per month,0.34971,2152,5427,0.33702,0.36240
2013,5th Quintile,Seldom,0.16867,1002,5427,0.15870,0.17863
2013,5th Quintile,Never,0.01428,70,5427,0.01112,0.01744
2019,1st Quintile,Daily,0.05425,328,4390,0.04755,0.06095
2019,1st Quintile,At least once per week,0.28211,1556,4390,0.26879,0.29542
2019,1st Quintile,At least once per month,0.18469,1115,4390,0.17321,0.19617
2019,1st Quintile,Seldom,0.16997,1035,4390,0.15886,0.18108
2019,1st Quintile,Never,0.06609,356,4390,0.05874,0.07343
2019,2nd Quintile,Daily,0.03056,209,4751,0.02567,0.03546
2019,2nd Quintile,At least once per week,0.28369,1655,4751,0.27087,0.29651
2019,2nd Quintile,At least once per month,0.26189,1467,4751,0.24938,0.27439
2019,2nd Quintile,Seldom,0.19539,1153,4751,0.18411,0.20667
2019,2nd Quintile,Never,0.04253,267,4751,0.03679,0.04827
2019,3rd Quintile,Daily,0.02153,141,4493,0.01729,0.02578
2019,3rd Quintile,At least once per week,0.31213,1642,4493,0.29858,0.32569
2019,3rd Quintile,At least once per month,0.28359,1559,4493,0.27041,0.29677
2019,3rd Quintile,Seldom,0.18000,980,4493,0.16876,0.19123
2019,3rd Quintile,Never,0.03734,171,4493,0.03180,0.04289
2019,4th Quintile,Daily,0.02652,123,4254,0.02169,0.03135
2019,4th Quintile,At least once per week,0.32006,1559,4254,0.30604,0.33408
2019,4th Quintile,At least once per month,0.30049,1583,4254,0.28671,0.31427
2019,4th Quintile,Seldom,0.17792,882,4254,0.16643,0.18941
2019,4th Quintile,Never,0.02839,107,4254,0.02339,0.03338
2019,5th Quintile,Daily,0.01949,104,4764,0.01556,0.02341
2019,5th Quintile,At least once per week,0.31935,1708,4764,0.30610,0.33259
2019,5th Quintile,At least once per month,0.35201,1909,4764,0.33845,0.36558
2019,5th Quintile,Seldom,0.18202,949,4764,0.17106,0.19298
2019,5th Quintile,Never,0.02102,94,4764,0.01695,0.02510
2021,1st Quintile,Daily,0.06054,250,3189,0.05227,0.06882
2021,1st Quintile,At least once per week,0.32473,1319,3189,0.30848,0.34099
2021,1st Quintile,At least once per month,0.16338,735,3189,0.15055,0.17622
2021,1st Quintile,Seldom,0.15870,684,3189,0.14601,0.17138
2021,1st Quintile,Never,0.05832,201,3189,0.05018,0.06645
2021,2nd Quintile,Daily,0.04164,200,3385,0.03491,0.04838
2021,2nd Quintile,At least once per week,0.32749,1426,3385,0.31168,0.34331
2021,2nd Quintile,At least once per month,0.21708,921,3385,0.20319,0.23097
2021,2nd Quintile,Seldom,0.17843,694,3385,0.16553,0.19133
2021,2nd Quintile,Never,0.04120,144,3385,0.03450,0.04789
2021,3rd Quintile,Daily,0.04422,135,3008,0.03687,0.05156
2021,3rd Quintile,At least once per week,0.35716,1349,3008,0.34004,0.37429
2021,3rd Quintile,At least once per month,0.21461,844,3008,0.19994,0.22929
2021,3rd Quintile,Seldom,0.16306,558,3008,0.14985,0.17626
2021,3rd Quintile,Never,0.04029,122,3008,0.03326,0.04732
2021,4th Quintile,Daily,0.05093,171,3243,0.04336,0.05850
2021,4th Quintile,At least once per week,0.38451,1495,3243,0.36776,0.40125
2021,4th Quintile,At least once per month,0.23589,909,3243,0.22128,0.25051
2021,4th Quintile,Seldom,0.16097,580,3243,0.14832,0.17362
2021,4th Quintile,Never,0.02776,88,3243,0.02210,0.03341
2021,5th Quintile,Daily,0.03662,172,4304,0.03101,0.04223
2021,5th Quintile,At least once per week,0.42137,2046,4304,0.40661,0.43612
2021,5th Quintile,At least once per month,0.25210,1304,4304,0.23912,0.26507
2021,5th Quintile,Seldom,0.14328,683,4304,0.13281,0.15375
2021,5th Quintile,Never,0.02333,99,4304,0.01882,0.02784
