year,quintil_oecd_hh,sampreg,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,3rd Quintile,West,No,0.86133,1496,1763,0.84519,0.87747
2001,3rd Quintile,East,Yes,0.21772,161,673,0.18651,0.24892
2001,3rd Quintile,East,No,0.78228,512,673,0.75108,0.81349
2001,4th Quintile,West,Yes,0.13553,284,1915,0.12020,0.15087
2001,4th Quintile,West,No,0.86447,1631,1915,0.84913,0.87980
2001,4th Quintile,East,Yes,0.22287,111,454,0.18455,0.26120
2001,4th Quintile,East,No,0.77713,343,454,0.73880,0.81545
2001,5th Quintile,West,Yes,0.13282,274,1934,0.11769,0.14795
2001,5th Quintile,West,No,0.86718,1660,1934,0.85205,0.88231
2001,5th Quintile,East,Yes,0.27810,72,247,0.22211,0.33409
2001,5th Quintile,East,No,0.72190,175,247,0.66591,0.77789
2006,1st Quintile,West,Yes,0.14190,207,1433,0.12382,0.15997
2006,1st Quintile,West,No,0.85810,1226,1433,0.84003,0.87618
2006,1st Quintile,East,Yes,0.18416,135,663,0.15463,0.21369
2006,1st Quintile,East,No,0.81584,528,663,0.78631,0.84537
2006,2nd Quintile,West,Yes,0.14408,244,1491,0.12625,0.16191
2006,2nd Quintile,West,No,0.85592,1247,1491,0.83809,0.87375
2006,2nd Quintile,East,Yes,0.18783,159,731,0.15950,0.21617
2006,2nd Quintile,East,No,0.81217,572,731,0.78383,0.84050
2006,3rd Quintile,West,Yes,0.14432,275,1713,0.12767,0.16097
2006,3rd Quintile,West,No,0.85568,1438,1713,0.83903,0.87233
2006,3rd Quintile,East,Yes,0.20834,149,674,0.17766,0.23902
2006,3rd Quintile,East,No,0.79166,525,674,0.76098,0.82234
2006,4th Quintile,West,Yes,0.13842,304,1984,0.12322,0.15362
2006,4th Quintile,West,No,0.86158,1680,1984,0.84638,0.87678
2006,4th Quintile,East,Yes,0.18819,115,509,0.15420,0.22218
2006,4th Quintile,East,No,0.81181,394,509,0.77782,0.84580
2006,5th Quintile,West,Yes,0.13388,409,2711,0.12106,0.14671
2006,5th Quintile,West,No,0.86612,2302,2711,0.85329,0.87894
2006,5th Quintile,East,Yes,0.25200,96,350,0.20645,0.29755
2006,5th Quintile,East,No,0.74800,254,350,0.70245,0.79355
2011,1st Quintile,West,Yes,0.10107,208,1539,0.08600,0.11613
2011,1st Quintile,West,No,0.76185,1331,1539,0.74056,0.78313
2011,1st Quintile,East,Yes,0.14122,146,716,0.11569,0.16674
2011,1st Quintile,East,No,0.73935,570,716,0.70717,0.77153
2011,2nd Quintile,West,Yes,0.11834,230,1498,0.10198,0.13470
2011,2nd Quintile,West,No,0.77335,1268,1498,0.75214,0.79456
2011,2nd Quintile,East,Yes,0.17344,148,741,0.14616,0.20072
2011,2nd Quintile,East,No,0.76024,593,741,0.72948,0.79100
2011,3rd Quintile,West,Yes,0.13985,312,1721,0.12346,0.15624
2011,3rd Quintile,West,No,0.78793,1409,1721,0.76861,0.80725
2011,3rd Quintile,East,Yes,0.21205,146,654,0.18070,0.24341
2011,3rd Quintile,East,No,0.74198,508,654,0.70842,0.77554
2011,4th Quintile,West,Yes,0.14493,317,1980,0.12942,0.16044
2011,4th Quintile,West,No,0.80370,1663,1980,0.78620,0.82120
2011,4th Quintile,East,Yes,0.17473,95,456,0.13984,0.20963
2011,4th Quintile,East,No,0.78017,361,456,0.74212,0.81822
2011,5th Quintile,West,Yes,0.15196,422,2451,0.13775,0.16618
2011,5th Quintile,West,No,0.81375,2029,2451,0.79834,0.82917
2011,5th Quintile,East,Yes,0.22447,84,325,0.17904,0.26990
2011,5th Quintile,East,No,0.73395,241,325,0.68583,0.78207
2016,1st Quintile,West,Yes,0.11844,343,2276,0.10516,0.13172
2016,1st Quintile,West,No,0.85317,1933,2276,0.83863,0.86771
2016,1st Quintile,East,Yes,0.19818,193,820,0.17087,0.22548
2016,1st Quintile,East,No,0.78192,627,820,0.75364,0.81021
2016,2nd Quintile,West,Yes,0.15574,410,2242,0.14072,0.17075
2016,2nd Quintile,West,No,0.84426,1832,2242,0.82925,0.85928
2016,2nd Quintile,East,Yes,0.20181,194,799,0.17396,0.22966
2016,2nd Quintile,East,No,0.79819,605,799,0.77034,0.82604
2016,3rd Quintile,West,Yes,0.14801,375,2071,0.13271,0.16331
2016,3rd Quintile,West,No,0.85199,1696,2071,0.83669,0.86729
2016,3rd Quintile,East,Yes,0.25038,152,672,0.21760,0.28316
2016,3rd Quintile,East,No,0.74962,520,672,0.71684,0.78240
2016,4th Quintile,West,Yes,0.14596,368,2205,0.13122,0.16070
2016,4th Quintile,West,No,0.85404,1837,2205,0.83930,0.86878
2016,4th Quintile,East,Yes,0.19819,112,457,0.16160,0.23478
2016,4th Quintile,East,No,0.80181,345,457,0.76522,0.83840
2016,5th Quintile,West,Yes,0.14602,381,2429,0.13197,0.16007
2016,5th Quintile,West,No,0.85398,2048,2429,0.83993,0.86803
2016,5th Quintile,East,Yes,0.19812,71,326,0.15479,0.24145
2016,5th Quintile,East,No,0.80188,255,326,0.75855,0.84521
2021,1st Quintile,West,Yes,0.14327,241,1508,0.12558,0.16096
2021,1st Quintile,West,No,0.81228,1267,1508,0.79257,0.83200
2021,1st Quintile,East,Yes,0.16150,114,534,0.13026,0.19274
2021,1st Quintile,East,No,0.80966,420,534,0.77633,0.84299
2021,2nd Quintile,West,Yes,0.17559,337,1617,0.15704,0.19414
2021,2nd Quintile,West,No,0.81715,1280,1617,0.79831,0.83600
2021,2nd Quintile,East,Yes,0.15020,114,567,0.12076,0.17963
2021,2nd Quintile,East,No,0.84512,453,567,0.81531,0.87492
2021,3rd Quintile,West,Yes,0.14716,287,1549,0.12951,0.16481
2021,3rd Quintile,West,No,0.85119,1262,1549,0.83346,0.86892
2021,3rd Quintile,East,Yes,0.28025,132,475,0.23981,0.32068
2021,3rd Quintile,East,No,0.71772,343,475,0.67720,0.75824
2021,4th Quintile,West,Yes,0.16087,291,1688,0.14334,0.17840
2021,4th Quintile,West,No,0.83831,1397,1688,0.82074,0.85588
2021,4th Quintile,East,Yes,0.24038,103,390,0.19792,0.28285
2021,4th Quintile,East,No,0.75830,287,390,0.71575,0.80084
2021,5th Quintile,West,Yes,0.15024,384,2288,0.13560,0.16488
2021,5th Quintile,West,No,0.84515,1904,2288,0.83033,0.85998
2021,5th Quintile,East,Yes,0.18207,95,421,0.14516,0.21898
2021,5th Quintile,East,No,0.81763,326,421,0.78070,0.85456
