year,bula_h,pgisced97,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Saxony,First Stage of Tertiary Education,Seldom,0.55915,62,129,0.47314,0.64516
2013,Lower Saxony,First Stage of Tertiary Education,Never,0.24569,34,129,0.17111,0.32026
2013,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.14914,74,463,0.11666,0.18162
2013,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.56328,255,463,0.51805,0.60851
2013,Lower Saxony,Second Stage of Tertiary Education,Never,0.23841,134,463,0.19955,0.27726
2013,Bremen,Upper Secondary Level,Seldom,0.42849,35,35,0.26215,0.59483
2013,North Rhine-Westphalia,No answer / don't know,Seldom,0.30672,48,91,0.21145,0.40199
2013,North Rhine-Westphalia,No answer / don't know,Never,0.34762,43,91,0.24923,0.44601
2013,North Rhine-Westphalia,Pre-primary Level,Seldom,0.39393,64,100,0.29768,0.49019
2013,North Rhine-Westphalia,Pre-primary Level,Never,0.34510,36,100,0.25145,0.43875
2013,North Rhine-Westphalia,Lower Secondary Level,Often,0.09665,45,613,0.07324,0.12006
2013,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.18691,133,613,0.15602,0.21779
2013,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.35287,226,613,0.31501,0.39073
2013,North Rhine-Westphalia,Lower Secondary Level,Never,0.34752,209,613,0.30979,0.38524
2013,North Rhine-Westphalia,Upper Secondary Level,Often,0.04716,96,2195,0.03829,0.05602
2013,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.18009,438,2195,0.16401,0.19617
2013,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.42199,913,2195,0.40132,0.44265
2013,North Rhine-Westphalia,Upper Secondary Level,Never,0.34107,748,2195,0.32123,0.36091
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.05699,33,502,0.03669,0.07729
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.22500,92,502,0.18843,0.26157
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.43045,238,502,0.38709,0.47380
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.28263,139,502,0.24320,0.32206
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.18959,45,278,0.14343,0.23575
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.43690,135,278,0.37849,0.49531
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.31954,98,278,0.26463,0.37445
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.04774,39,1101,0.03514,0.06034
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.16287,173,1101,0.14105,0.18469
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.46695,495,1101,0.43747,0.49644
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.31583,394,1101,0.28836,0.34330
2013,Hesse,Lower Secondary Level,Sometimes,0.23806,40,146,0.16874,0.30738
2013,Hesse,Lower Secondary Level,Seldom,0.23158,46,146,0.16292,0.30025
2013,Hesse,Lower Secondary Level,Never,0.35897,60,146,0.28089,0.43705
2013,Hesse,Upper Secondary Level,Often,0.06318,40,736,0.04559,0.08076
2013,Hesse,Upper Secondary Level,Sometimes,0.23100,161,736,0.20053,0.26147
2013,Hesse,Upper Secondary Level,Seldom,0.43709,343,736,0.40123,0.47295
2013,Hesse,Upper Secondary Level,Never,0.25615,192,736,0.22459,0.28770
2013,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.29180,38,135,0.21483,0.36877
2013,Hesse,Post-secondary Non-tertiary Level,Seldom,0.42458,66,135,0.34089,0.50827
2013,Hesse,Post-secondary Non-tertiary Level,Never,0.18136,31,135,0.11612,0.24660
2013,Hesse,First Stage of Tertiary Education,Seldom,0.53023,47,47,0.38601,0.67446
2013,Hesse,Second Stage of Tertiary Education,Sometimes,0.19480,86,475,0.15915,0.23046
2013,Hesse,Second Stage of Tertiary Education,Seldom,0.51792,263,475,0.47294,0.56290
2013,Hesse,Second Stage of Tertiary Education,Never,0.25239,126,475,0.21329,0.29150
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.18595,41,184,0.12958,0.24232
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.32430,63,184,0.25648,0.39213
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.45166,80,184,0.37955,0.52376
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.04499,35,690,0.02951,0.06046
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.21714,133,690,0.18635,0.24793
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.40070,249,690,0.36410,0.43729
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.32865,273,690,0.29358,0.36373
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.69267,52,52,0.56604,0.81930
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.36058,38,38,0.20586,0.51530
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.55131,129,219,0.48529,0.61734
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.25169,90,219,0.19408,0.30930
2013,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.23957,80,308,0.19182,0.28732
2013,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.39305,132,308,0.33841,0.44769
2013,Baden-Wuerttemberg,Lower Secondary Level,Never,0.27239,96,308,0.22259,0.32219
2013,Baden-Wuerttemberg,Upper Secondary Level,Often,0.03751,61,1374,0.02746,0.04756
2013,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.22991,285,1374,0.20765,0.25217
2013,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.41612,607,1374,0.39005,0.44219
2013,Baden-Wuerttemberg,Upper Secondary Level,Never,0.30080,421,1374,0.27654,0.32505
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.21051,41,195,0.15314,0.26787
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.46480,91,195,0.39462,0.53499
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.26326,63,195,0.20128,0.32523
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.23426,41,212,0.17712,0.29141
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.41986,106,212,0.35327,0.48646
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.25079,65,212,0.19230,0.30928
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.18032,112,687,0.15155,0.20909
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.45556,335,687,0.41829,0.49282
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.34295,240,687,0.30742,0.37847
2013,Bavaria,Lower Secondary Level,Sometimes,0.23673,86,376,0.19370,0.27975
2013,Bavaria,Lower Secondary Level,Seldom,0.35114,146,376,0.30283,0.39945
2013,Bavaria,Lower Secondary Level,Never,0.34978,144,376,0.30151,0.39805
2013,Bavaria,Upper Secondary Level,Often,0.04705,96,2078,0.03795,0.05616
2013,Bavaria,Upper Secondary Level,Sometimes,0.21616,444,2078,0.19846,0.23387
2013,Bavaria,Upper Secondary Level,Seldom,0.42842,936,2078,0.40713,0.44970
2013,Bavaria,Upper Secondary Level,Never,0.29462,602,2078,0.27502,0.31423
2013,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.19720,49,211,0.14339,0.25102
2013,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.48125,94,211,0.41367,0.54882
2013,Bavaria,Post-secondary Non-tertiary Level,Never,0.28636,68,211,0.22522,0.34750
2013,Bavaria,First Stage of Tertiary Education,Sometimes,0.26806,64,279,0.21599,0.32013
2013,Bavaria,First Stage of Tertiary Education,Seldom,0.42629,136,279,0.36815,0.48442
2013,Bavaria,First Stage of Tertiary Education,Never,0.27714,79,279,0.22452,0.32975
2013,Bavaria,Second Stage of Tertiary Education,Sometimes,0.15398,139,762,0.12833,0.17962
2013,Bavaria,Second Stage of Tertiary Education,Seldom,0.51296,388,762,0.47745,0.54847
2013,Bavaria,Second Stage of Tertiary Education,Never,0.27861,235,762,0.24676,0.31046
2013,Berlin,Upper Secondary Level,Sometimes,0.27979,95,359,0.23329,0.32629
2013,Berlin,Upper Secondary Level,Seldom,0.41933,172,359,0.36821,0.47044
2013,Berlin,Upper Secondary Level,Never,0.20228,92,359,0.16067,0.24389
2013,Berlin,Second Stage of Tertiary Education,Sometimes,0.20034,77,341,0.15779,0.24288
2013,Berlin,Second Stage of Tertiary Education,Seldom,0.56202,190,341,0.50928,0.61475
2013,Berlin,Second Stage of Tertiary Education,Never,0.17744,74,341,0.13683,0.21805
2013,Brandenburg,Upper Secondary Level,Often,0.07961,38,509,0.05607,0.10315
2013,Brandenburg,Upper Secondary Level,Sometimes,0.23649,115,509,0.19954,0.27344
2013,Brandenburg,Upper Secondary Level,Seldom,0.42763,227,509,0.38461,0.47065
2013,Brandenburg,Upper Secondary Level,Never,0.25368,129,509,0.21584,0.29152
2013,Brandenburg,First Stage of Tertiary Education,Seldom,0.61804,37,37,0.45933,0.77676
2013,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.29894,66,246,0.24162,0.35627
2013,Brandenburg,Second Stage of Tertiary Education,Seldom,0.48440,130,246,0.42182,0.54698
2013,Brandenburg,Second Stage of Tertiary Education,Never,0.15299,50,246,0.10791,0.19806
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.26277,71,285,0.21158,0.31396
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.44639,142,285,0.38858,0.50421
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.22257,72,285,0.17419,0.27095
2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.53629,82,82,0.42768,0.64489
2013,Saxony,Lower Secondary Level,Seldom,0.49196,40,40,0.33505,0.64886
2013,Saxony,Upper Secondary Level,Often,0.09304,63,905,0.07411,0.11198
2013,Saxony,Upper Secondary Level,Sometimes,0.23548,199,905,0.20782,0.26314
2013,Saxony,Upper Secondary Level,Seldom,0.39513,394,905,0.36326,0.42700
2013,Saxony,Upper Secondary Level,Never,0.26690,249,905,0.23807,0.29574
2013,Saxony,Post-secondary Non-tertiary Level,Seldom,0.45326,34,34,0.28341,0.62311
2013,Saxony,First Stage of Tertiary Education,Seldom,0.44209,54,96,0.34222,0.54196
2013,Saxony,First Stage of Tertiary Education,Never,0.27906,42,96,0.18886,0.36925
2013,Saxony,Second Stage of Tertiary Education,Sometimes,0.22242,87,431,0.18311,0.26172
2013,Saxony,Second Stage of Tertiary Education,Seldom,0.49131,214,431,0.44406,0.53856
2013,Saxony,Second Stage of Tertiary Education,Never,0.22610,130,431,0.18657,0.26564
2013,Saxony-Anhalt,Upper Secondary Level,Often,0.05904,39,514,0.03864,0.07944
2013,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.20607,112,514,0.17107,0.24107
2013,Saxony-Anhalt,Upper Secondary Level,Seldom,0.38921,205,514,0.34702,0.43140
2013,Saxony-Anhalt,Upper Secondary Level,Never,0.34205,158,514,0.30100,0.38310
2013,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,0.49446,32,32,0.31846,0.67046
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.21930,43,212,0.16347,0.27513
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.46364,113,212,0.39636,0.53093
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.25300,56,212,0.19434,0.31166
2013,Thuringa,Upper Secondary Level,Often,0.08573,47,584,0.06300,0.10845
2013,Thuringa,Upper Secondary Level,Sometimes,0.20936,129,584,0.17633,0.24238
2013,Thuringa,Upper Secondary Level,Seldom,0.38140,230,584,0.34197,0.42082
2013,Thuringa,Upper Secondary Level,Never,0.31237,178,584,0.27475,0.34999
2013,Thuringa,First Stage of Tertiary Education,Seldom,0.58395,38,38,0.42513,0.74278
2013,Thuringa,Second Stage of Tertiary Education,Sometimes,0.21748,41,203,0.16059,0.27437
2013,Thuringa,Second Stage of Tertiary Education,Seldom,0.47353,110,203,0.40467,0.54238
2013,Thuringa,Second Stage of Tertiary Education,Never,0.25673,52,203,0.19649,0.31697
2017,Schleswig-Holstein,Lower Secondary Level,Seldom,0.45290,48,84,0.34581,0.55999
2017,Schleswig-Holstein,Lower Secondary Level,Never,0.25081,36,84,0.15755,0.34407
2017,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.24267,100,418,0.20152,0.28382
2017,Schleswig-Holstein,Upper Secondary Level,Seldom,0.45581,191,418,0.40801,0.50362
2017,Schleswig-Holstein,Upper Secondary Level,Never,0.25178,127,418,0.21012,0.29344
2017,Schleswig-Holstein,Post-secondary Non-tertiary Level,Seldom,0.35682,32,32,0.18818,0.52546
2017,Schleswig-Holstein,First Stage of Tertiary Education,Seldom,0.62853,32,32,0.45843,0.79863
2017,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.16364,32,203,0.11262,0.21466
2017,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.52736,105,203,0.45851,0.59621
2017,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.23702,66,203,0.17838,0.29567
2017,Hamburg,Upper Secondary Level,Seldom,0.37369,68,128,0.28955,0.45783
2017,Hamburg,Upper Secondary Level,Never,0.43413,60,128,0.34793,0.52033
2017,Hamburg,Second Stage of Tertiary Education,Sometimes,0.12407,34,176,0.07523,0.17292
2017,Hamburg,Second Stage of Tertiary Education,Seldom,0.39590,71,176,0.32345,0.46836
2017,Hamburg,Second Stage of Tertiary Education,Never,0.46500,71,176,0.39110,0.53890
2017,Lower Saxony,Primary Level,Sometimes,0.10812,40,145,0.05740,0.15884
2017,Lower Saxony,Primary Level,Seldom,0.40296,48,145,0.32284,0.48307
2017,Lower Saxony,Primary Level,Never,0.32833,57,145,0.25163,0.40503
2017,Lower Saxony,Lower Secondary Level,Sometimes,0.25384,110,369,0.20938,0.29831
2017,Lower Saxony,Lower Secondary Level,Seldom,0.40027,154,369,0.35021,0.45033
2017,Lower Saxony,Lower Secondary Level,Never,0.25689,105,369,0.21225,0.30153
2017,Lower Saxony,Upper Secondary Level,Often,0.05195,71,1284,0.03981,0.06410
2017,Lower Saxony,Upper Secondary Level,Sometimes,0.20033,266,1284,0.17843,0.22224
2017,Lower Saxony,Upper Secondary Level,Seldom,0.44063,572,1284,0.41347,0.46780
2017,Lower Saxony,Upper Secondary Level,Never,0.30223,375,1284,0.27710,0.32736
2017,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.25122,54,215,0.19311,0.30933
2017,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.40422,98,215,0.33847,0.46997
2017,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.27777,63,215,0.21776,0.33778
2017,Lower Saxony,First Stage of Tertiary Education,Seldom,0.52353,72,107,0.42845,0.61861
2017,Lower Saxony,First Stage of Tertiary Education,Never,0.22585,35,107,0.14625,0.30545
2017,Lower Saxony,Second Stage of Tertiary Education,Often,0.06577,44,596,0.04585,0.08568
2017,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.18948,119,596,0.15799,0.22097
2017,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.43060,260,596,0.39081,0.47039
2017,Lower Saxony,Second Stage of Tertiary Education,Never,0.30595,173,596,0.26892,0.34298
2017,Bremen,Upper Secondary Level,Seldom,0.34553,34,34,0.18328,0.50778
2017,North Rhine-Westphalia,No answer / don't know,Sometimes,0.24287,39,163,0.17684,0.30890
2017,North Rhine-Westphalia,No answer / don't know,Seldom,0.40911,61,163,0.33340,0.48483
2017,North Rhine-Westphalia,No answer / don't know,Never,0.25319,63,163,0.18623,0.32015
2017,North Rhine-Westphalia,Pre-primary Level,Seldom,0.34288,50,89,0.24370,0.44205
2017,North Rhine-Westphalia,Pre-primary Level,Never,0.37332,39,89,0.27226,0.47438
2017,North Rhine-Westphalia,Primary Level,Often,0.10942,34,308,0.07450,0.14434
2017,North Rhine-Westphalia,Primary Level,Sometimes,0.30145,92,308,0.25012,0.35279
2017,North Rhine-Westphalia,Primary Level,Seldom,0.21806,66,308,0.17187,0.26425
2017,North Rhine-Westphalia,Primary Level,Never,0.30179,116,308,0.25044,0.35314
2017,North Rhine-Westphalia,Lower Secondary Level,Often,0.07876,53,722,0.05910,0.09842
2017,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.23017,184,722,0.19944,0.26089
2017,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.36010,246,722,0.32506,0.39514
2017,North Rhine-Westphalia,Lower Secondary Level,Never,0.30885,239,722,0.27513,0.34257
2017,North Rhine-Westphalia,Upper Secondary Level,Very often,0.01194,33,2458,0.00765,0.01624
2017,North Rhine-Westphalia,Upper Secondary Level,Often,0.05608,140,2458,0.04698,0.06518
2017,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.19827,499,2458,0.18250,0.21403
2017,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.41093,976,2458,0.39148,0.43039
2017,North Rhine-Westphalia,Upper Secondary Level,Never,0.32278,810,2458,0.30429,0.34127
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.18545,117,609,0.15455,0.21634
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.42841,267,609,0.38907,0.46774
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.32466,225,609,0.28743,0.36188
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.17768,48,255,0.13067,0.22469
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.54014,134,255,0.47884,0.60143
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.24067,73,255,0.18809,0.29324
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.03036,55,1281,0.02096,0.03976
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.21818,260,1281,0.19555,0.24081
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.47186,558,1281,0.44451,0.49920
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.27706,408,1281,0.25254,0.30158
2017,Hesse,Primary Level,Never,0.22979,31,31,0.07924,0.38033
2017,Hesse,Lower Secondary Level,Sometimes,0.18533,56,207,0.13227,0.23839
2017,Hesse,Lower Secondary Level,Seldom,0.35334,80,207,0.28806,0.41862
2017,Hesse,Lower Secondary Level,Never,0.38255,71,207,0.31618,0.44892
2017,Hesse,Upper Secondary Level,Often,0.05602,52,741,0.03945,0.07259
2017,Hesse,Upper Secondary Level,Sometimes,0.21438,159,741,0.18481,0.24395
2017,Hesse,Upper Secondary Level,Seldom,0.42442,316,741,0.38880,0.46003
2017,Hesse,Upper Secondary Level,Never,0.30042,214,741,0.26739,0.33345
2017,Hesse,Post-secondary Non-tertiary Level,Seldom,0.35244,70,118,0.26587,0.43900
2017,Hesse,Post-secondary Non-tertiary Level,Never,0.23327,48,118,0.15664,0.30991
2017,Hesse,First Stage of Tertiary Education,Seldom,0.58391,47,47,0.44146,0.72635
2017,Hesse,Second Stage of Tertiary Education,Sometimes,0.20697,109,504,0.17157,0.24238
2017,Hesse,Second Stage of Tertiary Education,Seldom,0.48480,251,504,0.44113,0.52848
2017,Hesse,Second Stage of Tertiary Education,Never,0.25846,144,504,0.22020,0.29672
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.18013,57,239,0.13130,0.22895
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.42246,105,239,0.35970,0.48522
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.30257,77,239,0.24421,0.36094
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.04634,35,724,0.03101,0.06166
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.14864,118,724,0.12271,0.17457
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.40703,286,724,0.37122,0.44284
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.38627,285,724,0.35078,0.42176
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.59591,70,70,0.48012,0.71170
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.18015,55,281,0.13514,0.22517
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.54429,146,281,0.48595,0.60262
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.23645,80,281,0.18668,0.28622
2017,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.14727,74,310,0.10776,0.18678
2017,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.41485,124,310,0.35992,0.46979
2017,Baden-Wuerttemberg,Lower Secondary Level,Never,0.37188,112,310,0.31799,0.42577
2017,Baden-Wuerttemberg,Upper Secondary Level,Often,0.05048,63,1284,0.03850,0.06246
2017,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.20932,260,1284,0.18706,0.23158
2017,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.43968,536,1284,0.41252,0.46684
2017,Baden-Wuerttemberg,Upper Secondary Level,Never,0.29188,425,1284,0.26700,0.31675
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.23613,51,235,0.18171,0.29055
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.42515,115,235,0.36181,0.48849
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.25015,69,235,0.19465,0.30564
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.19208,42,180,0.13437,0.24979
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.39442,83,180,0.32282,0.46601
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.36127,55,180,0.29089,0.43164
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.03097,37,874,0.01948,0.04246
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.17784,164,874,0.15248,0.20321
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.40712,361,874,0.37453,0.43971
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.37763,312,874,0.34547,0.40979
2017,Bavaria,No answer / don't know,Seldom,0.43456,31,31,0.25718,0.61195
2017,Bavaria,Primary Level,Never,0.27390,46,46,0.14360,0.40421
2017,Bavaria,Lower Secondary Level,Sometimes,0.19193,93,430,0.15466,0.22920
2017,Bavaria,Lower Secondary Level,Seldom,0.43936,173,430,0.39239,0.48632
2017,Bavaria,Lower Secondary Level,Never,0.30809,164,430,0.26440,0.35178
2017,Bavaria,Upper Secondary Level,Often,0.04413,98,1991,0.03510,0.05315
2017,Bavaria,Upper Secondary Level,Sometimes,0.20664,410,1991,0.18885,0.22443
2017,Bavaria,Upper Secondary Level,Seldom,0.45213,882,1991,0.43027,0.47400
2017,Bavaria,Upper Secondary Level,Never,0.28315,601,1991,0.26335,0.30294
2017,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.20533,65,291,0.15884,0.25182
2017,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.40907,131,291,0.35248,0.46565
2017,Bavaria,Post-secondary Non-tertiary Level,Never,0.34804,95,291,0.29322,0.40287
2017,Bavaria,First Stage of Tertiary Education,Sometimes,0.22248,65,260,0.17183,0.27314
2017,Bavaria,First Stage of Tertiary Education,Seldom,0.42997,120,260,0.36967,0.49026
2017,Bavaria,First Stage of Tertiary Education,Never,0.31580,75,260,0.25919,0.37241
2017,Bavaria,Second Stage of Tertiary Education,Often,0.03698,39,1041,0.02551,0.04845
2017,Bavaria,Second Stage of Tertiary Education,Sometimes,0.18612,186,1041,0.16247,0.20978
2017,Bavaria,Second Stage of Tertiary Education,Seldom,0.43042,482,1041,0.40032,0.46051
2017,Bavaria,Second Stage of Tertiary Education,Never,0.33221,334,1041,0.30358,0.36083
2017,Berlin,Upper Secondary Level,Sometimes,0.24847,80,325,0.20142,0.29552
2017,Berlin,Upper Secondary Level,Seldom,0.41111,159,325,0.35754,0.46469
2017,Berlin,Upper Secondary Level,Never,0.24190,86,325,0.19527,0.28853
2017,Berlin,Post-secondary Non-tertiary Level,Seldom,0.49179,38,38,0.33070,0.65287
2017,Berlin,Second Stage of Tertiary Education,Sometimes,0.19144,88,381,0.15188,0.23100
2017,Berlin,Second Stage of Tertiary Education,Seldom,0.53196,194,381,0.48179,0.58213
2017,Berlin,Second Stage of Tertiary Education,Never,0.21056,99,381,0.16956,0.25155
2017,Brandenburg,Lower Secondary Level,Seldom,0.31996,35,35,0.16317,0.47676
2017,Brandenburg,Upper Secondary Level,Often,0.06850,40,512,0.04659,0.09040
2017,Brandenburg,Upper Secondary Level,Sometimes,0.19951,95,512,0.16486,0.23416
2017,Brandenburg,Upper Secondary Level,Seldom,0.44746,228,512,0.40435,0.49057
2017,Brandenburg,Upper Secondary Level,Never,0.27771,149,512,0.23888,0.31655
2017,Brandenburg,First Stage of Tertiary Education,Seldom,0.54257,38,38,0.38205,0.70310
