year,pgisced97,quintil_oecd,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.25356,70,291,0.20349,0.30363
2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.42946,119,291,0.37249,0.48643
2013,Post-secondary Non-tertiary Level,1st Quintile,Never,0.15002,61,291,0.10892,0.19112
2013,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.22823,84,346,0.18394,0.27251
2013,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.49053,167,346,0.43778,0.54328
2013,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.25770,95,346,0.21155,0.30386
2013,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.26722,73,336,0.21983,0.31460
2013,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.44036,169,336,0.38720,0.49352
2013,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.21036,94,336,0.16672,0.25401
2013,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.21109,72,341,0.16771,0.25446
2013,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.43657,162,341,0.38385,0.48929
2013,Post-secondary Non-tertiary Level,4th Quintile,Never,0.30569,107,341,0.25672,0.35466
2013,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.20851,64,374,0.16728,0.24974
2013,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.49294,195,374,0.44221,0.54368
2013,Post-secondary Non-tertiary Level,5th Quintile,Never,0.26342,115,374,0.21871,0.30812
2013,First Stage of Tertiary Education,1st Quintile,Sometimes,0.18134,31,125,0.11352,0.24916
2013,First Stage of Tertiary Education,1st Quintile,Seldom,0.32019,60,125,0.23807,0.40231
2013,First Stage of Tertiary Education,1st Quintile,Never,0.24608,34,125,0.17027,0.32190
2013,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.30318,70,274,0.24866,0.35770
2013,First Stage of Tertiary Education,2nd Quintile,Seldom,0.40912,135,274,0.35079,0.46744
2013,First Stage of Tertiary Education,2nd Quintile,Never,0.24541,69,274,0.19436,0.29646
2013,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.22248,82,372,0.18015,0.26480
2013,First Stage of Tertiary Education,3rd Quintile,Seldom,0.45935,177,372,0.40864,0.51006
2013,First Stage of Tertiary Education,3rd Quintile,Never,0.27423,113,372,0.22884,0.31963
2013,First Stage of Tertiary Education,4th Quintile,Sometimes,0.20143,79,401,0.16213,0.24074
2013,First Stage of Tertiary Education,4th Quintile,Seldom,0.49394,208,401,0.44494,0.54294
2013,First Stage of Tertiary Education,4th Quintile,Never,0.27577,114,401,0.23197,0.31956
2013,First Stage of Tertiary Education,5th Quintile,Sometimes,0.17144,68,407,0.13478,0.20811
2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.52503,205,407,0.47645,0.57360
2013,First Stage of Tertiary Education,5th Quintile,Never,0.27771,134,407,0.23414,0.32127
2013,Second Stage of Tertiary Education,1st Quintile,Often,0.10517,34,390,0.07468,0.13565
2013,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.22667,99,390,0.18506,0.26828
2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.46227,169,390,0.41272,0.51181
2013,Second Stage of Tertiary Education,1st Quintile,Never,0.19397,88,390,0.15467,0.23326
2013,Second Stage of Tertiary Education,2nd Quintile,Often,0.08725,45,610,0.06483,0.10966
2013,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.22240,138,610,0.18937,0.25543
2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.44842,277,610,0.40892,0.48792
2013,Second Stage of Tertiary Education,2nd Quintile,Never,0.22574,150,610,0.19253,0.25894
2013,Second Stage of Tertiary Education,3rd Quintile,Often,0.04212,36,859,0.02868,0.05556
2013,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.21123,169,859,0.18392,0.23855
2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.48962,422,859,0.45617,0.52307
2013,Second Stage of Tertiary Education,3rd Quintile,Never,0.24754,232,859,0.21866,0.27642
2013,Second Stage of Tertiary Education,4th Quintile,Often,0.03960,31,1311,0.02904,0.05016
2013,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.18449,222,1311,0.16349,0.20550
2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.52616,680,1311,0.49912,0.55320
2013,Second Stage of Tertiary Education,4th Quintile,Never,0.24708,378,1311,0.22373,0.27044
2013,Second Stage of Tertiary Education,5th Quintile,Often,0.02536,57,2612,0.01933,0.03139
2013,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.14613,370,2612,0.13258,0.15968
2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.51537,1312,2612,0.49620,0.53454
2013,Second Stage of Tertiary Education,5th Quintile,Never,0.31110,873,2612,0.29334,0.32885
2017,No answer / don't know,1st Quintile,Sometimes,0.29824,64,218,0.23737,0.35911
2017,No answer / don't know,1st Quintile,Seldom,0.38330,84,218,0.31861,0.44799
2017,No answer / don't know,1st Quintile,Never,0.19637,70,218,0.14352,0.24923
2017,No answer / don't know,2nd Quintile,Sometimes,0.18291,36,123,0.11431,0.25151
2017,No answer / don't know,2nd Quintile,Seldom,0.49738,53,123,0.40866,0.58611
2017,No answer / don't know,2nd Quintile,Never,0.19158,34,123,0.12175,0.26142
2017,No answer / don't know,4th Quintile,Seldom,0.31762,35,35,0.16113,0.47411
2017,Pre-primary Level,1st Quintile,Seldom,0.41451,44,78,0.30447,0.52454
2017,Pre-primary Level,1st Quintile,Never,0.31310,34,78,0.20951,0.41669
2017,Pre-primary Level,4th Quintile,Seldom,0.55395,33,33,0.38172,0.72618
2017,Primary Level,1st Quintile,Often,0.16449,38,235,0.11699,0.21199
2017,Primary Level,1st Quintile,Sometimes,0.29588,68,235,0.23739,0.35436
2017,Primary Level,1st Quintile,Seldom,0.22485,66,235,0.17135,0.27834
2017,Primary Level,1st Quintile,Never,0.29107,63,235,0.23287,0.34928
2017,Primary Level,2nd Quintile,Seldom,0.46689,36,36,0.30160,0.63218
2017,Lower Secondary Level,1st Quintile,Very often,0.03443,33,1005,0.02315,0.04570
2017,Lower Secondary Level,1st Quintile,Often,0.09745,88,1005,0.07910,0.11579
2017,Lower Secondary Level,1st Quintile,Sometimes,0.23360,249,1005,0.20743,0.25978
2017,Lower Secondary Level,1st Quintile,Seldom,0.35763,349,1005,0.32798,0.38728
2017,Lower Secondary Level,1st Quintile,Never,0.27690,286,1005,0.24922,0.30457
2017,Lower Secondary Level,2nd Quintile,Often,0.05287,37,600,0.03495,0.07079
2017,Lower Secondary Level,2nd Quintile,Sometimes,0.19388,128,600,0.16222,0.22554
2017,Lower Secondary Level,2nd Quintile,Seldom,0.39528,229,600,0.35613,0.43444
2017,Lower Secondary Level,2nd Quintile,Never,0.32983,206,600,0.29218,0.36748
2017,Lower Secondary Level,3rd Quintile,Sometimes,0.21703,98,375,0.17525,0.25881
2017,Lower Secondary Level,3rd Quintile,Seldom,0.38305,149,375,0.33378,0.43232
2017,Lower Secondary Level,3rd Quintile,Never,0.34347,128,375,0.29535,0.39160
2017,Lower Secondary Level,4th Quintile,Sometimes,0.21529,52,222,0.16110,0.26948
2017,Lower Secondary Level,4th Quintile,Seldom,0.41903,96,222,0.35397,0.48408
2017,Lower Secondary Level,4th Quintile,Never,0.28222,74,222,0.22288,0.34156
2017,Lower Secondary Level,5th Quintile,Seldom,0.50550,52,52,0.36828,0.64272
2017,Upper Secondary Level,1st Quintile,Very often,0.02682,52,2183,0.02004,0.03359
2017,Upper Secondary Level,1st Quintile,Often,0.09220,189,2183,0.08006,0.10434
2017,Upper Secondary Level,1st Quintile,Sometimes,0.24797,540,2183,0.22985,0.26609
2017,Upper Secondary Level,1st Quintile,Seldom,0.35897,795,2183,0.33884,0.37910
2017,Upper Secondary Level,1st Quintile,Never,0.27404,607,2183,0.25533,0.29276
2017,Upper Secondary Level,2nd Quintile,Very often,0.01260,36,2567,0.00828,0.01692
2017,Upper Secondary Level,2nd Quintile,Often,0.05533,147,2567,0.04648,0.06417
2017,Upper Secondary Level,2nd Quintile,Sometimes,0.20129,515,2567,0.18577,0.21680
2017,Upper Secondary Level,2nd Quintile,Seldom,0.41803,1029,2567,0.39895,0.43712
2017,Upper Secondary Level,2nd Quintile,Never,0.31276,840,2567,0.29482,0.33069
2017,Upper Secondary Level,3rd Quintile,Often,0.03805,96,2217,0.03009,0.04602
2017,Upper Secondary Level,3rd Quintile,Sometimes,0.21684,451,2217,0.19968,0.23400
2017,Upper Secondary Level,3rd Quintile,Seldom,0.42025,947,2217,0.39970,0.44081
2017,Upper Secondary Level,3rd Quintile,Never,0.31767,723,2217,0.29829,0.33705
2017,Upper Secondary Level,4th Quintile,Often,0.04220,86,1938,0.03325,0.05116
2017,Upper Secondary Level,4th Quintile,Sometimes,0.18602,348,1938,0.16869,0.20335
2017,Upper Secondary Level,4th Quintile,Seldom,0.46058,874,1938,0.43838,0.48278
2017,Upper Secondary Level,4th Quintile,Never,0.30460,630,1938,0.28411,0.32510
2017,Upper Secondary Level,5th Quintile,Often,0.03589,44,1369,0.02603,0.04574
2017,Upper Secondary Level,5th Quintile,Sometimes,0.17261,234,1369,0.15258,0.19263
2017,Upper Secondary Level,5th Quintile,Seldom,0.46036,631,1369,0.43395,0.48678
2017,Upper Secondary Level,5th Quintile,Never,0.32793,460,1369,0.30305,0.35281
2017,Post-secondary Non-tertiary Level,1st Quintile,Often,0.13676,33,334,0.09986,0.17367
2017,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.24533,93,334,0.19911,0.29154
2017,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.27712,102,334,0.22905,0.32519
2017,Post-secondary Non-tertiary Level,1st Quintile,Never,0.33234,106,334,0.28175,0.38294
2017,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.25430,101,387,0.21086,0.29774
2017,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.42022,176,387,0.37098,0.46946
2017,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.22787,110,387,0.18602,0.26972
2017,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.17960,71,381,0.14100,0.21819
2017,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.39048,177,381,0.34143,0.43953
2017,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.37514,133,381,0.32646,0.42382
2017,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.22952,72,361,0.18608,0.27296
2017,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.44866,178,361,0.39728,0.50003
2017,Post-secondary Non-tertiary Level,4th Quintile,Never,0.27986,111,361,0.23349,0.32624
2017,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.18651,46,303,0.14258,0.23044
2017,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.45692,152,303,0.40073,0.51310
2017,Post-secondary Non-tertiary Level,5th Quintile,Never,0.28976,105,303,0.23860,0.34093
2017,First Stage of Tertiary Education,1st Quintile,Seldom,0.39790,48,48,0.25796,0.53783
2017,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.27275,58,219,0.21363,0.33187
2017,First Stage of Tertiary Education,2nd Quintile,Seldom,0.40213,98,219,0.33704,0.46722
2017,First Stage of Tertiary Education,2nd Quintile,Never,0.21344,63,219,0.15905,0.26783
2017,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.22576,61,272,0.17598,0.27554
2017,First Stage of Tertiary Education,3rd Quintile,Seldom,0.44188,127,272,0.38275,0.50101
2017,First Stage of Tertiary Education,3rd Quintile,Never,0.31255,84,272,0.25736,0.36774
2017,First Stage of Tertiary Education,4th Quintile,Sometimes,0.13949,53,325,0.10176,0.17721
2017,First Stage of Tertiary Education,4th Quintile,Seldom,0.50851,173,325,0.45407,0.56295
2017,First Stage of Tertiary Education,4th Quintile,Never,0.31497,99,325,0.26439,0.36555
2017,First Stage of Tertiary Education,5th Quintile,Sometimes,0.13695,64,341,0.10041,0.17350
2017,First Stage of Tertiary Education,5th Quintile,Seldom,0.54162,175,341,0.48866,0.59458
2017,First Stage of Tertiary Education,5th Quintile,Never,0.30764,102,341,0.25858,0.35669
2017,Second Stage of Tertiary Education,1st Quintile,Often,0.14140,51,458,0.10945,0.17334
2017,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.19830,122,458,0.16175,0.23486
2017,Second Stage of Tertiary Education,1st Quintile,Seldom,0.41524,170,458,0.37006,0.46042
2017,Second Stage of Tertiary Education,1st Quintile,Never,0.23752,115,458,0.19850,0.27654
2017,Second Stage of Tertiary Education,2nd Quintile,Often,0.06352,45,637,0.04456,0.08247
2017,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.22448,160,637,0.19205,0.25691
2017,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.39236,252,637,0.35441,0.43031
2017,Second Stage of Tertiary Education,2nd Quintile,Never,0.29045,180,637,0.25517,0.32573
2017,Second Stage of Tertiary Education,3rd Quintile,Often,0.06353,48,905,0.04763,0.07943
2017,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.22294,188,905,0.19581,0.25007
2017,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.42165,407,905,0.38946,0.45384
2017,Second Stage of Tertiary Education,3rd Quintile,Never,0.28060,262,905,0.25131,0.30989
2017,Second Stage of Tertiary Education,4th Quintile,Often,0.02491,42,1290,0.01640,0.03342
2017,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.16931,225,1290,0.14884,0.18979
2017,Second Stage of Tertiary Education,4th Quintile,Seldom,0.48283,603,1290,0.45555,0.51011
2017,Second Stage of Tertiary Education,4th Quintile,Never,0.32202,420,1290,0.29652,0.34753
2017,Second Stage of Tertiary Education,5th Quintile,Often,0.02330,69,2283,0.01711,0.02949
2017,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.18097,346,2283,0.16518,0.19677
2017,Second Stage of Tertiary Education,5th Quintile,Seldom,0.46960,1087,2283,0.44912,0.49007
2017,Second Stage of Tertiary Education,5th Quintile,Never,0.32186,781,2283,0.30269,0.34103
2021,No answer / don't know,1st Quintile,Often,0.07288,31,293,0.04306,0.10269
2021,No answer / don't know,1st Quintile,Sometimes,0.27187,88,293,0.22084,0.32291
2021,No answer / don't know,1st Quintile,Seldom,0.29546,66,293,0.24313,0.34779
2021,No answer / don't know,1st Quintile,Never,0.34074,108,293,0.28638,0.39511
2021,No answer / don't know,2nd Quintile,Seldom,0.55694,49,82,0.44876,0.66512
2021,No answer / don't know,2nd Quintile,Never,0.17964,33,82,0.09604,0.26324
2021,No answer / don't know,3rd Quintile,Seldom,0.64107,36,36,0.48215,0.79999
2021,No answer / don't know,4th Quintile,Seldom,0.58478,36,36,0.42153,0.74803
2021,No answer / don't know,5th Quintile,Seldom,0.48360,66,112,0.39063,0.57657
2021,No answer / don't know,5th Quintile,Never,0.19996,46,112,0.12555,0.27437
2021,Primary Level,1st Quintile,Very often,0.05301,53,673,0.03607,0.06995
2021,Primary Level,1st Quintile,Often,0.08975,85,673,0.06814,0.11136
2021,Primary Level,1st Quintile,Sometimes,0.25015,187,673,0.21740,0.28289
2021,Primary Level,1st Quintile,Seldom,0.32676,107,673,0.29129,0.36222
2021,Primary Level,1st Quintile,Never,0.28033,241,673,0.24637,0.31430
2021,Primary Level,2nd Quintile,Sometimes,0.38081,38,71,0.26706,0.49457
2021,Primary Level,2nd Quintile,Never,0.19744,33,71,0.10419,0.29069
2021,Lower Secondary Level,1st Quintile,Very often,0.04622,43,812,0.03177,0.06067
2021,Lower Secondary Level,1st Quintile,Often,0.14659,101,812,0.12224,0.17093
2021,Lower Secondary Level,1st Quintile,Sometimes,0.19357,195,812,0.16638,0.22077
2021,Lower Secondary Level,1st Quintile,Seldom,0.34739,221,812,0.31462,0.38016
2021,Lower Secondary Level,1st Quintile,Never,0.26623,252,812,0.23581,0.29665
2021,Lower Secondary Level,2nd Quintile,Often,0.07785,43,392,0.05129,0.10441
2021,Lower Secondary Level,2nd Quintile,Sometimes,0.19842,88,392,0.15889,0.23795
2021,Lower Secondary Level,2nd Quintile,Seldom,0.45933,155,392,0.40994,0.50873
2021,Lower Secondary Level,2nd Quintile,Never,0.23353,106,392,0.19159,0.27546
2021,Lower Secondary Level,3rd Quintile,Sometimes,0.19771,50,195,0.14167,0.25376
2021,Lower Secondary Level,3rd Quintile,Seldom,0.54047,97,195,0.47034,0.61060
2021,Lower Secondary Level,3rd Quintile,Never,0.18947,48,195,0.13433,0.24462
2021,Lower Secondary Level,4th Quintile,Sometimes,0.25295,34,151,0.18338,0.32251
2021,Lower Secondary Level,4th Quintile,Seldom,0.41821,65,151,0.33927,0.49715
2021,Lower Secondary Level,4th Quintile,Never,0.27547,52,151,0.20398,0.34697
2021,Lower Secondary Level,5th Quintile,Seldom,0.61220,42,73,0.49965,0.72474
2021,Lower Secondary Level,5th Quintile,Never,0.20535,31,73,0.11204,0.29866
2021,Upper Secondary Level,1st Quintile,Very often,0.03739,61,1751,0.02850,0.04628
2021,Upper Secondary Level,1st Quintile,Often,0.07853,140,1751,0.06592,0.09113
2021,Upper Secondary Level,1st Quintile,Sometimes,0.23914,411,1751,0.21915,0.25912
2021,Upper Secondary Level,1st Quintile,Seldom,0.37999,615,1751,0.35725,0.40273
2021,Upper Secondary Level,1st Quintile,Never,0.26496,524,1751,0.24428,0.28563
2021,Upper Secondary Level,2nd Quintile,Often,0.06197,104,1649,0.05033,0.07361
2021,Upper Secondary Level,2nd Quintile,Sometimes,0.22047,363,1649,0.20045,0.24048
2021,Upper Secondary Level,2nd Quintile,Seldom,0.43680,705,1649,0.41286,0.46075
2021,Upper Secondary Level,2nd Quintile,Never,0.26516,477,1649,0.24385,0.28647
2021,Upper Secondary Level,3rd Quintile,Often,0.06096,96,1434,0.04857,0.07335
2021,Upper Secondary Level,3rd Quintile,Sometimes,0.19185,287,1434,0.17146,0.21223
2021,Upper Secondary Level,3rd Quintile,Seldom,0.45156,629,1434,0.42580,0.47733
2021,Upper Secondary Level,3rd Quintile,Never,0.28796,422,1434,0.26452,0.31141
2021,Upper Secondary Level,4th Quintile,Often,0.04738,62,1229,0.03550,0.05926
2021,Upper Secondary Level,4th Quintile,Sometimes,0.21923,254,1229,0.19609,0.24237
2021,Upper Secondary Level,4th Quintile,Seldom,0.42377,552,1229,0.39613,0.45141
2021,Upper Secondary Level,4th Quintile,Never,0.29520,361,1229,0.26968,0.32071
2021,Upper Secondary Level,5th Quintile,Often,0.03772,47,1124,0.02657,0.04886
2021,Upper Secondary Level,5th Quintile,Sometimes,0.17978,194,1124,0.15732,0.20224
2021,Upper Secondary Level,5th Quintile,Seldom,0.50761,530,1124,0.47837,0.53685
2021,Upper Secondary Level,5th Quintile,Never,0.26923,353,1124,0.24329,0.29518
2021,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.30868,84,262,0.25263,0.36472
2021,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.36592,95,262,0.30749,0.42436
2021,Post-secondary Non-tertiary Level,1st Quintile,Never,0.21672,83,262,0.16674,0.26671
2021,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.24714,78,307,0.19880,0.29547
2021,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.49321,138,307,0.43719,0.54923
2021,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.19718,91,307,0.15260,0.24176
2021,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.18871,72,318,0.14564,0.23178
2021,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.47781,151,318,0.42283,0.53280
2021,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.27000,95,318,0.22113,0.31888
2021,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.17456,56,287,0.13057,0.21856
2021,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.52492,149,287,0.46704,0.58279
2021,Post-secondary Non-tertiary Level,4th Quintile,Never,0.25946,82,287,0.20866,0.31026
2021,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.19353,52,286,0.14766,0.23940
2021,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.45254,147,286,0.39475,0.51032
2021,Post-secondary Non-tertiary Level,5th Quintile,Never,0.27103,87,286,0.21942,0.32263
2021,First Stage of Tertiary Education,1st Quintile,Seldom,0.52016,41,41,0.36533,0.67498
2021,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.18560,34,160,0.12516,0.24603
2021,First Stage of Tertiary Education,2nd Quintile,Seldom,0.49367,76,160,0.41596,0.57138
2021,First Stage of Tertiary Education,2nd Quintile,Never,0.24456,50,160,0.17775,0.31137
2021,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.18086,36,181,0.12463,0.23709
2021,First Stage of Tertiary Education,3rd Quintile,Seldom,0.46694,93,181,0.39405,0.53982
2021,First Stage of Tertiary Education,3rd Quintile,Never,0.33188,52,181,0.26309,0.40067
2021,First Stage of Tertiary Education,4th Quintile,Sometimes,0.18800,44,217,0.13589,0.24010
2021,First Stage of Tertiary Education,4th Quintile,Seldom,0.51882,112,217,0.45219,0.58546
2021,First Stage of Tertiary Education,4th Quintile,Never,0.23380,61,217,0.17736,0.29025
2021,First Stage of Tertiary Education,5th Quintile,Sometimes,0.18053,61,312,0.13778,0.22327
2021,First Stage of Tertiary Education,5th Quintile,Seldom,0.46381,153,312,0.40838,0.51923
2021,First Stage of Tertiary Education,5th Quintile,Never,0.33243,98,312,0.28007,0.38479
2021,Second Stage of Tertiary Education,1st Quintile,Often,0.11412,91,724,0.09094,0.13730
2021,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.21932,191,724,0.18916,0.24949
2021,Second Stage of Tertiary Education,1st Quintile,Seldom,0.47336,247,724,0.43696,0.50975
2021,Second Stage of Tertiary Education,1st Quintile,Never,0.16219,195,724,0.13532,0.18906
2021,Second Stage of Tertiary Education,2nd Quintile,Often,0.08037,52,655,0.05954,0.10121
2021,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.22626,170,655,0.19419,0.25832
2021,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.44961,285,655,0.41148,0.48773
2021,Second Stage of Tertiary Education,2nd Quintile,Never,0.23475,148,655,0.20227,0.26724
2021,Second Stage of Tertiary Education,3rd Quintile,Often,0.04971,39,785,0.03450,0.06493
2021,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.26514,189,785,0.23425,0.29604
2021,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.46403,351,785,0.42912,0.49894
2021,Second Stage of Tertiary Education,3rd Quintile,Never,0.21935,206,785,0.19038,0.24831
2021,Second Stage of Tertiary Education,4th Quintile,Often,0.03704,56,1141,0.02608,0.04801
2021,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.19460,224,1141,0.17162,0.21758
2021,Second Stage of Tertiary Education,4th Quintile,Seldom,0.50931,559,1141,0.48029,0.53833
