year,age_gr,quintil_oecd,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,17-29 y.,2nd Quintile,No,0.97326,634,634,0.96069,0.98583
1998,17-29 y.,3rd Quintile,No,0.98005,534,534,0.96817,0.99192
1998,17-29 y.,4th Quintile,No,0.96884,580,580,0.95469,0.98299
1998,17-29 y.,5th Quintile,No,0.99407,366,366,0.98620,1.00195
1998,30-45 y.,1st Quintile,Yes,0.06404,43,749,0.04650,0.08159
1998,30-45 y.,1st Quintile,No,0.93117,706,749,0.91302,0.94931
1998,30-45 y.,2nd Quintile,Yes,0.04953,44,940,0.03565,0.06341
1998,30-45 y.,2nd Quintile,No,0.94362,896,940,0.92887,0.95837
1998,30-45 y.,3rd Quintile,Yes,0.04028,37,891,0.02736,0.05319
1998,30-45 y.,3rd Quintile,No,0.94967,854,891,0.93531,0.96404
1998,30-45 y.,4th Quintile,Yes,0.03935,32,860,0.02635,0.05236
1998,30-45 y.,4th Quintile,No,0.95886,828,860,0.94558,0.97214
1998,30-45 y.,5th Quintile,Yes,0.03862,31,763,0.02494,0.05230
1998,30-45 y.,5th Quintile,No,0.95751,732,763,0.94319,0.97183
1998,46-65 y.,1st Quintile,Yes,0.25200,129,567,0.21623,0.28777
1998,46-65 y.,1st Quintile,No,0.70480,438,567,0.66723,0.74238
1998,46-65 y.,2nd Quintile,Yes,0.23541,133,602,0.20149,0.26933
1998,46-65 y.,2nd Quintile,No,0.73321,469,602,0.69785,0.76857
1998,46-65 y.,3rd Quintile,Yes,0.19662,128,726,0.16769,0.22556
1998,46-65 y.,3rd Quintile,No,0.78945,598,726,0.75977,0.81913
1998,46-65 y.,4th Quintile,Yes,0.19890,151,850,0.17205,0.22575
1998,46-65 y.,4th Quintile,No,0.77569,699,850,0.74763,0.80375
1998,46-65 y.,5th Quintile,Yes,0.12335,119,915,0.10204,0.14467
1998,46-65 y.,5th Quintile,No,0.87269,796,915,0.85109,0.89430
1998,66 and older,1st Quintile,Yes,0.31028,92,311,0.25879,0.36178
1998,66 and older,1st Quintile,No,0.66463,219,311,0.61208,0.71719
1998,66 and older,2nd Quintile,Yes,0.29657,103,350,0.24865,0.34449
1998,66 and older,2nd Quintile,No,0.68079,247,350,0.63188,0.72969
1998,66 and older,3rd Quintile,Yes,0.30261,100,357,0.25489,0.35033
1998,66 and older,3rd Quintile,No,0.64973,257,357,0.60017,0.69929
1998,66 and older,4th Quintile,Yes,0.28744,71,268,0.23315,0.34172
1998,66 and older,4th Quintile,No,0.70306,197,268,0.64825,0.75786
1998,66 and older,5th Quintile,Yes,0.30371,62,227,0.24375,0.36366
1998,66 and older,5th Quintile,No,0.68320,165,227,0.62255,0.74386
1999,17-29 y.,1st Quintile,No,0.96470,719,719,0.95120,0.97820
1999,17-29 y.,2nd Quintile,No,0.97236,631,631,0.95956,0.98516
1999,17-29 y.,3rd Quintile,No,0.98257,610,610,0.97217,0.99296
1999,17-29 y.,4th Quintile,No,0.99326,555,555,0.98644,1.00007
1999,17-29 y.,5th Quintile,No,0.98176,394,394,0.96854,0.99499
1999,30-45 y.,1st Quintile,Yes,0.04252,38,861,0.02904,0.05601
1999,30-45 y.,1st Quintile,No,0.95470,823,861,0.94080,0.96860
1999,30-45 y.,2nd Quintile,Yes,0.03753,39,1050,0.02603,0.04904
1999,30-45 y.,2nd Quintile,No,0.96156,1011,1050,0.94993,0.97320
1999,30-45 y.,3rd Quintile,Yes,0.04728,48,996,0.03409,0.06047
1999,30-45 y.,3rd Quintile,No,0.94931,948,996,0.93568,0.96294
1999,30-45 y.,4th Quintile,Yes,0.03558,32,953,0.02381,0.04735
1999,30-45 y.,4th Quintile,No,0.96442,921,953,0.95265,0.97619
1999,30-45 y.,5th Quintile,Yes,0.03654,33,847,0.02389,0.04918
1999,30-45 y.,5th Quintile,No,0.96315,814,847,0.95045,0.97585
1999,46-65 y.,1st Quintile,Yes,0.24452,134,610,0.21039,0.27866
1999,46-65 y.,1st Quintile,No,0.75172,476,610,0.71741,0.78603
1999,46-65 y.,2nd Quintile,Yes,0.22240,148,717,0.19194,0.25287
1999,46-65 y.,2nd Quintile,No,0.75287,569,717,0.72128,0.78447
1999,46-65 y.,3rd Quintile,Yes,0.19415,146,791,0.16657,0.22174
1999,46-65 y.,3rd Quintile,No,0.80531,645,791,0.77770,0.83292
1999,46-65 y.,4th Quintile,Yes,0.18073,164,966,0.15645,0.20501
1999,46-65 y.,4th Quintile,No,0.81481,802,966,0.79030,0.83932
1999,46-65 y.,5th Quintile,Yes,0.13830,152,1087,0.11777,0.15883
1999,46-65 y.,5th Quintile,No,0.85904,935,1087,0.83834,0.87974
1999,66 and older,1st Quintile,Yes,0.30911,103,361,0.26137,0.35684
1999,66 and older,1st Quintile,No,0.67934,258,361,0.63113,0.72756
1999,66 and older,2nd Quintile,Yes,0.27804,115,452,0.23669,0.31939
1999,66 and older,2nd Quintile,No,0.70930,337,452,0.66739,0.75121
1999,66 and older,3rd Quintile,Yes,0.33397,126,410,0.28826,0.37968
1999,66 and older,3rd Quintile,No,0.65641,284,410,0.61039,0.70244
1999,66 and older,4th Quintile,Yes,0.34142,88,299,0.28758,0.39526
1999,66 and older,4th Quintile,No,0.65858,211,299,0.60474,0.71242
1999,66 and older,5th Quintile,Yes,0.30191,71,268,0.24684,0.35697
1999,66 and older,5th Quintile,No,0.69554,197,268,0.64034,0.75073
2000,17-29 y.,1st Quintile,No,0.95966,681,681,0.94487,0.97445
2000,17-29 y.,2nd Quintile,No,0.97745,611,611,0.96567,0.98923
2000,17-29 y.,3rd Quintile,No,0.98791,571,571,0.97894,0.99688
2000,17-29 y.,4th Quintile,No,0.97962,521,521,0.96747,0.99176
2000,17-29 y.,5th Quintile,No,0.96468,360,360,0.94558,0.98377
2000,30-45 y.,1st Quintile,Yes,0.06088,46,791,0.04420,0.07755
2000,30-45 y.,1st Quintile,No,0.93621,745,791,0.91917,0.95325
2000,30-45 y.,2nd Quintile,Yes,0.04665,44,1026,0.03374,0.05956
2000,30-45 y.,2nd Quintile,No,0.94574,982,1026,0.93188,0.95961
2000,30-45 y.,3rd Quintile,Yes,0.03603,37,947,0.02415,0.04791
2000,30-45 y.,3rd Quintile,No,0.96397,910,947,0.95209,0.97585
2000,30-45 y.,4th Quintile,No,0.96771,898,898,0.95615,0.97928
2000,30-45 y.,5th Quintile,No,0.96988,848,848,0.95837,0.98139
2000,46-65 y.,1st Quintile,Yes,0.23178,136,635,0.19893,0.26463
2000,46-65 y.,1st Quintile,No,0.76526,499,635,0.73226,0.79825
2000,46-65 y.,2nd Quintile,Yes,0.24387,158,672,0.21138,0.27636
2000,46-65 y.,2nd Quintile,No,0.75613,514,672,0.72364,0.78862
2000,46-65 y.,3rd Quintile,Yes,0.16935,137,806,0.14344,0.19526
2000,46-65 y.,3rd Quintile,No,0.82988,669,806,0.80393,0.85584
2000,46-65 y.,4th Quintile,Yes,0.17268,155,944,0.14855,0.19680
2000,46-65 y.,4th Quintile,No,0.82305,789,944,0.79869,0.84741
2000,46-65 y.,5th Quintile,Yes,0.15643,158,1041,0.13436,0.17851
2000,46-65 y.,5th Quintile,No,0.84293,883,1041,0.82082,0.86505
2000,66 and older,1st Quintile,Yes,0.29852,124,449,0.25614,0.34089
2000,66 and older,1st Quintile,No,0.68823,325,449,0.64533,0.73112
2000,66 and older,2nd Quintile,Yes,0.26629,116,435,0.22470,0.30787
2000,66 and older,2nd Quintile,No,0.72051,319,435,0.67829,0.76273
2000,66 and older,3rd Quintile,Yes,0.26983,99,376,0.22491,0.31476
2000,66 and older,3rd Quintile,No,0.71996,277,376,0.67451,0.76540
2000,66 and older,4th Quintile,Yes,0.33846,85,283,0.28323,0.39368
2000,66 and older,4th Quintile,No,0.64900,198,283,0.59329,0.70471
2000,66 and older,5th Quintile,Yes,0.33455,72,241,0.27485,0.39424
2000,66 and older,5th Quintile,No,0.65336,169,241,0.59315,0.71357
2001,17-29 y.,1st Quintile,No,0.97214,965,965,0.96175,0.98253
2001,17-29 y.,2nd Quintile,No,0.98749,890,890,0.98019,0.99480
2001,17-29 y.,3rd Quintile,No,0.98919,826,826,0.98213,0.99625
2001,17-29 y.,4th Quintile,No,0.98174,790,790,0.97240,0.99108
2001,17-29 y.,5th Quintile,No,0.98443,551,551,0.97408,0.99478
2001,30-45 y.,1st Quintile,Yes,0.06729,74,1219,0.05322,0.08136
2001,30-45 y.,1st Quintile,No,0.92637,1145,1219,0.91170,0.94104
2001,30-45 y.,2nd Quintile,Yes,0.04930,69,1521,0.03842,0.06019
2001,30-45 y.,2nd Quintile,No,0.94599,1452,1521,0.93463,0.95735
2001,30-45 y.,3rd Quintile,Yes,0.04263,57,1572,0.03264,0.05262
2001,30-45 y.,3rd Quintile,No,0.95665,1515,1572,0.94658,0.96672
2001,30-45 y.,4th Quintile,Yes,0.03160,51,1540,0.02286,0.04034
2001,30-45 y.,4th Quintile,No,0.96337,1489,1540,0.95399,0.97276
2001,30-45 y.,5th Quintile,Yes,0.03730,52,1458,0.02757,0.04703
2001,30-45 y.,5th Quintile,No,0.96237,1406,1458,0.95260,0.97214
2001,46-65 y.,1st Quintile,Yes,0.24199,213,932,0.21448,0.26950
2001,46-65 y.,1st Quintile,No,0.74802,719,932,0.72013,0.77591
2001,46-65 y.,2nd Quintile,Yes,0.21414,228,1110,0.19000,0.23829
2001,46-65 y.,2nd Quintile,No,0.78255,882,1110,0.75827,0.80683
2001,46-65 y.,3rd Quintile,Yes,0.18197,255,1390,0.16168,0.20226
2001,46-65 y.,3rd Quintile,No,0.81145,1135,1390,0.79088,0.83202
2001,46-65 y.,4th Quintile,Yes,0.17019,271,1657,0.15209,0.18829
2001,46-65 y.,4th Quintile,No,0.82380,1386,1657,0.80545,0.84215
2001,46-65 y.,5th Quintile,Yes,0.13382,246,1968,0.11877,0.14887
2001,46-65 y.,5th Quintile,No,0.85922,1722,1968,0.84385,0.87459
2001,66 and older,1st Quintile,Yes,0.20477,141,700,0.17486,0.23469
2001,66 and older,1st Quintile,No,0.78069,559,700,0.75002,0.81137
2001,66 and older,2nd Quintile,Yes,0.20868,169,832,0.18105,0.23631
2001,66 and older,2nd Quintile,No,0.77788,663,832,0.74962,0.80614
2001,66 and older,3rd Quintile,Yes,0.27420,192,721,0.24162,0.30679
2001,66 and older,3rd Quintile,No,0.72008,529,721,0.68729,0.75288
2001,66 and older,4th Quintile,Yes,0.27925,152,586,0.24289,0.31560
2001,66 and older,4th Quintile,No,0.71563,434,586,0.67907,0.75218
2001,66 and older,5th Quintile,Yes,0.28694,143,531,0.24843,0.32545
2001,66 and older,5th Quintile,No,0.70379,388,531,0.66492,0.74266
2002,17-29 y.,1st Quintile,No,0.96227,808,808,0.94913,0.97542
2002,17-29 y.,2nd Quintile,No,0.96727,777,777,0.95475,0.97979
2002,17-29 y.,3rd Quintile,No,0.97831,742,742,0.96782,0.98880
2002,17-29 y.,4th Quintile,No,0.97811,723,723,0.96743,0.98878
2002,17-29 y.,5th Quintile,No,0.98731,658,658,0.97875,0.99587
2002,30-45 y.,1st Quintile,Yes,0.06287,68,1039,0.04811,0.07764
2002,30-45 y.,1st Quintile,No,0.93338,971,1039,0.91821,0.94855
2002,30-45 y.,2nd Quintile,Yes,0.04967,56,1233,0.03754,0.06180
2002,30-45 y.,2nd Quintile,No,0.94825,1177,1233,0.93588,0.96062
2002,30-45 y.,3rd Quintile,Yes,0.04202,55,1403,0.03152,0.05252
2002,30-45 y.,3rd Quintile,No,0.95136,1348,1403,0.94010,0.96262
2002,30-45 y.,4th Quintile,Yes,0.04135,51,1514,0.03132,0.05138
2002,30-45 y.,4th Quintile,No,0.95394,1463,1514,0.94338,0.96450
2002,30-45 y.,5th Quintile,Yes,0.03309,51,1641,0.02443,0.04175
2002,30-45 y.,5th Quintile,No,0.96100,1590,1641,0.95163,0.97037
2002,46-65 y.,1st Quintile,Yes,0.26407,230,905,0.23534,0.29281
2002,46-65 y.,1st Quintile,No,0.72717,675,905,0.69814,0.75621
2002,46-65 y.,2nd Quintile,Yes,0.23091,218,1018,0.20501,0.25681
2002,46-65 y.,2nd Quintile,No,0.76019,800,1018,0.73395,0.78644
2002,46-65 y.,3rd Quintile,Yes,0.19733,233,1185,0.17466,0.22000
2002,46-65 y.,3rd Quintile,No,0.79906,952,1185,0.77623,0.82188
2002,46-65 y.,4th Quintile,Yes,0.17429,243,1465,0.15486,0.19372
2002,46-65 y.,4th Quintile,No,0.81191,1222,1465,0.79189,0.83193
2002,46-65 y.,5th Quintile,Yes,0.15252,287,2100,0.13714,0.16790
2002,46-65 y.,5th Quintile,No,0.84012,1813,2100,0.82444,0.85580
2002,66 and older,1st Quintile,Yes,0.21823,144,656,0.18660,0.24986
2002,66 and older,1st Quintile,No,0.75259,512,656,0.71955,0.78564
2002,66 and older,2nd Quintile,Yes,0.24047,209,875,0.21214,0.26881
2002,66 and older,2nd Quintile,No,0.74959,666,875,0.72087,0.77832
2002,66 and older,3rd Quintile,Yes,0.29236,198,708,0.25883,0.32589
2002,66 and older,3rd Quintile,No,0.70461,510,708,0.67098,0.73824
2002,66 and older,4th Quintile,Yes,0.30024,169,609,0.26381,0.33668
2002,66 and older,4th Quintile,No,0.68723,440,609,0.65038,0.72408
2002,66 and older,5th Quintile,Yes,0.26226,130,542,0.22519,0.29932
2002,66 and older,5th Quintile,No,0.73413,412,542,0.69690,0.77136
2003,17-29 y.,1st Quintile,No,0.96871,835,835,0.95690,0.98053
2003,17-29 y.,2nd Quintile,No,0.97341,754,754,0.96191,0.98490
2003,17-29 y.,3rd Quintile,No,0.97836,746,746,0.96791,0.98881
2003,17-29 y.,4th Quintile,No,0.97939,774,774,0.96938,0.98941
2003,17-29 y.,5th Quintile,No,0.97371,809,809,0.96268,0.98474
2003,30-45 y.,1st Quintile,Yes,0.06754,62,955,0.05162,0.08347
2003,30-45 y.,1st Quintile,No,0.92836,893,955,0.91200,0.94473
2003,30-45 y.,2nd Quintile,Yes,0.05447,59,1251,0.04189,0.06706
2003,30-45 y.,2nd Quintile,No,0.94104,1192,1251,0.92798,0.95410
2003,30-45 y.,3rd Quintile,Yes,0.03835,42,1369,0.02817,0.04853
2003,30-45 y.,3rd Quintile,No,0.95802,1327,1369,0.94739,0.96865
2003,30-45 y.,4th Quintile,Yes,0.03955,62,1488,0.02965,0.04946
2003,30-45 y.,4th Quintile,No,0.95388,1426,1488,0.94322,0.96454
2003,30-45 y.,5th Quintile,Yes,0.03041,54,1855,0.02259,0.03823
2003,30-45 y.,5th Quintile,No,0.96454,1801,1855,0.95612,0.97296
2003,46-65 y.,1st Quintile,Yes,0.21138,189,878,0.18436,0.23840
2003,46-65 y.,1st Quintile,No,0.77992,689,878,0.75250,0.80734
2003,46-65 y.,2nd Quintile,Yes,0.21260,204,963,0.18675,0.23846
2003,46-65 y.,2nd Quintile,No,0.78143,759,963,0.75531,0.80755
2003,46-65 y.,3rd Quintile,Yes,0.18916,233,1232,0.16728,0.21104
2003,46-65 y.,3rd Quintile,No,0.80719,999,1232,0.78516,0.82923
2003,46-65 y.,4th Quintile,Yes,0.18600,277,1568,0.16673,0.20526
2003,46-65 y.,4th Quintile,No,0.80863,1291,1568,0.78915,0.82811
2003,46-65 y.,5th Quintile,Yes,0.13918,330,2888,0.12655,0.15180
2003,46-65 y.,5th Quintile,No,0.84872,2558,2888,0.83565,0.86179
2003,66 and older,1st Quintile,Yes,0.23377,159,684,0.20203,0.26551
2003,66 and older,1st Quintile,No,0.74182,525,684,0.70900,0.77464
2003,66 and older,2nd Quintile,Yes,0.23909,203,866,0.21066,0.26751
2003,66 and older,2nd Quintile,No,0.75068,663,866,0.72185,0.77951
2003,66 and older,3rd Quintile,Yes,0.28967,205,759,0.25738,0.32196
2003,66 and older,3rd Quintile,No,0.70210,554,759,0.66954,0.73466
2003,66 and older,4th Quintile,Yes,0.29663,157,566,0.25897,0.33429
2003,66 and older,4th Quintile,No,0.70189,409,566,0.66417,0.73961
2003,66 and older,5th Quintile,Yes,0.25173,172,735,0.22033,0.28313
2003,66 and older,5th Quintile,No,0.72473,563,735,0.69242,0.75704
2004,17-29 y.,1st Quintile,No,0.97055,884,884,0.95939,0.98170
2004,17-29 y.,2nd Quintile,No,0.97756,726,726,0.96678,0.98834
2004,17-29 y.,3rd Quintile,No,0.97328,733,733,0.96160,0.98496
2004,17-29 y.,4th Quintile,No,0.98530,711,711,0.97644,0.99415
2004,17-29 y.,5th Quintile,No,0.97380,820,820,0.96286,0.98474
2004,30-45 y.,1st Quintile,Yes,0.09153,73,915,0.07283,0.11022
2004,30-45 y.,1st Quintile,No,0.89802,842,915,0.87840,0.91764
2004,30-45 y.,2nd Quintile,Yes,0.05001,59,1168,0.03750,0.06251
2004,30-45 y.,2nd Quintile,No,0.94503,1109,1168,0.93195,0.95811
2004,30-45 y.,3rd Quintile,Yes,0.04831,50,1238,0.03636,0.06025
2004,30-45 y.,3rd Quintile,No,0.94638,1188,1238,0.93383,0.95893
2004,30-45 y.,4th Quintile,Yes,0.04103,54,1448,0.03081,0.05125
2004,30-45 y.,4th Quintile,No,0.95603,1394,1448,0.94547,0.96660
2004,30-45 y.,5th Quintile,Yes,0.02893,57,1744,0.02106,0.03680
2004,30-45 y.,5th Quintile,No,0.96969,1687,1744,0.96164,0.97774
2004,46-65 y.,1st Quintile,Yes,0.23251,192,845,0.20401,0.26101
2004,46-65 y.,1st Quintile,No,0.75667,653,845,0.72773,0.78562
2004,46-65 y.,2nd Quintile,Yes,0.19987,197,994,0.17500,0.22474
2004,46-65 y.,2nd Quintile,No,0.78477,797,994,0.75921,0.81034
2004,46-65 y.,3rd Quintile,Yes,0.20215,231,1159,0.17902,0.22528
2004,46-65 y.,3rd Quintile,No,0.79193,928,1159,0.76855,0.81531
2004,46-65 y.,4th Quintile,Yes,0.18706,234,1455,0.16701,0.20710
2004,46-65 y.,4th Quintile,No,0.80379,1221,1455,0.78338,0.82421
2004,46-65 y.,5th Quintile,Yes,0.13636,343,2875,0.12381,0.14891
2004,46-65 y.,5th Quintile,No,0.85891,2532,2875,0.84618,0.87164
2004,66 and older,1st Quintile,Yes,0.22213,134,610,0.18911,0.25514
2004,66 and older,1st Quintile,No,0.75701,476,610,0.72294,0.79107
2004,66 and older,2nd Quintile,Yes,0.26372,234,897,0.23486,0.29257
2004,66 and older,2nd Quintile,No,0.72907,663,897,0.69997,0.75817
2004,66 and older,3rd Quintile,Yes,0.26365,196,779,0.23269,0.29461
2004,66 and older,3rd Quintile,No,0.72252,583,779,0.69106,0.75399
2004,66 and older,4th Quintile,Yes,0.29801,198,706,0.26425,0.33178
2004,66 and older,4th Quintile,No,0.69413,508,706,0.66012,0.72815
2004,66 and older,5th Quintile,Yes,0.26271,169,734,0.23085,0.29458
2004,66 and older,5th Quintile,No,0.72423,565,734,0.69188,0.75659
2005,17-29 y.,1st Quintile,No,0.97157,892,892,0.96066,0.98248
2005,17-29 y.,2nd Quintile,No,0.97345,709,709,0.96161,0.98529
2005,17-29 y.,3rd Quintile,No,0.97181,682,682,0.95938,0.98424
2005,17-29 y.,4th Quintile,No,0.97740,712,712,0.96648,0.98833
2005,17-29 y.,5th Quintile,No,0.97062,749,749,0.95852,0.98272
2005,30-45 y.,1st Quintile,Yes,0.07247,62,864,0.05518,0.08977
2005,30-45 y.,1st Quintile,No,0.90783,802,864,0.88854,0.92713
2005,30-45 y.,2nd Quintile,Yes,0.05926,54,1035,0.04487,0.07365
2005,30-45 y.,2nd Quintile,No,0.93406,981,1035,0.91893,0.94919
2005,30-45 y.,3rd Quintile,Yes,0.05250,58,1165,0.03968,0.06531
2005,30-45 y.,3rd Quintile,No,0.93930,1107,1165,0.92558,0.95302
2005,30-45 y.,4th Quintile,Yes,0.04813,49,1348,0.03670,0.05956
2005,30-45 y.,4th Quintile,No,0.94745,1299,1348,0.93554,0.95937
2005,30-45 y.,5th Quintile,Yes,0.03699,61,1646,0.02787,0.04611
2005,30-45 y.,5th Quintile,No,0.95847,1585,1646,0.94883,0.96811
2005,46-65 y.,1st Quintile,Yes,0.24894,186,775,0.21847,0.27940
2005,46-65 y.,1st Quintile,No,0.73700,589,775,0.70598,0.76801
2005,46-65 y.,2nd Quintile,Yes,0.19568,200,969,0.17069,0.22067
2005,46-65 y.,2nd Quintile,No,0.78850,769,969,0.76277,0.81422
2005,46-65 y.,3rd Quintile,Yes,0.18283,202,1108,0.16006,0.20559
2005,46-65 y.,3rd Quintile,No,0.80981,906,1108,0.78669,0.83293
2005,46-65 y.,4th Quintile,Yes,0.17707,234,1432,0.15729,0.19685
2005,46-65 y.,4th Quintile,No,0.81887,1198,1432,0.79892,0.83883
2005,46-65 y.,5th Quintile,Yes,0.14108,340,2694,0.12793,0.15423
2005,46-65 y.,5th Quintile,No,0.85058,2354,2694,0.83712,0.86405
2005,66 and older,1st Quintile,Yes,0.23136,133,586,0.19719,0.26553
2005,66 and older,1st Quintile,No,0.75490,453,586,0.72004,0.78976
2005,66 and older,2nd Quintile,Yes,0.25586,238,931,0.22782,0.28391
2005,66 and older,2nd Quintile,No,0.73080,693,931,0.70229,0.75931
2005,66 and older,3rd Quintile,Yes,0.26263,194,754,0.23120,0.29406
2005,66 and older,3rd Quintile,No,0.72423,560,754,0.69230,0.75615
2005,66 and older,4th Quintile,Yes,0.31850,203,680,0.28346,0.35354
2005,66 and older,4th Quintile,No,0.66775,477,680,0.63232,0.70318
2005,66 and older,5th Quintile,Yes,0.25584,175,775,0.22510,0.28658
2005,66 and older,5th Quintile,No,0.72629,600,775,0.69488,0.75770
2006,17-29 y.,1st Quintile,No,0.89967,770,770,0.87843,0.92090
2006,17-29 y.,2nd Quintile,No,0.90802,572,572,0.88431,0.93172
2006,17-29 y.,3rd Quintile,No,0.89141,603,603,0.86656,0.91627
2006,17-29 y.,4th Quintile,No,0.91762,665,665,0.89671,0.93854
2006,17-29 y.,5th Quintile,No,0.92785,620,620,0.90746,0.94823
2006,30-45 y.,1st Quintile,Yes,0.08318,55,805,0.06409,0.10227
2006,30-45 y.,1st Quintile,No,0.90907,750,805,0.88919,0.92894
2006,30-45 y.,2nd Quintile,Yes,0.07087,59,958,0.05462,0.08713
2006,30-45 y.,2nd Quintile,No,0.92769,899,958,0.91128,0.94410
2006,30-45 y.,3rd Quintile,Yes,0.02920,35,1108,0.01929,0.03912
2006,30-45 y.,3rd Quintile,No,0.96322,1073,1108,0.95213,0.97431
2006,30-45 y.,4th Quintile,Yes,0.05167,48,1224,0.03927,0.06408
2006,30-45 y.,4th Quintile,No,0.94660,1176,1224,0.93400,0.95920
2006,30-45 y.,5th Quintile,Yes,0.04017,50,1458,0.03009,0.05026
2006,30-45 y.,5th Quintile,No,0.95946,1408,1458,0.94933,0.96959
2006,46-65 y.,1st Quintile,Yes,0.22942,180,790,0.20009,0.25876
2006,46-65 y.,1st Quintile,No,0.76640,610,790,0.73688,0.79593
2006,46-65 y.,2nd Quintile,Yes,0.22382,162,814,0.19517,0.25247
2006,46-65 y.,2nd Quintile,No,0.76799,652,814,0.73898,0.79701
2006,46-65 y.,3rd Quintile,Yes,0.19372,194,1042,0.16971,0.21772
2006,46-65 y.,3rd Quintile,No,0.79992,848,1042,0.77562,0.82422
2006,46-65 y.,4th Quintile,Yes,0.17178,217,1381,0.15188,0.19168
2006,46-65 y.,4th Quintile,No,0.82473,1164,1381,0.80467,0.84479
2006,46-65 y.,5th Quintile,Yes,0.13169,328,2615,0.11873,0.14466
2006,46-65 y.,5th Quintile,No,0.86270,2287,2615,0.84950,0.87589
2006,66 and older,1st Quintile,Yes,0.27544,151,563,0.23850,0.31237
2006,66 and older,1st Quintile,No,0.70138,412,563,0.66355,0.73922
2006,66 and older,2nd Quintile,Yes,0.28752,259,921,0.25827,0.31677
2006,66 and older,2nd Quintile,No,0.70385,662,921,0.67435,0.73335
2006,66 and older,3rd Quintile,Yes,0.25876,222,858,0.22944,0.28809
2006,66 and older,3rd Quintile,No,0.73555,636,858,0.70602,0.76508
2006,66 and older,4th Quintile,Yes,0.31079,188,654,0.27529,0.34629
2006,66 and older,4th Quintile,No,0.68002,466,654,0.64424,0.71580
2006,66 and older,5th Quintile,Yes,0.27607,187,803,0.24513,0.30701
2006,66 and older,5th Quintile,No,0.72244,616,803,0.69145,0.75344
2007,17-29 y.,1st Quintile,No,0.90885,831,831,0.88927,0.92843
2007,17-29 y.,2nd Quintile,No,0.86006,644,644,0.83325,0.88688
2007,17-29 y.,3rd Quintile,No,0.89770,615,615,0.87373,0.92167
2007,17-29 y.,4th Quintile,No,0.90939,652,652,0.88734,0.93144
2007,17-29 y.,5th Quintile,No,0.92929,586,586,0.90852,0.95006
2007,30-45 y.,1st Quintile,Yes,0.07799,54,764,0.05896,0.09702
2007,30-45 y.,1st Quintile,No,0.91336,710,764,0.89340,0.93332
2007,30-45 y.,2nd Quintile,Yes,0.04816,53,1029,0.03507,0.06125
2007,30-45 y.,2nd Quintile,No,0.94200,976,1029,0.92772,0.95629
2007,30-45 y.,3rd Quintile,Yes,0.05317,58,1123,0.04005,0.06630
2007,30-45 y.,3rd Quintile,No,0.94466,1065,1123,0.93128,0.95804
2007,30-45 y.,4th Quintile,Yes,0.05360,47,1295,0.04133,0.06587
2007,30-45 y.,4th Quintile,No,0.94094,1248,1295,0.92809,0.95378
2007,30-45 y.,5th Quintile,Yes,0.03981,49,1475,0.02983,0.04979
2007,30-45 y.,5th Quintile,No,0.95755,1426,1475,0.94725,0.96784
2007,46-65 y.,1st Quintile,Yes,0.27764,223,847,0.24746,0.30782
2007,46-65 y.,1st Quintile,No,0.71847,624,847,0.68816,0.74878
2007,46-65 y.,2nd Quintile,Yes,0.19289,164,870,0.16666,0.21913
2007,46-65 y.,2nd Quintile,No,0.79868,706,870,0.77202,0.82534
2007,46-65 y.,3rd Quintile,Yes,0.18748,202,1127,0.16468,0.21027
2007,46-65 y.,3rd Quintile,No,0.80843,925,1127,0.78545,0.83142
2007,46-65 y.,4th Quintile,Yes,0.16906,248,1546,0.15037,0.18775
2007,46-65 y.,4th Quintile,No,0.82636,1298,1546,0.80747,0.84525
2007,46-65 y.,5th Quintile,Yes,0.13168,319,2647,0.11880,0.14457
2007,46-65 y.,5th Quintile,No,0.86211,2328,2647,0.84897,0.87525
2007,66 and older,1st Quintile,Yes,0.22955,169,701,0.19840,0.26070
2007,66 and older,1st Quintile,No,0.73435,532,701,0.70163,0.76707
2007,66 and older,2nd Quintile,Yes,0.27247,257,987,0.24468,0.30026
2007,66 and older,2nd Quintile,No,0.72011,730,987,0.69209,0.74813
2007,66 and older,3rd Quintile,Yes,0.26059,234,946,0.23260,0.28858
2007,66 and older,3rd Quintile,No,0.73451,712,946,0.70636,0.76267
2007,66 and older,4th Quintile,Yes,0.27988,222,804,0.24883,0.31094
2007,66 and older,4th Quintile,No,0.71097,582,804,0.67961,0.74232
2007,66 and older,5th Quintile,Yes,0.28117,200,868,0.25124,0.31109
2007,66 and older,5th Quintile,No,0.71344,668,868,0.68334,0.74353
2008,17-29 y.,1st Quintile,No,0.90196,769,769,0.88093,0.92299
2008,17-29 y.,2nd Quintile,No,0.87319,551,551,0.84538,0.90100
2008,17-29 y.,3rd Quintile,No,0.91043,623,623,0.88799,0.93287
2008,17-29 y.,4th Quintile,No,0.90711,590,590,0.88366,0.93055
2008,17-29 y.,5th Quintile,No,0.91970,550,550,0.89697,0.94243
2008,30-45 y.,1st Quintile,Yes,0.08639,55,723,0.06590,0.10688
2008,30-45 y.,1st Quintile,No,0.91215,668,723,0.89150,0.93280
2008,30-45 y.,2nd Quintile,Yes,0.04492,37,912,0.03147,0.05837
2008,30-45 y.,2nd Quintile,No,0.94886,875,912,0.93456,0.96317
