year,bula_h,regtyp,pet_fish,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Saxony,Rural regions,Yes,0.07900,35,429,0.05344,0.10455
2001,Saxony,Rural regions,No,0.92100,394,429,0.89545,0.94656
2001,Saxony-Anhalt,Urban regions,No,0.92486,94,94,0.87128,0.97844
2001,Saxony-Anhalt,Rural regions,Yes,0.08739,40,401,0.05972,0.11507
2001,Saxony-Anhalt,Rural regions,No,0.91261,361,401,0.88493,0.94028
2001,Thuringa,Urban regions,No,0.94364,135,135,0.90459,0.98269
2001,Thuringa,Rural regions,Yes,0.09172,39,350,0.06144,0.12200
2001,Thuringa,Rural regions,No,0.90828,311,350,0.87800,0.93856
2006,Schleswig-Holstein,Urban regions,No,0.96924,153,153,0.94180,0.99669
2006,Schleswig-Holstein,Rural regions,No,0.95747,220,220,0.93075,0.98420
2006,Hamburg,Urban regions,No,0.98799,188,188,0.97238,1.00360
2006,Lower Saxony,Urban regions,No,0.95003,498,498,0.93088,0.96919
2006,Lower Saxony,Rural regions,Yes,0.07161,45,548,0.05001,0.09322
2006,Lower Saxony,Rural regions,No,0.92839,503,548,0.90678,0.94999
2006,Bremen,Urban regions,No,0.93273,84,84,0.87885,0.98662
2006,North Rhine-Westphalia,Urban regions,Yes,0.05063,154,2474,0.04198,0.05927
2006,North Rhine-Westphalia,Urban regions,No,0.94937,2320,2474,0.94073,0.95802
2006,North Rhine-Westphalia,Rural regions,No,0.93766,61,61,0.87648,0.99884
2006,Hesse,Urban regions,Yes,0.03797,38,691,0.02371,0.05223
2006,Hesse,Urban regions,No,0.96203,653,691,0.94777,0.97629
2006,Hesse,Rural regions,No,0.94482,142,142,0.90713,0.98251
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.04994,32,551,0.03173,0.06814
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95006,519,551,0.93186,0.96827
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92385,161,161,0.88276,0.96495
2006,Baden-Wuerttemberg,Urban regions,Yes,0.04739,77,1348,0.03604,0.05874
2006,Baden-Wuerttemberg,Urban regions,No,0.95261,1271,1348,0.94126,0.96396
2006,Baden-Wuerttemberg,Rural regions,No,0.97889,121,121,0.95317,1.00461
2006,Bavaria,Urban regions,Yes,0.04512,45,867,0.03130,0.05895
2006,Bavaria,Urban regions,No,0.95488,822,867,0.94105,0.96870
2006,Bavaria,Rural regions,Yes,0.05773,52,863,0.04216,0.07330
2006,Bavaria,Rural regions,No,0.94227,811,863,0.92670,0.95784
2006,Berlin,Urban regions,No,0.96481,466,466,0.94806,0.98156
2006,Brandenburg,Rural regions,Yes,0.09804,41,486,0.07158,0.12451
2006,Brandenburg,Rural regions,No,0.90196,445,486,0.87549,0.92842
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.91493,37,37,0.82379,1.00606
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.94551,243,243,0.91691,0.97411
2006,Saxony,Urban regions,Yes,0.05278,31,455,0.03221,0.07335
2006,Saxony,Urban regions,No,0.94722,424,455,0.92665,0.96779
2006,Saxony,Rural regions,Yes,0.09365,35,422,0.06582,0.12148
2006,Saxony,Rural regions,No,0.90635,387,422,0.87852,0.93418
2006,Saxony-Anhalt,Urban regions,No,0.95445,88,88,0.91063,0.99826
2006,Saxony-Anhalt,Rural regions,Yes,0.12863,49,396,0.09561,0.16164
2006,Saxony-Anhalt,Rural regions,No,0.87137,347,396,0.83836,0.90439
2006,Thuringa,Urban regions,No,0.93003,139,139,0.88746,0.97259
2006,Thuringa,Rural regions,Yes,0.08183,38,368,0.05379,0.10988
2006,Thuringa,Rural regions,No,0.91817,330,368,0.89012,0.94621
2011,Schleswig-Holstein,Urban regions,No,0.89618,114,114,0.83994,0.95242
2011,Schleswig-Holstein,Rural regions,No,0.87889,277,277,0.84039,0.91738
2011,Hamburg,Urban regions,No,0.92477,191,191,0.88727,0.96228
2011,Lower Saxony,Urban regions,No,0.88292,485,485,0.85427,0.91156
2011,Lower Saxony,Rural regions,Yes,0.05322,42,574,0.03484,0.07160
2011,Lower Saxony,Rural regions,No,0.86490,532,574,0.83691,0.89289
2011,Bremen,Urban regions,No,0.87036,76,76,0.79433,0.94638
2011,North Rhine-Westphalia,Urban regions,Yes,0.04856,143,2287,0.03974,0.05737
2011,North Rhine-Westphalia,Urban regions,No,0.87441,2144,2287,0.86082,0.88799
2011,North Rhine-Westphalia,Rural regions,No,0.90407,62,62,0.83016,0.97797
2011,Hesse,Urban regions,Yes,0.05132,39,678,0.03470,0.06794
2011,Hesse,Urban regions,No,0.87067,639,678,0.84539,0.89595
2011,Hesse,Rural regions,No,0.88912,146,146,0.83801,0.94023
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88669,500,500,0.85888,0.91450
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88642,170,170,0.83858,0.93426
2011,Baden-Wuerttemberg,Urban regions,Yes,0.04419,71,1254,0.03281,0.05557
2011,Baden-Wuerttemberg,Urban regions,No,0.87668,1183,1254,0.85847,0.89489
2011,Baden-Wuerttemberg,Rural regions,No,0.88884,140,140,0.83658,0.94110
2011,Bavaria,Urban regions,Yes,0.04155,47,907,0.02856,0.05455
2011,Bavaria,Urban regions,No,0.89728,860,907,0.87751,0.91705
2011,Bavaria,Rural regions,Yes,0.03847,56,932,0.02612,0.05083
2011,Bavaria,Rural regions,No,0.86674,876,932,0.84491,0.88858
2011,Berlin,Urban regions,No,0.90273,496,496,0.87663,0.92884
2011,Brandenburg,Urban regions,No,0.92740,45,45,0.85072,1.00407
2011,Brandenburg,Rural regions,No,0.87371,448,448,0.84291,0.90450
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.90740,266,266,0.87249,0.94230
2011,Saxony,Urban regions,Yes,0.05612,35,425,0.03421,0.07802
2011,Saxony,Urban regions,No,0.87281,390,425,0.84110,0.90453
2011,Saxony,Rural regions,Yes,0.09880,33,383,0.06888,0.12872
2011,Saxony,Rural regions,No,0.84386,350,383,0.80746,0.88026
2011,Saxony-Anhalt,Urban regions,No,0.91681,120,120,0.86719,0.96643
2011,Saxony-Anhalt,Rural regions,Yes,0.06493,32,379,0.04009,0.08977
2011,Saxony-Anhalt,Rural regions,No,0.85117,347,379,0.81529,0.88705
2011,Thuringa,Urban regions,No,0.83909,157,157,0.78142,0.89675
2011,Thuringa,Rural regions,Yes,0.06407,33,350,0.03838,0.08976
2011,Thuringa,Rural regions,No,0.87533,317,350,0.84067,0.90999
2016,Schleswig-Holstein,Urban regions,No,0.92607,130,130,0.88092,0.97123
2016,Schleswig-Holstein,Rural regions,No,0.95017,344,344,0.92714,0.97320
2016,Hamburg,Urban regions,No,0.97372,258,258,0.95417,0.99328
2016,Lower Saxony,Urban regions,Yes,0.04047,31,567,0.02423,0.05670
2016,Lower Saxony,Urban regions,No,0.95090,536,567,0.93310,0.96870
2016,Lower Saxony,Rural regions,Yes,0.06537,53,781,0.04802,0.08271
2016,Lower Saxony,Rural regions,No,0.93008,728,781,0.91219,0.94798
2016,Bremen,Urban regions,No,0.98364,101,101,0.95877,1.00850
2016,North Rhine-Westphalia,Urban regions,Yes,0.02998,109,2855,0.02373,0.03624
2016,North Rhine-Westphalia,Urban regions,No,0.96397,2746,2855,0.95713,0.97081
2016,North Rhine-Westphalia,Rural regions,No,0.96019,49,49,0.90487,1.01550
2016,Hesse,Urban regions,No,0.96764,770,770,0.95513,0.98015
2016,Hesse,Rural regions,No,0.97311,172,172,0.94887,0.99736
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96372,602,602,0.94877,0.97867
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96782,215,215,0.94417,0.99146
2016,Baden-Wuerttemberg,Urban regions,Yes,0.01740,55,1454,0.01068,0.02413
2016,Baden-Wuerttemberg,Urban regions,No,0.97892,1399,1454,0.97153,0.98631
2016,Baden-Wuerttemberg,Rural regions,No,0.96733,168,168,0.94036,0.99429
2016,Bavaria,Urban regions,Yes,0.02890,45,1100,0.01899,0.03880
2016,Bavaria,Urban regions,No,0.96902,1055,1100,0.95878,0.97927
2016,Bavaria,Rural regions,Yes,0.03741,59,1200,0.02667,0.04815
2016,Bavaria,Rural regions,No,0.95827,1141,1200,0.94695,0.96959
2016,Berlin,Urban regions,No,0.97531,589,589,0.96277,0.98785
2016,Brandenburg,Urban regions,No,0.99262,44,44,0.96705,1.01820
2016,Brandenburg,Rural regions,Yes,0.07135,38,517,0.04914,0.09356
2016,Brandenburg,Rural regions,No,0.92416,479,517,0.90132,0.94700
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.95207,44,44,0.88822,1.01592
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.96837,272,272,0.94754,0.98921
2016,Saxony,Urban regions,Yes,0.05094,33,465,0.03093,0.07095
2016,Saxony,Urban regions,No,0.94231,432,465,0.92109,0.96352
2016,Saxony,Rural regions,Yes,0.08619,32,400,0.05865,0.11373
2016,Saxony,Rural regions,No,0.91149,368,400,0.88362,0.93936
2016,Saxony-Anhalt,Urban regions,No,0.94858,117,117,0.90839,0.98877
2016,Saxony-Anhalt,Rural regions,Yes,0.07324,38,388,0.04728,0.09920
2016,Saxony-Anhalt,Rural regions,No,0.92228,350,388,0.89560,0.94895
2016,Thuringa,Urban regions,No,0.96754,172,172,0.94098,0.99410
2016,Thuringa,Rural regions,No,0.92419,334,334,0.89576,0.95262
2021,Schleswig-Holstein,Urban regions,No,0.90000,146,146,0.85117,0.94883
2021,Schleswig-Holstein,Rural regions,No,0.94106,256,256,0.91215,0.96997
2021,Hamburg,Urban regions,No,0.96616,259,259,0.94410,0.98823
2021,Lower Saxony,Urban regions,No,0.97244,453,453,0.95735,0.98753
2021,Lower Saxony,Rural regions,No,0.94118,561,561,0.92169,0.96067
2021,Bremen,Urban regions,No,0.98473,78,78,0.95734,1.01212
2021,North Rhine-Westphalia,Urban regions,Yes,0.02713,83,2234,0.02039,0.03387
2021,North Rhine-Westphalia,Urban regions,No,0.96022,2151,2234,0.95211,0.96832
2021,North Rhine-Westphalia,Rural regions,No,0.97263,48,48,0.92599,1.01928
2021,Hesse,Urban regions,No,0.96101,535,535,0.94459,0.97743
2021,Hesse,Rural regions,No,0.94645,136,136,0.90847,0.98443
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95003,398,398,0.92860,0.97146
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96782,115,115,0.93543,1.00022
2021,Baden-Wuerttemberg,Urban regions,Yes,0.02080,34,1098,0.01235,0.02924
2021,Baden-Wuerttemberg,Urban regions,No,0.97023,1064,1098,0.96018,0.98029
2021,Baden-Wuerttemberg,Rural regions,No,0.98251,114,114,0.95834,1.00668
2021,Bavaria,Urban regions,Yes,0.03585,35,877,0.02353,0.04816
2021,Bavaria,Urban regions,No,0.95653,842,877,0.94302,0.97003
2021,Bavaria,Rural regions,Yes,0.04470,38,870,0.03096,0.05843
2021,Bavaria,Rural regions,No,0.94931,832,870,0.93473,0.96390
2021,Berlin,Urban regions,No,0.97106,545,545,0.95697,0.98515
2021,Brandenburg,Urban regions,No,0.93965,37,37,0.86186,1.01744
2021,Brandenburg,Rural regions,No,0.96193,385,385,0.94279,0.98107
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.97224,49,49,0.92576,1.01872
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.94604,196,196,0.91432,0.97775
2021,Saxony,Urban regions,No,0.95297,376,376,0.93154,0.97440
2021,Saxony,Rural regions,No,0.92211,319,319,0.89265,0.95157
2021,Saxony-Anhalt,Urban regions,No,0.94727,79,79,0.89767,0.99687
2021,Saxony-Anhalt,Rural regions,Yes,0.09349,34,288,0.05981,0.12717
2021,Saxony-Anhalt,Rural regions,No,0.90044,254,288,0.86580,0.93508
2021,Thuringa,Urban regions,No,0.93879,128,128,0.89710,0.98048
2021,Thuringa,Rural regions,No,0.95548,230,230,0.92877,0.98220
