year,age_gr,quintil_oecd,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,3rd Quintile,Both equally,0.02072,36,67,-0.01365,0.05508
2013,46-65 y.,5th Quintile,Both equally,0.00897,34,34,-0.02320,0.04113
2017,17-29 y.,1st Quintile,Earn money,0.14672,213,560,0.11739,0.17605
2017,17-29 y.,1st Quintile,Other reasons,0.01859,35,560,0.00739,0.02979
2017,17-29 y.,1st Quintile,Both equally,0.22839,312,560,0.19359,0.26319
2017,17-29 y.,2nd Quintile,Earn money,0.07651,89,228,0.04193,0.11109
2017,17-29 y.,2nd Quintile,Both equally,0.15665,139,228,0.10937,0.20394
2017,17-29 y.,3rd Quintile,Earn money,0.10508,75,183,0.06053,0.14964
2017,17-29 y.,3rd Quintile,Both equally,0.12300,108,183,0.07528,0.17072
2017,17-29 y.,4th Quintile,Earn money,0.07034,64,153,0.02969,0.11100
2017,17-29 y.,4th Quintile,Both equally,0.14813,89,153,0.09166,0.20460
2017,17-29 y.,5th Quintile,Earn money,0.08856,49,119,0.03730,0.13982
2017,17-29 y.,5th Quintile,Both equally,0.12172,70,119,0.06273,0.18071
2017,30-45 y.,1st Quintile,Earn money,0.15368,243,554,0.12362,0.18374
2017,30-45 y.,1st Quintile,Other reasons,0.02110,34,554,0.00912,0.03308
2017,30-45 y.,1st Quintile,Both equally,0.18810,277,554,0.15553,0.22067
2017,30-45 y.,2nd Quintile,Earn money,0.04650,85,192,0.01664,0.07637
2017,30-45 y.,2nd Quintile,Both equally,0.06625,107,192,0.03098,0.10152
2017,30-45 y.,3rd Quintile,Earn money,0.03689,40,97,-0.00081,0.07460
2017,30-45 y.,3rd Quintile,Both equally,0.03871,57,97,0.00012,0.07731
2017,30-45 y.,4th Quintile,Both equally,0.04463,64,64,-0.00636,0.09563
2017,30-45 y.,5th Quintile,Both equally,0.03916,44,44,-0.01882,0.09714
2017,46-65 y.,1st Quintile,Earn money,0.09221,131,277,0.05807,0.12634
2017,46-65 y.,1st Quintile,Both equally,0.10990,146,277,0.07300,0.14680
2017,46-65 y.,2nd Quintile,Earn money,0.03787,48,101,0.00046,0.07529
2017,46-65 y.,2nd Quintile,Both equally,0.04102,53,101,0.00215,0.07990
2017,46-65 y.,3rd Quintile,Both equally,0.02298,39,39,-0.02466,0.07063
