year,quintil_oecd,sex,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,2nd Quintile,female,Both equally,0.58054,200,333,0.52746,0.63362
1995,3rd Quintile,male,Earn money,0.35195,47,119,0.26578,0.43813
1995,3rd Quintile,male,Both equally,0.59214,72,119,0.50347,0.68082
1995,3rd Quintile,female,Earn money,0.26274,73,218,0.20418,0.32130
1995,3rd Quintile,female,Both equally,0.67137,145,218,0.60888,0.73387
1995,4th Quintile,male,Earn money,0.46140,52,112,0.36866,0.55414
1995,4th Quintile,male,Both equally,0.51356,60,112,0.42058,0.60654
1995,4th Quintile,female,Earn money,0.19784,46,160,0.13592,0.25977
1995,4th Quintile,female,Both equally,0.66379,114,160,0.59036,0.73722
1995,5th Quintile,male,Earn money,0.38901,35,87,0.28597,0.49205
1995,5th Quintile,male,Both equally,0.56394,52,87,0.45913,0.66875
1995,5th Quintile,female,Earn money,0.19572,33,150,0.13201,0.25943
1995,5th Quintile,female,Other reasons,0.23835,31,150,0.16994,0.30677
1995,5th Quintile,female,Both equally,0.56593,86,150,0.48634,0.64551
1996,1st Quintile,male,Earn money,0.52543,145,263,0.46496,0.58589
1996,1st Quintile,male,Both equally,0.46089,118,263,0.40053,0.52125
1996,1st Quintile,female,Earn money,0.47939,223,451,0.43324,0.52555
1996,1st Quintile,female,Both equally,0.49044,228,451,0.44425,0.53663
1996,2nd Quintile,male,Earn money,0.47869,74,151,0.39874,0.55863
1996,2nd Quintile,male,Both equally,0.49725,77,151,0.41723,0.57726
1996,2nd Quintile,female,Earn money,0.38780,142,307,0.33321,0.44240
1996,2nd Quintile,female,Both equally,0.54551,165,307,0.48972,0.60130
1996,3rd Quintile,male,Earn money,0.36241,53,130,0.27945,0.44536
1996,3rd Quintile,male,Both equally,0.59271,77,130,0.50792,0.67750
1996,3rd Quintile,female,Earn money,0.30107,84,224,0.24087,0.36128
1996,3rd Quintile,female,Both equally,0.61280,140,224,0.54886,0.67673
1996,4th Quintile,male,Earn money,0.42784,54,116,0.33741,0.51826
1996,4th Quintile,male,Both equally,0.48272,62,116,0.39139,0.57405
1996,4th Quintile,female,Earn money,0.25832,44,155,0.18919,0.32745
1996,4th Quintile,female,Both equally,0.57614,111,155,0.49809,0.65419
1996,5th Quintile,male,Earn money,0.38795,37,93,0.28838,0.48752
1996,5th Quintile,male,Both equally,0.55844,56,93,0.45697,0.65992
1996,5th Quintile,female,Both equally,0.60735,96,96,0.50915,0.70555
1997,1st Quintile,male,Earn money,0.48850,130,245,0.42578,0.55122
1997,1st Quintile,male,Both equally,0.49730,115,245,0.43456,0.56003
1997,1st Quintile,female,Earn money,0.43475,199,414,0.38694,0.48256
1997,1st Quintile,female,Both equally,0.52992,215,414,0.48178,0.57805
1997,2nd Quintile,male,Earn money,0.50631,104,191,0.43522,0.57740
1997,2nd Quintile,male,Both equally,0.47919,87,191,0.40816,0.55023
1997,2nd Quintile,female,Earn money,0.36963,129,320,0.31666,0.42260
1997,2nd Quintile,female,Both equally,0.60101,191,320,0.54728,0.65475
1997,3rd Quintile,male,Earn money,0.37368,62,150,0.29600,0.45136
1997,3rd Quintile,male,Both equally,0.59664,88,150,0.51787,0.67541
1997,3rd Quintile,female,Earn money,0.28393,75,233,0.22590,0.34195
1997,3rd Quintile,female,Both equally,0.64879,158,233,0.58736,0.71021
1997,4th Quintile,male,Earn money,0.46548,49,109,0.37140,0.55956
1997,4th Quintile,male,Both equally,0.46572,60,109,0.37164,0.55980
1997,4th Quintile,female,Earn money,0.22251,45,171,0.15999,0.28504
1997,4th Quintile,female,Both equally,0.65418,126,171,0.58268,0.72568
1997,5th Quintile,male,Both equally,0.66207,48,48,0.52684,0.79730
1997,5th Quintile,female,Both equally,0.59901,86,86,0.49482,0.70320
1998,1st Quintile,male,Earn money,0.57904,156,258,0.51868,0.63941
1998,1st Quintile,male,Both equally,0.39520,102,258,0.33542,0.45497
1998,1st Quintile,female,Earn money,0.47240,189,405,0.42372,0.52108
1998,1st Quintile,female,Both equally,0.49365,216,405,0.44490,0.54240
1998,2nd Quintile,male,Earn money,0.52365,88,164,0.44698,0.60033
1998,2nd Quintile,male,Both equally,0.44475,76,164,0.36846,0.52104
1998,2nd Quintile,female,Earn money,0.29351,100,268,0.23889,0.34813
1998,2nd Quintile,female,Both equally,0.63230,168,268,0.57446,0.69014
1998,3rd Quintile,male,Earn money,0.38428,56,134,0.30161,0.46695
1998,3rd Quintile,male,Both equally,0.58899,78,134,0.50537,0.67261
1998,3rd Quintile,female,Earn money,0.32939,70,210,0.26567,0.39311
1998,3rd Quintile,female,Both equally,0.61154,140,210,0.54546,0.67762
1998,4th Quintile,male,Earn money,0.45130,50,107,0.35657,0.54604
1998,4th Quintile,male,Both equally,0.49370,57,107,0.39852,0.58888
1998,4th Quintile,female,Earn money,0.30136,39,132,0.22278,0.37993
1998,4th Quintile,female,Both equally,0.59053,93,132,0.50632,0.67474
1998,5th Quintile,male,Both equally,0.58761,44,44,0.44047,0.73474
1998,5th Quintile,female,Both equally,0.56904,78,78,0.45842,0.67965
1999,1st Quintile,male,Earn money,0.45955,125,251,0.39777,0.52133
1999,1st Quintile,male,Both equally,0.51403,126,251,0.45208,0.57599
1999,1st Quintile,female,Earn money,0.41917,176,404,0.37099,0.46734
1999,1st Quintile,female,Both equally,0.55558,228,404,0.50707,0.60410
1999,2nd Quintile,male,Earn money,0.47724,79,164,0.40056,0.55392
1999,2nd Quintile,male,Both equally,0.51335,85,164,0.43662,0.59008
1999,2nd Quintile,female,Earn money,0.34787,112,290,0.29296,0.40279
1999,2nd Quintile,female,Both equally,0.62318,178,290,0.56731,0.67905
1999,3rd Quintile,male,Earn money,0.45245,57,124,0.36448,0.54041
1999,3rd Quintile,male,Both equally,0.49137,67,124,0.40302,0.57972
1999,3rd Quintile,female,Earn money,0.29320,74,219,0.23277,0.35363
1999,3rd Quintile,female,Both equally,0.64477,145,219,0.58124,0.70830
1999,4th Quintile,male,Earn money,0.43875,36,74,0.32491,0.55259
1999,4th Quintile,male,Both equally,0.49553,38,74,0.38083,0.61022
1999,4th Quintile,female,Earn money,0.24089,35,144,0.17080,0.31098
1999,4th Quintile,female,Both equally,0.70257,109,144,0.62765,0.77750
1999,5th Quintile,male,Both equally,0.54423,35,35,0.37683,0.71164
1999,5th Quintile,female,Both equally,0.61197,80,80,0.50452,0.71943
2000,1st Quintile,male,Earn money,0.48121,137,262,0.42059,0.54183
2000,1st Quintile,male,Both equally,0.49551,125,262,0.43485,0.55617
2000,1st Quintile,female,Earn money,0.38775,165,380,0.33870,0.43681
2000,1st Quintile,female,Both equally,0.58083,215,380,0.53115,0.63051
2000,2nd Quintile,male,Earn money,0.55439,88,152,0.47511,0.63367
2000,2nd Quintile,male,Both equally,0.42057,64,152,0.34183,0.49930
2000,2nd Quintile,female,Earn money,0.33451,103,288,0.27993,0.38910
2000,2nd Quintile,female,Both equally,0.62265,185,288,0.56657,0.67873
2000,3rd Quintile,male,Earn money,0.34996,48,115,0.26240,0.43751
2000,3rd Quintile,male,Both equally,0.60729,67,115,0.51764,0.69694
2000,3rd Quintile,female,Earn money,0.29852,77,211,0.23662,0.36041
2000,3rd Quintile,female,Both equally,0.60193,134,211,0.53572,0.66814
2000,4th Quintile,male,Earn money,0.44010,34,80,0.33064,0.54957
2000,4th Quintile,male,Both equally,0.48634,46,80,0.37613,0.59656
2000,4th Quintile,female,Earn money,0.28557,44,132,0.20822,0.36292
2000,4th Quintile,female,Both equally,0.58751,88,132,0.50321,0.67181
2000,5th Quintile,male,Earn money,0.41600,32,83,0.30932,0.52269
2000,5th Quintile,male,Both equally,0.58024,51,83,0.47342,0.68706
2000,5th Quintile,female,Both equally,0.59832,79,79,0.48952,0.70711
2001,1st Quintile,male,Earn money,0.52588,214,402,0.47700,0.57475
2001,1st Quintile,male,Both equally,0.45314,188,402,0.40441,0.50186
2001,1st Quintile,female,Earn money,0.45916,269,575,0.41840,0.49993
2001,1st Quintile,female,Both equally,0.50546,306,575,0.46456,0.54636
2001,2nd Quintile,male,Earn money,0.44753,108,230,0.38313,0.51194
2001,2nd Quintile,male,Both equally,0.51782,122,230,0.45310,0.58254
2001,2nd Quintile,female,Earn money,0.37380,164,441,0.32859,0.41901
2001,2nd Quintile,female,Both equally,0.57793,277,441,0.53178,0.62408
2001,3rd Quintile,male,Earn money,0.45497,82,180,0.38202,0.52792
2001,3rd Quintile,male,Both equally,0.52448,98,180,0.45132,0.59764
2001,3rd Quintile,female,Earn money,0.31569,109,326,0.26515,0.36622
2001,3rd Quintile,female,Both equally,0.62678,217,326,0.57419,0.67936
2001,4th Quintile,male,Earn money,0.44212,66,156,0.36394,0.52031
2001,4th Quintile,male,Both equally,0.51017,90,156,0.43147,0.58887
2001,4th Quintile,female,Earn money,0.23679,67,280,0.18691,0.28668
2001,4th Quintile,female,Other reasons,0.13676,35,280,0.09644,0.17708
2001,4th Quintile,female,Both equally,0.62644,178,280,0.56968,0.68321
2001,5th Quintile,male,Earn money,0.31580,31,88,0.21812,0.41348
2001,5th Quintile,male,Both equally,0.64997,57,88,0.54974,0.75020
2001,5th Quintile,female,Earn money,0.15227,37,235,0.10623,0.19830
2001,5th Quintile,female,Other reasons,0.15690,35,235,0.11030,0.20350
2001,5th Quintile,female,Both equally,0.69083,163,235,0.63162,0.75005
2003,1st Quintile,male,Earn money,0.53369,227,417,0.48575,0.58163
2003,1st Quintile,male,Both equally,0.44259,190,417,0.39486,0.49032
2003,1st Quintile,female,Earn money,0.50068,269,524,0.45783,0.54353
2003,1st Quintile,female,Both equally,0.48519,255,524,0.44236,0.52802
2003,2nd Quintile,male,Earn money,0.54036,126,222,0.47466,0.60607
2003,2nd Quintile,male,Both equally,0.41921,96,222,0.35415,0.48426
2003,2nd Quintile,female,Earn money,0.43842,171,391,0.38917,0.48766
2003,2nd Quintile,female,Both equally,0.54521,220,391,0.49579,0.59463
2003,3rd Quintile,male,Earn money,0.41862,84,205,0.35092,0.48632
2003,3rd Quintile,male,Both equally,0.56862,121,205,0.50065,0.63658
2003,3rd Quintile,female,Earn money,0.28099,83,273,0.22757,0.33440
2003,3rd Quintile,female,Both equally,0.64455,190,273,0.58767,0.70144
2003,4th Quintile,male,Earn money,0.44991,87,187,0.37842,0.52141
2003,4th Quintile,male,Both equally,0.52241,100,187,0.45062,0.59419
2003,4th Quintile,female,Earn money,0.33291,91,253,0.27473,0.39110
2003,4th Quintile,female,Both equally,0.57505,162,253,0.51401,0.63608
2003,5th Quintile,male,Earn money,0.37970,90,202,0.31261,0.44680
2003,5th Quintile,male,Both equally,0.57817,112,202,0.50990,0.64645
2003,5th Quintile,female,Earn money,0.18559,62,324,0.14319,0.22799
2003,5th Quintile,female,Other reasons,0.15500,50,324,0.11554,0.19447
2003,5th Quintile,female,Both equally,0.65941,212,324,0.60772,0.71109
2005,1st Quintile,male,Earn money,0.48702,200,383,0.43690,0.53715
2005,1st Quintile,male,Both equally,0.49710,183,383,0.44696,0.54724
2005,1st Quintile,female,Earn money,0.40816,217,491,0.36464,0.45168
2005,1st Quintile,female,Both equally,0.56940,274,491,0.52555,0.61324
2005,2nd Quintile,male,Earn money,0.46444,89,198,0.39479,0.53408
2005,2nd Quintile,male,Both equally,0.52730,109,198,0.45759,0.59702
2005,2nd Quintile,female,Earn money,0.42615,139,329,0.37263,0.47967
2005,2nd Quintile,female,Both equally,0.55482,190,329,0.50104,0.60861
2005,3rd Quintile,male,Earn money,0.50483,90,171,0.42967,0.57998
2005,3rd Quintile,male,Both equally,0.47239,81,171,0.39735,0.54744
2005,3rd Quintile,female,Earn money,0.35022,82,229,0.28830,0.41214
2005,3rd Quintile,female,Both equally,0.60941,147,229,0.54608,0.67274
2005,4th Quintile,male,Earn money,0.39535,53,132,0.31162,0.47907
2005,4th Quintile,male,Both equally,0.57010,79,132,0.48533,0.65488
2005,4th Quintile,female,Earn money,0.24565,52,187,0.18379,0.30752
2005,4th Quintile,female,Both equally,0.68162,135,187,0.61467,0.74857
2005,5th Quintile,male,Earn money,0.37086,55,146,0.29223,0.44948
2005,5th Quintile,male,Both equally,0.55951,91,146,0.47870,0.64031
2005,5th Quintile,female,Earn money,0.22403,53,235,0.17061,0.27746
2005,5th Quintile,female,Other reasons,0.14644,32,235,0.10114,0.19174
2005,5th Quintile,female,Both equally,0.62953,150,235,0.56765,0.69141
2007,1st Quintile,male,Earn money,0.44838,169,352,0.39635,0.50041
2007,1st Quintile,male,Both equally,0.52419,183,352,0.47194,0.57644
2007,1st Quintile,female,Earn money,0.43442,237,535,0.39238,0.47646
2007,1st Quintile,female,Both equally,0.53712,298,535,0.49483,0.57941
2007,2nd Quintile,male,Earn money,0.52857,85,170,0.45331,0.60384
2007,2nd Quintile,male,Both equally,0.46127,85,170,0.38612,0.53643
2007,2nd Quintile,female,Earn money,0.41004,133,316,0.35573,0.46436
2007,2nd Quintile,female,Both equally,0.55566,183,316,0.50078,0.61053
2007,3rd Quintile,male,Earn money,0.39991,56,119,0.31152,0.48830
2007,3rd Quintile,male,Both equally,0.51691,63,119,0.42674,0.60707
2007,3rd Quintile,female,Earn money,0.29647,72,240,0.23857,0.35437
2007,3rd Quintile,female,Both equally,0.64139,168,240,0.58059,0.70219
2007,4th Quintile,male,Earn money,0.41645,60,145,0.33593,0.49697
2007,4th Quintile,male,Both equally,0.55947,85,145,0.47838,0.64056
2007,4th Quintile,female,Earn money,0.26827,65,217,0.20918,0.32736
2007,4th Quintile,female,Both equally,0.68468,152,217,0.62271,0.74664
2007,5th Quintile,male,Earn money,0.34387,49,137,0.26404,0.42371
2007,5th Quintile,male,Both equally,0.57704,88,137,0.49401,0.66008
2007,5th Quintile,female,Earn money,0.23281,54,211,0.17565,0.28997
2007,5th Quintile,female,Both equally,0.61636,157,211,0.55059,0.68213
2009,1st Quintile,male,Earn money,0.53710,166,310,0.48151,0.59270
2009,1st Quintile,male,Both equally,0.43921,144,310,0.38387,0.49455
2009,1st Quintile,female,Earn money,0.52426,206,412,0.47598,0.57254
2009,1st Quintile,female,Both equally,0.43973,206,412,0.39174,0.48772
2009,2nd Quintile,male,Earn money,0.43417,70,143,0.35265,0.51569
2009,2nd Quintile,male,Both equally,0.53832,73,143,0.45632,0.62032
2009,2nd Quintile,female,Earn money,0.37758,98,231,0.31493,0.44023
2009,2nd Quintile,female,Both equally,0.54786,133,231,0.48354,0.61218
2009,3rd Quintile,male,Earn money,0.43033,64,138,0.34742,0.51324
2009,3rd Quintile,male,Both equally,0.47034,74,138,0.38676,0.55392
2009,3rd Quintile,female,Earn money,0.35719,63,165,0.28385,0.43052
2009,3rd Quintile,female,Both equally,0.59612,102,165,0.52102,0.67121
2009,4th Quintile,male,Earn money,0.47575,60,124,0.38749,0.56401
2009,4th Quintile,male,Both equally,0.49212,64,124,0.40377,0.58047
2009,4th Quintile,female,Earn money,0.36579,56,161,0.29116,0.44042
2009,4th Quintile,female,Both equally,0.60069,105,161,0.52480,0.67657
2009,5th Quintile,male,Earn money,0.29745,41,115,0.21353,0.38137
2009,5th Quintile,male,Both equally,0.62285,74,115,0.53388,0.71182
2009,5th Quintile,female,Earn money,0.29117,53,157,0.21988,0.36246
2009,5th Quintile,female,Both equally,0.58538,104,157,0.50807,0.66269
2011,1st Quintile,male,Earn money,0.47976,106,221,0.41375,0.54578
2011,1st Quintile,male,Both equally,0.47052,115,221,0.40456,0.53648
2011,1st Quintile,female,Earn money,0.43768,141,331,0.38415,0.49120
2011,1st Quintile,female,Both equally,0.53129,190,331,0.47745,0.58513
2011,2nd Quintile,male,Earn money,0.52104,56,108,0.42639,0.61570
2011,2nd Quintile,male,Both equally,0.43903,52,108,0.34499,0.53306
2011,2nd Quintile,female,Earn money,0.31453,63,183,0.24707,0.38199
2011,2nd Quintile,female,Both equally,0.62108,120,183,0.55060,0.69156
2011,3rd Quintile,male,Earn money,0.48950,52,113,0.39692,0.58208
2011,3rd Quintile,male,Both equally,0.48993,61,113,0.39735,0.58252
2011,3rd Quintile,female,Earn money,0.46686,46,139,0.38362,0.55010
2011,3rd Quintile,female,Both equally,0.50249,93,139,0.41906,0.58591
2011,4th Quintile,male,Earn money,0.44061,40,90,0.33747,0.54376
2011,4th Quintile,male,Both equally,0.53900,50,90,0.43544,0.64256
2011,4th Quintile,female,Earn money,0.33674,44,133,0.25612,0.41737
2011,4th Quintile,female,Both equally,0.53589,89,133,0.45081,0.62096
2011,5th Quintile,male,Earn money,0.35616,40,94,0.25883,0.45348
2011,5th Quintile,male,Both equally,0.59663,54,94,0.49692,0.69633
2011,5th Quintile,female,Earn money,0.30729,35,118,0.22369,0.39089
2011,5th Quintile,female,Both equally,0.55468,83,118,0.46462,0.64474
2013,1st Quintile,male,Earn money,0.46913,149,301,0.41266,0.52560
2013,1st Quintile,male,Both equally,0.50026,152,301,0.44368,0.55684
2013,1st Quintile,female,Earn money,0.48375,220,441,0.43706,0.53045
2013,1st Quintile,female,Both equally,0.43502,221,441,0.38869,0.48134
2013,2nd Quintile,male,Earn money,0.46737,61,132,0.38193,0.55281
2013,2nd Quintile,male,Both equally,0.50010,71,132,0.41448,0.58573
2013,2nd Quintile,female,Earn money,0.39479,85,212,0.32883,0.46074
2013,2nd Quintile,female,Both equally,0.51881,127,212,0.45139,0.58623
2013,3rd Quintile,male,Earn money,0.45232,51,115,0.36095,0.54369
2013,3rd Quintile,male,Both equally,0.50206,64,115,0.41028,0.59385
2013,3rd Quintile,female,Earn money,0.41364,60,158,0.33660,0.49067
2013,3rd Quintile,female,Both equally,0.45187,98,158,0.37402,0.52971
2013,4th Quintile,male,Earn money,0.34163,37,98,0.24725,0.43601
2013,4th Quintile,male,Both equally,0.55228,61,98,0.45332,0.65124
2013,4th Quintile,female,Earn money,0.29049,42,126,0.21090,0.37008
2013,4th Quintile,female,Both equally,0.58384,84,126,0.49743,0.67025
2013,5th Quintile,male,Earn money,0.35979,41,88,0.25894,0.46064
2013,5th Quintile,male,Both equally,0.46624,47,88,0.36141,0.57107
2013,5th Quintile,female,Earn money,0.21230,41,146,0.14574,0.27887
2013,5th Quintile,female,Both equally,0.56182,105,146,0.48106,0.64258
2017,1st Quintile,male,Earn money,0.42177,232,494,0.37817,0.46536
2017,1st Quintile,male,Both equally,0.53172,262,494,0.48768,0.57577
2017,1st Quintile,female,Earn money,0.39339,357,888,0.36124,0.42554
2017,1st Quintile,female,Other reasons,0.06263,58,888,0.04668,0.07858
2017,1st Quintile,female,Both equally,0.54398,473,888,0.51120,0.57676
2017,2nd Quintile,male,Earn money,0.31813,74,173,0.24853,0.38774
2017,2nd Quintile,male,Both equally,0.61722,99,173,0.54458,0.68986
2017,2nd Quintile,female,Earn money,0.40238,152,389,0.35359,0.45118
2017,2nd Quintile,female,Other reasons,0.06556,33,389,0.04093,0.09018
2017,2nd Quintile,female,Both equally,0.53206,204,389,0.48241,0.58171
2017,3rd Quintile,male,Earn money,0.33093,49,122,0.24709,0.41477
2017,3rd Quintile,male,Both equally,0.54073,73,122,0.45193,0.62952
2017,3rd Quintile,female,Earn money,0.44916,92,228,0.38445,0.51387
2017,3rd Quintile,female,Both equally,0.45862,136,228,0.39380,0.52344
2017,4th Quintile,male,Earn money,0.35956,48,118,0.27261,0.44652
2017,4th Quintile,male,Both equally,0.55852,70,118,0.46855,0.64850
2017,4th Quintile,female,Earn money,0.26824,57,171,0.20164,0.33484
2017,4th Quintile,female,Both equally,0.61786,114,171,0.54482,0.69091
2017,5th Quintile,male,Both equally,0.57700,52,52,0.44140,0.71259
2017,5th Quintile,female,Earn money,0.30658,43,134,0.22822,0.38494
2017,5th Quintile,female,Both equally,0.54102,91,134,0.45633,0.62571
