year,bula_h,sampreg,plb0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1997,Mecklenburg-Western Pomerania,East,Both equally,1.0,42,1842,1.0,1.0
1997,Saxony,East,Earn money,0.4267332982128955,82,1842,0.4254756098143194,0.4279909866114716
1997,Saxony,East,Both equally,0.5732667017871045,98,1842,0.5720090133885284,0.5745243901856806
1997,Saxony-Anhalt,East,Earn money,0.4578322445718749,54,1842,0.456224000408141,0.4594404887356088
1997,Saxony-Anhalt,East,Both equally,0.5421677554281252,67,1842,0.5405595112643913,0.5437759995918592
1997,Thuringa,East,Earn money,0.4121047209910964,48,1842,0.4104861772681863,0.4137232647140065
1997,Thuringa,East,Both equally,0.5878952790089036,81,1842,0.5862767352859934,0.5895138227318137
1998,Schleswig-Holstein,West,Both equally,1.0,32,2002,1.0,1.0
1998,Lower Saxony,West,Earn money,0.4762403433443487,61,2002,0.4750516887491908,0.47742899793950666
1998,Lower Saxony,West,Both equally,0.5237596566556512,81,2002,0.5225710020604932,0.5249483112508091
1998,North Rhine-Westphalia,West,Earn money,0.37407488532159505,163,2002,0.37338696798252624,0.37476280266066386
1998,North Rhine-Westphalia,West,Other reasons,0.08315287421299274,32,2002,0.08276033514395292,0.08354541328203255
1998,North Rhine-Westphalia,West,Both equally,0.5427722404654122,244,2002,0.5420640160405573,0.543480464890267
1998,Hesse,West,Earn money,0.4418998330005893,51,2002,0.4406130447119523,0.44318662128922637
1998,Hesse,West,Both equally,0.5581001669994106,68,2002,0.5568133787107735,0.5593869552880476
1998,"Rhineland-Palatinate, Saarland",West,Earn money,0.4743786070837905,49,2002,0.4729087759790597,0.47584843818852124
1998,"Rhineland-Palatinate, Saarland",West,Both equally,0.5256213929162095,54,2002,0.5241515618114787,0.5270912240209402
1998,Baden-Wuerttemberg,West,Earn money,0.5130652576463728,134,2002,0.5120692288740804,0.5140612864186652
1998,Baden-Wuerttemberg,West,Both equally,0.48693474235362716,127,2002,0.4859387135813348,0.48793077112591954
1998,Bavaria,West,Earn money,0.4460504042193455,115,2002,0.4451722249781605,0.4469285834605305
1998,Bavaria,West,Both equally,0.5539495957806546,146,2002,0.5530714165394697,0.5548277750218396
1998,Brandenburg,East,Earn money,0.6065216500164189,58,2002,0.604884973940905,0.6081583260919328
1998,Brandenburg,East,Both equally,0.3934783499835811,52,2002,0.3918416739080673,0.39511502605909493
1998,Mecklenburg-Western Pomerania,East,Earn money,0.36643357618082517,32,2002,0.36457531054886916,0.3682918418127812
1998,Mecklenburg-Western Pomerania,East,Both equally,0.6335664238191748,47,2002,0.6317081581872188,0.6354246894511308
1998,Saxony,East,Earn money,0.47821518541952307,94,2002,0.4769462600769509,0.47948411076209524
1998,Saxony,East,Both equally,0.521784814580477,107,2002,0.5205158892379048,0.5230537399230492
1998,Saxony-Anhalt,East,Earn money,0.45928577618821465,54,2002,0.45767383388830896,0.46089771848812033
1998,Saxony-Anhalt,East,Both equally,0.5407142238117854,66,2002,0.5391022815118797,0.542326166111691
1998,Thuringa,East,Earn money,0.3321378073992848,53,2002,0.33058704663330346,0.3336885681652661
1998,Thuringa,East,Both equally,0.6678621926007151,82,2002,0.6663114318347338,0.6694129533666964
1999,Schleswig-Holstein,West,Both equally,1.0,33,1731,1.0,1.0
1999,Lower Saxony,West,Earn money,0.39147253467627086,52,1731,0.3902531039061168,0.39269196544642493
1999,Lower Saxony,West,Both equally,0.608527465323729,80,1731,0.607308034553575,0.6097468960938831
1999,North Rhine-Westphalia,West,Earn money,0.42401869849698015,146,1731,0.4232320120897286,0.4248053849042317
1999,North Rhine-Westphalia,West,Both equally,0.5759813015030197,201,1731,0.5751946150957682,0.5767679879102713
1999,Hesse,West,Earn money,0.39419119923892676,42,1731,0.392877295637385,0.3955051028404685
1999,Hesse,West,Both equally,0.6058088007610734,64,1731,0.6044948971595316,0.6071227043626151
1999,"Rhineland-Palatinate, Saarland",West,Earn money,0.4728388872244769,42,1731,0.4713872498455268,0.474290524603427
1999,"Rhineland-Palatinate, Saarland",West,Both equally,0.5271611127755231,48,1731,0.5257094753965731,0.5286127501544732
1999,Baden-Wuerttemberg,West,Earn money,0.47957525828068576,115,1731,0.47860825795836004,0.4805422586030115
1999,Baden-Wuerttemberg,West,Both equally,0.5204247417193142,122,1731,0.5194577413969884,0.52139174204164
1999,Bavaria,West,Earn money,0.3499691110941469,74,1731,0.34897663438612864,0.3509615878021652
1999,Bavaria,West,Both equally,0.6500308889058531,117,1731,0.6490384121978349,0.6510233656138714
1999,Berlin,West,Both equally,1.0,36,1731,1.0,1.0
1999,Brandenburg,East,Earn money,0.38668439842120295,40,1731,0.38495680608958016,0.38841199075282573
1999,Brandenburg,East,Both equally,0.613315601578797,54,1731,0.6115880092471743,0.6150431939104198
1999,Mecklenburg-Western Pomerania,East,Both equally,1.0,35,1731,1.0,1.0
1999,Saxony,East,Earn money,0.35206460819902646,79,1731,0.3508329906932908,0.3532962257047621
1999,Saxony,East,Both equally,0.6479353918009735,119,1731,0.6467037742952378,0.6491670093067091
1999,Saxony-Anhalt,East,Earn money,0.42819911303335756,47,1731,0.4264218458566279,0.4299763802100872
1999,Saxony-Anhalt,East,Both equally,0.5718008869666423,68,1731,0.5700236197899127,0.573578154143372
1999,Thuringa,East,Earn money,0.3030678078549608,41,1731,0.3014877668677077,0.3046478488422139
1999,Thuringa,East,Both equally,0.6969321921450391,76,1731,0.695352151157786,0.6985122331322922
2000,Schleswig-Holstein,West,Both equally,1.0,54,3151,1.0,1.0
2000,Lower Saxony,West,Earn money,0.42964820861894126,94,3151,0.42839948186475535,0.4308969353731272
2000,Lower Saxony,West,Both equally,0.5703517913810587,137,3151,0.5691030646268728,0.5716005181352447
2000,North Rhine-Westphalia,West,Earn money,0.37071075922656227,241,3151,0.3699605871791649,0.3714609312739596
2000,North Rhine-Westphalia,West,Other reasons,0.09626228901742467,57,3151,0.09580418149459428,0.09672039654025506
2000,North Rhine-Westphalia,West,Both equally,0.5330269517560131,358,3151,0.5322520643164999,0.5338018391955264
2000,Hesse,West,Earn money,0.3690737646657909,88,3151,0.3678554824390522,0.3702920468925296
2000,Hesse,West,Both equally,0.6309262353342092,141,3151,0.6297079531074705,0.6321445175609479
2000,"Rhineland-Palatinate, Saarland",West,Earn money,0.4587830643589572,73,3151,0.4573172282899092,0.46024890042800526
2000,"Rhineland-Palatinate, Saarland",West,Both equally,0.5412169356410428,100,3151,0.5397510995719947,0.5426827717100908
2000,Baden-Wuerttemberg,West,Earn money,0.38914295467609944,172,3151,0.3881826834614881,0.3901032258907108
2000,Baden-Wuerttemberg,West,Other reasons,0.0931509758865763,32,3151,0.092578534888286,0.09372341688486659
2000,Baden-Wuerttemberg,West,Both equally,0.5177060694373242,202,3151,0.5167219063831291,0.5186902324915194
2000,Bavaria,West,Earn money,0.36173924099037796,145,3151,0.36080607832530537,0.36267240365545056
2000,Bavaria,West,Other reasons,0.06897499265514939,34,3151,0.0684828545693581,0.06946713074094069
2000,Bavaria,West,Both equally,0.5692857663544726,215,3151,0.5683241092469107,0.5702474234620345
2000,Berlin,West,Earn money,0.4729490369425054,34,3151,0.4710462278543169,0.4748518460306939
2000,Berlin,West,Both equally,0.5270509630574945,43,3151,0.525148153969306,0.5289537721456831
2000,Berlin,East,Both equally,1.0,35,3151,1.0,1.0
2000,Brandenburg,East,Earn money,0.5300597032034043,83,3151,0.5283043668876297,0.531815039519179
2000,Brandenburg,East,Both equally,0.46994029679659577,77,3151,0.46818496048082114,0.4716956331123704
2000,Mecklenburg-Western Pomerania,East,Earn money,0.3773227234159555,34,3151,0.3751262589514709,0.37951918788044015
2000,Mecklenburg-Western Pomerania,East,Both equally,0.6226772765840445,51,3151,0.6204808121195599,0.6248737410485291
2000,Saxony,East,Earn money,0.4635037678632378,137,3151,0.4622368503145686,0.464770685411907
2000,Saxony,East,Both equally,0.5364962321367621,174,3151,0.5352293145880929,0.5377631496854314
2000,Saxony-Anhalt,East,Earn money,0.46472815640207005,77,3151,0.46300882285871203,0.46644748994542806
2000,Saxony-Anhalt,East,Both equally,0.5352718435979298,96,3151,0.5335525100545717,0.5369911771412879
2000,Thuringa,East,Earn money,0.38044873089708897,73,3151,0.3787332255836151,0.38216423621056284
2000,Thuringa,East,Both equally,0.619551269102911,94,3151,0.6178357637894372,0.6212667744163849
2001,Schleswig-Holstein,West,Earn money,0.4208013105972804,33,2795,0.4190127124033799,0.42258990879118086
2001,Schleswig-Holstein,West,Both equally,0.5791986894027196,45,2795,0.577410091208819,0.5809872875966201
2001,Lower Saxony,West,Earn money,0.43613535397325215,90,2795,0.43491847293604885,0.43735223501045545
2001,Lower Saxony,West,Both equally,0.5638646460267479,131,2795,0.5626477649895446,0.5650815270639512
2001,North Rhine-Westphalia,West,Earn money,0.3902323442800905,216,2795,0.3894855641951358,0.3909791243650452
2001,North Rhine-Westphalia,West,Other reasons,0.06014421534040609,39,2795,0.059780236241685596,0.06050819443912659
2001,North Rhine-Westphalia,West,Both equally,0.5496234403795034,330,2795,0.5488617658782166,0.5503851148807902
2001,Hesse,West,Earn money,0.41269770617812906,76,2795,0.41145599409509503,0.4139394182611631
2001,Hesse,West,Both equally,0.5873022938218709,118,2795,0.5860605817388369,0.588544005904905
2001,"Rhineland-Palatinate, Saarland",West,Earn money,0.42633604524227575,70,2795,0.4249690144681809,0.4277030760163706
2001,"Rhineland-Palatinate, Saarland",West,Both equally,0.5736639547577242,112,2795,0.5722969239836294,0.5750309855318191
2001,Baden-Wuerttemberg,West,Earn money,0.3715847307160104,109,2795,0.3705441966482172,0.3726252647838036
2001,Baden-Wuerttemberg,West,Both equally,0.6284152692839895,193,2795,0.6273747352161962,0.6294558033517827
2001,Bavaria,West,Earn money,0.4037342677516527,122,2795,0.4027558643747338,0.4047126711285716
2001,Bavaria,West,Both equally,0.5962657322483473,201,2795,0.5952873288714284,0.5972441356252662
2001,Berlin,West,Both equally,1.0,45,2795,1.0,1.0
2001,Berlin,East,Both equally,1.0,39,2795,1.0,1.0
2001,Brandenburg,East,Earn money,0.5606563501573523,76,2795,0.5588639604963197,0.5624487398183848
2001,Brandenburg,East,Both equally,0.4393436498426476,64,2795,0.43755126018161505,0.4411360395036802
2001,Mecklenburg-Western Pomerania,East,Earn money,0.4459392877577665,35,2795,0.44360135981369864,0.4482772157018343
2001,Mecklenburg-Western Pomerania,East,Both equally,0.5540607122422335,37,2795,0.5517227842981657,0.5563986401863014
2001,Saxony,East,Earn money,0.3904251422821348,107,2795,0.38914193334715547,0.39170835121711417
2001,Saxony,East,Both equally,0.6095748577178652,161,2795,0.6082916487828859,0.6108580666528446
2001,Saxony-Anhalt,East,Earn money,0.4019202539742388,74,2795,0.4003068618546696,0.403533646093808
2001,Saxony-Anhalt,East,Both equally,0.5980797460257612,98,2795,0.5964663539061921,0.5996931381453303
2001,Thuringa,East,Earn money,0.44526580225524387,75,2795,0.4435791363446599,0.44695246816582784
2001,Thuringa,East,Both equally,0.5547341977447561,99,2795,0.5530475318341721,0.55642086365534
2003,Schleswig-Holstein,West,Both equally,1.0,45,2881,1.0,1.0
2003,Lower Saxony,West,Earn money,0.4563781541297454,104,2881,0.45526462734918266,0.4574916809103082
2003,Lower Saxony,West,Both equally,0.5436218458702546,125,2881,0.5425083190896919,0.5447353726508174
2003,North Rhine-Westphalia,West,Earn money,0.4199744733051312,213,2881,0.41925128409145923,0.4206976625188032
2003,North Rhine-Westphalia,West,Other reasons,0.07034303891048187,43,2881,0.06996833444786803,0.0707177433730957
2003,North Rhine-Westphalia,West,Both equally,0.5096824877843869,333,2881,0.5089499913790344,0.5104149841897393
2003,Hesse,West,Earn money,0.39150285168820076,72,2881,0.39031405224139987,0.39269165113500165
2003,Hesse,West,Both equally,0.6084971483117991,109,2881,0.6073083488649983,0.6096859477586
2003,"Rhineland-Palatinate, Saarland",West,Earn money,0.42049269817737317,71,2881,0.4192011587548413,0.421784237599905
2003,"Rhineland-Palatinate, Saarland",West,Both equally,0.5795073018226269,112,2881,0.5782157624000951,0.5807988412451587
2003,Baden-Wuerttemberg,West,Earn money,0.41315146525954927,147,2881,0.41214372430421004,0.4141592062148885
2003,Baden-Wuerttemberg,West,Both equally,0.5868485347404508,176,2881,0.5858407937851117,0.58785627569579
2003,Bavaria,West,Earn money,0.4804402884908298,150,2881,0.4794753296717257,0.48140524730993395
2003,Bavaria,West,Both equally,0.5195597115091702,199,2881,0.518594752690066,0.5205246703282744
2003,Berlin,West,Earn money,0.5717184071576352,43,2881,0.570003761637828,0.5734330526774425
2003,Berlin,West,Both equally,0.4282815928423649,35,2881,0.42656694732255757,0.4299962383621722
2003,Berlin,East,Both equally,1.0,48,2881,1.0,1.0
2003,Brandenburg,East,Earn money,0.5397725314596694,72,2881,0.5380740044308143,0.5414710584885245
2003,Brandenburg,East,Both equally,0.46022746854033064,64,2881,0.45852894151147555,0.46192599556918573
2003,Mecklenburg-Western Pomerania,East,Earn money,0.4792839473712409,47,2881,0.477326041810986,0.48124185293149585
2003,Mecklenburg-Western Pomerania,East,Both equally,0.5207160526287591,53,2881,0.5187581470685042,0.522673958189014
2003,Saxony,East,Earn money,0.4114625436138939,125,2881,0.410269044427353,0.4126560428004348
2003,Saxony,East,Both equally,0.588537456386106,159,2881,0.5873439571995651,0.5897309555726469
2003,Saxony-Anhalt,East,Earn money,0.5159444192827274,92,2881,0.5143875734268653,0.5175012651385895
2003,Saxony-Anhalt,East,Both equally,0.48405558071727267,87,2881,0.4824987348614105,0.48561242657313486
2003,Thuringa,East,Earn money,0.45330717077479527,75,2881,0.4515559975678752,0.45505834398171535
2003,Thuringa,East,Both equally,0.5466928292252048,82,2881,0.5449416560182847,0.5484440024321249
2005,Schleswig-Holstein,West,Both equally,1.0,54,2368,1.0,1.0
2005,Lower Saxony,West,Earn money,0.5260806906490177,82,2368,0.5247410034804059,0.5274203778176296
2005,Lower Saxony,West,Both equally,0.4739193093509822,87,2368,0.47257962218237026,0.47525899651959413
2005,North Rhine-Westphalia,West,Earn money,0.39827517286936653,191,2368,0.3975224990532955,0.39902784668543756
2005,North Rhine-Westphalia,West,Both equally,0.6017248271306335,300,2368,0.6009721533145624,0.6024775009467045
2005,Hesse,West,Earn money,0.44399260704845617,56,2368,0.4426873133725358,0.4452979007243765
2005,Hesse,West,Both equally,0.5560073929515438,77,2368,0.5547020992756234,0.5573126866274641
2005,"Rhineland-Palatinate, Saarland",West,Earn money,0.5354424920213264,64,2368,0.5340983896556948,0.5367865943869581
2005,"Rhineland-Palatinate, Saarland",West,Both equally,0.46455750797867346,71,2368,0.4632134056130418,0.4659016103443051
2005,Baden-Wuerttemberg,West,Earn money,0.4091910176123849,99,2368,0.4081807376231057,0.4102012976016641
2005,Baden-Wuerttemberg,West,Both equally,0.590808982387615,155,2368,0.5897987023983358,0.5918192623768943
2005,Bavaria,West,Earn money,0.4149563472032932,107,2368,0.41388917622785687,0.41602351817872957
2005,Bavaria,West,Both equally,0.5850436527967067,137,2368,0.5839764818212704,0.586110823772143
2005,Berlin,West,Earn money,0.3288034492888562,31,2368,0.32731824782152835,0.330288650756184
2005,Berlin,West,Both equally,0.6711965507111438,52,2368,0.669711349243816,0.6726817521784716
2005,Berlin,East,Both equally,1.0,35,2368,1.0,1.0
2005,Brandenburg,East,Earn money,0.5369281193278131,70,2368,0.5353193396134662,0.5385368990421601
2005,Brandenburg,East,Both equally,0.4630718806721868,66,2368,0.4614631009578398,0.4646806603865338
2005,Mecklenburg-Western Pomerania,East,Earn money,0.4348877424361047,31,2368,0.4327970252131667,0.43697845965904264
2005,Mecklenburg-Western Pomerania,East,Both equally,0.5651122575638954,43,2368,0.5630215403409574,0.5672029747868333
2005,Saxony,East,Earn money,0.3599952707424012,98,2368,0.3588689504766786,0.36112159100812374
2005,Saxony,East,Both equally,0.6400047292575989,145,2368,0.6388784089918763,0.6411310495233215
2005,Saxony-Anhalt,East,Earn money,0.397213794569625,58,2368,0.39559083363423353,0.3988367555050165
2005,Saxony-Anhalt,East,Both equally,0.602786205430375,88,2368,0.6011632444949835,0.6044091663657665
2005,Thuringa,East,Earn money,0.4331201081111496,72,2368,0.43164347010036425,0.43459674612193494
2005,Thuringa,East,Both equally,0.5668798918888505,99,2368,0.5654032538780651,0.5683565298996358
2007,Schleswig-Holstein,West,Both equally,1.0,46,2300,1.0,1.0
2007,Lower Saxony,West,Earn money,0.4543041735166135,82,2300,0.45309892438910154,0.4555094226441255
2007,Lower Saxony,West,Both equally,0.5456958264833864,111,2300,0.5444905773558745,0.5469010756108984
2007,North Rhine-Westphalia,West,Earn money,0.4026845200829372,190,2300,0.4019651552572461,0.40340388490862833
2007,North Rhine-Westphalia,West,Both equally,0.5973154799170629,308,2300,0.5965961150913718,0.598034844742754
2007,Hesse,West,Earn money,0.4481249124193171,69,2300,0.4468775880729909,0.44937223676564336
2007,Hesse,West,Both equally,0.5518750875806829,82,2300,0.5506277632343567,0.5531224119270092
2007,"Rhineland-Palatinate, Saarland",West,Earn money,0.367861190026233,52,2300,0.366477843006571,0.36924453704589505
2007,"Rhineland-Palatinate, Saarland",West,Both equally,0.632138809973767,83,2300,0.630755462954105,0.6335221569934291
2007,Baden-Wuerttemberg,West,Earn money,0.42321642511147045,104,2300,0.4221994587085665,0.4242333915143744
2007,Baden-Wuerttemberg,West,Both equally,0.5767835748885296,166,2300,0.5757666084856257,0.5778005412914335
2007,Bavaria,West,Earn money,0.4536103946869378,125,2300,0.45266306550714797,0.45455772386672766
2007,Bavaria,West,Both equally,0.5463896053130622,183,2300,0.5454422761332723,0.5473369344928521
2007,Berlin,East,Both equally,1.0,33,2300,1.0,1.0
2007,Brandenburg,East,Earn money,0.4827532334521661,62,2300,0.48109876855530076,0.4844076983490314
2007,Brandenburg,East,Both equally,0.517246766547834,65,2300,0.5155923016509687,0.5189012314446992
2007,Mecklenburg-Western Pomerania,East,Earn money,0.3992647027201648,32,2300,0.39729368138477256,0.401235724055557
2007,Mecklenburg-Western Pomerania,East,Both equally,0.6007352972798352,40,2300,0.598764275944443,0.6027063186152274
2007,Saxony,East,Earn money,0.33975018049250466,76,2300,0.33854902232447986,0.34095133866052946
2007,Saxony,East,Both equally,0.6602498195074953,126,2300,0.6590486613394705,0.6614509776755201
2007,Saxony-Anhalt,East,Earn money,0.3358881357864504,47,2300,0.3341403100803479,0.33763596149255287
2007,Saxony-Anhalt,East,Both equally,0.6641118642135496,82,2300,0.6623640385074472,0.665859689919652
2007,Thuringa,East,Earn money,0.477510807965712,55,2300,0.47566844608964376,0.4793531698417802
2007,Thuringa,East,Both equally,0.522489192034288,81,2300,0.5206468301582198,0.5243315539103562
2009,Schleswig-Holstein,West,Both equally,1.0,31,1782,1.0,1.0
2009,Lower Saxony,West,Earn money,0.48975782631725423,71,1782,0.4885593152162809,0.4909563374182276
2009,Lower Saxony,West,Both equally,0.5102421736827457,80,1782,0.5090436625817724,0.5114406847837191
2009,North Rhine-Westphalia,West,Earn money,0.4322371228593944,160,1782,0.43150940269612414,0.4329648430226647
2009,North Rhine-Westphalia,West,Both equally,0.5677628771406056,230,1782,0.5670351569773353,0.5684905973038759
