year,bula_h,sex,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,"Rhineland-Palatinate, Saarland",female,Both equally,0.56711,35,35,0.40056,0.73366
2011,Baden-Wuerttemberg,male,Earn money,0.48113,33,65,0.35871,0.60354
2011,Baden-Wuerttemberg,male,Both equally,0.51804,32,65,0.39562,0.64046
2011,Baden-Wuerttemberg,female,Earn money,0.45130,39,117,0.36074,0.54185
2011,Baden-Wuerttemberg,female,Both equally,0.43473,78,117,0.34451,0.52494
2011,Bavaria,male,Earn money,0.32452,31,74,0.21711,0.43192
2011,Bavaria,male,Both equally,0.64136,43,74,0.53134,0.75138
2011,Bavaria,female,Earn money,0.31910,37,110,0.23159,0.40661
2011,Bavaria,female,Both equally,0.53449,73,110,0.44085,0.62813
2011,Saxony,male,Both equally,0.41558,35,35,0.24992,0.58123
2011,Saxony,female,Both equally,0.69998,45,45,0.56457,0.83539
2011,Saxony-Anhalt,female,Earn money,0.69019,31,31,0.52472,0.85567
2011,Thuringa,female,Both equally,0.76315,31,31,0.61101,0.91529
2013,Lower Saxony,male,Earn money,0.45645,33,80,0.34661,0.56629
2013,Lower Saxony,male,Both equally,0.48776,47,80,0.37754,0.59799
2013,Lower Saxony,female,Earn money,0.37163,32,94,0.27342,0.46985
2013,Lower Saxony,female,Both equally,0.48725,62,94,0.38566,0.58883
2013,North Rhine-Westphalia,male,Earn money,0.40800,71,150,0.32909,0.48692
2013,North Rhine-Westphalia,male,Both equally,0.50653,79,150,0.42625,0.58681
2013,North Rhine-Westphalia,female,Earn money,0.39618,91,223,0.33184,0.46052
2013,North Rhine-Westphalia,female,Both equally,0.53651,132,223,0.47091,0.60211
2013,Hesse,female,Earn money,0.39070,35,83,0.28510,0.49631
2013,Hesse,female,Both equally,0.38058,48,83,0.27549,0.48568
2013,"Rhineland-Palatinate, Saarland",female,Earn money,0.40786,32,69,0.29106,0.52467
2013,"Rhineland-Palatinate, Saarland",female,Both equally,0.41031,37,69,0.29339,0.52722
2013,Baden-Wuerttemberg,male,Earn money,0.39830,33,77,0.28823,0.50836
2013,Baden-Wuerttemberg,male,Both equally,0.55294,44,77,0.44116,0.66472
2013,Baden-Wuerttemberg,female,Earn money,0.31742,45,121,0.23414,0.40071
2013,Baden-Wuerttemberg,female,Both equally,0.57585,76,121,0.48743,0.66428
2013,Bavaria,male,Earn money,0.32486,35,92,0.22864,0.42108
2013,Bavaria,male,Both equally,0.58890,57,92,0.48780,0.68999
2013,Bavaria,female,Earn money,0.31967,60,162,0.24763,0.39171
2013,Bavaria,female,Both equally,0.58324,102,162,0.50709,0.65940
2013,Saxony,male,Both equally,0.48270,32,32,0.30679,0.65861
2013,Saxony,female,Both equally,0.42449,39,39,0.26733,0.58164
2017,Schleswig-Holstein,female,Both equally,0.55237,38,38,0.39215,0.71260
2017,Hamburg,female,Both equally,0.68176,31,31,0.51507,0.84844
2017,Lower Saxony,male,Earn money,0.39437,53,119,0.30619,0.48255
2017,Lower Saxony,male,Both equally,0.50981,66,119,0.41961,0.60001
2017,Lower Saxony,female,Earn money,0.39876,88,210,0.33238,0.46514
2017,Lower Saxony,female,Both equally,0.52958,122,210,0.46191,0.59725
2017,North Rhine-Westphalia,male,Earn money,0.38856,137,290,0.33236,0.44476
2017,North Rhine-Westphalia,male,Both equally,0.55127,153,290,0.49393,0.60861
2017,North Rhine-Westphalia,female,Earn money,0.42086,190,526,0.37863,0.46309
2017,North Rhine-Westphalia,female,Other reasons,0.09284,56,526,0.06802,0.11767
2017,North Rhine-Westphalia,female,Both equally,0.48629,280,526,0.44354,0.52905
2017,Hesse,male,Earn money,0.38923,39,96,0.29118,0.48728
2017,Hesse,male,Both equally,0.55607,57,96,0.45616,0.65599
2017,Hesse,female,Earn money,0.33125,49,140,0.25301,0.40950
2017,Hesse,female,Both equally,0.55745,91,140,0.47488,0.64002
2017,"Rhineland-Palatinate, Saarland",female,Earn money,0.31537,40,112,0.22893,0.40181
2017,"Rhineland-Palatinate, Saarland",female,Both equally,0.59039,72,112,0.49890,0.68187
2017,Baden-Wuerttemberg,male,Earn money,0.32720,45,108,0.23830,0.41610
2017,Baden-Wuerttemberg,male,Both equally,0.61686,63,108,0.52474,0.70898
2017,Baden-Wuerttemberg,female,Earn money,0.36457,81,196,0.29702,0.43213
2017,Baden-Wuerttemberg,female,Both equally,0.52291,115,196,0.45280,0.59301
2017,Bavaria,male,Earn money,0.35684,63,135,0.27573,0.43796
2017,Bavaria,male,Both equally,0.52634,72,135,0.44180,0.61088
2017,Bavaria,female,Earn money,0.36823,120,266,0.31016,0.42630
2017,Bavaria,female,Both equally,0.54386,146,266,0.48390,0.60383
2017,Berlin,male,Both equally,0.60307,34,34,0.43614,0.77001
2017,Berlin,female,Both equally,0.68579,54,54,0.56081,0.81076
2017,Brandenburg,female,Earn money,0.47396,34,69,0.35528,0.59264
2017,Brandenburg,female,Both equally,0.49522,35,69,0.37638,0.61406
2017,Saxony,male,Earn money,0.49256,32,73,0.37708,0.60804
2017,Saxony,male,Both equally,0.47702,41,73,0.36165,0.59239
2017,Saxony,female,Earn money,0.34675,44,119,0.26087,0.43262
2017,Saxony,female,Both equally,0.59437,75,119,0.50577,0.68296
2017,Saxony-Anhalt,male,Both equally,0.64174,33,33,0.47561,0.80787
2017,Saxony-Anhalt,female,Both equally,0.61506,50,50,0.47881,0.75130
2017,Thuringa,female,Both equally,0.49406,32,32,0.31806,0.67006
