year,bula_h,quintil_oecd,plb0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1995,Baden-Wuerttemberg,1st Quintile,Earn money,0.62759,54,739,0.62583,0.62934
1995,Baden-Wuerttemberg,1st Quintile,Both equally,0.37241,32,739,0.37066,0.37417
1995,Baden-Wuerttemberg,2nd Quintile,Both equally,1.00000,37,739,1.00000,1.00000
1995,Baden-Wuerttemberg,3rd Quintile,Both equally,1.00000,32,739,1.00000,1.00000
1995,Bavaria,1st Quintile,Earn money,1.00000,35,739,1.00000,1.00000
1995,Bavaria,2nd Quintile,Both equally,1.00000,35,739,1.00000,1.00000
1995,Saxony,1st Quintile,Earn money,0.49107,37,739,0.48899,0.49316
1995,Saxony,1st Quintile,Both equally,0.50893,35,739,0.50684,0.51101
1995,Saxony,2nd Quintile,Both equally,1.00000,41,739,1.00000,1.00000
1996,North Rhine-Westphalia,1st Quintile,Earn money,0.50835,68,540,0.50710,0.50959
1996,North Rhine-Westphalia,1st Quintile,Both equally,0.49165,69,540,0.49041,0.49290
1996,North Rhine-Westphalia,2nd Quintile,Earn money,0.33026,37,540,0.32883,0.33170
1996,North Rhine-Westphalia,2nd Quintile,Both equally,0.66974,63,540,0.66830,0.67117
1996,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,42,540,1.00000,1.00000
1996,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,33,540,1.00000,1.00000
1996,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,32,540,1.00000,1.00000
1996,Baden-Wuerttemberg,1st Quintile,Earn money,0.59983,58,540,0.59813,0.60153
1996,Baden-Wuerttemberg,1st Quintile,Both equally,0.40017,38,540,0.39847,0.40187
1996,Baden-Wuerttemberg,2nd Quintile,Earn money,1.00000,35,540,1.00000,1.00000
1996,Bavaria,4th Quintile,Both equally,1.00000,31,540,1.00000,1.00000
1996,Saxony,1st Quintile,Both equally,1.00000,34,540,1.00000,1.00000
1997,North Rhine-Westphalia,1st Quintile,Earn money,0.37928,48,686,0.37796,0.38059
1997,North Rhine-Westphalia,1st Quintile,Both equally,0.62072,75,686,0.61941,0.62204
1997,North Rhine-Westphalia,2nd Quintile,Earn money,0.41494,47,686,0.41353,0.41635
1997,North Rhine-Westphalia,2nd Quintile,Both equally,0.58506,54,686,0.58365,0.58647
1997,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,47,686,1.00000,1.00000
1997,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,33,686,1.00000,1.00000
1997,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,34,686,1.00000,1.00000
1997,Baden-Wuerttemberg,1st Quintile,Earn money,0.46928,50,686,0.46759,0.47096
1997,Baden-Wuerttemberg,1st Quintile,Both equally,0.53072,39,686,0.52904,0.53241
1997,Baden-Wuerttemberg,2nd Quintile,Earn money,0.42474,35,686,0.42286,0.42662
1997,Baden-Wuerttemberg,2nd Quintile,Both equally,0.57526,42,686,0.57338,0.57714
1997,Baden-Wuerttemberg,3rd Quintile,Both equally,1.00000,36,686,1.00000,1.00000
1997,Bavaria,1st Quintile,Earn money,1.00000,36,686,1.00000,1.00000
1997,Bavaria,2nd Quintile,Earn money,1.00000,31,686,1.00000,1.00000
1997,Bavaria,3rd Quintile,Both equally,1.00000,39,686,1.00000,1.00000
1997,Saxony,1st Quintile,Earn money,1.00000,40,686,1.00000,1.00000
1998,North Rhine-Westphalia,1st Quintile,Earn money,0.44177,64,484,0.44054,0.44301
1998,North Rhine-Westphalia,1st Quintile,Both equally,0.55823,81,484,0.55699,0.55946
1998,North Rhine-Westphalia,2nd Quintile,Earn money,0.31884,32,484,0.31724,0.32045
1998,North Rhine-Westphalia,2nd Quintile,Both equally,0.68116,57,484,0.67955,0.68276
1998,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,31,484,1.00000,1.00000
1998,Baden-Wuerttemberg,1st Quintile,Earn money,1.00000,56,484,1.00000,1.00000
1998,Baden-Wuerttemberg,3rd Quintile,Both equally,1.00000,31,484,1.00000,1.00000
1998,Bavaria,1st Quintile,Earn money,1.00000,37,484,1.00000,1.00000
1998,Bavaria,2nd Quintile,Earn money,1.00000,32,484,1.00000,1.00000
1998,Bavaria,4th Quintile,Both equally,1.00000,31,484,1.00000,1.00000
1998,Saxony,3rd Quintile,Both equally,1.00000,32,484,1.00000,1.00000
1999,North Rhine-Westphalia,1st Quintile,Earn money,0.48898,56,491,0.48763,0.49032
1999,North Rhine-Westphalia,1st Quintile,Both equally,0.51102,67,491,0.50968,0.51237
1999,North Rhine-Westphalia,2nd Quintile,Earn money,0.38727,43,491,0.38582,0.38871
1999,North Rhine-Westphalia,2nd Quintile,Both equally,0.61273,52,491,0.61129,0.61418
1999,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,32,491,1.00000,1.00000
1999,Baden-Wuerttemberg,1st Quintile,Earn money,0.57772,45,491,0.57606,0.57938
1999,Baden-Wuerttemberg,1st Quintile,Both equally,0.42228,35,491,0.42062,0.42394
1999,Bavaria,3rd Quintile,Both equally,1.00000,31,491,1.00000,1.00000
1999,Saxony,1st Quintile,Both equally,1.00000,35,491,1.00000,1.00000
1999,Saxony,2nd Quintile,Both equally,1.00000,31,491,1.00000,1.00000
1999,Saxony,3rd Quintile,Both equally,1.00000,32,491,1.00000,1.00000
1999,Saxony-Anhalt,1st Quintile,Both equally,1.00000,32,491,1.00000,1.00000
2000,North Rhine-Westphalia,1st Quintile,Earn money,0.41659,46,445,0.41454,0.41865
2000,North Rhine-Westphalia,1st Quintile,Both equally,0.58341,56,445,0.58135,0.58546
2000,North Rhine-Westphalia,2nd Quintile,Earn money,0.43095,38,445,0.42856,0.43335
2000,North Rhine-Westphalia,2nd Quintile,Both equally,0.56905,50,445,0.56665,0.57144
2000,Baden-Wuerttemberg,1st Quintile,Earn money,0.53210,41,445,0.52981,0.53439
2000,Baden-Wuerttemberg,1st Quintile,Both equally,0.46790,35,445,0.46561,0.47019
2000,Baden-Wuerttemberg,2nd Quintile,Earn money,1.00000,32,445,1.00000,1.00000
2000,Bavaria,3rd Quintile,Both equally,1.00000,38,445,1.00000,1.00000
2000,Saxony,1st Quintile,Earn money,0.48394,34,445,0.48129,0.48659
2000,Saxony,1st Quintile,Both equally,0.51606,40,445,0.51341,0.51871
2000,Saxony,2nd Quintile,Both equally,1.00000,35,445,1.00000,1.00000
2001,Lower Saxony,1st Quintile,Earn money,0.41914,36,1410,0.41719,0.42109
2001,Lower Saxony,1st Quintile,Both equally,0.58086,42,1410,0.57891,0.58281
2001,North Rhine-Westphalia,1st Quintile,Earn money,0.58987,100,1410,0.58862,0.59112
2001,North Rhine-Westphalia,1st Quintile,Both equally,0.41013,89,1410,0.40888,0.41138
2001,North Rhine-Westphalia,2nd Quintile,Earn money,0.41526,49,1410,0.41348,0.41703
2001,North Rhine-Westphalia,2nd Quintile,Both equally,0.58474,66,1410,0.58297,0.58652
2001,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,66,1410,1.00000,1.00000
2001,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,56,1410,1.00000,1.00000
2001,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,52,1410,1.00000,1.00000
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Both equally,1.00000,34,1410,1.00000,1.00000
2001,Baden-Wuerttemberg,1st Quintile,Earn money,0.50356,39,1410,0.50155,0.50557
2001,Baden-Wuerttemberg,1st Quintile,Both equally,0.49644,41,1410,0.49443,0.49845
2001,Baden-Wuerttemberg,2nd Quintile,Earn money,0.49558,32,1410,0.49329,0.49787
2001,Baden-Wuerttemberg,2nd Quintile,Both equally,0.50442,42,1410,0.50213,0.50671
2001,Baden-Wuerttemberg,3rd Quintile,Both equally,1.00000,44,1410,1.00000,1.00000
2001,Baden-Wuerttemberg,5th Quintile,Both equally,1.00000,38,1410,1.00000,1.00000
2001,Bavaria,1st Quintile,Earn money,0.49710,38,1410,0.49512,0.49907
2001,Bavaria,1st Quintile,Both equally,0.50290,37,1410,0.50093,0.50488
2001,Bavaria,2nd Quintile,Both equally,1.00000,47,1410,1.00000,1.00000
2001,Bavaria,3rd Quintile,Both equally,1.00000,39,1410,1.00000,1.00000
2001,Bavaria,4th Quintile,Both equally,1.00000,46,1410,1.00000,1.00000
2001,Bavaria,5th Quintile,Both equally,1.00000,32,1410,1.00000,1.00000
2001,Berlin,1st Quintile,Both equally,1.00000,40,1410,1.00000,1.00000
2001,Brandenburg,1st Quintile,Earn money,1.00000,31,1410,1.00000,1.00000
2001,Saxony,1st Quintile,Earn money,0.44824,53,1410,0.44627,0.45022
2001,Saxony,1st Quintile,Both equally,0.55176,63,1410,0.54978,0.55373
2001,Saxony,2nd Quintile,Both equally,1.00000,48,1410,1.00000,1.00000
2001,Saxony-Anhalt,1st Quintile,Both equally,1.00000,33,1410,1.00000,1.00000
2001,Thuringa,1st Quintile,Earn money,0.47225,36,1410,0.46990,0.47461
2001,Thuringa,1st Quintile,Both equally,0.52775,41,1410,0.52539,0.53010
2003,Lower Saxony,1st Quintile,Earn money,0.57197,43,1422,0.57032,0.57362
2003,Lower Saxony,1st Quintile,Both equally,0.42803,32,1422,0.42638,0.42968
2003,North Rhine-Westphalia,1st Quintile,Earn money,0.53489,86,1422,0.53373,0.53606
2003,North Rhine-Westphalia,1st Quintile,Both equally,0.46511,79,1422,0.46394,0.46627
2003,North Rhine-Westphalia,2nd Quintile,Earn money,0.48395,61,1422,0.48238,0.48551
2003,North Rhine-Westphalia,2nd Quintile,Both equally,0.51605,63,1422,0.51449,0.51762
2003,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,66,1422,1.00000,1.00000
2003,North Rhine-Westphalia,4th Quintile,Earn money,0.45890,31,1422,0.45676,0.46103
2003,North Rhine-Westphalia,4th Quintile,Both equally,0.54110,50,1422,0.53897,0.54324
2003,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,73,1422,1.00000,1.00000
2003,"Rhineland-Palatinate, Saarland",1st Quintile,Both equally,1.00000,35,1422,1.00000,1.00000
2003,Baden-Wuerttemberg,1st Quintile,Earn money,1.00000,38,1422,1.00000,1.00000
2003,Baden-Wuerttemberg,3rd Quintile,Earn money,0.42924,31,1422,0.42709,0.43139
2003,Baden-Wuerttemberg,3rd Quintile,Both equally,0.57076,41,1422,0.56861,0.57291
2003,Baden-Wuerttemberg,4th Quintile,Both equally,1.00000,34,1422,1.00000,1.00000
2003,Baden-Wuerttemberg,5th Quintile,Both equally,1.00000,49,1422,1.00000,1.00000
2003,Bavaria,1st Quintile,Earn money,1.00000,40,1422,1.00000,1.00000
2003,Bavaria,2nd Quintile,Earn money,0.52438,36,1422,0.52240,0.52635
2003,Bavaria,2nd Quintile,Both equally,0.47562,37,1422,0.47365,0.47760
2003,Bavaria,3rd Quintile,Both equally,1.00000,33,1422,1.00000,1.00000
2003,Bavaria,4th Quintile,Both equally,1.00000,34,1422,1.00000,1.00000
2003,Bavaria,5th Quintile,Both equally,1.00000,65,1422,1.00000,1.00000
2003,Berlin,1st Quintile,Earn money,0.51102,34,1422,0.50926,0.51278
2003,Berlin,1st Quintile,Both equally,0.48898,32,1422,0.48722,0.49074
2003,Saxony,1st Quintile,Earn money,0.44386,57,1422,0.44206,0.44566
2003,Saxony,1st Quintile,Both equally,0.55614,55,1422,0.55434,0.55794
2003,Saxony,2nd Quintile,Earn money,0.40172,33,1422,0.39952,0.40391
2003,Saxony,2nd Quintile,Both equally,0.59828,42,1422,0.59609,0.60048
2003,Saxony,3rd Quintile,Both equally,1.00000,33,1422,1.00000,1.00000
2003,Saxony-Anhalt,1st Quintile,Earn money,1.00000,48,1422,1.00000,1.00000
2003,Thuringa,1st Quintile,Both equally,1.00000,31,1422,1.00000,1.00000
2005,North Rhine-Westphalia,1st Quintile,Earn money,0.48253,77,971,0.48135,0.48371
2005,North Rhine-Westphalia,1st Quintile,Both equally,0.51747,81,971,0.51629,0.51865
2005,North Rhine-Westphalia,2nd Quintile,Earn money,0.42181,42,971,0.42020,0.42341
2005,North Rhine-Westphalia,2nd Quintile,Both equally,0.57819,57,971,0.57659,0.57980
2005,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,50,971,1.00000,1.00000
2005,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,44,971,1.00000,1.00000
2005,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,68,971,1.00000,1.00000
2005,Baden-Wuerttemberg,1st Quintile,Earn money,1.00000,37,971,1.00000,1.00000
2005,Baden-Wuerttemberg,3rd Quintile,Both equally,1.00000,32,971,1.00000,1.00000
2005,Baden-Wuerttemberg,5th Quintile,Both equally,1.00000,38,971,1.00000,1.00000
2005,Bavaria,5th Quintile,Both equally,1.00000,40,971,1.00000,1.00000
2005,Berlin,1st Quintile,Both equally,1.00000,48,971,1.00000,1.00000
2005,Brandenburg,1st Quintile,Earn money,1.00000,35,971,1.00000,1.00000
2005,Saxony,1st Quintile,Earn money,0.31637,42,971,0.31495,0.31778
2005,Saxony,1st Quintile,Both equally,0.68363,69,971,0.68222,0.68505
2005,Saxony,2nd Quintile,Earn money,0.50253,31,971,0.49984,0.50522
2005,Saxony,2nd Quintile,Both equally,0.49747,31,971,0.49478,0.50016
2005,Saxony-Anhalt,1st Quintile,Both equally,1.00000,37,971,1.00000,1.00000
2005,Thuringa,1st Quintile,Earn money,0.52102,39,971,0.51902,0.52302
2005,Thuringa,1st Quintile,Both equally,0.47898,39,971,0.47698,0.48098
2005,Thuringa,2nd Quintile,Both equally,1.00000,34,971,1.00000,1.00000
2007,North Rhine-Westphalia,1st Quintile,Earn money,0.43817,78,1088,0.43707,0.43927
2007,North Rhine-Westphalia,1st Quintile,Both equally,0.56183,97,1088,0.56073,0.56293
2007,North Rhine-Westphalia,2nd Quintile,Earn money,0.48799,43,1088,0.48641,0.48957
2007,North Rhine-Westphalia,2nd Quintile,Both equally,0.51201,52,1088,0.51043,0.51359
2007,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,52,1088,1.00000,1.00000
2007,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,57,1088,1.00000,1.00000
2007,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,50,1088,1.00000,1.00000
2007,Baden-Wuerttemberg,1st Quintile,Earn money,0.50283,38,1088,0.50110,0.50456
2007,Baden-Wuerttemberg,1st Quintile,Both equally,0.49717,36,1088,0.49544,0.49890
2007,Baden-Wuerttemberg,3rd Quintile,Both equally,1.00000,33,1088,1.00000,1.00000
2007,Baden-Wuerttemberg,4th Quintile,Both equally,1.00000,39,1088,1.00000,1.00000
2007,Baden-Wuerttemberg,5th Quintile,Both equally,1.00000,41,1088,1.00000,1.00000
2007,Bavaria,1st Quintile,Earn money,0.57245,39,1088,0.57090,0.57400
2007,Bavaria,1st Quintile,Both equally,0.42755,36,1088,0.42600,0.42910
2007,Bavaria,2nd Quintile,Earn money,1.00000,37,1088,1.00000,1.00000
2007,Bavaria,3rd Quintile,Both equally,1.00000,38,1088,1.00000,1.00000
2007,Bavaria,4th Quintile,Both equally,1.00000,33,1088,1.00000,1.00000
2007,Bavaria,5th Quintile,Both equally,1.00000,50,1088,1.00000,1.00000
2007,Brandenburg,1st Quintile,Earn money,1.00000,36,1088,1.00000,1.00000
2007,Saxony,1st Quintile,Earn money,0.32355,37,1088,0.32209,0.32501
2007,Saxony,1st Quintile,Both equally,0.67645,64,1088,0.67499,0.67791
2007,Saxony-Anhalt,1st Quintile,Both equally,1.00000,36,1088,1.00000,1.00000
2007,Thuringa,1st Quintile,Earn money,0.53924,32,1088,0.53692,0.54156
2007,Thuringa,1st Quintile,Both equally,0.46076,34,1088,0.45844,0.46308
2009,North Rhine-Westphalia,1st Quintile,Earn money,0.52923,69,455,0.52813,0.53033
2009,North Rhine-Westphalia,1st Quintile,Both equally,0.47077,73,455,0.46967,0.47187
2009,North Rhine-Westphalia,2nd Quintile,Both equally,1.00000,40,455,1.00000,1.00000
2009,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,33,455,1.00000,1.00000
2009,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,37,455,1.00000,1.00000
2009,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,47,455,1.00000,1.00000
2009,Baden-Wuerttemberg,1st Quintile,Earn money,1.00000,39,455,1.00000,1.00000
2009,Bavaria,1st Quintile,Both equally,1.00000,34,455,1.00000,1.00000
2009,Brandenburg,1st Quintile,Earn money,1.00000,35,455,1.00000,1.00000
2009,Saxony,1st Quintile,Both equally,1.00000,48,455,1.00000,1.00000
2011,Lower Saxony,1st Quintile,Both equally,1.00000,31,238,1.00000,1.00000
2011,North Rhine-Westphalia,1st Quintile,Earn money,0.43263,43,238,0.43096,0.43431
2011,North Rhine-Westphalia,1st Quintile,Both equally,0.56737,65,238,0.56569,0.56904
2011,North Rhine-Westphalia,2nd Quintile,Both equally,1.00000,36,238,1.00000,1.00000
2011,Saxony,1st Quintile,Both equally,1.00000,32,238,1.00000,1.00000
2011,Saxony-Anhalt,1st Quintile,Earn money,1.00000,31,238,1.00000,1.00000
2013,Lower Saxony,1st Quintile,Both equally,1.00000,43,413,1.00000,1.00000
2013,North Rhine-Westphalia,1st Quintile,Earn money,0.48640,82,413,0.48484,0.48796
2013,North Rhine-Westphalia,1st Quintile,Both equally,0.51360,78,413,0.51204,0.51516
2013,North Rhine-Westphalia,2nd Quintile,Both equally,1.00000,38,413,1.00000,1.00000
2013,North Rhine-Westphalia,3rd Quintile,Both equally,1.00000,33,413,1.00000,1.00000
2013,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,34,413,1.00000,1.00000
2013,Baden-Wuerttemberg,5th Quintile,Both equally,1.00000,32,413,1.00000,1.00000
2013,Bavaria,1st Quintile,Both equally,1.00000,38,413,1.00000,1.00000
2013,Bavaria,3rd Quintile,Both equally,1.00000,35,413,1.00000,1.00000
2017,Lower Saxony,1st Quintile,Earn money,0.40981,65,1575,0.40785,0.41178
2017,Lower Saxony,1st Quintile,Both equally,0.59019,74,1575,0.58822,0.59215
2017,Lower Saxony,2nd Quintile,Both equally,1.00000,34,1575,1.00000,1.00000
2017,North Rhine-Westphalia,1st Quintile,Earn money,0.45822,152,1575,0.45694,0.45951
2017,North Rhine-Westphalia,1st Quintile,Both equally,0.54178,178,1575,0.54049,0.54306
2017,North Rhine-Westphalia,2nd Quintile,Earn money,0.49639,58,1575,0.49461,0.49817
2017,North Rhine-Westphalia,2nd Quintile,Both equally,0.50361,77,1575,0.50183,0.50539
2017,North Rhine-Westphalia,3rd Quintile,Earn money,0.43714,36,1575,0.43504,0.43924
2017,North Rhine-Westphalia,3rd Quintile,Both equally,0.56286,49,1575,0.56076,0.56496
2017,North Rhine-Westphalia,4th Quintile,Both equally,1.00000,41,1575,1.00000,1.00000
2017,North Rhine-Westphalia,5th Quintile,Both equally,1.00000,37,1575,1.00000,1.00000
2017,Hesse,1st Quintile,Earn money,0.39734,39,1575,0.39530,0.39937
2017,Hesse,1st Quintile,Both equally,0.60266,65,1575,0.60063,0.60470
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Earn money,0.53574,35,1575,0.53308,0.53840
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Both equally,0.46426,42,1575,0.46160,0.46692
2017,Baden-Wuerttemberg,1st Quintile,Earn money,0.38266,40,1575,0.38062,0.38471
2017,Baden-Wuerttemberg,1st Quintile,Both equally,0.61734,47,1575,0.61529,0.61938
2017,Baden-Wuerttemberg,2nd Quintile,Both equally,1.00000,34,1575,1.00000,1.00000
2017,Bavaria,1st Quintile,Earn money,0.44327,58,1575,0.44106,0.44549
2017,Bavaria,1st Quintile,Both equally,0.55673,57,1575,0.55451,0.55894
2017,Bavaria,2nd Quintile,Earn money,0.47015,39,1575,0.46733,0.47297
2017,Bavaria,2nd Quintile,Both equally,0.52985,42,1575,0.52703,0.53267
2017,Bavaria,3rd Quintile,Both equally,1.00000,32,1575,1.00000,1.00000
2017,Bavaria,4th Quintile,Earn money,1.00000,32,1575,1.00000,1.00000
2017,Berlin,1st Quintile,Both equally,1.00000,33,1575,1.00000,1.00000
2017,Brandenburg,1st Quintile,Earn money,1.00000,38,1575,1.00000,1.00000
2017,Saxony,1st Quintile,Earn money,0.38519,33,1575,0.38301,0.38737
2017,Saxony,1st Quintile,Both equally,0.61481,51,1575,0.61263,0.61699
2017,Saxony-Anhalt,1st Quintile,Both equally,1.00000,57,1575,1.00000,1.00000
