,Unnamed: 0,year,quintil_oecd,regtyp,plb0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
65,65,1997,3rd Quintile,Urban regions,Both equally,0.73607,164,1999,0.64748,0.8215
66,66,1997,3rd Quintile,Rural regions,Earn money,0.38635,53,1999,0.32732,0.46648
67,67,1997,3rd Quintile,Rural regions,Both equally,0.61365,84,1999,0.51225,0.74055
68,68,1997,4th Quintile,Urban regions,Earn money,0.33902,60,1999,0.26729,0.42255
69,69,1997,4th Quintile,Urban regions,Both equally,0.66098,121,1999,0.58288,0.75014
70,70,1997,4th Quintile,Rural regions,Earn money,0.47701,43,1999,0.35753,0.63904
71,71,1997,4th Quintile,Rural regions,Both equally,0.52299,67,1999,0.42756,0.62298
72,72,1997,5th Quintile,Urban regions,Earn money,0.25354,33,1999,0.19875,0.31814
73,73,1997,5th Quintile,Urban regions,Both equally,0.74646,97,1999,0.65733,0.8543
74,74,1997,5th Quintile,Rural regions,Both equally,1.0,45,1999,0.80119,1.25036
75,75,1998,1st Quintile,Urban regions,Earn money,0.5208,220,1840,0.47323,0.56419
76,76,1998,1st Quintile,Urban regions,Both equally,0.4792,205,1840,0.43808,0.52199
77,77,1998,1st Quintile,Rural regions,Earn money,0.56167,115,1840,0.47426,0.65982
78,78,1998,1st Quintile,Rural regions,Both equally,0.43833,102,1840,0.36875,0.50847
79,79,1998,2nd Quintile,Urban regions,Earn money,0.36938,106,1840,0.30949,0.43869
80,80,1998,2nd Quintile,Urban regions,Both equally,0.63062,162,1840,0.56203,0.71015
81,81,1998,2nd Quintile,Rural regions,Earn money,0.49499,94,1840,0.41482,0.57916
82,82,1998,2nd Quintile,Rural regions,Both equally,0.50501,94,1840,0.45521,0.55931
83,83,1998,3rd Quintile,Urban regions,Earn money,0.37832,68,1840,0.30219,0.45845
84,84,1998,3rd Quintile,Urban regions,Both equally,0.62168,118,1840,0.52725,0.73642
85,85,1998,3rd Quintile,Rural regions,Earn money,0.34603,56,1840,0.28205,0.41924
86,86,1998,3rd Quintile,Rural regions,Both equally,0.65397,95,1840,0.5493,0.77332
87,87,1998,4th Quintile,Urban regions,Earn money,0.36178,50,1840,0.3075,0.43116
88,88,1998,4th Quintile,Urban regions,Both equally,0.63822,96,1840,0.55412,0.71978
89,89,1998,4th Quintile,Rural regions,Earn money,0.41269,39,1840,0.31961,0.51148
90,90,1998,4th Quintile,Rural regions,Both equally,0.58731,57,1840,0.48456,0.68775
91,91,1998,5th Quintile,Urban regions,Earn money,0.30788,40,1840,0.24739,0.37148
92,92,1998,5th Quintile,Urban regions,Both equally,0.69212,90,1840,0.60443,0.80462
93,93,1998,5th Quintile,Rural regions,Both equally,1.0,33,1840,0.65511,1.35829
94,94,1999,1st Quintile,Urban regions,Earn money,0.45474,184,1789,0.40261,0.50096
95,95,1999,1st Quintile,Urban regions,Both equally,0.54526,220,1789,0.49784,0.59463
96,96,1999,1st Quintile,Rural regions,Earn money,0.44201,119,1789,0.38568,0.49848
97,97,1999,1st Quintile,Rural regions,Both equally,0.55799,129,1789,0.49556,0.63312
98,98,1999,2nd Quintile,Urban regions,Earn money,0.40162,120,1789,0.34579,0.45132
99,99,1999,2nd Quintile,Urban regions,Both equally,0.59838,153,1789,0.52859,0.68249
100,100,1999,2nd Quintile,Rural regions,Earn money,0.38849,67,1789,0.3157,0.47858
101,101,1999,2nd Quintile,Rural regions,Both equally,0.61151,109,1789,0.52286,0.71273
102,102,1999,3rd Quintile,Urban regions,Earn money,0.40183,86,1789,0.3405,0.47321
103,103,1999,3rd Quintile,Urban regions,Both equally,0.59817,127,1789,0.53064,0.67568
104,104,1999,3rd Quintile,Rural regions,Earn money,0.35235,49,1789,0.27905,0.42099
105,105,1999,3rd Quintile,Rural regions,Both equally,0.64765,82,1789,0.54166,0.77548
106,106,1999,4th Quintile,Urban regions,Earn money,0.29597,39,1789,0.23859,0.36477
107,107,1999,4th Quintile,Urban regions,Both equally,0.70403,101,1789,0.6132,0.81772
108,108,1999,4th Quintile,Rural regions,Both equally,1.0,53,1789,0.86657,1.18512
109,109,1999,5th Quintile,Urban regions,Earn money,0.29697,34,1789,0.25781,0.33788
110,110,1999,5th Quintile,Urban regions,Both equally,0.70303,83,1789,0.59945,0.81966
111,111,1999,5th Quintile,Rural regions,Both equally,1.0,34,1789,0.75907,1.31609
112,112,2000,1st Quintile,Urban regions,Earn money,0.47958,192,1785,0.43353,0.54056
113,113,2000,1st Quintile,Urban regions,Both equally,0.52042,202,1785,0.46625,0.57149
114,114,2000,1st Quintile,Rural regions,Earn money,0.40958,115,1785,0.36932,0.44818
115,115,2000,1st Quintile,Rural regions,Both equally,0.59042,127,1785,0.50492,0.6741
116,116,2000,2nd Quintile,Urban regions,Earn money,0.40183,121,1785,0.35571,0.45003
117,117,2000,2nd Quintile,Urban regions,Both equally,0.59817,152,1785,0.52808,0.68006
118,118,2000,2nd Quintile,Rural regions,Earn money,0.43167,72,1785,0.37031,0.51153
119,119,2000,2nd Quintile,Rural regions,Both equally,0.56833,100,1785,0.49459,0.66648
120,120,2000,3rd Quintile,Urban regions,Earn money,0.30838,65,1785,0.26342,0.36942
121,121,2000,3rd Quintile,Urban regions,Both equally,0.69162,124,1785,0.58608,0.79697
122,122,2000,3rd Quintile,Rural regions,Earn money,0.3568,49,1785,0.28536,0.4442
123,123,2000,3rd Quintile,Rural regions,Both equally,0.6432,84,1785,0.56385,0.72581
124,124,2000,4th Quintile,Urban regions,Earn money,0.31084,43,1785,0.24291,0.38907
125,125,2000,4th Quintile,Urban regions,Both equally,0.68916,88,1785,0.60617,0.79131
126,126,2000,4th Quintile,Rural regions,Earn money,0.50412,38,1785,0.3865,0.62395
127,127,2000,4th Quintile,Rural regions,Both equally,0.49588,47,1785,0.40705,0.58526
128,128,2000,5th Quintile,Urban regions,Earn money,0.29853,36,1785,0.24992,0.34581
129,129,2000,5th Quintile,Urban regions,Both equally,0.70147,94,1785,0.6013,0.80906
130,130,2000,5th Quintile,Rural regions,Both equally,1.0,36,1785,0.82209,1.24218
131,131,2001,1st Quintile,Urban regions,Earn money,0.49465,279,2853,0.45171,0.53877
132,132,2001,1st Quintile,Urban regions,Both equally,0.50535,320,2853,0.46911,0.54858
133,133,2001,1st Quintile,Rural regions,Earn money,0.50595,197,2853,0.46002,0.55612
134,134,2001,1st Quintile,Rural regions,Both equally,0.49405,173,2853,0.45309,0.55475
135,135,2001,2nd Quintile,Urban regions,Earn money,0.4147,161,2853,0.37532,0.46311
136,136,2001,2nd Quintile,Urban regions,Both equally,0.5853,239,2853,0.53779,0.63913
137,137,2001,2nd Quintile,Rural regions,Earn money,0.46209,112,2853,0.40642,0.51775
138,138,2001,2nd Quintile,Rural regions,Both equally,0.53791,148,2853,0.48525,0.58391
139,139,2001,3rd Quintile,Urban regions,Earn money,0.35352,106,2853,0.31548,0.39482
140,140,2001,3rd Quintile,Urban regions,Both equally,0.64648,198,2853,0.58266,0.70897
141,141,2001,3rd Quintile,Rural regions,Earn money,0.44066,90,2853,0.38979,0.49187
142,142,2001,3rd Quintile,Rural regions,Both equally,0.55934,129,2853,0.51594,0.6217
143,143,2001,4th Quintile,Urban regions,Earn money,0.32434,73,2853,0.27026,0.37377
144,144,2001,4th Quintile,Urban regions,Both equally,0.67566,163,2853,0.62113,0.74381
145,145,2001,4th Quintile,Rural regions,Earn money,0.37397,58,2853,0.31605,0.43631
146,146,2001,4th Quintile,Rural regions,Both equally,0.62603,98,2853,0.5545,0.7059
147,147,2001,5th Quintile,Urban regions,Earn money,0.19171,48,2853,0.16501,0.21758
148,148,2001,5th Quintile,Urban regions,Other reasons,0.13418,33,2853,0.10565,0.16596
149,149,2001,5th Quintile,Urban regions,Both equally,0.67411,169,2853,0.61296,0.73619
150,150,2001,5th Quintile,Rural regions,Both equally,1.0,59,2853,0.84597,1.22716
151,151,2003,1st Quintile,Urban regions,Earn money,0.50044,281,2994,0.45929,0.54823
152,152,2003,1st Quintile,Urban regions,Both equally,0.49956,289,2994,0.4641,0.54231
153,153,2003,1st Quintile,Rural regions,Earn money,0.59544,214,2994,0.54385,0.6462
154,154,2003,1st Quintile,Rural regions,Both equally,0.40456,141,2994,0.35393,0.46041
155,155,2003,2nd Quintile,Urban regions,Earn money,0.45695,174,2994,0.41536,0.51016
156,156,2003,2nd Quintile,Urban regions,Both equally,0.54305,197,2994,0.50048,0.59264
157,157,2003,2nd Quintile,Rural regions,Earn money,0.49533,118,2994,0.43266,0.55397
158,158,2003,2nd Quintile,Rural regions,Both equally,0.50467,126,2994,0.44278,0.5651
159,159,2003,3rd Quintile,Urban regions,Earn money,0.38373,110,2994,0.33594,0.44023
160,160,2003,3rd Quintile,Urban regions,Both equally,0.61627,201,2994,0.55547,0.67207
161,161,2003,3rd Quintile,Rural regions,Earn money,0.39202,73,2994,0.31625,0.47061
162,162,2003,3rd Quintile,Rural regions,Both equally,0.60798,111,2994,0.52629,0.68414
163,163,2003,4th Quintile,Urban regions,Earn money,0.38657,110,2994,0.32398,0.45213
164,164,2003,4th Quintile,Urban regions,Both equally,0.61343,174,2994,0.53985,0.69757
165,165,2003,4th Quintile,Rural regions,Earn money,0.4022,61,2994,0.31116,0.50575
166,166,2003,4th Quintile,Rural regions,Both equally,0.5978,88,2994,0.4975,0.72951
167,167,2003,5th Quintile,Urban regions,Earn money,0.23372,97,2994,0.19538,0.2778
168,168,2003,5th Quintile,Urban regions,Other reasons,0.11847,46,2994,0.09398,0.15339
169,169,2003,5th Quintile,Urban regions,Both equally,0.64781,256,2994,0.56798,0.73899
170,170,2003,5th Quintile,Rural regions,Earn money,0.36743,52,2994,0.28007,0.5091
171,171,2003,5th Quintile,Rural regions,Both equally,0.63257,75,2994,0.51142,0.77244
172,172,2005,1st Quintile,Urban regions,Earn money,0.45788,255,2479,0.41851,0.49359
173,173,2005,1st Quintile,Urban regions,Both equally,0.54212,277,2479,0.49849,0.58885
174,174,2005,1st Quintile,Rural regions,Earn money,0.45969,162,2479,0.41149,0.51534
175,175,2005,1st Quintile,Rural regions,Both equally,0.54031,179,2479,0.47385,0.61848
176,176,2005,2nd Quintile,Urban regions,Earn money,0.42508,126,2479,0.35633,0.49718
177,177,2005,2nd Quintile,Urban regions,Both equally,0.57492,183,2479,0.5149,0.64476
178,178,2005,2nd Quintile,Rural regions,Earn money,0.46121,105,2479,0.39642,0.53471
179,179,2005,2nd Quintile,Rural regions,Both equally,0.53879,124,2479,0.45528,0.61496
180,180,2005,3rd Quintile,Urban regions,Earn money,0.38915,99,2479,0.33089,0.44921
181,181,2005,3rd Quintile,Urban regions,Both equally,0.61085,140,2479,0.52496,0.70967
182,182,2005,3rd Quintile,Rural regions,Earn money,0.48011,64,2479,0.36749,0.59002
183,183,2005,3rd Quintile,Rural regions,Both equally,0.51989,80,2479,0.42853,0.63107
184,184,2005,4th Quintile,Urban regions,Earn money,0.33447,73,2479,0.27178,0.40079
185,185,2005,4th Quintile,Urban regions,Both equally,0.66553,146,2479,0.5746,0.76697
186,186,2005,4th Quintile,Rural regions,Earn money,0.36659,42,2479,0.25981,0.49005
187,187,2005,4th Quintile,Rural regions,Both equally,0.63341,66,2479,0.50248,0.78013
188,188,2005,5th Quintile,Urban regions,Earn money,0.2892,80,2479,0.23828,0.34687
189,189,2005,5th Quintile,Urban regions,Other reasons,0.10325,34,2479,0.08431,0.1235
190,190,2005,5th Quintile,Urban regions,Both equally,0.60754,184,2479,0.52541,0.68728
191,191,2005,5th Quintile,Rural regions,Both equally,1.0,60,2479,0.73276,1.3147
192,192,2007,1st Quintile,Urban regions,Earn money,0.45226,241,2442,0.40653,0.49237
193,193,2007,1st Quintile,Urban regions,Both equally,0.54774,286,2442,0.50206,0.59776
194,194,2007,1st Quintile,Rural regions,Earn money,0.46799,165,2442,0.41338,0.51964
195,195,2007,1st Quintile,Rural regions,Both equally,0.53201,189,2442,0.46952,0.59188
196,196,2007,2nd Quintile,Urban regions,Earn money,0.48265,141,2442,0.42777,0.53199
197,197,2007,2nd Quintile,Urban regions,Both equally,0.51735,155,2442,0.45906,0.59101
198,198,2007,2nd Quintile,Rural regions,Earn money,0.4463,84,2442,0.37758,0.52036
199,199,2007,2nd Quintile,Rural regions,Both equally,0.5537,114,2442,0.46233,0.6454
200,200,2007,3rd Quintile,Urban regions,Earn money,0.32569,79,2442,0.265,0.40533
201,201,2007,3rd Quintile,Urban regions,Both equally,0.67431,157,2442,0.5892,0.75738
202,202,2007,3rd Quintile,Rural regions,Earn money,0.36438,43,2442,0.29193,0.44898
203,203,2007,3rd Quintile,Rural regions,Both equally,0.63562,81,2442,0.51788,0.77552
204,204,2007,4th Quintile,Urban regions,Earn money,0.31253,74,2442,0.25437,0.37029
205,205,2007,4th Quintile,Urban regions,Both equally,0.68747,167,2442,0.59249,0.80196
206,206,2007,4th Quintile,Rural regions,Earn money,0.3831,48,2442,0.29963,0.46105
207,207,2007,4th Quintile,Rural regions,Both equally,0.6169,69,2442,0.45518,0.79416
208,208,2007,5th Quintile,Urban regions,Earn money,0.25867,74,2442,0.19999,0.31326
209,209,2007,5th Quintile,Urban regions,Both equally,0.74133,187,2442,0.63298,0.86543
210,210,2007,5th Quintile,Rural regions,Earn money,0.49317,31,2442,0.30916,0.67747
211,211,2007,5th Quintile,Rural regions,Both equally,0.50683,57,2442,0.40488,0.63284
212,212,2009,1st Quintile,Urban regions,Earn money,0.52068,209,1926,0.4643,0.58357
213,213,2009,1st Quintile,Urban regions,Both equally,0.47932,232,1926,0.43306,0.53132
214,214,2009,1st Quintile,Rural regions,Earn money,0.58503,155,1926,0.51653,0.6802
215,215,2009,1st Quintile,Rural regions,Both equally,0.41497,112,1926,0.35338,0.49541
216,216,2009,2nd Quintile,Urban regions,Earn money,0.39078,90,1926,0.32684,0.47394
217,217,2009,2nd Quintile,Urban regions,Both equally,0.60922,130,1926,0.51768,0.70518
218,218,2009,2nd Quintile,Rural regions,Earn money,0.44836,79,1926,0.36509,0.54711
219,219,2009,2nd Quintile,Rural regions,Both equally,0.55164,80,1926,0.43796,0.69406
220,220,2009,3rd Quintile,Urban regions,Earn money,0.44355,68,1926,0.35555,0.54741
221,221,2009,3rd Quintile,Urban regions,Both equally,0.55645,108,1926,0.46335,0.65637
222,222,2009,3rd Quintile,Rural regions,Earn money,0.46942,69,1926,0.38953,0.5651
223,223,2009,3rd Quintile,Rural regions,Both equally,0.53058,70,1926,0.41243,0.66797
224,224,2009,4th Quintile,Urban regions,Earn money,0.43506,81,1926,0.32819,0.54375
225,225,2009,4th Quintile,Urban regions,Both equally,0.56494,114,1926,0.46175,0.7078
226,226,2009,4th Quintile,Rural regions,Earn money,0.43039,35,1926,0.33443,0.53465
227,227,2009,4th Quintile,Rural regions,Both equally,0.56961,54,1926,0.41779,0.72831
228,228,2009,5th Quintile,Urban regions,Earn money,0.30123,61,1926,0.24459,0.35623
229,229,2009,5th Quintile,Urban regions,Both equally,0.69877,136,1926,0.56376,0.86113
230,230,2009,5th Quintile,Rural regions,Both equally,1.0,43,1926,0.65966,1.44093
231,231,2011,1st Quintile,Urban regions,Earn money,0.47779,153,1491,0.40009,0.57062
232,232,2011,1st Quintile,Urban regions,Both equally,0.52221,195,1491,0.43173,0.59923
233,233,2011,1st Quintile,Rural regions,Earn money,0.48979,98,1491,0.38788,0.62206
234,234,2011,1st Quintile,Rural regions,Both equally,0.51021,108,1491,0.38525,0.66126
235,235,2011,2nd Quintile,Urban regions,Earn money,0.42705,79,1491,0.32109,0.56597
236,236,2011,2nd Quintile,Urban regions,Both equally,0.57295,111,1491,0.45248,0.70133
237,237,2011,2nd Quintile,Rural regions,Earn money,0.3947,37,1491,0.27599,0.56255
238,238,2011,2nd Quintile,Rural regions,Both equally,0.6053,60,1491,0.41201,0.8413
239,239,2011,3rd Quintile,Urban regions,Earn money,0.55624,57,1491,0.44423,0.68475
240,240,2011,3rd Quintile,Urban regions,Both equally,0.44376,93,1491,0.32895,0.56195
241,241,2011,3rd Quintile,Rural regions,Earn money,0.36573,39,1491,0.23192,0.55245
242,242,2011,3rd Quintile,Rural regions,Both equally,0.63427,65,1491,0.49114,0.79563
243,243,2011,4th Quintile,Urban regions,Earn money,0.41954,64,1491,0.31342,0.53545
244,244,2011,4th Quintile,Urban regions,Both equally,0.58046,105,1491,0.4511,0.69578
245,245,2011,4th Quintile,Rural regions,Both equally,1.0,31,1491,0.75194,1.34834
246,246,2011,5th Quintile,Urban regions,Earn money,0.37642,57,1491,0.30104,0.48287
247,247,2011,5th Quintile,Urban regions,Both equally,0.62358,100,1491,0.5159,0.7301
248,248,2011,5th Quintile,Rural regions,Both equally,1.0,39,1491,0.65278,1.41168
249,249,2013,1st Quintile,Urban regions,Earn money,0.48833,209,1780,0.41406,0.56114
250,250,2013,1st Quintile,Urban regions,Both equally,0.51167,240,1780,0.43586,0.5805
251,251,2013,1st Quintile,Rural regions,Earn money,0.5517,163,1780,0.46356,0.65488
252,252,2013,1st Quintile,Rural regions,Both equally,0.4483,137,1780,0.38521,0.53492
253,253,2013,2nd Quintile,Urban regions,Earn money,0.4921,95,1780,0.39974,0.58687
254,254,2013,2nd Quintile,Urban regions,Both equally,0.5079,114,1780,0.39256,0.61183
255,255,2013,2nd Quintile,Rural regions,Earn money,0.36476,47,1780,0.29131,0.45324
256,256,2013,2nd Quintile,Rural regions,Both equally,0.63524,71,1780,0.50478,0.76188
257,257,2013,3rd Quintile,Urban regions,Earn money,0.43029,68,1780,0.34023,0.52642
258,258,2013,3rd Quintile,Urban regions,Both equally,0.56971,106,1780,0.46431,0.68987
259,259,2013,3rd Quintile,Rural regions,Earn money,0.49618,46,1780,0.36209,0.6325
260,260,2013,3rd Quintile,Rural regions,Both equally,0.50382,68,1780,0.43302,0.60415
261,261,2013,4th Quintile,Urban regions,Earn money,0.38909,60,1780,0.31107,0.46449
262,262,2013,4th Quintile,Urban regions,Both equally,0.61091,95,1780,0.49466,0.72486
263,263,2013,4th Quintile,Rural regions,Both equally,1.0,53,1780,0.81831,1.21106
264,264,2013,5th Quintile,Urban regions,Earn money,0.25303,58,1780,0.1982,0.32247
265,265,2013,5th Quintile,Urban regions,Other reasons,0.21302,34,1780,0.14713,0.28061
266,266,2013,5th Quintile,Urban regions,Both equally,0.53395,116,1780,0.43224,0.63179
267,267,2017,1st Quintile,Urban regions,Earn money,0.39134,357,2787,0.32658,0.44761
268,268,2017,1st Quintile,Urban regions,Other reasons,0.0683,60,2787,0.05064,0.08595
269,269,2017,1st Quintile,Urban regions,Both equally,0.54037,497,2787,0.49073,0.59274
270,270,2017,1st Quintile,Rural regions,Earn money,0.43219,227,2787,0.35003,0.51393
271,271,2017,1st Quintile,Rural regions,Other reasons,0.03927,31,2787,0.02598,0.05602
272,272,2017,1st Quintile,Rural regions,Both equally,0.52854,228,2787,0.43243,0.63568
273,273,2017,2nd Quintile,Urban regions,Earn money,0.39595,154,2787,0.31571,0.50089
274,274,2017,2nd Quintile,Urban regions,Both equally,0.60405,228,2787,0.50647,0.71324
275,275,2017,2nd Quintile,Rural regions,Earn money,0.45549,82,2787,0.31021,0.62302
276,276,2017,2nd Quintile,Rural regions,Both equally,0.54451,90,2787,0.39453,0.7104
277,277,2017,3rd Quintile,Urban regions,Earn money,0.43675,86,2787,0.30272,0.55976
278,278,2017,3rd Quintile,Urban regions,Both equally,0.56325,142,2787,0.4498,0.70635
279,279,2017,3rd Quintile,Rural regions,Earn money,0.40795,44,2787,0.30707,0.52708
280,280,2017,3rd Quintile,Rural regions,Both equally,0.59205,63,2787,0.47353,0.75232
281,281,2017,4th Quintile,Urban regions,Earn money,0.37078,86,2787,0.28872,0.46238
282,282,2017,4th Quintile,Urban regions,Both equally,0.62922,124,2787,0.52275,0.7408
283,283,2017,4th Quintile,Rural regions,Earn money,0.38902,31,2787,0.27129,0.53431
284,284,2017,4th Quintile,Rural regions,Both equally,0.61098,51,2787,0.41812,0.91354
285,285,2017,5th Quintile,Urban regions,Earn money,0.33821,55,2787,0.23282,0.47083
286,286,2017,5th Quintile,Urban regions,Both equally,0.66179,115,2787,0.52581,0.82315
287,287,2017,5th Quintile,Rural regions,Both equally,1.0,36,2787,0.64385,1.36558
