year,bula_h,regtyp,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.50615,56,92,0.40342,0.60887
2009,Baden-Wuerttemberg,Urban regions,Earn money,0.51709,92,194,0.44659,0.58759
2009,Baden-Wuerttemberg,Urban regions,Both equally,0.42784,102,194,0.35804,0.49765
2009,Bavaria,Urban regions,Earn money,0.46636,50,114,0.37437,0.55834
2009,Bavaria,Urban regions,Both equally,0.49815,64,114,0.40596,0.59034
2009,Bavaria,Rural regions,Earn money,0.41944,61,125,0.33259,0.50630
2009,Bavaria,Rural regions,Both equally,0.50561,64,125,0.41761,0.59361
2009,Berlin,Urban regions,Earn money,0.48448,45,91,0.38123,0.58773
2009,Berlin,Urban regions,Both equally,0.47374,46,91,0.37058,0.57690
2009,Brandenburg,Rural regions,Earn money,0.63543,57,100,0.54062,0.73025
2009,Brandenburg,Rural regions,Both equally,0.34484,43,100,0.25120,0.43847
2009,Saxony,Urban regions,Both equally,0.58689,65,65,0.46625,0.70752
2009,Saxony,Rural regions,Earn money,0.46193,40,79,0.35129,0.57257
2009,Saxony,Rural regions,Both equally,0.53807,39,79,0.42743,0.64871
2009,Saxony-Anhalt,Rural regions,Earn money,0.58286,46,84,0.47678,0.68894
2009,Saxony-Anhalt,Rural regions,Both equally,0.41430,38,84,0.30832,0.52027
2009,Thuringa,Rural regions,Earn money,0.49038,45,83,0.38218,0.59858
2009,Thuringa,Rural regions,Both equally,0.50801,38,83,0.39980,0.61622
2011,Lower Saxony,Urban regions,Both equally,0.59337,51,51,0.45721,0.72952
2011,Lower Saxony,Rural regions,Both equally,0.62993,49,49,0.49334,0.76652
2011,North Rhine-Westphalia,Urban regions,Earn money,0.41769,130,305,0.36225,0.47313
2011,North Rhine-Westphalia,Urban regions,Both equally,0.56445,175,305,0.50871,0.62018
2011,Hesse,Urban regions,Earn money,0.53433,39,79,0.42363,0.64503
2011,Hesse,Urban regions,Both equally,0.37606,40,79,0.26856,0.48356
2011,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.50797,42,42,0.35494,0.66100
2011,Baden-Wuerttemberg,Urban regions,Earn money,0.48609,69,173,0.41139,0.56079
2011,Baden-Wuerttemberg,Urban regions,Both equally,0.44253,104,173,0.36830,0.51676
2011,Bavaria,Urban regions,Earn money,0.37356,32,83,0.26885,0.47826
2011,Bavaria,Urban regions,Both equally,0.52515,51,83,0.41706,0.63324
2011,Bavaria,Rural regions,Earn money,0.26869,36,101,0.18181,0.35558
2011,Bavaria,Rural regions,Both equally,0.63048,65,101,0.53587,0.72508
2011,Berlin,Urban regions,Earn money,0.49407,38,38,0.33297,0.65517
2011,Brandenburg,Rural regions,Earn money,0.60231,35,67,0.48423,0.72039
2011,Brandenburg,Rural regions,Both equally,0.37617,32,67,0.25930,0.49304
2011,Saxony,Urban regions,Both equally,0.66518,48,48,0.53025,0.80010
2011,Saxony,Rural regions,Both equally,0.37739,32,32,0.20675,0.54803
2011,Saxony-Anhalt,Rural regions,Earn money,0.79830,41,41,0.67395,0.92266
2013,Schleswig-Holstein,Rural regions,Both equally,0.61805,37,37,0.45934,0.77677
2013,Lower Saxony,Urban regions,Both equally,0.48213,49,49,0.34077,0.62349
2013,Lower Saxony,Rural regions,Earn money,0.41689,39,99,0.31927,0.51450
2013,Lower Saxony,Rural regions,Both equally,0.49070,60,99,0.39172,0.58967
2013,North Rhine-Westphalia,Urban regions,Earn money,0.40333,156,396,0.35495,0.45171
2013,North Rhine-Westphalia,Urban regions,Other reasons,0.07975,39,396,0.05304,0.10647
2013,North Rhine-Westphalia,Urban regions,Both equally,0.51692,201,396,0.46763,0.56620
2013,Hesse,Urban regions,Earn money,0.37533,42,99,0.27946,0.47120
2013,Hesse,Urban regions,Both equally,0.44671,57,99,0.34828,0.54515
2013,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.42099,38,80,0.31212,0.52986
2013,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.46994,42,80,0.35988,0.58000
2013,Baden-Wuerttemberg,Urban regions,Earn money,0.34845,68,177,0.27805,0.41884
2013,Baden-Wuerttemberg,Urban regions,Both equally,0.57854,109,177,0.50559,0.65149
2013,Bavaria,Urban regions,Earn money,0.35239,43,107,0.26144,0.44333
2013,Bavaria,Urban regions,Both equally,0.53104,64,107,0.43604,0.62604
2013,Bavaria,Rural regions,Earn money,0.30189,52,147,0.22743,0.37636
2013,Bavaria,Rural regions,Both equally,0.62141,95,147,0.54273,0.70009
2013,Berlin,Urban regions,Earn money,0.50204,44,95,0.40096,0.60312
2013,Berlin,Urban regions,Both equally,0.41296,51,95,0.31342,0.51249
2013,Brandenburg,Rural regions,Earn money,0.41974,40,71,0.30412,0.53535
2013,Brandenburg,Rural regions,Both equally,0.55580,31,71,0.43940,0.67221
2013,Mecklenburg-Western Pomerania,Rural regions,Earn money,0.83371,34,34,0.70667,0.96075
2013,Saxony,Urban regions,Both equally,0.59065,43,43,0.44194,0.73936
2013,Saxony-Anhalt,Rural regions,Earn money,0.71049,33,33,0.55335,0.86763
2017,Schleswig-Holstein,Rural regions,Earn money,0.44725,35,76,0.33472,0.55978
2017,Schleswig-Holstein,Rural regions,Both equally,0.49372,41,76,0.38057,0.60688
2017,Hamburg,Urban regions,Both equally,0.54742,42,42,0.39506,0.69978
2017,Lower Saxony,Urban regions,Earn money,0.42654,66,155,0.34842,0.50465
2017,Lower Saxony,Urban regions,Both equally,0.49633,89,155,0.41736,0.57530
2017,Lower Saxony,Rural regions,Earn money,0.36629,75,174,0.29449,0.43808
2017,Lower Saxony,Rural regions,Both equally,0.54647,99,174,0.47228,0.62065
2017,North Rhine-Westphalia,Urban regions,Earn money,0.40554,321,821,0.37194,0.43915
2017,North Rhine-Westphalia,Urban regions,Other reasons,0.08012,76,821,0.06154,0.09870
2017,North Rhine-Westphalia,Urban regions,Both equally,0.51434,424,821,0.48013,0.54855
2017,Hesse,Urban regions,Earn money,0.37330,75,199,0.30593,0.44067
2017,Hesse,Urban regions,Both equally,0.53621,124,199,0.46674,0.60567
2017,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.31497,38,114,0.22933,0.40062
2017,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.59918,76,114,0.50882,0.68954
2017,Baden-Wuerttemberg,Urban regions,Earn money,0.34275,114,298,0.28877,0.39673
2017,Baden-Wuerttemberg,Urban regions,Other reasons,0.09683,31,298,0.06320,0.13047
2017,Baden-Wuerttemberg,Urban regions,Both equally,0.56041,153,298,0.50396,0.61686
2017,Bavaria,Urban regions,Earn money,0.34802,85,192,0.28047,0.41558
2017,Bavaria,Urban regions,Both equally,0.52834,107,192,0.45755,0.59914
2017,Bavaria,Rural regions,Earn money,0.37904,98,209,0.31310,0.44497
2017,Bavaria,Rural regions,Both equally,0.54497,111,209,0.47729,0.61264
2017,Berlin,Urban regions,Earn money,0.25614,33,121,0.17804,0.33424
2017,Berlin,Urban regions,Both equally,0.63386,88,121,0.54767,0.72006
2017,Brandenburg,Rural regions,Earn money,0.40102,55,102,0.30543,0.49660
2017,Brandenburg,Rural regions,Both equally,0.57855,47,102,0.48225,0.67486
2017,Mecklenburg-Western Pomerania,Rural regions,Both equally,0.52952,31,31,0.35091,0.70813
2017,Saxony,Urban regions,Earn money,0.39032,44,115,0.30077,0.47987
2017,Saxony,Urban regions,Both equally,0.55488,71,115,0.46365,0.64611
2017,Saxony,Rural regions,Earn money,0.45342,32,77,0.34150,0.56534
2017,Saxony,Rural regions,Both equally,0.51470,45,77,0.40234,0.62707
2017,Saxony-Anhalt,Rural regions,Earn money,0.31778,36,92,0.22211,0.41344
2017,Saxony-Anhalt,Rural regions,Both equally,0.65783,56,92,0.56035,0.75531
