,Unnamed: 0,year,bula_h,ple0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
127,127,1992,Mecklenburg-Western Pomerania,No,1.0,379,13074,0.95554,1.04416
128,128,1992,Saxony,Yes,0.08738,90,13074,0.08111,0.09493
129,129,1992,Saxony,No,0.91262,1050,13074,0.88659,0.94373
130,130,1992,Saxony-Anhalt,Yes,0.09757,61,13074,0.08222,0.11134
131,131,1992,Saxony-Anhalt,No,0.90243,693,13074,0.86004,0.94896
132,132,1992,Thuringa,Yes,0.08674,43,13074,0.07642,0.0991
133,133,1992,Thuringa,No,0.91326,635,13074,0.87391,0.94616
134,134,1994,Schleswig-Holstein,No,1.0,251,12670,0.92498,1.08533
135,135,1994,Hamburg,No,1.0,125,12670,0.89798,1.11704
136,136,1994,Lower Saxony,Yes,0.13368,113,12670,0.1229,0.14595
137,137,1994,Lower Saxony,No,0.86632,844,12670,0.83138,0.90831
138,138,1994,Bremen,No,1.0,76,12670,0.89559,1.12102
139,139,1994,North Rhine-Westphalia,Yes,0.16235,309,12670,0.15301,0.17233
140,140,1994,North Rhine-Westphalia,No,0.83765,2113,12670,0.81162,0.86297
141,141,1994,Hesse,Yes,0.13936,103,12670,0.12652,0.15211
142,142,1994,Hesse,No,0.86064,798,12670,0.80976,0.90496
143,143,1994,"Rhineland-Palatinate, Saarland",Yes,0.15369,81,12670,0.13349,0.17383
144,144,1994,"Rhineland-Palatinate, Saarland",No,0.84631,550,12670,0.80895,0.89031
145,145,1994,Baden-Wuerttemberg,Yes,0.10871,159,12670,0.09825,0.1219
146,146,1994,Baden-Wuerttemberg,No,0.89129,1557,12670,0.85803,0.92924
147,147,1994,Bavaria,Yes,0.12039,143,12670,0.10802,0.13273
148,148,1994,Bavaria,No,0.87961,1421,12670,0.85099,0.91526
149,149,1994,Berlin,Yes,0.16072,70,12670,0.13855,0.18638
150,150,1994,Berlin,No,0.83928,477,12670,0.79316,0.88542
151,151,1994,Brandenburg,Yes,0.09708,53,12670,0.08239,0.11135
152,152,1994,Brandenburg,No,0.90292,549,12670,0.86658,0.94082
153,153,1994,Mecklenburg-Western Pomerania,Yes,0.11611,36,12670,0.09928,0.13213
154,154,1994,Mecklenburg-Western Pomerania,No,0.88389,375,12670,0.833,0.93531
155,155,1994,Saxony,Yes,0.07437,67,12670,0.06566,0.08203
156,156,1994,Saxony,No,0.92563,1045,12670,0.89484,0.95623
157,157,1994,Saxony-Anhalt,Yes,0.07715,46,12670,0.06673,0.08786
158,158,1994,Saxony-Anhalt,No,0.92285,649,12670,0.87813,0.96524
159,159,1994,Thuringa,Yes,0.08598,42,12670,0.07638,0.09721
160,160,1994,Thuringa,No,0.91402,618,12670,0.86683,0.95132
161,161,1995,Schleswig-Holstein,Yes,0.14982,35,13102,0.12606,0.174
162,162,1995,Schleswig-Holstein,No,0.85018,242,13102,0.7899,0.90215
163,163,1995,Hamburg,No,1.0,118,13102,0.86451,1.14332
164,164,1995,Lower Saxony,Yes,0.14132,116,13102,0.1276,0.15685
165,165,1995,Lower Saxony,No,0.85868,917,13102,0.81465,0.89957
166,166,1995,Bremen,No,1.0,77,13102,0.87099,1.12962
167,167,1995,North Rhine-Westphalia,Yes,0.16772,323,13102,0.15817,0.1783
168,168,1995,North Rhine-Westphalia,No,0.83228,2238,13102,0.80735,0.85788
169,169,1995,Hesse,Yes,0.13551,113,13102,0.12155,0.15021
170,170,1995,Hesse,No,0.86449,825,13102,0.81632,0.92061
171,171,1995,"Rhineland-Palatinate, Saarland",Yes,0.14035,75,13102,0.12412,0.15967
172,172,1995,"Rhineland-Palatinate, Saarland",No,0.85965,630,13102,0.81853,0.89722
173,173,1995,Baden-Wuerttemberg,Yes,0.11811,170,13102,0.10648,0.13161
174,174,1995,Baden-Wuerttemberg,No,0.88189,1598,13102,0.84555,0.91359
175,175,1995,Bavaria,Yes,0.13592,159,13102,0.12256,0.15033
176,176,1995,Bavaria,No,0.86408,1501,13102,0.83406,0.89078
177,177,1995,Berlin,Yes,0.16556,77,13102,0.14549,0.19097
178,178,1995,Berlin,No,0.83444,483,13102,0.78237,0.87835
179,179,1995,Brandenburg,Yes,0.1054,53,13102,0.09102,0.12102
180,180,1995,Brandenburg,No,0.8946,530,13102,0.85402,0.93837
181,181,1995,Mecklenburg-Western Pomerania,Yes,0.1117,38,13102,0.09433,0.13091
182,182,1995,Mecklenburg-Western Pomerania,No,0.8883,373,13102,0.83618,0.93966
183,183,1995,Saxony,Yes,0.08658,78,13102,0.0771,0.09682
184,184,1995,Saxony,No,0.91342,1001,13102,0.88698,0.94464
185,185,1995,Saxony-Anhalt,Yes,0.08342,46,13102,0.0703,0.09719
186,186,1995,Saxony-Anhalt,No,0.91658,640,13102,0.87466,0.96202
187,187,1995,Thuringa,Yes,0.09443,45,13102,0.0826,0.10687
188,188,1995,Thuringa,No,0.90557,601,13102,0.85814,0.95296
189,189,1996,Schleswig-Holstein,Yes,0.16059,39,12977,0.13524,0.18778
190,190,1996,Schleswig-Holstein,No,0.83941,245,12977,0.76917,0.90774
191,191,1996,Hamburg,No,1.0,112,12977,0.87819,1.14797
192,192,1996,Lower Saxony,Yes,0.13882,113,12977,0.12434,0.1533
193,193,1996,Lower Saxony,No,0.86118,928,12977,0.82502,0.89749
194,194,1996,Bremen,No,1.0,79,12977,0.87036,1.14489
195,195,1996,North Rhine-Westphalia,Yes,0.1585,315,12977,0.1477,0.16988
196,196,1996,North Rhine-Westphalia,No,0.8415,2236,12977,0.81827,0.87026
197,197,1996,Hesse,Yes,0.14283,110,12977,0.13185,0.15531
198,198,1996,Hesse,No,0.85717,798,12977,0.81106,0.91399
199,199,1996,"Rhineland-Palatinate, Saarland",Yes,0.13921,70,12977,0.12387,0.15682
200,200,1996,"Rhineland-Palatinate, Saarland",No,0.86079,621,12977,0.81676,0.90936
201,201,1996,Baden-Wuerttemberg,Yes,0.12584,178,12977,0.11168,0.14121
202,202,1996,Baden-Wuerttemberg,No,0.87416,1526,12977,0.83225,0.91338
203,203,1996,Bavaria,Yes,0.13159,155,12977,0.11855,0.145
204,204,1996,Bavaria,No,0.86841,1505,12977,0.8398,0.90229
205,205,1996,Berlin,Yes,0.17379,77,12977,0.14711,0.20001
206,206,1996,Berlin,No,0.82621,465,12977,0.77531,0.87771
207,207,1996,Brandenburg,Yes,0.10716,54,12977,0.0904,0.12494
208,208,1996,Brandenburg,No,0.89284,537,12977,0.85732,0.93086
209,209,1996,Mecklenburg-Western Pomerania,Yes,0.12014,38,12977,0.10035,0.14164
210,210,1996,Mecklenburg-Western Pomerania,No,0.87986,359,12977,0.81822,0.93806
211,211,1996,Saxony,Yes,0.08157,78,12977,0.07147,0.09042
212,212,1996,Saxony,No,0.91843,1021,12977,0.88521,0.95451
213,213,1996,Saxony-Anhalt,Yes,0.10214,55,12977,0.08547,0.11871
214,214,1996,Saxony-Anhalt,No,0.89786,609,12977,0.85604,0.94853
215,215,1996,Thuringa,Yes,0.10852,53,12977,0.09457,0.12138
216,216,1996,Thuringa,No,0.89148,601,12977,0.8523,0.93503
217,217,1997,Schleswig-Holstein,Yes,0.14886,31,12722,0.12469,0.17141
218,218,1997,Schleswig-Holstein,No,0.85114,234,12722,0.78012,0.9188
219,219,1997,Hamburg,No,1.0,111,12722,0.863,1.1399
220,220,1997,Lower Saxony,Yes,0.15236,118,12722,0.13911,0.16562
221,221,1997,Lower Saxony,No,0.84764,905,12722,0.80453,0.89522
222,222,1997,Bremen,No,1.0,82,12722,0.86683,1.12491
223,223,1997,North Rhine-Westphalia,Yes,0.1538,301,12722,0.14278,0.16818
224,224,1997,North Rhine-Westphalia,No,0.8462,2193,12722,0.81645,0.87715
225,225,1997,Hesse,Yes,0.13082,98,12722,0.11594,0.14616
226,226,1997,Hesse,No,0.86918,741,12722,0.82502,0.91743
227,227,1997,"Rhineland-Palatinate, Saarland",Yes,0.15306,82,12722,0.13516,0.16859
228,228,1997,"Rhineland-Palatinate, Saarland",No,0.84694,628,12722,0.80352,0.88451
229,229,1997,Baden-Wuerttemberg,Yes,0.1386,189,12722,0.12169,0.15792
230,230,1997,Baden-Wuerttemberg,No,0.8614,1511,12722,0.82051,0.90284
231,231,1997,Bavaria,Yes,0.12962,150,12722,0.11557,0.1461
232,232,1997,Bavaria,No,0.87038,1460,12722,0.83865,0.91326
233,233,1997,Berlin,Yes,0.17185,70,12722,0.14851,0.20017
234,234,1997,Berlin,No,0.82815,439,12722,0.77326,0.8736
235,235,1997,Brandenburg,Yes,0.11543,61,12722,0.10039,0.13188
236,236,1997,Brandenburg,No,0.88457,532,12722,0.84301,0.92147
237,237,1997,Mecklenburg-Western Pomerania,Yes,0.12164,39,12722,0.10306,0.14108
238,238,1997,Mecklenburg-Western Pomerania,No,0.87836,350,12722,0.82813,0.93862
239,239,1997,Saxony,Yes,0.0843,79,12722,0.07338,0.09411
240,240,1997,Saxony,No,0.9157,1003,12722,0.88522,0.95227
241,241,1997,Saxony-Anhalt,Yes,0.08784,51,12722,0.07566,0.10387
242,242,1997,Saxony-Anhalt,No,0.91216,607,12722,0.86695,0.96046
243,243,1997,Thuringa,Yes,0.10501,52,12722,0.08696,0.12077
244,244,1997,Thuringa,No,0.89499,605,12722,0.84532,0.9488
245,245,1998,Schleswig-Holstein,Yes,0.11551,33,14081,0.09719,0.13861
246,246,1998,Schleswig-Holstein,No,0.88449,309,14081,0.82379,0.94346
247,247,1998,Hamburg,No,1.0,132,14081,0.88335,1.10643
248,248,1998,Lower Saxony,Yes,0.14168,135,14081,0.12811,0.15532
249,249,1998,Lower Saxony,No,0.85832,1054,14081,0.82551,0.89458
250,250,1998,Bremen,No,1.0,86,14081,0.89181,1.13132
251,251,1998,North Rhine-Westphalia,Yes,0.15904,371,14081,0.14915,0.16878
252,252,1998,North Rhine-Westphalia,No,0.84096,2452,14081,0.82006,0.86522
253,253,1998,Hesse,Yes,0.13308,114,14081,0.12013,0.14514
254,254,1998,Hesse,No,0.86692,822,14081,0.82768,0.91096
255,255,1998,"Rhineland-Palatinate, Saarland",Yes,0.15166,100,14081,0.13648,0.16811
256,256,1998,"Rhineland-Palatinate, Saarland",No,0.84834,700,14081,0.81025,0.89141
257,257,1998,Baden-Wuerttemberg,Yes,0.13375,194,14081,0.12137,0.15161
258,258,1998,Baden-Wuerttemberg,No,0.86625,1602,14081,0.83471,0.8996
259,259,1998,Bavaria,Yes,0.13707,194,14081,0.12383,0.14984
260,260,1998,Bavaria,No,0.86293,1658,14081,0.82859,0.8896
261,261,1998,Berlin,Yes,0.12719,59,14081,0.11021,0.1463
262,262,1998,Berlin,No,0.87281,465,14081,0.82549,0.92057
263,263,1998,Brandenburg,Yes,0.10451,64,14081,0.09326,0.11592
264,264,1998,Brandenburg,No,0.89549,551,14081,0.85271,0.94383
265,265,1998,Mecklenburg-Western Pomerania,Yes,0.11253,38,14081,0.08926,0.13636
266,266,1998,Mecklenburg-Western Pomerania,No,0.88747,370,14081,0.82573,0.94624
267,267,1998,Saxony,Yes,0.07727,82,14081,0.0684,0.08488
268,268,1998,Saxony,No,0.92273,1088,14081,0.89485,0.95619
269,269,1998,Saxony-Anhalt,Yes,0.09757,61,14081,0.08283,0.11212
270,270,1998,Saxony-Anhalt,No,0.90243,620,14081,0.86289,0.94698
271,271,1998,Thuringa,Yes,0.1179,64,14081,0.10614,0.13075
272,272,1998,Thuringa,No,0.8821,663,14081,0.84092,0.92397
273,273,1999,Schleswig-Holstein,Yes,0.12033,31,13609,0.09424,0.14223
274,274,1999,Schleswig-Holstein,No,0.87967,290,13609,0.82962,0.9478
275,275,1999,Hamburg,No,1.0,123,13609,0.90707,1.10664
276,276,1999,Lower Saxony,Yes,0.15036,136,13609,0.13763,0.16741
277,277,1999,Lower Saxony,No,0.84964,1027,13609,0.81121,0.89389
278,278,1999,Bremen,No,1.0,73,13609,0.87602,1.12485
279,279,1999,North Rhine-Westphalia,Yes,0.16541,355,13609,0.15505,0.17728
280,280,1999,North Rhine-Westphalia,No,0.83459,2335,13609,0.80963,0.8626
281,281,1999,Hesse,Yes,0.13394,106,13609,0.12246,0.14423
282,282,1999,Hesse,No,0.86606,784,13609,0.82182,0.91032
283,283,1999,"Rhineland-Palatinate, Saarland",Yes,0.16344,105,13609,0.14575,0.17785
284,284,1999,"Rhineland-Palatinate, Saarland",No,0.83656,664,13609,0.79559,0.87163
285,285,1999,Baden-Wuerttemberg,Yes,0.13642,188,13609,0.1221,0.15139
286,286,1999,Baden-Wuerttemberg,No,0.86358,1535,13609,0.82337,0.89832
287,287,1999,Bavaria,Yes,0.1206,175,13609,0.10836,0.13185
288,288,1999,Bavaria,No,0.8794,1614,13609,0.84996,0.9128
289,289,1999,Berlin,Yes,0.14653,60,13609,0.12865,0.16604
290,290,1999,Berlin,No,0.85347,453,13609,0.80984,0.89723
291,291,1999,Brandenburg,Yes,0.12376,69,13609,0.11307,0.1389
292,292,1999,Brandenburg,No,0.87624,526,13609,0.81723,0.91678
293,293,1999,Mecklenburg-Western Pomerania,Yes,0.11431,38,13609,0.09237,0.13996
294,294,1999,Mecklenburg-Western Pomerania,No,0.88569,361,13609,0.82815,0.95091
295,295,1999,Saxony,Yes,0.08247,82,13609,0.0741,0.09113
296,296,1999,Saxony,No,0.91753,1069,13609,0.88391,0.95429
297,297,1999,Saxony-Anhalt,Yes,0.09119,65,13609,0.08068,0.10171
298,298,1999,Saxony-Anhalt,No,0.90881,627,13609,0.86363,0.95777
299,299,1999,Thuringa,Yes,0.10669,59,13609,0.09228,0.11973
300,300,1999,Thuringa,No,0.89331,659,13609,0.84413,0.936
301,301,2000,Schleswig-Holstein,Yes,0.11023,72,23995,0.09575,0.12341
302,302,2000,Schleswig-Holstein,No,0.88977,635,23995,0.85218,0.9223
303,303,2000,Hamburg,Yes,0.16853,41,23995,0.14552,0.18923
304,304,2000,Hamburg,No,0.83147,258,23995,0.77625,0.87013
305,305,2000,Lower Saxony,Yes,0.13457,234,23995,0.12721,0.14404
306,306,2000,Lower Saxony,No,0.86543,1787,23995,0.84319,0.88835
307,307,2000,Bremen,No,1.0,162,23995,0.9288,1.06794
308,308,2000,North Rhine-Westphalia,Yes,0.13741,630,23995,0.13179,0.14314
309,309,2000,North Rhine-Westphalia,No,0.86259,4489,23995,0.84732,0.87501
310,310,2000,Hesse,Yes,0.12271,192,23995,0.11555,0.13091
311,311,2000,Hesse,No,0.87729,1476,23995,0.85377,0.90161
312,312,2000,"Rhineland-Palatinate, Saarland",Yes,0.13304,173,23995,0.12434,0.14333
313,313,2000,"Rhineland-Palatinate, Saarland",No,0.86696,1284,23995,0.84409,0.88903
314,314,2000,Baden-Wuerttemberg,Yes,0.11664,307,23995,0.10768,0.12633
315,315,2000,Baden-Wuerttemberg,No,0.88336,2635,23995,0.86027,0.90277
316,316,2000,Bavaria,Yes,0.11532,345,23995,0.10888,0.12084
317,317,2000,Bavaria,No,0.88468,3015,23995,0.86594,0.90156
318,318,2000,Berlin,Yes,0.13425,99,23995,0.12112,0.14912
319,319,2000,Berlin,No,0.86575,703,23995,0.83054,0.9041
320,320,2000,Brandenburg,Yes,0.11629,110,23995,0.10593,0.12688
321,321,2000,Brandenburg,No,0.88371,906,23995,0.85114,0.91765
322,322,2000,Mecklenburg-Western Pomerania,Yes,0.11278,53,23995,0.0982,0.12445
323,323,2000,Mecklenburg-Western Pomerania,No,0.88722,511,23995,0.8374,0.93101
324,324,2000,Saxony,Yes,0.0802,126,23995,0.07256,0.0874
325,325,2000,Saxony,No,0.9198,1645,23995,0.89446,0.94362
326,326,2000,Saxony-Anhalt,Yes,0.10669,108,23995,0.09741,0.11715
327,327,2000,Saxony-Anhalt,No,0.89331,950,23995,0.86656,0.9224
328,328,2000,Thuringa,Yes,0.11623,103,23995,0.10718,0.12806
329,329,2000,Thuringa,No,0.88377,946,23995,0.85388,0.9158
330,330,2001,Schleswig-Holstein,Yes,0.13716,74,21808,0.11869,0.15861
331,331,2001,Schleswig-Holstein,No,0.86284,570,21808,0.82004,0.90053
332,332,2001,Hamburg,Yes,0.17472,40,21808,0.15044,0.20107
333,333,2001,Hamburg,No,0.82528,234,21808,0.7745,0.882
334,334,2001,Lower Saxony,Yes,0.13545,217,21808,0.12626,0.14432
335,335,2001,Lower Saxony,No,0.86455,1625,21808,0.8438,0.89038
336,336,2001,Bremen,No,1.0,137,21808,0.9101,1.10428
337,337,2001,North Rhine-Westphalia,Yes,0.1369,558,21808,0.13168,0.14335
338,338,2001,North Rhine-Westphalia,No,0.8631,4080,21808,0.84686,0.88076
339,339,2001,Hesse,Yes,0.11578,164,21808,0.10818,0.12381
340,340,2001,Hesse,No,0.88422,1308,21808,0.85479,0.91064
341,341,2001,"Rhineland-Palatinate, Saarland",Yes,0.13495,169,21808,0.12575,0.14657
342,342,2001,"Rhineland-Palatinate, Saarland",No,0.86505,1180,21808,0.8389,0.89392
343,343,2001,Baden-Wuerttemberg,Yes,0.11658,264,21808,0.10647,0.12655
344,344,2001,Baden-Wuerttemberg,No,0.88342,2320,21808,0.85989,0.9089
345,345,2001,Bavaria,Yes,0.11812,313,21808,0.10914,0.12531
346,346,2001,Bavaria,No,0.88188,2709,21808,0.86185,0.90373
347,347,2001,Berlin,Yes,0.13975,102,21808,0.12754,0.15658
348,348,2001,Berlin,No,0.86025,684,21808,0.81864,0.89854
349,349,2001,Brandenburg,Yes,0.10618,100,21808,0.09659,0.11635
350,350,2001,Brandenburg,No,0.89382,854,21808,0.86314,0.92736
351,351,2001,Mecklenburg-Western Pomerania,Yes,0.11294,51,21808,0.09616,0.1295
352,352,2001,Mecklenburg-Western Pomerania,No,0.88706,459,21808,0.84458,0.94033
353,353,2001,Saxony,Yes,0.08817,126,21808,0.08003,0.09567
