,Unnamed: 0,year,bula_h,ple0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
709,709,2014,Hamburg,No,0.87496,406,27008,0.77629,0.97364
710,710,2014,Lower Saxony,Yes,0.15498,299,27008,0.13749,0.1711
711,711,2014,Lower Saxony,No,0.84502,2301,27008,0.80235,0.88249
712,712,2014,Bremen,No,1.0,199,27008,0.79417,1.20076
713,713,2014,North Rhine-Westphalia,Yes,0.1614,674,27008,0.15162,0.17361
714,714,2014,North Rhine-Westphalia,No,0.8386,4954,27008,0.80894,0.86269
715,715,2014,Hesse,Yes,0.16342,272,27008,0.14578,0.1789
716,716,2014,Hesse,No,0.83658,1611,27008,0.79139,0.88112
717,717,2014,"Rhineland-Palatinate, Saarland",Yes,0.13094,175,27008,0.11647,0.14487
718,718,2014,"Rhineland-Palatinate, Saarland",No,0.86906,1405,27008,0.8187,0.91997
719,719,2014,Baden-Wuerttemberg,Yes,0.12784,319,27008,0.11482,0.1417
720,720,2014,Baden-Wuerttemberg,No,0.87216,2899,27008,0.83728,0.91359
721,721,2014,Bavaria,Yes,0.13522,490,27008,0.12296,0.14817
722,722,2014,Bavaria,No,0.86478,3906,27008,0.84085,0.89814
723,723,2014,Berlin,Yes,0.19163,137,27008,0.16445,0.21809
724,724,2014,Berlin,No,0.80837,852,27008,0.75901,0.866
725,725,2014,Brandenburg,Yes,0.14541,138,27008,0.1282,0.16811
726,726,2014,Brandenburg,No,0.85459,885,27008,0.79346,0.91642
727,727,2014,Mecklenburg-Western Pomerania,Yes,0.19576,79,27008,0.15123,0.23097
728,728,2014,Mecklenburg-Western Pomerania,No,0.80424,478,27008,0.73657,0.88357
729,729,2014,Saxony,Yes,0.12466,185,27008,0.11136,0.13851
730,730,2014,Saxony,No,0.87534,1426,27008,0.82628,0.9241
731,731,2014,Saxony-Anhalt,Yes,0.14348,117,27008,0.12063,0.16698
732,732,2014,Saxony-Anhalt,No,0.85652,845,27008,0.79401,0.91846
733,733,2014,Thuringa,Yes,0.12729,126,27008,0.10645,0.14848
734,734,2014,Thuringa,No,0.87271,866,27008,0.81219,0.93598
735,735,2015,Schleswig-Holstein,Yes,0.12067,100,26643,0.09908,0.14425
736,736,2015,Schleswig-Holstein,No,0.87933,796,26643,0.82025,0.9482
737,737,2015,Hamburg,Yes,0.1318,36,26643,0.09841,0.16981
738,738,2015,Hamburg,No,0.8682,427,26643,0.7592,0.95552
739,739,2015,Lower Saxony,Yes,0.16377,284,26643,0.14219,0.17927
740,740,2015,Lower Saxony,No,0.83623,2319,26643,0.79762,0.87402
741,741,2015,Bremen,No,1.0,170,26643,0.79369,1.23198
742,742,2015,North Rhine-Westphalia,Yes,0.15701,628,26643,0.14475,0.16948
743,743,2015,North Rhine-Westphalia,No,0.84299,4924,26643,0.81739,0.87216
744,744,2015,Hesse,Yes,0.15811,238,26643,0.14039,0.17911
745,745,2015,Hesse,No,0.84189,1638,26643,0.79118,0.8932
746,746,2015,"Rhineland-Palatinate, Saarland",Yes,0.1311,184,26643,0.11784,0.14824
747,747,2015,"Rhineland-Palatinate, Saarland",No,0.8689,1413,26643,0.81811,0.92232
748,748,2015,Baden-Wuerttemberg,Yes,0.12912,301,26643,0.11642,0.14289
749,749,2015,Baden-Wuerttemberg,No,0.87088,2901,26643,0.83189,0.90797
750,750,2015,Bavaria,Yes,0.12576,434,26643,0.11732,0.13895
751,751,2015,Bavaria,No,0.87424,3927,26643,0.84309,0.90709
752,752,2015,Berlin,Yes,0.18151,127,26643,0.1559,0.20951
753,753,2015,Berlin,No,0.81849,858,26643,0.77062,0.871
754,754,2015,Brandenburg,Yes,0.14679,138,26643,0.12199,0.17302
755,755,2015,Brandenburg,No,0.85321,868,26643,0.78177,0.91822
756,756,2015,Mecklenburg-Western Pomerania,Yes,0.19204,81,26643,0.15778,0.23538
757,757,2015,Mecklenburg-Western Pomerania,No,0.80796,471,26643,0.72835,0.8752
758,758,2015,Saxony,Yes,0.12636,173,26643,0.11217,0.14188
759,759,2015,Saxony,No,0.87364,1352,26643,0.82212,0.92416
760,760,2015,Saxony-Anhalt,Yes,0.10171,79,26643,0.08285,0.12222
761,761,2015,Saxony-Anhalt,No,0.89829,808,26643,0.82762,0.98423
762,762,2015,Thuringa,Yes,0.1339,114,26643,0.10729,0.16566
763,763,2015,Thuringa,No,0.8661,854,26643,0.79868,0.93047
764,764,2016,Schleswig-Holstein,Yes,0.13141,97,24193,0.10822,0.16171
765,765,2016,Schleswig-Holstein,No,0.86859,721,24193,0.79992,0.93058
766,766,2016,Hamburg,Yes,0.11947,37,24193,0.08362,0.15551
767,767,2016,Hamburg,No,0.88053,390,24193,0.76499,0.99561
768,768,2016,Lower Saxony,Yes,0.15765,270,24193,0.14162,0.17517
769,769,2016,Lower Saxony,No,0.84235,2103,24193,0.7941,0.89971
770,770,2016,Bremen,No,1.0,167,24193,0.82078,1.18372
771,771,2016,North Rhine-Westphalia,Yes,0.15831,604,24193,0.1471,0.17196
772,772,2016,North Rhine-Westphalia,No,0.84169,4455,24193,0.81462,0.87082
773,773,2016,Hesse,Yes,0.15358,220,24193,0.13336,0.17113
774,774,2016,Hesse,No,0.84642,1391,24193,0.80169,0.89086
775,775,2016,"Rhineland-Palatinate, Saarland",Yes,0.12833,173,24193,0.11147,0.14404
776,776,2016,"Rhineland-Palatinate, Saarland",No,0.87167,1315,24193,0.81221,0.9246
777,777,2016,Baden-Wuerttemberg,Yes,0.12764,275,24193,0.11424,0.13954
778,778,2016,Baden-Wuerttemberg,No,0.87236,2567,24193,0.83518,0.90785
779,779,2016,Bavaria,Yes,0.12382,395,24193,0.11357,0.13777
780,780,2016,Bavaria,No,0.87618,3482,24193,0.83797,0.91043
781,781,2016,Berlin,Yes,0.17112,122,24193,0.14915,0.19621
782,782,2016,Berlin,No,0.82888,788,24193,0.76694,0.88986
783,783,2016,Brandenburg,Yes,0.14302,122,24193,0.11616,0.16924
784,784,2016,Brandenburg,No,0.85698,810,24193,0.77563,0.93896
785,785,2016,Mecklenburg-Western Pomerania,Yes,0.20201,77,24193,0.1624,0.24816
786,786,2016,Mecklenburg-Western Pomerania,No,0.79799,440,24193,0.70624,0.89383
787,787,2016,Saxony,Yes,0.11928,156,24193,0.10178,0.13714
788,788,2016,Saxony,No,0.88072,1285,24193,0.83388,0.94449
789,789,2016,Saxony-Anhalt,Yes,0.10345,80,24193,0.08175,0.12605
790,790,2016,Saxony-Anhalt,No,0.89655,751,24193,0.81494,0.97256
791,791,2016,Thuringa,Yes,0.12692,115,24193,0.10342,0.15205
792,792,2016,Thuringa,No,0.87308,785,24193,0.78894,0.94336
793,793,2017,Schleswig-Holstein,Yes,0.12896,112,26473,0.10589,0.1491
794,794,2017,Schleswig-Holstein,No,0.87104,837,26473,0.81086,0.93505
795,795,2017,Hamburg,Yes,0.12473,45,26473,0.08854,0.16363
796,796,2017,Hamburg,No,0.87527,421,26473,0.79334,0.95849
797,797,2017,Lower Saxony,Yes,0.15997,297,26473,0.14396,0.1767
798,798,2017,Lower Saxony,No,0.84003,2390,26473,0.7961,0.87864
799,799,2017,Bremen,No,1.0,206,26473,0.84669,1.15827
800,800,2017,North Rhine-Westphalia,Yes,0.16175,697,26473,0.15144,0.17164
801,801,2017,North Rhine-Westphalia,No,0.83825,4819,26473,0.81597,0.86322
802,802,2017,Hesse,Yes,0.1244,209,26473,0.10554,0.14035
803,803,2017,Hesse,No,0.8756,1576,26473,0.83604,0.92945
804,804,2017,"Rhineland-Palatinate, Saarland",Yes,0.13419,179,26473,0.11558,0.15119
805,805,2017,"Rhineland-Palatinate, Saarland",No,0.86581,1338,26473,0.82392,0.91572
806,806,2017,Baden-Wuerttemberg,Yes,0.11704,285,26473,0.10435,0.13032
807,807,2017,Baden-Wuerttemberg,No,0.88296,2726,26473,0.84592,0.91882
808,808,2017,Bavaria,Yes,0.12522,459,26473,0.11328,0.13656
809,809,2017,Bavaria,No,0.87478,3741,26473,0.84261,0.911
810,810,2017,Berlin,Yes,0.17994,141,26473,0.15349,0.20518
811,811,2017,Berlin,No,0.82006,843,26473,0.75195,0.86628
812,812,2017,Brandenburg,Yes,0.1318,131,26473,0.11182,0.15985
813,813,2017,Brandenburg,No,0.8682,899,26473,0.81264,0.92252
814,814,2017,Mecklenburg-Western Pomerania,Yes,0.19198,84,26473,0.14914,0.23206
815,815,2017,Mecklenburg-Western Pomerania,No,0.80802,489,26473,0.72157,0.88407
816,816,2017,Saxony,Yes,0.11637,178,26473,0.1024,0.13085
817,817,2017,Saxony,No,0.88363,1474,26473,0.82916,0.93388
818,818,2017,Saxony-Anhalt,Yes,0.08934,81,26473,0.07257,0.10856
819,819,2017,Saxony-Anhalt,No,0.91066,838,26473,0.83544,0.9807
820,820,2017,Thuringa,Yes,0.13898,133,26473,0.11287,0.16967
821,821,2017,Thuringa,No,0.86102,845,26473,0.7876,0.92876
822,822,2018,Schleswig-Holstein,Yes,0.13628,107,25568,0.11813,0.16059
823,823,2018,Schleswig-Holstein,No,0.86372,819,25568,0.7992,0.93108
824,824,2018,Hamburg,Yes,0.10916,47,25568,0.0805,0.14575
825,825,2018,Hamburg,No,0.89084,439,25568,0.8048,0.97796
826,826,2018,Lower Saxony,Yes,0.15255,285,25568,0.13593,0.16835
827,827,2018,Lower Saxony,No,0.84745,2242,25568,0.80141,0.89681
828,828,2018,Bremen,No,1.0,209,25568,0.82843,1.20666
829,829,2018,North Rhine-Westphalia,Yes,0.1614,733,25568,0.15147,0.17359
830,830,2018,North Rhine-Westphalia,No,0.8386,4685,25568,0.80992,0.86855
831,831,2018,Hesse,Yes,0.12878,216,25568,0.11175,0.14642
832,832,2018,Hesse,No,0.87122,1482,25568,0.82317,0.92074
833,833,2018,"Rhineland-Palatinate, Saarland",Yes,0.14803,186,25568,0.12975,0.16393
834,834,2018,"Rhineland-Palatinate, Saarland",No,0.85197,1296,25568,0.80429,0.90945
835,835,2018,Baden-Wuerttemberg,Yes,0.12129,286,25568,0.10552,0.1339
836,836,2018,Baden-Wuerttemberg,No,0.87871,2492,25568,0.84149,0.91553
837,837,2018,Bavaria,Yes,0.12635,460,25568,0.11442,0.13984
838,838,2018,Bavaria,No,0.87365,3509,25568,0.83894,0.90502
839,839,2018,Berlin,Yes,0.16336,133,25568,0.14086,0.18639
840,840,2018,Berlin,No,0.83664,858,25568,0.77907,0.89919
841,841,2018,Brandenburg,Yes,0.13159,143,25568,0.11179,0.15834
842,842,2018,Brandenburg,No,0.86841,884,25568,0.80144,0.93079
843,843,2018,Mecklenburg-Western Pomerania,Yes,0.18221,82,25568,0.14482,0.23496
844,844,2018,Mecklenburg-Western Pomerania,No,0.81779,513,25568,0.74423,0.89496
845,845,2018,Saxony,Yes,0.1185,187,25568,0.10292,0.13465
846,846,2018,Saxony,No,0.8815,1429,25568,0.83202,0.94221
847,847,2018,Saxony-Anhalt,Yes,0.11133,93,25568,0.08674,0.13062
848,848,2018,Saxony-Anhalt,No,0.88867,817,25568,0.81409,0.9599
849,849,2018,Thuringa,Yes,0.14657,130,25568,0.11488,0.18447
850,850,2018,Thuringa,No,0.85343,806,25568,0.78636,0.92012
851,851,2019,Schleswig-Holstein,Yes,0.10918,97,25633,0.09161,0.12414
852,852,2019,Schleswig-Holstein,No,0.89082,854,25633,0.8187,0.97977
853,853,2019,Hamburg,Yes,0.11432,49,25633,0.08765,0.14384
854,854,2019,Hamburg,No,0.88568,477,25633,0.80258,0.97045
855,855,2019,Lower Saxony,Yes,0.15644,281,25633,0.13878,0.17408
856,856,2019,Lower Saxony,No,0.84356,2203,25633,0.80106,0.88396
857,857,2019,Bremen,No,1.0,204,25633,0.81074,1.18236
858,858,2019,North Rhine-Westphalia,Yes,0.15542,694,25633,0.14357,0.16742
859,859,2019,North Rhine-Westphalia,No,0.84458,4697,25633,0.81267,0.87831
860,860,2019,Hesse,Yes,0.12717,204,25633,0.11374,0.14699
861,861,2019,Hesse,No,0.87283,1507,25633,0.82214,0.92945
862,862,2019,"Rhineland-Palatinate, Saarland",Yes,0.15335,177,25633,0.13012,0.17327
863,863,2019,"Rhineland-Palatinate, Saarland",No,0.84665,1284,25633,0.78585,0.89754
864,864,2019,Baden-Wuerttemberg,Yes,0.12072,278,25633,0.1071,0.13566
865,865,2019,Baden-Wuerttemberg,No,0.87928,2510,25633,0.83111,0.91735
866,866,2019,Bavaria,Yes,0.12928,437,25633,0.11452,0.1474
867,867,2019,Bavaria,No,0.87072,3501,25633,0.84138,0.91098
868,868,2019,Berlin,Yes,0.17119,136,25633,0.14327,0.20069
869,869,2019,Berlin,No,0.82881,889,25633,0.76277,0.89672
870,870,2019,Brandenburg,Yes,0.14312,157,25633,0.12281,0.17093
871,871,2019,Brandenburg,No,0.85688,954,25633,0.79512,0.93496
872,872,2019,Mecklenburg-Western Pomerania,Yes,0.19,78,25633,0.14447,0.24634
873,873,2019,Mecklenburg-Western Pomerania,No,0.81,528,25633,0.72372,0.90711
874,874,2019,Saxony,Yes,0.13457,193,25633,0.11329,0.15422
875,875,2019,Saxony,No,0.86543,1439,25633,0.80896,0.91896
876,876,2019,Saxony-Anhalt,Yes,0.10007,87,25633,0.07855,0.1318
877,877,2019,Saxony-Anhalt,No,0.89993,798,25633,0.81064,0.96569
878,878,2019,Thuringa,Yes,0.13734,124,25633,0.10707,0.16651
879,879,2019,Thuringa,No,0.86266,796,25633,0.77802,0.94838
880,880,2020,Schleswig-Holstein,Yes,0.1257,101,28302,0.10359,0.15046
881,881,2020,Schleswig-Holstein,No,0.8743,929,28302,0.80986,0.9545
882,882,2020,Hamburg,Yes,0.12796,52,28302,0.09714,0.16989
883,883,2020,Hamburg,No,0.87204,525,28302,0.77929,0.98115
884,884,2020,Lower Saxony,Yes,0.14505,271,28302,0.12791,0.16339
885,885,2020,Lower Saxony,No,0.85495,2512,28302,0.81033,0.8951
886,886,2020,Bremen,No,1.0,251,28302,0.80091,1.20432
887,887,2020,North Rhine-Westphalia,Yes,0.15083,653,28302,0.13839,0.16363
888,888,2020,North Rhine-Westphalia,No,0.84917,5483,28302,0.81698,0.88222
889,889,2020,Hesse,Yes,0.13955,211,28302,0.12293,0.15696
890,890,2020,Hesse,No,0.86045,1820,28302,0.80969,0.91669
891,891,2020,"Rhineland-Palatinate, Saarland",Yes,0.15951,167,28302,0.13896,0.18365
892,892,2020,"Rhineland-Palatinate, Saarland",No,0.84049,1351,28302,0.79112,0.90038
893,893,2020,Baden-Wuerttemberg,Yes,0.11874,266,28302,0.10488,0.13209
894,894,2020,Baden-Wuerttemberg,No,0.88126,2884,28302,0.83402,0.93308
895,895,2020,Bavaria,Yes,0.12317,429,28302,0.11076,0.13954
896,896,2020,Bavaria,No,0.87683,3907,28302,0.83657,0.91195
897,897,2020,Berlin,Yes,0.16277,124,28302,0.13871,0.19425
898,898,2020,Berlin,No,0.83723,1143,28302,0.76113,0.90315
899,899,2020,Brandenburg,Yes,0.14795,160,28302,0.12647,0.17093
900,900,2020,Brandenburg,No,0.85205,985,28302,0.78191,0.92168
901,901,2020,Mecklenburg-Western Pomerania,Yes,0.21508,68,28302,0.16262,0.27325
902,902,2020,Mecklenburg-Western Pomerania,No,0.78492,463,28302,0.69835,0.87864
903,903,2020,Saxony,Yes,0.12534,190,28302,0.10924,0.14205
904,904,2020,Saxony,No,0.87466,1448,28302,0.8187,0.92429
905,905,2020,Saxony-Anhalt,Yes,0.11472,96,28302,0.08893,0.14283
906,906,2020,Saxony-Anhalt,No,0.88528,847,28302,0.80831,0.97611
907,907,2020,Thuringa,Yes,0.14776,124,28302,0.11455,0.17863
908,908,2020,Thuringa,No,0.85224,842,28302,0.76873,0.93971
909,909,2021,Schleswig-Holstein,Yes,0.09504,75,19255,0.06877,0.12027
910,910,2021,Schleswig-Holstein,No,0.90496,755,19255,0.79965,1.0099
911,911,2021,Hamburg,Yes,0.13441,42,19255,0.09475,0.17589
912,912,2021,Hamburg,No,0.86559,407,19255,0.74474,0.99517
913,913,2021,Lower Saxony,Yes,0.13544,200,19255,0.112,0.15756
914,914,2021,Lower Saxony,No,0.86456,1702,19255,0.8071,0.92061
915,915,2021,Bremen,No,1.0,143,19255,0.76979,1.22759
916,916,2021,North Rhine-Westphalia,Yes,0.15947,489,19255,0.14455,0.17326
917,917,2021,North Rhine-Westphalia,No,0.84053,3629,19255,0.80359,0.88802
918,918,2021,Hesse,Yes,0.14985,149,19255,0.12117,0.1788
919,919,2021,Hesse,No,0.85015,1181,19255,0.78429,0.92289
920,920,2021,"Rhineland-Palatinate, Saarland",Yes,0.1751,130,19255,0.14431,0.20136
921,921,2021,"Rhineland-Palatinate, Saarland",No,0.8249,873,19255,0.74527,0.90654
922,922,2021,Baden-Wuerttemberg,Yes,0.12057,200,19255,0.10276,0.13975
923,923,2021,Baden-Wuerttemberg,No,0.87943,1974,19255,0.83008,0.92436
924,924,2021,Bavaria,Yes,0.12971,315,19255,0.11108,0.15049
925,925,2021,Bavaria,No,0.87029,2551,19255,0.82716,0.91906
926,926,2021,Berlin,Yes,0.18183,106,19255,0.1449,0.2209
927,927,2021,Berlin,No,0.81817,804,19255,0.7377,0.90322
928,928,2021,Brandenburg,Yes,0.14528,110,19255,0.12051,0.17258
929,929,2021,Brandenburg,No,0.85472,598,19255,0.76407,0.95681
930,930,2021,Mecklenburg-Western Pomerania,Yes,0.23582,64,19255,0.17139,0.29415
931,931,2021,Mecklenburg-Western Pomerania,No,0.76418,348,19255,0.66189,0.87264
932,932,2021,Saxony,Yes,0.13231,143,19255,0.11265,0.15206
933,933,2021,Saxony,No,0.86769,1026,19255,0.79856,0.93309
934,934,2021,Saxony-Anhalt,Yes,0.13513,52,19255,0.09183,0.1952
935,935,2021,Saxony-Anhalt,No,0.86487,553,19255,0.75894,0.98588
936,936,2021,Thuringa,Yes,0.14511,83,19255,0.11038,0.19444
937,937,2021,Thuringa,No,0.85489,553,19255,0.75206,0.94326
