year,bula_h,pgisced97,ple0040,proportion,n,lower_confidence,upper_confidence
1984,Bremen,middle vocational,Nein,0.005246678514005247,16099,0.004130698165459584,0.006362658862550909
1984,Niedersachsen,middle vocational,Ja,0.005246678514005247,16099,0.004130698165459584,0.006362658862550909
1984,Niedersachsen,inadequately,Nein,0.004992806973004993,16099,0.0039040219972054533,0.006081591948804533
1984,Hamburg,general elemantary,Nein,0.004823559279004823,16099,0.0037532963711072237,0.005893822186902423
1984,"Rheinland-Pfalz,Saarland",inadequately,Nein,0.004485063891004485,16099,0.0034528615769695704,0.0055172662050393985
1984,Hessen,middle vocational,Ja,0.0044004400440044,16099,0.0033779784045185096,0.005422901683490291
1984,Baden-Württemberg,vocational + Abi,Nein,0.004061944656004062,16099,0.0030794283069738187,0.005044461005034306
1984,Bayern,general elemantary,Ja,0.003977320809003977,16099,0.003005051569062515,0.004949590048945439
1984,"Rheinland-Pfalz,Saarland",middle vocational,Ja,0.0038926969620038925,16099,0.0029307857623073336,0.0048546081617004515
1984,Bayern,vocational + Abi,Nein,0.0037234492680037236,16099,0.00278260163663379,0.004664296899373657
1984,Hessen,higher vocational,Nein,0.003554201574003554,16099,0.0026349074403499433,0.004473495707657165
1984,Niedersachsen,general elemantary,Ja,0.003384953880003385,16099,0.0024877384809780115,0.004282169279028758
1984,"Rheinland-Pfalz,Saarland",higher vocational,Nein,0.003215706186003216,16099,0.0023411345367432114,0.00409027783526322
1984,Berlin,inadequately,Nein,0.0030464584920030465,16099,0.0021951406920638844,0.0038977762919422086
1984,Bremen,general elemantary,Nein,0.0030464584920030465,16099,0.0021951406920638844,0.0038977762919422086
1984,"Rheinland-Pfalz,Saarland",higher education,Nein,0.0027925869510027927,16099,0.0019774084403351476,0.0036077654616704377
1984,Hessen,vocational + Abi,Nein,0.0027925869510027927,16099,0.0019774084403351476,0.0036077654616704377
1984,Nordrhein-Westfalen,higher vocational,Ja,0.0027925869510027927,16099,0.0019774084403351476,0.0036077654616704377
1984,Baden-Württemberg,general elemantary,Ja,0.002707963104002708,16099,0.0019051967381219477,0.003510729469883468
1984,Hessen,general elemantary,Ja,0.0026233392570026233,16099,0.0018331821495453902,0.0034134963644598566
1984,Berlin,higher education,Nein,0.0026233392570026233,16099,0.0018331821495453902,0.0034134963644598566
1984,Schleswig-Holstein,higher vocational,Nein,0.002454091563002454,16099,0.001689783487656635,0.003218399638348273
1984,Nordrhein-Westfalen,in school,Nein,0.0022002200220022,16099,0.001476432020613306,0.0029240080233910943
1984,"Rheinland-Pfalz,Saarland",general elemantary,Ja,0.0022002200220022,16099,0.001476432020613306,0.0029240080233910943
1984,Berlin,middle vocational,Ja,0.002030972328002031,16099,0.0013355203354567888,0.0027264243205472735
1984,Hamburg,higher vocational,Nein,0.002030972328002031,16099,0.0013355203354567888,0.0027264243205472735
1984,Nordrhein-Westfalen,higher education,Ja,0.001777100787001777,16099,0.0011264822766892425,0.0024277192973143117
1984,Niedersachsen,vocational + Abi,Nein,0.001777100787001777,16099,0.0011264822766892425,0.0024277192973143117
1984,Bayern,higher vocational,Ja,0.001607853093001608,16099,0.0009889389855934083,0.002226767200409808
1984,Berlin,higher vocational,Nein,0.001607853093001608,16099,0.0009889389855934083,0.002226767200409808
1984,Nordrhein-Westfalen,-1,Nein,0.001607853093001608,16099,0.0009889389855934083,0.002226767200409808
1984,Hamburg,inadequately,Nein,0.001607853093001608,16099,0.0009889389855934083,0.002226767200409808
1984,Nordrhein-Westfalen,inadequately,Ja,0.0015232292460015233,16099,0.0009207969601355287,0.002125661531867518
1984,Schleswig-Holstein,higher education,Nein,0.0014386053990014386,16099,0.0008531216433777123,0.002024089154625165
1984,Hamburg,vocational + Abi,Nein,0.0014386053990014386,16099,0.0008531216433777123,0.002024089154625165
1984,Hamburg,middle vocational,Ja,0.0014386053990014386,16099,0.0008531216433777123,0.002024089154625165
1984,Berlin,general elemantary,Ja,0.001353981552001354,16099,0.00078595481012603,0.0019220082938766778
1984,Schleswig-Holstein,middle vocational,Ja,0.001353981552001354,16099,0.00078595481012603,0.0019220082938766778
1984,Baden-Württemberg,inadequately,Ja,0.001353981552001354,16099,0.00078595481012603,0.0019220082938766778
1984,Baden-Württemberg,in school,Nein,0.0012693577050012694,16099,0.0007193448749578009,0.001819370535044738
1984,Niedersachsen,in school,Nein,0.0012693577050012694,16099,0.0007193448749578009,0.001819370535044738
1984,Hamburg,higher education,Nein,0.0012693577050012694,16099,0.0007193448749578009,0.001819370535044738
1984,Bayern,higher education,Ja,0.0011001100110011,16099,0.0005880325484152374,0.0016121874735869628
1984,Bremen,middle vocational,Ja,0.0010154861640010156,16099,0.0005234772124184291,0.001507495115583602
1984,"Rheinland-Pfalz,Saarland",vocational + Abi,Nein,0.0010154861640010156,16099,0.0005234772124184291,0.001507495115583602
1984,Berlin,vocational + Abi,Nein,0.0009308623170009309,16099,0.0004597796580894473,0.0014019449759124145
1984,Hessen,inadequately,Ja,0.0009308623170009309,16099,0.0004597796580894473,0.0014019449759124145
1984,Bayern,in school,Nein,0.0008462384700008462,16099,0.00039705975617134224,0.0012954171838303501
1984,Bayern,vocational + Abi,Ja,0.0008462384700008462,16099,0.00039705975617134224,0.0012954171838303501
1984,Baden-Württemberg,higher vocational,Ja,0.0008462384700008462,16099,0.00039705975617134224,0.0012954171838303501
1984,Baden-Württemberg,-1,Nein,0.0007616146230007616,16099,0.0003354682341522363,0.001187761011849287
1984,Schleswig-Holstein,inadequately,Nein,0.0007616146230007616,16099,0.0003354682341522363,0.001187761011849287
1984,Hessen,higher education,Ja,0.0007616146230007616,16099,0.0003354682341522363,0.001187761011849287
1984,Hessen,higher vocational,Ja,0.0007616146230007616,16099,0.0003354682341522363,0.001187761011849287
1984,Berlin,higher vocational,Ja,0.0007616146230007616,16099,0.0003354682341522363,0.001187761011849287
1984,Baden-Württemberg,higher education,Ja,0.000676990776000677,16099,0.000275199095100678,0.0010787824569006758
1984,Hessen,-1,Nein,0.000676990776000677,16099,0.000275199095100678,0.0010787824569006758
1984,Schleswig-Holstein,vocational + Abi,Nein,0.000676990776000677,16099,0.000275199095100678,0.0010787824569006758
1984,"Rheinland-Pfalz,Saarland",inadequately,Ja,0.0005923669290005924,16099,0.0002165093132829491,0.0009682245447182356
1984,Niedersachsen,higher education,Ja,0.0005923669290005924,16099,0.0002165093132829491,0.0009682245447182356
1984,Hamburg,general elemantary,Ja,0.0005077430820005078,16099,0.00015975181474491495,0.0008557343492561006
1984,Berlin,higher education,Ja,0.0005077430820005078,16099,0.00015975181474491495,0.0008557343492561006
1984,Bremen,inadequately,Nein,0.0005077430820005078,16099,0.00015975181474491495,0.0008557343492561006
1984,Hessen,in school,Nein,0.0005077430820005078,16099,0.00015975181474491495,0.0008557343492561006
1984,Bayern,-1,Nein,0.0004231192350004231,16099,0.000105434675696619,0.0007408037943042272
1984,Niedersachsen,higher vocational,Ja,0.0004231192350004231,16099,0.000105434675696619,0.0007408037943042272
1984,"Rheinland-Pfalz,Saarland",-1,Nein,0.0004231192350004231,16099,0.000105434675696619,0.0007408037943042272
1984,Schleswig-Holstein,in school,Nein,0.0004231192350004231,16099,0.000105434675696619,0.0007408037943042272
1984,Bremen,general elemantary,Ja,0.0004231192350004231,16099,0.000105434675696619,0.0007408037943042272
1984,Schleswig-Holstein,general elemantary,Ja,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,Bayern,inadequately,Ja,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,Nordrhein-Westfalen,vocational + Abi,Ja,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,Berlin,in school,Nein,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,Bremen,higher vocational,Nein,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,Niedersachsen,inadequately,Ja,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,"Rheinland-Pfalz,Saarland",higher education,Ja,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,Bremen,vocational + Abi,Nein,0.0003384953880003385,16099,5.4337652412077655e-05,0.0006226531235885993
1984,Hessen,vocational + Abi,Ja,0.0002538715410002539,16099,7.77330754470751e-06,0.0004999697744558003
1984,Baden-Württemberg,vocational + Abi,Ja,0.0002538715410002539,16099,7.77330754470751e-06,0.0004999697744558003
1984,Niedersachsen,-1,Nein,0.0002538715410002539,16099,7.77330754470751e-06,0.0004999697744558003
1984,Nordrhein-Westfalen,-1,Ja,0.0002538715410002539,16099,7.77330754470751e-06,0.0004999697744558003
1984,Hamburg,inadequately,Ja,0.0002538715410002539,16099,7.77330754470751e-06,0.0004999697744558003
1984,"Rheinland-Pfalz,Saarland",in school,Nein,0.0002538715410002539,16099,7.77330754470751e-06,0.0004999697744558003
1984,Bayern,-1,Ja,0.00016924769400016924,16099,-3.1699176256448966e-05,0.00037019456425678747
1984,Schleswig-Holstein,higher education,Ja,0.00016924769400016924,16099,-3.1699176256448966e-05,0.00037019456425678747
1984,Niedersachsen,vocational + Abi,Ja,0.00016924769400016924,16099,-3.1699176256448966e-05,0.00037019456425678747
1984,Schleswig-Holstein,-1,Ja,0.00016924769400016924,16099,-3.1699176256448966e-05,0.00037019456425678747
1984,Bremen,higher vocational,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Hamburg,higher education,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Hamburg,in school,Nein,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Schleswig-Holstein,-1,Nein,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Baden-Württemberg,-1,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Baden-Württemberg,in school,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Bremen,higher education,Nein,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Hamburg,-1,Nein,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,"Rheinland-Pfalz,Saarland",higher vocational,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Bremen,vocational + Abi,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Berlin,-1,Nein,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Schleswig-Holstein,vocational + Abi,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,"Rheinland-Pfalz,Saarland",vocational + Abi,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1984,Schleswig-Holstein,inadequately,Ja,8.462384700008462e-05,16099,-5.747306064612919e-05,0.00022672075464629844
1985,Nordrhein-Westfalen,middle vocational,Nein,0.1135575751897311,14443,0.10838316697781614,0.11873198340164606
1985,Bayern,middle vocational,Nein,0.07917174177831912,14443,0.07476820341047515,0.0835752801461631
1985,Baden-Württemberg,middle vocational,Nein,0.07429963459196103,14443,0.0700224704003241,0.07857679878359795
1985,Nordrhein-Westfalen,general elemantary,Nein,0.05865267497423405,14443,0.0548204921147535,0.0624848578337146
1985,Baden-Württemberg,general elemantary,Nein,0.050688653611917926,14443,0.04711109234922599,0.054266214874609864
1985,Niedersachsen,middle vocational,Nein,0.045254380211749275,14443,0.04186436604049477,0.04864439438300378
1985,Hessen,middle vocational,Nein,0.043380492832380775,14443,0.040058151701305084,0.04670283396345647
1985,Bayern,general elemantary,Nein,0.04319310409444392,14443,0.03987762173082713,0.04650858645806071
1985,"Rheinland-Pfalz,Saarland",middle vocational,Nein,0.028951560011243323,14443,0.026217023048086513,0.031686096974400134
1985,Hessen,general elemantary,Nein,0.026328117680127425,14443,0.023716896947601616,0.028939338412653233
1985,Niedersachsen,general elemantary,Nein,0.025016396514569474,14443,0.022469341076249552,0.027563451952889395
1985,"Rheinland-Pfalz,Saarland",general elemantary,Nein,0.021830787969643023,14443,0.019447540908499168,0.02421403503078688
1985,Nordrhein-Westfalen,inadequately,Nein,0.0217370936006746,14443,0.019358852410567208,0.02411533479078199
1985,Baden-Württemberg,inadequately,Nein,0.021643399231706176,14443,0.019270175455436515,0.024016623007975836
1985,Nordrhein-Westfalen,higher education,Nein,0.019019956900590274,14443,0.01679222863062053,0.021247685170560016
1985,Schleswig-Holstein,middle vocational,Nein,0.016209125831537524,14443,0.014149641190844655,0.01826861047223039
1985,Nordrhein-Westfalen,middle vocational,Ja,0.015272182141853274,14443,0.013272154414583178,0.01727220986912337
1985,Berlin,middle vocational,Nein,0.013023517286611075,14443,0.01117448321673036,0.01487255135649179
1985,Bayern,higher education,Nein,0.012648739810737374,14443,0.010826158814370964,0.014471320807103784
1985,Hamburg,middle vocational,Nein,0.012180267965895249,14443,0.01039133265809684,0.013969203273693657
1985,Nordrhein-Westfalen,higher vocational,Nein,0.011149629907242574,14443,0.00943716026250135,0.012862099551983797
1985,Baden-Württemberg,higher education,Nein,0.009837908741684625,14443,0.008228257058181799,0.01144756042518745
1985,Bayern,higher vocational,Nein,0.009650520003747774,14443,0.008056121190952677,0.011244918816542871
1985,Baden-Württemberg,higher vocational,Nein,0.0086198819450951,14443,0.0071122402935634085,0.010127523596626792
1985,Bayern,middle vocational,Ja,0.00805771573128455,14443,0.006599651895042942,0.009515779567526158
1985,Hessen,inadequately,Nein,0.0078703269933477,14443,0.006429181017150979,0.00931147296954442
1985,Hessen,higher education,Nein,0.0075892438864424245,14443,0.006173866176658305,0.009004621596226543
1985,Nordrhein-Westfalen,vocational + Abi,Nein,0.0075892438864424245,14443,0.006173866176658305,0.009004621596226543
1985,Nordrhein-Westfalen,general elemantary,Ja,0.007308160779537149,14443,0.005919044381066512,0.008697277178007787
1985,Schleswig-Holstein,general elemantary,Nein,0.00693338330366345,14443,0.0055800986333863194,0.00828666797394058
1985,Berlin,general elemantary,Nein,0.0068396889346950245,14443,0.005495515775640401,0.008183862093749647
1985,Bayern,inadequately,Nein,0.006558605827789749,14443,0.005242156166768103,0.007875055488811395
1985,Niedersachsen,higher vocational,Nein,0.006464911458821325,14443,0.005157837201962793,0.007771985715679857
1985,Niedersachsen,higher education,Nein,0.0060901339829476245,14443,0.004821272278406281,0.007358995687488968
1985,Baden-Württemberg,middle vocational,Ja,0.00580905087604235,14443,0.004569641268580995,0.007048460483503705
1985,Niedersachsen,middle vocational,Ja,0.005153190293263375,14443,0.003985457271585046,0.006320923314941704
1985,Hamburg,general elemantary,Nein,0.004965801555326525,14443,0.003819388694478086,0.006112214416174964
1985,Bremen,middle vocational,Nein,0.004965801555326525,14443,0.003819388694478086,0.006112214416174964
1985,Hessen,middle vocational,Ja,0.0044973297104844,14443,0.00340607546994567,0.0055885839510231294
1985,Baden-Württemberg,vocational + Abi,Nein,0.00430994097254755,14443,0.0032415625396535184,0.0053783194054415825
1985,Bayern,general elemantary,Ja,0.0041225522346107,14443,0.0030775591942152503,0.005167545275006149
1985,Hessen,higher vocational,Nein,0.0041225522346107,14443,0.0030775591942152503,0.005167545275006149
1985,"Rheinland-Pfalz,Saarland",middle vocational,Ja,0.00393516349667385,14443,0.0029141004460745182,0.004956226547273181
1985,"Rheinland-Pfalz,Saarland",inadequately,Nein,0.00393516349667385,14443,0.0029141004460745182,0.004956226547273181
1985,Bayern,vocational + Abi,Nein,0.003747774758737,14443,0.002751225526462963,0.004744323991011037
1985,Niedersachsen,inadequately,Nein,0.003747774758737,14443,0.002751225526462963,0.004744323991011037
1985,Nordrhein-Westfalen,-1,Nein,0.0032793029138948747,14443,0.0023468973176352962,0.004211708510154453
1985,"Rheinland-Pfalz,Saarland",higher vocational,Nein,0.00318560854492645,14443,0.002266576363323937,0.0041046407265289625
1985,Nordrhein-Westfalen,in school,Nein,0.003091914175958025,14443,0.0021864554879100356,0.003997372864006014
1985,Berlin,higher education,Nein,0.0029982198069896,14443,0.0021065438284201894,0.0038898957855590106
1985,"Rheinland-Pfalz,Saarland",higher education,Nein,0.0029982198069896,14443,0.0021065438284201894,0.0038898957855590106
1985,Nordrhein-Westfalen,higher vocational,Ja,0.0029982198069896,14443,0.0021065438284201894,0.0038898957855590106
1985,Baden-Württemberg,general elemantary,Ja,0.002904525438021175,14443,0.0020268512411750657,0.0037821996348672846
1985,Hessen,general elemantary,Ja,0.002904525438021175,14443,0.0020268512411750657,0.0037821996348672846
1985,Niedersachsen,general elemantary,Ja,0.002904525438021175,14443,0.0020268512411750657,0.0037821996348672846
1985,Bremen,general elemantary,Nein,0.002717136700084325,14443,0.00186816680893399,0.0035661065912346596
1985,Hessen,vocational + Abi,Nein,0.0026234423311159,14443,0.0017891990744464726,0.0034576855877853276
1985,Schleswig-Holstein,higher vocational,Nein,0.00243605359317905,14443,0.0016320811608765075,0.003240026025481592
1985,Berlin,inadequately,Nein,0.00243605359317905,14443,0.0016320811608765075,0.003240026025481592
1985,Hamburg,higher vocational,Nein,0.00206127611730535,14443,0.0013215901340813971,0.0028009621005293025
1985,Berlin,middle vocational,Ja,0.00206127611730535,14443,0.0013215901340813971,0.0028009621005293025
1985,Schleswig-Holstein,middle vocational,Ja,0.001967581748336925,14443,0.0012448683892616204,0.0026902951074122294
1985,Niedersachsen,vocational + Abi,Nein,0.001780193010400075,14443,0.001092690951662349,0.0024676950691378007
1985,Nordrhein-Westfalen,higher education,Ja,0.001780193010400075,14443,0.001092690951662349,0.0024676950691378007
1985,Berlin,higher vocational,Nein,0.001592804272463225,14443,0.0009424313929750167,0.002243177151951433
1985,Bayern,higher vocational,Ja,0.001592804272463225,14443,0.0009424313929750167,0.002243177151951433
1985,Baden-Württemberg,higher vocational,Ja,0.001592804272463225,14443,0.0009424313929750167,0.002243177151951433
1985,Baden-Württemberg,in school,Nein,0.001592804272463225,14443,0.0009424313929750167,0.002243177151951433
1985,Baden-Württemberg,-1,Nein,0.001592804272463225,14443,0.0009424313929750167,0.002243177151951433
1985,Hamburg,inadequately,Nein,0.0014991099034948,14443,0.000868125927264186,0.002130093879725414
1985,"Rheinland-Pfalz,Saarland",general elemantary,Ja,0.0014991099034948,14443,0.000868125927264186,0.002130093879725414
1985,Nordrhein-Westfalen,inadequately,Ja,0.001405415534526375,14443,0.000794439263136539,0.0020163918059162107
1985,Schleswig-Holstein,higher education,Nein,0.001405415534526375,14443,0.000794439263136539,0.0020163918059162107
1985,Hamburg,higher education,Nein,0.00131172116555795,14443,0.0007214343198645412,0.001902008011251359
1985,Hamburg,middle vocational,Ja,0.00131172116555795,14443,0.0007214343198645412,0.001902008011251359
1985,Hessen,-1,Nein,0.001218026796589525,14443,0.0006491854775456814,0.0017868681156333684
1985,Bremen,middle vocational,Ja,0.001218026796589525,14443,0.0006491854775456814,0.0017868681156333684
1985,Niedersachsen,in school,Nein,0.001218026796589525,14443,0.0006491854775456814,0.0017868681156333684
1985,Hamburg,vocational + Abi,Nein,0.0011243324276211,14443,0.0005777817324792652,0.001670883122762935
1985,Bayern,higher education,Ja,0.001030638058652675,14443,0.0005073310660335013,0.0015539450512718485
1985,Baden-Württemberg,inadequately,Ja,0.001030638058652675,14443,0.0005073310660335013,0.0015539450512718485
1985,Berlin,higher vocational,Ja,0.00093694368968425,14443,0.00043796665139106124,0.0014359207279774388
1985,Hessen,higher education,Ja,0.00093694368968425,14443,0.00043796665139106124,0.0014359207279774388
1985,Niedersachsen,-1,Nein,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,Berlin,-1,Nein,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,Berlin,vocational + Abi,Nein,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,"Rheinland-Pfalz,Saarland",inadequately,Ja,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,"Rheinland-Pfalz,Saarland",vocational + Abi,Nein,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,Schleswig-Holstein,inadequately,Nein,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,Berlin,general elemantary,Ja,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,Hessen,higher vocational,Ja,0.000843249320715825,14443,0.0003698559419924015,0.0013166426994392485
1985,Niedersachsen,inadequately,Ja,0.0007495549517474,14443,0.0003032144680915562,0.0011958954354032438
1985,Niedersachsen,higher education,Ja,0.0007495549517474,14443,0.0003032144680915562,0.0011958954354032438
1985,Bayern,in school,Nein,0.0007495549517474,14443,0.0003032144680915562,0.0011958954354032438
1985,Bayern,-1,Nein,0.0007495549517474,14443,0.0003032144680915562,0.0011958954354032438
1985,Schleswig-Holstein,vocational + Abi,Nein,0.000655860582778975,14443,0.00023832771732200983,0.0010733934482359403
1985,Baden-Württemberg,higher education,Ja,0.000655860582778975,14443,0.00023832771732200983,0.0010733934482359403
1985,Schleswig-Holstein,general elemantary,Ja,0.00056216621381055,14443,0.00017558777393205212,0.0009487446536890478
1985,"Rheinland-Pfalz,Saarland",-1,Nein,0.00056216621381055,14443,0.00017558777393205212,0.0009487446536890478
1985,Bayern,vocational + Abi,Ja,0.00056216621381055,14443,0.00017558777393205212,0.0009487446536890478
1985,Bayern,inadequately,Ja,0.00056216621381055,14443,0.00017558777393205212,0.0009487446536890478
1985,"Rheinland-Pfalz,Saarland",in school,Nein,0.000468471844842125,14443,0.00011555908412540011,0.0008213846055588499
1985,Nordrhein-Westfalen,vocational + Abi,Ja,0.000468471844842125,14443,0.00011555908412540011,0.0008213846055588499
1985,Bremen,general elemantary,Ja,0.000468471844842125,14443,0.00011555908412540011,0.0008213846055588499
1985,Berlin,higher education,Ja,0.000468471844842125,14443,0.00011555908412540011,0.0008213846055588499
1985,Hessen,inadequately,Ja,0.000468471844842125,14443,0.00011555908412540011,0.0008213846055588499
1985,Hessen,in school,Nein,0.000468471844842125,14443,0.00011555908412540011,0.0008213846055588499
1985,Bremen,higher vocational,Nein,0.0003747774758737,14443,5.9107912516500596e-05,0.0006904470392308994
1985,"Rheinland-Pfalz,Saarland",higher education,Ja,0.0003747774758737,14443,5.9107912516500596e-05,0.0006904470392308994
1985,Hamburg,general elemantary,Ja,0.0003747774758737,14443,5.9107912516500596e-05,0.0006904470392308994
1985,Bremen,inadequately,Nein,0.0003747774758737,14443,5.9107912516500596e-05,0.0006904470392308994
1985,Schleswig-Holstein,higher education,Ja,0.000281083106905275,14443,7.692434351935719e-06,0.0005544737794586143
1985,Niedersachsen,higher vocational,Ja,0.000281083106905275,14443,7.692434351935719e-06,0.0005544737794586143
1985,Bremen,vocational + Abi,Nein,0.000281083106905275,14443,7.692434351935719e-06,0.0005544737794586143
1985,Schleswig-Holstein,in school,Nein,0.000281083106905275,14443,7.692434351935719e-06,0.0005544737794586143
1985,Nordrhein-Westfalen,-1,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Baden-Württemberg,vocational + Abi,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Bayern,-1,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Berlin,inadequately,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Bremen,higher education,Nein,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,"Rheinland-Pfalz,Saarland",vocational + Abi,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Hessen,vocational + Abi,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Schleswig-Holstein,vocational + Abi,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Hamburg,-1,Nein,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Niedersachsen,vocational + Abi,Ja,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
1985,Hamburg,in school,Nein,0.00018738873793685,14443,-3.584427150357103e-05,0.00041062174737727103
