year,age_gr,sex,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,female,No,0.97977,1346,1346,0.97224,0.98729
1988,30-45 y.,male,Yes,0.04477,62,1442,0.03409,0.05544
1988,30-45 y.,male,No,0.95523,1380,1442,0.94456,0.96591
1988,30-45 y.,female,Yes,0.04978,61,1500,0.03877,0.06079
1988,30-45 y.,female,No,0.95022,1439,1500,0.93921,0.96123
1988,46-65 y.,male,Yes,0.25497,354,1573,0.23342,0.27651
1988,46-65 y.,male,No,0.74503,1219,1573,0.72349,0.76658
1988,46-65 y.,female,Yes,0.15142,199,1520,0.13339,0.16945
1988,46-65 y.,female,No,0.84858,1321,1520,0.83055,0.86661
1988,66 and older,male,Yes,0.39085,162,412,0.34368,0.43803
1988,66 and older,male,No,0.60915,250,412,0.56197,0.65632
1988,66 and older,female,Yes,0.21289,129,610,0.18038,0.24540
1988,66 and older,female,No,0.78711,481,610,0.75460,0.81962
1989,17-29 y.,male,Yes,0.02716,35,1453,0.01880,0.03552
1989,17-29 y.,male,No,0.97284,1418,1453,0.96448,0.98120
1989,17-29 y.,female,No,0.98368,1342,1342,0.97690,0.99046
1989,30-45 y.,male,Yes,0.04571,57,1377,0.03468,0.05675
1989,30-45 y.,male,No,0.95429,1320,1377,0.94325,0.96532
1989,30-45 y.,female,Yes,0.05392,62,1457,0.04232,0.06553
1989,30-45 y.,female,No,0.94608,1395,1457,0.93447,0.95768
1989,46-65 y.,male,Yes,0.25025,337,1528,0.22853,0.27198
1989,46-65 y.,male,No,0.74975,1191,1528,0.72802,0.77147
1989,46-65 y.,female,Yes,0.15988,198,1435,0.14091,0.17885
1989,46-65 y.,female,No,0.84012,1237,1435,0.82115,0.85909
1989,66 and older,male,Yes,0.43987,171,390,0.39054,0.48920
1989,66 and older,male,No,0.56013,219,390,0.51080,0.60946
1989,66 and older,female,Yes,0.21984,133,606,0.18684,0.25284
1989,66 and older,female,No,0.78016,473,606,0.74716,0.81316
1991,17-29 y.,male,Yes,0.02729,32,1371,0.01866,0.03592
1991,17-29 y.,male,No,0.97271,1339,1371,0.96408,0.98134
1991,17-29 y.,female,No,0.98194,1278,1278,0.97464,0.98925
1991,30-45 y.,male,Yes,0.05334,76,1379,0.04147,0.06520
1991,30-45 y.,male,No,0.94666,1303,1379,0.93480,0.95853
1991,30-45 y.,female,Yes,0.05547,65,1431,0.04360,0.06733
1991,30-45 y.,female,No,0.94453,1366,1431,0.93267,0.95640
1991,46-65 y.,male,Yes,0.24711,320,1448,0.22488,0.26933
1991,46-65 y.,male,No,0.75289,1128,1448,0.73067,0.77512
1991,46-65 y.,female,Yes,0.15659,188,1386,0.13745,0.17573
1991,46-65 y.,female,No,0.84341,1198,1386,0.82427,0.86255
1991,66 and older,male,Yes,0.48030,194,410,0.43188,0.52872
1991,66 and older,male,No,0.51970,216,410,0.47128,0.56812
1991,66 and older,female,Yes,0.22693,134,624,0.19404,0.25982
1991,66 and older,female,No,0.77307,490,624,0.74018,0.80596
1992,17-29 y.,male,Yes,0.02483,38,1783,0.01761,0.03206
1992,17-29 y.,male,No,0.97517,1745,1783,0.96794,0.98239
1992,17-29 y.,female,No,0.98649,1737,1737,0.98106,0.99192
1992,30-45 y.,male,Yes,0.05135,104,2047,0.04179,0.06092
1992,30-45 y.,male,No,0.94865,1943,2047,0.93908,0.95821
1992,30-45 y.,female,Yes,0.05075,95,2171,0.04152,0.05999
1992,30-45 y.,female,No,0.94925,2076,2171,0.94001,0.95848
1992,46-65 y.,male,Yes,0.22973,413,2019,0.21138,0.24808
1992,46-65 y.,male,No,0.77027,1606,2019,0.75192,0.78862
1992,46-65 y.,female,Yes,0.15280,266,1945,0.13680,0.16879
1992,46-65 y.,female,No,0.84720,1679,1945,0.83121,0.86320
1992,66 and older,male,Yes,0.45436,240,539,0.41228,0.49643
1992,66 and older,male,No,0.54564,299,539,0.50357,0.58772
1992,66 and older,female,Yes,0.22952,179,867,0.20151,0.25753
1992,66 and older,female,No,0.77048,688,867,0.74247,0.79849
1994,17-29 y.,male,Yes,0.02621,37,1638,0.01847,0.03395
1994,17-29 y.,male,No,0.97379,1601,1638,0.96605,0.98153
1994,17-29 y.,female,No,0.98486,1661,1661,0.97898,0.99073
1994,30-45 y.,male,Yes,0.04980,94,2022,0.04032,0.05928
1994,30-45 y.,male,No,0.95020,1928,2022,0.94072,0.95968
1994,30-45 y.,female,Yes,0.04859,90,2101,0.03940,0.05779
1994,30-45 y.,female,No,0.95141,2011,2101,0.94221,0.96060
1994,46-65 y.,male,Yes,0.20303,361,1942,0.18513,0.22092
1994,46-65 y.,male,No,0.79697,1581,1942,0.77908,0.81487
1994,46-65 y.,female,Yes,0.15314,255,1881,0.13686,0.16942
1994,46-65 y.,female,No,0.84686,1626,1881,0.83058,0.86314
1994,66 and older,male,Yes,0.41680,230,554,0.37571,0.45790
1994,66 and older,male,No,0.58320,324,554,0.54210,0.62429
1994,66 and older,female,Yes,0.22586,182,898,0.19850,0.25323
1994,66 and older,female,No,0.77414,716,898,0.74677,0.80150
1995,17-29 y.,male,No,0.97979,1596,1596,0.97289,0.98670
1995,17-29 y.,female,Yes,0.01788,32,1706,0.01159,0.02417
1995,17-29 y.,female,No,0.98212,1674,1706,0.97583,0.98841
1995,30-45 y.,male,Yes,0.04887,105,2139,0.03973,0.05801
1995,30-45 y.,male,No,0.95113,2034,2139,0.94199,0.96027
1995,30-45 y.,female,Yes,0.04989,98,2266,0.04093,0.05886
1995,30-45 y.,female,No,0.95011,2168,2266,0.94114,0.95907
1995,46-65 y.,male,Yes,0.20993,374,2003,0.19209,0.22777
1995,46-65 y.,male,No,0.79007,1629,2003,0.77223,0.80791
1995,46-65 y.,female,Yes,0.16500,276,1904,0.14833,0.18168
1995,46-65 y.,female,No,0.83500,1628,1904,0.81832,0.85167
1995,66 and older,male,Yes,0.43261,239,577,0.39215,0.47307
1995,66 and older,male,No,0.56739,338,577,0.52693,0.60785
1995,66 and older,female,Yes,0.25195,203,910,0.22373,0.28017
1995,66 and older,female,No,0.74805,707,910,0.71983,0.77627
1996,17-29 y.,male,No,0.98236,1504,1504,0.97571,0.98902
1996,17-29 y.,female,No,0.98385,1598,1598,0.97766,0.99003
1996,30-45 y.,male,Yes,0.05311,108,2184,0.04370,0.06251
1996,30-45 y.,male,No,0.94689,2076,2184,0.93749,0.95630
1996,30-45 y.,female,Yes,0.04755,97,2246,0.03874,0.05635
1996,30-45 y.,female,No,0.95245,2149,2246,0.94365,0.96126
1996,46-65 y.,male,Yes,0.21851,378,1963,0.20022,0.23679
1996,46-65 y.,male,No,0.78149,1585,1963,0.76321,0.79978
1996,46-65 y.,female,Yes,0.16159,279,1918,0.14511,0.17806
1996,46-65 y.,female,No,0.83841,1639,1918,0.82194,0.85489
1996,66 and older,male,Yes,0.43183,240,597,0.39207,0.47160
1996,66 and older,male,No,0.56817,357,597,0.52840,0.60793
1996,66 and older,female,Yes,0.23617,207,941,0.20902,0.26332
1996,66 and older,female,No,0.76383,734,941,0.73668,0.79098
1997,17-29 y.,male,No,0.98208,1453,1453,0.97525,0.98890
1997,17-29 y.,female,No,0.98102,1508,1508,0.97414,0.98791
1997,30-45 y.,male,Yes,0.05595,111,2147,0.04623,0.06568
1997,30-45 y.,male,No,0.94405,2036,2147,0.93432,0.95377
1997,30-45 y.,female,Yes,0.04569,93,2201,0.03697,0.05442
1997,30-45 y.,female,No,0.95431,2108,2201,0.94558,0.96303
1997,46-65 y.,male,Yes,0.22459,376,1921,0.20592,0.24325
1997,46-65 y.,male,No,0.77541,1545,1921,0.75675,0.79408
1997,46-65 y.,female,Yes,0.16203,285,1912,0.14551,0.17856
1997,46-65 y.,female,No,0.83797,1627,1912,0.82144,0.85449
1997,66 and older,male,Yes,0.40725,230,628,0.36879,0.44571
1997,66 and older,male,No,0.59275,398,628,0.55429,0.63121
1997,66 and older,female,Yes,0.22771,195,922,0.20063,0.25479
1997,66 and older,female,No,0.77229,727,922,0.74521,0.79937
1998,17-29 y.,male,No,0.98320,1531,1531,0.97676,0.98964
1998,17-29 y.,female,No,0.98083,1566,1566,0.97404,0.98762
1998,30-45 y.,male,Yes,0.04820,114,2362,0.03956,0.05684
1998,30-45 y.,male,No,0.95180,2248,2362,0.94316,0.96044
1998,30-45 y.,female,Yes,0.03677,89,2442,0.02930,0.04424
1998,30-45 y.,female,No,0.96323,2353,2442,0.95576,0.97070
1998,46-65 y.,male,Yes,0.21002,431,2167,0.19286,0.22717
1998,46-65 y.,male,No,0.78998,1736,2167,0.77283,0.80714
1998,46-65 y.,female,Yes,0.16967,341,2172,0.15388,0.18546
1998,46-65 y.,female,No,0.83033,1831,2172,0.81454,0.84612
1998,66 and older,male,Yes,0.41246,276,746,0.37711,0.44781
1998,66 and older,male,No,0.58754,470,746,0.55219,0.62289
1998,66 and older,female,Yes,0.23817,236,1073,0.21267,0.26367
1998,66 and older,female,No,0.76183,837,1073,0.73633,0.78733
1999,17-29 y.,male,No,0.98087,1417,1417,0.97373,0.98800
1999,17-29 y.,female,Yes,0.02194,31,1523,0.01458,0.02931
1999,17-29 y.,female,No,0.97806,1492,1523,0.97069,0.98542
1999,30-45 y.,male,Yes,0.03879,93,2327,0.03094,0.04663
1999,30-45 y.,male,No,0.96121,2234,2327,0.95337,0.96906
1999,30-45 y.,female,Yes,0.04095,97,2379,0.03299,0.04892
1999,30-45 y.,female,No,0.95905,2282,2379,0.95108,0.96701
1999,46-65 y.,male,Yes,0.20865,413,2072,0.19115,0.22615
1999,46-65 y.,male,No,0.79135,1659,2072,0.77385,0.80885
1999,46-65 y.,female,Yes,0.16580,331,2100,0.14989,0.18171
1999,46-65 y.,female,No,0.83420,1769,2100,0.81829,0.85011
1999,66 and older,male,Yes,0.41306,274,746,0.37771,0.44842
1999,66 and older,male,No,0.58694,472,746,0.55158,0.62229
1999,66 and older,female,Yes,0.24893,229,1044,0.22269,0.27517
1999,66 and older,female,No,0.75107,815,1044,0.72483,0.77731
2000,17-29 y.,male,Yes,0.02568,52,2216,0.01909,0.03227
2000,17-29 y.,male,No,0.97432,2164,2216,0.96773,0.98091
2000,17-29 y.,female,Yes,0.01666,37,2348,0.01148,0.02183
2000,17-29 y.,female,No,0.98334,2311,2348,0.97817,0.98852
2000,30-45 y.,male,Yes,0.04434,173,3980,0.03794,0.05073
2000,30-45 y.,male,No,0.95566,3807,3980,0.94927,0.96206
2000,30-45 y.,female,Yes,0.03718,153,4162,0.03144,0.04293
2000,30-45 y.,female,No,0.96282,4009,4162,0.95707,0.96856
2000,46-65 y.,male,Yes,0.20169,755,3822,0.18897,0.21441
2000,46-65 y.,male,No,0.79831,3067,3822,0.78559,0.81103
2000,46-65 y.,female,Yes,0.14713,582,3926,0.13605,0.15821
2000,46-65 y.,female,No,0.85287,3344,3926,0.84179,0.86395
2000,66 and older,male,Yes,0.33377,476,1527,0.31011,0.35743
2000,66 and older,male,No,0.66623,1051,1527,0.64257,0.68989
2000,66 and older,female,Yes,0.20787,390,2039,0.19026,0.22549
2000,66 and older,female,No,0.79213,1649,2039,0.77451,0.80974
2001,17-29 y.,male,Yes,0.01804,37,1974,0.01216,0.02391
2001,17-29 y.,male,No,0.98196,1937,1974,0.97609,0.98784
2001,17-29 y.,female,No,0.98737,2085,2085,0.98258,0.99217
2001,30-45 y.,male,Yes,0.04723,155,3534,0.04024,0.05423
2001,30-45 y.,male,No,0.95277,3379,3534,0.94577,0.95976
2001,30-45 y.,female,Yes,0.04206,148,3775,0.03566,0.04847
2001,30-45 y.,female,No,0.95794,3627,3775,0.95153,0.96434
2001,46-65 y.,male,Yes,0.20157,671,3508,0.18830,0.21485
2001,46-65 y.,male,No,0.79843,2837,3508,0.78515,0.81170
2001,46-65 y.,female,Yes,0.15734,542,3552,0.14537,0.16932
2001,46-65 y.,female,No,0.84266,3010,3552,0.83068,0.85463
2001,66 and older,male,Yes,0.32403,443,1464,0.30005,0.34801
2001,66 and older,male,No,0.67597,1021,1464,0.65199,0.69995
2001,66 and older,female,Yes,0.19694,354,1906,0.17908,0.21480
2001,66 and older,female,No,0.80306,1552,1906,0.78520,0.82092
2002,17-29 y.,male,Yes,0.02448,42,2005,0.01771,0.03124
2002,17-29 y.,male,No,0.97552,1963,2005,0.96876,0.98229
2002,17-29 y.,female,Yes,0.01763,35,2116,0.01202,0.02324
2002,17-29 y.,female,No,0.98237,2081,2116,0.97676,0.98798
2002,30-45 y.,male,Yes,0.04724,149,3552,0.04027,0.05422
2002,30-45 y.,male,No,0.95276,3403,3552,0.94578,0.95973
2002,30-45 y.,female,Yes,0.04138,143,3858,0.03510,0.04767
2002,30-45 y.,female,No,0.95862,3715,3858,0.95233,0.96490
2002,46-65 y.,male,Yes,0.21162,715,3908,0.19881,0.22442
2002,46-65 y.,male,No,0.78838,3193,3908,0.77558,0.80119
2002,46-65 y.,female,Yes,0.17079,584,3898,0.15897,0.18260
2002,46-65 y.,female,No,0.82921,3314,3898,0.81740,0.84103
2002,66 and older,male,Yes,0.32909,489,1603,0.30608,0.35210
2002,66 and older,male,No,0.67091,1114,1603,0.64790,0.69392
2002,66 and older,female,Yes,0.21555,389,1955,0.19732,0.23379
2002,66 and older,female,No,0.78445,1566,1955,0.76621,0.80268
2003,17-29 y.,male,Yes,0.02483,40,1922,0.01787,0.03179
2003,17-29 y.,male,No,0.97517,1882,1922,0.96821,0.98213
2003,17-29 y.,female,Yes,0.01566,32,2071,0.01031,0.02100
2003,17-29 y.,female,No,0.98434,2039,2071,0.97900,0.98969
2003,30-45 y.,male,Yes,0.04937,151,3318,0.04200,0.05674
2003,30-45 y.,male,No,0.95063,3167,3318,0.94326,0.95800
2003,30-45 y.,female,Yes,0.04018,128,3599,0.03376,0.04659
2003,30-45 y.,female,No,0.95982,3471,3599,0.95341,0.96624
2003,46-65 y.,male,Yes,0.20303,672,3745,0.19014,0.21591
2003,46-65 y.,male,No,0.79697,3073,3745,0.78409,0.80986
2003,46-65 y.,female,Yes,0.16089,561,3786,0.14918,0.17259
2003,46-65 y.,female,No,0.83911,3225,3786,0.82741,0.85082
2003,66 and older,male,Yes,0.32127,489,1644,0.29869,0.34385
2003,66 and older,male,No,0.67873,1155,1644,0.65615,0.70131
2003,66 and older,female,Yes,0.22225,407,1966,0.20387,0.24064
2003,66 and older,female,No,0.77775,1559,1966,0.75936,0.79613
2004,17-29 y.,male,Yes,0.02452,43,1910,0.01758,0.03146
2004,17-29 y.,male,No,0.97548,1867,1910,0.96854,0.98242
2004,17-29 y.,female,Yes,0.01768,35,2043,0.01196,0.02339
2004,17-29 y.,female,No,0.98232,2008,2043,0.97661,0.98804
2004,30-45 y.,male,Yes,0.05562,159,3118,0.04757,0.06366
2004,30-45 y.,male,No,0.94438,2959,3118,0.93634,0.95243
2004,30-45 y.,female,Yes,0.04491,134,3394,0.03794,0.05188
2004,30-45 y.,female,No,0.95509,3260,3394,0.94812,0.96206
2004,46-65 y.,male,Yes,0.20655,641,3613,0.19334,0.21975
2004,46-65 y.,male,No,0.79345,2972,3613,0.78025,0.80666
2004,46-65 y.,female,Yes,0.16487,557,3716,0.15293,0.17680
2004,46-65 y.,female,No,0.83513,3159,3716,0.82320,0.84707
2004,66 and older,male,Yes,0.31804,511,1711,0.29596,0.34011
2004,66 and older,male,No,0.68196,1200,1711,0.65989,0.70404
2004,66 and older,female,Yes,0.22615,420,2017,0.20789,0.24441
2004,66 and older,female,No,0.77385,1597,2017,0.75559,0.79211
2005,17-29 y.,male,Yes,0.02433,37,1821,0.01725,0.03141
2005,17-29 y.,male,No,0.97567,1784,1821,0.96859,0.98275
2005,17-29 y.,female,No,0.98621,1961,1961,0.98104,0.99137
2005,30-45 y.,male,Yes,0.06235,160,2889,0.05353,0.07116
2005,30-45 y.,male,No,0.93765,2729,2889,0.92884,0.94647
2005,30-45 y.,female,Yes,0.04323,124,3169,0.03615,0.05031
2005,30-45 y.,female,No,0.95677,3045,3169,0.94969,0.96385
2005,46-65 y.,male,Yes,0.20509,622,3411,0.19154,0.21864
2005,46-65 y.,male,No,0.79491,2789,3411,0.78136,0.80846
2005,46-65 y.,female,Yes,0.16231,540,3568,0.15021,0.17442
2005,46-65 y.,female,No,0.83769,3028,3568,0.82558,0.84979
2005,66 and older,male,Yes,0.32265,521,1725,0.30058,0.34472
2005,66 and older,male,No,0.67735,1204,1725,0.65528,0.69942
2005,66 and older,female,Yes,0.22761,422,2002,0.20924,0.24598
2005,66 and older,female,No,0.77239,1580,2002,0.75402,0.79076
2006,17-29 y.,male,Yes,0.02709,36,1756,0.01949,0.03468
2006,17-29 y.,male,No,0.97291,1720,1756,0.96532,0.98051
2006,17-29 y.,female,No,0.98006,1887,1887,0.97376,0.98637
2006,30-45 y.,male,Yes,0.06298,156,2970,0.05424,0.07172
2006,30-45 y.,male,No,0.93702,2814,2970,0.92828,0.94576
2006,30-45 y.,female,Yes,0.04307,125,3298,0.03614,0.05000
2006,30-45 y.,female,No,0.95693,3173,3298,0.95000,0.96386
2006,46-65 y.,male,Yes,0.19895,653,3646,0.18599,0.21191
2006,46-65 y.,male,No,0.80105,2993,3646,0.78809,0.81401
2006,46-65 y.,female,Yes,0.16282,583,3913,0.15125,0.17438
2006,46-65 y.,female,No,0.83718,3330,3913,0.82562,0.84875
2006,66 and older,male,Yes,0.32066,617,2072,0.30056,0.34076
2006,66 and older,male,No,0.67934,1455,2072,0.65924,0.69944
2006,66 and older,female,Yes,0.24129,511,2330,0.22391,0.25867
2006,66 and older,female,No,0.75871,1819,2330,0.74133,0.77609
2007,17-29 y.,male,Yes,0.02312,34,1620,0.01580,0.03044
2007,17-29 y.,male,No,0.97688,1586,1620,0.96956,0.98420
2007,17-29 y.,female,No,0.98775,1745,1745,0.98259,0.99291
2007,30-45 y.,male,Yes,0.06277,137,2696,0.05361,0.07193
2007,30-45 y.,male,No,0.93723,2559,2696,0.92807,0.94639
2007,30-45 y.,female,Yes,0.04406,124,2989,0.03671,0.05142
2007,30-45 y.,female,No,0.95594,2865,2989,0.94858,0.96329
2007,46-65 y.,male,Yes,0.19849,602,3387,0.18506,0.21193
2007,46-65 y.,male,No,0.80151,2785,3387,0.78807,0.81494
2007,46-65 y.,female,Yes,0.16780,554,3650,0.15568,0.17993
2007,46-65 y.,female,No,0.83220,3096,3650,0.82007,0.84432
2007,66 and older,male,Yes,0.31808,597,2024,0.29779,0.33838
2007,66 and older,male,No,0.68192,1427,2024,0.66162,0.70221
2007,66 and older,female,Yes,0.22915,485,2283,0.21191,0.24640
2007,66 and older,female,No,0.77085,1798,2283,0.75360,0.78809
2008,17-29 y.,male,Yes,0.02889,39,1504,0.02042,0.03736
2008,17-29 y.,male,No,0.97111,1465,1504,0.96264,0.97958
2008,17-29 y.,female,No,0.98362,1619,1619,0.97743,0.98980
2008,30-45 y.,male,Yes,0.06608,126,2461,0.05626,0.07589
2008,30-45 y.,male,No,0.93392,2335,2461,0.92411,0.94374
2008,30-45 y.,female,Yes,0.04226,102,2701,0.03467,0.04985
2008,30-45 y.,female,No,0.95774,2599,2701,0.95015,0.96533
2008,46-65 y.,male,Yes,0.18764,559,3187,0.17408,0.20119
2008,46-65 y.,male,No,0.81236,2628,3187,0.79881,0.82592
2008,46-65 y.,female,Yes,0.16571,527,3489,0.15337,0.17805
2008,46-65 y.,female,No,0.83429,2962,3489,0.82195,0.84663
2008,66 and older,male,Yes,0.30339,571,2019,0.28333,0.32344
2008,66 and older,male,No,0.69661,1448,2019,0.67656,0.71667
2008,66 and older,female,Yes,0.22905,466,2231,0.21161,0.24649
2008,66 and older,female,No,0.77095,1765,2231,0.75351,0.78839
2009,17-29 y.,male,Yes,0.02427,36,1393,0.01618,0.03235
2009,17-29 y.,male,No,0.97573,1357,1393,0.96765,0.98382
2009,17-29 y.,female,No,0.99014,1435,1435,0.98503,0.99525
2009,30-45 y.,male,Yes,0.06637,122,2200,0.05596,0.07677
2009,30-45 y.,male,No,0.93363,2078,2200,0.92323,0.94404
2009,30-45 y.,female,Yes,0.05346,105,2461,0.04458,0.06235
2009,30-45 y.,female,No,0.94654,2356,2461,0.93765,0.95542
2009,46-65 y.,male,Yes,0.19441,537,3004,0.18025,0.20856
2009,46-65 y.,male,No,0.80559,2467,3004,0.79144,0.81975
2009,46-65 y.,female,Yes,0.16399,503,3300,0.15135,0.17662
2009,46-65 y.,female,No,0.83601,2797,3300,0.82338,0.84865
2009,66 and older,male,Yes,0.29638,555,1961,0.27616,0.31659
2009,66 and older,male,No,0.70362,1406,1961,0.68341,0.72384
2009,66 and older,female,Yes,0.22343,439,2164,0.20587,0.24098
2009,66 and older,female,No,0.77657,1725,2164,0.75902,0.79413
2010,17-29 y.,male,Yes,0.03284,39,1703,0.02437,0.04131
2010,17-29 y.,male,No,0.96716,1664,1703,0.95869,0.97563
2010,17-29 y.,female,Yes,0.02244,36,2211,0.01627,0.02862
2010,17-29 y.,female,No,0.97756,2175,2211,0.97138,0.98373
2010,30-45 y.,male,Yes,0.05896,176,3931,0.05159,0.06632
2010,30-45 y.,male,No,0.94104,3755,3931,0.93368,0.94841
2010,30-45 y.,female,Yes,0.04421,148,5130,0.03858,0.04983
2010,30-45 y.,female,No,0.95579,4982,5130,0.95017,0.96142
2010,46-65 y.,male,Yes,0.18574,554,3336,0.17255,0.19894
2010,46-65 y.,male,No,0.81426,2782,3336,0.80106,0.82745
2010,46-65 y.,female,Yes,0.17081,532,3599,0.15851,0.18310
2010,46-65 y.,female,No,0.82919,3067,3599,0.81690,0.84149
2010,66 and older,male,Yes,0.29726,534,1904,0.27673,0.31780
2010,66 and older,male,No,0.70274,1370,1904,0.68220,0.72327
2010,66 and older,female,Yes,0.21959,422,2087,0.20183,0.23736
2010,66 and older,female,No,0.78041,1665,2087,0.76264,0.79817
2011,17-29 y.,male,Yes,0.02466,37,1870,0.01763,0.03169
2011,17-29 y.,male,No,0.97534,1833,1870,0.96831,0.98237
2011,17-29 y.,female,Yes,0.02397,39,2292,0.01771,0.03024
2011,17-29 y.,female,No,0.97603,2253,2292,0.96976,0.98229
2011,30-45 y.,male,Yes,0.06760,209,4162,0.05998,0.07523
2011,30-45 y.,male,No,0.93240,3953,4162,0.92477,0.94002
2011,30-45 y.,female,Yes,0.04268,189,5749,0.03745,0.04790
2011,30-45 y.,female,No,0.95732,5560,5749,0.95210,0.96255
2011,46-65 y.,male,Yes,0.17878,716,4310,0.16734,0.19022
2011,46-65 y.,male,No,0.82122,3594,4310,0.80978,0.83266
2011,46-65 y.,female,Yes,0.17073,718,4777,0.16006,0.18141
2011,46-65 y.,female,No,0.82927,4059,4777,0.81859,0.83994
2011,66 and older,male,Yes,0.27301,631,2440,0.25533,0.29069
2011,66 and older,male,No,0.72699,1809,2440,0.70931,0.74467
2011,66 and older,female,Yes,0.22606,543,2635,0.21008,0.24203
2011,66 and older,female,No,0.77394,2092,2635,0.75797,0.78992
2012,17-29 y.,male,Yes,0.03444,43,1850,0.02613,0.04275
2012,17-29 y.,male,No,0.96556,1807,1850,0.95725,0.97387
2012,17-29 y.,female,Yes,0.02187,40,2118,0.01564,0.02811
2012,17-29 y.,female,No,0.97813,2078,2118,0.97189,0.98436
2012,30-45 y.,male,Yes,0.07734,205,3777,0.06882,0.08586
2012,30-45 y.,male,No,0.92266,3572,3777,0.91414,0.93118
2012,30-45 y.,female,Yes,0.04262,184,5277,0.03717,0.04807
2012,30-45 y.,female,No,0.95738,5093,5277,0.95193,0.96283
2012,46-65 y.,male,Yes,0.19142,781,4367,0.17975,0.20309
2012,46-65 y.,male,No,0.80858,3586,4367,0.79691,0.82025
2012,46-65 y.,female,Yes,0.17746,775,4975,0.16685,0.18808
2012,46-65 y.,female,No,0.82254,4200,4975,0.81192,0.83315
2012,66 and older,male,Yes,0.27777,664,2516,0.26026,0.29527
2012,66 and older,male,No,0.72223,1852,2516,0.70473,0.73974
2012,66 and older,female,Yes,0.21911,559,2652,0.20336,0.23485
2012,66 and older,female,No,0.78089,2093,2652,0.76515,0.79664
2013,17-29 y.,male,Yes,0.02892,44,2347,0.02214,0.03570
2013,17-29 y.,male,No,0.97108,2303,2347,0.96430,0.97786
2013,17-29 y.,female,Yes,0.01553,40,2670,0.01084,0.02022
2013,17-29 y.,female,No,0.98447,2630,2670,0.97978,0.98916
2013,30-45 y.,male,Yes,0.06149,212,4361,0.05436,0.06862
