year,bula_h,regtyp,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,"Rhineland-Palatinate, Saarland",Rural regions,No,0.82331,94,94,0.74579,0.90083
1989,Baden-Wuerttemberg,Urban regions,Yes,0.10293,133,1567,0.08788,0.11798
1989,Baden-Wuerttemberg,Urban regions,No,0.89707,1434,1567,0.88202,0.91212
1989,Baden-Wuerttemberg,Rural regions,No,0.89477,220,220,0.85412,0.93541
1989,Bavaria,Urban regions,Yes,0.12216,74,855,0.10020,0.14412
1989,Bavaria,Urban regions,No,0.87784,781,855,0.85588,0.89980
1989,Bavaria,Rural regions,Yes,0.12610,68,751,0.10234,0.14986
1989,Bavaria,Rural regions,No,0.87390,683,751,0.85014,0.89766
1989,Berlin,Urban regions,Yes,0.18590,50,329,0.14380,0.22800
1989,Berlin,Urban regions,No,0.81410,279,329,0.77200,0.85620
1991,Schleswig-Holstein,Urban regions,No,0.83386,123,123,0.76781,0.89991
1991,Schleswig-Holstein,Rural regions,No,0.88170,132,132,0.82639,0.93700
1991,Hamburg,Urban regions,No,0.88500,142,142,0.83234,0.93766
1991,Lower Saxony,Urban regions,Yes,0.13837,53,470,0.10712,0.16962
1991,Lower Saxony,Urban regions,No,0.86163,417,470,0.83038,0.89288
1991,Lower Saxony,Rural regions,Yes,0.13236,53,496,0.10251,0.16222
1991,Lower Saxony,Rural regions,No,0.86764,443,496,0.83778,0.89749
1991,Bremen,Urban regions,No,0.82037,80,80,0.73572,0.90503
1991,North Rhine-Westphalia,Urban regions,Yes,0.16296,308,2456,0.14835,0.17757
1991,North Rhine-Westphalia,Urban regions,No,0.83704,2148,2456,0.82243,0.85165
1991,North Rhine-Westphalia,Rural regions,No,0.91642,60,60,0.84579,0.98704
1991,Hesse,Urban regions,Yes,0.13186,86,818,0.10866,0.15506
1991,Hesse,Urban regions,No,0.86814,732,818,0.84494,0.89134
1991,Hesse,Rural regions,No,0.74016,110,110,0.65783,0.82249
1991,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15399,66,547,0.12372,0.18427
1991,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84601,481,547,0.81573,0.87628
1991,"Rhineland-Palatinate, Saarland",Rural regions,No,0.84146,100,100,0.76952,0.91341
1991,Baden-Wuerttemberg,Urban regions,Yes,0.10256,131,1543,0.08742,0.11770
1991,Baden-Wuerttemberg,Urban regions,No,0.89744,1412,1543,0.88230,0.91258
1991,Baden-Wuerttemberg,Rural regions,No,0.84930,213,213,0.80114,0.89746
1991,Bavaria,Urban regions,Yes,0.13016,76,815,0.10705,0.15328
1991,Bavaria,Urban regions,No,0.86984,739,815,0.84672,0.89295
1991,Bavaria,Rural regions,Yes,0.11809,68,773,0.09533,0.14086
1991,Bavaria,Rural regions,No,0.88191,705,773,0.85914,0.90467
1991,Berlin,Urban regions,Yes,0.16930,48,329,0.12871,0.20988
1991,Berlin,Urban regions,No,0.83070,281,329,0.79012,0.87129
1992,Schleswig-Holstein,Urban regions,No,0.81335,117,117,0.74245,0.88426
1992,Schleswig-Holstein,Rural regions,No,0.88414,113,113,0.82487,0.94342
1992,Hamburg,Urban regions,No,0.86606,134,134,0.80818,0.92394
1992,Lower Saxony,Urban regions,Yes,0.14955,60,463,0.11703,0.18207
1992,Lower Saxony,Urban regions,No,0.85045,403,463,0.81793,0.88297
1992,Lower Saxony,Rural regions,Yes,0.13365,55,491,0.10352,0.16378
1992,Lower Saxony,Rural regions,No,0.86635,436,491,0.83622,0.89648
1992,Bremen,Urban regions,No,0.79346,75,75,0.70123,0.88570
1992,North Rhine-Westphalia,Urban regions,Yes,0.15952,301,2425,0.14494,0.17410
1992,North Rhine-Westphalia,Urban regions,No,0.84048,2124,2425,0.82590,0.85506
1992,North Rhine-Westphalia,Rural regions,No,0.89528,57,57,0.81509,0.97548
1992,Hesse,Urban regions,Yes,0.14311,88,798,0.11880,0.16742
1992,Hesse,Urban regions,No,0.85689,710,798,0.83258,0.88120
1992,Hesse,Rural regions,No,0.77048,111,111,0.69189,0.84907
1992,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15810,70,545,0.12744,0.18875
1992,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84190,475,545,0.81125,0.87256
1992,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85180,95,95,0.77997,0.92362
1992,Baden-Wuerttemberg,Urban regions,Yes,0.11449,143,1504,0.09840,0.13059
1992,Baden-Wuerttemberg,Urban regions,No,0.88551,1361,1504,0.86941,0.90160
1992,Baden-Wuerttemberg,Rural regions,No,0.84935,208,208,0.80062,0.89808
1992,Bavaria,Urban regions,Yes,0.12774,79,828,0.10499,0.15049
1992,Bavaria,Urban regions,No,0.87226,749,828,0.84951,0.89501
1992,Bavaria,Rural regions,Yes,0.11859,73,790,0.09603,0.14115
1992,Bavaria,Rural regions,No,0.88141,717,790,0.85885,0.90397
1992,Berlin,Urban regions,Yes,0.15589,66,576,0.12624,0.18554
1992,Berlin,Urban regions,No,0.84411,510,576,0.81446,0.87376
1992,Brandenburg,Urban regions,No,0.90523,59,59,0.82985,0.98061
1992,Brandenburg,Rural regions,Yes,0.11002,51,579,0.08451,0.13553
1992,Brandenburg,Rural regions,No,0.88998,528,579,0.86447,0.91549
1992,Mecklenburg-Western Pomerania,Urban regions,No,0.96758,47,47,0.91639,1.01876
1992,Mecklenburg-Western Pomerania,Rural regions,No,0.90431,325,325,0.87228,0.93634
1992,Saxony,Urban regions,Yes,0.09359,48,576,0.06978,0.11739
1992,Saxony,Urban regions,No,0.90641,528,576,0.88261,0.93022
1992,Saxony,Rural regions,Yes,0.07958,39,538,0.05669,0.10247
1992,Saxony,Rural regions,No,0.92042,499,538,0.89753,0.94331
1992,Saxony-Anhalt,Urban regions,No,0.93780,163,163,0.90061,0.97500
1992,Saxony-Anhalt,Rural regions,Yes,0.11109,52,568,0.08522,0.13696
1992,Saxony-Anhalt,Rural regions,No,0.88891,516,568,0.86304,0.91478
1992,Thuringa,Urban regions,No,0.94250,167,167,0.90708,0.97791
1992,Thuringa,Rural regions,Yes,0.10222,32,473,0.07489,0.12955
1992,Thuringa,Rural regions,No,0.89778,441,473,0.87045,0.92511
1994,Schleswig-Holstein,Urban regions,No,0.87533,123,123,0.81671,0.93395
1994,Schleswig-Holstein,Rural regions,No,0.89639,128,128,0.84339,0.94939
1994,Hamburg,Urban regions,No,0.86063,125,125,0.79967,0.92159
1994,Lower Saxony,Urban regions,Yes,0.14279,61,472,0.11119,0.17438
1994,Lower Saxony,Urban regions,No,0.85721,411,472,0.82562,0.88881
1994,Lower Saxony,Rural regions,Yes,0.12516,52,485,0.09568,0.15464
1994,Lower Saxony,Rural regions,No,0.87484,433,485,0.84536,0.90432
1994,Bremen,Urban regions,No,0.81560,76,76,0.72783,0.90337
1994,North Rhine-Westphalia,Urban regions,Yes,0.16468,302,2360,0.14971,0.17964
1994,North Rhine-Westphalia,Urban regions,No,0.83532,2058,2360,0.82036,0.85029
1994,North Rhine-Westphalia,Rural regions,No,0.91614,55,55,0.84222,0.99007
1994,Hesse,Urban regions,Yes,0.11929,78,780,0.09652,0.14205
1994,Hesse,Urban regions,No,0.88071,702,780,0.85795,0.90348
1994,Hesse,Rural regions,No,0.74746,96,96,0.66010,0.83483
1994,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15790,71,520,0.12653,0.18928
1994,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84210,449,520,0.81072,0.87347
1994,"Rhineland-Palatinate, Saarland",Rural regions,No,0.86734,101,101,0.80086,0.93383
1994,Baden-Wuerttemberg,Urban regions,Yes,0.09817,130,1501,0.08311,0.11322
1994,Baden-Wuerttemberg,Urban regions,No,0.90183,1371,1501,0.88678,0.91689
1994,Baden-Wuerttemberg,Rural regions,No,0.82602,186,186,0.77139,0.88065
1994,Bavaria,Urban regions,Yes,0.13043,76,798,0.10705,0.15381
1994,Bavaria,Urban regions,No,0.86957,722,798,0.84619,0.89295
1994,Bavaria,Rural regions,Yes,0.11024,67,766,0.08805,0.13244
1994,Bavaria,Rural regions,No,0.88976,699,766,0.86756,0.91195
1994,Berlin,Urban regions,Yes,0.16072,70,547,0.12991,0.19153
1994,Berlin,Urban regions,No,0.83928,477,547,0.80847,0.87009
1994,Brandenburg,Urban regions,No,0.97827,57,57,0.94008,1.01646
1994,Brandenburg,Rural regions,Yes,0.10737,52,544,0.08133,0.13341
1994,Brandenburg,Rural regions,No,0.89263,492,544,0.86659,0.91867
1994,Mecklenburg-Western Pomerania,Urban regions,No,0.89112,54,54,0.80726,0.97498
1994,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11723,32,353,0.08362,0.15083
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.88277,321,353,0.84917,0.91638
1994,Saxony,Urban regions,Yes,0.08097,36,572,0.05860,0.10335
1994,Saxony,Urban regions,No,0.91903,536,572,0.89665,0.94140
1994,Saxony,Rural regions,Yes,0.06753,31,540,0.04634,0.08871
1994,Saxony,Rural regions,No,0.93247,509,540,0.91129,0.95366
1994,Saxony-Anhalt,Urban regions,No,0.94270,150,150,0.90538,0.98002
1994,Saxony-Anhalt,Rural regions,Yes,0.08278,39,538,0.05948,0.10609
1994,Saxony-Anhalt,Rural regions,No,0.91722,499,538,0.89391,0.94052
1994,Thuringa,Urban regions,No,0.92116,178,178,0.88145,0.96086
1994,Thuringa,Rural regions,No,0.91070,440,440,0.88402,0.93738
1995,Schleswig-Holstein,Urban regions,No,0.82327,119,119,0.75444,0.89209
1995,Schleswig-Holstein,Rural regions,No,0.87151,123,123,0.81212,0.93089
1995,Hamburg,Urban regions,No,0.83760,118,118,0.77077,0.90443
1995,Lower Saxony,Urban regions,Yes,0.15018,66,513,0.11923,0.18112
1995,Lower Saxony,Urban regions,No,0.84982,447,513,0.81888,0.88077
1995,Lower Saxony,Rural regions,Yes,0.13242,50,520,0.10326,0.16158
1995,Lower Saxony,Rural regions,No,0.86758,470,520,0.83842,0.89674
1995,Bremen,Urban regions,No,0.78237,77,77,0.68960,0.87514
1995,North Rhine-Westphalia,Urban regions,Yes,0.16918,313,2491,0.15445,0.18390
1995,North Rhine-Westphalia,Urban regions,No,0.83082,2178,2491,0.81610,0.84555
1995,North Rhine-Westphalia,Rural regions,No,0.87821,60,60,0.79476,0.96166
1995,Hesse,Urban regions,Yes,0.12269,90,797,0.09990,0.14549
1995,Hesse,Urban regions,No,0.87731,707,797,0.85451,0.90010
1995,Hesse,Rural regions,No,0.79947,118,118,0.72692,0.87203
1995,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14578,63,570,0.11678,0.17477
1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85422,507,570,0.82523,0.88322
1995,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88360,123,123,0.82669,0.94051
1995,Baden-Wuerttemberg,Urban regions,Yes,0.10874,144,1551,0.09324,0.12424
1995,Baden-Wuerttemberg,Urban regions,No,0.89126,1407,1551,0.87576,0.90676
1995,Baden-Wuerttemberg,Rural regions,No,0.82386,191,191,0.76969,0.87803
1995,Bavaria,Urban regions,Yes,0.14264,86,833,0.11888,0.16640
1995,Bavaria,Urban regions,No,0.85736,747,833,0.83360,0.88112
1995,Bavaria,Rural regions,Yes,0.12932,73,827,0.10643,0.15220
1995,Bavaria,Rural regions,No,0.87068,754,827,0.84780,0.89357
1995,Berlin,Urban regions,Yes,0.16562,77,560,0.13481,0.19644
1995,Berlin,Urban regions,No,0.83438,483,560,0.80356,0.86519
1995,Brandenburg,Rural regions,Yes,0.10645,52,564,0.08097,0.13192
1995,Brandenburg,Rural regions,No,0.89355,512,564,0.86808,0.91903
1995,Mecklenburg-Western Pomerania,Urban regions,No,0.87354,50,50,0.78048,0.96661
1995,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10928,33,356,0.07683,0.14174
1995,Mecklenburg-Western Pomerania,Rural regions,No,0.89072,323,356,0.85826,0.92317
1995,Saxony,Urban regions,Yes,0.10714,48,563,0.08157,0.13271
1995,Saxony,Urban regions,No,0.89286,515,563,0.86729,0.91843
1995,Saxony,Rural regions,No,0.93488,486,486,0.91292,0.95684
1995,Saxony-Anhalt,Urban regions,No,0.93849,121,121,0.89550,0.98148
1995,Saxony-Anhalt,Rural regions,Yes,0.08866,39,558,0.06505,0.11227
1995,Saxony-Anhalt,Rural regions,No,0.91134,519,558,0.88773,0.93495
1995,Thuringa,Urban regions,No,0.91425,176,176,0.87276,0.95573
1995,Thuringa,Rural regions,Yes,0.09867,33,458,0.07133,0.12601
1995,Thuringa,Rural regions,No,0.90133,425,458,0.87399,0.92867
1996,Schleswig-Holstein,Urban regions,No,0.83156,119,119,0.76403,0.89909
1996,Schleswig-Holstein,Rural regions,No,0.84525,126,126,0.78185,0.90865
1996,Hamburg,Urban regions,No,0.81924,112,112,0.74765,0.89083
1996,Lower Saxony,Urban regions,Yes,0.15242,62,512,0.12126,0.18358
1996,Lower Saxony,Urban regions,No,0.84758,450,512,0.81642,0.87874
1996,Lower Saxony,Rural regions,Yes,0.12486,51,529,0.09667,0.15306
1996,Lower Saxony,Rural regions,No,0.87514,478,529,0.84694,0.90333
1996,Bremen,Urban regions,No,0.79664,79,79,0.70731,0.88596
1996,North Rhine-Westphalia,Urban regions,Yes,0.15943,307,2488,0.14504,0.17382
1996,North Rhine-Westphalia,Urban regions,No,0.84057,2181,2488,0.82618,0.85496
1996,North Rhine-Westphalia,Rural regions,No,0.87895,55,55,0.79195,0.96595
1996,Hesse,Urban regions,Yes,0.12616,86,769,0.10267,0.14964
1996,Hesse,Urban regions,No,0.87384,683,769,0.85036,0.89733
1996,Hesse,Rural regions,No,0.77739,115,115,0.70102,0.85375
1996,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13831,58,556,0.10959,0.16703
1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86169,498,556,0.83297,0.89041
1996,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85690,123,123,0.79476,0.91904
1996,Baden-Wuerttemberg,Urban regions,Yes,0.10987,145,1485,0.09396,0.12578
1996,Baden-Wuerttemberg,Urban regions,No,0.89013,1340,1485,0.87422,0.90604
1996,Baden-Wuerttemberg,Rural regions,Yes,0.21931,33,219,0.16439,0.27424
1996,Baden-Wuerttemberg,Rural regions,No,0.78069,186,219,0.72576,0.83561
1996,Bavaria,Urban regions,Yes,0.13217,77,830,0.10912,0.15523
1996,Bavaria,Urban regions,No,0.86783,753,830,0.84477,0.89088
1996,Bavaria,Rural regions,Yes,0.13094,78,830,0.10798,0.15391
1996,Bavaria,Rural regions,No,0.86906,752,830,0.84609,0.89202
1996,Berlin,Urban regions,Yes,0.17380,77,542,0.14186,0.20573
1996,Berlin,Urban regions,No,0.82620,465,542,0.79427,0.85814
1996,Brandenburg,Urban regions,No,0.96366,31,31,0.89669,1.03062
1996,Brandenburg,Rural regions,Yes,0.11306,53,559,0.08679,0.13934
1996,Brandenburg,Rural regions,No,0.88694,506,559,0.86066,0.91321
1996,Mecklenburg-Western Pomerania,Urban regions,No,0.88555,50,50,0.79641,0.97469
1996,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12105,34,343,0.08648,0.15562
1996,Mecklenburg-Western Pomerania,Rural regions,No,0.87895,309,343,0.84438,0.91352
1996,Saxony,Urban regions,Yes,0.10410,46,561,0.07881,0.12940
1996,Saxony,Urban regions,No,0.89590,515,561,0.87060,0.92119
1996,Saxony,Rural regions,Yes,0.05889,32,538,0.03898,0.07880
1996,Saxony,Rural regions,No,0.94111,506,538,0.92120,0.96102
1996,Saxony-Anhalt,Urban regions,No,0.91701,135,135,0.87030,0.96372
1996,Saxony-Anhalt,Rural regions,Yes,0.10754,46,520,0.08088,0.13419
1996,Saxony-Anhalt,Rural regions,No,0.89246,474,520,0.86581,0.91912
1996,Thuringa,Urban regions,No,0.89773,178,178,0.85309,0.94237
1996,Thuringa,Rural regions,Yes,0.11144,40,463,0.08274,0.14013
1996,Thuringa,Rural regions,No,0.88856,423,463,0.85987,0.91726
1997,Schleswig-Holstein,Urban regions,No,0.81397,111,111,0.74125,0.88669
1997,Schleswig-Holstein,Rural regions,No,0.88123,123,123,0.82382,0.93864
1997,Hamburg,Urban regions,No,0.84032,111,111,0.77187,0.90878
1997,Lower Saxony,Urban regions,Yes,0.16339,65,508,0.13121,0.19557
1997,Lower Saxony,Urban regions,No,0.83661,443,508,0.80443,0.86879
1997,Lower Saxony,Rural regions,Yes,0.14152,53,515,0.11139,0.17166
1997,Lower Saxony,Rural regions,No,0.85848,462,515,0.82834,0.88861
1997,Bremen,Urban regions,No,0.87576,82,82,0.80393,0.94760
1997,North Rhine-Westphalia,Urban regions,Yes,0.15473,292,2426,0.14033,0.16912
1997,North Rhine-Westphalia,Urban regions,No,0.84527,2134,2426,0.83088,0.85967
1997,North Rhine-Westphalia,Rural regions,No,0.87762,59,59,0.79328,0.96197
1997,Hesse,Urban regions,Yes,0.11823,79,710,0.09446,0.14199
1997,Hesse,Urban regions,No,0.88177,631,710,0.85801,0.90554
1997,Hesse,Rural regions,No,0.80591,110,110,0.73166,0.88015
1997,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15453,68,569,0.12481,0.18426
1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84547,501,569,0.81574,0.87519
1997,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85323,127,127,0.79144,0.91502
1997,Baden-Wuerttemberg,Urban regions,Yes,0.12148,154,1493,0.10490,0.13805
1997,Baden-Wuerttemberg,Urban regions,No,0.87852,1339,1493,0.86195,0.89510
1997,Baden-Wuerttemberg,Rural regions,Yes,0.24108,35,207,0.18267,0.29949
1997,Baden-Wuerttemberg,Rural regions,No,0.75892,172,207,0.70051,0.81733
1997,Bavaria,Urban regions,Yes,0.12275,70,809,0.10012,0.14538
1997,Bavaria,Urban regions,No,0.87725,739,809,0.85462,0.89988
1997,Bavaria,Rural regions,Yes,0.13681,80,801,0.11299,0.16062
1997,Bavaria,Rural regions,No,0.86319,721,801,0.83938,0.88701
1997,Berlin,Urban regions,Yes,0.17179,70,509,0.13899,0.20460
1997,Berlin,Urban regions,No,0.82821,439,509,0.79540,0.86101
1997,Brandenburg,Rural regions,Yes,0.11919,59,566,0.09247,0.14590
1997,Brandenburg,Rural regions,No,0.88081,507,566,0.85410,0.90753
1997,Mecklenburg-Western Pomerania,Urban regions,No,0.87119,52,52,0.77925,0.96313
1997,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12028,34,332,0.08523,0.15532
1997,Mecklenburg-Western Pomerania,Rural regions,No,0.87972,298,332,0.84468,0.91477
