year,bula_h,regtyp,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Baden-Wuerttemberg,Rural regions,Yes,0.11434,46,373,0.08200,0.14668
2012,Baden-Wuerttemberg,Rural regions,No,0.88566,327,373,0.85332,0.91800
2012,Bavaria,Urban regions,Yes,0.13558,218,1880,0.12010,0.15106
2012,Bavaria,Urban regions,No,0.86442,1662,1880,0.84894,0.87990
2012,Bavaria,Rural regions,Yes,0.13575,262,2461,0.12222,0.14929
2012,Bavaria,Rural regions,No,0.86425,2199,2461,0.85071,0.87778
2012,Berlin,Urban regions,Yes,0.19452,161,1037,0.17041,0.21862
2012,Berlin,Urban regions,No,0.80548,876,1037,0.78138,0.82959
2012,Brandenburg,Urban regions,No,0.86926,75,75,0.79245,0.94607
2012,Brandenburg,Rural regions,Yes,0.13038,126,1008,0.10959,0.15118
2012,Brandenburg,Rural regions,No,0.86962,882,1008,0.84882,0.89041
2012,Mecklenburg-Western Pomerania,Urban regions,No,0.82947,52,52,0.72625,0.93269
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.17804,74,580,0.14688,0.20920
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.82196,506,580,0.79080,0.85312
2012,Saxony,Urban regions,Yes,0.12630,107,933,0.10497,0.14762
2012,Saxony,Urban regions,No,0.87370,826,933,0.85238,0.89503
2012,Saxony,Rural regions,Yes,0.13837,102,905,0.11586,0.16088
2012,Saxony,Rural regions,No,0.86163,803,905,0.83912,0.88414
2012,Saxony-Anhalt,Urban regions,No,0.82182,179,179,0.76560,0.87803
2012,Saxony-Anhalt,Rural regions,Yes,0.13905,88,824,0.11541,0.16268
2012,Saxony-Anhalt,Rural regions,No,0.86095,736,824,0.83732,0.88459
2012,Thuringa,Urban regions,Yes,0.08916,35,328,0.05827,0.12005
2012,Thuringa,Urban regions,No,0.91084,293,328,0.87995,0.94173
2012,Thuringa,Rural regions,Yes,0.16484,107,748,0.13823,0.19144
2012,Thuringa,Rural regions,No,0.83516,641,748,0.80856,0.86177
2013,Schleswig-Holstein,Urban regions,Yes,0.15291,37,318,0.11329,0.19252
2013,Schleswig-Holstein,Urban regions,No,0.84709,281,318,0.80748,0.88671
2013,Schleswig-Holstein,Rural regions,Yes,0.14193,81,759,0.11708,0.16677
2013,Schleswig-Holstein,Rural regions,No,0.85807,678,759,0.83323,0.88292
2013,Hamburg,Urban regions,Yes,0.12483,45,561,0.09746,0.15221
2013,Hamburg,Urban regions,No,0.87517,516,561,0.84779,0.90254
2013,Lower Saxony,Urban regions,Yes,0.15046,131,1237,0.13053,0.17039
2013,Lower Saxony,Urban regions,No,0.84954,1106,1237,0.82961,0.86947
2013,Lower Saxony,Rural regions,Yes,0.15658,188,1658,0.13909,0.17408
2013,Lower Saxony,Rural regions,No,0.84342,1470,1658,0.82592,0.86091
2013,Bremen,Urban regions,No,0.91499,227,227,0.87863,0.95135
2013,North Rhine-Westphalia,Urban regions,Yes,0.14687,665,6260,0.13810,0.15564
2013,North Rhine-Westphalia,Urban regions,No,0.85313,5595,6260,0.84436,0.86190
2013,North Rhine-Westphalia,Rural regions,No,0.81526,111,111,0.74273,0.88778
2013,Hesse,Urban regions,Yes,0.15407,234,1802,0.13739,0.17074
2013,Hesse,Urban regions,No,0.84593,1568,1802,0.82926,0.86261
2013,Hesse,Rural regions,Yes,0.16877,53,392,0.13164,0.20589
2013,Hesse,Rural regions,No,0.83123,339,392,0.79411,0.86836
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12658,137,1324,0.10867,0.14450
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87342,1187,1324,0.85550,0.89133
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12107,43,440,0.09055,0.15158
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87893,397,440,0.84842,0.90945
2013,Baden-Wuerttemberg,Urban regions,Yes,0.12501,305,3371,0.11384,0.13618
2013,Baden-Wuerttemberg,Urban regions,No,0.87499,3066,3371,0.86382,0.88616
2013,Baden-Wuerttemberg,Rural regions,Yes,0.12034,47,408,0.08873,0.15195
2013,Baden-Wuerttemberg,Rural regions,No,0.87966,361,408,0.84805,0.91127
2013,Bavaria,Urban regions,Yes,0.12214,216,2195,0.10844,0.13584
2013,Bavaria,Urban regions,No,0.87786,1979,2195,0.86416,0.89156
2013,Bavaria,Rural regions,Yes,0.12964,260,2658,0.11686,0.14241
2013,Bavaria,Rural regions,No,0.87036,2398,2658,0.85759,0.88314
2013,Berlin,Urban regions,Yes,0.18110,156,1164,0.15897,0.20323
2013,Berlin,Urban regions,No,0.81890,1008,1164,0.79677,0.84103
2013,Brandenburg,Urban regions,No,0.84709,76,76,0.76563,0.92854
2013,Brandenburg,Rural regions,Yes,0.12729,129,1032,0.10694,0.14763
2013,Brandenburg,Rural regions,No,0.87271,903,1032,0.85237,0.89306
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.85790,68,68,0.77429,0.94150
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16311,71,526,0.13151,0.19472
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.83689,455,526,0.80528,0.86849
2013,Saxony,Urban regions,Yes,0.12208,99,915,0.10085,0.14330
2013,Saxony,Urban regions,No,0.87792,816,915,0.85670,0.89915
2013,Saxony,Rural regions,Yes,0.13192,87,863,0.10933,0.15452
2013,Saxony,Rural regions,No,0.86808,776,863,0.84548,0.89067
2013,Saxony-Anhalt,Urban regions,Yes,0.16560,31,237,0.11817,0.21303
2013,Saxony-Anhalt,Urban regions,No,0.83440,206,237,0.78697,0.88183
2013,Saxony-Anhalt,Rural regions,Yes,0.12579,76,829,0.10321,0.14838
2013,Saxony-Anhalt,Rural regions,No,0.87421,753,829,0.85162,0.89679
2013,Thuringa,Urban regions,No,0.91530,295,295,0.88347,0.94713
2013,Thuringa,Rural regions,Yes,0.16105,94,720,0.13418,0.18792
2013,Thuringa,Rural regions,No,0.83895,626,720,0.81208,0.86582
2014,Schleswig-Holstein,Urban regions,No,0.83814,245,245,0.79192,0.88436
2014,Schleswig-Holstein,Rural regions,Yes,0.14511,86,652,0.11805,0.17216
2014,Schleswig-Holstein,Rural regions,No,0.85489,566,652,0.82784,0.88195
2014,Hamburg,Urban regions,Yes,0.12456,38,444,0.09381,0.15531
2014,Hamburg,Urban regions,No,0.87544,406,444,0.84469,0.90619
2014,Lower Saxony,Urban regions,Yes,0.14058,109,1074,0.11978,0.16137
2014,Lower Saxony,Urban regions,No,0.85942,965,1074,0.83863,0.88022
2014,Lower Saxony,Rural regions,Yes,0.16482,190,1526,0.14620,0.18345
2014,Lower Saxony,Rural regions,No,0.83518,1336,1526,0.81655,0.85380
2014,Bremen,Urban regions,No,0.92121,199,199,0.88368,0.95873
2014,North Rhine-Westphalia,Urban regions,Yes,0.16102,657,5510,0.15132,0.17073
2014,North Rhine-Westphalia,Urban regions,No,0.83898,4853,5510,0.82927,0.84868
2014,North Rhine-Westphalia,Rural regions,No,0.82727,101,101,0.75318,0.90136
2014,Hesse,Urban regions,Yes,0.16281,219,1544,0.14438,0.18123
2014,Hesse,Urban regions,No,0.83719,1325,1544,0.81877,0.85562
2014,Hesse,Rural regions,Yes,0.16436,53,339,0.12485,0.20387
2014,Hesse,Rural regions,No,0.83564,286,339,0.79613,0.87515
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12996,132,1187,0.11082,0.14910
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87004,1055,1187,0.85090,0.88918
2014,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.13187,43,393,0.09838,0.16537
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.86813,350,393,0.83463,0.90162
2014,Baden-Wuerttemberg,Urban regions,Yes,0.12920,279,2866,0.11691,0.14148
2014,Baden-Wuerttemberg,Urban regions,No,0.87080,2587,2866,0.85852,0.88309
2014,Baden-Wuerttemberg,Rural regions,Yes,0.12118,40,352,0.08704,0.15532
2014,Baden-Wuerttemberg,Rural regions,No,0.87882,312,352,0.84468,0.91296
2014,Bavaria,Urban regions,Yes,0.12157,217,2014,0.10729,0.13584
2014,Bavaria,Urban regions,No,0.87843,1797,2014,0.86416,0.89271
2014,Bavaria,Rural regions,Yes,0.14815,273,2382,0.13388,0.16242
2014,Bavaria,Rural regions,No,0.85185,2109,2382,0.83758,0.86612
2014,Berlin,Urban regions,Yes,0.19215,137,989,0.16758,0.21672
2014,Berlin,Urban regions,No,0.80785,852,989,0.78328,0.83242
2014,Brandenburg,Urban regions,No,0.88258,73,73,0.80823,0.95694
2014,Brandenburg,Rural regions,Yes,0.14928,126,938,0.12647,0.17210
2014,Brandenburg,Rural regions,No,0.85072,812,938,0.82790,0.87353
2014,Mecklenburg-Western Pomerania,Urban regions,No,0.77840,53,53,0.66551,0.89128
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19249,69,494,0.15768,0.22729
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.80751,425,494,0.77271,0.84232
2014,Saxony,Urban regions,Yes,0.11330,93,835,0.09179,0.13481
2014,Saxony,Urban regions,No,0.88670,742,835,0.86519,0.90821
2014,Saxony,Rural regions,Yes,0.13608,92,776,0.11194,0.16022
2014,Saxony,Rural regions,No,0.86392,684,776,0.83978,0.88806
2014,Saxony-Anhalt,Urban regions,Yes,0.16869,31,222,0.11931,0.21806
2014,Saxony-Anhalt,Urban regions,No,0.83131,191,222,0.78194,0.88069
2014,Saxony-Anhalt,Rural regions,Yes,0.13700,86,740,0.11221,0.16179
2014,Saxony-Anhalt,Rural regions,No,0.86300,654,740,0.83821,0.88779
2014,Thuringa,Urban regions,Yes,0.08003,33,303,0.04943,0.11064
2014,Thuringa,Urban regions,No,0.91997,270,303,0.88936,0.95057
2014,Thuringa,Rural regions,Yes,0.14785,93,689,0.12133,0.17437
2014,Thuringa,Rural regions,No,0.85215,596,689,0.82563,0.87867
2015,Schleswig-Holstein,Urban regions,No,0.89796,218,218,0.85769,0.93824
2015,Schleswig-Holstein,Rural regions,Yes,0.12740,77,655,0.10185,0.15296
2015,Schleswig-Holstein,Rural regions,No,0.87260,578,655,0.84704,0.89815
2015,Hamburg,Urban regions,Yes,0.13104,36,463,0.10027,0.16181
2015,Hamburg,Urban regions,No,0.86896,427,463,0.83819,0.89973
2015,Lower Saxony,Urban regions,Yes,0.15285,106,1050,0.13108,0.17463
2015,Lower Saxony,Urban regions,No,0.84715,944,1050,0.82537,0.86892
2015,Lower Saxony,Rural regions,Yes,0.16951,178,1553,0.15084,0.18818
2015,Lower Saxony,Rural regions,No,0.83049,1375,1553,0.81182,0.84916
2015,Bremen,Urban regions,No,0.91673,170,170,0.87507,0.95839
2015,North Rhine-Westphalia,Urban regions,Yes,0.15611,612,5445,0.14647,0.16576
2015,North Rhine-Westphalia,Urban regions,No,0.84389,4833,5445,0.83424,0.85353
2015,North Rhine-Westphalia,Rural regions,No,0.81232,91,91,0.73165,0.89299
2015,Hesse,Urban regions,Yes,0.15736,190,1518,0.13903,0.17568
2015,Hesse,Urban regions,No,0.84264,1328,1518,0.82432,0.86097
2015,Hesse,Rural regions,Yes,0.16294,48,358,0.12463,0.20125
2015,Hesse,Rural regions,No,0.83706,310,358,0.79875,0.87537
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13011,132,1163,0.11077,0.14946
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86989,1031,1163,0.85054,0.88923
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.13549,52,434,0.10326,0.16773
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.86451,382,434,0.83227,0.89674
2015,Baden-Wuerttemberg,Urban regions,Yes,0.13076,267,2866,0.11841,0.14310
2015,Baden-Wuerttemberg,Urban regions,No,0.86924,2599,2866,0.85690,0.88159
2015,Baden-Wuerttemberg,Rural regions,Yes,0.12305,34,336,0.08787,0.15822
2015,Baden-Wuerttemberg,Rural regions,No,0.87695,302,336,0.84178,0.91213
2015,Bavaria,Urban regions,Yes,0.12333,190,2032,0.10903,0.13763
2015,Bavaria,Urban regions,No,0.87667,1842,2032,0.86237,0.89097
2015,Bavaria,Rural regions,Yes,0.12849,244,2329,0.11490,0.14208
2015,Bavaria,Rural regions,No,0.87151,2085,2329,0.85792,0.88510
2015,Berlin,Urban regions,Yes,0.18168,127,985,0.15759,0.20578
2015,Berlin,Urban regions,No,0.81832,858,985,0.79422,0.84241
2015,Brandenburg,Urban regions,No,0.88513,65,65,0.80701,0.96325
2015,Brandenburg,Rural regions,Yes,0.15109,127,930,0.12806,0.17412
2015,Brandenburg,Rural regions,No,0.84891,803,930,0.82588,0.87194
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.83977,58,58,0.74454,0.93500
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19677,74,487,0.16142,0.23211
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.80323,413,487,0.76789,0.83858
2015,Saxony,Urban regions,Yes,0.12060,92,827,0.09839,0.14281
2015,Saxony,Urban regions,No,0.87940,735,827,0.85719,0.90161
2015,Saxony,Rural regions,Yes,0.13267,81,698,0.10748,0.15785
2015,Saxony,Rural regions,No,0.86733,617,698,0.84215,0.89252
2015,Saxony-Anhalt,Urban regions,No,0.87520,182,182,0.82705,0.92334
2015,Saxony-Anhalt,Rural regions,Yes,0.09551,57,683,0.07345,0.11757
2015,Saxony-Anhalt,Rural regions,No,0.90449,626,683,0.88243,0.92655
2015,Thuringa,Urban regions,Yes,0.07906,33,303,0.04863,0.10950
2015,Thuringa,Urban regions,No,0.92094,270,303,0.89050,0.95137
2015,Thuringa,Rural regions,Yes,0.15797,81,665,0.13023,0.18571
2015,Thuringa,Rural regions,No,0.84203,584,665,0.81429,0.86977
2016,Schleswig-Holstein,Urban regions,No,0.90356,202,202,0.86275,0.94437
2016,Schleswig-Holstein,Rural regions,Yes,0.14456,74,593,0.11623,0.17289
2016,Schleswig-Holstein,Rural regions,No,0.85544,519,593,0.82711,0.88377
2016,Hamburg,Urban regions,Yes,0.11766,37,427,0.08706,0.14825
2016,Hamburg,Urban regions,No,0.88234,390,427,0.85175,0.91294
2016,Lower Saxony,Urban regions,Yes,0.14998,107,953,0.12730,0.17266
2016,Lower Saxony,Urban regions,No,0.85002,846,953,0.82734,0.87270
2016,Lower Saxony,Rural regions,Yes,0.16146,163,1420,0.14232,0.18061
2016,Lower Saxony,Rural regions,No,0.83854,1257,1420,0.81939,0.85768
2016,Bremen,Urban regions,No,0.90566,167,167,0.86119,0.95012
2016,North Rhine-Westphalia,Urban regions,Yes,0.15740,585,4957,0.14726,0.16754
2016,North Rhine-Westphalia,Urban regions,No,0.84260,4372,4957,0.83246,0.85274
2016,North Rhine-Westphalia,Rural regions,No,0.81387,83,83,0.72963,0.89811
2016,Hesse,Urban regions,Yes,0.15314,178,1318,0.13369,0.17259
2016,Hesse,Urban regions,No,0.84686,1140,1318,0.82741,0.86631
2016,Hesse,Rural regions,Yes,0.15665,42,293,0.11496,0.19834
2016,Hesse,Rural regions,No,0.84335,251,293,0.80166,0.88504
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11769,114,1073,0.09840,0.13699
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88231,959,1073,0.86301,0.90160
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16698,59,415,0.13105,0.20290
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83302,356,415,0.79710,0.86895
2016,Baden-Wuerttemberg,Urban regions,Yes,0.12911,243,2530,0.11604,0.14218
2016,Baden-Wuerttemberg,Urban regions,No,0.87089,2287,2530,0.85782,0.88396
2016,Baden-Wuerttemberg,Rural regions,Yes,0.12524,32,312,0.08845,0.16203
2016,Baden-Wuerttemberg,Rural regions,No,0.87476,280,312,0.83797,0.91155
2016,Bavaria,Urban regions,Yes,0.12772,178,1789,0.11225,0.14319
2016,Bavaria,Urban regions,No,0.87228,1611,1789,0.85681,0.88775
2016,Bavaria,Rural regions,Yes,0.12109,217,2088,0.10709,0.13509
2016,Bavaria,Rural regions,No,0.87891,1871,2088,0.86491,0.89291
2016,Berlin,Urban regions,Yes,0.17139,122,910,0.14689,0.19589
2016,Berlin,Urban regions,No,0.82861,788,910,0.80411,0.85311
2016,Brandenburg,Urban regions,No,0.90655,64,64,0.83467,0.97842
2016,Brandenburg,Rural regions,Yes,0.14944,113,859,0.12559,0.17330
2016,Brandenburg,Rural regions,No,0.85056,746,859,0.82670,0.87441
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.90048,60,60,0.82409,0.97687
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.21498,71,451,0.17703,0.25294
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.78502,380,451,0.74706,0.82297
2016,Saxony,Urban regions,Yes,0.09701,77,762,0.07598,0.11804
2016,Saxony,Urban regions,No,0.90299,685,762,0.88196,0.92402
2016,Saxony,Rural regions,Yes,0.14015,79,679,0.11402,0.16629
2016,Saxony,Rural regions,No,0.85985,600,679,0.83371,0.88598
2016,Saxony-Anhalt,Urban regions,No,0.86772,166,166,0.81603,0.91942
2016,Saxony-Anhalt,Rural regions,Yes,0.09609,58,643,0.07329,0.11888
2016,Saxony-Anhalt,Rural regions,No,0.90391,585,643,0.88112,0.92671
2016,Thuringa,Urban regions,Yes,0.08134,32,280,0.04926,0.11341
2016,Thuringa,Urban regions,No,0.91866,248,280,0.88659,0.95074
2016,Thuringa,Rural regions,Yes,0.14784,83,620,0.11987,0.17580
2016,Thuringa,Rural regions,No,0.85216,537,620,0.82420,0.88013
2017,Schleswig-Holstein,Urban regions,No,0.91989,265,265,0.88715,0.95264
2017,Schleswig-Holstein,Rural regions,Yes,0.15358,85,657,0.12599,0.18117
2017,Schleswig-Holstein,Rural regions,No,0.84642,572,657,0.81883,0.87401
2017,Hamburg,Urban regions,Yes,0.12136,45,466,0.09168,0.15104
2017,Hamburg,Urban regions,No,0.87864,421,466,0.84896,0.90832
2017,Lower Saxony,Urban regions,Yes,0.15442,119,1105,0.13310,0.17573
2017,Lower Saxony,Urban regions,No,0.84558,986,1105,0.82427,0.86690
2017,Lower Saxony,Rural regions,Yes,0.16201,178,1582,0.14385,0.18017
2017,Lower Saxony,Rural regions,No,0.83799,1404,1582,0.81983,0.85615
2017,Bremen,Urban regions,No,0.89358,206,206,0.85136,0.93579
2017,North Rhine-Westphalia,Urban regions,Yes,0.16196,681,5400,0.15213,0.17179
2017,North Rhine-Westphalia,Urban regions,No,0.83804,4719,5400,0.82821,0.84787
2017,North Rhine-Westphalia,Rural regions,No,0.84586,100,100,0.77474,0.91699
2017,Hesse,Urban regions,Yes,0.11361,155,1434,0.09718,0.13004
2017,Hesse,Urban regions,No,0.88639,1279,1434,0.86996,0.90282
2017,Hesse,Rural regions,Yes,0.16983,54,351,0.13049,0.20917
2017,Hesse,Rural regions,No,0.83017,297,351,0.79083,0.86951
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13481,129,1110,0.11471,0.15491
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86519,981,1110,0.84509,0.88529
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12994,50,407,0.09723,0.16265
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87006,357,407,0.83735,0.90277
2017,Baden-Wuerttemberg,Urban regions,Yes,0.11896,251,2674,0.10669,0.13123
2017,Baden-Wuerttemberg,Urban regions,No,0.88104,2423,2674,0.86877,0.89331
2017,Baden-Wuerttemberg,Rural regions,Yes,0.10303,34,337,0.07053,0.13554
2017,Baden-Wuerttemberg,Rural regions,No,0.89697,303,337,0.86446,0.92947
2017,Bavaria,Urban regions,Yes,0.12264,202,1943,0.10805,0.13723
2017,Bavaria,Urban regions,No,0.87736,1741,1943,0.86277,0.89195
2017,Bavaria,Rural regions,Yes,0.12866,257,2257,0.11484,0.14248
2017,Bavaria,Rural regions,No,0.87134,2000,2257,0.85752,0.88516
2017,Berlin,Urban regions,Yes,0.18049,141,984,0.15645,0.20453
2017,Berlin,Urban regions,No,0.81951,843,984,0.79547,0.84355
2017,Brandenburg,Urban regions,No,0.91612,80,80,0.85499,0.97725
2017,Brandenburg,Rural regions,Yes,0.13984,122,941,0.11767,0.16201
2017,Brandenburg,Rural regions,No,0.86016,819,941,0.83799,0.88233
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.89585,70,70,0.82378,0.96792
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.20479,75,494,0.16917,0.24042
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.79521,419,494,0.75958,0.83083
2017,Saxony,Urban regions,Yes,0.10932,89,880,0.08869,0.12995
2017,Saxony,Urban regions,No,0.89068,791,880,0.87005,0.91131
2017,Saxony,Rural regions,Yes,0.12415,89,772,0.10088,0.14743
2017,Saxony,Rural regions,No,0.87585,683,772,0.85257,0.89912
2017,Saxony-Anhalt,Urban regions,No,0.90491,161,161,0.85946,0.95036
2017,Saxony-Anhalt,Rural regions,Yes,0.08860,63,740,0.06812,0.10909
2017,Saxony-Anhalt,Rural regions,No,0.91140,677,740,0.89091,0.93188
2017,Thuringa,Urban regions,Yes,0.11024,37,290,0.07413,0.14635
2017,Thuringa,Urban regions,No,0.88976,253,290,0.85365,0.92587
2017,Thuringa,Rural regions,Yes,0.15236,96,688,0.12549,0.17923
2017,Thuringa,Rural regions,No,0.84764,592,688,0.82077,0.87451
2018,Schleswig-Holstein,Urban regions,Yes,0.08301,31,320,0.05273,0.11329
2018,Schleswig-Holstein,Urban regions,No,0.91699,289,320,0.88671,0.94727
2018,Schleswig-Holstein,Rural regions,Yes,0.16359,76,606,0.13411,0.19307
2018,Schleswig-Holstein,Rural regions,No,0.83641,530,606,0.80693,0.86589
2018,Hamburg,Urban regions,Yes,0.10765,47,486,0.08007,0.13524
2018,Hamburg,Urban regions,No,0.89235,439,486,0.86476,0.91993
2018,Lower Saxony,Urban regions,Yes,0.14185,112,1054,0.12077,0.16292
2018,Lower Saxony,Urban regions,No,0.85815,942,1054,0.83708,0.87923
2018,Lower Saxony,Rural regions,Yes,0.15817,173,1473,0.13953,0.17681
2018,Lower Saxony,Rural regions,No,0.84183,1300,1473,0.82319,0.86047
2018,Bremen,Urban regions,No,0.93467,209,209,0.90108,0.96825
2018,North Rhine-Westphalia,Urban regions,Yes,0.16224,717,5317,0.15233,0.17215
2018,North Rhine-Westphalia,Urban regions,No,0.83776,4600,5317,0.82785,0.84767
2018,North Rhine-Westphalia,Rural regions,No,0.84914,85,85,0.77259,0.92568
2018,Hesse,Urban regions,Yes,0.12150,166,1357,0.10411,0.13889
2018,Hesse,Urban regions,No,0.87850,1191,1357,0.86111,0.89589
2018,Hesse,Rural regions,Yes,0.15776,50,341,0.11902,0.19651
2018,Hesse,Rural regions,No,0.84224,291,341,0.80349,0.88098
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13483,127,1088,0.11453,0.15514
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86517,961,1088,0.84486,0.88547
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.18614,59,394,0.14766,0.22462
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.81386,335,394,0.77538,0.85234
2018,Baden-Wuerttemberg,Urban regions,Yes,0.12087,246,2459,0.10798,0.13376
2018,Baden-Wuerttemberg,Urban regions,No,0.87913,2213,2459,0.86624,0.89202
2018,Baden-Wuerttemberg,Rural regions,Yes,0.12697,40,319,0.09037,0.16356
2018,Baden-Wuerttemberg,Rural regions,No,0.87303,279,319,0.83644,0.90963
2018,Bavaria,Urban regions,Yes,0.11497,196,1838,0.10038,0.12956
2018,Bavaria,Urban regions,No,0.88503,1642,1838,0.87044,0.89962
2018,Bavaria,Rural regions,Yes,0.13837,264,2131,0.12370,0.15303
2018,Bavaria,Rural regions,No,0.86163,1867,2131,0.84697,0.87630
2018,Berlin,Urban regions,Yes,0.16401,133,991,0.14094,0.18708
2018,Berlin,Urban regions,No,0.83599,858,991,0.81292,0.85906
2018,Brandenburg,Urban regions,No,0.92948,83,83,0.87407,0.98490
2018,Brandenburg,Rural regions,Yes,0.14046,133,934,0.11817,0.16276
2018,Brandenburg,Rural regions,No,0.85954,801,934,0.83724,0.88183
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.88559,84,84,0.81711,0.95407
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19063,72,501,0.15620,0.22506
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.80937,429,501,0.77494,0.84380
2018,Saxony,Urban regions,Yes,0.11196,98,860,0.09088,0.13305
2018,Saxony,Urban regions,No,0.88804,762,860,0.86695,0.90912
2018,Saxony,Rural regions,Yes,0.12406,89,756,0.10054,0.14757
2018,Saxony,Rural regions,No,0.87594,667,756,0.85243,0.89946
2018,Saxony-Anhalt,Urban regions,No,0.83885,164,164,0.78241,0.89530
2018,Saxony-Anhalt,Rural regions,Yes,0.10178,70,723,0.07972,0.12383
2018,Saxony-Anhalt,Rural regions,No,0.89822,653,723,0.87617,0.92028
2018,Thuringa,Urban regions,Yes,0.15273,40,293,0.11147,0.19399
2018,Thuringa,Urban regions,No,0.84727,253,293,0.80601,0.88853
2018,Thuringa,Rural regions,Yes,0.14441,90,643,0.11722,0.17160
2018,Thuringa,Rural regions,No,0.85559,553,643,0.82840,0.88278
2019,Schleswig-Holstein,Urban regions,No,0.93890,314,314,0.91237,0.96544
2019,Schleswig-Holstein,Rural regions,Yes,0.13354,71,598,0.10625,0.16082
2019,Schleswig-Holstein,Rural regions,No,0.86646,527,598,0.83918,0.89375
2019,Hamburg,Urban regions,Yes,0.11292,48,506,0.08531,0.14052
2019,Hamburg,Urban regions,No,0.88708,458,506,0.85948,0.91469
2019,Lower Saxony,No answer / don't know,No,0.93304,31,31,0.84359,1.02248
2019,Lower Saxony,Urban regions,Yes,0.14127,113,1019,0.11988,0.16267
2019,Lower Saxony,Urban regions,No,0.85873,906,1019,0.83733,0.88012
2019,Lower Saxony,Rural regions,Yes,0.16894,163,1430,0.14951,0.18837
2019,Lower Saxony,Rural regions,No,0.83106,1267,1430,0.81163,0.85049
2019,Bremen,Urban regions,No,0.95955,200,200,0.93218,0.98692
2019,North Rhine-Westphalia,No answer / don't know,No,0.84816,94,94,0.77523,0.92110
2019,North Rhine-Westphalia,Urban regions,Yes,0.15620,655,5174,0.14631,0.16609
2019,North Rhine-Westphalia,Urban regions,No,0.84380,4519,5174,0.83391,0.85369
2019,North Rhine-Westphalia,Rural regions,No,0.86039,84,84,0.78583,0.93495
2019,Hesse,No answer / don't know,No,0.87568,45,45,0.77819,0.97317
2019,Hesse,Urban regions,Yes,0.11731,148,1323,0.09997,0.13466
2019,Hesse,Urban regions,No,0.88269,1175,1323,0.86534,0.90003
2019,Hesse,Rural regions,Yes,0.15884,47,334,0.11958,0.19810
2019,Hesse,Rural regions,No,0.84116,287,334,0.80190,0.88042
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13783,115,1078,0.11724,0.15842
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86217,963,1078,0.84158,0.88276
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.19904,56,363,0.15790,0.24017
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.80096,307,363,0.75983,0.84210
2019,Baden-Wuerttemberg,No answer / don't know,No,0.89378,44,44,0.80168,0.98588
2019,Baden-Wuerttemberg,Urban regions,Yes,0.12029,236,2461,0.10743,0.13314
2019,Baden-Wuerttemberg,Urban regions,No,0.87971,2225,2461,0.86686,0.89257
