year,bula_h,sex,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,North Rhine-Westphalia,female,Yes,0.10879,131,1402,0.09248,0.12509
1987,North Rhine-Westphalia,female,No,0.72427,1271,1402,0.70087,0.74767
1987,Hesse,male,Yes,0.12632,57,523,0.09782,0.15482
1987,Hesse,male,No,0.70149,466,523,0.66224,0.74075
1987,Hesse,female,Yes,0.07644,35,519,0.05356,0.09932
1987,Hesse,female,No,0.77339,484,519,0.73734,0.80944
1987,"Rhineland-Palatinate, Saarland",male,Yes,0.13619,51,377,0.10152,0.17086
1987,"Rhineland-Palatinate, Saarland",male,No,0.71517,326,377,0.66955,0.76079
1987,"Rhineland-Palatinate, Saarland",female,No,0.79223,359,359,0.75020,0.83425
1987,Baden-Wuerttemberg,male,Yes,0.09761,93,974,0.07896,0.11626
1987,Baden-Wuerttemberg,male,No,0.69699,881,974,0.66811,0.72586
1987,Baden-Wuerttemberg,female,Yes,0.05324,47,969,0.03910,0.06738
1987,Baden-Wuerttemberg,female,No,0.77492,922,969,0.74861,0.80123
1987,Bavaria,male,Yes,0.11577,87,823,0.09390,0.13765
1987,Bavaria,male,No,0.69455,736,823,0.66307,0.72604
1987,Bavaria,female,Yes,0.06606,51,891,0.04974,0.08238
1987,Bavaria,female,No,0.77218,840,891,0.74462,0.79974
1987,Berlin,male,No,0.71282,153,153,0.64090,0.78475
1987,Berlin,female,No,0.71115,158,158,0.64025,0.78204
1988,Schleswig-Holstein,male,No,0.68272,136,136,0.60421,0.76124
1988,Schleswig-Holstein,female,No,0.66244,141,141,0.58411,0.74077
1988,Hamburg,male,No,0.85458,92,92,0.78214,0.92701
1988,Hamburg,female,No,0.78797,93,93,0.70445,0.87150
1988,Lower Saxony,male,Yes,0.13573,74,512,0.10604,0.16543
1988,Lower Saxony,male,No,0.71532,438,512,0.67619,0.75445
1988,Lower Saxony,female,Yes,0.05884,33,533,0.03884,0.07883
1988,Lower Saxony,female,No,0.78305,500,533,0.74802,0.81807
1988,Bremen,male,No,0.68863,37,37,0.53737,0.83990
1988,Bremen,female,No,0.77056,47,47,0.64905,0.89207
1988,North Rhine-Westphalia,male,Yes,0.13881,182,1346,0.12033,0.15729
1988,North Rhine-Westphalia,male,No,0.67830,1164,1346,0.65333,0.70326
1988,North Rhine-Westphalia,female,Yes,0.12144,140,1337,0.10393,0.13896
1988,North Rhine-Westphalia,female,No,0.71084,1197,1337,0.68653,0.73516
1988,Hesse,male,Yes,0.13546,57,496,0.10531,0.16561
1988,Hesse,male,No,0.67905,439,496,0.63793,0.72018
1988,Hesse,female,Yes,0.09577,43,501,0.06998,0.12157
1988,Hesse,female,No,0.74353,458,501,0.70525,0.78181
1988,"Rhineland-Palatinate, Saarland",male,Yes,0.18772,66,357,0.14715,0.22828
1988,"Rhineland-Palatinate, Saarland",male,No,0.66061,291,357,0.61142,0.70980
1988,"Rhineland-Palatinate, Saarland",female,No,0.78046,349,349,0.73697,0.82395
1988,Baden-Wuerttemberg,male,Yes,0.09895,98,952,0.07997,0.11793
1988,Baden-Wuerttemberg,male,No,0.71065,854,952,0.68183,0.73947
1988,Baden-Wuerttemberg,female,Yes,0.06374,57,932,0.04805,0.07943
1988,Baden-Wuerttemberg,female,No,0.76705,875,932,0.73990,0.79421
1988,Bavaria,male,Yes,0.11452,86,790,0.09230,0.13674
1988,Bavaria,male,No,0.69198,704,790,0.65977,0.72419
1988,Bavaria,female,Yes,0.08057,58,841,0.06216,0.09898
1988,Bavaria,female,No,0.75456,783,841,0.72546,0.78366
1988,Berlin,male,No,0.71521,141,141,0.64045,0.78997
1988,Berlin,female,No,0.69691,144,144,0.62159,0.77224
1989,Schleswig-Holstein,male,No,0.66611,131,131,0.58504,0.74718
1989,Schleswig-Holstein,female,No,0.62193,127,127,0.53727,0.70660
1989,Hamburg,male,No,0.80792,89,89,0.72561,0.89023
1989,Hamburg,female,No,0.78742,88,88,0.70145,0.87339
1989,Lower Saxony,male,Yes,0.15229,72,484,0.12025,0.18433
1989,Lower Saxony,male,No,0.70023,412,484,0.65937,0.74109
1989,Lower Saxony,female,Yes,0.07436,37,506,0.05147,0.09724
1989,Lower Saxony,female,No,0.76782,469,506,0.73099,0.80464
1989,Bremen,male,No,0.66866,40,40,0.52093,0.81639
1989,Bremen,female,No,0.71321,47,47,0.58251,0.84391
1989,North Rhine-Westphalia,male,Yes,0.13842,171,1292,0.11958,0.15726
1989,North Rhine-Westphalia,male,No,0.67232,1121,1292,0.64672,0.69793
1989,North Rhine-Westphalia,female,Yes,0.12117,136,1310,0.10349,0.13884
1989,North Rhine-Westphalia,female,No,0.71877,1174,1310,0.69441,0.74312
1989,Hesse,male,Yes,0.13432,57,495,0.10425,0.16439
1989,Hesse,male,No,0.68764,438,495,0.64677,0.72851
1989,Hesse,female,Yes,0.08564,40,496,0.06098,0.11029
1989,Hesse,female,No,0.75856,456,496,0.72086,0.79626
1989,"Rhineland-Palatinate, Saarland",male,Yes,0.16698,57,338,0.12716,0.20680
1989,"Rhineland-Palatinate, Saarland",male,No,0.70319,281,338,0.65441,0.75196
1989,"Rhineland-Palatinate, Saarland",female,No,0.77552,325,325,0.73009,0.82095
1989,Baden-Wuerttemberg,male,Yes,0.10995,100,905,0.08956,0.13034
1989,Baden-Wuerttemberg,male,No,0.69930,805,905,0.66941,0.72919
1989,Baden-Wuerttemberg,female,Yes,0.06083,53,902,0.04522,0.07644
1989,Baden-Wuerttemberg,female,No,0.76561,849,902,0.73795,0.79327
1989,Bavaria,male,Yes,0.11853,82,782,0.09586,0.14120
1989,Bavaria,male,No,0.70001,700,782,0.66787,0.73215
1989,Bavaria,female,Yes,0.08869,60,824,0.06927,0.10811
1989,Bavaria,female,No,0.75373,764,824,0.72429,0.78316
1989,Berlin,male,No,0.68692,131,131,0.60720,0.76664
1989,Berlin,female,No,0.71644,148,148,0.64357,0.78930
1991,Schleswig-Holstein,male,No,0.67066,128,128,0.58893,0.75240
1991,Schleswig-Holstein,female,No,0.66051,127,127,0.57782,0.74319
1991,Hamburg,male,No,0.78040,68,68,0.68127,0.87953
1991,Hamburg,female,No,0.78391,74,74,0.68949,0.87832
1991,Lower Saxony,male,Yes,0.14577,69,476,0.11404,0.17751
1991,Lower Saxony,male,No,0.69560,407,476,0.65421,0.73698
1991,Lower Saxony,female,Yes,0.08160,37,490,0.05733,0.10586
1991,Lower Saxony,female,No,0.75124,453,490,0.71293,0.78956
1991,Bremen,male,No,0.66563,37,37,0.51152,0.81974
1991,Bremen,female,No,0.73606,43,43,0.60275,0.86936
1991,North Rhine-Westphalia,male,Yes,0.13975,181,1241,0.12045,0.15905
1991,North Rhine-Westphalia,male,No,0.65495,1060,1241,0.62849,0.68141
1991,North Rhine-Westphalia,female,Yes,0.12163,134,1282,0.10373,0.13953
1991,North Rhine-Westphalia,female,No,0.70448,1148,1282,0.67949,0.72946
1991,Hesse,male,Yes,0.15933,70,480,0.12655,0.19210
1991,Hesse,male,No,0.64872,410,480,0.60597,0.69147
1991,Hesse,female,Yes,0.09294,41,473,0.06675,0.11914
1991,Hesse,female,No,0.75349,432,473,0.71461,0.79237
1991,"Rhineland-Palatinate, Saarland",male,Yes,0.17470,55,318,0.13290,0.21650
1991,"Rhineland-Palatinate, Saarland",male,No,0.66369,263,318,0.61168,0.71570
1991,"Rhineland-Palatinate, Saarland",female,No,0.74885,318,318,0.70111,0.79659
1991,Baden-Wuerttemberg,male,Yes,0.11275,101,886,0.09191,0.13359
1991,Baden-Wuerttemberg,male,No,0.67535,785,886,0.64450,0.70620
1991,Baden-Wuerttemberg,female,Yes,0.06562,56,896,0.04940,0.08185
1991,Baden-Wuerttemberg,female,No,0.75460,840,896,0.72641,0.78279
1991,Bavaria,male,Yes,0.12351,89,789,0.10054,0.14649
1991,Bavaria,male,No,0.68631,700,789,0.65391,0.71870
1991,Bavaria,female,Yes,0.08055,55,799,0.06167,0.09943
1991,Bavaria,female,No,0.74877,744,799,0.71868,0.77886
1991,Berlin,male,No,0.43000,128,128,0.34389,0.51610
1991,Berlin,female,No,0.46969,153,153,0.39035,0.54904
1992,Schleswig-Holstein,male,No,0.65397,110,110,0.56466,0.74327
1992,Schleswig-Holstein,female,No,0.65598,122,122,0.57134,0.74063
1992,Hamburg,male,No,0.79506,62,62,0.69376,0.89636
1992,Hamburg,female,No,0.71687,72,72,0.61207,0.82166
1992,Lower Saxony,male,Yes,0.14269,72,475,0.11120,0.17418
1992,Lower Saxony,male,No,0.69245,403,475,0.65090,0.73399
1992,Lower Saxony,female,Yes,0.08990,43,482,0.06433,0.11546
1992,Lower Saxony,female,No,0.72447,439,482,0.68455,0.76440
1992,Bremen,male,No,0.73218,37,37,0.58752,0.87683
1992,Bremen,female,No,0.67143,38,38,0.52009,0.82278
1992,North Rhine-Westphalia,male,Yes,0.14305,182,1224,0.12343,0.16268
1992,North Rhine-Westphalia,male,No,0.64938,1042,1224,0.62264,0.67612
1992,North Rhine-Westphalia,female,Yes,0.11285,127,1266,0.09541,0.13029
1992,North Rhine-Westphalia,female,No,0.70744,1139,1266,0.68237,0.73251
1992,Hesse,male,Yes,0.15325,62,463,0.12040,0.18609
1992,Hesse,male,No,0.65785,401,463,0.61459,0.70112
1992,Hesse,female,Yes,0.10869,49,474,0.08064,0.13674
1992,Hesse,female,No,0.75495,425,474,0.71619,0.79371
1992,"Rhineland-Palatinate, Saarland",male,Yes,0.17495,56,310,0.13259,0.21731
1992,"Rhineland-Palatinate, Saarland",male,No,0.64829,254,310,0.59505,0.70153
1992,"Rhineland-Palatinate, Saarland",female,No,0.75107,316,316,0.70331,0.79882
1992,Baden-Wuerttemberg,male,Yes,0.11622,106,868,0.09489,0.13756
1992,Baden-Wuerttemberg,male,No,0.67476,762,868,0.64357,0.70594
1992,Baden-Wuerttemberg,female,Yes,0.07591,64,872,0.05832,0.09350
1992,Baden-Wuerttemberg,female,No,0.72635,808,872,0.69675,0.75596
1992,Bavaria,male,Yes,0.12137,95,806,0.09881,0.14393
1992,Bavaria,male,No,0.69173,711,806,0.65983,0.72363
1992,Bavaria,female,Yes,0.07948,57,814,0.06089,0.09807
1992,Bavaria,female,No,0.73985,757,814,0.70969,0.77000
1992,Berlin,male,Yes,0.11643,33,274,0.07838,0.15448
1992,Berlin,male,No,0.68700,241,274,0.63199,0.74201
1992,Berlin,female,Yes,0.14626,37,315,0.10717,0.18535
1992,Berlin,female,No,0.70819,278,315,0.65791,0.75847
1992,Brandenburg,male,No,0.71884,286,286,0.66664,0.77103
1992,Brandenburg,female,No,0.72526,313,313,0.67573,0.77479
1992,Mecklenburg-Western Pomerania,male,No,0.67990,182,182,0.61193,0.74786
1992,Mecklenburg-Western Pomerania,female,No,0.73251,197,197,0.67054,0.79448
1992,Saxony,male,Yes,0.08304,51,529,0.05950,0.10658
1992,Saxony,male,No,0.70001,478,529,0.66092,0.73909
1992,Saxony,female,Yes,0.05759,39,611,0.03910,0.07608
1992,Saxony,female,No,0.75176,572,611,0.71748,0.78604
1992,Saxony-Anhalt,male,Yes,0.10388,37,360,0.07232,0.13545
1992,Saxony-Anhalt,male,No,0.72242,323,360,0.67609,0.76874
1992,Saxony-Anhalt,female,No,0.75275,370,370,0.70874,0.79677
1992,Thuringa,male,No,0.69640,301,301,0.64436,0.74843
1992,Thuringa,female,No,0.73891,334,334,0.69173,0.78608
1994,Schleswig-Holstein,male,No,0.70789,117,117,0.62513,0.79064
1994,Schleswig-Holstein,female,No,0.69990,134,134,0.62201,0.77779
1994,Hamburg,male,No,0.74182,59,59,0.62919,0.85445
1994,Hamburg,female,No,0.74177,66,66,0.63537,0.84817
1994,Lower Saxony,male,Yes,0.13058,69,477,0.10031,0.16085
1994,Lower Saxony,male,No,0.69491,408,477,0.65355,0.73628
1994,Lower Saxony,female,Yes,0.08872,44,480,0.06326,0.11418
1994,Lower Saxony,female,No,0.71629,436,480,0.67592,0.75666
1994,Bremen,male,No,0.74277,37,37,0.59999,0.88556
1994,Bremen,female,No,0.72837,39,39,0.58694,0.86980
1994,North Rhine-Westphalia,male,Yes,0.13737,176,1171,0.11765,0.15710
1994,North Rhine-Westphalia,male,No,0.65096,995,1171,0.62365,0.67828
1994,North Rhine-Westphalia,female,Yes,0.12327,133,1251,0.10505,0.14150
1994,North Rhine-Westphalia,female,No,0.69054,1118,1251,0.66492,0.71617
1994,Hesse,male,Yes,0.12641,52,440,0.09532,0.15750
1994,Hesse,male,No,0.68165,388,440,0.63808,0.72523
1994,Hesse,female,Yes,0.10272,51,461,0.07498,0.13047
1994,Hesse,female,No,0.73559,410,461,0.69529,0.77590
1994,"Rhineland-Palatinate, Saarland",male,Yes,0.16648,52,300,0.12426,0.20871
1994,"Rhineland-Palatinate, Saarland",male,No,0.65007,248,300,0.59601,0.70413
1994,"Rhineland-Palatinate, Saarland",female,No,0.73080,302,302,0.68069,0.78091
1994,Baden-Wuerttemberg,male,Yes,0.10815,99,855,0.08732,0.12898
1994,Baden-Wuerttemberg,male,No,0.68569,756,855,0.65455,0.71683
1994,Baden-Wuerttemberg,female,Yes,0.06600,60,861,0.04941,0.08260
1994,Baden-Wuerttemberg,female,No,0.73571,801,861,0.70623,0.76518
1994,Bavaria,male,Yes,0.11191,85,761,0.08950,0.13433
1994,Bavaria,male,No,0.68530,676,761,0.65229,0.71832
1994,Bavaria,female,Yes,0.08325,58,803,0.06413,0.10237
1994,Bavaria,female,No,0.73410,745,803,0.70352,0.76468
1994,Berlin,male,Yes,0.13395,36,260,0.09247,0.17543
1994,Berlin,male,No,0.67350,224,260,0.61639,0.73061
1994,Berlin,female,Yes,0.12932,34,287,0.09043,0.16821
1994,Berlin,female,No,0.70006,253,287,0.64695,0.75317
1994,Brandenburg,male,No,0.73600,266,266,0.68292,0.78907
1994,Brandenburg,female,No,0.74664,283,283,0.69588,0.79741
1994,Mecklenburg-Western Pomerania,male,No,0.70161,185,185,0.63549,0.76772
1994,Mecklenburg-Western Pomerania,female,No,0.68551,190,190,0.61931,0.75171
1994,Saxony,male,Yes,0.07239,39,518,0.05006,0.09473
1994,Saxony,male,No,0.72230,479,518,0.68369,0.76090
1994,Saxony,female,No,0.78284,566,566,0.74884,0.81684
1994,Saxony-Anhalt,male,No,0.76512,305,305,0.71747,0.81278
1994,Saxony-Anhalt,female,No,0.76903,344,344,0.72442,0.81363
1994,Thuringa,male,No,0.71061,291,291,0.65842,0.76280
1994,Thuringa,female,No,0.74703,327,327,0.69984,0.79422
1995,Schleswig-Holstein,male,No,0.67430,113,113,0.58751,0.76110
1995,Schleswig-Holstein,female,No,0.62505,129,129,0.54118,0.70891
1995,Hamburg,male,No,0.73807,59,59,0.62491,0.85123
1995,Hamburg,female,No,0.70320,59,59,0.58563,0.82078
1995,Lower Saxony,male,Yes,0.12076,64,519,0.09270,0.14882
1995,Lower Saxony,male,No,0.68797,455,519,0.64807,0.72787
1995,Lower Saxony,female,Yes,0.10516,52,514,0.07861,0.13170
1995,Lower Saxony,female,No,0.68197,462,514,0.64167,0.72227
1995,Bremen,male,No,0.73417,37,37,0.58985,0.87848
1995,Bremen,female,No,0.70983,40,40,0.56739,0.85227
1995,North Rhine-Westphalia,male,Yes,0.13494,174,1228,0.11582,0.15406
1995,North Rhine-Westphalia,male,No,0.65313,1054,1228,0.62650,0.67976
1995,North Rhine-Westphalia,female,Yes,0.13677,149,1333,0.11832,0.15522
1995,North Rhine-Westphalia,female,No,0.69431,1184,1333,0.66957,0.71906
1995,Hesse,male,Yes,0.12418,57,453,0.09377,0.15458
1995,Hesse,male,No,0.67748,396,453,0.63438,0.72057
1995,Hesse,female,Yes,0.10261,56,485,0.07557,0.12964
1995,Hesse,female,No,0.77440,429,485,0.73717,0.81164
1995,"Rhineland-Palatinate, Saarland",male,Yes,0.13079,46,338,0.09479,0.16679
1995,"Rhineland-Palatinate, Saarland",male,No,0.63795,292,338,0.58664,0.68926
1995,"Rhineland-Palatinate, Saarland",female,No,0.71266,338,338,0.66435,0.76098
1995,Baden-Wuerttemberg,male,Yes,0.12117,108,872,0.09950,0.14285
1995,Baden-Wuerttemberg,male,No,0.66810,764,872,0.63683,0.69938
1995,Baden-Wuerttemberg,female,Yes,0.06815,62,896,0.05164,0.08466
1995,Baden-Wuerttemberg,female,No,0.73216,834,896,0.70315,0.76117
1995,Bavaria,male,Yes,0.12810,97,816,0.10516,0.15105
1995,Bavaria,male,No,0.68849,719,816,0.65669,0.72028
1995,Bavaria,female,Yes,0.09224,62,844,0.07271,0.11178
1995,Bavaria,female,No,0.70669,782,844,0.67596,0.73743
1995,Berlin,male,Yes,0.13300,38,264,0.09196,0.17404
1995,Berlin,male,No,0.67281,226,264,0.61610,0.72951
1995,Berlin,female,Yes,0.13864,39,296,0.09921,0.17808
1995,Berlin,female,No,0.69580,257,296,0.64330,0.74830
1995,Brandenburg,male,No,0.71011,252,252,0.65398,0.76624
1995,Brandenburg,female,No,0.76036,278,278,0.71009,0.81063
1995,Mecklenburg-Western Pomerania,male,No,0.70661,181,181,0.64010,0.77313
1995,Mecklenburg-Western Pomerania,female,No,0.72470,192,192,0.66136,0.78805
1995,Saxony,male,Yes,0.07365,42,509,0.05093,0.09636
1995,Saxony,male,No,0.72627,467,509,0.68749,0.76504
1995,Saxony,female,Yes,0.06707,36,570,0.04652,0.08763
1995,Saxony,female,No,0.75484,534,570,0.71949,0.79018
1995,Saxony-Anhalt,male,No,0.76574,295,295,0.71732,0.81415
1995,Saxony-Anhalt,female,No,0.77527,345,345,0.73116,0.81938
1995,Thuringa,male,No,0.70420,287,287,0.65130,0.75709
1995,Thuringa,female,No,0.74547,314,314,0.69721,0.79373
1996,Schleswig-Holstein,male,No,0.66421,113,113,0.57674,0.75167
1996,Schleswig-Holstein,female,No,0.66976,132,132,0.58922,0.75029
1996,Hamburg,male,No,0.75786,55,55,0.64360,0.87212
1996,Hamburg,female,No,0.69625,57,57,0.57580,0.81670
1996,Lower Saxony,male,Yes,0.12391,62,507,0.09520,0.15262
1996,Lower Saxony,male,No,0.68118,445,507,0.64058,0.72179
1996,Lower Saxony,female,Yes,0.10256,51,534,0.07680,0.12832
1996,Lower Saxony,female,No,0.71872,483,534,0.68055,0.75689
1996,Bremen,male,No,0.73838,40,40,0.60044,0.87632
1996,Bremen,female,No,0.71816,39,39,0.57511,0.86121
1996,North Rhine-Westphalia,male,Yes,0.13916,175,1215,0.11969,0.15863
1996,North Rhine-Westphalia,male,No,0.66292,1040,1215,0.63633,0.68951
1996,North Rhine-Westphalia,female,Yes,0.12208,140,1336,0.10452,0.13964
1996,North Rhine-Westphalia,female,No,0.71857,1196,1336,0.69445,0.74270
1996,Hesse,male,Yes,0.13480,58,441,0.10289,0.16671
1996,Hesse,male,No,0.66210,383,441,0.61790,0.70629
1996,Hesse,female,Yes,0.10460,52,467,0.07682,0.13239
1996,Hesse,female,No,0.78761,415,467,0.75047,0.82474
1996,"Rhineland-Palatinate, Saarland",male,Yes,0.13552,43,335,0.09881,0.17223
1996,"Rhineland-Palatinate, Saarland",male,No,0.66497,292,335,0.61435,0.71559
1996,"Rhineland-Palatinate, Saarland",female,No,0.71692,329,329,0.66817,0.76568
1996,Baden-Wuerttemberg,male,Yes,0.12756,110,835,0.10492,0.15020
1996,Baden-Wuerttemberg,male,No,0.66264,725,835,0.63055,0.69473
1996,Baden-Wuerttemberg,female,Yes,0.07684,68,869,0.05912,0.09456
1996,Baden-Wuerttemberg,female,No,0.74414,801,869,0.71511,0.77317
1996,Bavaria,male,Yes,0.12242,90,818,0.09995,0.14490
1996,Bavaria,male,No,0.70000,728,818,0.66857,0.73142
1996,Bavaria,female,Yes,0.09498,65,842,0.07516,0.11479
1996,Bavaria,female,No,0.73340,777,842,0.70352,0.76329
1996,Berlin,male,Yes,0.14811,38,256,0.10451,0.19171
1996,Berlin,male,No,0.66759,218,256,0.60977,0.72541
1996,Berlin,female,Yes,0.14056,39,286,0.10021,0.18092
1996,Berlin,female,No,0.70270,247,286,0.64964,0.75577
1996,Brandenburg,male,No,0.70223,256,256,0.64610,0.75835
1996,Brandenburg,female,No,0.76276,281,281,0.71293,0.81259
1996,Mecklenburg-Western Pomerania,male,No,0.71756,177,177,0.65105,0.78407
1996,Mecklenburg-Western Pomerania,female,No,0.72593,182,182,0.66094,0.79091
1996,Saxony,male,Yes,0.07269,41,520,0.05035,0.09502
1996,Saxony,male,No,0.73068,479,520,0.69252,0.76885
1996,Saxony,female,Yes,0.06129,37,579,0.04173,0.08084
1996,Saxony,female,No,0.77351,542,579,0.73938,0.80763
1996,Saxony-Anhalt,male,No,0.72140,280,280,0.66879,0.77400
1996,Saxony-Anhalt,female,No,0.76649,329,329,0.72070,0.81227
1996,Thuringa,male,No,0.70921,291,291,0.65694,0.76148
1996,Thuringa,female,No,0.72888,310,310,0.67931,0.77844
1997,Schleswig-Holstein,male,No,0.71711,114,114,0.63406,0.80015
1997,Schleswig-Holstein,female,No,0.60234,120,120,0.51441,0.69027
1997,Hamburg,male,No,0.82120,56,56,0.71994,0.92247
1997,Hamburg,female,No,0.67243,55,55,0.54725,0.79761
1997,Lower Saxony,male,Yes,0.14194,70,503,0.11141,0.17246
1997,Lower Saxony,male,No,0.65144,433,503,0.60976,0.69313
1997,Lower Saxony,female,Yes,0.10272,48,520,0.07660,0.12884
1997,Lower Saxony,female,No,0.70310,472,520,0.66379,0.74241
1997,Bremen,male,No,0.87528,43,43,0.77536,0.97521
1997,Bremen,female,No,0.72137,39,39,0.57883,0.86392
1997,North Rhine-Westphalia,male,Yes,0.13614,168,1193,0.11668,0.15561
1997,North Rhine-Westphalia,male,No,0.66554,1025,1193,0.63876,0.69232
1997,North Rhine-Westphalia,female,Yes,0.11734,133,1301,0.09984,0.13483
1997,North Rhine-Westphalia,female,No,0.72253,1168,1301,0.69819,0.74687
1997,Hesse,male,Yes,0.11435,49,411,0.08354,0.14515
1997,Hesse,male,No,0.66586,362,411,0.62020,0.71152
1997,Hesse,female,Yes,0.09979,49,428,0.07136,0.12822
1997,Hesse,female,No,0.76405,379,428,0.72378,0.80433
1997,"Rhineland-Palatinate, Saarland",male,Yes,0.15582,50,339,0.11715,0.19448
