year,bula_h,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.24246,49,165,0.17687,0.30806
1999,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.22217,34,165,0.15855,0.28580
1999,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.47720,70,122,0.38820,0.56620
1999,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.33859,52,122,0.25427,0.42291
1999,Baden-Wuerttemberg,1st Quintile,At least once per week,0.54245,195,317,0.48752,0.59738
1999,Baden-Wuerttemberg,1st Quintile,At least once per month,0.19707,70,317,0.15321,0.24093
1999,Baden-Wuerttemberg,1st Quintile,Seldom,0.23431,52,317,0.18761,0.28102
1999,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.43892,184,323,0.38472,0.49313
1999,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.29287,101,323,0.24317,0.34258
1999,Baden-Wuerttemberg,2nd Quintile,Seldom,0.16341,38,323,0.12302,0.20379
1999,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.42192,188,368,0.37139,0.47244
1999,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.30807,111,368,0.26083,0.35531
1999,Baden-Wuerttemberg,3rd Quintile,Seldom,0.21826,69,368,0.17600,0.26052
1999,Baden-Wuerttemberg,4th Quintile,At least once per week,0.40324,154,337,0.35079,0.45569
1999,Baden-Wuerttemberg,4th Quintile,At least once per month,0.38993,122,337,0.33778,0.44208
1999,Baden-Wuerttemberg,4th Quintile,Seldom,0.18067,61,337,0.13953,0.22181
1999,Baden-Wuerttemberg,5th Quintile,At least once per week,0.50204,176,338,0.44865,0.55542
1999,Baden-Wuerttemberg,5th Quintile,At least once per month,0.30407,105,338,0.25495,0.35318
1999,Baden-Wuerttemberg,5th Quintile,Seldom,0.18818,57,338,0.14644,0.22991
1999,Bavaria,1st Quintile,At least once per week,0.45228,129,249,0.39033,0.51423
1999,Bavaria,1st Quintile,At least once per month,0.28317,72,249,0.22710,0.33925
1999,Bavaria,1st Quintile,Seldom,0.22944,48,249,0.17711,0.28178
1999,Bavaria,2nd Quintile,At least once per week,0.42467,128,265,0.36504,0.48430
1999,Bavaria,2nd Quintile,At least once per month,0.31483,85,265,0.25881,0.37086
1999,Bavaria,2nd Quintile,Seldom,0.21795,52,265,0.16815,0.26776
1999,Bavaria,3rd Quintile,At least once per week,0.46772,182,364,0.41639,0.51905
1999,Bavaria,3rd Quintile,At least once per month,0.32995,120,364,0.28158,0.37833
1999,Bavaria,3rd Quintile,Seldom,0.18728,62,364,0.14714,0.22741
1999,Bavaria,4th Quintile,At least once per week,0.43339,203,450,0.38755,0.47922
1999,Bavaria,4th Quintile,At least once per month,0.33581,161,450,0.29212,0.37949
1999,Bavaria,4th Quintile,Seldom,0.21523,86,450,0.17721,0.25324
1999,Bavaria,5th Quintile,At least once per week,0.44143,201,430,0.39444,0.48842
1999,Bavaria,5th Quintile,At least once per month,0.34268,151,430,0.29777,0.38759
1999,Bavaria,5th Quintile,Seldom,0.20203,78,430,0.16404,0.24003
1999,Berlin,1st Quintile,At least once per week,0.54647,63,63,0.42255,0.67040
1999,Berlin,3rd Quintile,At least once per week,0.39124,35,78,0.28223,0.50024
1999,Berlin,3rd Quintile,At least once per month,0.34285,43,78,0.23683,0.44887
1999,Berlin,4th Quintile,At least once per week,0.27794,42,96,0.18786,0.36803
1999,Berlin,4th Quintile,At least once per month,0.43425,54,96,0.33458,0.53393
1999,Berlin,5th Quintile,At least once per week,0.31826,35,76,0.21284,0.42368
1999,Berlin,5th Quintile,At least once per month,0.42031,41,76,0.30859,0.53202
1999,Brandenburg,1st Quintile,At least once per week,0.38807,42,114,0.29822,0.47792
1999,Brandenburg,1st Quintile,At least once per month,0.30602,38,114,0.22105,0.39099
1999,Brandenburg,1st Quintile,Seldom,0.28539,34,114,0.20213,0.36866
1999,Brandenburg,2nd Quintile,At least once per week,0.26831,46,157,0.19878,0.33784
1999,Brandenburg,2nd Quintile,At least once per month,0.37212,63,157,0.29627,0.44798
1999,Brandenburg,2nd Quintile,Seldom,0.31455,48,157,0.24168,0.38741
1999,Brandenburg,3rd Quintile,At least once per week,0.28614,35,148,0.21308,0.35920
1999,Brandenburg,3rd Quintile,At least once per month,0.42378,68,148,0.34389,0.50366
1999,Brandenburg,3rd Quintile,Seldom,0.28168,45,148,0.20896,0.35440
1999,Brandenburg,4th Quintile,At least once per month,0.55479,50,50,0.41564,0.69395
1999,Mecklenburg-Western Pomerania,1st Quintile,At least once per month,0.31610,32,32,0.15242,0.47977
1999,Mecklenburg-Western Pomerania,2nd Quintile,At least once per week,0.25320,31,84,0.15965,0.34676
1999,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.46474,53,84,0.35744,0.57204
1999,Mecklenburg-Western Pomerania,3rd Quintile,At least once per week,0.40912,32,32,0.23604,0.58221
1999,Saxony,1st Quintile,At least once per week,0.36244,83,229,0.30004,0.42483
1999,Saxony,1st Quintile,At least once per month,0.33060,88,229,0.26953,0.39166
1999,Saxony,1st Quintile,Seldom,0.26200,58,229,0.20492,0.31908
1999,Saxony,2nd Quintile,At least once per week,0.25228,92,347,0.20652,0.29805
1999,Saxony,2nd Quintile,At least once per month,0.45481,157,347,0.40234,0.50728
1999,Saxony,2nd Quintile,Seldom,0.27261,98,347,0.22569,0.31953
1999,Saxony,3rd Quintile,At least once per week,0.27888,75,270,0.22529,0.33247
1999,Saxony,3rd Quintile,At least once per month,0.37839,108,270,0.32043,0.43634
1999,Saxony,3rd Quintile,Seldom,0.34273,87,270,0.28601,0.39945
1999,Saxony,4th Quintile,At least once per week,0.24638,55,198,0.18621,0.30655
1999,Saxony,4th Quintile,At least once per month,0.49722,99,198,0.42740,0.56705
1999,Saxony,4th Quintile,Seldom,0.24668,44,198,0.18648,0.30688
1999,Saxony,5th Quintile,At least once per month,0.52407,39,39,0.36528,0.68286
1999,Saxony-Anhalt,1st Quintile,At least once per week,0.34442,61,157,0.26985,0.41898
1999,Saxony-Anhalt,1st Quintile,At least once per month,0.43978,61,157,0.36188,0.51767
1999,Saxony-Anhalt,1st Quintile,Seldom,0.20240,35,157,0.13935,0.26545
1999,Saxony-Anhalt,2nd Quintile,At least once per week,0.34169,58,169,0.26997,0.41341
1999,Saxony-Anhalt,2nd Quintile,At least once per month,0.45902,75,169,0.38366,0.53437
1999,Saxony-Anhalt,2nd Quintile,Seldom,0.18606,36,169,0.12721,0.24491
1999,Saxony-Anhalt,3rd Quintile,At least once per week,0.20892,43,167,0.14708,0.27077
1999,Saxony-Anhalt,3rd Quintile,At least once per month,0.41762,68,167,0.34259,0.49264
1999,Saxony-Anhalt,3rd Quintile,Seldom,0.34118,56,167,0.26906,0.41331
1999,Saxony-Anhalt,4th Quintile,At least once per week,0.28840,38,126,0.20898,0.36781
1999,Saxony-Anhalt,4th Quintile,At least once per month,0.40261,53,126,0.31663,0.48858
1999,Saxony-Anhalt,4th Quintile,Seldom,0.29188,35,126,0.21218,0.37158
1999,Thuringa,1st Quintile,At least once per week,0.24368,39,157,0.17631,0.31105
1999,Thuringa,1st Quintile,At least once per month,0.41638,66,157,0.33902,0.49374
1999,Thuringa,1st Quintile,Seldom,0.32113,52,157,0.24786,0.39440
1999,Thuringa,2nd Quintile,At least once per week,0.28404,51,186,0.21905,0.34902
1999,Thuringa,2nd Quintile,At least once per month,0.34285,68,186,0.27445,0.41125
1999,Thuringa,2nd Quintile,Seldom,0.35364,67,186,0.28474,0.42253
1999,Thuringa,3rd Quintile,At least once per week,0.24927,51,190,0.18759,0.31094
1999,Thuringa,3rd Quintile,At least once per month,0.40536,86,190,0.33536,0.47535
1999,Thuringa,3rd Quintile,Seldom,0.30122,53,190,0.23581,0.36663
1999,Thuringa,4th Quintile,At least once per month,0.45968,47,47,0.31566,0.60371
1999,Thuringa,5th Quintile,At least once per month,0.50809,37,37,0.34478,0.67140
2001,Schleswig-Holstein,1st Quintile,At least once per week,0.36638,33,33,0.19944,0.53332
2001,Schleswig-Holstein,2nd Quintile,At least once per week,0.40551,52,93,0.30518,0.50584
2001,Schleswig-Holstein,2nd Quintile,At least once per month,0.33541,41,93,0.23893,0.43189
2001,Schleswig-Holstein,3rd Quintile,At least once per week,0.46126,52,91,0.35827,0.56425
2001,Schleswig-Holstein,3rd Quintile,At least once per month,0.32480,39,91,0.22805,0.42155
2001,Schleswig-Holstein,4th Quintile,At least once per week,0.49623,63,110,0.40237,0.59010
2001,Schleswig-Holstein,4th Quintile,At least once per month,0.29824,47,110,0.21235,0.38412
2001,Schleswig-Holstein,5th Quintile,At least once per week,0.35917,73,154,0.28315,0.43519
2001,Schleswig-Holstein,5th Quintile,At least once per month,0.50755,81,154,0.42833,0.58677
2001,Hamburg,1st Quintile,At least once per week,0.61792,33,33,0.44957,0.78628
2001,Hamburg,5th Quintile,At least once per week,0.56720,48,48,0.42555,0.70885
2001,Lower Saxony,1st Quintile,At least once per week,0.50371,144,289,0.44596,0.56145
2001,Lower Saxony,1st Quintile,At least once per month,0.23955,78,289,0.19026,0.28885
2001,Lower Saxony,1st Quintile,Seldom,0.23651,67,289,0.18744,0.28559
2001,Lower Saxony,2nd Quintile,At least once per week,0.40009,138,307,0.34520,0.45499
2001,Lower Saxony,2nd Quintile,At least once per month,0.38316,112,307,0.32869,0.43763
2001,Lower Saxony,2nd Quintile,Seldom,0.20051,57,307,0.15565,0.24537
2001,Lower Saxony,3rd Quintile,At least once per week,0.39355,167,382,0.34449,0.44261
2001,Lower Saxony,3rd Quintile,At least once per month,0.37899,149,382,0.33028,0.42770
2001,Lower Saxony,3rd Quintile,Seldom,0.20547,66,382,0.16489,0.24604
2001,Lower Saxony,4th Quintile,At least once per week,0.41688,181,420,0.36967,0.46409
2001,Lower Saxony,4th Quintile,At least once per month,0.36707,158,420,0.32092,0.41323
2001,Lower Saxony,4th Quintile,Seldom,0.19751,81,420,0.15938,0.23563
2001,Lower Saxony,5th Quintile,At least once per week,0.42962,173,406,0.38141,0.47784
2001,Lower Saxony,5th Quintile,At least once per month,0.37149,158,406,0.32443,0.41855
2001,Lower Saxony,5th Quintile,Seldom,0.19613,75,406,0.15746,0.23480
2001,North Rhine-Westphalia,1st Quintile,At least once per week,0.37802,334,814,0.34469,0.41135
2001,North Rhine-Westphalia,1st Quintile,At least once per month,0.35010,266,814,0.31731,0.38289
2001,North Rhine-Westphalia,1st Quintile,Seldom,0.20415,163,814,0.17644,0.23186
2001,North Rhine-Westphalia,1st Quintile,Never,0.06773,51,814,0.05046,0.08501
2001,North Rhine-Westphalia,2nd Quintile,At least once per week,0.45872,394,841,0.42502,0.49242
2001,North Rhine-Westphalia,2nd Quintile,At least once per month,0.34093,282,841,0.30888,0.37299
2001,North Rhine-Westphalia,2nd Quintile,Seldom,0.15593,131,841,0.13140,0.18046
2001,North Rhine-Westphalia,2nd Quintile,Never,0.04442,34,841,0.03048,0.05835
2001,North Rhine-Westphalia,3rd Quintile,At least once per week,0.42223,390,889,0.38974,0.45471
2001,North Rhine-Westphalia,3rd Quintile,At least once per month,0.32936,306,889,0.29845,0.36028
2001,North Rhine-Westphalia,3rd Quintile,Seldom,0.22032,193,889,0.19305,0.24758
2001,North Rhine-Westphalia,4th Quintile,At least once per week,0.46216,455,959,0.43059,0.49373
2001,North Rhine-Westphalia,4th Quintile,At least once per month,0.34954,356,959,0.31935,0.37974
2001,North Rhine-Westphalia,4th Quintile,Seldom,0.16860,148,959,0.14489,0.19231
2001,North Rhine-Westphalia,5th Quintile,At least once per week,0.46786,514,1070,0.43795,0.49777
2001,North Rhine-Westphalia,5th Quintile,At least once per month,0.37456,409,1070,0.34554,0.40357
2001,North Rhine-Westphalia,5th Quintile,Seldom,0.14601,147,1070,0.12484,0.16717
2001,Hesse,1st Quintile,At least once per week,0.57575,145,228,0.51146,0.64005
2001,Hesse,1st Quintile,At least once per month,0.16132,40,228,0.11347,0.20917
2001,Hesse,1st Quintile,Seldom,0.20501,43,228,0.15249,0.25752
2001,Hesse,2nd Quintile,At least once per week,0.50840,131,255,0.44692,0.56988
2001,Hesse,2nd Quintile,At least once per month,0.32225,85,255,0.26477,0.37972
2001,Hesse,2nd Quintile,Seldom,0.14400,39,255,0.10083,0.18718
2001,Hesse,3rd Quintile,At least once per week,0.46578,148,299,0.40914,0.52242
2001,Hesse,3rd Quintile,At least once per month,0.35899,108,299,0.30452,0.41345
2001,Hesse,3rd Quintile,Seldom,0.13178,43,299,0.09338,0.17019
2001,Hesse,4th Quintile,At least once per week,0.55619,147,251,0.49460,0.61778
2001,Hesse,4th Quintile,At least once per month,0.25864,69,251,0.20436,0.31292
2001,Hesse,4th Quintile,Seldom,0.16911,35,251,0.12264,0.21557
2001,Hesse,5th Quintile,At least once per week,0.49367,206,393,0.44417,0.54316
2001,Hesse,5th Quintile,At least once per month,0.31521,131,393,0.26922,0.36121
2001,Hesse,5th Quintile,Seldom,0.16739,56,393,0.13044,0.20435
2001,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.41145,104,218,0.34598,0.47693
2001,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.24811,65,218,0.19064,0.30557
2001,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.22311,49,218,0.16772,0.27851
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.35876,108,246,0.29870,0.41882
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.29136,82,246,0.23446,0.34826
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.21834,56,246,0.16661,0.27008
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.37666,96,235,0.31457,0.43874
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.35737,90,235,0.29597,0.41878
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.19951,49,235,0.14831,0.25071
2001,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.43932,156,333,0.38593,0.49270
2001,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.31110,106,333,0.26130,0.36089
2001,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.20604,71,333,0.16253,0.24954
2001,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.41385,105,228,0.34978,0.47793
2001,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.33403,80,228,0.27268,0.39539
2001,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.20875,43,228,0.15588,0.26163
2001,Baden-Wuerttemberg,1st Quintile,At least once per week,0.52332,232,374,0.47263,0.57401
2001,Baden-Wuerttemberg,1st Quintile,At least once per month,0.26856,89,374,0.22358,0.31354
2001,Baden-Wuerttemberg,1st Quintile,Seldom,0.13868,53,374,0.10361,0.17376
2001,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.50549,258,458,0.45965,0.55133
2001,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.27638,135,458,0.23538,0.31738
2001,Baden-Wuerttemberg,2nd Quintile,Seldom,0.18247,65,458,0.14706,0.21788
2001,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.51833,287,513,0.47505,0.56161
2001,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.30698,156,513,0.26703,0.34694
2001,Baden-Wuerttemberg,3rd Quintile,Seldom,0.15313,70,513,0.12193,0.18432
2001,Baden-Wuerttemberg,4th Quintile,At least once per week,0.45085,286,565,0.40978,0.49191
2001,Baden-Wuerttemberg,4th Quintile,At least once per month,0.36980,198,565,0.32996,0.40964
2001,Baden-Wuerttemberg,4th Quintile,Seldom,0.16368,81,565,0.13314,0.19421
2001,Baden-Wuerttemberg,5th Quintile,At least once per week,0.53734,343,602,0.49747,0.57720
2001,Baden-Wuerttemberg,5th Quintile,At least once per month,0.32249,188,602,0.28512,0.35986
2001,Baden-Wuerttemberg,5th Quintile,Seldom,0.11767,71,602,0.09191,0.14343
2001,Bavaria,1st Quintile,At least once per week,0.52932,217,386,0.47946,0.57918
2001,Bavaria,1st Quintile,At least once per month,0.24351,110,386,0.20064,0.28638
2001,Bavaria,1st Quintile,Seldom,0.16071,59,386,0.12402,0.19739
2001,Bavaria,2nd Quintile,At least once per week,0.46518,243,499,0.42137,0.50899
2001,Bavaria,2nd Quintile,At least once per month,0.32427,176,499,0.28315,0.36538
2001,Bavaria,2nd Quintile,Seldom,0.17209,80,499,0.13894,0.20524
2001,Bavaria,3rd Quintile,At least once per week,0.45941,284,567,0.41836,0.50047
2001,Bavaria,3rd Quintile,At least once per month,0.36800,207,567,0.32827,0.40773
2001,Bavaria,3rd Quintile,Seldom,0.13534,76,567,0.10716,0.16352
2001,Bavaria,4th Quintile,At least once per week,0.52328,384,729,0.48700,0.55956
2001,Bavaria,4th Quintile,At least once per month,0.31771,247,729,0.28389,0.35153
2001,Bavaria,4th Quintile,Seldom,0.13807,98,729,0.11301,0.16314
2001,Bavaria,5th Quintile,At least once per week,0.46267,361,758,0.42715,0.49819
2001,Bavaria,5th Quintile,At least once per month,0.35783,273,758,0.32368,0.39198
2001,Bavaria,5th Quintile,Seldom,0.16597,124,758,0.13947,0.19247
2001,Berlin,1st Quintile,At least once per week,0.49712,90,177,0.42325,0.57099
2001,Berlin,1st Quintile,At least once per month,0.28641,56,177,0.21962,0.35321
2001,Berlin,1st Quintile,Seldom,0.15708,31,177,0.10332,0.21083
2001,Berlin,2nd Quintile,At least once per week,0.34686,39,85,0.24507,0.44865
2001,Berlin,2nd Quintile,At least once per month,0.34711,46,85,0.24531,0.44892
2001,Berlin,3rd Quintile,At least once per week,0.30693,41,137,0.22941,0.38445
2001,Berlin,3rd Quintile,At least once per month,0.41433,62,137,0.33154,0.49712
2001,Berlin,3rd Quintile,Seldom,0.26639,34,137,0.19209,0.34069
2001,Berlin,4th Quintile,At least once per week,0.31838,62,172,0.24855,0.38820
2001,Berlin,4th Quintile,At least once per month,0.35246,65,172,0.28085,0.42407
2001,Berlin,4th Quintile,Seldom,0.29279,45,172,0.22459,0.36099
2001,Berlin,5th Quintile,At least once per week,0.35464,56,149,0.27756,0.43171
2001,Berlin,5th Quintile,At least once per month,0.36899,62,149,0.29125,0.44673
2001,Berlin,5th Quintile,Seldom,0.20437,31,149,0.13941,0.26934
2001,Brandenburg,1st Quintile,At least once per week,0.34130,68,176,0.27105,0.41155
2001,Brandenburg,1st Quintile,At least once per month,0.33567,60,176,0.26571,0.40564
2001,Brandenburg,1st Quintile,Seldom,0.27704,48,176,0.21073,0.34334
2001,Brandenburg,2nd Quintile,At least once per week,0.33331,78,229,0.27212,0.39450
2001,Brandenburg,2nd Quintile,At least once per month,0.39369,95,229,0.33027,0.45711
2001,Brandenburg,2nd Quintile,Seldom,0.25042,56,229,0.19419,0.30666
2001,Brandenburg,3rd Quintile,At least once per week,0.27562,71,228,0.21749,0.33375
2001,Brandenburg,3rd Quintile,At least once per month,0.42377,101,228,0.35949,0.48806
2001,Brandenburg,3rd Quintile,Seldom,0.29291,56,228,0.23370,0.35211
2001,Brandenburg,4th Quintile,At least once per week,0.34669,58,172,0.27536,0.41802
2001,Brandenburg,4th Quintile,At least once per month,0.41821,71,172,0.34428,0.49214
2001,Brandenburg,4th Quintile,Seldom,0.22542,43,172,0.16279,0.28805
2001,Brandenburg,5th Quintile,At least once per month,0.42487,55,93,0.32386,0.52588
2001,Brandenburg,5th Quintile,Seldom,0.29226,38,93,0.19933,0.38520
2001,Mecklenburg-Western Pomerania,1st Quintile,At least once per week,0.39867,49,94,0.29916,0.49818
2001,Mecklenburg-Western Pomerania,1st Quintile,At least once per month,0.35126,45,94,0.25424,0.44828
2001,Mecklenburg-Western Pomerania,2nd Quintile,At least once per week,0.34399,42,102,0.25135,0.43664
2001,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.39928,60,102,0.30376,0.49479
2001,Mecklenburg-Western Pomerania,3rd Quintile,At least once per week,0.35009,37,87,0.24928,0.45091
2001,Mecklenburg-Western Pomerania,3rd Quintile,At least once per month,0.44518,50,87,0.34015,0.55022
