year,migback,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Direct migration background,1st Quintile,Seldom,0.13422,81,778,0.11025,0.15819
1988,Direct migration background,1st Quintile,Never,0.07590,38,778,0.05728,0.09453
1988,Direct migration background,2nd Quintile,At least once per week,0.49497,360,606,0.45513,0.53481
1988,Direct migration background,2nd Quintile,At least once per month,0.28277,171,606,0.24688,0.31865
1988,Direct migration background,2nd Quintile,Seldom,0.20291,75,606,0.17086,0.23495
1988,Direct migration background,3rd Quintile,At least once per week,0.47566,301,501,0.43188,0.51943
1988,Direct migration background,3rd Quintile,At least once per month,0.31051,140,501,0.26996,0.35107
1988,Direct migration background,3rd Quintile,Seldom,0.18834,60,501,0.15407,0.22261
1988,Direct migration background,4th Quintile,At least once per week,0.51388,302,474,0.46883,0.55892
1988,Direct migration background,4th Quintile,At least once per month,0.27414,114,474,0.23394,0.31434
1988,Direct migration background,4th Quintile,Seldom,0.16914,58,474,0.13535,0.20292
1988,Direct migration background,5th Quintile,At least once per week,0.37863,143,252,0.31863,0.43864
1988,Direct migration background,5th Quintile,At least once per month,0.38497,68,252,0.32478,0.44517
1988,Direct migration background,5th Quintile,Seldom,0.23321,41,252,0.18090,0.28553
1988,Indirect migration background,1st Quintile,At least once per week,0.74337,44,44,0.61282,0.87392
1988,Indirect migration background,2nd Quintile,At least once per week,0.74654,47,47,0.62083,0.87225
1992,No migration background,1st Quintile,At least once per week,0.31515,578,2159,0.29555,0.33475
1992,No migration background,1st Quintile,At least once per month,0.33097,792,2159,0.31112,0.35083
1992,No migration background,1st Quintile,Seldom,0.26456,648,2159,0.24595,0.28318
1992,No migration background,1st Quintile,Never,0.08931,141,2159,0.07728,0.10135
1992,No migration background,2nd Quintile,At least once per week,0.33835,648,2146,0.31833,0.35838
1992,No migration background,2nd Quintile,At least once per month,0.38512,866,2146,0.36453,0.40572
1992,No migration background,2nd Quintile,Seldom,0.23536,563,2146,0.21740,0.25331
1992,No migration background,2nd Quintile,Never,0.04117,69,2146,0.03276,0.04957
1992,No migration background,3rd Quintile,At least once per week,0.36580,677,1955,0.34445,0.38716
1992,No migration background,3rd Quintile,At least once per month,0.38058,753,1955,0.35905,0.40210
1992,No migration background,3rd Quintile,Seldom,0.21728,466,1955,0.19900,0.23557
1992,No migration background,3rd Quintile,Never,0.03634,59,1955,0.02804,0.04464
1992,No migration background,4th Quintile,At least once per week,0.41670,807,1957,0.39485,0.43855
1992,No migration background,4th Quintile,At least once per month,0.36204,716,1957,0.34074,0.38333
1992,No migration background,4th Quintile,Seldom,0.19457,388,1957,0.17702,0.21211
1992,No migration background,4th Quintile,Never,0.02669,46,1957,0.01955,0.03384
1992,No migration background,5th Quintile,At least once per week,0.40773,854,2073,0.38657,0.42889
1992,No migration background,5th Quintile,At least once per month,0.38651,799,2073,0.36555,0.40748
1992,No migration background,5th Quintile,Seldom,0.18593,379,2073,0.16918,0.20269
1992,No migration background,5th Quintile,Never,0.01982,41,2073,0.01382,0.02583
1992,Direct migration background,1st Quintile,At least once per week,0.51266,299,514,0.46941,0.55592
1992,Direct migration background,1st Quintile,At least once per month,0.25857,125,514,0.22068,0.29646
1992,Direct migration background,1st Quintile,Seldom,0.17420,58,514,0.14138,0.20702
1992,Direct migration background,1st Quintile,Never,0.05456,32,514,0.03491,0.07422
1992,Direct migration background,2nd Quintile,At least once per week,0.48946,351,590,0.44909,0.52983
1992,Direct migration background,2nd Quintile,At least once per month,0.33041,164,590,0.29243,0.36840
1992,Direct migration background,2nd Quintile,Seldom,0.14710,75,590,0.11850,0.17571
1992,Direct migration background,3rd Quintile,At least once per week,0.50167,357,577,0.46083,0.54250
1992,Direct migration background,3rd Quintile,At least once per month,0.32817,157,577,0.28983,0.36652
1992,Direct migration background,3rd Quintile,Seldom,0.13060,63,577,0.10309,0.15812
1992,Direct migration background,4th Quintile,At least once per week,0.53610,301,524,0.49336,0.57884
1992,Direct migration background,4th Quintile,At least once per month,0.29411,159,524,0.25506,0.33316
1992,Direct migration background,4th Quintile,Seldom,0.15501,64,524,0.12399,0.18603
1992,Direct migration background,5th Quintile,At least once per week,0.39947,142,265,0.34038,0.45855
1992,Direct migration background,5th Quintile,At least once per month,0.38812,84,265,0.32933,0.44691
1992,Direct migration background,5th Quintile,Seldom,0.17242,39,265,0.12685,0.21798
1992,Indirect migration background,1st Quintile,At least once per week,0.73005,58,58,0.61480,0.84530
1992,Indirect migration background,2nd Quintile,At least once per week,0.65759,69,69,0.54480,0.77038
1992,Indirect migration background,3rd Quintile,At least once per week,0.73632,75,75,0.63592,0.83671
1992,Indirect migration background,4th Quintile,At least once per week,0.67882,64,64,0.56352,0.79413
1994,No migration background,1st Quintile,At least once per week,0.33931,518,1711,0.31686,0.36175
1994,No migration background,1st Quintile,At least once per month,0.31871,565,1711,0.29663,0.34080
1994,No migration background,1st Quintile,Seldom,0.26986,517,1711,0.24883,0.29090
1994,No migration background,1st Quintile,Never,0.07211,111,1711,0.05985,0.08437
1994,No migration background,2nd Quintile,At least once per week,0.33142,609,2012,0.31085,0.35200
1994,No migration background,2nd Quintile,At least once per month,0.36275,761,2012,0.34174,0.38376
1994,No migration background,2nd Quintile,Seldom,0.26764,578,2012,0.24829,0.28699
1994,No migration background,2nd Quintile,Never,0.03818,64,2012,0.02981,0.04656
1994,No migration background,3rd Quintile,At least once per week,0.34852,660,2113,0.32819,0.36884
1994,No migration background,3rd Quintile,At least once per month,0.37109,826,2113,0.35049,0.39169
1994,No migration background,3rd Quintile,Seldom,0.25181,569,2113,0.23330,0.27032
1994,No migration background,3rd Quintile,Never,0.02858,58,2113,0.02147,0.03569
1994,No migration background,4th Quintile,At least once per week,0.35732,736,2062,0.33663,0.37801
1994,No migration background,4th Quintile,At least once per month,0.36316,783,2062,0.34239,0.38392
1994,No migration background,4th Quintile,Seldom,0.24598,487,2062,0.22738,0.26457
1994,No migration background,4th Quintile,Never,0.03354,56,2062,0.02577,0.04131
1994,No migration background,5th Quintile,At least once per week,0.38861,792,2073,0.36762,0.40960
1994,No migration background,5th Quintile,At least once per month,0.39024,816,2073,0.36923,0.41124
1994,No migration background,5th Quintile,Seldom,0.20445,431,2073,0.18708,0.22181
1994,No migration background,5th Quintile,Never,0.01670,34,2073,0.01119,0.02222
1994,Direct migration background,1st Quintile,At least once per week,0.44278,355,673,0.40523,0.48034
1994,Direct migration background,1st Quintile,At least once per month,0.27114,175,673,0.23753,0.30475
1994,Direct migration background,1st Quintile,Seldom,0.23393,111,673,0.20192,0.26594
1994,Direct migration background,1st Quintile,Never,0.05215,32,673,0.03534,0.06896
1994,Direct migration background,2nd Quintile,At least once per week,0.49139,300,517,0.44825,0.53453
1994,Direct migration background,2nd Quintile,At least once per month,0.30315,148,517,0.26349,0.34281
1994,Direct migration background,2nd Quintile,Seldom,0.16646,69,517,0.13432,0.19860
1994,Direct migration background,3rd Quintile,At least once per week,0.48415,268,471,0.43897,0.52933
1994,Direct migration background,3rd Quintile,At least once per month,0.32680,145,471,0.28439,0.36921
1994,Direct migration background,3rd Quintile,Seldom,0.14864,58,471,0.11648,0.18080
1994,Direct migration background,4th Quintile,At least once per week,0.48306,197,361,0.43143,0.53468
1994,Direct migration background,4th Quintile,At least once per month,0.31716,111,361,0.26908,0.36523
1994,Direct migration background,4th Quintile,Seldom,0.18179,53,361,0.14195,0.22163
1994,Direct migration background,5th Quintile,At least once per week,0.36128,135,277,0.30461,0.41795
1994,Direct migration background,5th Quintile,At least once per month,0.35781,86,277,0.30126,0.41437
1994,Direct migration background,5th Quintile,Seldom,0.24804,56,277,0.19709,0.29899
1994,Indirect migration background,1st Quintile,At least once per week,0.77310,90,90,0.68609,0.86012
1994,Indirect migration background,2nd Quintile,At least once per week,0.60647,79,79,0.49805,0.71489
1994,Indirect migration background,3rd Quintile,At least once per week,0.81069,75,75,0.72143,0.89995
1994,Indirect migration background,4th Quintile,At least once per week,0.75320,71,71,0.65220,0.85421
1996,No migration background,1st Quintile,At least once per week,0.39961,585,1553,0.37524,0.42398
1996,No migration background,1st Quintile,At least once per month,0.32914,529,1553,0.30576,0.35251
1996,No migration background,1st Quintile,Seldom,0.22571,372,1553,0.20491,0.24651
1996,No migration background,1st Quintile,Never,0.04555,67,1553,0.03517,0.05592
1996,No migration background,2nd Quintile,At least once per week,0.35526,628,1874,0.33359,0.37694
1996,No migration background,2nd Quintile,At least once per month,0.37229,747,1874,0.35039,0.39418
1996,No migration background,2nd Quintile,Seldom,0.24176,457,1874,0.22237,0.26115
1996,No migration background,2nd Quintile,Never,0.03069,42,1874,0.02288,0.03850
1996,No migration background,3rd Quintile,At least once per week,0.40002,802,2107,0.37909,0.42094
1996,No migration background,3rd Quintile,At least once per month,0.34409,763,2107,0.32380,0.36438
1996,No migration background,3rd Quintile,Seldom,0.23829,511,2107,0.22009,0.25648
1996,No migration background,3rd Quintile,Never,0.01761,31,2107,0.01199,0.02322
1996,No migration background,4th Quintile,At least once per week,0.39643,883,2188,0.37593,0.41693
1996,No migration background,4th Quintile,At least once per month,0.41188,900,2188,0.39125,0.43251
1996,No migration background,4th Quintile,Seldom,0.17279,405,2188,0.15694,0.18863
1996,No migration background,5th Quintile,At least once per week,0.41688,883,2100,0.39579,0.43797
1996,No migration background,5th Quintile,At least once per month,0.38290,821,2100,0.36211,0.40370
1996,No migration background,5th Quintile,Seldom,0.18923,396,2100,0.17248,0.20599
1996,Direct migration background,1st Quintile,At least once per week,0.60637,513,846,0.57343,0.63931
1996,Direct migration background,1st Quintile,At least once per month,0.21430,205,846,0.18663,0.24196
1996,Direct migration background,1st Quintile,Seldom,0.13693,91,846,0.11376,0.16011
1996,Direct migration background,1st Quintile,Never,0.04240,37,846,0.02881,0.05599
1996,Direct migration background,2nd Quintile,At least once per week,0.52399,373,616,0.48452,0.56346
1996,Direct migration background,2nd Quintile,At least once per month,0.34173,187,616,0.30425,0.37922
1996,Direct migration background,2nd Quintile,Seldom,0.10854,56,616,0.08395,0.13312
1996,Direct migration background,3rd Quintile,At least once per week,0.46636,260,446,0.42001,0.51271
1996,Direct migration background,3rd Quintile,At least once per month,0.32214,144,446,0.27872,0.36556
1996,Direct migration background,3rd Quintile,Seldom,0.13850,42,446,0.10641,0.17060
1996,Direct migration background,4th Quintile,At least once per week,0.50740,219,384,0.45733,0.55747
1996,Direct migration background,4th Quintile,At least once per month,0.32051,113,384,0.27377,0.36724
1996,Direct migration background,4th Quintile,Seldom,0.15586,52,384,0.11953,0.19219
1996,Direct migration background,5th Quintile,At least once per week,0.39185,115,260,0.33239,0.45130
1996,Direct migration background,5th Quintile,At least once per month,0.40539,95,260,0.34560,0.46519
1996,Direct migration background,5th Quintile,Seldom,0.19945,50,260,0.15079,0.24812
1996,Indirect migration background,1st Quintile,At least once per week,0.75426,113,147,0.68442,0.82410
1996,Indirect migration background,1st Quintile,At least once per month,0.16422,34,147,0.10412,0.22431
1996,Indirect migration background,2nd Quintile,At least once per week,0.61193,72,72,0.49857,0.72528
1996,Indirect migration background,3rd Quintile,At least once per week,0.67047,79,79,0.56616,0.77479
1996,Indirect migration background,4th Quintile,At least once per week,0.85240,74,74,0.77103,0.93377
1996,Indirect migration background,5th Quintile,At least once per week,0.70662,39,39,0.56185,0.85139
1997,No migration background,1st Quintile,At least once per week,0.40368,562,1398,0.37795,0.42941
1997,No migration background,1st Quintile,At least once per month,0.30475,462,1398,0.28061,0.32889
1997,No migration background,1st Quintile,Seldom,0.24514,324,1398,0.22258,0.26770
1997,No migration background,1st Quintile,Never,0.04643,50,1398,0.03540,0.05746
1997,No migration background,2nd Quintile,At least once per week,0.39447,735,1981,0.37294,0.41600
1997,No migration background,2nd Quintile,At least once per month,0.34865,743,1981,0.32766,0.36964
1997,No migration background,2nd Quintile,Seldom,0.21937,452,1981,0.20114,0.23760
1997,No migration background,2nd Quintile,Never,0.03751,51,1981,0.02914,0.04588
1997,No migration background,3rd Quintile,At least once per week,0.40834,820,2076,0.38719,0.42949
1997,No migration background,3rd Quintile,At least once per month,0.35101,803,2076,0.33047,0.37155
1997,No migration background,3rd Quintile,Seldom,0.21275,408,2076,0.19514,0.23036
1997,No migration background,3rd Quintile,Never,0.02790,45,2076,0.02081,0.03499
1997,No migration background,4th Quintile,At least once per week,0.43989,913,2178,0.41904,0.46074
1997,No migration background,4th Quintile,At least once per month,0.35565,814,2178,0.33554,0.37576
1997,No migration background,4th Quintile,Seldom,0.19022,419,2178,0.17374,0.20671
1997,No migration background,4th Quintile,Never,0.01424,32,2178,0.00926,0.01922
1997,No migration background,5th Quintile,At least once per week,0.44395,928,2085,0.42261,0.46528
1997,No migration background,5th Quintile,At least once per month,0.36429,788,2085,0.34363,0.38495
1997,No migration background,5th Quintile,Seldom,0.18261,369,2085,0.16603,0.19920
1997,Direct migration background,1st Quintile,At least once per week,0.56936,480,786,0.53472,0.60399
1997,Direct migration background,1st Quintile,At least once per month,0.24514,212,786,0.21504,0.27523
1997,Direct migration background,1st Quintile,Seldom,0.15034,94,786,0.12534,0.17534
1997,Direct migration background,2nd Quintile,At least once per week,0.49209,348,587,0.45161,0.53257
1997,Direct migration background,2nd Quintile,At least once per month,0.33050,174,587,0.29241,0.36859
1997,Direct migration background,2nd Quintile,Seldom,0.15465,65,587,0.12537,0.18392
1997,Direct migration background,3rd Quintile,At least once per week,0.43902,228,413,0.39110,0.48694
1997,Direct migration background,3rd Quintile,At least once per month,0.34397,125,413,0.29810,0.38984
1997,Direct migration background,3rd Quintile,Seldom,0.15539,60,413,0.12040,0.19037
1997,Direct migration background,4th Quintile,At least once per week,0.47391,211,363,0.42247,0.52535
1997,Direct migration background,4th Quintile,At least once per month,0.30701,107,363,0.25950,0.35453
1997,Direct migration background,4th Quintile,Seldom,0.18811,45,363,0.14785,0.22837
1997,Direct migration background,5th Quintile,At least once per week,0.43821,121,203,0.36979,0.50664
1997,Direct migration background,5th Quintile,At least once per month,0.38449,82,203,0.31740,0.45158
1997,Indirect migration background,1st Quintile,At least once per week,0.74079,116,116,0.66070,0.82088
1997,Indirect migration background,2nd Quintile,At least once per week,0.63606,104,136,0.55489,0.71722
1997,Indirect migration background,2nd Quintile,At least once per month,0.23964,32,136,0.16763,0.31165
1997,Indirect migration background,3rd Quintile,At least once per week,0.67462,76,76,0.56858,0.78065
1997,Indirect migration background,4th Quintile,At least once per week,0.69505,64,64,0.58137,0.80874
1997,Indirect migration background,5th Quintile,At least once per week,0.67966,43,43,0.53855,0.82078
1999,No migration background,1st Quintile,At least once per week,0.39512,662,1680,0.37174,0.41851
1999,No migration background,1st Quintile,At least once per month,0.30662,542,1680,0.28456,0.32867
1999,No migration background,1st Quintile,Seldom,0.25191,411,1680,0.23114,0.27267
1999,No migration background,1st Quintile,Never,0.04635,65,1680,0.03629,0.05641
1999,No migration background,2nd Quintile,At least once per week,0.34854,739,2139,0.32834,0.36874
1999,No migration background,2nd Quintile,At least once per month,0.37753,831,2139,0.35699,0.39808
1999,No migration background,2nd Quintile,Seldom,0.22783,505,2139,0.21005,0.24561
1999,No migration background,2nd Quintile,Never,0.04609,64,2139,0.03721,0.05498
1999,No migration background,3rd Quintile,At least once per week,0.38948,861,2311,0.36959,0.40936
1999,No migration background,3rd Quintile,At least once per month,0.34639,845,2311,0.32699,0.36580
1999,No migration background,3rd Quintile,Seldom,0.24220,559,2311,0.22473,0.25967
1999,No migration background,3rd Quintile,Never,0.02193,46,2311,0.01596,0.02790
1999,No migration background,4th Quintile,At least once per week,0.40663,925,2336,0.38671,0.42655
1999,No migration background,4th Quintile,At least once per month,0.36422,895,2336,0.34470,0.38374
1999,No migration background,4th Quintile,Seldom,0.20992,479,2336,0.19340,0.22644
1999,No migration background,4th Quintile,Never,0.01923,37,2336,0.01366,0.02480
1999,No migration background,5th Quintile,At least once per week,0.39739,958,2336,0.37754,0.41724
1999,No migration background,5th Quintile,At least once per month,0.38334,907,2336,0.36362,0.40307
1999,No migration background,5th Quintile,Seldom,0.21160,471,2336,0.19503,0.22816
1999,Direct migration background,1st Quintile,At least once per week,0.53485,404,695,0.49774,0.57196
1999,Direct migration background,1st Quintile,At least once per month,0.26987,190,695,0.23685,0.30290
1999,Direct migration background,1st Quintile,Seldom,0.16114,101,695,0.13378,0.18849
1999,Direct migration background,2nd Quintile,At least once per week,0.45939,284,569,0.41840,0.50037
1999,Direct migration background,2nd Quintile,At least once per month,0.33599,202,569,0.29715,0.37484
1999,Direct migration background,2nd Quintile,Seldom,0.17447,83,569,0.14326,0.20568
1999,Direct migration background,3rd Quintile,At least once per week,0.35427,167,375,0.30580,0.40275
1999,Direct migration background,3rd Quintile,At least once per month,0.38410,142,375,0.33480,0.43339
1999,Direct migration background,3rd Quintile,Seldom,0.19384,66,375,0.15378,0.23391
1999,Direct migration background,4th Quintile,At least once per week,0.36519,130,312,0.31167,0.41870
1999,Direct migration background,4th Quintile,At least once per month,0.48433,131,312,0.42879,0.53987
1999,Direct migration background,4th Quintile,Seldom,0.14996,51,312,0.11028,0.18964
1999,Direct migration background,5th Quintile,At least once per week,0.38148,84,192,0.31259,0.45037
1999,Direct migration background,5th Quintile,At least once per month,0.41676,73,192,0.34684,0.48668
1999,Direct migration background,5th Quintile,Seldom,0.19034,35,192,0.13466,0.24601
1999,Indirect migration background,1st Quintile,At least once per week,0.72664,129,166,0.65864,0.79465
1999,Indirect migration background,1st Quintile,At least once per month,0.19469,37,166,0.13428,0.25511
1999,Indirect migration background,2nd Quintile,At least once per week,0.66267,97,128,0.58044,0.74490
1999,Indirect migration background,2nd Quintile,At least once per month,0.23419,31,128,0.16054,0.30785
1999,Indirect migration background,3rd Quintile,At least once per week,0.63907,72,104,0.54632,0.73182
1999,Indirect migration background,3rd Quintile,At least once per month,0.28646,32,104,0.19915,0.37378
1999,Indirect migration background,4th Quintile,At least once per week,0.60992,67,67,0.49225,0.72760
1999,Indirect migration background,5th Quintile,At least once per week,0.74865,41,41,0.61422,0.88309
2001,No migration background,1st Quintile,At least once per week,0.40539,1092,2709,0.38689,0.42388
2001,No migration background,1st Quintile,At least once per month,0.30010,831,2709,0.28284,0.31736
2001,No migration background,1st Quintile,Seldom,0.23263,633,2709,0.21672,0.24855
2001,No migration background,1st Quintile,Never,0.06188,153,2709,0.05281,0.07096
2001,No migration background,2nd Quintile,At least once per week,0.38731,1302,3406,0.37094,0.40367
2001,No migration background,2nd Quintile,At least once per month,0.35859,1271,3406,0.34248,0.37469
2001,No migration background,2nd Quintile,Seldom,0.20825,698,3406,0.19462,0.22189
2001,No migration background,2nd Quintile,Never,0.04585,135,3406,0.03883,0.05288
2001,No migration background,3rd Quintile,At least once per week,0.40111,1534,3839,0.38561,0.41662
2001,No migration background,3rd Quintile,At least once per month,0.36698,1432,3839,0.35173,0.38222
2001,No migration background,3rd Quintile,Seldom,0.20439,775,3839,0.19163,0.21714
2001,No migration background,3rd Quintile,Never,0.02753,98,3839,0.02235,0.03270
2001,No migration background,4th Quintile,At least once per week,0.44146,1772,4073,0.42621,0.45672
2001,No migration background,4th Quintile,At least once per month,0.35988,1529,4073,0.34514,0.37462
2001,No migration background,4th Quintile,Seldom,0.17542,688,4073,0.16374,0.18711
2001,No migration background,4th Quintile,Never,0.02323,84,4073,0.01861,0.02786
2001,No migration background,5th Quintile,At least once per week,0.45202,1830,4117,0.43682,0.46723
2001,No migration background,5th Quintile,At least once per month,0.36719,1555,4117,0.35246,0.38192
2001,No migration background,5th Quintile,Seldom,0.16195,655,4117,0.15069,0.17320
2001,No migration background,5th Quintile,Never,0.01884,77,4117,0.01469,0.02299
2001,Direct migration background,1st Quintile,At least once per week,0.51122,517,959,0.47957,0.54288
2001,Direct migration background,1st Quintile,At least once per month,0.25949,250,959,0.23173,0.28725
2001,Direct migration background,1st Quintile,Seldom,0.16186,130,959,0.13854,0.18519
2001,Direct migration background,1st Quintile,Never,0.06743,62,959,0.05155,0.08331
2001,Direct migration background,2nd Quintile,At least once per week,0.48381,377,725,0.44740,0.52021
2001,Direct migration background,2nd Quintile,At least once per month,0.31169,211,725,0.27795,0.34543
2001,Direct migration background,2nd Quintile,Seldom,0.16204,106,725,0.13520,0.18888
