year,sampreg,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,East,At least once per month,0.38414,1472,3616,0.36828,0.39999
1997,East,Seldom,0.25893,938,3616,0.24465,0.27321
1997,East,Never,0.02617,78,3616,0.02096,0.03137
1999,West,At least once per week,0.43007,4518,9847,0.42029,0.43985
1999,West,At least once per month,0.34131,3324,9847,0.33194,0.35067
1999,West,Seldom,0.20097,1786,9847,0.19306,0.20889
1999,West,Never,0.02765,219,9847,0.02441,0.03089
1999,East,At least once per week,0.28738,1102,3770,0.27293,0.30183
1999,East,At least once per month,0.41316,1574,3770,0.39744,0.42888
1999,East,Seldom,0.27801,1024,3770,0.26371,0.29232
1999,East,Never,0.02144,70,3770,0.01682,0.02607
2001,West,At least once per week,0.45975,7779,16393,0.45212,0.46738
2001,West,At least once per month,0.32991,5429,16393,0.32271,0.33711
2001,West,Seldom,0.17527,2657,16393,0.16945,0.18109
2001,West,Never,0.03507,528,16393,0.03226,0.03789
2001,East,At least once per week,0.32923,1782,5416,0.31671,0.34175
2001,East,At least once per month,0.39935,2209,5416,0.38631,0.41240
2001,East,Seldom,0.23950,1272,5416,0.22813,0.25086
2001,East,Never,0.03192,153,5416,0.02724,0.03660
2005,West,At least once per week,0.46145,7420,15593,0.45362,0.46927
2005,West,At least once per month,0.32767,5236,15593,0.32030,0.33504
2005,West,Seldom,0.18354,2587,15593,0.17746,0.18961
2005,West,Never,0.02734,350,15593,0.02478,0.02990
2005,East,At least once per week,0.31048,1550,5014,0.29768,0.32329
2005,East,At least once per month,0.40019,2018,5014,0.38663,0.41376
2005,East,Seldom,0.25499,1303,5014,0.24292,0.26705
2005,East,Never,0.03434,143,5014,0.02930,0.03938
2007,West,At least once per week,0.45252,7181,15417,0.44466,0.46038
2007,West,At least once per month,0.34852,5441,15417,0.34100,0.35604
2007,West,Seldom,0.17009,2401,15417,0.16416,0.17603
2007,West,Never,0.02886,394,15417,0.02622,0.03151
2007,East,At least once per week,0.32891,1588,4990,0.31587,0.34194
2007,East,At least once per month,0.40030,2065,4990,0.38670,0.41389
2007,East,Seldom,0.23237,1180,4990,0.22065,0.24409
2007,East,Never,0.03842,157,4990,0.03309,0.04376
2009,West,At least once per week,0.43629,5875,13409,0.42790,0.44468
2009,West,At least once per month,0.36121,5005,13409,0.35308,0.36934
2009,West,Seldom,0.17668,2239,13409,0.17022,0.18313
2009,West,Never,0.02582,290,13409,0.02314,0.02851
2009,East,At least once per week,0.33083,1386,4514,0.31710,0.34455
2009,East,At least once per month,0.38909,1858,4514,0.37487,0.40332
2009,East,Seldom,0.25635,1169,4514,0.24361,0.26909
2009,East,Never,0.02373,101,4514,0.01929,0.02817
2011,West,At least once per week,0.44708,10306,21988,0.44051,0.45365
2011,West,At least once per month,0.33916,7543,21988,0.33290,0.34541
2011,West,Seldom,0.18240,3522,21988,0.17730,0.18751
2011,West,Never,0.03136,617,21988,0.02906,0.03366
2011,East,At least once per week,0.33080,2050,6288,0.31917,0.34243
2011,East,At least once per month,0.37889,2514,6288,0.36690,0.39088
2011,East,Seldom,0.25252,1495,6288,0.24178,0.26326
2011,East,Never,0.03778,229,6288,0.03307,0.04250
2015,West,At least once per week,0.45287,9920,21332,0.44619,0.45955
2015,West,At least once per month,0.35139,7486,21332,0.34498,0.35779
2015,West,Seldom,0.16544,3304,21332,0.16046,0.17043
2015,West,Never,0.03030,622,21332,0.02800,0.03260
2015,East,At least once per week,0.32097,1732,5390,0.30851,0.33343
2015,East,At least once per month,0.37954,2133,5390,0.36659,0.39250
2015,East,Seldom,0.26347,1319,5390,0.25171,0.27523
2015,East,Never,0.03602,206,5390,0.03104,0.04099
2017,West,At least once per week,0.47783,10032,20923,0.47106,0.48460
2017,West,At least once per month,0.34020,7261,20923,0.33378,0.34662
2017,West,Seldom,0.15588,3149,20923,0.15096,0.16079
2017,West,Never,0.02610,481,20923,0.02394,0.02826
2017,East,At least once per week,0.35029,1864,5584,0.33778,0.36281
2017,East,At least once per month,0.37301,2171,5584,0.36033,0.38570
2017,East,Seldom,0.24423,1372,5584,0.23296,0.25550
2017,East,Never,0.03246,177,5584,0.02781,0.03711
