year,quintil_oecd,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,4th Quintile,Rural regions,Seldom,0.19055,73,387,0.15137,0.22974
1985,5th Quintile,Urban regions,At least once per week,0.46230,845,1730,0.43880,0.48580
1985,5th Quintile,Urban regions,At least once per month,0.35389,590,1730,0.33135,0.37643
1985,5th Quintile,Urban regions,Seldom,0.15825,253,1730,0.14105,0.17546
1985,5th Quintile,Urban regions,Never,0.02555,42,1730,0.01811,0.03299
1985,5th Quintile,Rural regions,At least once per week,0.44442,203,430,0.39740,0.49145
1985,5th Quintile,Rural regions,At least once per month,0.31257,145,430,0.26871,0.35644
1985,5th Quintile,Rural regions,Seldom,0.21474,82,430,0.17588,0.25360
1986,1st Quintile,Urban regions,At least once per week,0.43712,776,1626,0.41300,0.46124
1986,1st Quintile,Urban regions,At least once per month,0.29756,478,1626,0.27533,0.31979
1986,1st Quintile,Urban regions,Seldom,0.19942,280,1626,0.17999,0.21884
1986,1st Quintile,Urban regions,Never,0.06590,92,1626,0.05384,0.07797
1986,1st Quintile,Rural regions,At least once per week,0.29659,149,420,0.25286,0.34033
1986,1st Quintile,Rural regions,At least once per month,0.34029,155,420,0.29492,0.38566
1986,1st Quintile,Rural regions,Seldom,0.28037,116,420,0.23736,0.32338
1986,2nd Quintile,Urban regions,At least once per week,0.34740,669,1589,0.32398,0.37081
1986,2nd Quintile,Urban regions,At least once per month,0.37284,552,1589,0.34906,0.39662
1986,2nd Quintile,Urban regions,Seldom,0.22302,301,1589,0.20254,0.24349
1986,2nd Quintile,Urban regions,Never,0.05675,67,1589,0.04537,0.06813
1986,2nd Quintile,Rural regions,At least once per week,0.37681,199,470,0.33295,0.42066
1986,2nd Quintile,Rural regions,At least once per month,0.30550,155,470,0.26381,0.34718
1986,2nd Quintile,Rural regions,Seldom,0.25568,116,470,0.21619,0.29516
1986,3rd Quintile,Urban regions,At least once per week,0.42611,772,1636,0.40214,0.45008
1986,3rd Quintile,Urban regions,At least once per month,0.34161,532,1636,0.31862,0.36460
1986,3rd Quintile,Urban regions,Seldom,0.19384,275,1636,0.17468,0.21300
1986,3rd Quintile,Urban regions,Never,0.03844,57,1636,0.02912,0.04776
1986,3rd Quintile,Rural regions,At least once per week,0.38572,186,438,0.34009,0.43136
1986,3rd Quintile,Rural regions,At least once per month,0.32645,148,438,0.28248,0.37041
1986,3rd Quintile,Rural regions,Seldom,0.25339,104,438,0.21261,0.29417
1986,4th Quintile,Urban regions,At least once per week,0.44834,877,1778,0.42522,0.47146
1986,4th Quintile,Urban regions,At least once per month,0.33392,553,1778,0.31200,0.35585
1986,4th Quintile,Urban regions,Seldom,0.17840,286,1778,0.16060,0.19620
1986,4th Quintile,Urban regions,Never,0.03934,62,1778,0.03030,0.04838
1986,4th Quintile,Rural regions,At least once per week,0.39176,175,414,0.34468,0.43884
1986,4th Quintile,Rural regions,At least once per month,0.31343,132,414,0.26869,0.35817
1986,4th Quintile,Rural regions,Seldom,0.25603,107,414,0.21393,0.29812
1986,5th Quintile,Urban regions,At least once per week,0.43278,756,1657,0.40891,0.45664
1986,5th Quintile,Urban regions,At least once per month,0.37057,614,1657,0.34731,0.39383
1986,5th Quintile,Urban regions,Seldom,0.18139,287,1657,0.16283,0.19995
1986,5th Quintile,Rural regions,At least once per week,0.43223,173,394,0.38325,0.48121
1986,5th Quintile,Rural regions,At least once per month,0.31255,133,394,0.26672,0.35838
1986,5th Quintile,Rural regions,Seldom,0.23368,88,394,0.19184,0.27552
1988,1st Quintile,Urban regions,At least once per week,0.43610,780,1529,0.41124,0.46097
1988,1st Quintile,Urban regions,At least once per month,0.26292,394,1529,0.24085,0.28500
1988,1st Quintile,Urban regions,Seldom,0.22076,263,1529,0.19996,0.24156
1988,1st Quintile,Urban regions,Never,0.08021,92,1529,0.06659,0.09383
1988,1st Quintile,Rural regions,At least once per week,0.33121,164,432,0.28678,0.37565
1988,1st Quintile,Rural regions,At least once per month,0.29889,126,432,0.25567,0.34211
1988,1st Quintile,Rural regions,Seldom,0.26726,104,432,0.22548,0.30904
1988,1st Quintile,Rural regions,Never,0.10264,38,432,0.07398,0.13129
1988,2nd Quintile,Urban regions,At least once per week,0.42797,758,1559,0.40340,0.45253
1988,2nd Quintile,Urban regions,At least once per month,0.34981,526,1559,0.32612,0.37349
1988,2nd Quintile,Urban regions,Seldom,0.17012,223,1559,0.15147,0.18878
1988,2nd Quintile,Urban regions,Never,0.05211,52,1559,0.04107,0.06314
1988,2nd Quintile,Rural regions,At least once per week,0.35635,168,402,0.30947,0.40323
1988,2nd Quintile,Rural regions,At least once per month,0.36755,145,402,0.32035,0.41474
1988,2nd Quintile,Rural regions,Seldom,0.23647,89,402,0.19488,0.27806
1988,3rd Quintile,Urban regions,At least once per week,0.44011,767,1570,0.41555,0.46468
1988,3rd Quintile,Urban regions,At least once per month,0.32454,491,1570,0.30137,0.34771
1988,3rd Quintile,Urban regions,Seldom,0.19966,264,1570,0.17988,0.21944
1988,3rd Quintile,Urban regions,Never,0.03569,48,1570,0.02651,0.04487
1988,3rd Quintile,Rural regions,At least once per week,0.41783,195,411,0.37009,0.46557
1988,3rd Quintile,Rural regions,At least once per month,0.36960,149,411,0.32287,0.41632
1988,3rd Quintile,Rural regions,Seldom,0.18060,67,411,0.14336,0.21783
1988,4th Quintile,Urban regions,At least once per week,0.46093,814,1605,0.43654,0.48533
1988,4th Quintile,Urban regions,At least once per month,0.33654,500,1605,0.31341,0.35966
1988,4th Quintile,Urban regions,Seldom,0.17131,243,1605,0.15287,0.18975
1988,4th Quintile,Urban regions,Never,0.03122,48,1605,0.02271,0.03973
1988,4th Quintile,Rural regions,At least once per week,0.43239,210,443,0.38620,0.47857
1988,4th Quintile,Rural regions,At least once per month,0.32061,139,443,0.27710,0.36412
1988,4th Quintile,Rural regions,Seldom,0.23110,94,443,0.19181,0.27040
1988,5th Quintile,Urban regions,At least once per week,0.44849,766,1581,0.42397,0.47302
1988,5th Quintile,Urban regions,At least once per month,0.36758,549,1581,0.34380,0.39135
1988,5th Quintile,Urban regions,Seldom,0.17068,266,1581,0.15213,0.18923
1988,5th Quintile,Rural regions,At least once per week,0.40998,141,314,0.35550,0.46447
1988,5th Quintile,Rural regions,At least once per month,0.32763,106,314,0.27563,0.37963
1988,5th Quintile,Rural regions,Seldom,0.21086,67,314,0.16567,0.25605
1992,1st Quintile,Urban regions,At least once per week,0.42249,609,1388,0.39649,0.44849
1992,1st Quintile,Urban regions,At least once per month,0.31294,448,1388,0.28854,0.33735
1992,1st Quintile,Urban regions,Seldom,0.17771,238,1388,0.15759,0.19782
1992,1st Quintile,Urban regions,Never,0.08686,93,1388,0.07204,0.10168
1992,1st Quintile,Rural regions,At least once per week,0.25392,312,1311,0.23035,0.27749
1992,1st Quintile,Rural regions,At least once per month,0.32565,456,1311,0.30027,0.35103
1992,1st Quintile,Rural regions,Seldom,0.33656,462,1311,0.31098,0.36215
1992,1st Quintile,Rural regions,Never,0.08387,81,1311,0.06886,0.09888
1992,2nd Quintile,Urban regions,At least once per week,0.40926,760,1656,0.38557,0.43295
1992,2nd Quintile,Urban regions,At least once per month,0.36405,564,1656,0.34086,0.38723
1992,2nd Quintile,Urban regions,Seldom,0.18729,288,1656,0.16849,0.20609
1992,2nd Quintile,Urban regions,Never,0.03940,44,1656,0.03003,0.04878
1992,2nd Quintile,Rural regions,At least once per week,0.27767,295,1157,0.25186,0.30349
1992,2nd Quintile,Rural regions,At least once per month,0.39913,475,1157,0.37090,0.42736
1992,2nd Quintile,Rural regions,Seldom,0.28271,349,1157,0.25675,0.30867
1992,2nd Quintile,Rural regions,Never,0.04048,38,1157,0.02912,0.05185
1992,3rd Quintile,Urban regions,At least once per week,0.42254,818,1737,0.39930,0.44578
1992,3rd Quintile,Urban regions,At least once per month,0.36027,577,1737,0.33768,0.38285
1992,3rd Quintile,Urban regions,Seldom,0.18444,301,1737,0.16620,0.20268
1992,3rd Quintile,Urban regions,Never,0.03275,41,1737,0.02438,0.04113
1992,3rd Quintile,Rural regions,At least once per week,0.32128,289,894,0.29065,0.35191
1992,3rd Quintile,Rural regions,At least once per month,0.39134,341,894,0.35933,0.42335
1992,3rd Quintile,Rural regions,Seldom,0.24332,232,894,0.21518,0.27146
1992,3rd Quintile,Rural regions,Never,0.04406,32,894,0.03060,0.05752
1992,4th Quintile,Urban regions,At least once per week,0.44273,871,1876,0.42025,0.46521
1992,4th Quintile,Urban regions,At least once per month,0.35078,649,1876,0.32918,0.37238
1992,4th Quintile,Urban regions,Seldom,0.17652,304,1876,0.15927,0.19378
1992,4th Quintile,Urban regions,Never,0.02997,52,1876,0.02225,0.03769
1992,4th Quintile,Rural regions,At least once per week,0.41004,296,693,0.37340,0.44669
1992,4th Quintile,Rural regions,At least once per month,0.35476,245,693,0.31911,0.39041
1992,4th Quintile,Rural regions,Seldom,0.22397,152,693,0.19291,0.25504
1992,5th Quintile,Urban regions,At least once per week,0.41875,865,1943,0.39681,0.44069
1992,5th Quintile,Urban regions,At least once per month,0.38268,713,1943,0.36106,0.40430
1992,5th Quintile,Urban regions,Seldom,0.17635,317,1943,0.15940,0.19330
1992,5th Quintile,Urban regions,Never,0.02222,48,1943,0.01567,0.02878
1992,5th Quintile,Rural regions,At least once per week,0.36245,150,424,0.31664,0.40826
1992,5th Quintile,Rural regions,At least once per month,0.39394,172,424,0.34738,0.44051
1992,5th Quintile,Rural regions,Seldom,0.21961,102,424,0.18016,0.25906
1994,1st Quintile,Urban regions,At least once per week,0.40648,700,1531,0.38187,0.43110
1994,1st Quintile,Urban regions,At least once per month,0.31328,443,1531,0.29004,0.33652
1994,1st Quintile,Urban regions,Seldom,0.21798,302,1531,0.19729,0.23866
1994,1st Quintile,Urban regions,Never,0.06226,86,1531,0.05015,0.07437
1994,1st Quintile,Rural regions,At least once per week,0.30073,263,972,0.27188,0.32957
1994,1st Quintile,Rural regions,At least once per month,0.29494,318,972,0.26626,0.32363
1994,1st Quintile,Rural regions,Seldom,0.32880,333,972,0.29925,0.35835
1994,1st Quintile,Rural regions,Never,0.07553,58,972,0.05891,0.09215
1994,2nd Quintile,Urban regions,At least once per week,0.40904,696,1613,0.38504,0.43304
1994,2nd Quintile,Urban regions,At least once per month,0.33197,525,1613,0.30898,0.35496
1994,2nd Quintile,Urban regions,Seldom,0.22916,352,1613,0.20864,0.24968
1994,2nd Quintile,Urban regions,Never,0.02983,40,1613,0.02153,0.03814
1994,2nd Quintile,Rural regions,At least once per week,0.27626,292,1042,0.24910,0.30343
1994,2nd Quintile,Rural regions,At least once per month,0.38292,402,1042,0.35339,0.41245
1994,2nd Quintile,Rural regions,Seldom,0.29096,311,1042,0.26337,0.31856
1994,2nd Quintile,Rural regions,Never,0.04985,37,1042,0.03663,0.06307
1994,3rd Quintile,Urban regions,At least once per week,0.39802,703,1660,0.37446,0.42157
1994,3rd Quintile,Urban regions,At least once per month,0.36960,600,1660,0.34638,0.39283
1994,3rd Quintile,Urban regions,Seldom,0.21061,326,1660,0.19099,0.23024
1994,3rd Quintile,Urban regions,Never,0.02176,31,1660,0.01474,0.02879
1994,3rd Quintile,Rural regions,At least once per week,0.32218,300,1035,0.29370,0.35067
1994,3rd Quintile,Rural regions,At least once per month,0.34309,389,1035,0.31415,0.37203
1994,3rd Quintile,Rural regions,Seldom,0.29040,308,1035,0.26273,0.31807
1994,3rd Quintile,Rural regions,Never,0.04433,38,1035,0.03178,0.05687
1994,4th Quintile,Urban regions,At least once per week,0.39720,747,1767,0.37437,0.42002
1994,4th Quintile,Urban regions,At least once per month,0.33219,608,1767,0.31023,0.35416
1994,4th Quintile,Urban regions,Seldom,0.23978,370,1767,0.21987,0.25969
1994,4th Quintile,Urban regions,Never,0.03083,42,1767,0.02277,0.03889
1994,4th Quintile,Rural regions,At least once per week,0.32310,257,740,0.28939,0.35682
1994,4th Quintile,Rural regions,At least once per month,0.41542,307,740,0.37989,0.45095
1994,4th Quintile,Rural regions,Seldom,0.22593,176,740,0.19578,0.25608
1994,5th Quintile,Urban regions,At least once per week,0.40364,789,1859,0.38134,0.42595
1994,5th Quintile,Urban regions,At least once per month,0.37638,685,1859,0.35435,0.39841
1994,5th Quintile,Urban regions,Seldom,0.20107,352,1859,0.18284,0.21929
1994,5th Quintile,Urban regions,Never,0.01891,33,1859,0.01271,0.02510
1994,5th Quintile,Rural regions,At least once per week,0.32147,168,540,0.28204,0.36090
1994,5th Quintile,Rural regions,At least once per month,0.42544,232,540,0.38370,0.46718
1994,5th Quintile,Rural regions,Seldom,0.23785,140,540,0.20191,0.27379
1996,1st Quintile,Urban regions,At least once per week,0.49575,860,1664,0.47172,0.51978
1996,1st Quintile,Urban regions,At least once per month,0.30044,483,1664,0.27841,0.32248
1996,1st Quintile,Urban regions,Seldom,0.15809,246,1664,0.14056,0.17563
1996,1st Quintile,Urban regions,Never,0.04571,75,1664,0.03567,0.05575
1996,1st Quintile,Rural regions,At least once per week,0.38682,351,899,0.35496,0.41867
1996,1st Quintile,Rural regions,At least once per month,0.29296,285,899,0.26319,0.32272
1996,1st Quintile,Rural regions,Seldom,0.27899,230,899,0.24966,0.30833
1996,1st Quintile,Rural regions,Never,0.04123,33,899,0.02823,0.05423
1996,2nd Quintile,Urban regions,At least once per week,0.42860,803,1680,0.40493,0.45227
1996,2nd Quintile,Urban regions,At least once per month,0.35468,565,1680,0.33180,0.37756
1996,2nd Quintile,Urban regions,Seldom,0.19143,276,1680,0.17261,0.21025
1996,2nd Quintile,Urban regions,Never,0.02529,36,1680,0.01778,0.03280
1996,2nd Quintile,Rural regions,At least once per week,0.30146,270,914,0.27170,0.33123
1996,2nd Quintile,Rural regions,At least once per month,0.38719,396,914,0.35560,0.41879
1996,2nd Quintile,Rural regions,Seldom,0.27266,248,914,0.24377,0.30154
1996,3rd Quintile,Urban regions,At least once per week,0.43762,737,1543,0.41286,0.46239
1996,3rd Quintile,Urban regions,At least once per month,0.33980,541,1543,0.31616,0.36344
1996,3rd Quintile,Urban regions,Seldom,0.19471,265,1543,0.17495,0.21448
1996,3rd Quintile,Rural regions,At least once per week,0.37207,404,1089,0.34335,0.40079
1996,3rd Quintile,Rural regions,At least once per month,0.33474,386,1089,0.30670,0.36278
1996,3rd Quintile,Rural regions,Seldom,0.27476,299,1089,0.24824,0.30129
1996,4th Quintile,Urban regions,At least once per week,0.43645,830,1763,0.41329,0.45961
1996,4th Quintile,Urban regions,At least once per month,0.39140,660,1763,0.36861,0.41419
1996,4th Quintile,Urban regions,Seldom,0.15245,273,1763,0.13567,0.16924
1996,4th Quintile,Rural regions,At least once per week,0.36944,346,904,0.33796,0.40092
1996,4th Quintile,Rural regions,At least once per month,0.40837,368,904,0.37631,0.44043
1996,4th Quintile,Rural regions,Seldom,0.20713,190,904,0.18070,0.23357
1996,5th Quintile,Urban regions,At least once per week,0.42399,796,1786,0.40107,0.44692
1996,5th Quintile,Urban regions,At least once per month,0.38975,688,1786,0.36713,0.41238
1996,5th Quintile,Urban regions,Seldom,0.17776,302,1786,0.16003,0.19550
1996,5th Quintile,Rural regions,At least once per week,0.39694,241,630,0.35871,0.43518
1996,5th Quintile,Rural regions,At least once per month,0.35521,238,630,0.31781,0.39261
1996,5th Quintile,Rural regions,Seldom,0.23211,151,630,0.19912,0.26511
1997,1st Quintile,Urban regions,At least once per week,0.48235,828,1559,0.45753,0.50716
1997,1st Quintile,Urban regions,At least once per month,0.27173,421,1559,0.24965,0.29382
1997,1st Quintile,Urban regions,Seldom,0.20183,255,1559,0.18190,0.22176
1997,1st Quintile,Urban regions,Never,0.04409,55,1559,0.03390,0.05429
1997,1st Quintile,Rural regions,At least once per week,0.40229,329,790,0.36808,0.43651
1997,1st Quintile,Rural regions,At least once per month,0.31241,283,790,0.28007,0.34475
1997,1st Quintile,Rural regions,Seldom,0.24529,178,790,0.21527,0.27532
1997,2nd Quintile,Urban regions,At least once per week,0.46636,824,1660,0.44236,0.49037
1997,2nd Quintile,Urban regions,At least once per month,0.33296,554,1660,0.31028,0.35563
1997,2nd Quintile,Urban regions,Seldom,0.16946,243,1660,0.15141,0.18752
1997,2nd Quintile,Urban regions,Never,0.03122,39,1660,0.02285,0.03959
1997,2nd Quintile,Rural regions,At least once per week,0.32478,363,1043,0.29634,0.35321
1997,2nd Quintile,Rural regions,At least once per month,0.36052,395,1043,0.33136,0.38967
1997,2nd Quintile,Rural regions,Seldom,0.27486,285,1043,0.24775,0.30197
1997,3rd Quintile,Urban regions,At least once per week,0.44334,768,1607,0.41905,0.46764
1997,3rd Quintile,Urban regions,At least once per month,0.33602,533,1607,0.31292,0.35912
1997,3rd Quintile,Urban regions,Seldom,0.18464,260,1607,0.16566,0.20362
1997,3rd Quintile,Urban regions,Never,0.03600,46,1607,0.02689,0.04511
1997,3rd Quintile,Rural regions,At least once per week,0.36900,356,988,0.33889,0.39910
1997,3rd Quintile,Rural regions,At least once per month,0.36841,414,988,0.33832,0.39851
1997,3rd Quintile,Rural regions,Seldom,0.23933,218,988,0.21271,0.26595
1997,4th Quintile,Urban regions,At least once per week,0.47119,842,1763,0.44788,0.49450
1997,4th Quintile,Urban regions,At least once per month,0.34131,609,1763,0.31917,0.36345
1997,4th Quintile,Urban regions,Seldom,0.16968,281,1763,0.15215,0.18721
1997,4th Quintile,Urban regions,Never,0.01782,31,1763,0.01164,0.02399
1997,4th Quintile,Rural regions,At least once per week,0.39314,346,867,0.36061,0.42567
1997,4th Quintile,Rural regions,At least once per month,0.36472,332,867,0.33266,0.39678
1997,4th Quintile,Rural regions,Seldom,0.23136,189,867,0.20327,0.25944
1997,5th Quintile,Urban regions,At least once per week,0.46063,834,1731,0.43714,0.48412
1997,5th Quintile,Urban regions,At least once per month,0.35650,626,1731,0.33393,0.37907
1997,5th Quintile,Urban regions,Seldom,0.17523,271,1731,0.15732,0.19315
1997,5th Quintile,Rural regions,At least once per week,0.39637,258,638,0.35839,0.43436
1997,5th Quintile,Rural regions,At least once per month,0.38339,248,638,0.34563,0.42115
1997,5th Quintile,Rural regions,Seldom,0.20396,132,638,0.17267,0.23525
1999,1st Quintile,Urban regions,At least once per week,0.47800,839,1657,0.45394,0.50206
1999,1st Quintile,Urban regions,At least once per month,0.27880,457,1657,0.25720,0.30040
1999,1st Quintile,Urban regions,Seldom,0.19569,296,1657,0.17658,0.21479
1999,1st Quintile,Urban regions,Never,0.04751,65,1657,0.03726,0.05775
1999,1st Quintile,Rural regions,At least once per week,0.37286,356,900,0.34125,0.40447
1999,1st Quintile,Rural regions,At least once per month,0.32062,312,900,0.29012,0.35113
1999,1st Quintile,Rural regions,Seldom,0.27514,232,900,0.24595,0.30434
1999,2nd Quintile,Urban regions,At least once per week,0.40684,752,1726,0.38365,0.43002
1999,2nd Quintile,Urban regions,At least once per month,0.34094,593,1726,0.31857,0.36331
1999,2nd Quintile,Urban regions,Seldom,0.19908,324,1726,0.18024,0.21793
1999,2nd Quintile,Urban regions,Never,0.05314,57,1726,0.04256,0.06373
1999,2nd Quintile,Rural regions,At least once per week,0.32111,368,1115,0.29369,0.34852
1999,2nd Quintile,Rural regions,At least once per month,0.41061,471,1115,0.38173,0.43950
1999,2nd Quintile,Rural regions,Seldom,0.24365,276,1115,0.21844,0.26886
1999,3rd Quintile,Urban regions,At least once per week,0.40856,732,1712,0.38527,0.43186
1999,3rd Quintile,Urban regions,At least once per month,0.35979,616,1712,0.33705,0.38253
1999,3rd Quintile,Urban regions,Seldom,0.20314,325,1712,0.18407,0.22220
1999,3rd Quintile,Urban regions,Never,0.02851,39,1712,0.02062,0.03640
1999,3rd Quintile,Rural regions,At least once per week,0.36029,368,1084,0.33170,0.38889
1999,3rd Quintile,Rural regions,At least once per month,0.32967,403,1084,0.30168,0.35767
1999,3rd Quintile,Rural regions,Seldom,0.28595,313,1084,0.25904,0.31286
1999,4th Quintile,Urban regions,At least once per week,0.42204,807,1839,0.39946,0.44462
1999,4th Quintile,Urban regions,At least once per month,0.36476,699,1839,0.34275,0.38676
1999,4th Quintile,Urban regions,Seldom,0.19451,333,1839,0.17642,0.21261
1999,4th Quintile,Rural regions,At least once per week,0.36765,315,875,0.33568,0.39962
1999,4th Quintile,Rural regions,At least once per month,0.39940,357,875,0.36693,0.43187
1999,4th Quintile,Rural regions,Seldom,0.22091,203,875,0.19340,0.24841
1999,5th Quintile,Urban regions,At least once per week,0.41490,825,1882,0.39263,0.43717
1999,5th Quintile,Urban regions,At least once per month,0.38154,707,1882,0.35959,0.40349
1999,5th Quintile,Urban regions,Seldom,0.19656,350,1882,0.17860,0.21452
1999,5th Quintile,Rural regions,At least once per week,0.35775,258,699,0.32219,0.39331
1999,5th Quintile,Rural regions,At least once per month,0.38611,283,699,0.34999,0.42223
1999,5th Quintile,Rural regions,Seldom,0.24550,158,699,0.21357,0.27743
2001,1st Quintile,Urban regions,At least once per week,0.48018,1200,2437,0.46034,0.50002
2001,1st Quintile,Urban regions,At least once per month,0.27695,673,2437,0.25918,0.29472
2001,1st Quintile,Urban regions,Seldom,0.17657,417,2437,0.16143,0.19171
2001,1st Quintile,Urban regions,Never,0.06630,147,2437,0.05642,0.07618
2001,1st Quintile,Rural regions,At least once per week,0.37026,541,1416,0.34510,0.39542
2001,1st Quintile,Rural regions,At least once per month,0.30173,439,1416,0.27781,0.32565
2001,1st Quintile,Rural regions,Seldom,0.27447,363,1416,0.25122,0.29773
2001,1st Quintile,Rural regions,Never,0.05354,73,1416,0.04181,0.06527
2001,2nd Quintile,Urban regions,At least once per week,0.44021,1180,2607,0.42115,0.45927
2001,2nd Quintile,Urban regions,At least once per month,0.33746,882,2607,0.31930,0.35561
2001,2nd Quintile,Urban regions,Seldom,0.17874,443,2607,0.16403,0.19345
2001,2nd Quintile,Urban regions,Never,0.04359,102,2607,0.03575,0.05143
2001,2nd Quintile,Rural regions,At least once per week,0.36852,634,1719,0.34571,0.39133
2001,2nd Quintile,Rural regions,At least once per month,0.36035,647,1719,0.33764,0.38305
2001,2nd Quintile,Rural regions,Seldom,0.22695,373,1719,0.20715,0.24676
2001,2nd Quintile,Rural regions,Never,0.04418,65,1719,0.03446,0.05389
2001,3rd Quintile,Urban regions,At least once per week,0.42313,1237,2831,0.40493,0.44133
2001,3rd Quintile,Urban regions,At least once per month,0.35454,1007,2831,0.33692,0.37217
2001,3rd Quintile,Urban regions,Seldom,0.18996,508,2831,0.17551,0.20441
2001,3rd Quintile,Urban regions,Never,0.03237,79,2831,0.02585,0.03889
2001,3rd Quintile,Rural regions,At least once per week,0.38700,646,1696,0.36382,0.41019
2001,3rd Quintile,Rural regions,At least once per month,0.36961,646,1696,0.34663,0.39259
2001,3rd Quintile,Rural regions,Seldom,0.21743,364,1696,0.19779,0.23706
2001,3rd Quintile,Rural regions,Never,0.02596,40,1696,0.01839,0.03353
2001,4th Quintile,Urban regions,At least once per week,0.45251,1377,2983,0.43465,0.47038
2001,4th Quintile,Urban regions,At least once per month,0.35109,1085,2983,0.33396,0.36823
2001,4th Quintile,Urban regions,Seldom,0.17361,459,2983,0.16002,0.18721
2001,4th Quintile,Urban regions,Never,0.02278,62,2983,0.01742,0.02813
2001,4th Quintile,Rural regions,At least once per week,0.44931,695,1610,0.42500,0.47362
2001,4th Quintile,Rural regions,At least once per month,0.35458,589,1610,0.33121,0.37796
2001,4th Quintile,Rural regions,Seldom,0.17505,294,1610,0.15648,0.19362
2001,4th Quintile,Rural regions,Never,0.02105,32,1610,0.01404,0.02807
2001,5th Quintile,Urban regions,At least once per week,0.46359,1610,3400,0.44682,0.48035
2001,5th Quintile,Urban regions,At least once per month,0.36013,1227,3400,0.34399,0.37626
2001,5th Quintile,Urban regions,Seldom,0.15590,498,3400,0.14370,0.16810
2001,5th Quintile,Urban regions,Never,0.02039,65,3400,0.01563,0.02514
2001,5th Quintile,Rural regions,At least once per week,0.42267,440,1091,0.39335,0.45200
2001,5th Quintile,Rural regions,At least once per month,0.38675,443,1091,0.35783,0.41566
2001,5th Quintile,Rural regions,Seldom,0.17844,208,1091,0.15570,0.20117
2005,1st Quintile,Urban regions,At least once per week,0.49475,1043,2039,0.47304,0.51646
2005,1st Quintile,Urban regions,At least once per month,0.26766,542,2039,0.24844,0.28688
2005,1st Quintile,Urban regions,Seldom,0.18688,361,2039,0.16995,0.20380
2005,1st Quintile,Urban regions,Never,0.05071,93,2039,0.04118,0.06024
2005,1st Quintile,Rural regions,At least once per week,0.38095,417,1097,0.35220,0.40970
2005,1st Quintile,Rural regions,At least once per month,0.29082,326,1097,0.26393,0.31770
2005,1st Quintile,Rural regions,Seldom,0.27482,298,1097,0.24839,0.30125
2005,1st Quintile,Rural regions,Never,0.05342,56,1097,0.04011,0.06673
2005,2nd Quintile,Urban regions,At least once per week,0.43445,974,2191,0.41369,0.45521
2005,2nd Quintile,Urban regions,At least once per month,0.32799,725,2191,0.30832,0.34765
2005,2nd Quintile,Urban regions,Seldom,0.20830,428,2191,0.19129,0.22531
2005,2nd Quintile,Urban regions,Never,0.02926,64,2191,0.02220,0.03632
2005,2nd Quintile,Rural regions,At least once per week,0.35358,474,1422,0.32872,0.37843
2005,2nd Quintile,Rural regions,At least once per month,0.35384,527,1422,0.32897,0.37870
2005,2nd Quintile,Rural regions,Seldom,0.23977,359,1422,0.21757,0.26197
2005,2nd Quintile,Rural regions,Never,0.05282,62,1422,0.04119,0.06445
