year,pgisced97,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Lower Secondary Level,3rd Quintile,Never,0.07891,43,661,0.05834,0.09948
1985,Lower Secondary Level,4th Quintile,At least once per week,0.43835,221,468,0.39334,0.48335
1985,Lower Secondary Level,4th Quintile,At least once per month,0.31717,153,468,0.27496,0.35938
1985,Lower Secondary Level,4th Quintile,Seldom,0.19918,94,468,0.16295,0.23540
1985,Lower Secondary Level,5th Quintile,At least once per week,0.46021,164,325,0.40594,0.51448
1985,Lower Secondary Level,5th Quintile,At least once per month,0.31736,109,325,0.26668,0.36804
1985,Lower Secondary Level,5th Quintile,Seldom,0.18023,52,325,0.13838,0.22209
1985,Upper Secondary Level,1st Quintile,At least once per week,0.42769,388,841,0.39424,0.46115
1985,Upper Secondary Level,1st Quintile,At least once per month,0.26834,228,841,0.23837,0.29830
1985,Upper Secondary Level,1st Quintile,Seldom,0.25117,187,841,0.22184,0.28050
1985,Upper Secondary Level,1st Quintile,Never,0.05280,38,841,0.03767,0.06792
1985,Upper Secondary Level,2nd Quintile,At least once per week,0.42464,460,1009,0.39413,0.45516
1985,Upper Secondary Level,2nd Quintile,At least once per month,0.30926,304,1009,0.28072,0.33779
1985,Upper Secondary Level,2nd Quintile,Seldom,0.22386,210,1009,0.19812,0.24959
1985,Upper Secondary Level,2nd Quintile,Never,0.04224,35,1009,0.02983,0.05466
1985,Upper Secondary Level,3rd Quintile,At least once per week,0.43036,476,1058,0.40051,0.46021
1985,Upper Secondary Level,3rd Quintile,At least once per month,0.32994,347,1058,0.30159,0.35828
1985,Upper Secondary Level,3rd Quintile,Seldom,0.20226,199,1058,0.17804,0.22648
1985,Upper Secondary Level,3rd Quintile,Never,0.03744,36,1058,0.02600,0.04888
1985,Upper Secondary Level,4th Quintile,At least once per week,0.47029,556,1152,0.44146,0.49913
1985,Upper Secondary Level,4th Quintile,At least once per month,0.34099,388,1152,0.31360,0.36838
1985,Upper Secondary Level,4th Quintile,Seldom,0.16005,177,1152,0.13887,0.18124
1985,Upper Secondary Level,4th Quintile,Never,0.02866,31,1152,0.01902,0.03830
1985,Upper Secondary Level,5th Quintile,At least once per week,0.42887,495,1055,0.39899,0.45875
1985,Upper Secondary Level,5th Quintile,At least once per month,0.36258,380,1055,0.33356,0.39160
1985,Upper Secondary Level,5th Quintile,Seldom,0.18441,180,1055,0.16100,0.20783
1985,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.74705,31,31,0.59149,0.90261
1985,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.60107,31,31,0.42584,0.77630
1985,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.67969,39,39,0.53134,0.82805
1985,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.63231,41,41,0.48288,0.78174
1985,First Stage of Tertiary Education,1st Quintile,At least once per week,0.44014,31,31,0.26251,0.61778
1985,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.42091,32,32,0.24711,0.59470
1985,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.41040,48,84,0.30457,0.51623
1985,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.34974,36,84,0.24715,0.45234
1985,First Stage of Tertiary Education,4th Quintile,At least once per week,0.35868,54,148,0.28115,0.43621
1985,First Stage of Tertiary Education,4th Quintile,At least once per month,0.35448,55,148,0.27715,0.43181
1985,First Stage of Tertiary Education,4th Quintile,Seldom,0.25436,39,148,0.18396,0.32476
1985,First Stage of Tertiary Education,5th Quintile,At least once per week,0.48618,105,212,0.41874,0.55362
1985,First Stage of Tertiary Education,5th Quintile,At least once per month,0.33495,73,212,0.27127,0.39863
1985,First Stage of Tertiary Education,5th Quintile,Seldom,0.16845,34,212,0.11795,0.21895
1985,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.58393,38,38,0.42510,0.74275
1985,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.43427,43,77,0.32283,0.54571
1985,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.34730,34,77,0.24026,0.45434
1985,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.48245,90,146,0.40112,0.56379
1985,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.33427,56,146,0.25749,0.41105
1985,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.46841,173,361,0.41686,0.51996
1985,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.37911,140,361,0.32899,0.42923
1985,Second Stage of Tertiary Education,5th Quintile,Seldom,0.13487,48,361,0.09958,0.17015
1986,Pre-primary Level,3rd Quintile,At least once per week,0.69075,32,32,0.52804,0.85345
1986,Primary Level,1st Quintile,At least once per week,0.44339,133,246,0.38119,0.50560
1986,Primary Level,1st Quintile,At least once per month,0.23009,68,246,0.17739,0.28280
1986,Primary Level,1st Quintile,Seldom,0.23330,45,246,0.18034,0.28626
1986,Primary Level,2nd Quintile,At least once per week,0.38505,94,185,0.31474,0.45537
1986,Primary Level,2nd Quintile,At least once per month,0.30216,56,185,0.23581,0.36851
1986,Primary Level,2nd Quintile,Seldom,0.25125,35,185,0.18858,0.31392
1986,Primary Level,3rd Quintile,At least once per week,0.48573,81,117,0.39478,0.57669
1986,Primary Level,3rd Quintile,At least once per month,0.24540,36,117,0.16709,0.32371
1986,Primary Level,4th Quintile,At least once per week,0.59341,77,109,0.50077,0.68605
1986,Primary Level,4th Quintile,At least once per month,0.26094,32,109,0.17811,0.34376
1986,Lower Secondary Level,1st Quintile,At least once per week,0.38141,331,764,0.34694,0.41587
1986,Lower Secondary Level,1st Quintile,At least once per month,0.29870,234,764,0.26622,0.33117
1986,Lower Secondary Level,1st Quintile,Seldom,0.24106,158,764,0.21071,0.27141
1986,Lower Secondary Level,1st Quintile,Never,0.07884,41,764,0.05971,0.09796
1986,Lower Secondary Level,2nd Quintile,At least once per week,0.35944,305,699,0.32384,0.39504
1986,Lower Secondary Level,2nd Quintile,At least once per month,0.29892,202,699,0.26496,0.33288
1986,Lower Secondary Level,2nd Quintile,Seldom,0.26248,149,699,0.22984,0.29513
1986,Lower Secondary Level,2nd Quintile,Never,0.07916,43,699,0.05913,0.09919
1986,Lower Secondary Level,3rd Quintile,At least once per week,0.38093,261,580,0.34137,0.42048
1986,Lower Secondary Level,3rd Quintile,At least once per month,0.34002,194,580,0.30143,0.37861
1986,Lower Secondary Level,3rd Quintile,Seldom,0.24044,125,580,0.20563,0.27525
1986,Lower Secondary Level,4th Quintile,At least once per week,0.40071,234,481,0.35687,0.44455
1986,Lower Secondary Level,4th Quintile,At least once per month,0.32114,154,481,0.27937,0.36291
1986,Lower Secondary Level,4th Quintile,Seldom,0.22090,93,481,0.18379,0.25802
1986,Lower Secondary Level,5th Quintile,At least once per week,0.44755,149,314,0.39246,0.50264
1986,Lower Secondary Level,5th Quintile,At least once per month,0.26182,92,314,0.21312,0.31053
1986,Lower Secondary Level,5th Quintile,Seldom,0.26689,73,314,0.21789,0.31589
1986,Upper Secondary Level,1st Quintile,At least once per week,0.36719,319,795,0.33366,0.40072
1986,Upper Secondary Level,1st Quintile,At least once per month,0.33430,267,795,0.30149,0.36711
1986,Upper Secondary Level,1st Quintile,Seldom,0.22338,158,795,0.19441,0.25235
1986,Upper Secondary Level,1st Quintile,Never,0.07513,51,795,0.05680,0.09347
1986,Upper Secondary Level,2nd Quintile,At least once per week,0.32814,349,956,0.29836,0.35792
1986,Upper Secondary Level,2nd Quintile,At least once per month,0.39594,373,956,0.36492,0.42695
1986,Upper Secondary Level,2nd Quintile,Seldom,0.22766,200,956,0.20106,0.25425
1986,Upper Secondary Level,2nd Quintile,Never,0.04827,34,956,0.03467,0.06186
1986,Upper Secondary Level,3rd Quintile,At least once per week,0.42688,458,972,0.39577,0.45799
1986,Upper Secondary Level,3rd Quintile,At least once per month,0.33804,336,972,0.30828,0.36779
1986,Upper Secondary Level,3rd Quintile,Seldom,0.20260,178,972,0.17732,0.22788
1986,Upper Secondary Level,4th Quintile,At least once per week,0.43742,548,1174,0.40903,0.46581
1986,Upper Secondary Level,4th Quintile,At least once per month,0.34204,377,1174,0.31489,0.36919
1986,Upper Secondary Level,4th Quintile,Seldom,0.18588,214,1174,0.16362,0.20814
1986,Upper Secondary Level,4th Quintile,Never,0.03466,35,1174,0.02419,0.04513
1986,Upper Secondary Level,5th Quintile,At least once per week,0.42854,461,1029,0.39828,0.45879
1986,Upper Secondary Level,5th Quintile,At least once per month,0.35531,373,1029,0.32605,0.38457
1986,Upper Secondary Level,5th Quintile,Seldom,0.19542,195,1029,0.17118,0.21966
1986,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.69072,35,35,0.53536,0.84608
1986,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.44185,33,33,0.26978,0.61392
1986,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.61250,39,39,0.45760,0.76740
1986,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.42054,32,32,0.24677,0.59432
1986,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.35429,42,80,0.24882,0.45976
1986,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.32693,38,80,0.22349,0.43037
1986,First Stage of Tertiary Education,4th Quintile,At least once per week,0.39970,59,111,0.30816,0.49124
1986,First Stage of Tertiary Education,4th Quintile,At least once per month,0.34193,52,111,0.25328,0.43058
1986,First Stage of Tertiary Education,5th Quintile,At least once per week,0.33057,60,181,0.26184,0.39929
1986,First Stage of Tertiary Education,5th Quintile,At least once per month,0.48427,88,181,0.41126,0.55728
1986,First Stage of Tertiary Education,5th Quintile,Seldom,0.17867,33,181,0.12271,0.23464
1986,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.71901,35,35,0.56792,0.87009
1986,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.41024,42,78,0.30037,0.52010
1986,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.41744,36,78,0.30729,0.52759
1986,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.41838,72,162,0.34218,0.49458
1986,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.31296,54,162,0.24133,0.38458
1986,Second Stage of Tertiary Education,4th Quintile,Seldom,0.24115,36,162,0.17507,0.30723
1986,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.42856,166,374,0.37834,0.47878
1986,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.42828,158,374,0.37807,0.47850
1986,Second Stage of Tertiary Education,5th Quintile,Seldom,0.14142,50,374,0.10606,0.17679
1988,Primary Level,1st Quintile,At least once per week,0.46683,136,221,0.40091,0.53276
1988,Primary Level,1st Quintile,At least once per month,0.21696,54,221,0.16249,0.27142
1988,Primary Level,1st Quintile,Seldom,0.22776,31,221,0.17234,0.28318
1988,Primary Level,2nd Quintile,At least once per week,0.50845,91,136,0.42411,0.59278
1988,Primary Level,2nd Quintile,At least once per month,0.32160,45,136,0.24281,0.40040
1988,Primary Level,3rd Quintile,At least once per week,0.45507,80,116,0.36406,0.54609
1988,Primary Level,3rd Quintile,At least once per month,0.28334,36,116,0.20098,0.36570
1988,Primary Level,4th Quintile,At least once per week,0.67059,74,74,0.56277,0.77841
1988,Lower Secondary Level,1st Quintile,At least once per week,0.35186,346,754,0.31775,0.38597
1988,Lower Secondary Level,1st Quintile,At least once per month,0.28341,199,754,0.25123,0.31560
1988,Lower Secondary Level,1st Quintile,Seldom,0.23443,138,754,0.20417,0.26469
1988,Lower Secondary Level,1st Quintile,Never,0.13030,71,754,0.10626,0.15434
1988,Lower Secondary Level,2nd Quintile,At least once per week,0.43634,320,617,0.39717,0.47550
1988,Lower Secondary Level,2nd Quintile,At least once per month,0.31542,197,617,0.27873,0.35212
1988,Lower Secondary Level,2nd Quintile,Seldom,0.18608,100,617,0.15534,0.21681
1988,Lower Secondary Level,3rd Quintile,At least once per week,0.40598,275,538,0.36444,0.44751
1988,Lower Secondary Level,3rd Quintile,At least once per month,0.30921,165,538,0.27012,0.34830
1988,Lower Secondary Level,3rd Quintile,Seldom,0.23164,98,538,0.19595,0.26732
1988,Lower Secondary Level,4th Quintile,At least once per week,0.42031,227,444,0.37434,0.46628
1988,Lower Secondary Level,4th Quintile,At least once per month,0.31808,136,444,0.27471,0.36145
1988,Lower Secondary Level,4th Quintile,Seldom,0.22702,81,444,0.18801,0.26603
1988,Lower Secondary Level,5th Quintile,At least once per week,0.41056,141,277,0.35252,0.46859
1988,Lower Secondary Level,5th Quintile,At least once per month,0.33668,78,277,0.28092,0.39243
1988,Lower Secondary Level,5th Quintile,Seldom,0.21926,58,277,0.17045,0.26808
1988,Upper Secondary Level,1st Quintile,At least once per week,0.40302,320,727,0.36734,0.43870
1988,Upper Secondary Level,1st Quintile,At least once per month,0.28175,207,727,0.24902,0.31447
1988,Upper Secondary Level,1st Quintile,Seldom,0.24617,161,727,0.21483,0.27750
1988,Upper Secondary Level,1st Quintile,Never,0.06907,39,727,0.05063,0.08752
1988,Upper Secondary Level,2nd Quintile,At least once per week,0.36507,373,903,0.33365,0.39649
1988,Upper Secondary Level,2nd Quintile,At least once per month,0.38533,359,903,0.35357,0.41709
1988,Upper Secondary Level,2nd Quintile,Seldom,0.20502,171,903,0.17867,0.23136
1988,Upper Secondary Level,3rd Quintile,At least once per week,0.44521,460,968,0.41389,0.47654
1988,Upper Secondary Level,3rd Quintile,At least once per month,0.33190,332,968,0.30222,0.36158
1988,Upper Secondary Level,3rd Quintile,Seldom,0.19388,176,968,0.16896,0.21880
1988,Upper Secondary Level,4th Quintile,At least once per week,0.45829,547,1073,0.42847,0.48812
1988,Upper Secondary Level,4th Quintile,At least once per month,0.34551,363,1073,0.31704,0.37398
1988,Upper Secondary Level,4th Quintile,Seldom,0.16876,163,1073,0.14634,0.19118
1988,Upper Secondary Level,5th Quintile,At least once per week,0.42798,427,946,0.39643,0.45952
1988,Upper Secondary Level,5th Quintile,At least once per month,0.36439,343,946,0.33371,0.39508
1988,Upper Secondary Level,5th Quintile,Seldom,0.18617,176,946,0.16135,0.21099
1988,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.85508,36,36,0.73846,0.97171
1988,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.60281,51,51,0.46717,0.73844
1988,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.34399,35,74,0.23502,0.45297
1988,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.47181,39,74,0.35729,0.58633
1988,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.31284,35,81,0.21124,0.41445
1988,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.48223,46,81,0.37273,0.59173
1988,First Stage of Tertiary Education,4th Quintile,At least once per week,0.35912,47,130,0.27633,0.44191
1988,First Stage of Tertiary Education,4th Quintile,At least once per month,0.33380,46,130,0.25242,0.41517
1988,First Stage of Tertiary Education,4th Quintile,Seldom,0.28462,37,130,0.20675,0.36249
1988,First Stage of Tertiary Education,5th Quintile,At least once per week,0.41354,71,133,0.32952,0.49755
1988,First Stage of Tertiary Education,5th Quintile,At least once per month,0.40134,62,133,0.31772,0.48496
1988,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.73735,37,37,0.59359,0.88111
1988,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.75317,34,34,0.60606,0.90028
1988,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.42580,41,76,0.31389,0.53771
1988,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.40139,35,76,0.29045,0.51233
1988,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.45996,69,123,0.37152,0.54840
1988,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.36999,54,123,0.28432,0.45566
1988,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.45972,165,356,0.40787,0.51156
1988,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.39608,141,356,0.34521,0.44696
1988,Second Stage of Tertiary Education,5th Quintile,Seldom,0.13186,50,356,0.09666,0.16706
1992,Pre-primary Level,1st Quintile,At least once per week,0.77466,32,32,0.62758,0.92174
1992,Pre-primary Level,3rd Quintile,At least once per week,0.82931,39,39,0.70969,0.94894
1992,Primary Level,1st Quintile,At least once per week,0.50034,95,128,0.41338,0.58730
1992,Primary Level,1st Quintile,At least once per month,0.19346,33,128,0.12476,0.26216
1992,Primary Level,2nd Quintile,At least once per week,0.54461,92,128,0.45800,0.63123
1992,Primary Level,2nd Quintile,At least once per month,0.26055,36,128,0.18421,0.33690
1992,Primary Level,3rd Quintile,At least once per week,0.54470,90,127,0.45775,0.63166
1992,Primary Level,3rd Quintile,At least once per month,0.24696,37,127,0.17166,0.32226
1992,Primary Level,4th Quintile,At least once per week,0.53885,65,101,0.44114,0.63655
1992,Primary Level,4th Quintile,At least once per month,0.25571,36,101,0.17020,0.34121
1992,Lower Secondary Level,1st Quintile,At least once per week,0.33410,288,728,0.29981,0.36838
1992,Lower Secondary Level,1st Quintile,At least once per month,0.26531,207,728,0.23322,0.29741
1992,Lower Secondary Level,1st Quintile,Seldom,0.27711,168,728,0.24457,0.30964
1992,Lower Secondary Level,1st Quintile,Never,0.12348,65,728,0.09957,0.14740
1992,Lower Secondary Level,2nd Quintile,At least once per week,0.41189,315,624,0.37324,0.45054
1992,Lower Secondary Level,2nd Quintile,At least once per month,0.31923,191,624,0.28262,0.35583
1992,Lower Secondary Level,2nd Quintile,Seldom,0.20575,118,624,0.17400,0.23749
1992,Lower Secondary Level,3rd Quintile,At least once per week,0.46252,284,514,0.41937,0.50566
1992,Lower Secondary Level,3rd Quintile,At least once per month,0.30910,146,514,0.26911,0.34909
1992,Lower Secondary Level,3rd Quintile,Seldom,0.15505,84,514,0.12373,0.18637
1992,Lower Secondary Level,4th Quintile,At least once per week,0.48949,286,524,0.44665,0.53233
1992,Lower Secondary Level,4th Quintile,At least once per month,0.28589,147,524,0.24716,0.32461
1992,Lower Secondary Level,4th Quintile,Seldom,0.19690,91,524,0.16282,0.23098
1992,Lower Secondary Level,5th Quintile,At least once per week,0.44438,141,280,0.38608,0.50269
1992,Lower Secondary Level,5th Quintile,At least once per month,0.30192,82,280,0.24805,0.35579
1992,Lower Secondary Level,5th Quintile,Seldom,0.21699,57,280,0.16862,0.26535
1992,Upper Secondary Level,1st Quintile,At least once per week,0.31946,383,1377,0.29482,0.34410
1992,Upper Secondary Level,1st Quintile,At least once per month,0.35812,516,1377,0.33278,0.38345
1992,Upper Secondary Level,1st Quintile,Seldom,0.25086,400,1377,0.22795,0.27376
1992,Upper Secondary Level,1st Quintile,Never,0.07157,78,1377,0.05795,0.08519
1992,Upper Secondary Level,2nd Quintile,At least once per week,0.32026,450,1427,0.29604,0.34448
1992,Upper Secondary Level,2nd Quintile,At least once per month,0.42017,592,1427,0.39455,0.44579
1992,Upper Secondary Level,2nd Quintile,Seldom,0.22752,350,1427,0.20576,0.24928
1992,Upper Secondary Level,2nd Quintile,Never,0.03205,35,1427,0.02291,0.04119
1992,Upper Secondary Level,3rd Quintile,At least once per week,0.35694,508,1311,0.33100,0.38288
1992,Upper Secondary Level,3rd Quintile,At least once per month,0.38477,484,1311,0.35843,0.41112
1992,Upper Secondary Level,3rd Quintile,Seldom,0.22641,283,1311,0.20375,0.24907
1992,Upper Secondary Level,3rd Quintile,Never,0.03188,36,1311,0.02236,0.04139
1992,Upper Secondary Level,4th Quintile,At least once per week,0.40693,587,1336,0.38057,0.43328
1992,Upper Secondary Level,4th Quintile,At least once per month,0.37384,510,1336,0.34789,0.39979
1992,Upper Secondary Level,4th Quintile,Seldom,0.19222,239,1336,0.17108,0.21335
1992,Upper Secondary Level,5th Quintile,At least once per week,0.39537,493,1159,0.36721,0.42354
1992,Upper Secondary Level,5th Quintile,At least once per month,0.39506,463,1159,0.36690,0.42322
1992,Upper Secondary Level,5th Quintile,Seldom,0.18581,203,1159,0.16341,0.20821
1992,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.61705,36,36,0.45600,0.77810
1992,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.38704,32,32,0.21557,0.55850
1992,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.58762,49,49,0.44836,0.72688
1992,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.50026,56,90,0.39639,0.60414
1992,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.36369,34,90,0.26375,0.46364
1992,First Stage of Tertiary Education,1st Quintile,At least once per month,0.36619,39,39,0.21301,0.51937
1992,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.36221,62,113,0.27319,0.45123
1992,First Stage of Tertiary Education,2nd Quintile,Seldom,0.32055,51,113,0.23412,0.40698
1992,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.33028,46,155,0.25600,0.40457
1992,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.42967,67,155,0.35148,0.50786
1992,First Stage of Tertiary Education,3rd Quintile,Seldom,0.23137,42,155,0.16476,0.29797
1992,First Stage of Tertiary Education,4th Quintile,At least once per week,0.44214,62,117,0.35176,0.53252
1992,First Stage of Tertiary Education,4th Quintile,At least once per month,0.38174,55,117,0.29333,0.47015
1992,First Stage of Tertiary Education,5th Quintile,At least once per week,0.34236,81,213,0.27849,0.40624
1992,First Stage of Tertiary Education,5th Quintile,At least once per month,0.41902,89,213,0.35260,0.48544
1992,First Stage of Tertiary Education,5th Quintile,Seldom,0.22632,43,213,0.16999,0.28265
1992,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.30520,60,234,0.24607,0.36433
1992,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.40739,100,234,0.34430,0.47049
1992,Second Stage of Tertiary Education,1st Quintile,Seldom,0.25324,74,234,0.19740,0.30908
1992,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.42720,103,312,0.37222,0.48218
1992,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.34827,124,312,0.29532,0.40122
1992,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.22407,85,312,0.17772,0.27041
1992,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.29707,85,324,0.24723,0.34691
1992,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.43946,144,324,0.38533,0.49359
1992,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.25118,95,324,0.20388,0.29847
1992,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.37613,91,277,0.31898,0.43328
1992,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.41309,118,277,0.35500,0.47118
1992,Second Stage of Tertiary Education,4th Quintile,Seldom,0.20988,68,277,0.16183,0.25792
1992,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.39697,186,483,0.35329,0.44065
1992,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.41125,198,483,0.36732,0.45518
1992,Second Stage of Tertiary Education,5th Quintile,Seldom,0.17656,99,483,0.14252,0.21060
1994,No answer / don't know,1st Quintile,At least once per week,0.39063,32,32,0.21888,0.56238
1994,Pre-primary Level,2nd Quintile,At least once per week,0.81467,48,48,0.70358,0.92576
1994,Pre-primary Level,3rd Quintile,At least once per week,0.78643,48,48,0.66926,0.90360
1994,Primary Level,1st Quintile,At least once per week,0.39283,95,195,0.32411,0.46156
1994,Primary Level,1st Quintile,At least once per month,0.26750,57,195,0.20521,0.32979
1994,Primary Level,1st Quintile,Seldom,0.26824,43,195,0.20590,0.33059
1994,Primary Level,2nd Quintile,At least once per week,0.52846,74,113,0.43601,0.62091
1994,Primary Level,2nd Quintile,At least once per month,0.27666,39,113,0.19381,0.35952
1994,Primary Level,3rd Quintile,At least once per week,0.51564,54,91,0.41239,0.61890
1994,Primary Level,3rd Quintile,At least once per month,0.31523,37,91,0.21924,0.41122
1994,Primary Level,4th Quintile,At least once per week,0.52874,38,38,0.36790,0.68959
1994,Lower Secondary Level,1st Quintile,At least once per week,0.36334,319,716,0.32809,0.39860
1994,Lower Secondary Level,1st Quintile,At least once per month,0.29976,191,716,0.26617,0.33334
1994,Lower Secondary Level,1st Quintile,Seldom,0.24490,152,716,0.21338,0.27642
1994,Lower Secondary Level,1st Quintile,Never,0.09200,54,716,0.07082,0.11319
1994,Lower Secondary Level,2nd Quintile,At least once per week,0.37442,251,542,0.33363,0.41520
1994,Lower Secondary Level,2nd Quintile,At least once per month,0.30527,157,542,0.26646,0.34407
1994,Lower Secondary Level,2nd Quintile,Seldom,0.25727,134,542,0.22043,0.29410
1994,Lower Secondary Level,3rd Quintile,At least once per week,0.39674,234,508,0.35416,0.43933
1994,Lower Secondary Level,3rd Quintile,At least once per month,0.34977,167,508,0.30826,0.39128
1994,Lower Secondary Level,3rd Quintile,Seldom,0.21956,107,508,0.18353,0.25560
1994,Lower Secondary Level,4th Quintile,At least once per week,0.37651,175,385,0.32805,0.42497
1994,Lower Secondary Level,4th Quintile,At least once per month,0.33565,141,385,0.28842,0.38288
1994,Lower Secondary Level,4th Quintile,Seldom,0.22413,69,385,0.18242,0.26584
1994,Lower Secondary Level,5th Quintile,At least once per week,0.37594,98,243,0.31492,0.43697
1994,Lower Secondary Level,5th Quintile,At least once per month,0.38445,97,243,0.32315,0.44574
1994,Lower Secondary Level,5th Quintile,Seldom,0.19203,48,243,0.14240,0.24166
1994,Upper Secondary Level,1st Quintile,At least once per week,0.36001,401,1196,0.33279,0.38722
1994,Upper Secondary Level,1st Quintile,At least once per month,0.31983,399,1196,0.29339,0.34628
1994,Upper Secondary Level,1st Quintile,Seldom,0.26603,334,1196,0.24098,0.29108
