year,pli0094_h,bula_h,sampreg,proportion,n,lower_confidence,upper_confidence
1985,Seldom,Lower Saxony,West,0.10609137055837563,14443,0.10106893977063325,0.11111380134611801
1985,Seldom,Hesse,West,0.10101522842639594,14443,0.09610052904516042,0.10592992780763147
1985,Seldom,"Rhineland-Palatinate, Saarland",West,0.06903553299492386,14443,0.06490096384881017,0.07317010214103756
1985,Seldom,Schleswig-Holstein,West,0.04213197969543147,14443,0.0388556610314935,0.04540829835936944
1985,Seldom,Berlin,West,0.03553299492385787,14443,0.03251382914656238,0.03855216070115336
1985,Seldom,Hamburg,West,0.016751269035532996,14443,0.014658203050753167,0.018844335020312825
1985,Seldom,Bremen,West,0.014720812182741117,14443,0.012756670075154502,0.016684954290327732
1985,Never,Baden-Wuerttemberg,West,0.1891891891891892,14443,0.18280162482931772,0.19557675354906068
1985,Never,Bavaria,West,0.18427518427518427,14443,0.17795204671441192,0.19059832183595662
1985,Never,North Rhine-Westphalia,West,0.1597051597051597,14443,0.15373064426462502,0.16567967514569437
1985,Never,Hesse,West,0.1375921375921376,14443,0.1319741532008871,0.1432101219833881
1985,Never,Lower Saxony,West,0.11302211302211303,14443,0.1078583598675073,0.11818586617671875
1985,Never,"Rhineland-Palatinate, Saarland",West,0.10565110565110565,14443,0.10063787280881648,0.11066433849339483
1985,Never,Hamburg,West,0.03931203931203931,14443,0.03614260812873808,0.04248147049534054
1985,Never,Berlin,West,0.0343980343980344,14443,0.03142573023655607,0.037370338559512724
1985,Never,Schleswig-Holstein,West,0.029484029484029485,14443,0.026725217350797793,0.032242841617261174
1985,Never,Bremen,West,0.007371007371007371,14443,0.005975975060657802,0.008766039681356941
1986,At least once per week,North Rhine-Westphalia,West,0.2782780584230178,13742,0.27078506181606266,0.2857710550299729
1986,At least once per week,Baden-Wuerttemberg,West,0.19349879200527126,13742,0.18689379326049682,0.2001037907500457
1986,At least once per week,Bavaria,West,0.16626400175708325,13742,0.16003892815643675,0.17248907535772975
1986,At least once per week,Hesse,West,0.10981770261366132,13742,0.10459004960616228,0.11504535562116036
1986,At least once per week,Lower Saxony,West,0.0931254118163848,13742,0.08826650222098249,0.0979843214117871
1986,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06567098616296947,13742,0.061529389654071114,0.06981258267186782
1986,At least once per week,Hamburg,West,0.031188227542279817,13742,0.028281889343246908,0.03409456574131273
1986,At least once per week,Berlin,West,0.029870415110915878,13742,0.027024207322298453,0.0327166228995333
1986,At least once per week,Schleswig-Holstein,West,0.025477707006369428,13742,0.022843152683289535,0.02811226132944932
1986,At least once per week,Bremen,West,0.006808697562047002,13742,0.005433770769721832,0.008183624354372171
1986,At least once per month,North Rhine-Westphalia,West,0.2773701203404755,13742,0.26988465344143747,0.2848555872395135
1986,At least once per month,Baden-Wuerttemberg,West,0.1810977399471676,13742,0.17465895901385206,0.18753652088048314
1986,At least once per month,Bavaria,West,0.15702964484884063,13742,0.1509465011669175,0.16311278853076377
1986,At least once per month,Lower Saxony,West,0.11593777516877019,13742,0.11058492610910527,0.1212906242284351
1986,At least once per month,Hesse,West,0.08981508658643968,13742,0.0850346169723908,0.09459555620048855
1986,At least once per month,"Rhineland-Palatinate, Saarland",West,0.0848253595538597,13742,0.08016686124151831,0.08948385786620108
1986,At least once per month,Berlin,West,0.03668916935720575,13742,0.03354588797247388,0.03983245074193762
1986,At least once per month,Schleswig-Holstein,West,0.026416201937188143,13742,0.02373485533614371,0.029097548538232577
1986,At least once per month,Hamburg,West,0.017904314646316408,13742,0.015687206633675704,0.02012142265895711
1986,At least once per month,Bremen,West,0.012914587613736424,13742,0.01102681910256558,0.01480235612490727
1986,Seldom,North Rhine-Westphalia,West,0.24753502854177478,13742,0.24031909416085184,0.2547509629226977
1986,Seldom,Bavaria,West,0.19408406850025947,13742,0.18747148889115298,0.20069664810936597
1986,Seldom,Baden-Wuerttemberg,West,0.1811105345096004,13742,0.17467157643210102,0.1875494925870998
1986,Seldom,Lower Saxony,West,0.10378827192527244,13742,0.0986889720631879,0.10888757178735699
1986,Seldom,Hesse,West,0.08458744161909704,13742,0.07993487632002355,0.08924000691817052
1986,Seldom,"Rhineland-Palatinate, Saarland",West,0.07161390762843799,13742,0.06730274805561894,0.07592506720125704
1986,Seldom,Schleswig-Holstein,West,0.049818370524130774,13742,0.046180651315998675,0.053456089732262874
1986,Seldom,Berlin,West,0.03684483653347172,13742,0.03369514846765753,0.0399945245992859
1986,Seldom,Hamburg,West,0.01608718214841723,13742,0.013983648816899254,0.018190715479935202
1986,Seldom,Bremen,West,0.014530358069538143,13742,0.012529617020386614,0.016531099118689673
1986,Never,North Rhine-Westphalia,West,0.22418136020151133,13742,0.21720850006554782,0.23115422033747485
1986,Never,Baden-Wuerttemberg,West,0.19143576826196473,13742,0.1848576768423696,0.19801385968155988
1986,Never,Bavaria,West,0.15869017632241814,13742,0.1525809797331113,0.16479937291172497
1986,Never,Hesse,West,0.13602015113350127,13742,0.13028843686290503,0.1417518654040975
1986,Never,Lower Saxony,West,0.12846347607052896,13742,0.12286894448743274,0.1340580076536252
1986,Never,"Rhineland-Palatinate, Saarland",West,0.060453400503778336,13742,0.05646865463309007,0.0644381463744666
1986,Never,Hamburg,West,0.0327455919395466,13742,0.029769969118298878,0.03572121476079432
1986,Never,Schleswig-Holstein,West,0.030226700251889168,13742,0.02736409423180133,0.033089306271977
1986,Never,Berlin,West,0.027707808564231738,13742,0.02496351487188885,0.030452102256574628
1986,Never,Bremen,West,0.010075566750629723,13742,0.00840575749747639,0.011745376003783056
1988,At least once per week,North Rhine-Westphalia,West,0.26287203997393005,12817,0.25525113547554307,0.27049294447231703
1988,At least once per week,Baden-Wuerttemberg,West,0.2124701281772757,12817,0.20538830078819648,0.21955195556635493
1988,At least once per week,Bavaria,West,0.17314794699109276,12817,0.16659728098455462,0.1796986129976309
1988,At least once per week,Hesse,West,0.11383880078209863,12817,0.10834004539507554,0.11933755616912171
1988,At least once per week,Lower Saxony,West,0.08451010210732131,12817,0.07969457346216252,0.0893256307524801
1988,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06843363024114708,12817,0.06406239106900363,0.07280486941329053
1988,At least once per week,Berlin,West,0.029545948294590483,12817,0.026614384599250432,0.032477511989930534
1988,At least once per week,Schleswig-Holstein,West,0.027590701716271995,12817,0.02475494608154438,0.030426457350999612
1988,At least once per week,Hamburg,West,0.021507712361503367,12817,0.018996180497118386,0.02401924422588835
1988,At least once per week,Bremen,West,0.006082989354768629,12817,0.00473683001358083,0.007429148695956428
1988,At least once per month,North Rhine-Westphalia,West,0.2798965740142211,12817,0.2721241030360549,0.28766904499238727
1988,At least once per month,Baden-Wuerttemberg,West,0.17485455720749837,12817,0.16827848444683374,0.181430629968163
1988,At least once per month,Bavaria,West,0.14673561732385262,12817,0.14060968126115123,0.15286155338655402
1988,At least once per month,Lower Saxony,West,0.1244343891402715,12817,0.11871989966604185,0.13014887861450114
1988,At least once per month,Hesse,West,0.08532643826761474,12817,0.08048986522392845,0.09016301131130103
1988,At least once per month,"Rhineland-Palatinate, Saarland",West,0.07304460245636717,12817,0.06853968992611961,0.07754951498661472
1988,At least once per month,Berlin,West,0.04524886877828054,12817,0.04165044893357504,0.04884728862298604
1988,At least once per month,Schleswig-Holstein,West,0.03361344537815126,12817,0.030493156280633177,0.03673373447566934
1988,At least once per month,Hamburg,West,0.02197802197802198,12817,0.0194397889670063,0.02451625498903766
1988,At least once per month,Bremen,West,0.014867485455720749,12817,0.012772268659140915,0.016962702252300583
1988,Seldom,North Rhine-Westphalia,West,0.27075812274368233,12817,0.2630652344439676,0.27845101104339703
1988,Seldom,Bavaria,West,0.17990373044524668,12817,0.1732538263520514,0.18655363453844198
1988,Seldom,Baden-Wuerttemberg,West,0.15282791817087846,12817,0.1465984632781774,0.1590573730635795
1988,Seldom,Lower Saxony,West,0.1299638989169675,12817,0.12414229194795534,0.13578550588597965
1988,Seldom,"Rhineland-Palatinate, Saarland",West,0.08604091456077016,12817,0.08118603159093676,0.09089579753060356
1988,Seldom,Hesse,West,0.08243080625752106,12817,0.07766948960637075,0.08719212290867136
1988,Seldom,Schleswig-Holstein,West,0.04693140794223827,12817,0.04326992723844895,0.05059288864602759
1988,Seldom,Berlin,West,0.02527075812274368,12817,0.02255360563293946,0.027987910612547903
1988,Seldom,Hamburg,West,0.013838748495788207,12817,0.01181626375078027,0.015861233240796142
1988,Seldom,Bremen,West,0.012033694344163659,12817,0.010145992352762019,0.013921396335565299
1988,Never,North Rhine-Westphalia,West,0.25,12817,0.24250341421240434,0.25749658578759566
1988,Never,Hesse,West,0.1744186046511628,12817,0.16784900005023756,0.18098820925208803
1988,Never,Baden-Wuerttemberg,West,0.14825581395348839,12817,0.14210371467999444,0.15440791322698233
1988,Never,Bavaria,West,0.14534883720930233,12817,0.13924696505660822,0.15145070936199645
1988,Never,"Rhineland-Palatinate, Saarland",West,0.11918604651162791,12817,0.11357663012009629,0.12479546290315953
1988,Never,Lower Saxony,West,0.0755813953488372,12817,0.07100519878569496,0.08015759191197945
1988,Never,Hamburg,West,0.029069767441860465,12817,0.02616120983378529,0.03197832504993564
1988,Never,Schleswig-Holstein,West,0.02616279069767442,12817,0.023399363072029746,0.028926218323319094
1988,Never,Berlin,West,0.020348837209302327,12817,0.017904458979883735,0.02279321543872092
1988,Never,Bremen,West,0.011627906976744186,12817,0.009771924417517825,0.013483889535970546
1990,At least once per week,Saxony,East,0.2776392352452203,18165,0.27112661335636545,0.2841518571340751
1990,At least once per week,Saxony-Anhalt,East,0.19451371571072318,18165,0.18875742710615928,0.20027000431528708
1990,At least once per week,Thuringa,East,0.1770573566084788,18165,0.17150624266396824,0.18260847055298934
1990,At least once per week,Brandenburg,East,0.13881961762261014,18165,0.13379143716036732,0.14384779808485296
1990,At least once per week,Mecklenburg-Western Pomerania,East,0.11886949293433084,18165,0.11416304027865831,0.12357594559000337
1990,At least once per week,Berlin,East,0.09310058187863675,18165,0.08887492597389339,0.0973262377833801
1990,At least once per month,Saxony,East,0.3163771712158809,18165,0.3096140181271971,0.3231403243045647
1990,At least once per month,Saxony-Anhalt,East,0.17555831265508684,18165,0.17002571560275814,0.18109090970741554
1990,At least once per month,Brandenburg,East,0.1687344913151365,18165,0.16328808316462573,0.17418089946564724
1990,At least once per month,Thuringa,East,0.1588089330024814,18165,0.15349368956179374,0.16412417644316904
1990,At least once per month,Mecklenburg-Western Pomerania,East,0.11104218362282878,18165,0.10647316483924889,0.11561120240640867
1990,At least once per month,Berlin,East,0.06947890818858561,18165,0.06578123968811757,0.07317657668905365
1990,Seldom,Saxony,East,0.30722433460076043,18165,0.3005152620471298,0.31393340715439105
1990,Seldom,Brandenburg,East,0.19239543726235742,18165,0.18666305509383138,0.19812781943088345
1990,Seldom,Thuringa,East,0.17186311787072242,18165,0.16637680239540878,0.17734943334603606
1990,Seldom,Saxony-Anhalt,East,0.1703422053231939,18165,0.16487520622953367,0.17580920441685416
1990,Seldom,Mecklenburg-Western Pomerania,East,0.11102661596958174,18165,0.10645787747203822,0.11559535446712527
1990,Seldom,Berlin,East,0.04714828897338403,18165,0.04406592444875015,0.05023065349801791
1990,Never,Saxony,East,0.35978835978835977,18165,0.35280886949507156,0.366767850081648
1990,Never,Saxony-Anhalt,East,0.2275132275132275,18165,0.22141663425118327,0.23360982077527173
1990,Never,Thuringa,East,0.1746031746031746,18165,0.16908245315327025,0.18012389605307894
1990,Never,Brandenburg,East,0.1164021164021164,18165,0.11173824956358769,0.1210659832406451
1990,Never,Mecklenburg-Western Pomerania,East,0.08994708994708994,18165,0.08578640098988996,0.09410777890428992
1990,Never,Berlin,East,0.031746031746031744,18165,0.029196398367084854,0.034295665124978635
1992,At least once per week,North Rhine-Westphalia,West,0.22748538011695907,17350,0.22124750851909658,0.23372325171482156
1992,At least once per week,Baden-Wuerttemberg,West,0.16842105263157894,17350,0.16285232132554653,0.17398978393761136
1992,At least once per week,Bavaria,West,0.1469785575048733,17350,0.14170973830118366,0.15224737670856292
1992,At least once per week,Hesse,West,0.08830409356725147,17350,0.08408205931170197,0.09252612782280097
1992,At least once per week,Lower Saxony,West,0.07641325536062378,17350,0.0724602306570151,0.08036628006423246
1992,At least once per week,"Rhineland-Palatinate, Saarland",West,0.054775828460038985,17350,0.05138997452594583,0.05816168239413214
1992,At least once per week,Saxony,East,0.04580896686159844,17350,0.04269797234314098,0.048919961380055894
1992,At least once per week,Saxony-Anhalt,East,0.03333333333333333,17350,0.030662270674302994,0.03600439599236367
1992,At least once per week,Thuringa,East,0.0317738791423002,17350,0.029163943196148023,0.03438381508845237
1992,At least once per week,Berlin,West,0.02962962962962963,17350,0.02710650788285891,0.03215275137640035
1992,At least once per week,Brandenburg,East,0.02280701754385965,17350,0.020585597174301324,0.025028437913417977
1992,At least once per week,Schleswig-Holstein,West,0.01871345029239766,17350,0.016697029398902174,0.02072987118589315
1992,At least once per week,Berlin,East,0.01676413255360624,17350,0.014853726299280227,0.01867453880793225
1992,At least once per week,Mecklenburg-Western Pomerania,East,0.016569200779727095,17350,0.014669745754860965,0.018468655804593226
1992,At least once per week,Hamburg,West,0.015789473684210527,17350,0.01393451533947716,0.017644432028943894
1992,At least once per week,Bremen,West,0.006432748538011696,17350,0.005243142243688569,0.007622354832334824
1992,At least once per month,North Rhine-Westphalia,West,0.17847938144329897,17350,0.17278155007534657,0.18417721281125138
1992,At least once per month,Baden-Wuerttemberg,West,0.11683848797250859,17350,0.1120585818956323,0.12161839404938489
1992,At least once per month,Bavaria,West,0.10867697594501718,17350,0.10404578521852632,0.11330816667150805
1992,At least once per month,Saxony,East,0.10094501718213059,17350,0.09646229420590192,0.10542774015835925
1992,At least once per month,Lower Saxony,West,0.07860824742268041,17350,0.07460361601683782,0.082612878828523
1992,At least once per month,Hesse,West,0.0627147766323024,17350,0.05910710370960618,0.06632244955499862
1992,At least once per month,Saxony-Anhalt,East,0.0625,17350,0.0588980972847634,0.06610190271523661
1992,At least once per month,Brandenburg,East,0.060781786941580755,17350,0.05722648641975693,0.06433708746340458
1992,At least once per month,Thuringa,East,0.05648625429553265,17350,0.05305105580681359,0.059921452784251705
1992,At least once per month,"Rhineland-Palatinate, Saarland",West,0.04982817869415808,17350,0.04659041676808322,0.05306594062023294
1992,At least once per month,Mecklenburg-Western Pomerania,East,0.037371134020618556,17350,0.0345488292465534,0.04019343879468371
1992,At least once per month,Berlin,East,0.02663230240549828,17350,0.024236510168627205,0.029028094642369356
1992,At least once per month,Berlin,West,0.024054982817869417,17350,0.021775052714740947,0.026334912920997888
1992,At least once per month,Schleswig-Holstein,West,0.01804123711340206,17350,0.016060685730792147,0.020021788496011973
1992,At least once per month,Hamburg,West,0.01052405498281787,17350,0.00900560494649909,0.01204250501913665
1992,At least once per month,Bremen,West,0.007517182130584193,17350,0.006231909183073236,0.008802455078095149
1992,Seldom,North Rhine-Westphalia,West,0.14871236851650343,17350,0.14341795280215697,0.1540067842308499
1992,Seldom,Saxony,East,0.13565469713456657,17350,0.1305594249570068,0.14074996931212636
1992,Seldom,Bavaria,West,0.10301051867972434,17350,0.09848737072608985,0.10753366663335884
1992,Seldom,Saxony-Anhalt,East,0.09503083061298513,17350,0.09066712457732885,0.09939453664864141
1992,Seldom,Baden-Wuerttemberg,West,0.0917664127675009,17350,0.0874705837372499,0.0960622417977519
1992,Seldom,Brandenburg,East,0.08088501994922016,17350,0.07682783035931598,0.08494220953912435
1992,Seldom,Thuringa,East,0.0794341675734494,17350,0.0754103578849897,0.0834579772619091
1992,Seldom,Lower Saxony,West,0.05984766050054407,17350,0.05631803168433935,0.0633772893167488
1992,Seldom,Mecklenburg-Western Pomerania,East,0.05368153790351832,17350,0.050327735567150374,0.05703534023988626
1992,Seldom,Hesse,West,0.0460645629307218,17350,0.042945319275209115,0.04918380658623449
1992,Seldom,"Rhineland-Palatinate, Saarland",West,0.03482045701849837,17350,0.03209256220881915,0.03754835182817759
1992,Seldom,Schleswig-Holstein,West,0.023213638012332245,17350,0.020972968889974016,0.025454307134690473
1992,Seldom,Berlin,East,0.02140007254261879,17350,0.019246713025188166,0.023553432060049413
1992,Seldom,Berlin,West,0.01342038447587958,17350,0.011708182950044766,0.015132586001714392
1992,Seldom,Bremen,West,0.006528835690968444,17350,0.00533043559711926,0.007727235784817628
1992,Seldom,Hamburg,West,0.006528835690968444,17350,0.00533043559711926,0.007727235784817628
1992,Never,North Rhine-Westphalia,West,0.13555555555555557,17350,0.13046185352489748,0.14064925758621366
1992,Never,Saxony,East,0.1288888888888889,17350,0.12390290525869892,0.13387487251907884
1992,Never,Hesse,West,0.11777777777777777,17350,0.11298124953294564,0.12257430602260991
1992,Never,Baden-Wuerttemberg,West,0.11777777777777777,17350,0.11298124953294564,0.12257430602260991
1992,Never,Bavaria,West,0.11333333333333333,17350,0.10861633900657117,0.11805032766009549
1992,Never,"Rhineland-Palatinate, Saarland",West,0.08,17350,0.07596312558490759,0.08403687441509242
1992,Never,Lower Saxony,West,0.06222222222222222,17350,0.05862780025999555,0.0658166441844489
1992,Never,Saxony-Anhalt,East,0.06222222222222222,17350,0.05862780025999555,0.0658166441844489
1992,Never,Thuringa,East,0.04888888888888889,17350,0.04568020419257749,0.05209757358520029
1992,Never,Schleswig-Holstein,West,0.042222222222222223,17350,0.03922989382832542,0.04521455061611903
1992,Never,Brandenburg,East,0.042222222222222223,17350,0.03922989382832542,0.04521455061611903
1992,Never,Bremen,West,0.013333333333333334,17350,0.01162661863660284,0.015040048030063828
1992,Never,Berlin,West,0.013333333333333334,17350,0.01162661863660284,0.015040048030063828
1992,Never,Berlin,East,0.011111111111111112,17350,0.009551347350835925,0.012670874871386299
1992,Never,Mecklenburg-Western Pomerania,East,0.006666666666666667,17350,0.005455766868117605,0.00787756646521573
1992,Never,Hamburg,West,0.0044444444444444444,17350,0.0034546435934887576,0.005434245295400131
1994,At least once per week,North Rhine-Westphalia,West,0.21601840234211628,16642,0.20976593226879656,0.222270872415436
1994,At least once per week,Baden-Wuerttemberg,West,0.1767043078209954,16642,0.17090928964300894,0.18249932599898183
1994,At least once per week,Bavaria,West,0.14199079882894186,16642,0.13668770408299227,0.14729389357489145
1994,At least once per week,Hesse,West,0.0959849435382685,16642,0.0915094317922526,0.1004604552842844
1994,At least once per week,Lower Saxony,West,0.07779171894604768,16642,0.0737222802971712,0.08186115759492416
1994,At least once per week,"Rhineland-Palatinate, Saarland",West,0.054997908824759516,16642,0.0515341887580959,0.05846162889142313
1994,At least once per week,Saxony,East,0.04265997490589712,16642,0.03958956245422338,0.04573038735757085
1994,At least once per week,Saxony-Anhalt,East,0.03534086156419908,16642,0.03253556473814406,0.03814615839025409
1994,At least once per week,Thuringa,East,0.032831451275616895,16642,0.030124069909628622,0.03553883264160517
1994,At least once per week,Berlin,West,0.03178586365537432,16642,0.02912050270779366,0.03445122460295498
1994,At least once per week,Brandenburg,East,0.021748222501045588,16642,0.019532116554358884,0.023964328447732292
1994,At least once per week,Schleswig-Holstein,West,0.02070263488080301,16642,0.018539301672754187,0.022865968088851836
1994,At least once per week,Mecklenburg-Western Pomerania,East,0.017147636971978252,16642,0.015175216071154438,0.019120057872802066
1994,At least once per week,Berlin,East,0.014429109159347553,16642,0.012617280996539276,0.01624093732215583
1994,At least once per week,Hamburg,West,0.013174404015056462,16642,0.01144204059745484,0.014906767432658084
1994,At least once per week,Bremen,West,0.006691760769552488,16642,0.005453062489099405,0.007930459050005572
1994,At least once per month,North Rhine-Westphalia,West,0.18378740509155872,16642,0.1779028608609568,0.18967194932216064
1994,At least once per month,Baden-Wuerttemberg,West,0.11835640911121036,16642,0.11344850883076078,0.12326430939165993
1994,At least once per month,Bavaria,West,0.11835640911121036,16642,0.11344850883076078,0.12326430939165993
1994,At least once per month,Saxony,East,0.10853059401518535,16642,0.10380471472874216,0.11325647330162854
1994,At least once per month,Lower Saxony,West,0.08575256811076373,16642,0.0814984577267008,0.09000667849482667
1994,At least once per month,Hesse,West,0.05962483251451541,16642,0.05602719440802209,0.06322247062100873
1994,At least once per month,Thuringa,East,0.05716837874050915,16642,0.05364103064184836,0.06069572683916995
1994,At least once per month,Saxony-Anhalt,East,0.05337204108977222,16642,0.04995696895070398,0.05678711322884046
1994,At least once per month,Brandenburg,East,0.05225547119249665,16642,0.04887431806639373,0.055636624318599566
1994,At least once per month,"Rhineland-Palatinate, Saarland",West,0.04756587762393926,16642,0.04433203751865369,0.050799717729224834
1994,At least once per month,Mecklenburg-Western Pomerania,East,0.03550692273336311,16642,0.032695284842280875,0.038318560624445344
1994,At least once per month,Berlin,East,0.022778025904421618,16642,0.020511253244776685,0.02504479856406655
1994,At least once per month,Schleswig-Holstein,West,0.02054488610987048,16642,0.018389637118007365,0.022700135101733594
1994,At least once per month,Berlin,West,0.018758374274229567,16642,0.016697085241333422,0.020819663307125712
1994,At least once per month,Hamburg,West,0.01094238499330058,16642,0.009361791814264242,0.012522978172336918
1994,At least once per month,Bremen,West,0.006699419383653417,16642,0.005460017248678376,0.007938821518628458
1994,Seldom,North Rhine-Westphalia,West,0.16897600540723218,16642,0.1632825933873833,0.17466941742708106
1994,Seldom,Saxony,East,0.1250422440013518,16642,0.12001679078197369,0.13006769722072992
1994,Seldom,Bavaria,West,0.10476512335248395,16642,0.10011215419894601,0.10941809250602189
1994,Seldom,Baden-Wuerttemberg,West,0.09395065900642109,16642,0.089517848644799,0.09838346936804318
1994,Seldom,Saxony-Anhalt,East,0.07874281851977019,16642,0.0746506902952855,0.08283494674425489
1994,Seldom,Brandenburg,East,0.0777289624873268,16642,0.07366102722202005,0.08179689775263356
1994,Seldom,Thuringa,East,0.07265968232510983,16642,0.06871583920705066,0.07660352544316901
1994,Seldom,Lower Saxony,West,0.05745184183845894,16642,0.053916291173069654,0.06098739250384822
1994,Seldom,Mecklenburg-Western Pomerania,East,0.05136870564379858,16642,0.04801479608219235,0.054722615205404807
1994,Seldom,Hesse,West,0.04427171341669483,16642,0.04114647108850399,0.047396955744885665
1994,Seldom,"Rhineland-Palatinate, Saarland",West,0.043933761405880366,16642,0.04081991994317982,0.04704760286858091
1994,Seldom,Berlin,East,0.026360256843528218,16642,0.02392621927100195,0.028794294416054488
1994,Seldom,Schleswig-Holstein,West,0.02568435282189929,16642,0.02328088968961289,0.028087815954185687
1994,Seldom,Berlin,West,0.015207840486650895,16642,0.01334849806520923,0.01706718290809256
1994,Seldom,Hamburg,West,0.0070969922271037515,16642,0.005821599634064987,0.008372384820142516
1994,Seldom,Bremen,West,0.006759040216289287,16642,0.0055141726894868195,0.008003907743091754
1994,Never,North Rhine-Westphalia,West,0.13784461152882205,16642,0.13260690714889445,0.14308231590874965
1994,Never,Saxony-Anhalt,East,0.11278195488721804,16642,0.10797590466549423,0.11758800510894185
1994,Never,Hesse,West,0.10526315789473684,16642,0.10060043968152502,0.10992587610794866
1994,Never,Baden-Wuerttemberg,West,0.10275689223057644,16642,0.09814356927429918,0.10737021518685369
1994,Never,Saxony,East,0.09774436090225563,16642,0.09323241409752572,0.10225630770698554
1994,Never,Bavaria,West,0.09523809523809523,16642,0.09077818810056278,0.09969800237562769
1994,Never,Lower Saxony,West,0.06766917293233082,16642,0.06385294971973088,0.07148539614493077
1994,Never,Thuringa,East,0.05764411027568922,16642,0.05410300973771454,0.0611852108136639
1994,Never,Brandenburg,East,0.05513784461152882,16642,0.05166997761687226,0.05860571160618538
1994,Never,"Rhineland-Palatinate, Saarland",West,0.05012531328320802,16642,0.04681007293273584,0.05344055363368019
1994,Never,Schleswig-Holstein,West,0.03007518796992481,16642,0.027480252739290043,0.03267012320055958
1994,Never,Mecklenburg-Western Pomerania,East,0.02756892230576441,16642,0.025081253145623133,0.030056591465905686
1994,Never,Berlin,East,0.022556390977443608,16642,0.020300417575078653,0.024812364379808563
1994,Never,Hamburg,West,0.015037593984962405,16642,0.013188528392838624,0.016886659577086186
1994,Never,Berlin,West,0.012531328320802004,16642,0.010841223930442996,0.014221432711161013
1994,Never,Bremen,West,0.010025062656641603,16642,0.008511470180275118,0.011538655133008089
1996,At least once per week,North Rhine-Westphalia,West,0.21586547249131785,16862,0.2096555181220206,0.2220754268606151
1996,At least once per week,Baden-Wuerttemberg,West,0.16176201791263023,16862,0.15620395479111068,0.16732008103414978
1996,At least once per week,Bavaria,West,0.13964540303418022,16862,0.13441357341123303,0.1448772326571274
1996,At least once per week,Hesse,West,0.08773533174922318,16862,0.0834651219018998,0.09200554159654657
1996,At least once per week,Lower Saxony,West,0.08206909157375251,16862,0.07792626895434773,0.0862119141931573
1996,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06470480716505209,16862,0.06099164297369836,0.06841797135640582
1996,At least once per week,Saxony,East,0.0513617254615244,16862,0.04802998124147738,0.05469346968157142
1996,At least once per week,Saxony-Anhalt,East,0.03527691464083348,16862,0.032492408618354666,0.0380614206633123
1996,At least once per week,Thuringa,East,0.03326631328824712,16862,0.0305595062840821,0.03597312029241214
1996,At least once per week,Berlin,West,0.028331200877353316,16862,0.02582686168994188,0.03083554006476475
1996,At least once per week,Brandenburg,East,0.026137817583622738,16862,0.023729659787720084,0.02854597537952539
1996,At least once per week,Mecklenburg-Western Pomerania,East,0.023030524584171083,16862,0.02076643325532252,0.025294615913019645
1996,At least once per week,Schleswig-Holstein,West,0.018278194114421494,16862,0.016256281460371124,0.020300106768471864
